English Word	Emotion	Emotion-Intensity-Score	Vietnamese Word
exalted	trust	0.539	đề cao
relevant	trust	0.539	liên quan, thích hợp
reinforcements	trust	0.539	quân tiếp viện
proctor	trust	0.539	giám thị
immovable	trust	0.539	bất di bất dịch
instructions	trust	0.539	hướng dẫn
define	trust	0.539	định nghĩa
uncensured	trust	0.539	không được bảo hiểm
institute	trust	0.539	học viện
responsive	trust	0.539	phản ứng nhanh nhẹn
recovery	trust	0.539	sự hồi phục
obliging	trust	0.539	nghĩa vụ
obvious	trust	0.539	rõ ràng
forefathers	trust	0.539	tổ tiên
eager	trust	0.539	hăng hái
inoculation	trust	0.539	sự cấy
admitting	trust	0.539	thừa nhận
memorable	trust	0.539	đáng nhớ
hospital	trust	0.531	bệnh viện
rescue	trust	0.531	giải thoát
deed	trust	0.531	chứng thư
princely	trust	0.531	quý giá
retirement	trust	0.531	sự nghỉ hưu
cradle	trust	0.531	giá đỡ
immunization	trust	0.531	chủng ngừa
bloom	trust	0.531	hoa
candid	trust	0.531	thật thà
evergreen	trust	0.531	thường xanh
ballot	trust	0.531	phiếu
accompaniment	trust	0.531	đệm đàn
verily	trust	0.531	thực sự
inseparable	trust	0.531	không thể tách rời
analyst	trust	0.531	nhà phân tích
strive	trust	0.531	phấn đấu
dependent	trust	0.531	sự phụ thuộc
heavens	trust	0.531	thiên đàng
answerable	trust	0.531	có thể trả lời được
school	trust	0.531	trường học
terms	trust	0.531	điều kiện
center	trust	0.531	trung tâm
firstborn	trust	0.531	con đầu lòng
transcript	trust	0.531	bảng điểm
fraternal	trust	0.531	huynh đệ
omniscient	trust	0.531	toàn trí
seal	trust	0.531	niêm phong
edification	trust	0.531	sự gây dựng
doubtless	trust	0.531	không nghi ngờ gì
deliverance	trust	0.531	sự giải thoát
sponsor	trust	0.531	nhà tài trợ
expedient	trust	0.531	láu cá
bride	trust	0.531	vị hôn thê
refuge	trust	0.531	nơi ẩn náu
approbation	trust	0.527	sự chấp thuận
chaplain	trust	0.523	tuyên úy
laureate	trust	0.523	người đoạt giải
liberate	trust	0.523	giải phóng
coronation	trust	0.523	đăng quang
adoration	trust	0.523	Yêu mến
countenance	trust	0.523	vẻ mặt
honeymoon	trust	0.523	tuần trăng mật
connoisseur	trust	0.523	người sành sỏi
notable	trust	0.523	đáng chú ý
benedictory	trust	0.523	benedirest
celebration	trust	0.523	lễ kỷ niệm
neighbor	trust	0.523	láng giềng
unbroken	trust	0.523	không bị gián đoạn
award	trust	0.523	phần thưởng
improvement	trust	0.523	sự cải tiến
hug	trust	0.523	ôm
graduation	trust	0.523	tốt nghiệp
correctness	trust	0.523	sự đúng đắn
winning	trust	0.523	chiến thắng
paragon	trust	0.523	paragon
ratify	trust	0.523	phê chuẩn
powerful	trust	0.523	mạnh mẽ
elevation	trust	0.523	độ cao
commonwealth	trust	0.523	liên bang
account	trust	0.523	tài khoản
unimpeached	trust	0.523	không có kiến thức
taught	trust	0.523	dạy
salutary	trust	0.523	lời chào
captivate	trust	0.523	quyến rũ
dictionary	trust	0.523	từ điển
nobility	trust	0.523	quý tộc
ourselves	trust	0.523	sự lựa chọn
feeling	trust	0.518	cảm giác
amen	trust	0.516	amen
committee	trust	0.516	ủy ban
reverie	trust	0.516	sự mơ tưởng
deserve	trust	0.516	xứng đáng
fully	trust	0.516	đầy đủ
compliment	trust	0.516	khen ngợi
obstetrician	trust	0.516	bác sĩ sản khoa
enchanted	trust	0.516	mê hoặc
inform	trust	0.516	báo
association	trust	0.516	sự kết hợp
credit	trust	0.516	tín dụng
passwords	trust	0.516	chính chúng ta
freely	trust	0.516	tự do
framework	trust	0.516	khuôn khổ
nobleman	trust	0.516	nhà quý tộc
formative	trust	0.516	hình thành
tender	trust	0.516	mềm
measure	trust	0.516	đo lường
advent	trust	0.516	sự ra đời
management	trust	0.516	ban quản lý
confession	trust	0.516	lời thú tội
remedy	trust	0.516	phương thuốc
sentinel	trust	0.516	lính gác
pray	trust	0.516	cầu nguyện
perpetuity	trust	0.516	sự lâu dài
tribunal	trust	0.516	tòa án
minded	trust	0.516	đầu óc
organization	trust	0.516	cơ quan
predominant	trust	0.516	chiếm ưu thế
volunteer	trust	0.509	Tình nguyện viên
accolade	trust	0.508	tuyên dương
courtship	trust	0.508	tán tỉnh
patronage	trust	0.508	sự bảo trợ
philosopher	trust	0.508	triết gia
confessional	trust	0.508	tòa giải tội
diversity	trust	0.508	đa dạng
virgin	trust	0.508	Trinh Nữ
venerable	trust	0.508	đáng kính
policy	trust	0.508	chính sách
intact	trust	0.508	nguyên vẹn
custodian	trust	0.508	người trông coi
automatic	trust	0.508	tự động
unsurpassed	trust	0.508	vượt trội
shepherd	trust	0.508	chăn cừu
reward	trust	0.508	giải thưởng
beautification	trust	0.508	làm đẹp
medical	trust	0.508	Y khoa
constable	trust	0.508	cố định
forgiving	trust	0.508	khoan dung
tolerance	trust	0.508	sức chịu đựng
priest	trust	0.508	thầy tu
enable	trust	0.508	cho phép
vouch	trust	0.508	xác nhận
lieutenant	trust	0.508	trung úy
instruct	trust	0.508	dạy
housewife	trust	0.508	bà nội trợ
admissible	trust	0.508	có thể chấp nhận được
sovereign	trust	0.508	tối cao
amour	trust	0.508	tình yêu
savor	trust	0.508	hương thơm
darling	trust	0.500	Người thân yêu
related	trust	0.500	có liên quan
infallibility	trust	0.500	không thể sai lầm
watchful	trust	0.500	đề phòng
nerds	trust	0.500	mật khẩu
instruction	trust	0.500	hướng dẫn
doctrine	trust	0.500	học thuyết
birth	trust	0.500	Sinh
timing	trust	0.500	thời gian
infinity	trust	0.500	vô cực
religions	trust	0.500	mọt sách
warden	trust	0.500	cai ngục
optimist	trust	0.500	người lạc quan
apologetic	trust	0.500	có lỗi
gateway	trust	0.500	cửa ngõ
pontiff	trust	0.500	giáo hoàng
alive	trust	0.500	còn sống
indelible	trust	0.500	không thể xóa được
personal	trust	0.500	riêng tư
pious	trust	0.500	ngoan đạo
majesty	trust	0.500	uy nghiêm
synchronize	trust	0.500	làm cho đồng bộ
guard	trust	0.500	bảo vệ
retain	trust	0.500	giữ lại
romantic	trust	0.500	lãng mạn
superman	trust	0.500	siêu nhân
info	trust	0.500	thông tin
backer	trust	0.500	người ủng hộ
undying	trust	0.500	bất diệt
vindication	trust	0.500	sự minh oan
badge	trust	0.500	huy hiệu
treasure	trust	0.500	Châu báu, điều quý giá
guru	trust	0.500	guru
church	trust	0.492	nhà thờ
formality	trust	0.492	hình thức
contributor	trust	0.492	người đóng góp
radiance	trust	0.492	rạng rỡ
psalm	trust	0.492	thánh vịnh
laudatory	trust	0.492	ca ngợi
grandchildren	trust	0.492	cháu
popularity	trust	0.492	phổ biến
salute	trust	0.492	chào nghiêm
hosannah	trust	0.492	hosannah
attraction	trust	0.492	sức hút
efforts	trust	0.492	sự phán xét
privy	trust	0.492	riêng
improve	trust	0.492	cải thiện
sheriff	trust	0.492	cảnh sát trưởng
chairman	trust	0.492	Chủ tịch
judgement	trust	0.492	tục ngữ
harbor	trust	0.492	Hải cảng
elegance	trust	0.492	sang trọng
hardy	trust	0.492	cứng rắn
umpire	trust	0.492	trọng tài
constitute	trust	0.492	cấu tạo
proverbs	trust	0.492	tôn giáo
jubilant	trust	0.492	hân hoan
aspire	trust	0.492	khao khát
synonymous	trust	0.492	đồng nghĩa
inevitable	trust	0.492	không thể tránh khỏi
musical	trust	0.492	âm nhạc
spokesman	trust	0.492	phát ngôn viên
endow	trust	0.492	cho
fellow	trust	0.492	đồng bọn
grow	trust	0.492	lớn lên
moderator	trust	0.492	người điều hành
enjoy	trust	0.484	vui thích
found	trust	0.484	tìm
armor	trust	0.484	áo giáp
colonel	trust	0.484	đại tá
referee	trust	0.484	trọng tài
favorite	trust	0.484	yêu thích
assembly	trust	0.484	hội,, tổ hợp
romance	trust	0.484	lãng mạn
confess	trust	0.484	xưng
sweet	trust	0.484	ngọt
crowning	trust	0.484	vương miện
forecast	trust	0.484	dự báo
affection	trust	0.484	sự yêu mến
approbate	trust	0.484	tán thành
path	trust	0.484	đường dẫn
concord	trust	0.484	hòa hợp
police	trust	0.484	cảnh sát viên
countryman	trust	0.484	đồng hương
income	trust	0.484	thu nhập = earnings
ranger	trust	0.484	nhân viên kiểm lâm
depth	trust	0.484	chiều sâu
like	trust	0.484	giống
voucher	trust	0.484	chứng từ
diagnosis	trust	0.484	chẩn đoán
hire	trust	0.484	Thuê
clean	trust	0.484	lau dọn
laudation	trust	0.484	sự khen ngợi
arbiter	trust	0.484	trọng tài
purely	trust	0.477	hoàn toàn
votive	trust	0.477	vàng mã
expect	trust	0.477	chờ đợi
glory	trust	0.477	vinh quang
counted	trust	0.477	nỗ lực
apologize	trust	0.477	xin lỗi
sterling	trust	0.477	bảng Anh
word	trust	0.477	từ
follow	trust	0.477	theo dõi
sermon	trust	0.477	bài giảng
consul	trust	0.477	lãnh sự
calculator	trust	0.477	máy tính
lamb	trust	0.477	cừu
veracity	trust	0.477	tính xác thực
matter	trust	0.477	vấn đề
parliament	trust	0.477	nghị viện
lover	trust	0.477	người yêu
sacrifice	trust	0.477	hy sinh
putative	trust	0.477	giả dụ
preponderance	trust	0.477	ưu thế
landmark	trust	0.477	phong cảnh
nursery	trust	0.477	nhà trẻ
mathematical	trust	0.477	toán học
frank	trust	0.477	thẳng thắn
signature	trust	0.477	Chữ ký
policeman	trust	0.477	cảnh sát
episcopal	trust	0.477	giám mục
pastor	trust	0.477	mục sư
eagerness	trust	0.469	sự háo hức
mighty	trust	0.469	hùng mạnh
recruits	trust	0.469	tân binh
tribune	trust	0.469	tribune
author	trust	0.469	tác giả
effective	trust	0.469	hiệu quả
intended	trust	0.469	dự định
passion	trust	0.469	sự đam mê
religion	trust	0.469	tôn giáo
flagship	trust	0.469	Soái hạm
immerse	trust	0.469	đắm
capacity	trust	0.469	dung tích
associate	trust	0.469	kết hợp
cashier	trust	0.469	thu ngân
regal	trust	0.469	Quốc vương
dove	trust	0.469	chim bồ câu
tutelage	trust	0.469	sự dạy dỗ
underwrite	trust	0.469	bảo lãnh
uncritical	trust	0.469	không quan trọng
prefer	trust	0.469	thích hơn
instructor	trust	0.469	người hướng dẫn
gain	trust	0.469	lợi
marshal	trust	0.469	soái ca
judgment	trust	0.469	sự phán xét
judicious	trust	0.469	khôn ngoan
top	trust	0.469	đứng đầu
title	trust	0.469	Tiêu đề
vicar	trust	0.469	cha sở
bridesmaid	trust	0.469	phù dâu
commission	trust	0.469	Uỷ ban
lifestyle	trust	0.461	cách sống
aunt	trust	0.461	dì
attendant	trust	0.461	người phục vụ
enroll	trust	0.461	ghi danh
priesthood	trust	0.461	chức tư tế
trade	trust	0.461	buôn bán
crucial	trust	0.461	quan trọng
moorings	trust	0.461	neo đậu
kitten	trust	0.461	mèo con
medal	trust	0.461	huy chương
oblige	trust	0.461	bắt buộc
manage	trust	0.461	quản lý
magnetic	trust	0.461	từ tính
custody	trust	0.461	sự coi giư
necessarily	trust	0.461	nhất thiết
partake	trust	0.461	chia
cautious	trust	0.461	dè dặt
consecration	trust	0.461	dâng hiến
courier	trust	0.461	chuyển phát nhanh
bank	trust	0.461	ngân hàng
lesson	trust	0.461	bài học
patriarchal	trust	0.461	gia trưởng
eventually	trust	0.461	tính
commerce	trust	0.461	thương mại
contains	trust	0.461	sau cùng
theological	trust	0.461	thần học
socially	trust	0.461	chứa
admitted	trust	0.461	thừa nhận
fortress	trust	0.461	Pháo đài
cathedral	trust	0.455	thánh đường
deputy	trust	0.453	phó
commonplace	trust	0.453	bình thường
puppy	trust	0.453	cún yêu
president	trust	0.453	chủ tịch
finally	trust	0.453	cuối cùng
governor	trust	0.453	thống đốc
synergistic	trust	0.453	hiệp lực
excited	trust	0.453	bị kích thích
encomium	trust	0.453	Lời khen ngợi
chart	trust	0.453	đồ thị
perceive	trust	0.453	nhận thức
insulation	trust	0.453	vật liệu cách nhiệt
present	trust	0.453	hiện nay
oasis	trust	0.453	ốc đảo
eagle	trust	0.453	chim ưng
exchange	trust	0.453	trao đổi
foresee	trust	0.453	thấy trước
strategist	trust	0.453	chiến lược gia
journeyman	trust	0.453	người hành trình
dawn	trust	0.453	bình minh
laud	trust	0.453	laud
level	trust	0.453	mức độ
chairwoman	trust	0.453	chủ tịch
tradesmen	trust	0.445	về mặt xã hội
asserting	trust	0.445	khẳng định
negotiate	trust	0.445	thương lượng
sensual	trust	0.445	gợi cảm
chocolate	trust	0.445	sô cô la
crew	trust	0.445	phi hành đoàn
remains	trust	0.445	còn lại
dictum	trust	0.445	châm ngôn
theorem	trust	0.445	định lý
sir	trust	0.445	quý ngài
employ	trust	0.445	thuê
usual	trust	0.445	bình thường
operation	trust	0.445	hoạt động
magnify	trust	0.445	phóng đại
director	trust	0.445	giám đốc
formula	trust	0.445	công thức
chemist	trust	0.445	nhà hóa học
enliven	trust	0.445	sống động
chancellor	trust	0.445	thủ tướng
orthodoxy	trust	0.445	chính thống
lodging	trust	0.445	chỗ ở
exaltation	trust	0.445	sự tôn vinh
lord	trust	0.445	Chúa tể
handbook	trust	0.445	sổ tay
bridegroom	trust	0.445	chàng rể
matters	trust	0.445	thợ buôn bán
orchestra	trust	0.445	dàn nhạc
impart	trust	0.445	truyền đạt
statistical	trust	0.445	thống kê
indemnity	trust	0.445	tiền bồi thường
governess	trust	0.438	gia sư
imagination	trust	0.438	trí tưởng tượng
butler	trust	0.438	quản gia
conformity	trust	0.438	sự phù hợp
digit	trust	0.438	chữ số
comptroller	trust	0.438	máy biên dịch
economy	trust	0.438	nền kinh tế
conveyancing	trust	0.438	chuyển tải
arbitrator	trust	0.438	trọng tài
emphasize	trust	0.438	nhấn mạnh
exhaustive	trust	0.438	đầy đủ
abbot	trust	0.438	trụ trì
atone	trust	0.438	chuộc lỗi
cabinet	trust	0.438	buồng
merci	trust	0.438	vấn đề
tandem	trust	0.438	song song
elite	trust	0.438	Thượng lưu
inauguration	trust	0.438	lễ khánh thành
elect	trust	0.438	trúng tuyển
encore	trust	0.438	encore
villager	trust	0.438	dân làng
oracle	trust	0.438	tiên tri
fate	trust	0.438	định mệnh
sun	trust	0.438	mặt trời
pay	trust	0.430	trả tiền
base	trust	0.430	cơ sở
bridal	trust	0.430	cô dâu
persuade	trust	0.430	truy vấn
lender	trust	0.430	người cho vay
playful	trust	0.430	vui tươi
occupant	trust	0.430	người ở
impressionable	trust	0.430	có thể gây ấn tượng
resources	trust	0.430	tài nguyên
repay	trust	0.430	trả lại
toughness	trust	0.430	sự dẻo dai
rule	trust	0.430	qui định
elucidate	trust	0.430	Làm sáng tỏ
utopian	trust	0.430	không tưởng
wealth	trust	0.430	sự giàu có
compact	trust	0.430	gọn nhẹ
errand	trust	0.430	việc vặt
simplify	trust	0.430	đơn giản hóa
neutrality	trust	0.430	tính trung lập
count	trust	0.430	đếm
grit	trust	0.430	sạn
differential	trust	0.430	sự khác biệt
blanket	trust	0.430	cái mền
hail	trust	0.430	kêu
deacon	trust	0.430	phó tế
sentry	trust	0.430	lính gác
bequest	trust	0.430	yêu cầu
disclosed	trust	0.430	tiết lộ
cop	trust	0.430	cảnh sát
circle	trust	0.430	vòng tròn
grammar	trust	0.430	văn phạm
invite	trust	0.430	mời
estimable	trust	0.430	có thể ước lượng
maintenance	trust	0.422	Sự bảo trì
supplication	trust	0.422	sự cầu xin
fixed	trust	0.422	đã sửa
accountant	trust	0.422	kế toán viên
sing	trust	0.422	hát
eulogize	trust	0.422	điếu văn
easiest	trust	0.422	merci
dealings	trust	0.422	giao dịch
axiom	trust	0.422	tiên đề
enablement	trust	0.422	sự cho phép
diary	trust	0.422	Nhật ký
trading	trust	0.422	thương mại
perennial	trust	0.422	lâu năm
primer	trust	0.422	lót
truss	trust	0.422	giàn
travel	trust	0.422	đi du lịch
apprentice	trust	0.422	học nghề
hymn	trust	0.422	Thánh ca
theocratic	trust	0.422	thần quyền
forum	trust	0.422	diễn đàn
continue	trust	0.422	tiếp tục
supremacy	trust	0.422	quyền tối cao
wonderstruck	trust	0.422	mlk
probity	trust	0.422	xác suất
parish	trust	0.422	giáo xứ
treat	trust	0.422	điều trị
respite	trust	0.422	thời gian nghỉ ngơi
dominion	trust	0.422	quyền thống trị
antiseptic	trust	0.422	thuốc sát trùng
assignee	trust	0.422	người được giao
reconsideration	trust	0.422	xem xét lại
intend	trust	0.422	có ý định
shopkeeper	trust	0.422	người bán hàng
commodore	trust	0.414	hàng hóa
fellas	trust	0.414	đồng tính nữ
routine	trust	0.414	lịch trình
cash	trust	0.414	tiền mặt
labor	trust	0.414	nhân công
offering	trust	0.414	chào bán
specialize	trust	0.414	chuyên môn hóa
gazette	trust	0.414	công báo
choir	trust	0.414	hợp xướng
cogent	trust	0.414	cogent
deference	trust	0.414	sự tôn trọng
serve	trust	0.414	phục vụ
leap	trust	0.414	nhảy vọt
preservative	trust	0.414	chất bảo quản
akin	trust	0.414	na ná
amortization	trust	0.414	khấu hao
consort	trust	0.414	phối ngẫu
salary	trust	0.414	lương
incline	trust	0.414	nghiêng
synod	trust	0.414	thượng hội đồng
gate	trust	0.414	cổng
conglomerate	trust	0.414	tập đoàn
kudos	trust	0.414	thanh danh
reporter	trust	0.414	phóng viên
trainer	trust	0.414	huấn luyện viên
athlete	trust	0.414	lực sĩ
privilege	trust	0.414	đặc ân
rapt	trust	0.414	sự say mê
transaction	trust	0.414	Giao dịch
radar	trust	0.406	ra đa
judged	trust	0.406	đánh giá
legislator	trust	0.406	nhà lập pháp
dermatologist	trust	0.406	bác sĩ da liễu
executor	trust	0.406	người thi hành
system	trust	0.406	hệ thống
budget	trust	0.406	ngân sách
trophy	trust	0.406	chiếc cúp
tree	trust	0.406	cây
leisure	trust	0.406	thời gian rảnh rỗi
fitting	trust	0.406	vừa vặn
glorify	trust	0.406	tôn vinh
sanction	trust	0.406	phê chuẩn
reimbursement	trust	0.406	hoàn trả
