English Word	Emotion	Emotion-Intensity-Score	Corsican Word
excellent	trust	0.656	eccellente
achieve	trust	0.656	ghjunghje
steadfast	trust	0.656	fermu
familiar	trust	0.656	familiar
proficiency	trust	0.656	cumpetenza
supports	trust	0.656	crede
counselor	trust	0.648	cunsiglieru
lovable	trust	0.648	amabile
advisable	trust	0.648	cunsigliatu
agreed	trust	0.648	accunsentutu
heroism	trust	0.648	eroisimu
rely	trust	0.648	affidà
uphold	trust	0.648	sustene
brother	trust	0.648	fratellu
matrimony	trust	0.648	matrimoniu
assuredly	trust	0.648	di sicuru
peaceful	trust	0.648	pacificu
saint	trust	0.648	santu
unconditionally	trust	0.648	accetta
solidarity	trust	0.648	sulidarità
accepts	trust	0.648	sustegnu
inspiration	trust	0.648	ispirazione
noble	trust	0.648	nobili
successful	trust	0.648	successu
harmony	trust	0.648	armunia
protective	trust	0.648	prutittivu
competency	trust	0.648	cumpetenza
comrade	trust	0.648	camarade
academic	trust	0.648	accademicu
assist	trust	0.648	assiste
worthy	trust	0.643	degne
benefactor	trust	0.641	benefattore
credence	trust	0.641	credenza
confidence	trust	0.641	cunfidenza
relationships	trust	0.641	incondizionatamente
ordained	trust	0.641	urdinatu
legal	trust	0.641	legale
champion	trust	0.641	campionu
lawful	trust	0.641	licite
durability	trust	0.641	durabilità
judiciary	trust	0.641	magistratura
doctor	trust	0.641	duttore
loving	trust	0.641	amuri
assure	trust	0.641	assicura
establish	trust	0.641	stabilisce
mamma	trust	0.641	mamma
kind	trust	0.641	tipu
unity	trust	0.641	unità
conscientious	trust	0.641	cuscenza
real	trust	0.641	veru
coexist	trust	0.641	coesiste
leading	trust	0.641	guidanu
teacher	trust	0.641	maestru
intimate	trust	0.634	intimu
brotherly	trust	0.633	fraterni
physician	trust	0.633	duttore
judicial	trust	0.633	ghjudiziale
saintly	trust	0.633	santu
aspiration	trust	0.633	aspirazione
conscience	trust	0.633	cuscenza
therapeutic	trust	0.633	terapeuticu
fidelity	trust	0.633	fideltà
soundness	trust	0.633	sanità
important	trust	0.633	impurtante
homage	trust	0.633	omagiu
legitimacy	trust	0.633	legittimità
fortitude	trust	0.633	fortezza
deepest	trust	0.633	relazioni
approved	trust	0.633	appruvatu
courageous	trust	0.633	curaggiu
devotional	trust	0.633	devozionale
endorse	trust	0.633	appruvà
backbone	trust	0.633	spina dorsale
authorize	trust	0.633	autorizà
practiced	trust	0.633	praticatu
sanctification	trust	0.633	santificazione
hopeful	trust	0.633	speranza
convincing	trust	0.633	cunvinta
bless	trust	0.633	benedica
angel	trust	0.625	anghjulu
authorization	trust	0.625	l'autorizazione
assured	trust	0.625	assicuratu
purify	trust	0.625	purificà
caretaker	trust	0.625	guardianu
regard	trust	0.625	riguardu
profound	trust	0.625	prufonda
achievement	trust	0.625	successu
evident	trust	0.625	evidenti
positivity	trust	0.625	pusitività
communication	trust	0.625	cumunicazione
professorship	trust	0.625	prufessore
blessing	trust	0.625	benedizzione
beliefs	trust	0.625	più prufonda
encourage	trust	0.625	incuragisce
fireman	trust	0.625	pompiere
majestic	trust	0.625	maestosu
civilized	trust	0.625	civilisatu
certify	trust	0.625	certificà
wonderful	trust	0.625	maravigliosu
engaged	trust	0.625	ingaghjatu
accurate	trust	0.625	precisu
approvement	trust	0.617	appruvazioni
optimism	trust	0.617	ottimisimu
planning	trust	0.617	pianificazione
believer	trust	0.617	credente
advice	trust	0.617	cunsigliu
commend	trust	0.617	cumandà
gospel	trust	0.617	Vangelu
objective	trust	0.617	obiettivu
rational	trust	0.617	raziunale
cherish	trust	0.617	cura
constantly	trust	0.617	constantemente
haven	trust	0.617	paradisu
fundamental	trust	0.617	fundamentale
bedrock	trust	0.617	roccia
accord	trust	0.617	accordu
triumphant	trust	0.617	triunfante
surety	trust	0.617	cauzione
testament	trust	0.617	testamentu
absolution	trust	0.617	assoluzione
truce	trust	0.617	tregua
reassure	trust	0.617	rassicura
appreciation	trust	0.617	apprezzamentu
qualities	trust	0.617	qualità
passionate	trust	0.617	appassiunatu
good	trust	0.617	bene
unimpeachable	trust	0.617	impeccable
corroborate	trust	0.617	corroborate
thoughtful	trust	0.617	penseru
heroine	trust	0.617	eroina
teach	trust	0.617	insignà
god	trust	0.617	diu
attentive	trust	0.617	attentu
scripture	trust	0.609	Scrittura
civilization	trust	0.609	civilisazione
magnificence	trust	0.609	magnificenza
recommend	trust	0.609	ricumandemu
progression	trust	0.609	progressione
steward	trust	0.609	steward
purification	trust	0.609	purificazione
patron	trust	0.609	patronu
praiseworthy	trust	0.609	lodabile
heal	trust	0.609	guarì
considerate	trust	0.609	cunzidiratu
blessings	trust	0.609	benedizioni
mediator	trust	0.609	mediatore
babysitter	trust	0.609	babysitter
notary	trust	0.609	nutariu
awareness	trust	0.609	cuscenza
vetted	trust	0.609	credenze
excel	trust	0.609	excel
happy	trust	0.609	cuntentu
praise	trust	0.609	lode
brilliant	trust	0.609	brillanti
liking	trust	0.609	piace
definitive	trust	0.609	definitivu
comfort	trust	0.609	cunfortu
officer	trust	0.609	ufficiale
peace	trust	0.602	pace
serenity	trust	0.602	serenità
unquestionable	trust	0.602	indiscutibile
embrace	trust	0.602	abbraccia
identify	trust	0.602	identificà
inspired	trust	0.602	ispiratu
steady	trust	0.602	fermu
nun	trust	0.602	nun
guarded	trust	0.602	guardatu
symmetry	trust	0.602	simmetria
mainstay	trust	0.602	pilastru
fulfill	trust	0.602	compie
humility	trust	0.602	umiltà
helpful	trust	0.602	utile
transcendence	trust	0.602	trascendenza
unconditional	trust	0.602	incondizionatu
brave	trust	0.602	bravu
brighten	trust	0.602	illuminate
experienced	trust	0.602	sperimentatu
enlightenment	trust	0.602	illuminazione
sympathetic	trust	0.602	simpaticu
witness	trust	0.602	tistimunianza
vigilant	trust	0.594	vigilante
ministry	trust	0.594	ministeru
admiral	trust	0.594	ammiragliu
vigilance	trust	0.594	vigilanza
depend	trust	0.594	dipende
generosity	trust	0.594	generosità
befriend	trust	0.594	fà amicizia
complimentary	trust	0.594	cumplementari
assessment	trust	0.594	valutazione
fairly	trust	0.594	abbastanza
enlighten	trust	0.594	illuminate
strengthen	trust	0.594	rinfurzà
nurse	trust	0.594	infermiera
endowment	trust	0.594	dotazione
visionary	trust	0.594	visionariu
praised	trust	0.594	laudatu
eminence	trust	0.594	eminenza
marry	trust	0.594	marità
generous	trust	0.594	generoso
gratitude	trust	0.594	gratitùdine
sage	trust	0.594	salvia
tranquility	trust	0.594	tranquillità
openly	trust	0.594	apertamente
grant	trust	0.594	cuncede
spouse	trust	0.594	sposa
philanthropic	trust	0.594	filantropicu
regent	trust	0.594	reggente
substantiate	trust	0.594	sustinà
commendation	trust	0.594	lode
council	trust	0.594	cunsigliu
efficient	trust	0.594	efficace
sweetheart	trust	0.589	amore
bylaw	trust	0.586	statutu
magnificent	trust	0.586	magnificu
designation	trust	0.586	designazione
godly	trust	0.586	divinu
seniority	trust	0.586	anzianità
conservation	trust	0.586	cunservazione
educational	trust	0.586	educativu
rooted	trust	0.586	arradicata
inheritance	trust	0.586	eredi
diplomacy	trust	0.586	diplomazia
mate	trust	0.586	cumpagnu
convince	trust	0.586	cunvince
unfailing	trust	0.586	infallibile
share	trust	0.586	sparte
monk	trust	0.586	monacu
constitutional	trust	0.586	custituziunale
lovely	trust	0.586	bella
compliance	trust	0.586	cunfurmità
attest	trust	0.586	attestà
victory	trust	0.586	vittoria
serene	trust	0.586	serenu
checklist	trust	0.586	lista di cuntrollu
husbandry	trust	0.586	agricultura
enjoying	trust	0.586	piacè
revere	trust	0.586	venere
tribe	trust	0.586	tribù
meritorious	trust	0.586	meritoriu
joyful	trust	0.586	allegria
delegate	trust	0.586	delegatu
helper	trust	0.586	aiutu
angelic	trust	0.586	angelica
ambition	trust	0.586	ambizione
father	trust	0.586	babbu
acclaim	trust	0.586	acclamazione
testimony	trust	0.586	tistimunianza
collectively	trust	0.586	cullettivu
sobriety	trust	0.586	sobrietà
prestige	trust	0.586	prestigiu
firmness	trust	0.586	fermezza
structural	trust	0.578	strutturale
impartiality	trust	0.578	imparzialità
navigator	trust	0.578	navigatore
judge	trust	0.578	ghjudice
shelter	trust	0.578	refuggiu
coexisting	trust	0.578	coesiste
unquestioned	trust	0.578	senza dubbitu
careful	trust	0.578	attenti
obey	trust	0.578	ubbidite
professor	trust	0.578	prufissore
convinced	trust	0.578	cunvinta
communion	trust	0.578	cumunione
cheerfulness	trust	0.578	allegria
inviting	trust	0.578	invitante
irrefutable	trust	0.578	irrefutable
commandant	trust	0.578	cumandante
smile	trust	0.578	surrisu
authoritative	trust	0.578	auturità
philanthropist	trust	0.578	filantropu
legalized	trust	0.578	legalizatu
adore	trust	0.578	adore
upright	trust	0.578	drittu
revival	trust	0.578	rinascita
dutiful	trust	0.578	debitore
watchdog	trust	0.578	guardianu
apostle	trust	0.570	apòstulu
volunteers	trust	0.570	vuluntarii
immaculate	trust	0.570	immaculata
adhering	trust	0.570	aderendu
unquestionably	trust	0.570	senza dubbitu
advise	trust	0.570	cunsigliu
punctual	trust	0.570	puntuale
consult	trust	0.570	cunsultà
ordinance	trust	0.570	ordinanza
complement	trust	0.570	cumplementu
modest	trust	0.570	modestu
everlasting	trust	0.570	eternu
compass	trust	0.570	bussola
heavenly	trust	0.570	celeste
determinate	trust	0.570	determinatu
counsellor	trust	0.570	cunsiglieru
abundance	trust	0.570	abbundanza
guide	trust	0.570	guida
earned	trust	0.570	verificatu
pedigree	trust	0.570	pedigree
relative	trust	0.570	parente
principal	trust	0.570	principale
plausible	trust	0.570	plausibile
collaborator	trust	0.570	cullaburatore
connective	trust	0.570	cunghjuntivu
corroboration	trust	0.570	cunfirmazione
insure	trust	0.570	assicura
pilot	trust	0.570	pilotu
unequivocal	trust	0.570	univocu
matron	trust	0.570	matrona
cuddle	trust	0.570	coccola
measured	trust	0.570	misurata
fort	trust	0.562	forte
treasurer	trust	0.562	tesoriere
apostolic	trust	0.562	apostolicu
save	trust	0.562	salvà
frankness	trust	0.562	franchezza
insight	trust	0.562	insight
admit	trust	0.562	ammette
earn	trust	0.562	guadagnà
remarkable	trust	0.562	rimarchevuli
strong	trust	0.562	forte
content	trust	0.562	cuntenutu
vitality	trust	0.562	vitalità
prize	trust	0.562	premiu
vigorous	trust	0.562	vigorosa
congregation	trust	0.562	cungregazione
uplift	trust	0.562	elevazione
spotless	trust	0.562	senza macchia
devout	trust	0.562	devotu
soothing	trust	0.562	calmante
miracle	trust	0.562	miraculu
cohesion	trust	0.562	cuesione
lovemaking	trust	0.562	l'amore
curable	trust	0.562	curabile
pleasant	trust	0.562	piacevule
jury	trust	0.562	ghjuria
pertinent	trust	0.562	pertinente
succeeding	trust	0.562	successu
concordance	trust	0.562	cuncordanza
jurist	trust	0.562	ghjuristu
applaud	trust	0.562	applaude
ordination	trust	0.562	ordinazione
compensate	trust	0.562	cumpensà
patience	trust	0.555	pacienza
mediate	trust	0.555	mediate
coach	trust	0.555	coach
illumination	trust	0.555	illuminazione
cultivate	trust	0.555	cultivà
providing	trust	0.555	furnisce
precedence	trust	0.555	precedenza
exalt	trust	0.555	esaltà
succeed	trust	0.555	riesce
inclusion	trust	0.555	inclusione
meditate	trust	0.555	meditate
coalesce	trust	0.555	unisce
betrothed	trust	0.555	fidanzata
midwife	trust	0.555	levatrice
veteran	trust	0.555	veteranu
destined	trust	0.555	destinatu
auditor	trust	0.555	auditor
privacy	trust	0.555	privacy
restorative	trust	0.555	risturativu
influential	trust	0.555	influente
impartial	trust	0.555	imparziale
discretion	trust	0.555	discrezione
foresight	trust	0.555	previsione
congruence	trust	0.555	cungruenza
worship	trust	0.555	cultu
constant	trust	0.555	custanti
reunion	trust	0.555	riunione
intuition	trust	0.555	intuizione
reconciliation	trust	0.555	cunciliazione
ambulance	trust	0.555	ambulanza
defender	trust	0.555	difensore
greatness	trust	0.555	grandezza
buddy	trust	0.555	amicu
vote	trust	0.555	votu
physicist	trust	0.555	fisicu
prophet	trust	0.555	prufeta
prevalent	trust	0.547	prevalenti
eyewitness	trust	0.547	testimone oculare
durable	trust	0.547	durable
prudent	trust	0.547	prudente
securities	trust	0.547	securities
salvation	trust	0.547	salvezza
govern	trust	0.547	guvernà
law	trust	0.547	lege
proud	trust	0.547	fieru
cheer	trust	0.547	allegria
reinforcement	trust	0.547	rinforzu
promises	trust	0.547	guadagnatu
invocation	trust	0.547	invucazione
provide	trust	0.547	furnisce
friendly	trust	0.547	amichevule
commanding	trust	0.547	cumandante
temperate	trust	0.547	temperatu
conciliation	trust	0.547	cunciliazione
convent	trust	0.547	cunventu
heritage	trust	0.547	patrimoniu
independence	trust	0.547	indipendenza
rejoice	trust	0.547	rallegra
engaging	trust	0.547	ingaghjamentu
readiness	trust	0.547	prontezza
registry	trust	0.547	registru
statement	trust	0.547	dichjarazione
liberty	trust	0.547	libertà
forgive	trust	0.547	pardunà
ancestral	trust	0.547	ancestral
impenetrable	trust	0.547	impenetrable
choices	trust	0.539	prumesse
psalms	trust	0.539	salmi
majority	trust	0.539	maiurità
antidote	trust	0.539	antidotu
tantamount	trust	0.539	pari
perfect	trust	0.539	perfetta
regularity	trust	0.539	regularità
chronicle	trust	0.539	cronaca
ensemble	trust	0.539	inseme
applause	trust	0.539	applausi
obedience	trust	0.539	ubbidienza
aspiring	trust	0.539	aspirante
watchman	trust	0.539	guardianu
inimitable	trust	0.539	inimitabile
chastity	trust	0.539	castità
architecture	trust	0.539	architettura
stamina	trust	0.539	stamina
delightful	trust	0.539	deliziosu
exalted	trust	0.539	esaltatu
relevant	trust	0.539	pertinente
reinforcements	trust	0.539	rinforzi
proctor	trust	0.539	pruttore
immovable	trust	0.539	immubiliare
instructions	trust	0.539	istruzioni
define	trust	0.539	definisce
uncensured	trust	0.539	senza censura
institute	trust	0.539	istitutu
responsive	trust	0.539	rispunsevuli
recovery	trust	0.539	ricuperazione
obliging	trust	0.539	ubligatoriu
obvious	trust	0.539	evidenti
forefathers	trust	0.539	antenati
eager	trust	0.539	ansiosi
inoculation	trust	0.539	inoculazione
admitting	trust	0.539	ammettendu
memorable	trust	0.539	memorable
hospital	trust	0.531	spitali
rescue	trust	0.531	salvezza
deed	trust	0.531	attu
princely	trust	0.531	principesca
retirement	trust	0.531	ritirata
cradle	trust	0.531	culla
immunization	trust	0.531	immunizazione
bloom	trust	0.531	fiori
candid	trust	0.531	candid
evergreen	trust	0.531	sempreverde
ballot	trust	0.531	votu
accompaniment	trust	0.531	accumpagnamentu
verily	trust	0.531	veramente
inseparable	trust	0.531	inseparabile
analyst	trust	0.531	analista
strive	trust	0.531	sforzà
dependent	trust	0.531	dipendente
heavens	trust	0.531	i celi
answerable	trust	0.531	rispunsevuli
school	trust	0.531	scola
terms	trust	0.531	termini
center	trust	0.531	centru
firstborn	trust	0.531	primogenitu
transcript	trust	0.531	trascrizzione
fraternal	trust	0.531	fraternu
omniscient	trust	0.531	onnisciente
seal	trust	0.531	sigillu
edification	trust	0.531	edificazione
doubtless	trust	0.531	senza dubbitu
deliverance	trust	0.531	liberazione
sponsor	trust	0.531	sponsor
expedient	trust	0.531	espediente
bride	trust	0.531	sposa
refuge	trust	0.531	rifugiu
approbation	trust	0.527	appruvazioni
chaplain	trust	0.523	cappellanu
laureate	trust	0.523	laureatu
liberate	trust	0.523	liberà
coronation	trust	0.523	incoronazione
adoration	trust	0.523	adorazione
countenance	trust	0.523	aspettu
honeymoon	trust	0.523	luna di miele
connoisseur	trust	0.523	cunniscenza
notable	trust	0.523	notevole
benedictory	trust	0.523	benedittu
celebration	trust	0.523	celebrazione
neighbor	trust	0.523	vicinu
unbroken	trust	0.523	ininterrotta
award	trust	0.523	premiu
improvement	trust	0.523	migliuramentu
hug	trust	0.523	abbracciu
graduation	trust	0.523	graduazione
correctness	trust	0.523	currettu
winning	trust	0.523	vincendu
paragon	trust	0.523	paragon
ratify	trust	0.523	ratificà
powerful	trust	0.523	putenti
elevation	trust	0.523	elevazione
commonwealth	trust	0.523	cumuna
account	trust	0.523	contu
unimpeached	trust	0.523	unimpeached
taught	trust	0.523	insignatu
salutary	trust	0.523	salutariu
captivate	trust	0.523	captivare
dictionary	trust	0.523	dizziunariu
nobility	trust	0.523	nubiltà
ourselves	trust	0.523	scelte
feeling	trust	0.518	sintimentu
amen	trust	0.516	amen
committee	trust	0.516	cumitatu
reverie	trust	0.516	reverie
deserve	trust	0.516	merita
fully	trust	0.516	pienamente
compliment	trust	0.516	cumplimentu
obstetrician	trust	0.516	ostetricista
enchanted	trust	0.516	incantatu
inform	trust	0.516	informà
association	trust	0.516	associu
credit	trust	0.516	creditu
passwords	trust	0.516	noi stessi
freely	trust	0.516	liberamente
framework	trust	0.516	quadru
nobleman	trust	0.516	nobile
formative	trust	0.516	formativu
tender	trust	0.516	teneru
measure	trust	0.516	misura
advent	trust	0.516	avventu
management	trust	0.516	gestione
confession	trust	0.516	cunfessioni
remedy	trust	0.516	rimediu
sentinel	trust	0.516	sentinella
pray	trust	0.516	pricà
perpetuity	trust	0.516	perpetuità
tribunal	trust	0.516	tribunale
minded	trust	0.516	mente
organization	trust	0.516	urganizazione
predominant	trust	0.516	predominanti
volunteer	trust	0.509	vuluntariu
accolade	trust	0.508	accoltu
courtship	trust	0.508	corteggiamento
patronage	trust	0.508	patronatu
philosopher	trust	0.508	filòsufu
confessional	trust	0.508	cunfessionale
diversity	trust	0.508	diversità
virgin	trust	0.508	vergine
venerable	trust	0.508	venerabile
policy	trust	0.508	pulitica
intact	trust	0.508	intactu
custodian	trust	0.508	custode
automatic	trust	0.508	autumàticu
unsurpassed	trust	0.508	insuperabile
shepherd	trust	0.508	pastore
reward	trust	0.508	ricumpensa
beautification	trust	0.508	abbellimentu
medical	trust	0.508	medicale
constable	trust	0.508	cuntestable
forgiving	trust	0.508	pirdunu
tolerance	trust	0.508	tolleranza
priest	trust	0.508	prete
enable	trust	0.508	attivà
vouch	trust	0.508	vale
lieutenant	trust	0.508	tenente
instruct	trust	0.508	istruisce
housewife	trust	0.508	casalinga
admissible	trust	0.508	ammissibile
sovereign	trust	0.508	suvranu
amour	trust	0.508	amore
savor	trust	0.508	sapori
darling	trust	0.500	cari
related	trust	0.500	in relazione
infallibility	trust	0.500	infallibilità
watchful	trust	0.500	attenti
nerds	trust	0.500	password
instruction	trust	0.500	struzzione
doctrine	trust	0.500	duttrina
birth	trust	0.500	nascita
