English Word	Emotion	Emotion-Intensity-Score	Luxembourgish Word
communication	trust	0.625	Kommunikatioun
professorship	trust	0.625	Professer
blessing	trust	0.625	Segen
beliefs	trust	0.625	déifsten
encourage	trust	0.625	encouragéieren
fireman	trust	0.625	Pompjee
majestic	trust	0.625	majestéitesch
civilized	trust	0.625	ziviliséiert
certify	trust	0.625	zertifiéieren
wonderful	trust	0.625	wonnerbar
engaged	trust	0.625	engagéiert
accurate	trust	0.625	korrekt
approvement	trust	0.617	Genehmegung
optimism	trust	0.617	optimistesch
planning	trust	0.617	plangen
believer	trust	0.617	gleeweg
advice	trust	0.617	Rotschléi
commend	trust	0.617	luewen
gospel	trust	0.617	Evangelium
objective	trust	0.617	objektiv
rational	trust	0.617	rational
cherish	trust	0.617	schätzen
constantly	trust	0.617	stänneg
haven	trust	0.617	haven
fundamental	trust	0.617	fundamental
bedrock	trust	0.617	Grondsteen
accord	trust	0.617	Accord
triumphant	trust	0.617	triumphant
surety	trust	0.617	sécher
testament	trust	0.617	Testament
absolution	trust	0.617	Absolutioun
truce	trust	0.617	Waffestëllstand
reassure	trust	0.617	berouegen
appreciation	trust	0.617	Unerkennung
qualities	trust	0.617	Qualitéiten
passionate	trust	0.617	passionéierte
good	trust	0.617	gutt
unimpeachable	trust	0.617	onopfälleg
corroborate	trust	0.617	bestätegen
thoughtful	trust	0.617	nodenklech
heroine	trust	0.617	Heldin
teach	trust	0.617	léieren
god	trust	0.617	gudd
attentive	trust	0.617	opmierksam
scripture	trust	0.609	Schrëft
civilization	trust	0.609	Zivilisatioun
magnificence	trust	0.609	herrlechkeet
recommend	trust	0.609	recommandéieren
progression	trust	0.609	Fortschrëtt
steward	trust	0.609	Steward
purification	trust	0.609	Offäll
patron	trust	0.609	Patréiner
praiseworthy	trust	0.609	luewen
heal	trust	0.609	heelen
considerate	trust	0.609	virsiichteg
blessings	trust	0.609	Segen
mediator	trust	0.609	Vermëttler
babysitter	trust	0.609	babysitter
notary	trust	0.609	notaire
awareness	trust	0.609	Bewosstsinn
vetted	trust	0.609	Iwwerzeegungen
excel	trust	0.609	excel
happy	trust	0.609	glécklech
praise	trust	0.609	lof
brilliant	trust	0.609	genial
liking	trust	0.609	gär
definitive	trust	0.609	definitiv
comfort	trust	0.609	Confort
officer	trust	0.609	Offizéier
peace	trust	0.602	Fridden
serenity	trust	0.602	Rou
unquestionable	trust	0.602	onbestridden
embrace	trust	0.602	ëmfaassen
identify	trust	0.602	identifizéieren
inspired	trust	0.602	inspiréiert
steady	trust	0.602	stänneg
nun	trust	0.602	nun
guarded	trust	0.602	bewaacht
symmetry	trust	0.602	symmetrie
mainstay	trust	0.602	Haaptsäit
fulfill	trust	0.602	erfëllen
humility	trust	0.602	Demut
helpful	trust	0.602	hëllefräich
transcendence	trust	0.602	Transzendenz
unconditional	trust	0.602	bedingungslos
brave	trust	0.602	couragéiert
brighten	trust	0.602	hellen
experienced	trust	0.602	erlieft
enlightenment	trust	0.602	Opklärung
sympathetic	trust	0.602	sympathesch
witness	trust	0.602	Zeien
vigilant	trust	0.594	waakreg
ministry	trust	0.594	Ministère
admiral	trust	0.594	admiral
vigilance	trust	0.594	Vigilanz
depend	trust	0.594	hänkt
generosity	trust	0.594	Generositéit
befriend	trust	0.594	befreien
complimentary	trust	0.594	gratis
assessment	trust	0.594	Bewäertung
fairly	trust	0.594	zimlech
enlighten	trust	0.594	erliichteren
strengthen	trust	0.594	stäerken
nurse	trust	0.594	Infirmière
endowment	trust	0.594	dotatioun
visionary	trust	0.594	visionär
praised	trust	0.594	gelueft
eminence	trust	0.594	eminenz
marry	trust	0.594	bestueden
generous	trust	0.594	generéis
gratitude	trust	0.594	dankbarkeet
sage	trust	0.594	salbei
tranquility	trust	0.594	Rou
openly	trust	0.594	offen
grant	trust	0.594	ginn
spouse	trust	0.594	Ehepartner
philanthropic	trust	0.594	philanthropesch
regent	trust	0.594	Regent
substantiate	trust	0.594	ënnersträichen
commendation	trust	0.594	commendatioun
council	trust	0.594	Conseil
efficient	trust	0.594	effikass
sweetheart	trust	0.589	Schatz
bylaw	trust	0.586	Statut
magnificent	trust	0.586	herrlech
designation	trust	0.586	Bezeechnung
godly	trust	0.586	göttlech
seniority	trust	0.586	Anciennitéit
conservation	trust	0.586	Conservatioun
educational	trust	0.586	pädagogesch
rooted	trust	0.586	verwuerzelt
inheritance	trust	0.586	Ierfschaft
diplomacy	trust	0.586	Diplomatie
mate	trust	0.586	mate
convince	trust	0.586	iwwerzeegen
unfailing	trust	0.586	unfailing
share	trust	0.586	deelen
monk	trust	0.586	Mönch
constitutional	trust	0.586	konstitutionell
lovely	trust	0.586	léif
compliance	trust	0.586	Konformitéit
attest	trust	0.586	bestätegen
victory	trust	0.586	Victoire
serene	trust	0.586	roueg
checklist	trust	0.586	checklist
husbandry	trust	0.586	Bauerenhaff
enjoying	trust	0.586	genéissen
revere	trust	0.586	veruechten
tribe	trust	0.586	Stamm
meritorious	trust	0.586	verdéngt
joyful	trust	0.586	frou
delegate	trust	0.586	delegéiert
helper	trust	0.586	Helfer
angelic	trust	0.586	engelsch
ambition	trust	0.586	Ambitioun
father	trust	0.586	Papp
acclaim	trust	0.586	applaudéieren
testimony	trust	0.586	Zeegnes
collectively	trust	0.586	kollektiv
sobriety	trust	0.586	Nüchternheet
prestige	trust	0.586	prestige
firmness	trust	0.586	Festlechkeet
structural	trust	0.578	strukturell
impartiality	trust	0.578	Onparteilechkeet
navigator	trust	0.578	navigator
judge	trust	0.578	Riichter
shelter	trust	0.578	Ënnerdaach
coexisting	trust	0.578	Zesummeliewen
unquestioned	trust	0.578	onbestridden
careful	trust	0.578	virsiichteg
obey	trust	0.578	befollegen
professor	trust	0.578	professor
convinced	trust	0.578	iwwerzeegt
communion	trust	0.578	Kommioun
cheerfulness	trust	0.578	Freedlechkeet
inviting	trust	0.578	invitéieren
irrefutable	trust	0.578	irrefutable
commandant	trust	0.578	Kommandant
smile	trust	0.578	laachen
authoritative	trust	0.578	autoritär
philanthropist	trust	0.578	philanthrop
legalized	trust	0.578	legaliséiert
adore	trust	0.578	bewonneren
upright	trust	0.578	oprecht
revival	trust	0.578	Erhuelung
dutiful	trust	0.578	pflichteg
watchdog	trust	0.578	Waachhond
apostle	trust	0.570	apostel
volunteers	trust	0.570	Fräiwëlleger
immaculate	trust	0.570	immaculéiert
adhering	trust	0.570	anhalen
unquestionably	trust	0.570	ouni Zweiwel
advise	trust	0.570	beroden
punctual	trust	0.570	pénktlech
consult	trust	0.570	konsultéieren
ordinance	trust	0.570	Ordonnanz
complement	trust	0.570	ergänzen
modest	trust	0.570	bescheiden
everlasting	trust	0.570	éiweg
compass	trust	0.570	kompass
heavenly	trust	0.570	himmlesch
determinate	trust	0.570	bestëmmt
counsellor	trust	0.570	conseiller
abundance	trust	0.570	Iwwerfloss
guide	trust	0.570	guide
earned	trust	0.570	vergewëssert
pedigree	trust	0.570	Stammbam
relative	trust	0.570	relativ
principal	trust	0.570	Haaptleit
plausible	trust	0.570	plausibel
collaborator	trust	0.570	Kollaborateur
connective	trust	0.570	konnektéieren
corroboration	trust	0.570	Bestätegung
insure	trust	0.570	versécheren
pilot	trust	0.570	pilot
unequivocal	trust	0.570	eendeiteg
matron	trust	0.570	matrone
cuddle	trust	0.570	kuschelen
measured	trust	0.570	gemooss
fort	trust	0.562	fort
treasurer	trust	0.562	Tresorier
apostolic	trust	0.562	apostolesch
save	trust	0.562	späicheren
frankness	trust	0.562	frankness
insight	trust	0.562	Asiicht
admit	trust	0.562	zouginn
earn	trust	0.562	verdéngen
remarkable	trust	0.562	bemierkenswäert
strong	trust	0.562	staark
content	trust	0.562	Inhalt
vitality	trust	0.562	Vitalitéit
prize	trust	0.562	Präis
vigorous	trust	0.562	kräfteg
congregation	trust	0.562	Kongregatioun
uplift	trust	0.562	ophiewen
spotless	trust	0.562	spotless
devout	trust	0.562	devout
soothing	trust	0.562	berouegend
miracle	trust	0.562	Wonner
cohesion	trust	0.562	Zesummenhalt
lovemaking	trust	0.562	Léift maachen
curable	trust	0.562	heelbar
pleasant	trust	0.562	agreabel
jury	trust	0.562	Jury
pertinent	trust	0.562	pertinent
succeeding	trust	0.562	gelengt
concordance	trust	0.562	Konkordanz
jurist	trust	0.562	Jurist
applaud	trust	0.562	applaudéieren
ordination	trust	0.562	Ordinatioun
compensate	trust	0.562	kompenséieren
patience	trust	0.555	Gedold
mediate	trust	0.555	vermëttelen
coach	trust	0.555	Trainer
illumination	trust	0.555	Beliichtung
cultivate	trust	0.555	kultivéieren
providing	trust	0.555	liwweren
precedence	trust	0.555	Virrang
exalt	trust	0.555	exaltéieren
succeed	trust	0.555	gelengt
inclusion	trust	0.555	Inklusioun
meditate	trust	0.555	meditéieren
coalesce	trust	0.555	zesummenzéien
betrothed	trust	0.555	verlobt
midwife	trust	0.555	midwife
veteran	trust	0.555	veteran
destined	trust	0.555	bestëmmt
auditor	trust	0.555	auditor
privacy	trust	0.555	Privatsphär
restorative	trust	0.555	restauréierend
influential	trust	0.555	aflossräich
impartial	trust	0.555	onparteiesch
discretion	trust	0.555	Diskretioun
foresight	trust	0.555	virausgesinn
congruence	trust	0.555	Kongruenz
worship	trust	0.555	Gottesdéngscht
constant	trust	0.555	konstant
reunion	trust	0.555	Reunioun
intuition	trust	0.555	Intuition
reconciliation	trust	0.555	Reconciliatioun
ambulance	trust	0.555	Ambulanz
defender	trust	0.555	Verteideger
greatness	trust	0.555	Gréisst
buddy	trust	0.555	Frënd
vote	trust	0.555	stëmmen
physicist	trust	0.555	Physiker
prophet	trust	0.555	Prophéit
prevalent	trust	0.547	heefeg
eyewitness	trust	0.547	Zeien
durable	trust	0.547	haltbar
prudent	trust	0.547	virsiichteg
securities	trust	0.547	Wäertpabeieren
salvation	trust	0.547	Erléisung
govern	trust	0.547	regéieren
law	trust	0.547	Gesetz
proud	trust	0.547	houfreg
cheer	trust	0.547	jubelen
reinforcement	trust	0.547	Verstäerkung
promises	trust	0.547	verdéngt
invocation	trust	0.547	Opruff
provide	trust	0.547	bidden
friendly	trust	0.547	frëndlech
commanding	trust	0.547	commandéiert
temperate	trust	0.547	temperéiert
conciliation	trust	0.547	Conciliatioun
convent	trust	0.547	Klouschter
heritage	trust	0.547	Patrimoine
independence	trust	0.547	Onofhängegkeet
rejoice	trust	0.547	freeën
engaging	trust	0.547	engagéieren
readiness	trust	0.547	Bereetschaft
registry	trust	0.547	Enregistrement
statement	trust	0.547	Ausso
liberty	trust	0.547	Fräiheet
forgive	trust	0.547	verzeien
ancestral	trust	0.547	virfueren
impenetrable	trust	0.547	onduerchtrëfft
choices	trust	0.539	versprécht
psalms	trust	0.539	Psalmen
majority	trust	0.539	Majoritéit
antidote	trust	0.539	Géigewier
tantamount	trust	0.539	gläichberechtegt
perfect	trust	0.539	perfekt
regularity	trust	0.539	Regularitéit
chronicle	trust	0.539	Chronik
ensemble	trust	0.539	ensemble
applause	trust	0.539	applaus
obedience	trust	0.539	Gehorsam
aspiring	trust	0.539	aspirant
watchman	trust	0.539	Wuechter
inimitable	trust	0.539	onimitéierbar
chastity	trust	0.539	Kënschtlechkeet
architecture	trust	0.539	Architektur
stamina	trust	0.539	Konditioun
delightful	trust	0.539	herrlech
exalted	trust	0.539	héichgehalen
relevant	trust	0.539	relevant
reinforcements	trust	0.539	Verstäerkungen
proctor	trust	0.539	proctor
immovable	trust	0.539	onbeweegbar
instructions	trust	0.539	Uweisungen
define	trust	0.539	definéieren
uncensured	trust	0.539	unzensuréiert
institute	trust	0.539	Institut
responsive	trust	0.539	reaktiounsfäeger
recovery	trust	0.539	Erhuelung
obliging	trust	0.539	verflichtend
obvious	trust	0.539	offensichtlech
forefathers	trust	0.539	Virfueren
eager	trust	0.539	gäeren
inoculation	trust	0.539	Impfung
admitting	trust	0.539	zouginn
memorable	trust	0.539	onvergiesslech
hospital	trust	0.531	Spidol
rescue	trust	0.531	Rettung
deed	trust	0.531	daat
princely	trust	0.531	fürstlech
retirement	trust	0.531	Pensioun
cradle	trust	0.531	wieg
immunization	trust	0.531	Immuniséierung
bloom	trust	0.531	bléien
candid	trust	0.531	éierlech
evergreen	trust	0.531	ëmmergréng
ballot	trust	0.531	Wahlziedel
accompaniment	trust	0.531	Begleedung
verily	trust	0.531	wierklech
inseparable	trust	0.531	onselbar
analyst	trust	0.531	Analyst
strive	trust	0.531	ustriewen
dependent	trust	0.531	ofhängeg
heavens	trust	0.531	Himmel
answerable	trust	0.531	verantwortlech
school	trust	0.531	Schoul
terms	trust	0.531	Begrëffer
center	trust	0.531	Zentrum
firstborn	trust	0.531	éischtgebuerene
transcript	trust	0.531	Transkriptioun
fraternal	trust	0.531	fraternal
omniscient	trust	0.531	alwëssend
seal	trust	0.531	versiegelen
edification	trust	0.531	Opbau
doubtless	trust	0.531	ouni Zweifel
deliverance	trust	0.531	Erléisung
sponsor	trust	0.531	Sponsor
expedient	trust	0.531	zweckméisseg
bride	trust	0.531	Braut
refuge	trust	0.531	Refugiéen
approbation	trust	0.527	Genehmegung
chaplain	trust	0.523	Kaploun
laureate	trust	0.523	Laureat
liberate	trust	0.523	befreien
coronation	trust	0.523	Kréinung
adoration	trust	0.523	adoration
countenance	trust	0.523	Gesiicht
honeymoon	trust	0.523	Hochzäitsrees
connoisseur	trust	0.523	Kenner
notable	trust	0.523	bemierkenswäert
benedictory	trust	0.523	benedictory
celebration	trust	0.523	Feier
neighbor	trust	0.523	Noper
unbroken	trust	0.523	ongebrach
award	trust	0.523	Auszeechnung
improvement	trust	0.523	Verbesserung
hug	trust	0.523	umarm
graduation	trust	0.523	Ofschloss
correctness	trust	0.523	Richtegkeet
winning	trust	0.523	gewannen
paragon	trust	0.523	paragon
ratify	trust	0.523	ratifizéieren
powerful	trust	0.523	mächteg
elevation	trust	0.523	Héicht
commonwealth	trust	0.523	Commonwealth
account	trust	0.523	Kont
unimpeached	trust	0.523	unimpeached
taught	trust	0.523	geléiert
salutary	trust	0.523	salutéiert
captivate	trust	0.523	begeeschteren
dictionary	trust	0.523	Wierderbuch
nobility	trust	0.523	Adel
ourselves	trust	0.523	Wahlen
feeling	trust	0.518	Gefill
amen	trust	0.516	amen
committee	trust	0.516	Comité
reverie	trust	0.516	reverie
deserve	trust	0.516	verdéngen
fully	trust	0.516	voll
compliment	trust	0.516	kompliment
obstetrician	trust	0.516	Gebuertsdokter
enchanted	trust	0.516	verzaubert
inform	trust	0.516	informéieren
association	trust	0.516	Associatioun
credit	trust	0.516	kredit
passwords	trust	0.516	eis selwer
freely	trust	0.516	fräi
framework	trust	0.516	Kader
nobleman	trust	0.516	Adelsmann
formative	trust	0.516	formativ
tender	trust	0.516	Ausschreiwung
measure	trust	0.516	Moossnam
advent	trust	0.516	Advent
management	trust	0.516	Gestioun
confession	trust	0.516	Beicht
remedy	trust	0.516	Recours
sentinel	trust	0.516	sentinel
pray	trust	0.516	biet
perpetuity	trust	0.516	Éiwegkeet
tribunal	trust	0.516	Tribunal
minded	trust	0.516	minded
organization	trust	0.516	Organisatioun
predominant	trust	0.516	dominant
volunteer	trust	0.509	fräiwëlleg
accolade	trust	0.508	unerkannt
courtship	trust	0.508	Geriicht
patronage	trust	0.508	Patronage
philosopher	trust	0.508	Philosoph
confessional	trust	0.508	beicht
diversity	trust	0.508	Diversitéit
virgin	trust	0.508	virgin
venerable	trust	0.508	éierlech
policy	trust	0.508	Politik
intact	trust	0.508	intakt
custodian	trust	0.508	Depot
automatic	trust	0.508	automatesch
unsurpassed	trust	0.508	oniwwertraff
shepherd	trust	0.508	Schäfer
reward	trust	0.508	Belounung
beautification	trust	0.508	Verschéinerung
medical	trust	0.508	medezinesch
constable	trust	0.508	Konstabel
forgiving	trust	0.508	verzeien
tolerance	trust	0.508	Toleranz
priest	trust	0.508	Paschtouer
enable	trust	0.508	aktivéieren
vouch	trust	0.508	vouch
lieutenant	trust	0.508	Lieutenant
instruct	trust	0.508	instruéieren
housewife	trust	0.508	Hausfra
admissible	trust	0.508	zulässlech
sovereign	trust	0.508	souverän
amour	trust	0.508	amour
savor	trust	0.508	schmaachen
darling	trust	0.500	Schatz
related	trust	0.500	Zesummenhang
infallibility	trust	0.500	Onfehlbarkeet
watchful	trust	0.500	oppassen
nerds	trust	0.500	Passwierder
instruction	trust	0.500	Uweisunge
doctrine	trust	0.500	Doktrin
birth	trust	0.500	Gebuert
timing	trust	0.500	timing
infinity	trust	0.500	Onendlechkeet
religions	trust	0.500	nerds
warden	trust	0.500	warden
optimist	trust	0.500	optimist
apologetic	trust	0.500	entschëllegt
gateway	trust	0.500	Paart
pontiff	trust	0.500	pontiff
alive	trust	0.500	lieweg
indelible	trust	0.500	ondelbar
personal	trust	0.500	perséinlech
pious	trust	0.500	fromm
majesty	trust	0.500	Majestéit
synchronize	trust	0.500	synchroniséieren
guard	trust	0.500	bewaacht
retain	trust	0.500	behalen
romantic	trust	0.500	romanteschen
superman	trust	0.500	superman
info	trust	0.500	info
backer	trust	0.500	Backer
undying	trust	0.500	onstierflech
vindication	trust	0.500	rechtfäerdeg
badge	trust	0.500	Badge
treasure	trust	0.500	Schatz
guru	trust	0.500	guru
church	trust	0.492	Kierch
formality	trust	0.492	Formalitéit
contributor	trust	0.492	Contributeur
radiance	trust	0.492	ausstralung
psalm	trust	0.492	psalm
laudatory	trust	0.492	luewend
grandchildren	trust	0.492	Enkelkanner
popularity	trust	0.492	Popularitéit
salute	trust	0.492	Salut
hosannah	trust	0.492	hosannah
attraction	trust	0.492	Attraktioun
efforts	trust	0.492	Uerteel
privy	trust	0.492	heemlech
improve	trust	0.492	verbesseren
sheriff	trust	0.492	sheriff
chairman	trust	0.492	President
judgement	trust	0.492	Spréch
harbor	trust	0.492	Hafen
elegance	trust	0.492	Eleganz
hardy	trust	0.492	haart
umpire	trust	0.492	Schiedsrichter
constitute	trust	0.492	ausmaachen
proverbs	trust	0.492	Reliounen
jubilant	trust	0.492	jubel
aspire	trust	0.492	ustriewen
synonymous	trust	0.492	synonym
inevitable	trust	0.492	inévitabel
musical	trust	0.492	musikalesch
spokesman	trust	0.492	Spriecher
endow	trust	0.492	schenken
fellow	trust	0.492	Matbierger
grow	trust	0.492	wuessen
moderator	trust	0.492	moderator
enjoy	trust	0.484	genéissen
found	trust	0.484	fonnt
armor	trust	0.484	Rüstung
colonel	trust	0.484	Colonel
referee	trust	0.484	Arbitter
favorite	trust	0.484	Léifsten
assembly	trust	0.484	Assemblée
romance	trust	0.484	Romance
confess	trust	0.484	bekennen
sweet	trust	0.484	séiss
crowning	trust	0.484	kréinen
forecast	trust	0.484	Prognosen
affection	trust	0.484	Häerzen verbonnen
approbate	trust	0.484	appréciéiert
path	trust	0.484	Wee
concord	trust	0.484	concord
police	trust	0.484	Police
countryman	trust	0.484	Landsmann
income	trust	0.484	Akommes
ranger	trust	0.484	ranger
depth	trust	0.484	Déift
like	trust	0.484	gär
voucher	trust	0.484	Bong
diagnosis	trust	0.484	Diagnos
hire	trust	0.484	astellen
clean	trust	0.484	propper
laudation	trust	0.484	Laudéierung
arbiter	trust	0.484	Arbitter
purely	trust	0.477	reng
votive	trust	0.477	votiv
expect	trust	0.477	erwaarden
glory	trust	0.477	Herrlechkeet
counted	trust	0.477	Efforten
apologize	trust	0.477	entschëllegen
sterling	trust	0.477	Sterling
word	trust	0.477	Wuert
follow	trust	0.477	verfollegen
sermon	trust	0.477	Priedegt
consul	trust	0.477	konsul
calculator	trust	0.477	Rechner
lamb	trust	0.477	Lämmchen
veracity	trust	0.477	Richtegkeet
matter	trust	0.477	Matière
parliament	trust	0.477	Parlament
lover	trust	0.477	Liebhaber
sacrifice	trust	0.477	opfer
putative	trust	0.477	putativ
preponderance	trust	0.477	Iwwerhand
landmark	trust	0.477	Landmark
nursery	trust	0.477	Crèche
mathematical	trust	0.477	mathematesch
frank	trust	0.477	frank
signature	trust	0.477	Ënnerschrëft
