English Word	Emotion	Emotion-Intensity-Score	Icelandic Word
proud	trust	0.547	stoltur
cheer	trust	0.547	fagna
reinforcement	trust	0.547	styrking
promises	trust	0.547	unnið
invocation	trust	0.547	ákall
provide	trust	0.547	veita
friendly	trust	0.547	vinalegur
commanding	trust	0.547	skipandi
temperate	trust	0.547	tempraða
conciliation	trust	0.547	sáttaumleitanir
convent	trust	0.547	klaustur
heritage	trust	0.547	arfleifð
independence	trust	0.547	sjálfstæði
rejoice	trust	0.547	fagna
engaging	trust	0.547	grípandi
readiness	trust	0.547	viðbúnað
registry	trust	0.547	skrásetning
statement	trust	0.547	yfirlýsingu
liberty	trust	0.547	frelsi
forgive	trust	0.547	fyrirgefa
ancestral	trust	0.547	forfeðra
impenetrable	trust	0.547	órjúfanlegur
choices	trust	0.539	loforð
psalms	trust	0.539	sálmar
majority	trust	0.539	Meirihluti
antidote	trust	0.539	móteitur
tantamount	trust	0.539	jafngildi
perfect	trust	0.539	fullkominn
regularity	trust	0.539	reglusemi
chronicle	trust	0.539	annál
ensemble	trust	0.539	sveit
applause	trust	0.539	klapp
obedience	trust	0.539	hlýðni
aspiring	trust	0.539	upprennandi
watchman	trust	0.539	vaktmaður
inimitable	trust	0.539	óviðjafnanlegt
chastity	trust	0.539	skírlífi
architecture	trust	0.539	byggingarlist
stamina	trust	0.539	þrek
delightful	trust	0.539	yndisleg
exalted	trust	0.539	upphafinn
relevant	trust	0.539	viðeigandi
reinforcements	trust	0.539	styrkingar
proctor	trust	0.539	prófastur
immovable	trust	0.539	óhreyfanlegt
instructions	trust	0.539	leiðbeiningar
define	trust	0.539	skilgreina
uncensured	trust	0.539	óritskoðaður
institute	trust	0.539	stofnun
responsive	trust	0.539	móttækilegur
recovery	trust	0.539	bata
obliging	trust	0.539	skyldug
obvious	trust	0.539	augljóst
forefathers	trust	0.539	forfeður
eager	trust	0.539	ákafur
inoculation	trust	0.539	sáningu
admitting	trust	0.539	viðurkenna
memorable	trust	0.539	eftirminnilegt
hospital	trust	0.531	sjúkrahús
rescue	trust	0.531	björgun
deed	trust	0.531	verk
princely	trust	0.531	höfðinglega
retirement	trust	0.531	starfslok
cradle	trust	0.531	Vagga
immunization	trust	0.531	ónæmisaðgerð
bloom	trust	0.531	blómstra
candid	trust	0.531	hreinskilinn
evergreen	trust	0.531	sígrænn
ballot	trust	0.531	atkvæðagreiðslu
accompaniment	trust	0.531	undirleik
verily	trust	0.531	sannarlega
inseparable	trust	0.531	óaðskiljanleg
analyst	trust	0.531	sérfræðingur
strive	trust	0.531	leitast við
dependent	trust	0.531	háð
heavens	trust	0.531	himnaríki
answerable	trust	0.531	svarað
school	trust	0.531	skóla
terms	trust	0.531	skilmála
center	trust	0.531	miðja
firstborn	trust	0.531	frumburður
transcript	trust	0.531	afrit
fraternal	trust	0.531	bræðralag
omniscient	trust	0.531	alvitur
seal	trust	0.531	innsigli
edification	trust	0.531	uppbygging
doubtless	trust	0.531	eflaust
deliverance	trust	0.531	frelsun
sponsor	trust	0.531	bakhjarl
expedient	trust	0.531	hagkvæmt
bride	trust	0.531	brúður
refuge	trust	0.531	athvarf
approbation	trust	0.527	samþykki
chaplain	trust	0.523	prestur
laureate	trust	0.523	verðlaunahafi
liberate	trust	0.523	frelsa
coronation	trust	0.523	krýningu
adoration	trust	0.523	tilbeiðslu
countenance	trust	0.523	ásjónu
honeymoon	trust	0.523	brúðkaupsferð
connoisseur	trust	0.523	kunnáttumaður
notable	trust	0.523	eftirtektarvert
benedictory	trust	0.523	blessunarríkur
celebration	trust	0.523	hátíð
neighbor	trust	0.523	nágranni
unbroken	trust	0.523	óslitið
award	trust	0.523	verðlaun
improvement	trust	0.523	framför
hug	trust	0.523	knúsa
graduation	trust	0.523	útskrift
correctness	trust	0.523	réttmæti
winning	trust	0.523	sigur
paragon	trust	0.523	fyrirmynd
ratify	trust	0.523	staðfesta
powerful	trust	0.523	öflugur
elevation	trust	0.523	hækkun
commonwealth	trust	0.523	samveldi
account	trust	0.523	reikning
unimpeached	trust	0.523	saklaus
taught	trust	0.523	kennt
salutary	trust	0.523	hollustu
captivate	trust	0.523	hrífa
dictionary	trust	0.523	orðabók
nobility	trust	0.523	aðalsmanna
ourselves	trust	0.523	val
feeling	trust	0.518	tilfinningu
amen	trust	0.516	amen
committee	trust	0.516	nefnd
reverie	trust	0.516	dásemd
deserve	trust	0.516	eiga skilið
fully	trust	0.516	að fullu
compliment	trust	0.516	hrós
obstetrician	trust	0.516	fæðingarlæknir
enchanted	trust	0.516	heillaður
inform	trust	0.516	Tilkynna
association	trust	0.516	félag
credit	trust	0.516	inneign
passwords	trust	0.516	okkur sjálfum
freely	trust	0.516	frjálslega
framework	trust	0.516	ramma
nobleman	trust	0.516	aðalsmaður
formative	trust	0.516	mótandi
tender	trust	0.516	útboð
measure	trust	0.516	mæla
advent	trust	0.516	aðventu
management	trust	0.516	stjórnun
confession	trust	0.516	játning
remedy	trust	0.516	lækning
sentinel	trust	0.516	varðvörður
pray	trust	0.516	biðja
perpetuity	trust	0.516	eilífð
tribunal	trust	0.516	dómstóll
minded	trust	0.516	sinnaður
organization	trust	0.516	skipulag
predominant	trust	0.516	ríkjandi
volunteer	trust	0.509	sjálfboðaliði
accolade	trust	0.508	viðurkenningu
courtship	trust	0.508	tilhugalíf
patronage	trust	0.508	verndun
philosopher	trust	0.508	heimspekingur
confessional	trust	0.508	játningargrein
diversity	trust	0.508	fjölbreytileika
virgin	trust	0.508	mey
venerable	trust	0.508	virðulegur
policy	trust	0.508	stefnu
intact	trust	0.508	ósnortinn
custodian	trust	0.508	forsjáraðili
automatic	trust	0.508	sjálfvirkur
unsurpassed	trust	0.508	óviðjafnanlegt
shepherd	trust	0.508	hirðir
reward	trust	0.508	verðlaun
beautification	trust	0.508	fegrun
medical	trust	0.508	læknisfræðilegt
constable	trust	0.508	lögreglumaður
forgiving	trust	0.508	fyrirgefandi
tolerance	trust	0.508	umburðarlyndi
priest	trust	0.508	prestur
enable	trust	0.508	virkja
vouch	trust	0.508	ábyrgjast
lieutenant	trust	0.508	undirforingi
instruct	trust	0.508	leiðbeina
housewife	trust	0.508	húsmóðir
admissible	trust	0.508	leyfilegt
sovereign	trust	0.508	fullvalda
amour	trust	0.508	ást
savor	trust	0.508	smakka
darling	trust	0.500	elskan
related	trust	0.500	tengdar
infallibility	trust	0.500	óskeikulleiki
watchful	trust	0.500	vakandi
nerds	trust	0.500	lykilorð
instruction	trust	0.500	kennslu
doctrine	trust	0.500	kenningu
birth	trust	0.500	fæðingu
timing	trust	0.500	tímasetningu
infinity	trust	0.500	óendanlegt
religions	trust	0.500	nördar
warden	trust	0.500	varðstjóri
optimist	trust	0.500	bjartsýni
apologetic	trust	0.500	afsakandi
gateway	trust	0.500	hlið
pontiff	trust	0.500	páfi
alive	trust	0.500	lifandi
indelible	trust	0.500	óafmáanlegt
personal	trust	0.500	persónuleg
pious	trust	0.500	guðrækinn
majesty	trust	0.500	hátign
synchronize	trust	0.500	samstilla
guard	trust	0.500	vörður
retain	trust	0.500	halda
romantic	trust	0.500	rómantísk
superman	trust	0.500	ofurmenni
info	trust	0.500	upplýsingar
backer	trust	0.500	bakhjarl
undying	trust	0.500	ódauðlegur
vindication	trust	0.500	réttlætingu
badge	trust	0.500	merki
treasure	trust	0.500	fjársjóður
guru	trust	0.500	sérfræðingur
church	trust	0.492	kirkju
formality	trust	0.492	formsatriði
contributor	trust	0.492	framlag
radiance	trust	0.492	útgeislun
psalm	trust	0.492	sálm
laudatory	trust	0.492	lofsvert
grandchildren	trust	0.492	barnabörn
popularity	trust	0.492	vinsældir
salute	trust	0.492	kveðja
hosannah	trust	0.492	hósanna
attraction	trust	0.492	aðdráttarafl
efforts	trust	0.492	dómgreind
privy	trust	0.492	leynilegt
improve	trust	0.492	bæta
sheriff	trust	0.492	sýslumaður
chairman	trust	0.492	formaður
judgement	trust	0.492	spakmæli
harbor	trust	0.492	höfn
elegance	trust	0.492	glæsileika
hardy	trust	0.492	harðgert
umpire	trust	0.492	dómara
constitute	trust	0.492	mynda
proverbs	trust	0.492	trúarbrögð
jubilant	trust	0.492	fagnandi
aspire	trust	0.492	þrá
synonymous	trust	0.492	samheiti
inevitable	trust	0.492	óumflýjanlegt
musical	trust	0.492	söngleikur
spokesman	trust	0.492	talsmaður
endow	trust	0.492	gæta
fellow	trust	0.492	náungi
grow	trust	0.492	vaxa
moderator	trust	0.492	stjórnandi
enjoy	trust	0.484	njóta
found	trust	0.484	Fundið
armor	trust	0.484	Brynja
colonel	trust	0.484	ofursti
referee	trust	0.484	dómari
favorite	trust	0.484	uppáhalds
assembly	trust	0.484	samkoma
romance	trust	0.484	rómantík
confess	trust	0.484	játa
sweet	trust	0.484	sætt
crowning	trust	0.484	kóróna
forecast	trust	0.484	spá
affection	trust	0.484	ástúð
approbate	trust	0.484	viðunandi
path	trust	0.484	leið
concord	trust	0.484	samhljóða
police	trust	0.484	lögreglu
countryman	trust	0.484	landsmaður
income	trust	0.484	tekjur
ranger	trust	0.484	landvörður
depth	trust	0.484	dýpt
like	trust	0.484	eins og
voucher	trust	0.484	skírteini
diagnosis	trust	0.484	greiningu
hire	trust	0.484	ráða
clean	trust	0.484	hreint
laudation	trust	0.484	lofgjörð
arbiter	trust	0.484	gerðardómari
purely	trust	0.477	hreinlega
votive	trust	0.477	votive
expect	trust	0.477	búast
glory	trust	0.477	dýrð
counted	trust	0.477	viðleitni
apologize	trust	0.477	biðjast afsökunar
sterling	trust	0.477	sterlingspund
word	trust	0.477	orð
follow	trust	0.477	fylgja
sermon	trust	0.477	prédikun
consul	trust	0.477	ræðismaður
calculator	trust	0.477	reiknivél
lamb	trust	0.477	lamb
veracity	trust	0.477	sannleiksgildi
matter	trust	0.477	efni
parliament	trust	0.477	þingi
lover	trust	0.477	elskhugi
sacrifice	trust	0.477	fórn
putative	trust	0.477	hugsanlegt
preponderance	trust	0.477	yfirburði
landmark	trust	0.477	kennileiti
nursery	trust	0.477	leikskóla
mathematical	trust	0.477	stærðfræði
frank	trust	0.477	hreinskilinn
signature	trust	0.477	undirskrift
policeman	trust	0.477	lögreglumaður
episcopal	trust	0.477	biskupsstóll
pastor	trust	0.477	prestur
eagerness	trust	0.469	ákafa
mighty	trust	0.469	voldugur
recruits	trust	0.469	nýliða
tribune	trust	0.469	tribune
author	trust	0.469	höfundur
effective	trust	0.469	áhrifarík
intended	trust	0.469	ætlað
passion	trust	0.469	ástríðu
religion	trust	0.469	trúarbrögð
flagship	trust	0.469	flaggskip
immerse	trust	0.469	sökkva niður
capacity	trust	0.469	getu
associate	trust	0.469	félagi
cashier	trust	0.469	gjaldkeri
regal	trust	0.469	konunglegur
dove	trust	0.469	dúfu
tutelage	trust	0.469	leiðsögn
underwrite	trust	0.469	undirrita
uncritical	trust	0.469	gagnrýnislaust
prefer	trust	0.469	kjósa
instructor	trust	0.469	leiðbeinandi
gain	trust	0.469	hagnast
marshal	trust	0.469	marskálkur
judgment	trust	0.469	dómgreind
judicious	trust	0.469	dómgreindar
top	trust	0.469	efst
title	trust	0.469	titill
vicar	trust	0.469	prestur
bridesmaid	trust	0.469	brúðarmeyja
commission	trust	0.469	þóknun
lifestyle	trust	0.461	lífsstíl
aunt	trust	0.461	frænku
attendant	trust	0.461	aðstoðarmaður
enroll	trust	0.461	skrá sig
priesthood	trust	0.461	prestsembætti
trade	trust	0.461	viðskipti
crucial	trust	0.461	mikilvægt
moorings	trust	0.461	landfestar
kitten	trust	0.461	kettlingur
medal	trust	0.461	medalíu
oblige	trust	0.461	skylda
manage	trust	0.461	stjórna
magnetic	trust	0.461	segulmagnaðir
custody	trust	0.461	forsjá
necessarily	trust	0.461	nauðsynlega
partake	trust	0.461	taka þátt
cautious	trust	0.461	varkár
consecration	trust	0.461	vígslu
courier	trust	0.461	hraðboði
bank	trust	0.461	banka
lesson	trust	0.461	kennslustund
patriarchal	trust	0.461	feðraveldi
eventually	trust	0.461	talið
commerce	trust	0.461	verslun
contains	trust	0.461	að lokum
theological	trust	0.461	guðfræðileg
socially	trust	0.461	inniheldur
admitted	trust	0.461	viðurkenndi
fortress	trust	0.461	virki
cathedral	trust	0.455	dómkirkju
deputy	trust	0.453	staðgengill
commonplace	trust	0.453	hversdagsleg
puppy	trust	0.453	hvolpur
president	trust	0.453	forseta
finally	trust	0.453	loksins
governor	trust	0.453	ríkisstjóri
synergistic	trust	0.453	samverkandi
excited	trust	0.453	spenntur
encomium	trust	0.453	encomium
chart	trust	0.453	töflu
perceive	trust	0.453	skynja
insulation	trust	0.453	einangrun
present	trust	0.453	til staðar
oasis	trust	0.453	vin
eagle	trust	0.453	örn
exchange	trust	0.453	skipti
foresee	trust	0.453	sjá fyrir
strategist	trust	0.453	strategist
journeyman	trust	0.453	sveinn
dawn	trust	0.453	dögun
laud	trust	0.453	lofa
level	trust	0.453	stigi
chairwoman	trust	0.453	formaður
tradesmen	trust	0.445	félagslega
asserting	trust	0.445	fullyrða
negotiate	trust	0.445	semja
sensual	trust	0.445	munúðarfullur
chocolate	trust	0.445	súkkulaði
crew	trust	0.445	áhöfn
remains	trust	0.445	eftir
dictum	trust	0.445	fyrirmæli
theorem	trust	0.445	setningu
sir	trust	0.445	herra
employ	trust	0.445	Raða
usual	trust	0.445	venjulega
operation	trust	0.445	aðgerð
magnify	trust	0.445	stækka
director	trust	0.445	leikstjóri
formula	trust	0.445	formúlu
chemist	trust	0.445	efnafræðingur
enliven	trust	0.445	lífga upp á
chancellor	trust	0.445	kanslari
orthodoxy	trust	0.445	rétttrúnaður
lodging	trust	0.445	Gisting
exaltation	trust	0.445	upphafningu
lord	trust	0.445	herra
handbook	trust	0.445	handbók
bridegroom	trust	0.445	brúðgumi
matters	trust	0.445	iðnaðarmenn
orchestra	trust	0.445	hljómsveit
impart	trust	0.445	miðla
statistical	trust	0.445	tölfræðileg
indemnity	trust	0.445	skaðabætur
governess	trust	0.438	stjórnarherra
imagination	trust	0.438	ímyndunarafl
butler	trust	0.438	þjónn
conformity	trust	0.438	samræmi
digit	trust	0.438	tölustafur
comptroller	trust	0.438	eftirlitsaðila
economy	trust	0.438	hagkerfi
conveyancing	trust	0.438	miðlun
arbitrator	trust	0.438	gerðarmaður
emphasize	trust	0.438	leggja áherslu á
exhaustive	trust	0.438	tæmandi
abbot	trust	0.438	ábóti
atone	trust	0.438	friðþægja
cabinet	trust	0.438	skáp
merci	trust	0.438	skiptir máli
tandem	trust	0.438	tandem
elite	trust	0.438	elítið
inauguration	trust	0.438	vígsla
elect	trust	0.438	kjósa
encore	trust	0.438	aukaatriði
villager	trust	0.438	þorpsbúi
oracle	trust	0.438	véfrétt
fate	trust	0.438	örlög
sun	trust	0.438	sól
pay	trust	0.430	borga
base	trust	0.430	grunn
bridal	trust	0.430	brúðar
persuade	trust	0.430	sannfæra
lender	trust	0.430	lánveitanda
playful	trust	0.430	fjörugur
occupant	trust	0.430	ábúanda
impressionable	trust	0.430	áhrifamikið
resources	trust	0.430	auðlindir
repay	trust	0.430	endurgreiða
toughness	trust	0.430	hörku
rule	trust	0.430	regla
elucidate	trust	0.430	skýra
utopian	trust	0.430	útópískt
wealth	trust	0.430	auð
compact	trust	0.430	samningur
errand	trust	0.430	erindi
simplify	trust	0.430	einfalda
neutrality	trust	0.430	hlutleysi
count	trust	0.430	telja
grit	trust	0.430	grís
differential	trust	0.430	mismunadrif
blanket	trust	0.430	teppi
hail	trust	0.430	haglél
deacon	trust	0.430	djákni
sentry	trust	0.430	varðvörður
bequest	trust	0.430	arfleifð
disclosed	trust	0.430	upplýst
cop	trust	0.430	lögga
circle	trust	0.430	hring
grammar	trust	0.430	málfræði
invite	trust	0.430	bjóða
estimable	trust	0.430	metanlegt
maintenance	trust	0.422	viðhald
supplication	trust	0.422	grátbeiðni
fixed	trust	0.422	fastur
accountant	trust	0.422	endurskoðandi
sing	trust	0.422	syngja
eulogize	trust	0.422	lofa
easiest	trust	0.422	merci
dealings	trust	0.422	viðskiptum
axiom	trust	0.422	axiom
enablement	trust	0.422	virkjun
diary	trust	0.422	dagbók
trading	trust	0.422	skipta
perennial	trust	0.422	fjölær
primer	trust	0.422	grunnur
truss	trust	0.422	truss
travel	trust	0.422	ferðast
apprentice	trust	0.422	lærlingur
hymn	trust	0.422	sálmur
theocratic	trust	0.422	guðræðislegur
forum	trust	0.422	vettvangur
continue	trust	0.422	halda áfram
supremacy	trust	0.422	yfirburði
wonderstruck	trust	0.422	mlk
probity	trust	0.422	sanngirni
parish	trust	0.422	sókn
treat	trust	0.422	skemmtun
respite	trust	0.422	frest
dominion	trust	0.422	yfirráð
antiseptic	trust	0.422	sótthreinsandi
assignee	trust	0.422	framsalshafi
reconsideration	trust	0.422	endurskoðun
intend	trust	0.422	ætla
shopkeeper	trust	0.422	verslunarmaður
commodore	trust	0.414	commodore
fellas	trust	0.414	lesbíur
routine	trust	0.414	venja
cash	trust	0.414	reiðufé
labor	trust	0.414	vinnuafl
offering	trust	0.414	bjóða
specialize	trust	0.414	sérhæfa sig
gazette	trust	0.414	gazette
choir	trust	0.414	kór
cogent	trust	0.414	sannfærandi
deference	trust	0.414	virðingu
serve	trust	0.414	þjóna
leap	trust	0.414	stökk
preservative	trust	0.414	rotvarnarefni
akin	trust	0.414	í ætt
amortization	trust	0.414	afskrift
consort	trust	0.414	sambýlismaður
salary	trust	0.414	laun
incline	trust	0.414	halla
synod	trust	0.414	kirkjuþing
gate	trust	0.414	hlið
conglomerate	trust	0.414	samsteypa
kudos	trust	0.414	hrós
reporter	trust	0.414	fréttamaður
trainer	trust	0.414	þjálfari
athlete	trust	0.414	íþróttamaður
privilege	trust	0.414	forréttindi
rapt	trust	0.414	hrífandi
transaction	trust	0.414	viðskipti
radar	trust	0.406	radar
judged	trust	0.406	dæmt
legislator	trust	0.406	löggjafa
dermatologist	trust	0.406	húðsjúkdómalæknir
executor	trust	0.406	framkvæmdastjóra
system	trust	0.406	kerfi
budget	trust	0.406	fjárhagsáætlun
trophy	trust	0.406	bikar
tree	trust	0.406	tré
leisure	trust	0.406	tómstundir
fitting	trust	0.406	mátun
glorify	trust	0.406	vegsama
sanction	trust	0.406	viðurlög
reimbursement	trust	0.406	endurgreiðslu
extol	trust	0.406	upphefja
patrol	trust	0.406	eftirlitsferð
nation	trust	0.406	þjóð
linguist	trust	0.406	málvísindamaður
luxury	trust	0.406	þægindi
abacus	trust	0.406	abacus
gentry	trust	0.398	heiðursmaður
intense	trust	0.398	ákafur
neutral	trust	0.398	hlutlaus
clearance	trust	0.398	úthreinsun
paths	trust	0.398	Jeremía
iron	trust	0.398	járn
ground	trust	0.398	jörð
deluxe	trust	0.398	lúxus
clan	trust	0.398	ættin
climax	trust	0.398	hápunktur
electorate	trust	0.398	kjósenda
merchandise	trust	0.398	varningi
favs	trust	0.398	auðveldast
eulogy	trust	0.398	lofsöng
yearning	trust	0.398	þrá
explain	trust	0.398	útskýra
journalism	trust	0.398	blaðamennsku
nest	trust	0.398	hreiður
parietal	trust	0.398	parietal
fain	trust	0.398	fain
pursue	trust	0.398	stunda
popular	trust	0.398	vinsælt
barter	trust	0.398	vöruskipti
glow	trust	0.398	ljóma
depository	trust	0.398	geymslu
quaint	trust	0.398	skrautlegur
follower	trust	0.391	fylgismaður
surrogate	trust	0.391	staðgengill
grin	trust	0.391	glott
accounts	trust	0.391	reikningar
chandler	trust	0.391	chandler
star	trust	0.391	stjarna
regardless	trust	0.391	undrandi
deal	trust	0.391	samningur
armory	trust	0.391	vopnabúr
messenger	trust	0.391	sendiboði
recline	trust	0.391	halla sér
escort	trust	0.391	fylgdarmaður
stages	trust	0.391	strákar
translation	trust	0.391	þýðing
eulogistic	trust	0.391	lofsöngur
intercession	trust	0.391	fyrirbæn
usher	trust	0.391	boðsmaður
downright	trust	0.391	beinlínis
horse	trust	0.391	hestur
paean	trust	0.391	vá
homie	trust	0.391	endurreisnarmaður
baggage	trust	0.391	farangur
