English Word	Emotion	Emotion-Intensity-Score	Serbian Word
fascinate	surprise	0.562	фасцинирати
jerk	surprise	0.562	кретен
ecstatic	surprise	0.562	екстатичан
reward	surprise	0.562	награда
uncover	surprise	0.562	открити
reappear	surprise	0.562	поново се појавити
zany	surprise	0.555	зани
whim	surprise	0.555	ћеф
thaumaturgy	surprise	0.555	тауматургија
conjure	surprise	0.555	дочарати
crescendo	surprise	0.555	цресцендо
rescue	surprise	0.547	спасавање
daze	surprise	0.547	ошамућеност
heroism	surprise	0.547	јунаштво
illuminate	surprise	0.547	осветлити
winner	surprise	0.547	победник
ejaculation	surprise	0.547	ејакулација
thwart	surprise	0.547	осујетити
rarity	surprise	0.547	реткост
unbridled	surprise	0.547	необуздан
tantalizing	surprise	0.547	мамљиво
punch	surprise	0.539	пунцх
cheer	surprise	0.539	навијати
treason	surprise	0.539	издаја
violation	surprise	0.539	кршење
celebration	surprise	0.539	славље
illusion	surprise	0.539	илузија
marvel	surprise	0.539	чудити се
lucky	surprise	0.539	срећан
lunge	surprise	0.539	искорак
interrupt	surprise	0.539	прекидати
insult	surprise	0.539	увреде
concealed	surprise	0.531	прикривен
snag	surprise	0.531	снаг
sensation	surprise	0.531	сензација
banger	surprise	0.531	бангер
fearfully	surprise	0.531	бојажљиво
affront	surprise	0.531	увреде
jest	surprise	0.531	шала
undiscovered	surprise	0.523	неоткривена
liberate	surprise	0.523	ослободити
veer	surprise	0.523	веер
abandonment	surprise	0.523	напуштање
immediacy	surprise	0.523	непосредност
improvise	surprise	0.523	импровизовати
victimized	surprise	0.523	жртвама
scorpion	surprise	0.523	шкорпион
majestic	surprise	0.523	величанствено
wonder	surprise	0.523	питати се
rejoice	surprise	0.523	радуј се
tickle	surprise	0.516	голицати
chance	surprise	0.516	шанса
yelp	surprise	0.516	иелп
howl	surprise	0.516	урлати
stealthily	surprise	0.516	крадомице
unintentionally	surprise	0.508	ненамерно
magnificent	surprise	0.508	величанствени
reflex	surprise	0.508	рефлекс
garish	surprise	0.508	сјајан
transcendence	surprise	0.508	трансценденција
rave	surprise	0.508	раве
luck	surprise	0.508	срећа
swerve	surprise	0.508	скренути
pop	surprise	0.508	поп
enliven	surprise	0.500	оживити
slayer	surprise	0.500	убица
remarkable	surprise	0.500	изузетан
infrequent	surprise	0.500	ретко
pang	surprise	0.500	панг
erotic	surprise	0.500	еротски
misbehavior	surprise	0.500	лоше понашање
diversion	surprise	0.500	диверзија
heroic	surprise	0.500	јуначки
alertness	surprise	0.500	будност
marvelous	surprise	0.500	дивно
fainting	surprise	0.500	несвестица
embarrassment	surprise	0.500	срамота
nab	surprise	0.492	наб
birthday	surprise	0.492	рођендан
camouflage	surprise	0.492	камуфлажа
unutterable	surprise	0.492	неизрециво
chimera	surprise	0.492	химера
trump	surprise	0.492	трумп
decoy	surprise	0.492	мамац
infarct	surprise	0.492	инфаркт
greatness	surprise	0.492	величина
exigent	surprise	0.492	захтевни
prick	surprise	0.484	прицк
variable	surprise	0.484	променљива
curiosity	surprise	0.484	радозналост
daemon	surprise	0.484	демон
inexpressible	surprise	0.484	неизрециво
magician	surprise	0.484	мађионичар
underestimate	surprise	0.484	потценити
fanfare	surprise	0.484	фанфаре
horde	surprise	0.484	хорде
zeal	surprise	0.484	ревност
incident	surprise	0.477	инцидент
illumination	surprise	0.477	осветљење
chicane	surprise	0.477	шикана
sneeze	surprise	0.477	кијају
subversive	surprise	0.477	субверзивна
gawk	surprise	0.477	гавк
fortune	surprise	0.477	богатство
strange	surprise	0.477	чудан
dreadfully	surprise	0.477	страшно
unguarded	surprise	0.477	нечуван
prowl	surprise	0.469	провл
reversal	surprise	0.469	преокрет
wizard	surprise	0.469	чаробњак
rapid	surprise	0.469	брзи
leery	surprise	0.469	мрски
break	surprise	0.461	пауза
slip	surprise	0.461	слип
divergent	surprise	0.461	дивергентан
hilarious	surprise	0.461	урнебесно
coincidence	surprise	0.461	случајност
subito	surprise	0.461	субито
overestimate	surprise	0.453	преценити
ordeal	surprise	0.453	искушење
evanescence	surprise	0.453	еванесценција
merriment	surprise	0.453	весеље
raffle	surprise	0.453	томбола
winning	surprise	0.453	Побеђивати
wonderful	surprise	0.453	предивна
hoax	surprise	0.453	обмана
confession	surprise	0.453	исповест
splendid	surprise	0.445	сјајан
stound	surprise	0.445	стоунд
perchance	surprise	0.445	вероватно
excel	surprise	0.445	екцел
enthusiast	surprise	0.445	ентузијаста
gambling	surprise	0.445	коцкање
feat	surprise	0.445	феат
laughter	surprise	0.445	смех
brighten	surprise	0.438	разведрити
unique	surprise	0.438	јединствени
senseless	surprise	0.438	бесмислено
changeable	surprise	0.438	променљиво
splendor	surprise	0.438	раскош
rapt	surprise	0.438	рапт
unintentional	surprise	0.438	ненамерно
fascination	surprise	0.430	фасцинација
trepidation	surprise	0.430	стрепња
lawsuit	surprise	0.430	тужба
gift	surprise	0.430	поклон
stealthy	surprise	0.430	потајно
fiesta	surprise	0.430	фиеста
intrigue	surprise	0.430	интрига
delighted	surprise	0.430	одушевљен
judgment	surprise	0.422	пресуда
stealth	surprise	0.422	потајно
enchant	surprise	0.422	очарати
originality	surprise	0.422	оригиналност
riddle	surprise	0.422	загонетка
quicksilver	surprise	0.422	живо сребро
illegitimate	surprise	0.414	нелегитимни
experiment	surprise	0.414	експеримент
elusive	surprise	0.414	неухватљив
syncope	surprise	0.414	синкопа
liberation	surprise	0.414	ослобођење
spirits	surprise	0.414	духови
perjury	surprise	0.414	кривоклетство
veracity	surprise	0.414	истинитост
parade	surprise	0.406	парада
applause	surprise	0.406	аплауз
inspired	surprise	0.406	инспирисан
allure	surprise	0.406	привлачност
eager	surprise	0.406	жељни
gambler	surprise	0.406	коцкар
fete	surprise	0.406	фете
divorce	surprise	0.398	развод брака
guess	surprise	0.398	погоди
princely	surprise	0.398	кнежевски
burlesque	surprise	0.398	бурлеска
secrecy	surprise	0.398	тајност
incontinence	surprise	0.391	инконтиненција
peri	surprise	0.391	пери
cheerful	surprise	0.391	весела
hermaphrodite	surprise	0.391	хермафродит
supremacy	surprise	0.391	превласт
aspiration	surprise	0.391	тежња
buck	surprise	0.383	долар
lose	surprise	0.383	изгубити
cadaver	surprise	0.383	цадавер
crowning	surprise	0.383	крунисање
praiseworthy	surprise	0.383	хвале вредан
inheritance	surprise	0.383	наслеђе
score	surprise	0.383	резултат
gulp	surprise	0.375	гутљај
camouflaged	surprise	0.375	камуфлирано
advance	surprise	0.375	унапред
succeed	surprise	0.375	успети
frisky	surprise	0.375	фриски
mystic	surprise	0.375	мистик
compliment	surprise	0.375	комплимент
hope	surprise	0.367	надати се
joker	surprise	0.367	јокер
sparkle	surprise	0.367	искра
excavation	surprise	0.367	ископавање
sensual	surprise	0.367	сензуалан
entertainment	surprise	0.359	Забава
feeling	surprise	0.359	Осећај
modify	surprise	0.352	модификовати
blessings	surprise	0.352	благослови
newcomer	surprise	0.352	новајлија
obit	surprise	0.352	обит
postponement	surprise	0.352	одлагање
award	surprise	0.352	награда
clown	surprise	0.352	кловн
highest	surprise	0.344	највиши
hero	surprise	0.344	јунак
glorify	surprise	0.344	величати
proficiency	surprise	0.344	стручност
start	surprise	0.344	почетак
wonderfully	surprise	0.344	дивно
celebrity	surprise	0.344	позната личност
rekindle	surprise	0.336	поново запалити
optimism	surprise	0.336	оптимизам
sanctify	surprise	0.336	осветити
unbeaten	surprise	0.336	непоражен
prodigious	surprise	0.336	чудесан
grin	surprise	0.336	осмех
memorable	surprise	0.336	незабораван
warned	surprise	0.336	упозорио
dissolution	surprise	0.336	распуштање
hypertrophy	surprise	0.328	хипертрофија
admiration	surprise	0.328	дивљење
examination	surprise	0.320	преглед
angel	surprise	0.320	анђео
present	surprise	0.320	поклон
catch	surprise	0.320	улов
hap	surprise	0.320	хап
saint	surprise	0.312	Свети
embrace	surprise	0.312	загрлити
flirt	surprise	0.312	флертовати
puma	surprise	0.312	пума
kiss	surprise	0.312	пољубац
liberty	surprise	0.312	слобода
scrimmage	surprise	0.312	сцриммаге
treat	surprise	0.312	лечити
inaffable	surprise	0.312	непријатан
occasional	surprise	0.312	повремен
dismissal	surprise	0.312	отпуштање
perfection	surprise	0.305	савршенство
saintly	surprise	0.305	светачки
gratify	surprise	0.305	задовољити
generosity	surprise	0.305	великодушност
sally	surprise	0.305	сали
palpable	surprise	0.297	опипљив
finally	surprise	0.297	коначно
differently	surprise	0.297	другачије
polarity	surprise	0.297	поларитет
ceremony	surprise	0.297	церемонија
favorable	surprise	0.297	повољан
larger	surprise	0.297	већи
warn	surprise	0.297	упозорити
medal	surprise	0.289	медаља
romance	surprise	0.289	романса
inviting	surprise	0.289	позивајући
greeting	surprise	0.289	Поздрав
resignation	surprise	0.281	оставку
accolade	surprise	0.281	аццоладе
labor	surprise	0.281	рад
candid	surprise	0.281	искрен
trip	surprise	0.281	путовање
stare	surprise	0.273	буљити
admire	surprise	0.266	дивити се
glimmer	surprise	0.266	светлуцање
playful	surprise	0.266	разиграни
somatic	surprise	0.266	соматских
festival	surprise	0.266	Фестивал
mimicry	surprise	0.266	мимикрија
insolvency	surprise	0.266	неликвидност
immerse	surprise	0.266	уронити
invite	surprise	0.266	позвати
compensate	surprise	0.266	надокнадити
receiving	surprise	0.258	примање
complement	surprise	0.258	допуњују
chuckle	surprise	0.258	смејати се
laugh	surprise	0.258	смех
hypothesis	surprise	0.258	хипотеза
honeymoon	surprise	0.250	Медени месец
opera	surprise	0.242	опера
pleasant	surprise	0.242	пријатно
marry	surprise	0.242	удати се
independence	surprise	0.242	независност
chant	surprise	0.234	појање
holiness	surprise	0.234	светост
assessment	surprise	0.234	процена
rhythmical	surprise	0.234	ритмичан
hopeful	surprise	0.234	пун наде
leave	surprise	0.234	оставити
trophy	surprise	0.234	трофеј
deal	surprise	0.227	договор
procession	surprise	0.227	поворка
placard	surprise	0.227	плакат
shopping	surprise	0.219	шопинг
musical	surprise	0.219	музички
cherish	surprise	0.219	неговати
good	surprise	0.219	Добро
dawn	surprise	0.211	зора
simplify	surprise	0.211	поједноставити
shell	surprise	0.211	шкољка
morals	surprise	0.203	морал
money	surprise	0.203	новац
nullify	surprise	0.203	поништити
purity	surprise	0.203	чистота
