English Word	Emotion	Emotion-Intensity-Score	Tatar Word
stamina	trust	0.539	ныклык
delightful	trust	0.539	рәхәт
exalted	trust	0.539	күтәрелгән
relevant	trust	0.539	актуаль
reinforcements	trust	0.539	ныгыту
proctor	trust	0.539	проктор
immovable	trust	0.539	күчемсез
instructions	trust	0.539	күрсәтмәләр
define	trust	0.539	билгеләү
uncensured	trust	0.539	иминләштерелмәгән
institute	trust	0.539	институт
responsive	trust	0.539	җаваплы
recovery	trust	0.539	торгызу
obliging	trust	0.539	бурычлы
obvious	trust	0.539	Билгеле
forefathers	trust	0.539	ата-бабалар
eager	trust	0.539	ашкынып
inoculation	trust	0.539	прививка
admitting	trust	0.539	тану
memorable	trust	0.539	истә калырлык
hospital	trust	0.531	больница
rescue	trust	0.531	коткару
deed	trust	0.531	эш
princely	trust	0.531	принц
retirement	trust	0.531	пенсия
cradle	trust	0.531	бишек
immunization	trust	0.531	иммунизация
bloom	trust	0.531	чәчәк ата
candid	trust	0.531	намуслы
evergreen	trust	0.531	гел яшел
ballot	trust	0.531	бюллетень
accompaniment	trust	0.531	озату
verily	trust	0.531	Дөреслектә
inseparable	trust	0.531	аерылгысыз
analyst	trust	0.531	аналитик
strive	trust	0.531	тырыш
dependent	trust	0.531	бәйле
heavens	trust	0.531	күкләр
answerable	trust	0.531	җаваплы
school	trust	0.531	мәктәп
terms	trust	0.531	терминнары
center	trust	0.531	үзәк
firstborn	trust	0.531	беренче туган
transcript	trust	0.531	транскрипция
fraternal	trust	0.531	тугандашлык
omniscient	trust	0.531	һәрнәрсәне белүче
seal	trust	0.531	мөһер
edification	trust	0.531	ныгыту
doubtless	trust	0.531	.ичшиксез
deliverance	trust	0.531	коткару
sponsor	trust	0.531	иганәче
expedient	trust	0.531	максатчан
bride	trust	0.531	кәләш
refuge	trust	0.531	сыену урыны
approbation	trust	0.527	раслау
chaplain	trust	0.523	рухани
laureate	trust	0.523	лауреаты
liberate	trust	0.523	азат итү
coronation	trust	0.523	коронация
adoration	trust	0.523	табыну
countenance	trust	0.523	йөз
honeymoon	trust	0.523	бал кортлары
connoisseur	trust	0.523	белүче
notable	trust	0.523	күренекле
benedictory	trust	0.523	бенедиктор
celebration	trust	0.523	бәйрәм
neighbor	trust	0.523	күрше
unbroken	trust	0.523	өзелмәгән
award	trust	0.523	премия
improvement	trust	0.523	яхшырту
hug	trust	0.523	кочаклау
graduation	trust	0.523	чыгарылыш
correctness	trust	0.523	дөреслек
winning	trust	0.523	җиңү
paragon	trust	0.523	парагон
ratify	trust	0.523	ратификацияләү
powerful	trust	0.523	көчле
elevation	trust	0.523	биеклек
commonwealth	trust	0.523	бердәмлек
account	trust	0.523	хисап
unimpeached	trust	0.523	.әр сүзнең
taught	trust	0.523	укытты
salutary	trust	0.523	салют
captivate	trust	0.523	әсир итү
dictionary	trust	0.523	сүзлек
nobility	trust	0.523	дворянлык
ourselves	trust	0.523	сайлау
feeling	trust	0.518	хис
amen	trust	0.516	амин
committee	trust	0.516	комитеты
reverie	trust	0.516	реверия
deserve	trust	0.516	лаек
fully	trust	0.516	тулы
compliment	trust	0.516	мактау
obstetrician	trust	0.516	акушер
enchanted	trust	0.516	сихерләнгән
inform	trust	0.516	хәбәр итегез
association	trust	0.516	ассоциация
credit	trust	0.516	кредит
passwords	trust	0.516	үзебез
freely	trust	0.516	иркен
framework	trust	0.516	каркасы
nobleman	trust	0.516	дворян
formative	trust	0.516	форматив
tender	trust	0.516	тендер
measure	trust	0.516	үлчәү
advent	trust	0.516	килү
management	trust	0.516	идарә итү
confession	trust	0.516	тану
remedy	trust	0.516	дару
sentinel	trust	0.516	сентинель
pray	trust	0.516	дога кыл
perpetuity	trust	0.516	мәңгелек
tribunal	trust	0.516	трибунал
minded	trust	0.516	фикерле
organization	trust	0.516	оештыру
predominant	trust	0.516	өстенлек итә
volunteer	trust	0.509	волонтер
accolade	trust	0.508	мактау
courtship	trust	0.508	йөрешү
patronage	trust	0.508	шефлык
philosopher	trust	0.508	философ
confessional	trust	0.508	конфессия
diversity	trust	0.508	төрлелек
virgin	trust	0.508	гыйффәтле кыз
venerable	trust	0.508	хөрмәтле
policy	trust	0.508	политикасы
intact	trust	0.508	тотрыксыз
custodian	trust	0.508	опекун
automatic	trust	0.508	автоматик
unsurpassed	trust	0.508	.әр сүзнең
shepherd	trust	0.508	көтүче
reward	trust	0.508	бүләк
beautification	trust	0.508	матурлау
medical	trust	0.508	медицина
constable	trust	0.508	конструктор
forgiving	trust	0.508	кичерүче
tolerance	trust	0.508	толерантлык
priest	trust	0.508	рухани
enable	trust	0.508	кушарга
vouch	trust	0.508	вауч
lieutenant	trust	0.508	лейтенант
instruct	trust	0.508	күрсәтмә
housewife	trust	0.508	хуҗабикә
admissible	trust	0.508	кабул ителә
sovereign	trust	0.508	суверен
amour	trust	0.508	амур
savor	trust	0.508	ис
darling	trust	0.500	кадерле
related	trust	0.500	белән бәйле
infallibility	trust	0.500	кимчелек
watchful	trust	0.500	уяу
nerds	trust	0.500	серсүзләр
instruction	trust	0.500	күрсәтмә
doctrine	trust	0.500	тәгълимат
birth	trust	0.500	туу
timing	trust	0.500	вакыт
infinity	trust	0.500	чиксезлек
religions	trust	0.500	нердс
warden	trust	0.500	инспектор
optimist	trust	0.500	оптимист
apologetic	trust	0.500	гафу
gateway	trust	0.500	шлюз
pontiff	trust	0.500	понтифф
alive	trust	0.500	тере
indelible	trust	0.500	онытылмас
personal	trust	0.500	шәхси
pious	trust	0.500	Тәкъва
majesty	trust	0.500	бөеклек
synchronize	trust	0.500	синхронлаштыру
guard	trust	0.500	сакчы
retain	trust	0.500	саклап калу
romantic	trust	0.500	романтик
superman	trust	0.500	супермен
info	trust	0.500	информация
backer	trust	0.500	ярдәмче
undying	trust	0.500	.әр сүзнең
vindication	trust	0.500	аклау
badge	trust	0.500	бейдж
treasure	trust	0.500	хәзинә
guru	trust	0.500	гуру
church	trust	0.492	чиркәү
formality	trust	0.492	формальлек
contributor	trust	0.492	катнашучы
radiance	trust	0.492	нур
psalm	trust	0.492	мәдхия
laudatory	trust	0.492	мактау
grandchildren	trust	0.492	оныклары
popularity	trust	0.492	популярлык
salute	trust	0.492	салют
hosannah	trust	0.492	хосанна
attraction	trust	0.492	җәлеп итү
efforts	trust	0.492	хөкем
privy	trust	0.492	хосусый
improve	trust	0.492	яхшырту
sheriff	trust	0.492	шериф
chairman	trust	0.492	председателе
judgement	trust	0.492	мәкальләр
harbor	trust	0.492	порт
elegance	trust	0.492	нәфислек
hardy	trust	0.492	.әр сүзнең
umpire	trust	0.492	импир
constitute	trust	0.492	тәшкил итә
proverbs	trust	0.492	диннәр
jubilant	trust	0.492	шат
aspire	trust	0.492	омтылыш
synonymous	trust	0.492	синоним
inevitable	trust	0.492	котылгысыз
musical	trust	0.492	музыкаль
spokesman	trust	0.492	вәкиле
endow	trust	0.492	endow
fellow	trust	0.492	иптәш
grow	trust	0.492	үсә
moderator	trust	0.492	модератор
enjoy	trust	0.484	ләззәтләнегез
found	trust	0.484	табылды
armor	trust	0.484	бронь
colonel	trust	0.484	полковник
referee	trust	0.484	судья
favorite	trust	0.484	яраткан
assembly	trust	0.484	җыю
romance	trust	0.484	романтика
confess	trust	0.484	танырга
sweet	trust	0.484	татлы
crowning	trust	0.484	таҗ
forecast	trust	0.484	фаразлау
affection	trust	0.484	ярату
approbate	trust	0.484	раслау
path	trust	0.484	юл
concord	trust	0.484	килешү
police	trust	0.484	полиция
countryman	trust	0.484	ватандаш
income	trust	0.484	керем
ranger	trust	0.484	рейгер
depth	trust	0.484	тирәнлек
like	trust	0.484	кебек
voucher	trust	0.484	ваучер
diagnosis	trust	0.484	диагноз
hire	trust	0.484	яллау
clean	trust	0.484	чиста
laudation	trust	0.484	мактау
arbiter	trust	0.484	арбитр
purely	trust	0.477	саф
votive	trust	0.477	тавышлы
expect	trust	0.477	көтегез
glory	trust	0.477	дан
counted	trust	0.477	тырышлык
apologize	trust	0.477	гафу итегез
sterling	trust	0.477	стерлинг
word	trust	0.477	сүз
follow	trust	0.477	иярегез
sermon	trust	0.477	вәгазь
consul	trust	0.477	консул
calculator	trust	0.477	калькулятор
lamb	trust	0.477	кузы
veracity	trust	0.477	дөреслек
matter	trust	0.477	материя
parliament	trust	0.477	парламент
lover	trust	0.477	гашыйк
sacrifice	trust	0.477	корбан
putative	trust	0.477	потив
preponderance	trust	0.477	өстенлек
landmark	trust	0.477	истәлекле урын
nursery	trust	0.477	балалар бакчасы
mathematical	trust	0.477	математик
frank	trust	0.477	эчкерсез
signature	trust	0.477	имза
policeman	trust	0.477	полицейский
episcopal	trust	0.477	эпископаль
pastor	trust	0.477	пастор
eagerness	trust	0.469	ашкыну
mighty	trust	0.469	көчле
recruits	trust	0.469	армиягә алына
tribune	trust	0.469	трибуна
author	trust	0.469	автор
effective	trust	0.469	эффектив
intended	trust	0.469	ниятләнгән
passion	trust	0.469	дәрт
religion	trust	0.469	дин
flagship	trust	0.469	флаг
immerse	trust	0.469	чуму
capacity	trust	0.469	сыйдырышлыгы
associate	trust	0.469	аралашу
cashier	trust	0.469	кассир
regal	trust	0.469	регаль
dove	trust	0.469	күгәрчен
tutelage	trust	0.469	тәрбияче
underwrite	trust	0.469	язу
uncritical	trust	0.469	тәнкыйтьсез
prefer	trust	0.469	өстенлек бирегез
instructor	trust	0.469	инструктор
gain	trust	0.469	табыш
marshal	trust	0.469	маршал
judgment	trust	0.469	хөкем
judicious	trust	0.469	акыллы
top	trust	0.469	өстә
title	trust	0.469	исем
vicar	trust	0.469	викар
bridesmaid	trust	0.469	килен
commission	trust	0.469	комиссия
lifestyle	trust	0.461	яшәү рәвеше
aunt	trust	0.461	апа
attendant	trust	0.461	хезмәтче
enroll	trust	0.461	язылу
priesthood	trust	0.461	руханилар
trade	trust	0.461	сәүдә
crucial	trust	0.461	бик мөһим
moorings	trust	0.461	сазлыклар
kitten	trust	0.461	мәче
medal	trust	0.461	медаль
oblige	trust	0.461	бурычлы
manage	trust	0.461	идарә итү
magnetic	trust	0.461	магнит
custody	trust	0.461	опека
necessarily	trust	0.461	мәҗбүри
partake	trust	0.461	авыз итү
cautious	trust	0.461	сак
consecration	trust	0.461	изгеләндерү
courier	trust	0.461	курьер
bank	trust	0.461	банк
lesson	trust	0.461	дәрес
patriarchal	trust	0.461	патриархаль
eventually	trust	0.461	санады
commerce	trust	0.461	сәүдә
contains	trust	0.461	ахырда
theological	trust	0.461	теологик
socially	trust	0.461	эчендә
admitted	trust	0.461	кабул иттеләр
fortress	trust	0.461	крепость
cathedral	trust	0.455	собор
deputy	trust	0.453	урынбасары
commonplace	trust	0.453	гадәти
puppy	trust	0.453	көчек
president	trust	0.453	президенты
finally	trust	0.453	ниһаять
governor	trust	0.453	губернатор
synergistic	trust	0.453	синергистик
excited	trust	0.453	дулкынланган
encomium	trust	0.453	энкомий
chart	trust	0.453	диаграмма
perceive	trust	0.453	сизү
insulation	trust	0.453	изоляция
present	trust	0.453	хәзерге
oasis	trust	0.453	оазис
eagle	trust	0.453	бөркет
exchange	trust	0.453	алмашу
foresee	trust	0.453	алдан күрү
strategist	trust	0.453	стратегик
journeyman	trust	0.453	сәяхәтче
dawn	trust	0.453	таң
laud	trust	0.453	макта
level	trust	0.453	дәрәҗәсе
chairwoman	trust	0.453	председателе
tradesmen	trust	0.445	иҗтимагый
asserting	trust	0.445	раслау
negotiate	trust	0.445	сөйләшүләр
sensual	trust	0.445	сенсуаль
chocolate	trust	0.445	шоколад
crew	trust	0.445	экипаж
remains	trust	0.445	кала
dictum	trust	0.445	диктант
theorem	trust	0.445	теоремасы
sir	trust	0.445	сэр
employ	trust	0.445	эшкә урнаштырыгыз
usual	trust	0.445	гадәти
operation	trust	0.445	операция
magnify	trust	0.445	зурлау
director	trust	0.445	директоры
formula	trust	0.445	формула
chemist	trust	0.445	химик
enliven	trust	0.445	җанландыру
chancellor	trust	0.445	канцлер
orthodoxy	trust	0.445	православие
lodging	trust	0.445	тору
exaltation	trust	0.445	күтәрү
lord	trust	0.445	Хуҗа
handbook	trust	0.445	кулланма
bridegroom	trust	0.445	кияү
matters	trust	0.445	сәүдәгәрләр
orchestra	trust	0.445	оркестр
impart	trust	0.445	бирү
statistical	trust	0.445	статистик
