English Word	Emotion	Emotion-Intensity-Score	Swedish Word
shout	surprise	0.641	skrika
indescribable	surprise	0.641	obeskrivlig
tumult	surprise	0.641	tumult
improvisation	surprise	0.641	improvisation
wildfire	surprise	0.641	löpeld
excitation	surprise	0.641	excitation
screech	surprise	0.641	tjut
enthusiasm	surprise	0.641	entusiasm
uncertain	surprise	0.633	osäker
plunder	surprise	0.633	plundra
gape	surprise	0.633	gapa
treachery	surprise	0.633	förräderi
agape	surprise	0.633	agape
anomaly	surprise	0.633	anomali
presto	surprise	0.633	presto
apparition	surprise	0.633	uppenbarelse
wonderment	surprise	0.625	förundran
slaughtering	surprise	0.625	slakt
trick	surprise	0.625	lura
mystery	surprise	0.625	mysterium
murderous	surprise	0.625	mördande
distress	surprise	0.625	ångest
sorcery	surprise	0.625	trolldom
excited	surprise	0.625	upphetsad
tempest	surprise	0.625	storm
urgency	surprise	0.625	brådskande karaktär
inimaginable	surprise	0.617	ofattbart
intrusive	surprise	0.617	påträngande
quickness	surprise	0.617	snabbhet
intense	surprise	0.617	intensiv
trickery	surprise	0.617	knep
vanish	surprise	0.617	försvinna
prank	surprise	0.617	upptåg
murder	surprise	0.617	mörda
thief	surprise	0.609	tjuv
blindfold	surprise	0.609	ögonbindel
unstable	surprise	0.609	instabil
strangle	surprise	0.609	strypa
coup	surprise	0.609	kupp
magical	surprise	0.609	magisk
shatter	surprise	0.609	splittras
splash	surprise	0.609	stänk
stupor	surprise	0.602	dvala
inconceivable	surprise	0.602	ofattbart
betray	surprise	0.602	förråda
defy	surprise	0.602	trotsa
jubilee	surprise	0.602	jubileum
assail	surprise	0.602	angripa
deluge	surprise	0.602	syndaflod
tackle	surprise	0.602	tackla
monstrosity	surprise	0.594	monster
lightning	surprise	0.594	blixt-
stupendous	surprise	0.594	förbluffande
shrill	surprise	0.594	gäll
mishap	surprise	0.594	missöde
alerts	surprise	0.594	varningar
mysterious	surprise	0.586	mystisk
randomly	surprise	0.586	slumpvis
wild	surprise	0.586	vild
deceit	surprise	0.586	svek
bonus	surprise	0.586	bonus
pitfall	surprise	0.586	fälla
uncanny	surprise	0.586	kuslig
wondrous	surprise	0.586	underbar
premature	surprise	0.578	för tidig
stagger	surprise	0.578	sprida
rejoicing	surprise	0.578	fröjd
godsend	surprise	0.578	gudagåva
jubilant	surprise	0.578	jublande
electric	surprise	0.578	elektrisk
raving	surprise	0.578	raving
bizarre	surprise	0.578	bisarr
death	surprise	0.578	död
fluke	surprise	0.578	lyckträff
oddity	surprise	0.578	underlighet
dynamic	surprise	0.570	dynamisk
dismay	surprise	0.570	bestörtning
revenge	surprise	0.570	hämnd
nefarious	surprise	0.562	skändlig
fascinate	surprise	0.562	fascinera
jerk	surprise	0.562	rycka
ecstatic	surprise	0.562	extatisk
reward	surprise	0.562	pris
uncover	surprise	0.562	avslöja
reappear	surprise	0.562	återuppstå
zany	surprise	0.555	galet
whim	surprise	0.555	infall
thaumaturgy	surprise	0.555	taumaturgi
conjure	surprise	0.555	trolla
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	rädda
daze	surprise	0.547	daze
heroism	surprise	0.547	hjältemod
illuminate	surprise	0.547	belysa
winner	surprise	0.547	vinnare
ejaculation	surprise	0.547	ejakulation
thwart	surprise	0.547	omintetgöra
rarity	surprise	0.547	sällsynthet
unbridled	surprise	0.547	ohämmad
tantalizing	surprise	0.547	frestande
punch	surprise	0.539	stansa
cheer	surprise	0.539	heja på
treason	surprise	0.539	förräderi
violation	surprise	0.539	överträdelse
celebration	surprise	0.539	firande
illusion	surprise	0.539	illusion
marvel	surprise	0.539	förundras
lucky	surprise	0.539	tur-
lunge	surprise	0.539	utfall
interrupt	surprise	0.539	avbryta
insult	surprise	0.539	förolämpning
concealed	surprise	0.531	dold
snag	surprise	0.531	krux
sensation	surprise	0.531	känsla
banger	surprise	0.531	skorv
fearfully	surprise	0.531	fruktansvärt
affront	surprise	0.531	skymf
jest	surprise	0.531	skoj
undiscovered	surprise	0.523	oupptäckt
liberate	surprise	0.523	befria
veer	surprise	0.523	svänga
abandonment	surprise	0.523	övergivenhet
immediacy	surprise	0.523	omedelbarhet
improvise	surprise	0.523	improvisera
victimized	surprise	0.523	offer
scorpion	surprise	0.523	skorpion
majestic	surprise	0.523	majestätisk
wonder	surprise	0.523	undra
rejoice	surprise	0.523	glädjas
tickle	surprise	0.516	kittla
chance	surprise	0.516	chans
yelp	surprise	0.516	gläfsa
howl	surprise	0.516	tjut
stealthily	surprise	0.516	i smyg
unintentionally	surprise	0.508	oavsiktligt
magnificent	surprise	0.508	magnifik
reflex	surprise	0.508	reflex-
garish	surprise	0.508	skrikig
transcendence	surprise	0.508	överskridande
rave	surprise	0.508	rave
luck	surprise	0.508	tur
swerve	surprise	0.508	vika av
pop	surprise	0.508	pop-
enliven	surprise	0.500	liva upp
slayer	surprise	0.500	baneman
remarkable	surprise	0.500	anmärkningsvärd
infrequent	surprise	0.500	sällsynt
pang	surprise	0.500	styng
erotic	surprise	0.500	erotisk
misbehavior	surprise	0.500	dåligt uppförande
diversion	surprise	0.500	avledning
heroic	surprise	0.500	heroisk-
alertness	surprise	0.500	vakenhet
marvelous	surprise	0.500	underbar
fainting	surprise	0.500	svimning
embarrassment	surprise	0.500	förlägenhet
nab	surprise	0.492	haffa
birthday	surprise	0.492	födelsedag
camouflage	surprise	0.492	kamouflage
unutterable	surprise	0.492	outsäglig
chimera	surprise	0.492	chimär
trump	surprise	0.492	trumf
decoy	surprise	0.492	lockbete
infarct	surprise	0.492	infarkt
greatness	surprise	0.492	storhet
exigent	surprise	0.492	krävande
prick	surprise	0.484	sticka
variable	surprise	0.484	variabel
curiosity	surprise	0.484	nyfikenhet
daemon	surprise	0.484	demon
inexpressible	surprise	0.484	outsäglig
magician	surprise	0.484	trollkarl
underestimate	surprise	0.484	underskattar
fanfare	surprise	0.484	fanfar
horde	surprise	0.484	hord
zeal	surprise	0.484	iver
incident	surprise	0.477	incident
illumination	surprise	0.477	belysning
chicane	surprise	0.477	chikan
sneeze	surprise	0.477	nysa
subversive	surprise	0.477	omstörtande
gawk	surprise	0.477	gawk
fortune	surprise	0.477	förmögenhet
strange	surprise	0.477	konstig
dreadfully	surprise	0.477	fruktansvärt
unguarded	surprise	0.477	obevakad
prowl	surprise	0.469	stryka omkring
reversal	surprise	0.469	omkastning
wizard	surprise	0.469	trollkarl
rapid	surprise	0.469	snabb
leery	surprise	0.469	skeptisk
break	surprise	0.461	ha sönder
slip	surprise	0.461	glida
divergent	surprise	0.461	avvikande
hilarious	surprise	0.461	rolig
coincidence	surprise	0.461	tillfällighet
subito	surprise	0.461	subito
overestimate	surprise	0.453	överskattning
ordeal	surprise	0.453	prövning
evanescence	surprise	0.453	förbleknande
merriment	surprise	0.453	munterhet
raffle	surprise	0.453	lotta ut
winning	surprise	0.453	vinnande
wonderful	surprise	0.453	underbar
hoax	surprise	0.453	bluff
confession	surprise	0.453	bekännelse
splendid	surprise	0.445	utmärkt
stound	surprise	0.445	stånd
perchance	surprise	0.445	måhända
excel	surprise	0.445	excel
enthusiast	surprise	0.445	entusiast
gambling	surprise	0.445	spelande
feat	surprise	0.445	bedrift
laughter	surprise	0.445	skratt
brighten	surprise	0.438	ljusna
unique	surprise	0.438	unik
senseless	surprise	0.438	meningslös
changeable	surprise	0.438	föränderlig
splendor	surprise	0.438	prakt
rapt	surprise	0.438	försjunken
unintentional	surprise	0.438	oavsiktlig
fascination	surprise	0.430	fascination
trepidation	surprise	0.430	bävan
lawsuit	surprise	0.430	rättegång
gift	surprise	0.430	gåva
stealthy	surprise	0.430	smyg
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrig
delighted	surprise	0.430	förtjust
judgment	surprise	0.422	dom
stealth	surprise	0.422	smygande
enchant	surprise	0.422	tjusa
originality	surprise	0.422	originalitet
riddle	surprise	0.422	gåta
quicksilver	surprise	0.422	kvicksilver
illegitimate	surprise	0.414	illegitim
experiment	surprise	0.414	experimentera
elusive	surprise	0.414	svårfångad
syncope	surprise	0.414	synkope
liberation	surprise	0.414	befrielse
spirits	surprise	0.414	sprit
perjury	surprise	0.414	mened
veracity	surprise	0.414	sanningsenlighet
parade	surprise	0.406	parad
applause	surprise	0.406	applåder
inspired	surprise	0.406	inspirerad
allure	surprise	0.406	locka
eager	surprise	0.406	ivrig
gambler	surprise	0.406	spelare
fete	surprise	0.406	fest
divorce	surprise	0.398	äktenskapsskillnad
guess	surprise	0.398	gissa
princely	surprise	0.398	furstlig
burlesque	surprise	0.398	burlesk
secrecy	surprise	0.398	sekretess
incontinence	surprise	0.391	inkontinens
peri	surprise	0.391	peri
cheerful	surprise	0.391	glad
hermaphrodite	surprise	0.391	hermafrodit
supremacy	surprise	0.391	överlägsenhet
aspiration	surprise	0.391	strävan
buck	surprise	0.383	bock
lose	surprise	0.383	tappa bort
cadaver	surprise	0.383	kadaver
crowning	surprise	0.383	kröning
praiseworthy	surprise	0.383	berömvärt
inheritance	surprise	0.383	arv
score	surprise	0.383	Göra
gulp	surprise	0.375	klunk
camouflaged	surprise	0.375	kamouflerad
advance	surprise	0.375	förskott
succeed	surprise	0.375	lyckas
frisky	surprise	0.375	yster
mystic	surprise	0.375	mystiker
compliment	surprise	0.375	komplimang
hope	surprise	0.367	hoppas
joker	surprise	0.367	joker
sparkle	surprise	0.367	gnistra
excavation	surprise	0.367	utgrävning
sensual	surprise	0.367	sensuell
entertainment	surprise	0.359	underhållning
feeling	surprise	0.359	känsla
modify	surprise	0.352	ändra
blessings	surprise	0.352	välsignelser
newcomer	surprise	0.352	nykomling
obit	surprise	0.352	obit
postponement	surprise	0.352	senareläggning
award	surprise	0.352	tilldela
clown	surprise	0.352	clown
highest	surprise	0.344	högsta
hero	surprise	0.344	hjälte
glorify	surprise	0.344	förhärliga
proficiency	surprise	0.344	skicklighet
start	surprise	0.344	Start
wonderfully	surprise	0.344	underbart
celebrity	surprise	0.344	kändis
rekindle	surprise	0.336	tända igen
optimism	surprise	0.336	optimism
sanctify	surprise	0.336	helga
unbeaten	surprise	0.336	obesegrad
prodigious	surprise	0.336	oerhörd
grin	surprise	0.336	flin
memorable	surprise	0.336	minnesvärd
warned	surprise	0.336	varnade
dissolution	surprise	0.336	upplösning
hypertrophy	surprise	0.328	hypertrofi
admiration	surprise	0.328	beundran
examination	surprise	0.320	undersökning
angel	surprise	0.320	ängel
present	surprise	0.320	närvarande
catch	surprise	0.320	fånga
hap	surprise	0.320	hap
saint	surprise	0.312	helgon
embrace	surprise	0.312	omfamning
flirt	surprise	0.312	flört
puma	surprise	0.312	puma
kiss	surprise	0.312	kyss
liberty	surprise	0.312	frihet
scrimmage	surprise	0.312	gruff
treat	surprise	0.312	behandla
inaffable	surprise	0.312	obotlig
occasional	surprise	0.312	tillfällig
dismissal	surprise	0.312	uppsägning
perfection	surprise	0.305	fulländning
saintly	surprise	0.305	heligt
gratify	surprise	0.305	tillfredsställa
generosity	surprise	0.305	generositet
sally	surprise	0.305	utfall
palpable	surprise	0.297	påtaglig
finally	surprise	0.297	till sist
differently	surprise	0.297	annorlunda
polarity	surprise	0.297	polaritet
ceremony	surprise	0.297	ceremoni
favorable	surprise	0.297	gynnsam
larger	surprise	0.297	större
warn	surprise	0.297	varna
medal	surprise	0.289	medalj
romance	surprise	0.289	romantik
inviting	surprise	0.289	inbjudande
greeting	surprise	0.289	hälsning
resignation	surprise	0.281	avgång
accolade	surprise	0.281	utmärkelse
labor	surprise	0.281	arbetskraft
candid	surprise	0.281	uppriktig
trip	surprise	0.281	resa
stare	surprise	0.273	stirra
admire	surprise	0.266	beundra
glimmer	surprise	0.266	glimma
playful	surprise	0.266	lekfull
somatic	surprise	0.266	somatisk
festival	surprise	0.266	festival
mimicry	surprise	0.266	härmning
insolvency	surprise	0.266	insolvens
immerse	surprise	0.266	fördjupa
invite	surprise	0.266	inbjudan
compensate	surprise	0.266	kompensera
receiving	surprise	0.258	tar emot
complement	surprise	0.258	komplement
chuckle	surprise	0.258	skrocka
laugh	surprise	0.258	skratt
hypothesis	surprise	0.258	hypotes
honeymoon	surprise	0.250	smekmånad
opera	surprise	0.242	opera
pleasant	surprise	0.242	trevlig
marry	surprise	0.242	gifta sig
independence	surprise	0.242	oberoende
chant	surprise	0.234	sång
holiness	surprise	0.234	helighet
assessment	surprise	0.234	bedömning
rhythmical	surprise	0.234	rytmisk
hopeful	surprise	0.234	hoppfull
leave	surprise	0.234	lämna
trophy	surprise	0.234	trofé
deal	surprise	0.227	handla
procession	surprise	0.227	procession
placard	surprise	0.227	plakat
shopping	surprise	0.219	handla
musical	surprise	0.219	musikalisk
cherish	surprise	0.219	vårda
good	surprise	0.219	Bra
dawn	surprise	0.211	gryning
simplify	surprise	0.211	förenkla
shell	surprise	0.211	skal
morals	surprise	0.203	moral
money	surprise	0.203	pengar
nullify	surprise	0.203	annullera
purity	surprise	0.203	renhet
sweet	surprise	0.203	ljuv
synchronize	surprise	0.195	synkronisera
precious	surprise	0.195	dyrbar
humanitarian	surprise	0.195	humanitär
preservative	surprise	0.195	konserveringsmedel
unfulfilled	surprise	0.195	ouppfylld
obliging	surprise	0.188	förpliktigande
singularly	surprise	0.188	enskilt
graduation	surprise	0.180	gradering
foresee	surprise	0.180	förutse
pray	surprise	0.180	be
lovely	surprise	0.180	härlig
thirst	surprise	0.172	törst
mouth	surprise	0.172	mun
youth	surprise	0.172	ungdom
sun	surprise	0.172	Sol
art	surprise	0.172	konst
goodness	surprise	0.164	godhet
latent	surprise	0.156	latent
visor	surprise	0.156	visir
overdue	surprise	0.156	försenad
practiced	surprise	0.156	tränad
loyal	surprise	0.148	lojala
expect	surprise	0.148	förvänta
wireless	surprise	0.148	trådlös
destination	surprise	0.148	destination
infant	surprise	0.141	spädbarn
cream	surprise	0.141	grädde
slush	surprise	0.141	slask
quote	surprise	0.141	Citat
playground	surprise	0.133	lekplats
vote	surprise	0.125	rösta
teach	surprise	0.125	lära
organization	surprise	0.125	organisation
dolphin	surprise	0.117	delfin
weight	surprise	0.117	vikt
smile	surprise	0.117	leende
sisterhood	surprise	0.109	systerskap
cable	surprise	0.109	kabel-
sunny	surprise	0.102	solig
steady	surprise	0.094	stadig
peaceful	surprise	0.086	fredlig
spa	surprise	0.086	spa
leisure	surprise	0.086	fritid
picnic	surprise	0.078	picknick
tree	surprise	0.078	träd
worm	surprise	0.055	mask
truthfulness	trust	0.906	sanningsenlighet
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	pålitlig
honor	trust	0.844	ära
honesty	trust	0.844	ärlighet
honest	trust	0.844	ärliga
truth	trust	0.844	sanning
truthful	trust	0.836	sanningsenlig
trusting	trust	0.836	förtroende
brotherhood	trust	0.820	broderskap
entrust	trust	0.812	anförtro
committed	trust	0.805	engagerad
loyalty	trust	0.805	lojalitet
integrity	trust	0.805	integritet
honorable	trust	0.805	hedrande
trust	trust	0.805	förtroende
credibility	trust	0.805	trovärdighet
faithful	trust	0.797	trogen
sincere	trust	0.797	uppriktig
partnership	trust	0.789	partnerskap
responsible	trust	0.789	ansvarig
true	trust	0.789	Sann
wisdom	trust	0.789	visdom
verification	trust	0.781	verifiering
cooperative	trust	0.781	kooperativ
vow	trust	0.781	svära
oath	trust	0.781	ed
respectable	trust	0.773	respektabel
sisterhood	trust	0.773	systerskap
hero	trust	0.773	hjälte
credible	trust	0.773	trovärdig
promise	trust	0.773	löfte
verified	trust	0.773	verifierad
qualified	trust	0.766	kvalificerad
authentication	trust	0.766	autentisering
respected	trust	0.766	respekteras
compassion	trust	0.759	medkänsla
approval	trust	0.758	godkännande
moral	trust	0.758	moralisk
reliability	trust	0.758	pålitlighet
trusts	trust	0.758	betrodd
safekeeping	trust	0.758	säkert förvar
reputable	trust	0.758	ansedd
love	trust	0.758	kärlek
friend	trust	0.750	vän
stable	trust	0.750	stabil
authentic	trust	0.750	äkta
competence	trust	0.750	kompetens
safeguard	trust	0.750	skydda
companion	trust	0.750	följeslagare
advised	trust	0.750	rådde
respect	trust	0.750	respekt
loyal	trust	0.750	lojala
genuine	trust	0.750	äkta
friendships	trust	0.750	litar
ally	trust	0.750	alliera
proven	trust	0.742	bevisat
freedom	trust	0.742	frihet
respects	trust	0.742	respekterar
accepting	trust	0.742	vänskap
faith	trust	0.742	tro
wholesome	trust	0.742	hälsosam
heartfelt	trust	0.734	innerlig
unification	trust	0.734	enande
confirmation	trust	0.734	Bekräftelse
protecting	trust	0.734	skyddar
reassurance	trust	0.734	uppmuntran
trustee	trust	0.734	förvaltare
supporter	trust	0.734	anhängare
respectful	trust	0.734	respektfullt
admirable	trust	0.734	beundransvärd
fact	trust	0.727	faktum
friendship	trust	0.727	vänskap
partners	trust	0.727	acceptera
confidentially	trust	0.727	konfidentiellt
confident	trust	0.727	självsäker
equality	trust	0.727	jämlikhet
alliance	trust	0.727	allians
credential	trust	0.727	legitimation
believing	trust	0.727	troende
excellence	trust	0.727	förträfflighet
agreement	trust	0.727	avtal
closeness	trust	0.719	närhet
authenticate	trust	0.719	autentisera
virtuous	trust	0.719	dygdig
intelligence	trust	0.719	intelligens
kindred	trust	0.719	släkt
virtue	trust	0.719	dygd
honored	trust	0.719	hedrad
justice	trust	0.711	rättvisa
charitable	trust	0.711	välgörenhet
determination	trust	0.711	bestämning
creditable	trust	0.711	förtjänstfullt
consistency	trust	0.711	konsistens
allegiance	trust	0.711	trohet
cooperation	trust	0.711	samarbete
guarantee	trust	0.711	garanti
dedication	trust	0.711	tillägnande
straightforward	trust	0.711	enkel
cooperating	trust	0.711	samarbetar
reliable	trust	0.703	pålitlig
nurture	trust	0.703	uppfostran
mother	trust	0.703	mor
fulfilled	trust	0.703	uppfyllt
admiration	trust	0.703	beundran
mentor	trust	0.703	mentor
guardianship	trust	0.703	förmynderskap
assurance	trust	0.703	försäkran
morality	trust	0.703	moral
motherhood	trust	0.703	moderskap
innocent	trust	0.703	oskyldig
reverence	trust	0.703	vördnad
sanctuary	trust	0.703	fristad
friendliness	trust	0.703	vänlighet
prepared	trust	0.703	beredd
admire	trust	0.703	beundra
protected	trust	0.703	skyddad
proof	trust	0.703	bevis
bodyguard	trust	0.695	livvakt
skillful	trust	0.695	skicklig
marriage	trust	0.695	äktenskap
allied	trust	0.695	allierad
morals	trust	0.695	moral
humanitarian	trust	0.695	humanitär
pact	trust	0.695	pakt
courage	trust	0.695	mod
accountable	trust	0.695	ansvarig
agreeable	trust	0.695	angenäm
united	trust	0.695	förenad
indestructible	trust	0.695	oförstörbar
approving	trust	0.695	godkännande
guardian	trust	0.695	väktare
compassionate	trust	0.695	medkännande
scientist	trust	0.695	forskare
certified	trust	0.695	auktoriserad
pledge	trust	0.688	lova
adviser	trust	0.688	rådgivare
authenticity	trust	0.688	äkthet
understanding	trust	0.688	förståelse
secure	trust	0.688	säkra
guidance	trust	0.688	vägledning
monogamy	trust	0.688	monogami
valor	trust	0.688	tapperhet
solidity	trust	0.688	hållfasthet
perfection	trust	0.688	fulländning
believed	trust	0.688	trodde
humanity	trust	0.688	mänskligheten
justifiable	trust	0.688	berättigad
competent	trust	0.688	behörig
esteem	trust	0.688	aktning
protector	trust	0.680	beskyddare
inspire	trust	0.680	inspirera
hope	trust	0.680	hoppas
