English Word	Emotion	Emotion-Intensity-Score	Hmong Word
victory	trust	0.586	yeej
serene	trust	0.586	nyob zoo
checklist	trust	0.586	daim ntawv teev npe
husbandry	trust	0.586	kev ua liaj ua teb
enjoying	trust	0.586	txaus siab
revere	trust	0.586	hwm
tribe	trust	0.586	pawg
meritorious	trust	0.586	ua zoo
joyful	trust	0.586	zoo siab
delegate	trust	0.586	tus sawv cev
helper	trust	0.586	tus pab
angelic	trust	0.586	tus tim tswv
ambition	trust	0.586	ambition
father	trust	0.586	txiv
acclaim	trust	0.586	qhuas
testimony	trust	0.586	lus tim khawv
collectively	trust	0.586	ua ke
sobriety	trust	0.586	kev zoo siab
prestige	trust	0.586	koob meej
firmness	trust	0.586	kev ruaj khov
structural	trust	0.578	tus qauv
impartiality	trust	0.578	kev ncaj ncees
navigator	trust	0.578	tus navigator
judge	trust	0.578	txiav txim
shelter	trust	0.578	vaj tse
coexisting	trust	0.578	nyob ua ke
unquestioned	trust	0.578	tsis tau nug
careful	trust	0.578	ceev faj
obey	trust	0.578	ua raws
professor	trust	0.578	xib fwb
convinced	trust	0.578	ntseeg
communion	trust	0.578	kev sib tham
cheerfulness	trust	0.578	kev zoo siab
inviting	trust	0.578	caw
irrefutable	trust	0.578	irrefutable
commandant	trust	0.578	tus thawj coj
smile	trust	0.578	luag ntxhi
authoritative	trust	0.578	tso cai
philanthropist	trust	0.578	tus neeg siab dawb siab zoo
legalized	trust	0.578	raug cai
adore	trust	0.578	hlub
upright	trust	0.578	ncaj ncees
revival	trust	0.578	kev txhawb siab
dutiful	trust	0.578	muaj cai
watchdog	trust	0.578	saib xyuas
apostle	trust	0.570	tus tubtxib
volunteers	trust	0.570	cov neeg ua haujlwm pab dawb
immaculate	trust	0.570	tsis zoo
adhering	trust	0.570	ua raws
unquestionably	trust	0.570	unquestionably
advise	trust	0.570	qhia
punctual	trust	0.570	raws sijhawm
consult	trust	0.570	sab laj
ordinance	trust	0.570	txoj cai
complement	trust	0.570	ntxiv
modest	trust	0.570	tus kheej
everlasting	trust	0.570	nyob mus ib txhis
compass	trust	0.570	compass
heavenly	trust	0.570	ntuj ceeb tsheej
determinate	trust	0.570	txiav txim
counsellor	trust	0.570	tus kws pab tswv yim
abundance	trust	0.570	kev nplua nuj
guide	trust	0.570	qhia
earned	trust	0.570	soj ntsuam
pedigree	trust	0.570	pedigree
relative	trust	0.570	kwv tij
principal	trust	0.570	tus thawj coj
plausible	trust	0.570	plausible
collaborator	trust	0.570	tus neeg koom tes
connective	trust	0.570	sib txuas
corroboration	trust	0.570	kev lees paub
insure	trust	0.570	pov hwm
pilot	trust	0.570	tus tsav
unequivocal	trust	0.570	tsis ncaj ncees lawm
matron	trust	0.570	matron
cuddle	trust	0.570	cuddle
measured	trust	0.570	ntsuas
fort	trust	0.562	lub fort
treasurer	trust	0.562	tus neeg muaj nyiaj txiag
apostolic	trust	0.562	apostolic
save	trust	0.562	cawm
frankness	trust	0.562	kev ncaj ncees
insight	trust	0.562	kev pom
admit	trust	0.562	lees
earn	trust	0.562	khwv tau
remarkable	trust	0.562	zoo kawg li
strong	trust	0.562	muaj zog
content	trust	0.562	cov ntsiab lus
vitality	trust	0.562	qhov tseem ceeb
prize	trust	0.562	nqi zog
vigorous	trust	0.562	zog
congregation	trust	0.562	lub koom txoos
uplift	trust	0.562	txhawb nqa
spotless	trust	0.562	tsis hnov tsw
devout	trust	0.562	devout
soothing	trust	0.562	soothing
miracle	trust	0.562	txuj ci tseem ceeb
cohesion	trust	0.562	kev sib koom tes
lovemaking	trust	0.562	kev hlub
curable	trust	0.562	kho tau
pleasant	trust	0.562	zoo siab
jury	trust	0.562	pawg neeg txiav txim
pertinent	trust	0.562	cuam tshuam
succeeding	trust	0.562	ua tiav
concordance	trust	0.562	kev sib raug zoo
jurist	trust	0.562	kws lij choj
applaud	trust	0.562	npuaj teg
ordination	trust	0.562	txoj cai
compensate	trust	0.562	nyiaj pab
patience	trust	0.555	ua siab ntev
mediate	trust	0.555	kho kom haum
coach	trust	0.555	tus kws qhia
illumination	trust	0.555	teeb pom kev zoo
cultivate	trust	0.555	cog
providing	trust	0.555	muab
precedence	trust	0.555	ua ntej
exalt	trust	0.555	ua siab loj
succeed	trust	0.555	ua tiav
inclusion	trust	0.555	suav nrog
meditate	trust	0.555	xav txog
coalesce	trust	0.555	coalesce
betrothed	trust	0.555	sib yuav
midwife	trust	0.555	tus kws yug menyuam
veteran	trust	0.555	qub tub rog
destined	trust	0.555	txoj hmoo
auditor	trust	0.555	tus kws tshuaj xyuas
privacy	trust	0.555	kev ceev ntiag tug
restorative	trust	0.555	kho dua tshiab
influential	trust	0.555	muaj hwj chim
impartial	trust	0.555	ncaj ncees
discretion	trust	0.555	kev txiav txim siab
foresight	trust	0.555	pom pom
congruence	trust	0.555	kev sib haum xeeb
worship	trust	0.555	pe hawm
constant	trust	0.555	tas li
reunion	trust	0.555	rov sib ntsib
intuition	trust	0.555	kev xav
reconciliation	trust	0.555	kev sib haum xeeb
ambulance	trust	0.555	tsheb thauj neeg mob
defender	trust	0.555	tus tiv thaiv
greatness	trust	0.555	kev zoo
buddy	trust	0.555	phooj ywg
vote	trust	0.555	pov npav
physicist	trust	0.555	tus kws kho mob
prophet	trust	0.555	yaj saub
prevalent	trust	0.547	nthuav dav
eyewitness	trust	0.547	ua tim khawv
durable	trust	0.547	ruaj
prudent	trust	0.547	txawj ntse
securities	trust	0.547	kev ruaj ntseg
salvation	trust	0.547	kev cawmdim
govern	trust	0.547	tswj hwm
law	trust	0.547	txoj cai
proud	trust	0.547	txaus siab
cheer	trust	0.547	zoo siab
reinforcement	trust	0.547	kev txhawb zog
promises	trust	0.547	khwv tau
invocation	trust	0.547	lus thov
provide	trust	0.547	muab
friendly	trust	0.547	phooj ywg
commanding	trust	0.547	txib
temperate	trust	0.547	kub
conciliation	trust	0.547	kev sib haum xeeb
convent	trust	0.547	convent
heritage	trust	0.547	cuab yeej cuab tam
independence	trust	0.547	kev ywj pheej
rejoice	trust	0.547	zoo siab
engaging	trust	0.547	koom nrog
readiness	trust	0.547	kev npaj
registry	trust	0.547	npe
statement	trust	0.547	nqe lus
liberty	trust	0.547	kev ywj pheej
forgive	trust	0.547	zam txim
ancestral	trust	0.547	poj koob yawm txwv
impenetrable	trust	0.547	impenetrable
choices	trust	0.539	cog lus
psalms	trust	0.539	nkauj
majority	trust	0.539	feem ntau
antidote	trust	0.539	tshuaj tua kab mob
tantamount	trust	0.539	tantamount
perfect	trust	0.539	zoo tag nrho
regularity	trust	0.539	tsis tu ncua
chronicle	trust	0.539	keeb kwm
ensemble	trust	0.539	pawg
applause	trust	0.539	npuaj teg
obedience	trust	0.539	kev mloog lus
aspiring	trust	0.539	xav
watchman	trust	0.539	neeg saib xyuas
inimitable	trust	0.539	inimitable
chastity	trust	0.539	kev coj dawb huv
architecture	trust	0.539	architecture
stamina	trust	0.539	lub zog
delightful	trust	0.539	zoo siab
exalted	trust	0.539	ua siab loj
relevant	trust	0.539	cuam tshuam
reinforcements	trust	0.539	kev txhawb zog
proctor	trust	0.539	proctor
immovable	trust	0.539	txav tsis tau
instructions	trust	0.539	cov lus qhia
define	trust	0.539	txhais
uncensured	trust	0.539	tsis pom kev
institute	trust	0.539	lub koom haum
responsive	trust	0.539	teb
recovery	trust	0.539	rov qab los
obliging	trust	0.539	obliging
obvious	trust	0.539	pom tseeb
forefathers	trust	0.539	yawm txiv
eager	trust	0.539	siab xav
inoculation	trust	0.539	inoculation
admitting	trust	0.539	lees
memorable	trust	0.539	nco tau
hospital	trust	0.531	tsev kho mob
rescue	trust	0.531	cawm
deed	trust	0.531	kev ua
princely	trust	0.531	nom tswv
retirement	trust	0.531	nyiaj laus
cradle	trust	0.531	txaj
immunization	trust	0.531	txhaj tshuaj tiv thaiv
bloom	trust	0.531	paj
candid	trust	0.531	ncaj ncees
evergreen	trust	0.531	ntsuab ntsuab
ballot	trust	0.531	daim ntawv xaiv tsa
accompaniment	trust	0.531	nrog rau
verily	trust	0.531	tseeb
inseparable	trust	0.531	sib cais tsis tau
analyst	trust	0.531	kws tshuaj ntsuam
strive	trust	0.531	siv zog
dependent	trust	0.531	nyob
heavens	trust	0.531	ntuj ceeb tsheej
answerable	trust	0.531	teb tau
school	trust	0.531	tsev kawm ntawv
terms	trust	0.531	nqe lus
center	trust	0.531	chaw
firstborn	trust	0.531	tus tub hlob
transcript	trust	0.531	cov ntawv sau tseg
fraternal	trust	0.531	kwv tij
omniscient	trust	0.531	omniscient
seal	trust	0.531	foob
edification	trust	0.531	kev tsim kho
doubtless	trust	0.531	tsis ua xyem xyav
deliverance	trust	0.531	kev cawmdim
sponsor	trust	0.531	tus txhawb nqa
expedient	trust	0.531	tsim nyog
bride	trust	0.531	nkauj nyab
refuge	trust	0.531	chaw nkaum
approbation	trust	0.527	kev pom zoo
chaplain	trust	0.523	tub ceev xwm
laureate	trust	0.523	tus yeej
liberate	trust	0.523	tso tawm
coronation	trust	0.523	coronation
adoration	trust	0.523	kev qhuas
countenance	trust	0.523	ntsej muag
honeymoon	trust	0.523	zib mu
connoisseur	trust	0.523	tus paub
notable	trust	0.523	tseem ceeb
benedictory	trust	0.523	tau txais txiaj ntsig
celebration	trust	0.523	kev ua koob tsheej
neighbor	trust	0.523	neeg nyob ze
unbroken	trust	0.523	tsis tawg
award	trust	0.523	khoom plig
improvement	trust	0.523	kev txhim kho
hug	trust	0.523	puag
graduation	trust	0.523	kawm tiav
correctness	trust	0.523	kev raug
winning	trust	0.523	yeej
paragon	trust	0.523	paragon
ratify	trust	0.523	pom zoo
powerful	trust	0.523	muaj zog
elevation	trust	0.523	qhov siab
commonwealth	trust	0.523	kev khwv noj khwv haus
account	trust	0.523	tus account
unimpeached	trust	0.523	tsis muaj txim
taught	trust	0.523	qhia
salutary	trust	0.523	salutary
captivate	trust	0.523	captivate
dictionary	trust	0.523	phau ntawv txhais lus
nobility	trust	0.523	nom tswv
ourselves	trust	0.523	kev xaiv
feeling	trust	0.518	kev xav
amen	trust	0.516	amen
committee	trust	0.516	pawg neeg
reverie	trust	0.516	reverie
deserve	trust	0.516	tsim nyog
fully	trust	0.516	tag nrho
compliment	trust	0.516	qhuas
obstetrician	trust	0.516	obstetrician
enchanted	trust	0.516	enchanted
inform	trust	0.516	qhia
association	trust	0.516	kev koom tes
credit	trust	0.516	credit
passwords	trust	0.516	peb tus kheej
freely	trust	0.516	ywj siab
framework	trust	0.516	lub moj khaum
nobleman	trust	0.516	tus nom tswv
formative	trust	0.516	tsim tawm
tender	trust	0.516	kev sib tw
measure	trust	0.516	ntsuas
advent	trust	0.516	tuaj txog
management	trust	0.516	kev tswj hwm
confession	trust	0.516	lees txim
remedy	trust	0.516	tshuaj
sentinel	trust	0.516	tub txib
pray	trust	0.516	thov Vajtswv
perpetuity	trust	0.516	kev nyob mus ib txhis
tribunal	trust	0.516	rooj plaub
minded	trust	0.516	xav
organization	trust	0.516	koom haum
predominant	trust	0.516	tseem ceeb
volunteer	trust	0.509	pab dawb
accolade	trust	0.508	qhuas
courtship	trust	0.508	kev sib tham
patronage	trust	0.508	kev txhawb nqa
philosopher	trust	0.508	tus kws tshawb fawb
confessional	trust	0.508	lees txim
diversity	trust	0.508	ntau haiv neeg
virgin	trust	0.508	nkauj xwb
venerable	trust	0.508	hwm
policy	trust	0.508	txoj cai
intact	trust	0.508	tsis zoo
custodian	trust	0.508	tus neeg saib xyuas
automatic	trust	0.508	tsis siv neeg
unsurpassed	trust	0.508	tsis muaj kev vam meej
shepherd	trust	0.508	tus tswv yug yaj
reward	trust	0.508	nqi zog
beautification	trust	0.508	kev zoo nkauj
medical	trust	0.508	kho mob
constable	trust	0.508	ruaj
forgiving	trust	0.508	zam txim
tolerance	trust	0.508	kam rau ua
priest	trust	0.508	pov thawj
enable	trust	0.508	pab
vouch	trust	0.508	daim ntawv
lieutenant	trust	0.508	tus tub rog
instruct	trust	0.508	qhia
housewife	trust	0.508	niam tsev
admissible	trust	0.508	nkag tau
sovereign	trust	0.508	kav teb chaws
amour	trust	0.508	kev nyiam
savor	trust	0.508	qab
darling	trust	0.500	hlub
related	trust	0.500	ntsig txog
infallibility	trust	0.500	kev poob siab
watchful	trust	0.500	ceev faj
nerds	trust	0.500	passwords
instruction	trust	0.500	kev qhia
doctrine	trust	0.500	lus qhuab qhia
birth	trust	0.500	yug
timing	trust	0.500	sij hawm
infinity	trust	0.500	tsis kawg
religions	trust	0.500	nerds
warden	trust	0.500	tub ceev xwm
optimist	trust	0.500	optimist
apologetic	trust	0.500	thov txim
gateway	trust	0.500	lub rooj vag
pontiff	trust	0.500	pontiff
alive	trust	0.500	ciaj sia
indelible	trust	0.500	kho tsis tau
personal	trust	0.500	tus kheej
pious	trust	0.500	pious
majesty	trust	0.500	koob meej
synchronize	trust	0.500	synchronize
guard	trust	0.500	zov
retain	trust	0.500	khaws cia
romantic	trust	0.500	romantic
superman	trust	0.500	superman
info	trust	0.500	cov ntaub ntawv
backer	trust	0.500	thaub qab
undying	trust	0.500	tsis tuag
vindication	trust	0.500	kev ua txhaum
badge	trust	0.500	daim paib
treasure	trust	0.500	cov khoom muaj nqis
guru	trust	0.500	guru
church	trust	0.492	pawg ntseeg
formality	trust	0.492	kev cai
contributor	trust	0.492	pab txhawb
radiance	trust	0.492	radiance
psalm	trust	0.492	nkauj
laudatory	trust	0.492	qhuas
grandchildren	trust	0.492	cov xeeb ntxwv
popularity	trust	0.492	nrov
salute	trust	0.492	ua tsaug
hosannah	trust	0.492	hosannah
attraction	trust	0.492	kev nyiam
efforts	trust	0.492	kev txiav txim
privy	trust	0.492	tus kheej
improve	trust	0.492	txhim kho
sheriff	trust	0.492	tub ceev xwm
chairman	trust	0.492	tus thawj tswj hwm
judgement	trust	0.492	lus pov thawj
harbor	trust	0.492	chaw nres nkoj
elegance	trust	0.492	elegance
hardy	trust	0.492	hardy
umpire	trust	0.492	tus thawj coj
constitute	trust	0.492	ua
proverbs	trust	0.492	kev ntseeg
jubilant	trust	0.492	jubilant
aspire	trust	0.492	aspire
synonymous	trust	0.492	lub ntsiab lus
inevitable	trust	0.492	kev tsis pom kev
musical	trust	0.492	suab paj nruag
spokesman	trust	0.492	tus cev lus
endow	trust	0.492	endow
fellow	trust	0.492	phooj ywg
grow	trust	0.492	loj hlob
moderator	trust	0.492	tus neeg saib xyuas
enjoy	trust	0.484	lom zem
found	trust	0.484	pom
armor	trust	0.484	armor
colonel	trust	0.484	Colonel
referee	trust	0.484	tus txiav txim
favorite	trust	0.484	nyiam
assembly	trust	0.484	kev sib dhos
romance	trust	0.484	kev sib hlub
confess	trust	0.484	lees txim
sweet	trust	0.484	qab zib
crowning	trust	0.484	crowning
forecast	trust	0.484	kwv yees
affection	trust	0.484	kev hlub
approbate	trust	0.484	pom zoo
path	trust	0.484	txoj kev
concord	trust	0.484	kev sib haum xeeb
police	trust	0.484	tub ceev xwm
countryman	trust	0.484	neeg nyob teb chaws
income	trust	0.484	nyiaj tau los
ranger	trust	0.484	ranger
depth	trust	0.484	qhov tob
like	trust	0.484	nyiam
voucher	trust	0.484	daim ntawv pov thawj
diagnosis	trust	0.484	kuaj mob
hire	trust	0.484	ntiav
clean	trust	0.484	huv si
laudation	trust	0.484	kev qhuas
arbiter	trust	0.484	arbiter
purely	trust	0.477	dawb huv
votive	trust	0.477	votiv
expect	trust	0.477	cia siab
glory	trust	0.477	koob meej
counted	trust	0.477	kev siv zog
apologize	trust	0.477	thov txim
sterling	trust	0.477	sterling
word	trust	0.477	lus
follow	trust	0.477	ua raws
sermon	trust	0.477	lus qhuab qhia
consul	trust	0.477	Consul
calculator	trust	0.477	tshuab xam zauv
lamb	trust	0.477	yaj
veracity	trust	0.477	kev tseeb
matter	trust	0.477	teeb meem
parliament	trust	0.477	parliament
lover	trust	0.477	tus hlub
sacrifice	trust	0.477	kev txi
putative	trust	0.477	tso quav tso
preponderance	trust	0.477	kev xav ua ntej
landmark	trust	0.477	thaj chaw
nursery	trust	0.477	chaw zov me nyuam
mathematical	trust	0.477	lej
frank	trust	0.477	frank
signature	trust	0.477	kos npe
policeman	trust	0.477	tub ceev xwm
episcopal	trust	0.477	episcopal
pastor	trust	0.477	xibhwb
eagerness	trust	0.469	kev mob siab
mighty	trust	0.469	muaj zog
recruits	trust	0.469	nrhiav neeg ua haujlwm
tribune	trust	0.469	tribune
author	trust	0.469	tus sau
effective	trust	0.469	siv tau
intended	trust	0.469	npaj
passion	trust	0.469	mob siab rau
religion	trust	0.469	kev ntseeg
flagship	trust	0.469	flagship
immerse	trust	0.469	raus dej
capacity	trust	0.469	muaj peev xwm
associate	trust	0.469	koom nrog
cashier	trust	0.469	tus neeg txais nyiaj
regal	trust	0.469	kev cai
dove	trust	0.469	nquab
tutelage	trust	0.469	tutelage
underwrite	trust	0.469	sau ntawv hauv qab
uncritical	trust	0.469	tsis tsim nyog
prefer	trust	0.469	nyiam
instructor	trust	0.469	tus kws qhia
gain	trust	0.469	nce
marshal	trust	0.469	tub ceev xwm
judgment	trust	0.469	kev txiav txim
judicious	trust	0.469	kev txiav txim
top	trust	0.469	saum
title	trust	0.469	lub npe
vicar	trust	0.469	vicar
bridesmaid	trust	0.469	nkauj muam nraug nus
commission	trust	0.469	commission
lifestyle	trust	0.461	txoj kev ua neej
aunt	trust	0.461	tus phauj
attendant	trust	0.461	tus neeg saib xyuas
enroll	trust	0.461	rau npe
priesthood	trust	0.461	lub pov thawj hwj
trade	trust	0.461	kev lag luam
crucial	trust	0.461	tseem ceeb heev
moorings	trust	0.461	moorings
kitten	trust	0.461	miv
medal	trust	0.461	khoom plig
oblige	trust	0.461	xav tau
manage	trust	0.461	tswj
magnetic	trust	0.461	Sib nqus
custody	trust	0.461	saib xyuas
necessarily	trust	0.461	tsim nyog
partake	trust	0.461	noj
cautious	trust	0.461	ceev faj
consecration	trust	0.461	kev fij tseg
courier	trust	0.461	xa xov
bank	trust	0.461	txhab nyiaj
lesson	trust	0.461	zaj lus qhia
patriarchal	trust	0.461	yawg suab
eventually	trust	0.461	suav
commerce	trust	0.461	kev lag luam
contains	trust	0.461	thaum kawg
theological	trust	0.461	kev ntseeg
socially	trust	0.461	muaj
admitted	trust	0.461	tau txais
fortress	trust	0.461	lub fortress
cathedral	trust	0.455	lub tsev teev ntuj
deputy	trust	0.453	tus thawj coj
commonplace	trust	0.453	qhov chaw
puppy	trust	0.453	menyuam dev
president	trust	0.453	tus thawj tswj hwm
finally	trust	0.453	thaum kawg
governor	trust	0.453	tus tswv xeev
synergistic	trust	0.453	kev sib koom ua ke
excited	trust	0.453	zoo siab
encomium	trust	0.453	encomium
chart	trust	0.453	daim duab
perceive	trust	0.453	pom
insulation	trust	0.453	rwb thaiv tsev
present	trust	0.453	tam sim no
oasis	trust	0.453	oasis
eagle	trust	0.453	dav dawb hau
exchange	trust	0.453	pauv
foresee	trust	0.453	ua ntej
strategist	trust	0.453	tus tswv yim
journeyman	trust	0.453	tus neeg taug kev
dawn	trust	0.453	kaj ntug
laud	trust	0.453	laud
level	trust	0.453	qib
chairwoman	trust	0.453	tus thawj coj
tradesmen	trust	0.445	kev sib raug zoo
asserting	trust	0.445	kev lees paub
negotiate	trust	0.445	sib tham
sensual	trust	0.445	kev xav
chocolate	trust	0.445	chocolate
crew	trust	0.445	neeg coob
remains	trust	0.445	seem
dictum	trust	0.445	lus hais
theorem	trust	0.445	theorem
sir	trust	0.445	tus tswv
employ	trust	0.445	ua hauj lwm
usual	trust	0.445	ib txwm
operation	trust	0.445	kev ua haujlwm
magnify	trust	0.445	loj
director	trust	0.445	tus thawj coj
formula	trust	0.445	qauv
chemist	trust	0.445	kws tshuaj
enliven	trust	0.445	enliven
chancellor	trust	0.445	tus thawj tswj hwm
orthodoxy	trust	0.445	orthodoxy
lodging	trust	0.445	chaw pw
exaltation	trust	0.445	kev ua siab loj
lord	trust	0.445	tus tswv
handbook	trust	0.445	phau ntawv qhia
bridegroom	trust	0.445	nraug vauv
matters	trust	0.445	cov tub lag luam
orchestra	trust	0.445	suab paj nruag
impart	trust	0.445	qhia
statistical	trust	0.445	txheeb cais
indemnity	trust	0.445	kev them nyiaj
governess	trust	0.438	kev tswj hwm
imagination	trust	0.438	kev xav
butler	trust	0.438	tus neeg saib xyuas
conformity	trust	0.438	kev sib haum xeeb
digit	trust	0.438	tus lej
comptroller	trust	0.438	tus saib xyuas
economy	trust	0.438	kev lag luam
conveyancing	trust	0.438	kev thauj khoom
arbitrator	trust	0.438	tus kws txiav txim plaub ntug
emphasize	trust	0.438	tsom xam
exhaustive	trust	0.438	tag nrho
abbot	trust	0.438	tus thawj tswj hwm
atone	trust	0.438	theej
cabinet	trust	0.438	txee
merci	trust	0.438	teeb meem
tandem	trust	0.438	tandem
elite	trust	0.438	cov neeg tseem ceeb
inauguration	trust	0.438	pib
elect	trust	0.438	xaiv
encore	trust	0.438	encore
villager	trust	0.438	neeg nyob
oracle	trust	0.438	oracle
fate	trust	0.438	txoj hmoo
sun	trust	0.438	hnub
pay	trust	0.430	them
base	trust	0.430	puag
bridal	trust	0.430	nkauj nyab
persuade	trust	0.430	yaum
lender	trust	0.430	qiv nyiaj
playful	trust	0.430	ua si
occupant	trust	0.430	tus neeg nyob
impressionable	trust	0.430	impressionable
resources	trust	0.430	peev txheej
repay	trust	0.430	them rov qab
toughness	trust	0.430	tawv
rule	trust	0.430	txoj cai
elucidate	trust	0.430	piav qhia
utopian	trust	0.430	utopian
wealth	trust	0.430	kev nplua nuj
compact	trust	0.430	compact
errand	trust	0.430	ua haujlwm
simplify	trust	0.430	ua kom yooj yim
neutrality	trust	0.430	kev tsis ncaj ncees
count	trust	0.430	suav
grit	trust	0.430	grit
differential	trust	0.430	sib txawv
