English Word	Emotion	Emotion-Intensity-Score	Greek Word
newcomer	surprise	0.352	νεοφερμένος
obit	surprise	0.352	obit
postponement	surprise	0.352	αναβολή
award	surprise	0.352	βραβείο
clown	surprise	0.352	κλόουν
highest	surprise	0.344	ύψιστος
hero	surprise	0.344	ήρωας
glorify	surprise	0.344	δοξάζω
proficiency	surprise	0.344	ικανότητα
start	surprise	0.344	αρχή
wonderfully	surprise	0.344	υπέροχα
celebrity	surprise	0.344	διασημότητα
rekindle	surprise	0.336	ξανανάβω
optimism	surprise	0.336	αισιοδοξία
sanctify	surprise	0.336	αγιάζω
unbeaten	surprise	0.336	ανίκητος
prodigious	surprise	0.336	καταπληκτικός
grin	surprise	0.336	γκριμάτσα
memorable	surprise	0.336	αξιομνημόνευτος
warned	surprise	0.336	προειδοποίησε
dissolution	surprise	0.336	διάλυση
hypertrophy	surprise	0.328	υπερτροφία
admiration	surprise	0.328	θαυμασμός
examination	surprise	0.320	εξέταση
angel	surprise	0.320	άγγελος
present	surprise	0.320	παρόν
catch	surprise	0.320	σύλληψη
hap	surprise	0.320	τύχη
saint	surprise	0.312	άγιος
embrace	surprise	0.312	εναγκαλισμός
flirt	surprise	0.312	φλερτάρω
puma	surprise	0.312	πούμα
kiss	surprise	0.312	φιλί
liberty	surprise	0.312	ελευθερία
scrimmage	surprise	0.312	ταραχή
treat	surprise	0.312	θεραπεύω
inaffable	surprise	0.312	άφατος
occasional	surprise	0.312	τυχαίος
dismissal	surprise	0.312	απόλυση
perfection	surprise	0.305	τελειότητα
saintly	surprise	0.305	άγιος
gratify	surprise	0.305	ικανοποιώ
generosity	surprise	0.305	γενναιοδωρία
sally	surprise	0.305	έξοδος
palpable	surprise	0.297	χειροπιαστός
finally	surprise	0.297	τελικά
differently	surprise	0.297	διαφορετικά
polarity	surprise	0.297	πόλωση
ceremony	surprise	0.297	τελετή
favorable	surprise	0.297	ευνοϊκός
larger	surprise	0.297	μεγαλύτερος
warn	surprise	0.297	προειδοποιώ
medal	surprise	0.289	μετάλλιο
romance	surprise	0.289	ειδύλλιο
inviting	surprise	0.289	ελκυστικός
greeting	surprise	0.289	χαιρετισμός
resignation	surprise	0.281	παραίτηση
accolade	surprise	0.281	χειροτονία ιππότου
labor	surprise	0.281	εργασία
candid	surprise	0.281	ειλικρινής
trip	surprise	0.281	ταξίδι
stare	surprise	0.273	κοιτάζω
admire	surprise	0.266	θαυμάζω
glimmer	surprise	0.266	φέγγω
playful	surprise	0.266	παιχνιδιάρικος
somatic	surprise	0.266	σωματικός
festival	surprise	0.266	Φεστιβάλ
mimicry	surprise	0.266	διακωμώδηση
insolvency	surprise	0.266	αφερεγγυότητα
immerse	surprise	0.266	βυθίζω
invite	surprise	0.266	καλώ
compensate	surprise	0.266	αποζημιώνω
receiving	surprise	0.258	λήψη
complement	surprise	0.258	συμπλήρωμα
chuckle	surprise	0.258	συγκρατημένο γέλιο
laugh	surprise	0.258	γέλιο
hypothesis	surprise	0.258	υπόθεση
honeymoon	surprise	0.250	ΓΑΜΗΛΙΟ ΤΑΞΙΔΙ
opera	surprise	0.242	ΛΥΡΙΚΗ ΣΚΗΝΗ
pleasant	surprise	0.242	ευχάριστος
marry	surprise	0.242	παντρεύω
independence	surprise	0.242	ανεξαρτησία
chant	surprise	0.234	άσμα
holiness	surprise	0.234	αγιότητα
assessment	surprise	0.234	εκτίμηση
rhythmical	surprise	0.234	ρυθμικός
hopeful	surprise	0.234	ελπιδοφόρος
leave	surprise	0.234	άδεια
trophy	surprise	0.234	τρόπαιο
deal	surprise	0.227	συμφωνία
procession	surprise	0.227	πομπή
placard	surprise	0.227	πλακάτ
shopping	surprise	0.219	ψώνια
musical	surprise	0.219	μιούζικαλ
cherish	surprise	0.219	διατηρώ
good	surprise	0.219	Καλός
dawn	surprise	0.211	αυγή
simplify	surprise	0.211	απλοποιώ
shell	surprise	0.211	κέλυφος
morals	surprise	0.203	ήθη
money	surprise	0.203	χρήματα
nullify	surprise	0.203	ακυρώ
purity	surprise	0.203	καθαρότητα
sweet	surprise	0.203	γλυκός
synchronize	surprise	0.195	συγχρονίζω
precious	surprise	0.195	πολύτιμος
humanitarian	surprise	0.195	φιλάνθρωπος
preservative	surprise	0.195	συντηρητικό
unfulfilled	surprise	0.195	ανεκπλήρωτος
obliging	surprise	0.188	περιποιητικός
singularly	surprise	0.188	μεμονωμένα
graduation	surprise	0.180	αποφοίτηση
foresee	surprise	0.180	προβλέπω
pray	surprise	0.180	προσεύχομαι
lovely	surprise	0.180	ωραίος
thirst	surprise	0.172	δίψα
mouth	surprise	0.172	στόμα
youth	surprise	0.172	νεολαία
sun	surprise	0.172	ήλιος
art	surprise	0.172	τέχνη
goodness	surprise	0.164	καλοσύνη
latent	surprise	0.156	λανθάνων
visor	surprise	0.156	προσωπίδα
overdue	surprise	0.156	εκπρόθεσμος
practiced	surprise	0.156	εξασκημένος
loyal	surprise	0.148	πιστός
expect	surprise	0.148	αναμένω
wireless	surprise	0.148	ασύρματος
destination	surprise	0.148	προορισμός
infant	surprise	0.141	βρέφος
cream	surprise	0.141	κρέμα
slush	surprise	0.141	λίπος
quote	surprise	0.141	παραθέτω, αναφορά
playground	surprise	0.133	παιδική χαρά
vote	surprise	0.125	ψήφος
teach	surprise	0.125	διδάσκω
organization	surprise	0.125	οργάνωση
dolphin	surprise	0.117	δελφίνι
weight	surprise	0.117	βάρος
smile	surprise	0.117	χαμόγελο
sisterhood	surprise	0.109	αδελφότητα
cable	surprise	0.109	καλώδιο
sunny	surprise	0.102	ηλιόλουστος
steady	surprise	0.094	σταθερά
peaceful	surprise	0.086	ειρηνικός
spa	surprise	0.086	ιαματική πηγή
leisure	surprise	0.086	ελεύθερος χρόνος
picnic	surprise	0.078	πικνίκ
tree	surprise	0.078	δέντρο
worm	surprise	0.055	σκουλήκι
truthfulness	trust	0.906	φιλαλήθεια
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	αξιόπιστος
honor	trust	0.844	τιμή
honesty	trust	0.844	τιμιότητα
honest	trust	0.844	τίμιος
truth	trust	0.844	αλήθεια
truthful	trust	0.836	αληθής
trusting	trust	0.836	εμπιστευόμενος
brotherhood	trust	0.820	αδελφότητα
entrust	trust	0.812	εμπιστεύομαι
committed	trust	0.805	δεσμευμένος
loyalty	trust	0.805	αφοσίωση
integrity	trust	0.805	ακεραιότητα
honorable	trust	0.805	αξιότιμος
trust	trust	0.805	εμπιστοσύνη
credibility	trust	0.805	αξιοπιστία
faithful	trust	0.797	πιστός
sincere	trust	0.797	ειλικρινής
partnership	trust	0.789	συνεταιρισμός
responsible	trust	0.789	υπεύθυνος
true	trust	0.789	αληθής
wisdom	trust	0.789	σοφία
verification	trust	0.781	επαλήθευση
cooperative	trust	0.781	συνεργατική
vow	trust	0.781	όρκος
oath	trust	0.781	όρκος
respectable	trust	0.773	αξιοσέβαστος
sisterhood	trust	0.773	αδελφότητα
hero	trust	0.773	ήρωας
credible	trust	0.773	αξιόπιστος
promise	trust	0.773	υπόσχεση
verified	trust	0.773	επαληθεύτηκε
qualified	trust	0.766	αρμόδιος
authentication	trust	0.766	αυθεντικοποίηση
respected	trust	0.766	σεβαστός
compassion	trust	0.759	συμπόνια
approval	trust	0.758	έγκριση
moral	trust	0.758	ηθικός
reliability	trust	0.758	αξιοπιστία
trusts	trust	0.758	έμπιστος
safekeeping	trust	0.758	φύλαξη
reputable	trust	0.758	ευυπόληπτος
love	trust	0.758	αγάπη
friend	trust	0.750	φίλος
stable	trust	0.750	σταθερός
authentic	trust	0.750	αυθεντικός
competence	trust	0.750	επάρκεια
safeguard	trust	0.750	προστασία
companion	trust	0.750	σύντροφος
advised	trust	0.750	συμβουλεύτηκε
respect	trust	0.750	Σεβασμός
loyal	trust	0.750	πιστός
genuine	trust	0.750	γνήσιος
friendships	trust	0.750	καταπιστεύματα
ally	trust	0.750	σύμμαχος
proven	trust	0.742	αποδεδειγμένος
freedom	trust	0.742	ελευθερία
respects	trust	0.742	σέβη
accepting	trust	0.742	φιλίες
faith	trust	0.742	πίστη
wholesome	trust	0.742	υγιεινός
heartfelt	trust	0.734	εγκάρδιος
unification	trust	0.734	ενοποίηση
confirmation	trust	0.734	επιβεβαίωση
protecting	trust	0.734	προστατεύοντας
reassurance	trust	0.734	καθησύχαση
trustee	trust	0.734	θεματοφύλακας
supporter	trust	0.734	υποστηρικτής
respectful	trust	0.734	γεμάτος σεβασμό
admirable	trust	0.734	θαυμαστός
fact	trust	0.727	γεγονός
friendship	trust	0.727	φιλία
partners	trust	0.727	αποδοχή
confidentially	trust	0.727	εμπιστευτικώς
confident	trust	0.727	βέβαιος
equality	trust	0.727	ισότητα
alliance	trust	0.727	ΣΥΜΜΑΧΙΑ
credential	trust	0.727	πιστοποιητικό
believing	trust	0.727	πιστεύοντας
excellence	trust	0.727	υπεροχή
agreement	trust	0.727	συμφωνία
closeness	trust	0.719	εγγύτητα
authenticate	trust	0.719	πιστοποιώ την αυθεντικότητα
virtuous	trust	0.719	ενάρετος
intelligence	trust	0.719	νοημοσύνη
kindred	trust	0.719	συγγενείς
virtue	trust	0.719	αρετή
honored	trust	0.719	τιμημένος
justice	trust	0.711	δικαιοσύνη
charitable	trust	0.711	φιλάνθρωπος
determination	trust	0.711	προσδιορισμός
creditable	trust	0.711	αξιόπιστος
consistency	trust	0.711	συνοχή
allegiance	trust	0.711	υποταγή
cooperation	trust	0.711	συνεργασία
guarantee	trust	0.711	εγγύηση
dedication	trust	0.711	αφιέρωση
straightforward	trust	0.711	ειλικρινής
cooperating	trust	0.711	συνεργαζόμενοι
reliable	trust	0.703	αξιόπιστος
nurture	trust	0.703	ανατροφή
mother	trust	0.703	μητέρα
fulfilled	trust	0.703	πληρούνται
admiration	trust	0.703	θαυμασμός
mentor	trust	0.703	μέντορας
guardianship	trust	0.703	κηδεμονία
assurance	trust	0.703	ασφάλεια
morality	trust	0.703	ηθική
motherhood	trust	0.703	μητρότητα
innocent	trust	0.703	αθώος
reverence	trust	0.703	ευλάβεια
sanctuary	trust	0.703	άσυλο
friendliness	trust	0.703	φιλικότητα
prepared	trust	0.703	έτοιμος
admire	trust	0.703	θαυμάζω
protected	trust	0.703	προστατεύονται
proof	trust	0.703	απόδειξη
bodyguard	trust	0.695	σωματοφύλακας
skillful	trust	0.695	επιδέξιος
marriage	trust	0.695	γάμος
allied	trust	0.695	σύμμαχος
morals	trust	0.695	ήθη
humanitarian	trust	0.695	φιλάνθρωπος
pact	trust	0.695	συμφωνία
courage	trust	0.695	θάρρος
accountable	trust	0.695	υπεύθυνος
agreeable	trust	0.695	ευχάριστος
united	trust	0.695	ενωμένος
indestructible	trust	0.695	άφθαρτος
approving	trust	0.695	εγκρίνοντας
guardian	trust	0.695	κηδεμόνας
compassionate	trust	0.695	συμπονετικός
scientist	trust	0.695	επιστήμονας
certified	trust	0.695	πιστοποιημένο
pledge	trust	0.688	ενέχυρο
adviser	trust	0.688	σύμβουλος
authenticity	trust	0.688	αυθεντικότητα
understanding	trust	0.688	κατανόηση
secure	trust	0.688	ασφαλής
guidance	trust	0.688	οδηγία
monogamy	trust	0.688	μονογαμία
valor	trust	0.688	ανδρεία
solidity	trust	0.688	στερεότητα
perfection	trust	0.688	τελειότητα
believed	trust	0.688	πίστευε
humanity	trust	0.688	ανθρωπότητα
justifiable	trust	0.688	δικαιολογημένος
competent	trust	0.688	ικανός
esteem	trust	0.688	εκτίμηση
protector	trust	0.680	προστάτης
inspire	trust	0.680	εμπνέω
hope	trust	0.680	Ελπίζω
strongest	trust	0.680	συνεργάτες
expertise	trust	0.680	εξειδίκευση
humble	trust	0.680	ταπεινός
indivisible	trust	0.680	αδιαίρετος
official	trust	0.680	επίσημος
affirm	trust	0.680	επιβεβαιώνουμε
familiarity	trust	0.680	εξοικείωση
confirmed	trust	0.680	επιβεβαιωμένος
diligence	trust	0.680	επιμέλεια
grandfather	trust	0.680	παππούς
advocacy	trust	0.680	υπεράσπιση
goodness	trust	0.680	καλοσύνη
commendable	trust	0.680	αξιέπαινος
acceptance	trust	0.680	αποδοχή
diplomatic	trust	0.680	διπλωματικός
leader	trust	0.680	ηγέτης
confide	trust	0.680	εμπιστεύομαι
agreeing	trust	0.680	συμφωνώντας
approve	trust	0.680	εγκρίνω
professional	trust	0.680	επαγγελματίας
elders	trust	0.680	γέροντες
confidential	trust	0.680	εμπιστευτικός
faultless	trust	0.672	άψογος
believes	trust	0.672	δεκτός
sanctify	trust	0.672	αγιάζω
intelligent	trust	0.672	έξυπνος
safe	trust	0.672	ασφαλής
accepted	trust	0.672	ισχυρότερος
dignity	trust	0.672	αξιοπρέπεια
unwavering	trust	0.672	ακλόνητος
encyclopedia	trust	0.672	εγκυκλοπαιδεία
mastery	trust	0.672	μαεστρία
cohesive	trust	0.672	συνεκτικός
harmoniously	trust	0.672	αρμονικά
benevolence	trust	0.672	καλοσύνη
healing	trust	0.672	φαρμακευτικός
accredited	trust	0.672	διαπιστευμένος
covenant	trust	0.672	σύμφωνο
accountability	trust	0.664	Ευθύνη
team	trust	0.664	ομάδα
authority	trust	0.664	εξουσία
heroic	trust	0.664	ηρωϊκός
reliance	trust	0.664	εξάρτηση
expert	trust	0.664	ειδικός
communicate	trust	0.664	ΕΠΙΚΟΙΝΩΝΩ
spiritual	trust	0.664	πνευματικός
impeccable	trust	0.664	άψογος
specialist	trust	0.664	ειδικός
affirmatively	trust	0.664	καταφατικά
proficient	trust	0.664	εντριβής
fulfillment	trust	0.664	εκπλήρωση
advocate	trust	0.664	συνήγορος
disciple	trust	0.664	μαθητής
attestation	trust	0.664	επιβεβαίωση
merit	trust	0.664	αξία
supporting	trust	0.664	υποστηρίζοντας
ambassador	trust	0.664	πρεσβευτής
guidebook	trust	0.664	οδηγός
accept	trust	0.664	αποδέχομαι
strengthening	trust	0.661	τόνοση
holiness	trust	0.656	αγιότητα
facts	trust	0.656	γεγονότα
warranty	trust	0.656	εγγύηση
strength	trust	0.656	δύναμη
relationship	trust	0.656	σχέση
defended	trust	0.656	υπερασπίστηκε
constancy	trust	0.656	σταθερότητα
favorable	trust	0.656	ευνοϊκός
gentleman	trust	0.656	κύριος
counsel	trust	0.656	ο ΣΥΝΗΓΟΡΟΣ
scientific	trust	0.656	επιστημονικός
structure	trust	0.656	δομή
elder	trust	0.656	μεγαλύτερος
excellent	trust	0.656	έξοχος
achieve	trust	0.656	φέρνω σε πέρας
steadfast	trust	0.656	σταθερός
familiar	trust	0.656	οικείος
proficiency	trust	0.656	ικανότητα
supports	trust	0.656	πιστεύει
counselor	trust	0.648	σύμβουλος
lovable	trust	0.648	αξιαγάπητος
advisable	trust	0.648	ορθός
agreed	trust	0.648	σύμφωνος
heroism	trust	0.648	ηρωϊσμός
rely	trust	0.648	βασίζομαι
uphold	trust	0.648	στηρίζω
brother	trust	0.648	αδελφός
matrimony	trust	0.648	γάμος
assuredly	trust	0.648	βεβαίως
peaceful	trust	0.648	ειρηνικός
saint	trust	0.648	άγιος
unconditionally	trust	0.648	δέχεται
solidarity	trust	0.648	αλληλεγγύη
accepts	trust	0.648	υποστηρίζει
inspiration	trust	0.648	έμπνευση
noble	trust	0.648	ευγενής
successful	trust	0.648	επιτυχής
harmony	trust	0.648	αρμονία
protective	trust	0.648	προστατευτικός
