English Word	Emotion	Emotion-Intensity-Score	Igbo Word
uncensured	trust	0.539	enweghị mkpuchi
institute	trust	0.539	ulo akwukwo
responsive	trust	0.539	na-anabata
recovery	trust	0.539	mgbake
obliging	trust	0.539	na-amanye
obvious	trust	0.539	doro anya
forefathers	trust	0.539	nna nna
eager	trust	0.539	ịnụ ọkụ n'obi
inoculation	trust	0.539	inoculation
admitting	trust	0.539	na-ekweta
memorable	trust	0.539	echefu echefu
hospital	trust	0.531	ụlọ ọgwụ
rescue	trust	0.531	nnapụta
deed	trust	0.531	omume
princely	trust	0.531	eze
retirement	trust	0.531	ezumike nka
cradle	trust	0.531	nwatakiri
immunization	trust	0.531	ọgwụ mgbochi ọrịa
bloom	trust	0.531	oge ntoju
candid	trust	0.531	eziokwu
evergreen	trust	0.531	ebighebi
ballot	trust	0.531	votu
accompaniment	trust	0.531	nsoro
verily	trust	0.531	n'ezie
inseparable	trust	0.531	enweghị ikewapụ
analyst	trust	0.531	nyocha
strive	trust	0.531	gbalịsie ike
dependent	trust	0.531	dabere
heavens	trust	0.531	eluigwe
answerable	trust	0.531	azịza
school	trust	0.531	ụlọ akwụkwọ
terms	trust	0.531	okwu
center	trust	0.531	etiti
firstborn	trust	0.531	ọkpara
transcript	trust	0.531	transcript
fraternal	trust	0.531	nwanne
omniscient	trust	0.531	maara ihe nile
seal	trust	0.531	akara
edification	trust	0.531	iwuli elu
doubtless	trust	0.531	obi abụọ adịghị ya
deliverance	trust	0.531	nnapụta
sponsor	trust	0.531	onye nkwado
expedient	trust	0.531	bara uru
bride	trust	0.531	nwunye
refuge	trust	0.531	mgbaba
approbation	trust	0.527	nkwado
chaplain	trust	0.523	ụkọchukwu
laureate	trust	0.523	onye mmeri
liberate	trust	0.523	tọhapụ
coronation	trust	0.523	echichi
adoration	trust	0.523	ofufe
countenance	trust	0.523	ihu
honeymoon	trust	0.523	ezumike ezumike
connoisseur	trust	0.523	onye maara ihe
notable	trust	0.523	pụtara ìhè
benedictory	trust	0.523	benedictory
celebration	trust	0.523	ememe
neighbor	trust	0.523	onye agbata obi
unbroken	trust	0.523	agbajighị
award	trust	0.523	ihe nrite
improvement	trust	0.523	nkwalite
hug	trust	0.523	mmakọ
graduation	trust	0.523	ngụsị akwụkwọ
correctness	trust	0.523	ziri ezi
winning	trust	0.523	imeri
paragon	trust	0.523	paragon
ratify	trust	0.523	kwadoro
powerful	trust	0.523	ike
elevation	trust	0.523	elu
commonwealth	trust	0.523	Commonwealth
account	trust	0.523	akaụntụ
unimpeached	trust	0.523	enweghị atụ
taught	trust	0.523	kụziiri
salutary	trust	0.523	salutary
captivate	trust	0.523	na-adọrọ adọrọ
dictionary	trust	0.523	akwụkwọ ọkọwa okwu
nobility	trust	0.523	onye isi
ourselves	trust	0.523	nhọrọ
feeling	trust	0.518	mmetụta
amen	trust	0.516	amen
committee	trust	0.516	kọmitii
reverie	trust	0.516	reverie
deserve	trust	0.516	kwesiri
fully	trust	0.516	zuru oke
compliment	trust	0.516	otuto
obstetrician	trust	0.516	dibia bekee
enchanted	trust	0.516	enchanted
inform	trust	0.516	gwa
association	trust	0.516	mkpakọrịta
credit	trust	0.516	kredit
passwords	trust	0.516	onwe anyi
freely	trust	0.516	n'efu
framework	trust	0.516	kpuchie
nobleman	trust	0.516	onye isi
formative	trust	0.516	na-emepụta ihe
tender	trust	0.516	nro
measure	trust	0.516	tụọ
advent	trust	0.516	biakwa obibia
management	trust	0.516	njikwa
confession	trust	0.516	nkwuputa
remedy	trust	0.516	usọbọ
sentinel	trust	0.516	sentinel
pray	trust	0.516	kpee ekpere
perpetuity	trust	0.516	ebighi ebi
tribunal	trust	0.516	ụlọ ikpe
minded	trust	0.516	uche
organization	trust	0.516	nhazi
predominant	trust	0.516	nke kacha
volunteer	trust	0.509	afọ ofufo
accolade	trust	0.508	otuto
courtship	trust	0.508	mbedo
patronage	trust	0.508	nkwado
philosopher	trust	0.508	ọkà ihe ọmụma
confessional	trust	0.508	nkwuputa
diversity	trust	0.508	iche iche
virgin	trust	0.508	nwa agbọghọ na-amaghị nwoke
venerable	trust	0.508	kwesịrị nsọpụrụ
policy	trust	0.508	amụma
intact	trust	0.508	emebibeghị
custodian	trust	0.508	onye nlekọta
automatic	trust	0.508	akpaka
unsurpassed	trust	0.508	enweghị atụ
shepherd	trust	0.508	onye ọzụzụ atụrụ
reward	trust	0.508	ụgwọ ọrụ
beautification	trust	0.508	ịchọ mma
medical	trust	0.508	ọgwụ
constable	trust	0.508	onye uwe ojii
forgiving	trust	0.508	na-agbaghara
tolerance	trust	0.508	ndidi
priest	trust	0.508	ụkọchukwu
enable	trust	0.508	mee ka
vouch	trust	0.508	vouche
lieutenant	trust	0.508	onye isi ala
instruct	trust	0.508	nkuzi
housewife	trust	0.508	nwunye ulo
admissible	trust	0.508	nnabata
sovereign	trust	0.508	eze
amour	trust	0.508	amuru
savor	trust	0.508	ụtọ
darling	trust	0.500	enyi
related	trust	0.500	metụtara
infallibility	trust	0.500	enweghị ndahie
watchful	trust	0.500	na-eche nche
nerds	trust	0.500	okwuntughe
instruction	trust	0.500	ntụziaka
doctrine	trust	0.500	ozizi
birth	trust	0.500	ọmụmụ
timing	trust	0.500	oge
infinity	trust	0.500	enweghi ngwụcha
religions	trust	0.500	ndị nrịanrịa
warden	trust	0.500	onye nche
optimist	trust	0.500	nwere nchekwube
apologetic	trust	0.500	ịrịọ mgbaghara
gateway	trust	0.500	ọnụ ụzọ ámá
pontiff	trust	0.500	pontiff
alive	trust	0.500	dị ndụ
indelible	trust	0.500	enweghi ike igbapu
personal	trust	0.500	nkeonwe
pious	trust	0.500	nsọ
majesty	trust	0.500	ebube
synchronize	trust	0.500	mekọrịta
guard	trust	0.500	nche
retain	trust	0.500	jigide
romantic	trust	0.500	ihunanya
superman	trust	0.500	dike
info	trust	0.500	ozi
backer	trust	0.500	onye nkwado
undying	trust	0.500	na-anwụ anwụ
vindication	trust	0.500	n'ụta
badge	trust	0.500	baajị
treasure	trust	0.500	akụ
guru	trust	0.500	guru
church	trust	0.492	ụka
formality	trust	0.492	usoro iwu
contributor	trust	0.492	onye ntinye aka
radiance	trust	0.492	na-egbuke egbuke
psalm	trust	0.492	Abụ Ọma
laudatory	trust	0.492	otuto
grandchildren	trust	0.492	ụmụ ụmụ
popularity	trust	0.492	ewu ewu
salute	trust	0.492	ekele
hosannah	trust	0.492	hosana
attraction	trust	0.492	mmasi
efforts	trust	0.492	ikpe
privy	trust	0.492	nzuzo
improve	trust	0.492	kwalite
sheriff	trust	0.492	sheriff
chairman	trust	0.492	onyeisi oche
judgement	trust	0.492	ilu
harbor	trust	0.492	ọdụ ụgbọ mmiri
elegance	trust	0.492	ịdị mma
hardy	trust	0.492	siri ike
umpire	trust	0.492	umpire
constitute	trust	0.492	mejuputara
proverbs	trust	0.492	okpukpere chi
jubilant	trust	0.492	jubilant
aspire	trust	0.492	chọsie ike
synonymous	trust	0.492	synonym
inevitable	trust	0.492	apụghị izere ezere
musical	trust	0.492	egwu
spokesman	trust	0.492	ọnụ na-ekwuchitere
endow	trust	0.492	inye
fellow	trust	0.492	ibe
grow	trust	0.492	eto
moderator	trust	0.492	onye nhazi
enjoy	trust	0.484	nwee obi ụtọ
found	trust	0.484	hụrụ
armor	trust	0.484	ihe agha
colonel	trust	0.484	colonel
referee	trust	0.484	referii
favorite	trust	0.484	ọkacha mmasị
assembly	trust	0.484	mgbakọ
romance	trust	0.484	ihunanya
confess	trust	0.484	kwuputa
sweet	trust	0.484	ụtọ
crowning	trust	0.484	okpueze
forecast	trust	0.484	amụma
affection	trust	0.484	ịhụnanya
approbate	trust	0.484	dabara
path	trust	0.484	uzo
concord	trust	0.484	nkwekọrịta
police	trust	0.484	uwe ojii
countryman	trust	0.484	onye obodo
income	trust	0.484	ego
ranger	trust	0.484	onye nche
depth	trust	0.484	omimi
like	trust	0.484	dị ka
voucher	trust	0.484	akwụkwọ ego
diagnosis	trust	0.484	nchoputa
hire	trust	0.484	goro
clean	trust	0.484	dị ọcha
laudation	trust	0.484	otuto
arbiter	trust	0.484	onye ikpe
purely	trust	0.477	naanị
votive	trust	0.477	votu
expect	trust	0.477	na-atụ anya
glory	trust	0.477	ebube
counted	trust	0.477	mgbalị
apologize	trust	0.477	mgbaghara
sterling	trust	0.477	magburu onwe ya
word	trust	0.477	okwu
follow	trust	0.477	soro
sermon	trust	0.477	okwuchukwu
consul	trust	0.477	consul
calculator	trust	0.477	ihe mgbako
lamb	trust	0.477	nwa Atụrụ
veracity	trust	0.477	eziokwu
matter	trust	0.477	okwu
parliament	trust	0.477	nzuko omeiwu
lover	trust	0.477	onye hụrụ n'anya
sacrifice	trust	0.477	àjà
putative	trust	0.477	itinye ihe
preponderance	trust	0.477	preponderance
landmark	trust	0.477	akara ala
nursery	trust	0.477	ụlọ akwụkwọ ọta akara
mathematical	trust	0.477	mgbakọ na mwepụ
frank	trust	0.477	eziokwu
signature	trust	0.477	mbinye aka
policeman	trust	0.477	onye uwe ojii
episcopal	trust	0.477	episcopal
pastor	trust	0.477	pastọ
eagerness	trust	0.469	ịnụ ọkụ n'obi
mighty	trust	0.469	dike
recruits	trust	0.469	ndị na-ewe ọrụ
tribune	trust	0.469	tribune
author	trust	0.469	odee
effective	trust	0.469	dị irè
intended	trust	0.469	bu n'obi
passion	trust	0.469	ahuhu
religion	trust	0.469	okpukpere chi
flagship	trust	0.469	flagship
immerse	trust	0.469	imikpu
capacity	trust	0.469	ikike
associate	trust	0.469	onye mmekọ
cashier	trust	0.469	onye ego
regal	trust	0.469	eze
dove	trust	0.469	nduru
tutelage	trust	0.469	nkuzi
underwrite	trust	0.469	dee
uncritical	trust	0.469	enweghị nkatọ
prefer	trust	0.469	masịrị
instructor	trust	0.469	onye nkuzi
gain	trust	0.469	nweta
marshal	trust	0.469	marshal
judgment	trust	0.469	ikpe
judicious	trust	0.469	ikpe ziri ezi
top	trust	0.469	n'elu
title	trust	0.469	aha
vicar	trust	0.469	vicar
bridesmaid	trust	0.469	nwunye nwanyi
commission	trust	0.469	ọrụ
lifestyle	trust	0.461	ibi ndụ
aunt	trust	0.461	nwanne nne
attendant	trust	0.461	onye ozi
enroll	trust	0.461	debanye aha
priesthood	trust	0.461	ọkwa nchụ-aja
trade	trust	0.461	ahia
crucial	trust	0.461	dị oké mkpa
moorings	trust	0.461	ngaji
kitten	trust	0.461	nwa ewu
medal	trust	0.461	nrite
oblige	trust	0.461	iwu
manage	trust	0.461	jikwaa
magnetic	trust	0.461	magnetik
custody	trust	0.461	njide
necessarily	trust	0.461	ọ bụchaghị
partake	trust	0.461	rie nri
cautious	trust	0.461	kpachara anya
consecration	trust	0.461	nchuaja
courier	trust	0.461	onye ozi
bank	trust	0.461	ụlọ akụ
lesson	trust	0.461	nkuzi
patriarchal	trust	0.461	nna ochie
eventually	trust	0.461	gua
commerce	trust	0.461	azụmahịa
contains	trust	0.461	emechaa
theological	trust	0.461	nkà mmụta okpukpe
socially	trust	0.461	nwere
admitted	trust	0.461	kwetara
fortress	trust	0.461	ebe ewusiri ike
cathedral	trust	0.455	katidral
deputy	trust	0.453	osote
commonplace	trust	0.453	nkịtị
puppy	trust	0.453	nwa nkita
president	trust	0.453	onyeisi oche
finally	trust	0.453	n'ikpeazụ
governor	trust	0.453	gọvanọ
synergistic	trust	0.453	synergistic
excited	trust	0.453	obi ụtọ
encomium	trust	0.453	encomium
chart	trust	0.453	eserese
perceive	trust	0.453	ghọta
insulation	trust	0.453	mkpuchi
present	trust	0.453	ugbu a
oasis	trust	0.453	oasis
eagle	trust	0.453	ugo
exchange	trust	0.453	mgbanwe
foresee	trust	0.453	buru ụzọ hụ
strategist	trust	0.453	strategist
journeyman	trust	0.453	onye njem
dawn	trust	0.453	chi ọbụbọ
laud	trust	0.453	kelee
level	trust	0.453	ọkwa
chairwoman	trust	0.453	onye isi oche
tradesmen	trust	0.445	ọha mmadụ
asserting	trust	0.445	na-ekwusi ike
negotiate	trust	0.445	kpakorita
sensual	trust	0.445	mmetụta uche
chocolate	trust	0.445	chocolate
crew	trust	0.445	ndị ọrụ
remains	trust	0.445	foduru
dictum	trust	0.445	dictum
theorem	trust	0.445	theorem
sir	trust	0.445	nna ukwu
employ	trust	0.445	were were
usual	trust	0.445	na-emekarị
operation	trust	0.445	ọrụ
magnify	trust	0.445	bulie elu
director	trust	0.445	onye nduzi
formula	trust	0.445	usoro
chemist	trust	0.445	onye kemist
enliven	trust	0.445	enlive
chancellor	trust	0.445	onye isi ala
orthodoxy	trust	0.445	okpukpere chi
lodging	trust	0.445	ebe obibi
exaltation	trust	0.445	ebuli elu
lord	trust	0.445	onyenweayi
handbook	trust	0.445	akwụkwọ ntuziaka
bridegroom	trust	0.445	nwoke na-alụ nwaanyị ọhụrụ
matters	trust	0.445	ndị ahịa
orchestra	trust	0.445	ìgwè egwu
impart	trust	0.445	inye
statistical	trust	0.445	ọnụ ọgụgụ
indemnity	trust	0.445	ụgwọ
governess	trust	0.438	na-achị
imagination	trust	0.438	echiche
butler	trust	0.438	onye na-aṅụ mmanya
conformity	trust	0.438	nkwekọ
digit	trust	0.438	ọnụọgụgụ
comptroller	trust	0.438	onye nchikota
economy	trust	0.438	aku na uba
conveyancing	trust	0.438	nnyefe
arbitrator	trust	0.438	onye ikpe ikpe
emphasize	trust	0.438	mesie ike
exhaustive	trust	0.438	na-agwụ ike
abbot	trust	0.438	abbot
atone	trust	0.438	mgbaghara
cabinet	trust	0.438	kabinet
merci	trust	0.438	ihe
tandem	trust	0.438	tandem
elite	trust	0.438	ndị isi
inauguration	trust	0.438	nraranye
elect	trust	0.438	ahọpụta
encore	trust	0.438	encore
villager	trust	0.438	onye obodo
oracle	trust	0.438	okwu
fate	trust	0.438	akara aka
sun	trust	0.438	anyanwụ
pay	trust	0.430	kwụọ ụgwọ
base	trust	0.430	isi
bridal	trust	0.430	nwunye
persuade	trust	0.430	kwenye
lender	trust	0.430	onye nbinye
playful	trust	0.430	egwu egwu
occupant	trust	0.430	onye bi
impressionable	trust	0.430	dị ịrịba ama
resources	trust	0.430	akụrụngwa
repay	trust	0.430	kwụọ ụgwọ
toughness	trust	0.430	ike
rule	trust	0.430	iwu
elucidate	trust	0.430	elucidate
utopian	trust	0.430	utopian
wealth	trust	0.430	akụ na ụba
compact	trust	0.430	kọmpat
errand	trust	0.430	ozi
simplify	trust	0.430	mee ka ọ dị mfe
neutrality	trust	0.430	nnọpụiche
count	trust	0.430	gụọ
grit	trust	0.430	ukwu
differential	trust	0.430	iche
blanket	trust	0.430	akwa akwa
hail	trust	0.430	Ndewo
deacon	trust	0.430	diacon
sentry	trust	0.430	onye nche
bequest	trust	0.430	arịrịọ
disclosed	trust	0.430	kpughere
cop	trust	0.430	onye uwe ojii
circle	trust	0.430	okirikiri
grammar	trust	0.430	ụtọ asụsụ
invite	trust	0.430	kpọrọ òkù
estimable	trust	0.430	nke kwesiri ekwesi
maintenance	trust	0.422	mmezi
supplication	trust	0.422	arịrịọ
fixed	trust	0.422	edoziri
accountant	trust	0.422	onye nkwuputa ego
sing	trust	0.422	bụọ
eulogize	trust	0.422	eulogize
easiest	trust	0.422	ebere
dealings	trust	0.422	mmekọ
axiom	trust	0.422	axiom
enablement	trust	0.422	ikike
diary	trust	0.422	edetu
trading	trust	0.422	ahia ahia
perennial	trust	0.422	perennial
primer	trust	0.422	primer
truss	trust	0.422	truss
travel	trust	0.422	njem
apprentice	trust	0.422	onye nkuzi
hymn	trust	0.422	ukwe
theocratic	trust	0.422	ọchịchị Chineke
forum	trust	0.422	ogbako
continue	trust	0.422	gaa n'ihu
supremacy	trust	0.422	elu
wonderstruck	trust	0.422	mlk
probity	trust	0.422	ihe gbasara omume
parish	trust	0.422	parish
treat	trust	0.422	na-emeso
respite	trust	0.422	izu ike
dominion	trust	0.422	ọchịchị
antiseptic	trust	0.422	antiseptik
assignee	trust	0.422	onye ọrụ
reconsideration	trust	0.422	ịtụgharị uche
intend	trust	0.422	bu n'obi
shopkeeper	trust	0.422	onye na-ere ahịa
commodore	trust	0.414	commodore
fellas	trust	0.414	ndị inyom nwere mmasị nwanyị
routine	trust	0.414	eme ihe
cash	trust	0.414	ego
labor	trust	0.414	arụ ọrụ
offering	trust	0.414	àjà
specialize	trust	0.414	ipuiche
gazette	trust	0.414	akwụkwọ akụkọ
choir	trust	0.414	ukwe
cogent	trust	0.414	cogent
deference	trust	0.414	nkwanye ùgwù
serve	trust	0.414	ije ozi
leap	trust	0.414	wuo
preservative	trust	0.414	ihe nchekwa
akin	trust	0.414	akin
amortization	trust	0.414	amortization
consort	trust	0.414	onye mmekọ
salary	trust	0.414	ụgwọ ọnwa
incline	trust	0.414	gbadaa
synod	trust	0.414	synod
gate	trust	0.414	Ọnụ ụzọ
conglomerate	trust	0.414	conglomerate
kudos	trust	0.414	otuto
reporter	trust	0.414	onye nta akụkọ
trainer	trust	0.414	onye nkuzi
athlete	trust	0.414	onye na-eme egwuregwu
privilege	trust	0.414	ihe ùgwù
rapt	trust	0.414	weputa
transaction	trust	0.414	azụmahịa
radar	trust	0.406	rada
judged	trust	0.406	ikpe
legislator	trust	0.406	onye omebe iwu
dermatologist	trust	0.406	dọkịta dermatologist
executor	trust	0.406	onye mmebe
system	trust	0.406	usoro
budget	trust	0.406	mmefu ego
trophy	trust	0.406	iko
tree	trust	0.406	osisi
leisure	trust	0.406	ntụrụndụ
fitting	trust	0.406	dabara adaba
glorify	trust	0.406	inye otuto
sanction	trust	0.406	iwu
reimbursement	trust	0.406	nkwụghachi ụgwọ
extol	trust	0.406	bulie elu
patrol	trust	0.406	patrol
nation	trust	0.406	mba
linguist	trust	0.406	ọkà mmụta asụsụ
luxury	trust	0.406	okomoko
abacus	trust	0.406	abacus
gentry	trust	0.398	onye oma
intense	trust	0.398	siri ike
neutral	trust	0.398	na-anọpụ iche
clearance	trust	0.398	mkpochapụ
paths	trust	0.398	Jeremaia
iron	trust	0.398	ígwè
ground	trust	0.398	ala
deluxe	trust	0.398	nke kacha mma
clan	trust	0.398	ezinụlọ
climax	trust	0.398	njedebe
electorate	trust	0.398	ntuli aka
merchandise	trust	0.398	ngwa ahịa
favs	trust	0.398	kacha mfe
eulogy	trust	0.398	ekele
yearning	trust	0.398	agụụ
explain	trust	0.398	kọwaa
journalism	trust	0.398	oru nta akuko
nest	trust	0.398	akwụ
parietal	trust	0.398	parietal
fain	trust	0.398	mfe
pursue	trust	0.398	ịchụso
popular	trust	0.398	ewu ewu
barter	trust	0.398	barter
glow	trust	0.398	na-egbuke egbuke
depository	trust	0.398	ebe nchekwa
quaint	trust	0.398	dị mma
follower	trust	0.391	onye na-eso ụzọ
surrogate	trust	0.391	onye nnọchi
grin	trust	0.391	ọchị
accounts	trust	0.391	akaụntụ
chandler	trust	0.391	chandler
star	trust	0.391	kpakpando
regardless	trust	0.391	ihe ịtụnanya
deal	trust	0.391	nkwekọrịta
armory	trust	0.391	ngwa agha
messenger	trust	0.391	onye ozi
recline	trust	0.391	nọdụ ala
escort	trust	0.391	ndu
stages	trust	0.391	fellas
translation	trust	0.391	ntụgharị asụsụ
eulogistic	trust	0.391	eulogistic
intercession	trust	0.391	arịrịọ
usher	trust	0.391	usher
downright	trust	0.391	kwụ ọtọ
horse	trust	0.391	inyinya
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	Akpa
cube	trust	0.391	cube
label	trust	0.383	akara
plaudit	trust	0.383	ikwu okwu
lean	trust	0.383	dabere
culinary	trust	0.383	nri nri
larger	trust	0.383	ibu
bartender	trust	0.383	onye na-ere mmanya
crisp	trust	0.383	crisp
faculty	trust	0.383	ngalaba
gage	trust	0.383	gage
curfew	trust	0.383	oge ị na-alọta
fortune	trust	0.383	uba
bounty	trust	0.383	onyinye
leaning	trust	0.383	dabere
reparation	trust	0.383	mmezi
encomiastic	trust	0.383	encomiastic
series	trust	0.383	usoro
edited	trust	0.383	ụzọ
possess	trust	0.383	nweta
someday	trust	0.383	ihu ọma
clapping	trust	0.375	ịkụ aka
cover	trust	0.375	mkpuchi
sex	trust	0.375	mmekọahụ
adjust	trust	0.375	dozie
bouquet	trust	0.375	bouquet
picnic	trust	0.375	picnic
personalities	trust	0.375	ogbo
assessor	trust	0.375	onye nleba anya
differences	trust	0.375	iche
general	trust	0.375	izugbe
confederate	trust	0.375	nkwekọ
desires	trust	0.375	n'agbanyeghị
cosmopolitan	trust	0.367	cosmopolitan
manual	trust	0.367	akwụkwọ ntuziaka
dogma	trust	0.367	ozizi
marine	trust	0.367	mmiri mmiri
pretty	trust	0.367	mara mma
nestle	trust	0.367	akwu
garrison	trust	0.367	ndị agha
throne	trust	0.367	ocheeze
superstar	trust	0.367	nnukwu kpakpando
senate	trust	0.367	sinetị
dolphin	trust	0.367	dolphin
bursary	trust	0.367	akwụkwọ ego
disclaim	trust	0.367	gbaghara
knickers	trust	0.367	knicker
collateral	trust	0.367	nkwado
marrow	trust	0.367	umi
bargain	trust	0.367	nkwekọrịta
magnet	trust	0.367	magnet
swell	trust	0.367	zaa
bailiff	trust	0.367	onye kotima
periodicity	trust	0.367	oge oge
microscope	trust	0.367	mikroskopu
money	trust	0.359	ego
green	trust	0.359	akwụkwọ ndụ akwụkwọ ndụ
lettered	trust	0.359	edeputara
fender	trust	0.359	fender
promo	trust	0.359	promo
dance	trust	0.359	agba egwu
phalanx	trust	0.359	phalanx
privileged	trust	0.359	ihe ùgwù
mortgagee	trust	0.359	onye nbibi
boomerang	trust	0.359	boomerang
eulogium	trust	0.359	eulogium
roadster	trust	0.359	onye n'okporo ụzọ
calls	trust	0.359	oku
circumstances	trust	0.359	ọnọdụ
footing	trust	0.359	nzọ ụkwụ
stark	trust	0.359	nke siri ike
vulnerable	trust	0.359	adịghị ike
fade	trust	0.359	gbadaa
aga	trust	0.359	aga
maxim	trust	0.359	maxim
suggest	trust	0.352	atụ aro
banker	trust	0.352	onye ọrụ ụlọ akụ
crescendo	trust	0.352	crescendo
