English Word	Emotion	Emotion-Intensity-Score	Haitian-Creole Word
examination	surprise	0.320	egzaminasyon
angel	surprise	0.320	anj
present	surprise	0.320	prezan
catch	surprise	0.320	trape
hap	surprise	0.320	kontan
saint	surprise	0.312	sen
embrace	surprise	0.312	anbrase
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	bo
liberty	surprise	0.312	libète
scrimmage	surprise	0.312	grèv
treat	surprise	0.312	trete
inaffable	surprise	0.312	inaffab
occasional	surprise	0.312	okazyonèl
dismissal	surprise	0.312	ranvwa
perfection	surprise	0.305	pèfeksyon
saintly	surprise	0.305	sen
gratify	surprise	0.305	satisfè
generosity	surprise	0.305	jenerozite
sally	surprise	0.305	sally
palpable	surprise	0.297	palpab
finally	surprise	0.297	finalman
differently	surprise	0.297	yon fason diferan
polarity	surprise	0.297	polarite
ceremony	surprise	0.297	seremoni
favorable	surprise	0.297	favorab
larger	surprise	0.297	pi gwo
warn	surprise	0.297	avèti
medal	surprise	0.289	meday
romance	surprise	0.289	romans
inviting	surprise	0.289	envite
greeting	surprise	0.289	bonjou
resignation	surprise	0.281	demisyon
accolade	surprise	0.281	felisitasyon
labor	surprise	0.281	travay
candid	surprise	0.281	fran
trip	surprise	0.281	vwayaj
stare	surprise	0.273	fikse
admire	surprise	0.266	admire
glimmer	surprise	0.266	eklere
playful	surprise	0.266	jwe
somatic	surprise	0.266	somatik
festival	surprise	0.266	festival
mimicry	surprise	0.266	imite
insolvency	surprise	0.266	insolvabilite
immerse	surprise	0.266	plonje
invite	surprise	0.266	envite
compensate	surprise	0.266	konpanse
receiving	surprise	0.258	k ap resevwa
complement	surprise	0.258	konpleman
chuckle	surprise	0.258	ri
laugh	surprise	0.258	ri
hypothesis	surprise	0.258	ipotèz
honeymoon	surprise	0.250	Lin de myèl
opera	surprise	0.242	opera
pleasant	surprise	0.242	bèl
marry	surprise	0.242	marye
independence	surprise	0.242	endepandans
chant	surprise	0.234	chante
holiness	surprise	0.234	sentete
assessment	surprise	0.234	evalyasyon
rhythmical	surprise	0.234	ritmik
hopeful	surprise	0.234	espwa
leave	surprise	0.234	kite
trophy	surprise	0.234	twofe
deal	surprise	0.227	kontra
procession	surprise	0.227	pwosesyon
placard	surprise	0.227	pankat
shopping	surprise	0.219	fè makèt
musical	surprise	0.219	mizikal
cherish	surprise	0.219	cheri
good	surprise	0.219	bon
dawn	surprise	0.211	douvanjou
simplify	surprise	0.211	senplifye
shell	surprise	0.211	kokiy
morals	surprise	0.203	moralite
money	surprise	0.203	lajan
nullify	surprise	0.203	anile
purity	surprise	0.203	pite
sweet	surprise	0.203	dous
synchronize	surprise	0.195	senkronize
precious	surprise	0.195	presye
humanitarian	surprise	0.195	imanitè
preservative	surprise	0.195	konsèvasyon
unfulfilled	surprise	0.195	pa ranpli
obliging	surprise	0.188	obliyan
singularly	surprise	0.188	sengilyèman
graduation	surprise	0.180	gradyasyon
foresee	surprise	0.180	prevwa
pray	surprise	0.180	lapriyè
lovely	surprise	0.180	bèl
thirst	surprise	0.172	swaf dlo
mouth	surprise	0.172	bouch
youth	surprise	0.172	jenès
sun	surprise	0.172	solèy
art	surprise	0.172	atizay
goodness	surprise	0.164	bonte
latent	surprise	0.156	inaktif
visor	surprise	0.156	vizyèr
overdue	surprise	0.156	anreta
practiced	surprise	0.156	pratike
loyal	surprise	0.148	rete fidèl
expect	surprise	0.148	atann
wireless	surprise	0.148	san fil
destination	surprise	0.148	destinasyon
infant	surprise	0.141	tibebe
cream	surprise	0.141	krèm
slush	surprise	0.141	labous
quote	surprise	0.141	quote
playground	surprise	0.133	lakou rekreyasyon
vote	surprise	0.125	vote
teach	surprise	0.125	anseye
organization	surprise	0.125	òganizasyon
dolphin	surprise	0.117	dofen
weight	surprise	0.117	pwa
smile	surprise	0.117	souri
sisterhood	surprise	0.109	sè
cable	surprise	0.109	kab
sunny	surprise	0.102	solèy
steady	surprise	0.094	fiks
peaceful	surprise	0.086	lapè
spa	surprise	0.086	spa
leisure	surprise	0.086	lwazi
picnic	surprise	0.078	piknik
tree	surprise	0.078	pye bwa
worm	surprise	0.055	vè k'ap manje kadav
truthfulness	trust	0.906	verite
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	fè konfyans
honor	trust	0.844	onè
honesty	trust	0.844	onètete
honest	trust	0.844	onèt
truth	trust	0.844	verite
truthful	trust	0.836	verite
trusting	trust	0.836	fè konfyans
brotherhood	trust	0.820	fratènite
entrust	trust	0.812	konfye
committed	trust	0.805	komèt
loyalty	trust	0.805	lwayote
integrity	trust	0.805	entegrite
honorable	trust	0.805	onorab
trust	trust	0.805	fè konfyans
credibility	trust	0.805	kredibilite
faithful	trust	0.797	fidèl
sincere	trust	0.797	sensè
partnership	trust	0.789	patenarya
responsible	trust	0.789	responsab
true	trust	0.789	vre
wisdom	trust	0.789	bon konprann
verification	trust	0.781	verifikasyon
cooperative	trust	0.781	koperativ
vow	trust	0.781	ve
oath	trust	0.781	sèman
respectable	trust	0.773	respektab
sisterhood	trust	0.773	sè
hero	trust	0.773	ewo
credible	trust	0.773	kredib
promise	trust	0.773	pwomès
verified	trust	0.773	verifye
qualified	trust	0.766	kalifye
authentication	trust	0.766	otantifikasyon
respected	trust	0.766	respekte
compassion	trust	0.759	konpasyon
approval	trust	0.758	apwouve
moral	trust	0.758	moral
reliability	trust	0.758	fyab
trusts	trust	0.758	fè konfyans
safekeeping	trust	0.758	an sekirite
reputable	trust	0.758	bon repitasyon
love	trust	0.758	renmen
friend	trust	0.750	zanmi
stable	trust	0.750	ki estab
authentic	trust	0.750	natif natal
competence	trust	0.750	konpetans
safeguard	trust	0.750	pwoteje
companion	trust	0.750	konpayon
advised	trust	0.750	konseye
respect	trust	0.750	respè
loyal	trust	0.750	rete fidèl
genuine	trust	0.750	otantik
friendships	trust	0.750	fè konfyans
ally	trust	0.750	alye
proven	trust	0.742	pwouve
freedom	trust	0.742	libète
respects	trust	0.742	respè
accepting	trust	0.742	amitye
faith	trust	0.742	lafwa
wholesome	trust	0.742	an sante
heartfelt	trust	0.734	sensè
unification	trust	0.734	inifikasyon
confirmation	trust	0.734	konfimasyon
protecting	trust	0.734	pwoteje
reassurance	trust	0.734	rasirans
trustee	trust	0.734	sendik
supporter	trust	0.734	sipòtè
respectful	trust	0.734	respekte
admirable	trust	0.734	admirab
fact	trust	0.727	reyalite
friendship	trust	0.727	amitye
partners	trust	0.727	aksepte
confidentially	trust	0.727	konfidansyèlman
confident	trust	0.727	konfyans
equality	trust	0.727	egalite
alliance	trust	0.727	alyans
credential	trust	0.727	kalifikasyon
believing	trust	0.727	kwè
excellence	trust	0.727	ekselans
agreement	trust	0.727	akò
closeness	trust	0.719	pwoksimite
authenticate	trust	0.719	otantifye
virtuous	trust	0.719	vètye
intelligence	trust	0.719	entèlijans
kindred	trust	0.719	fanmi
virtue	trust	0.719	vèti
honored	trust	0.719	onore
justice	trust	0.711	jistis
charitable	trust	0.711	charitab
determination	trust	0.711	detèminasyon
creditable	trust	0.711	kredib
consistency	trust	0.711	konsistans
allegiance	trust	0.711	fidelite
cooperation	trust	0.711	koperasyon
guarantee	trust	0.711	garanti
dedication	trust	0.711	devouman
straightforward	trust	0.711	senp
cooperating	trust	0.711	kolabore
reliable	trust	0.703	serye
nurture	trust	0.703	nouri
mother	trust	0.703	manman
fulfilled	trust	0.703	akonpli
admiration	trust	0.703	admirasyon
mentor	trust	0.703	konseye
guardianship	trust	0.703	gadyen
assurance	trust	0.703	asirans
morality	trust	0.703	moralite
motherhood	trust	0.703	matènite
innocent	trust	0.703	inosan
reverence	trust	0.703	reverans
sanctuary	trust	0.703	sanctuaire
friendliness	trust	0.703	amitye
prepared	trust	0.703	prepare
admire	trust	0.703	admire
protected	trust	0.703	pwoteje
proof	trust	0.703	prèv
bodyguard	trust	0.695	gad kò
skillful	trust	0.695	abil
marriage	trust	0.695	maryaj
allied	trust	0.695	alye
morals	trust	0.695	moralite
humanitarian	trust	0.695	imanitè
pact	trust	0.695	pak
courage	trust	0.695	kouraj
accountable	trust	0.695	responsab
agreeable	trust	0.695	agreyab
united	trust	0.695	ini
indestructible	trust	0.695	endèstruktibl
approving	trust	0.695	aprouve
guardian	trust	0.695	gadyen
compassionate	trust	0.695	konpasyon
scientist	trust	0.695	syantis
certified	trust	0.695	sètifye
pledge	trust	0.688	pwomès
adviser	trust	0.688	konseye
authenticity	trust	0.688	otantisite
understanding	trust	0.688	konpreyansyon
secure	trust	0.688	an sekirite
guidance	trust	0.688	gidans
monogamy	trust	0.688	monogami
valor	trust	0.688	valer
solidity	trust	0.688	solidite
perfection	trust	0.688	pèfeksyon
believed	trust	0.688	kwè
humanity	trust	0.688	imanite
justifiable	trust	0.688	jistifye
competent	trust	0.688	konpetan
esteem	trust	0.688	estim
protector	trust	0.680	pwotèktè
inspire	trust	0.680	enspire
hope	trust	0.680	espwa
strongest	trust	0.680	patnè
expertise	trust	0.680	ekspètiz
humble	trust	0.680	enb
indivisible	trust	0.680	endivizib
official	trust	0.680	ofisyèl
affirm	trust	0.680	afime
familiarity	trust	0.680	abitye
confirmed	trust	0.680	konfime
diligence	trust	0.680	dilijans
grandfather	trust	0.680	granpapa
advocacy	trust	0.680	defans
goodness	trust	0.680	bonte
commendable	trust	0.680	louabl
acceptance	trust	0.680	akseptasyon
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	lidè
confide	trust	0.680	konfye
agreeing	trust	0.680	dakò
approve	trust	0.680	apwouve
professional	trust	0.680	pwofesyonèl
elders	trust	0.680	ansyen yo
confidential	trust	0.680	konfidansyèl
faultless	trust	0.672	san defo
believes	trust	0.672	aksepte
sanctify	trust	0.672	sanktifye
intelligent	trust	0.672	entèlijan
safe	trust	0.672	san danje
accepted	trust	0.672	pi fò
dignity	trust	0.672	diyite
unwavering	trust	0.672	enkondisyonèl
encyclopedia	trust	0.672	ansiklopedi
mastery	trust	0.672	metriz
cohesive	trust	0.672	limenm
harmoniously	trust	0.672	annamoni
benevolence	trust	0.672	byenveyans
healing	trust	0.672	gerizon
accredited	trust	0.672	akredite
covenant	trust	0.672	alyans
accountability	trust	0.664	responsabilite
team	trust	0.664	ekip
authority	trust	0.664	otorite
heroic	trust	0.664	ewoyik
reliance	trust	0.664	depandans
expert	trust	0.664	ekspè
communicate	trust	0.664	kominike
spiritual	trust	0.664	espirityèl
impeccable	trust	0.664	parfèt
specialist	trust	0.664	espesyalis
affirmatively	trust	0.664	afimativman
proficient	trust	0.664	konpetan
fulfillment	trust	0.664	akonplisman
advocate	trust	0.664	avoka
disciple	trust	0.664	disip
attestation	trust	0.664	atestasyon
merit	trust	0.664	merit
supporting	trust	0.664	sipòte
ambassador	trust	0.664	anbasadè
guidebook	trust	0.664	liv gid
accept	trust	0.664	aksepte
strengthening	trust	0.661	ranfòse
holiness	trust	0.656	sentete
facts	trust	0.656	reyalite
warranty	trust	0.656	garanti
strength	trust	0.656	fòs
relationship	trust	0.656	relasyon
defended	trust	0.656	defann
constancy	trust	0.656	konstans
favorable	trust	0.656	favorab
gentleman	trust	0.656	mesye
counsel	trust	0.656	konsèy
scientific	trust	0.656	syantifik
structure	trust	0.656	estrikti
elder	trust	0.656	ansyen
excellent	trust	0.656	ekselan
achieve	trust	0.656	reyalize
steadfast	trust	0.656	fèm
familiar	trust	0.656	abitye
proficiency	trust	0.656	konpetans
supports	trust	0.656	kwè
counselor	trust	0.648	konseye
lovable	trust	0.648	renmen
advisable	trust	0.648	konseye
agreed	trust	0.648	te dakò
heroism	trust	0.648	ewoyis
rely	trust	0.648	konte
uphold	trust	0.648	defann
brother	trust	0.648	frè
matrimony	trust	0.648	maryaj
assuredly	trust	0.648	asireman
peaceful	trust	0.648	lapè
saint	trust	0.648	sen
unconditionally	trust	0.648	aksepte
solidarity	trust	0.648	solidarite
accepts	trust	0.648	sipò
inspiration	trust	0.648	enspirasyon
noble	trust	0.648	nòb
successful	trust	0.648	siksè
harmony	trust	0.648	amoni
protective	trust	0.648	pwoteksyon
competency	trust	0.648	konpetans
comrade	trust	0.648	kanmarad
academic	trust	0.648	akademik
assist	trust	0.648	ede
worthy	trust	0.643	merite
benefactor	trust	0.641	byenfektè
credence	trust	0.641	kredans
confidence	trust	0.641	konfyans
relationships	trust	0.641	san kondisyon
ordained	trust	0.641	òdone
legal	trust	0.641	legal
champion	trust	0.641	chanpyon
lawful	trust	0.641	legal
durability	trust	0.641	dirab
judiciary	trust	0.641	sistèm jidisyè
doctor	trust	0.641	doktè
loving	trust	0.641	renmen
assure	trust	0.641	asire
establish	trust	0.641	etabli
mamma	trust	0.641	manman
kind	trust	0.641	jantiyès
unity	trust	0.641	inite
conscientious	trust	0.641	konsyan
real	trust	0.641	reyèl
coexist	trust	0.641	coexist
leading	trust	0.641	dirijan
teacher	trust	0.641	pwofesè
intimate	trust	0.634	entim
brotherly	trust	0.633	fratènèl
physician	trust	0.633	doktè
judicial	trust	0.633	jidisyè
saintly	trust	0.633	sen
aspiration	trust	0.633	aspirasyon
conscience	trust	0.633	konsyans
therapeutic	trust	0.633	terapetik
fidelity	trust	0.633	fidelite
soundness	trust	0.633	sonite
important	trust	0.633	enpòtan
homage	trust	0.633	omaj
legitimacy	trust	0.633	lejitimite
fortitude	trust	0.633	kouraj
deepest	trust	0.633	relasyon yo
approved	trust	0.633	apwouve
courageous	trust	0.633	vanyan gason
devotional	trust	0.633	devosyonèl
endorse	trust	0.633	andose
backbone	trust	0.633	zo rèl do
authorize	trust	0.633	otorize
practiced	trust	0.633	pratike
sanctification	trust	0.633	sanktifikasyon
hopeful	trust	0.633	espwa
convincing	trust	0.633	konvenk
bless	trust	0.633	beni
angel	trust	0.625	anj
authorization	trust	0.625	otorizasyon
assured	trust	0.625	asire
purify	trust	0.625	pirifye
caretaker	trust	0.625	moun k ap okipe
regard	trust	0.625	konsiderasyon
profound	trust	0.625	pwofon
achievement	trust	0.625	reyalizasyon
evident	trust	0.625	evidan
positivity	trust	0.625	pozitivite
communication	trust	0.625	kominikasyon
professorship	trust	0.625	pwofesè
blessing	trust	0.625	benediksyon
beliefs	trust	0.625	pi pwofon
encourage	trust	0.625	ankouraje
fireman	trust	0.625	ponpye
majestic	trust	0.625	majeste
civilized	trust	0.625	sivilize
certify	trust	0.625	sètifye
wonderful	trust	0.625	bèl bagay
engaged	trust	0.625	angaje
accurate	trust	0.625	egzat
approvement	trust	0.617	apwobasyon
optimism	trust	0.617	optimis
planning	trust	0.617	planifikasyon
believer	trust	0.617	kwayan
advice	trust	0.617	konsèy
commend	trust	0.617	felisite
gospel	trust	0.617	levanjil
objective	trust	0.617	objektif
rational	trust	0.617	rasyonèl
cherish	trust	0.617	cheri
constantly	trust	0.617	toujou ap
haven	trust	0.617	refij
fundamental	trust	0.617	fondamantal
bedrock	trust	0.617	soubasman
accord	trust	0.617	akò
triumphant	trust	0.617	triyonfan
surety	trust	0.617	garanti
testament	trust	0.617	testaman
absolution	trust	0.617	absolisyon
truce	trust	0.617	trèv
reassure	trust	0.617	rasire
appreciation	trust	0.617	apresyasyon
qualities	trust	0.617	kalite
passionate	trust	0.617	pasyone
good	trust	0.617	bon
unimpeachable	trust	0.617	entachab
corroborate	trust	0.617	konfime
thoughtful	trust	0.617	reflechi
heroine	trust	0.617	eroin
teach	trust	0.617	anseye
god	trust	0.617	Bondye
attentive	trust	0.617	atantif
scripture	trust	0.609	ekriti
civilization	trust	0.609	sivilizasyon
magnificence	trust	0.609	mayifisans
recommend	trust	0.609	rekòmande
progression	trust	0.609	pwogresyon
steward	trust	0.609	jeran
purification	trust	0.609	pirifikasyon
patron	trust	0.609	patwon
praiseworthy	trust	0.609	louanj
heal	trust	0.609	geri
considerate	trust	0.609	konsiderasyon
blessings	trust	0.609	benediksyon
mediator	trust	0.609	medyatè
babysitter	trust	0.609	gardyen
notary	trust	0.609	notè
awareness	trust	0.609	konsyantizasyon
vetted	trust	0.609	kwayans
excel	trust	0.609	briye
happy	trust	0.609	kontan
praise	trust	0.609	lwanj
brilliant	trust	0.609	briyan
liking	trust	0.609	senpati
definitive	trust	0.609	definitif
comfort	trust	0.609	konfò
officer	trust	0.609	ofisye
peace	trust	0.602	lapè
serenity	trust	0.602	trankilite
unquestionable	trust	0.602	san dout
embrace	trust	0.602	anbrase
identify	trust	0.602	idantifye
inspired	trust	0.602	enspire
steady	trust	0.602	fiks
nun	trust	0.602	mè
guarded	trust	0.602	veye
symmetry	trust	0.602	simetri
mainstay	trust	0.602	poto prensipal
fulfill	trust	0.602	akonpli
humility	trust	0.602	imilite
helpful	trust	0.602	itil
transcendence	trust	0.602	transandans
unconditional	trust	0.602	enkondisyonèl
brave	trust	0.602	brav
brighten	trust	0.602	eklere
experienced	trust	0.602	ki gen eksperyans
enlightenment	trust	0.602	lumières
sympathetic	trust	0.602	senpatik
witness	trust	0.602	temwen
vigilant	trust	0.594	vijilan
ministry	trust	0.594	ministè
admiral	trust	0.594	admiral
vigilance	trust	0.594	vijilans
depend	trust	0.594	depann de
generosity	trust	0.594	jenerozite
befriend	trust	0.594	fè zanmi
complimentary	trust	0.594	konplemantè
assessment	trust	0.594	evalyasyon
fairly	trust	0.594	jistis
enlighten	trust	0.594	eklere
strengthen	trust	0.594	ranfòse
nurse	trust	0.594	enfimyè
endowment	trust	0.594	dotasyon
visionary	trust	0.594	vizyonè
praised	trust	0.594	fè lwanj
eminence	trust	0.594	eminens
marry	trust	0.594	marye
generous	trust	0.594	jenere
gratitude	trust	0.594	rekonesans
sage	trust	0.594	masyon
tranquility	trust	0.594	trankilite
openly	trust	0.594	ouvètman
grant	trust	0.594	sibvansyon
spouse	trust	0.594	mari oswa madanm
philanthropic	trust	0.594	filantwopik
regent	trust	0.594	regent
substantiate	trust	0.594	pwouve
commendation	trust	0.594	felisitasyon
council	trust	0.594	konsèy
efficient	trust	0.594	efikas
sweetheart	trust	0.589	cheri
bylaw	trust	0.586	lwa entèn
magnificent	trust	0.586	manyifik
designation	trust	0.586	deziyasyon
godly	trust	0.586	Bondye
seniority	trust	0.586	ansyènte
conservation	trust	0.586	konsèvasyon
educational	trust	0.586	edikatif
rooted	trust	0.586	rasin
inheritance	trust	0.586	eritaj
diplomacy	trust	0.586	diplomasi
mate	trust	0.586	konpayon
convince	trust	0.586	konvenk
unfailing	trust	0.586	san mank
share	trust	0.586	pataje
monk	trust	0.586	mwàn
constitutional	trust	0.586	konstitisyonèl
lovely	trust	0.586	bèl
compliance	trust	0.586	konfòmite
attest	trust	0.586	ateste
victory	trust	0.586	viktwa
serene	trust	0.586	trankilite
checklist	trust	0.586	lis verifikasyon
husbandry	trust	0.586	elvaj
enjoying	trust	0.586	jwi
revere	trust	0.586	revere
tribe	trust	0.586	branch fanmi
meritorious	trust	0.586	merite
joyful	trust	0.586	kè kontan
delegate	trust	0.586	delege
helper	trust	0.586	èd
angelic	trust	0.586	zanj
ambition	trust	0.586	Anbisyon
father	trust	0.586	papa
acclaim	trust	0.586	aklamasyon
testimony	trust	0.586	temwayaj
collectively	trust	0.586	kolektivman
sobriety	trust	0.586	modération
prestige	trust	0.586	prestige
firmness	trust	0.586	fèm
structural	trust	0.578	estriktirèl
impartiality	trust	0.578	enpasyalite
navigator	trust	0.578	navigatè
judge	trust	0.578	jij
shelter	trust	0.578	abri
coexisting	trust	0.578	ansanm
unquestioned	trust	0.578	san kesyon
careful	trust	0.578	atansyon
obey	trust	0.578	obeyi
professor	trust	0.578	pwofesè
convinced	trust	0.578	konvenki
communion	trust	0.578	kominyon
cheerfulness	trust	0.578	kè kontan
inviting	trust	0.578	envite
irrefutable	trust	0.578	iréfutable
commandant	trust	0.578	kòmandan
smile	trust	0.578	souri
authoritative	trust	0.578	otorite
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalize
adore	trust	0.578	adore
upright	trust	0.578	dwat
revival	trust	0.578	renesans
dutiful	trust	0.578	devwale
watchdog	trust	0.578	gadyen
apostle	trust	0.570	apot
volunteers	trust	0.570	volontè
immaculate	trust	0.570	imakile
adhering	trust	0.570	adhérant
unquestionably	trust	0.570	san dout
advise	trust	0.570	konseye
punctual	trust	0.570	ponktyèl
consult	trust	0.570	konsilte
