English Word	Emotion	Emotion-Intensity-Score	Urdu Word
corroborate	trust	0.617	تصدیق کرنا
thoughtful	trust	0.617	سوچ سمجھ کر
heroine	trust	0.617	ہیروئین
teach	trust	0.617	سکھانا
god	trust	0.617	خدا
attentive	trust	0.617	توجہ دینے والا
scripture	trust	0.609	صحیفہ
civilization	trust	0.609	تہذیب
magnificence	trust	0.609	عظمت
recommend	trust	0.609	سفارش کریں
progression	trust	0.609	ترقی
steward	trust	0.609	نگران
purification	trust	0.609	طہارت
patron	trust	0.609	سرپرست
praiseworthy	trust	0.609	قابل تعریف
heal	trust	0.609	شفا
considerate	trust	0.609	غور کرنے والا
blessings	trust	0.609	برکتیں
mediator	trust	0.609	ثالث
babysitter	trust	0.609	نینی
notary	trust	0.609	نوٹری
awareness	trust	0.609	آگاہی
vetted	trust	0.609	عقائد
excel	trust	0.609	ایکسل
happy	trust	0.609	خوش
praise	trust	0.609	تعریف
brilliant	trust	0.609	شاندار
liking	trust	0.609	پسند
definitive	trust	0.609	حتمی
comfort	trust	0.609	آرام
officer	trust	0.609	افسر
peace	trust	0.602	امن
serenity	trust	0.602	سکون
unquestionable	trust	0.602	بلا شبہ
embrace	trust	0.602	گلے لگانا
identify	trust	0.602	شناخت
inspired	trust	0.602	حوصلہ افزائی
steady	trust	0.602	مستحکم
nun	trust	0.602	راہبہ
guarded	trust	0.602	محافظ
symmetry	trust	0.602	ہم آہنگی
mainstay	trust	0.602	بنیادی بنیاد
fulfill	trust	0.602	پورا
humility	trust	0.602	عاجزی
helpful	trust	0.602	مددگار
transcendence	trust	0.602	ماورائی
unconditional	trust	0.602	غیر مشروط
brave	trust	0.602	بہادر
brighten	trust	0.602	روشن
experienced	trust	0.602	تجربہ کار
enlightenment	trust	0.602	روشن خیالی
sympathetic	trust	0.602	ہمدرد
witness	trust	0.602	گواہ
vigilant	trust	0.594	چوکس
ministry	trust	0.594	وزارت
admiral	trust	0.594	ایڈمرل
vigilance	trust	0.594	نگرانی
depend	trust	0.594	انحصار
generosity	trust	0.594	سخاوت
befriend	trust	0.594	دوستی
complimentary	trust	0.594	مانارت
assessment	trust	0.594	تشخیص کے
fairly	trust	0.594	منصفانہ
enlighten	trust	0.594	روشن کرنا
strengthen	trust	0.594	مضبوط
nurse	trust	0.594	نرس
endowment	trust	0.594	وقف
visionary	trust	0.594	بصیرت
praised	trust	0.594	تعریف کی
eminence	trust	0.594	ممتاز
marry	trust	0.594	شادی
generous	trust	0.594	بے لوث
gratitude	trust	0.594	شکرگزاری
sage	trust	0.594	بابا
tranquility	trust	0.594	سکون
openly	trust	0.594	کھلے عام
grant	trust	0.594	عطا
spouse	trust	0.594	شریک حیات
philanthropic	trust	0.594	انسان دوست
regent	trust	0.594	ریجنٹ
substantiate	trust	0.594	ثابت کرنا
commendation	trust	0.594	تعریف
council	trust	0.594	کونسل
efficient	trust	0.594	موثر
sweetheart	trust	0.589	پیاری
bylaw	trust	0.586	قانون
magnificent	trust	0.586	شاندار
designation	trust	0.586	عہدہ
godly	trust	0.586	دیندار
seniority	trust	0.586	سینئرٹی
conservation	trust	0.586	تحفظ
educational	trust	0.586	تعلیمی
rooted	trust	0.586	جڑیں
inheritance	trust	0.586	وراثت
diplomacy	trust	0.586	سفارت کاری
mate	trust	0.586	ساتھی
convince	trust	0.586	قائل
unfailing	trust	0.586	ناقابل شکست
share	trust	0.586	بانٹیں
monk	trust	0.586	راہب
constitutional	trust	0.586	آئینی
lovely	trust	0.586	پیارا
compliance	trust	0.586	تعمیل
attest	trust	0.586	تصدیق
victory	trust	0.586	فتح
serene	trust	0.586	پرسکون
checklist	trust	0.586	چیک لسٹ
husbandry	trust	0.586	پالنے
enjoying	trust	0.586	لطف اندوز
revere	trust	0.586	تعظیم
tribe	trust	0.586	قبیلہ
meritorious	trust	0.586	قابل تحسین
joyful	trust	0.586	خوش کن
delegate	trust	0.586	مندوب
helper	trust	0.586	مددگار
angelic	trust	0.586	فرشتہ
ambition	trust	0.586	خواہش
father	trust	0.586	باپ
acclaim	trust	0.586	تعریف
testimony	trust	0.586	گواہی
collectively	trust	0.586	اجتماعی طور پر
sobriety	trust	0.586	نرمی
prestige	trust	0.586	وقار
firmness	trust	0.586	مضبوطی
structural	trust	0.578	ساختی
impartiality	trust	0.578	غیر جانبداری
navigator	trust	0.578	نیویگیٹر
judge	trust	0.578	جج
shelter	trust	0.578	پناہ
coexisting	trust	0.578	ایک ساتھ موجود
unquestioned	trust	0.578	بلا شبہ
careful	trust	0.578	ہوشیار
obey	trust	0.578	اطاعت
professor	trust	0.578	پروفیسر
convinced	trust	0.578	قائل
communion	trust	0.578	کمیونین
cheerfulness	trust	0.578	خوش مزاجی
inviting	trust	0.578	مدعو کرنا
irrefutable	trust	0.578	ناقابل تردید
commandant	trust	0.578	کمانڈنٹ
smile	trust	0.578	مسکراہٹ
authoritative	trust	0.578	مستند
philanthropist	trust	0.578	انسان دوست
legalized	trust	0.578	قانونی
adore	trust	0.578	پسند کرنا
upright	trust	0.578	سیدھا
revival	trust	0.578	بحالی
dutiful	trust	0.578	فرض شناس
watchdog	trust	0.578	نگران
apostle	trust	0.570	رسول
volunteers	trust	0.570	رضاکاروں
immaculate	trust	0.570	بے عیب
adhering	trust	0.570	ماننا
unquestionably	trust	0.570	بلا شبہ
advise	trust	0.570	مشورہ
punctual	trust	0.570	وقت کی پابند
consult	trust	0.570	مشورہ
ordinance	trust	0.570	آرڈیننس
complement	trust	0.570	تکمیل
modest	trust	0.570	معمولی
everlasting	trust	0.570	لازوال
compass	trust	0.570	کمپاس
heavenly	trust	0.570	آسمانی
determinate	trust	0.570	تعین
counsellor	trust	0.570	مشیر
abundance	trust	0.570	کثرت
guide	trust	0.570	رہنما
earned	trust	0.570	جانچ پڑتال
pedigree	trust	0.570	نسب
relative	trust	0.570	رشتہ دار
principal	trust	0.570	پرنسپل
plausible	trust	0.570	قابل فہم
collaborator	trust	0.570	ساتھی
connective	trust	0.570	مربوط
corroboration	trust	0.570	تصدیق
insure	trust	0.570	بیمہ کرو
pilot	trust	0.570	پائلٹ
unequivocal	trust	0.570	غیر واضح
matron	trust	0.570	میٹرن
cuddle	trust	0.570	گلے لگانا
measured	trust	0.570	ماپا
fort	trust	0.562	قلعہ
treasurer	trust	0.562	خزانچی
apostolic	trust	0.562	رسولی
save	trust	0.562	محفوظ کریں
frankness	trust	0.562	بے تکلفی
insight	trust	0.562	بصیرت
admit	trust	0.562	تسلیم
earn	trust	0.562	کمائیں
remarkable	trust	0.562	قابل ذکر
strong	trust	0.562	مضبوط
content	trust	0.562	مواد
vitality	trust	0.562	جیورنبل
prize	trust	0.562	انعام
vigorous	trust	0.562	بھرپور
congregation	trust	0.562	جماعت
uplift	trust	0.562	ترقی
spotless	trust	0.562	بے داغ
devout	trust	0.562	متقی
soothing	trust	0.562	سکون بخش
miracle	trust	0.562	معجزہ
cohesion	trust	0.562	ہم آہنگی
lovemaking	trust	0.562	پیار کرنا
curable	trust	0.562	قابل علاج
pleasant	trust	0.562	خوشگوار
jury	trust	0.562	جیوری
pertinent	trust	0.562	متعلقہ
succeeding	trust	0.562	کامیاب
concordance	trust	0.562	ہم آہنگی
jurist	trust	0.562	قاضی
applaud	trust	0.562	تالیاں بجانا
ordination	trust	0.562	ترتیب
compensate	trust	0.562	معاوضہ
patience	trust	0.555	صبر
mediate	trust	0.555	ثالثی
coach	trust	0.555	کوچ
illumination	trust	0.555	روشنی
cultivate	trust	0.555	کاشت
providing	trust	0.555	فراہم کرنا
precedence	trust	0.555	ترجیح
exalt	trust	0.555	بلند کرنا
succeed	trust	0.555	کامیاب
inclusion	trust	0.555	شمولیت
meditate	trust	0.555	مراقبہ
coalesce	trust	0.555	ضم کرنا
betrothed	trust	0.555	منگنی کی
midwife	trust	0.555	دائی
veteran	trust	0.555	تجربہ کار
destined	trust	0.555	مقدر
auditor	trust	0.555	آڈیٹر
privacy	trust	0.555	رازداری
restorative	trust	0.555	بحالی
influential	trust	0.555	بااثر
impartial	trust	0.555	غیر جانبدار
discretion	trust	0.555	صوابدید
foresight	trust	0.555	دور اندیشی
congruence	trust	0.555	موافقت
worship	trust	0.555	عبادت
constant	trust	0.555	مسلسل
reunion	trust	0.555	دوبارہ ملاپ
intuition	trust	0.555	وجدان
reconciliation	trust	0.555	مفاہمت
ambulance	trust	0.555	ایمبولینس
defender	trust	0.555	محافظ
greatness	trust	0.555	عظمت
buddy	trust	0.555	دوست
vote	trust	0.555	ووٹ
physicist	trust	0.555	ماہر طبیعیات
prophet	trust	0.555	پیغمبر
prevalent	trust	0.547	مروجہ
eyewitness	trust	0.547	عینی شاہد
durable	trust	0.547	پائیدار
prudent	trust	0.547	محتاط
securities	trust	0.547	سیکورٹیز
salvation	trust	0.547	نجات
govern	trust	0.547	حکومت کرنا
law	trust	0.547	قانون
proud	trust	0.547	فخر
cheer	trust	0.547	خوشی
reinforcement	trust	0.547	کمک
promises	trust	0.547	کمایا
invocation	trust	0.547	دعا
provide	trust	0.547	فراہم کریں
friendly	trust	0.547	دوستانہ
commanding	trust	0.547	کمانڈنگ
temperate	trust	0.547	معتدل
conciliation	trust	0.547	مفاہمت
convent	trust	0.547	کانونٹ
heritage	trust	0.547	ورثہ
independence	trust	0.547	آزادی
rejoice	trust	0.547	خوش ہونا
engaging	trust	0.547	مشغول
readiness	trust	0.547	تیاری
registry	trust	0.547	رجسٹری
statement	trust	0.547	بیان
liberty	trust	0.547	آزادی
forgive	trust	0.547	معاف کر دیں
ancestral	trust	0.547	آبائی
impenetrable	trust	0.547	ناقابل تسخیر
choices	trust	0.539	وعدے
psalms	trust	0.539	زبور
majority	trust	0.539	اکثریت
antidote	trust	0.539	تریاق
tantamount	trust	0.539	مترادف
perfect	trust	0.539	کامل
regularity	trust	0.539	باقاعدگی
chronicle	trust	0.539	تاریخ
ensemble	trust	0.539	جوڑنا
applause	trust	0.539	تالیاں
obedience	trust	0.539	اطاعت
aspiring	trust	0.539	خواہشمند
watchman	trust	0.539	چوکیدار
inimitable	trust	0.539	بے مثال
chastity	trust	0.539	عفت
architecture	trust	0.539	فن تعمیر
stamina	trust	0.539	صلاحیت
delightful	trust	0.539	خوشگوار
exalted	trust	0.539	بلند
relevant	trust	0.539	متعلقہ
reinforcements	trust	0.539	کمک
proctor	trust	0.539	پراکٹر
immovable	trust	0.539	غیر منقولہ
instructions	trust	0.539	ہدایات
define	trust	0.539	وضاحت کریں
uncensured	trust	0.539	غیر یقینی
institute	trust	0.539	انسٹی ٹیوٹ
responsive	trust	0.539	ذمہ دار
recovery	trust	0.539	بحالی
obliging	trust	0.539	پابند
obvious	trust	0.539	واضح
forefathers	trust	0.539	باپ دادا
eager	trust	0.539	شوقین
inoculation	trust	0.539	ٹیکہ لگانا
admitting	trust	0.539	تسلیم کرنا
memorable	trust	0.539	یادگار
hospital	trust	0.531	ہسپتال
rescue	trust	0.531	بچاؤ
deed	trust	0.531	عمل
princely	trust	0.531	شاہی
retirement	trust	0.531	ریٹائرمنٹ
cradle	trust	0.531	جھولا
immunization	trust	0.531	امیونائزیشن
bloom	trust	0.531	کھلنا
candid	trust	0.531	صاف گوئی
evergreen	trust	0.531	سدا بہار
ballot	trust	0.531	بیلٹ
accompaniment	trust	0.531	ساتھ
verily	trust	0.531	بے شک
inseparable	trust	0.531	لازم و ملزوم
analyst	trust	0.531	تجزیہ کار
strive	trust	0.531	کوشش
dependent	trust	0.531	منحصر
heavens	trust	0.531	آسمان
answerable	trust	0.531	جوابدہ
school	trust	0.531	اسکول
terms	trust	0.531	شرائط
center	trust	0.531	مرکز
firstborn	trust	0.531	پہلوٹھے
transcript	trust	0.531	نقل
fraternal	trust	0.531	برادرانہ
omniscient	trust	0.531	تمام عالم
seal	trust	0.531	مہر
edification	trust	0.531	ترمیم
doubtless	trust	0.531	بلا شبہ
deliverance	trust	0.531	نجات
sponsor	trust	0.531	اسپانسر
expedient	trust	0.531	مفید
bride	trust	0.531	دلہن
refuge	trust	0.531	پناہ
approbation	trust	0.527	منظوری
chaplain	trust	0.523	پادری
laureate	trust	0.523	انعام یافتہ
liberate	trust	0.523	آزاد کرنا
coronation	trust	0.523	تاجپوشی
adoration	trust	0.523	عبادت
countenance	trust	0.523	چہرہ
honeymoon	trust	0.523	سہاگ رات
connoisseur	trust	0.523	ماہر
notable	trust	0.523	قابل ذکر
benedictory	trust	0.523	خیر خواہ
celebration	trust	0.523	جشن
neighbor	trust	0.523	پڑوسی
unbroken	trust	0.523	غیر منقطع
award	trust	0.523	ایوارڈ
improvement	trust	0.523	بہتری
hug	trust	0.523	گلے
graduation	trust	0.523	گریجویشن
correctness	trust	0.523	درستگی
winning	trust	0.523	جیتنا
paragon	trust	0.523	پیراگون
ratify	trust	0.523	توثیق
powerful	trust	0.523	طاقتور
elevation	trust	0.523	بلندی
commonwealth	trust	0.523	دولت مشترکہ
account	trust	0.523	کھاتہ
unimpeached	trust	0.523	غیر مواخذہ
taught	trust	0.523	سکھایا
salutary	trust	0.523	سلامی
captivate	trust	0.523	موہ لینا
dictionary	trust	0.523	ڈکشنری
nobility	trust	0.523	شرافت
ourselves	trust	0.523	انتخاب
feeling	trust	0.518	احساس
amen	trust	0.516	آمین
committee	trust	0.516	کمیٹی
reverie	trust	0.516	reverie
deserve	trust	0.516	مستحق
fully	trust	0.516	مکمل طور پر
compliment	trust	0.516	تعریف
obstetrician	trust	0.516	ماہر امراض نسواں
enchanted	trust	0.516	جادو
inform	trust	0.516	آگاہ کرنا
association	trust	0.516	ایسوسی ایشن
credit	trust	0.516	کریڈٹ
passwords	trust	0.516	ہم خود
freely	trust	0.516	آزادانہ طور پر
framework	trust	0.516	فریم ورک
nobleman	trust	0.516	رئیس
formative	trust	0.516	تشکیل دینے والا
tender	trust	0.516	ٹینڈر
measure	trust	0.516	پیمائش
advent	trust	0.516	آمد
management	trust	0.516	انتظام
confession	trust	0.516	اعتراف
remedy	trust	0.516	علاج
sentinel	trust	0.516	سنٹینل
pray	trust	0.516	دعا
perpetuity	trust	0.516	دائمی
tribunal	trust	0.516	ٹریبونل
minded	trust	0.516	ذہن رکھنے والا
organization	trust	0.516	تنظیم
predominant	trust	0.516	غالب
volunteer	trust	0.509	رضاکار
accolade	trust	0.508	تعریف
courtship	trust	0.508	صحبت
patronage	trust	0.508	سرپرستی
philosopher	trust	0.508	فلسفی
confessional	trust	0.508	اعترافی
diversity	trust	0.508	تنوع
virgin	trust	0.508	ورجن
venerable	trust	0.508	قابل احترام
policy	trust	0.508	پالیسی
intact	trust	0.508	برقرار
custodian	trust	0.508	نگران
automatic	trust	0.508	خودکار
unsurpassed	trust	0.508	بے مثال
shepherd	trust	0.508	چرواہا
reward	trust	0.508	انعام
beautification	trust	0.508	خوبصورتی
medical	trust	0.508	طبی
constable	trust	0.508	کانسٹیبل
forgiving	trust	0.508	معاف کرنے والا
tolerance	trust	0.508	رواداری
priest	trust	0.508	پادری
enable	trust	0.508	فعال
vouch	trust	0.508	ضمانت
lieutenant	trust	0.508	لیفٹیننٹ
instruct	trust	0.508	ہدایت
housewife	trust	0.508	گھریلو خاتون
admissible	trust	0.508	قابل قبول
sovereign	trust	0.508	خود مختار
amour	trust	0.508	محبت
savor	trust	0.508	ذائقہ
darling	trust	0.500	پیاری
related	trust	0.500	متعلقہ
infallibility	trust	0.500	غلطی
watchful	trust	0.500	چوکس
nerds	trust	0.500	پاس ورڈز
instruction	trust	0.500	ہدایت
doctrine	trust	0.500	نظریہ
birth	trust	0.500	پیدائش
timing	trust	0.500	ٹائمنگ
infinity	trust	0.500	انفینٹی
religions	trust	0.500	بیوقوف
warden	trust	0.500	وارڈن
optimist	trust	0.500	رجائیت پسند
apologetic	trust	0.500	معذرت خواہ
gateway	trust	0.500	گیٹ وے
pontiff	trust	0.500	پوپ
alive	trust	0.500	زندہ
indelible	trust	0.500	انمٹ
personal	trust	0.500	ذاتی
pious	trust	0.500	متقی
majesty	trust	0.500	عظمت
synchronize	trust	0.500	مطابقت پذیری
guard	trust	0.500	گارڈ
retain	trust	0.500	برقرار رکھنا
romantic	trust	0.500	رومانوی
superman	trust	0.500	سپرمین
info	trust	0.500	معلومات
backer	trust	0.500	پشت پناہی کرنے والا
undying	trust	0.500	لامتناہی
vindication	trust	0.500	تصدیق
badge	trust	0.500	بیج
treasure	trust	0.500	خزانہ
guru	trust	0.500	گرو
church	trust	0.492	چرچ
formality	trust	0.492	رسمی
contributor	trust	0.492	شراکت دار
radiance	trust	0.492	چمک
psalm	trust	0.492	زبور
laudatory	trust	0.492	تعریف کرنے والا
grandchildren	trust	0.492	پوتے
popularity	trust	0.492	مقبولیت
salute	trust	0.492	سلام
hosannah	trust	0.492	حسنہ
attraction	trust	0.492	کشش
efforts	trust	0.492	فیصلہ
privy	trust	0.492	رازداری
improve	trust	0.492	بہتر کریں
sheriff	trust	0.492	شیرف
chairman	trust	0.492	چیئرمین
judgement	trust	0.492	کہاوت
harbor	trust	0.492	بندرگاہ
elegance	trust	0.492	خوبصورتی
hardy	trust	0.492	ہارڈی
umpire	trust	0.492	امپائر
constitute	trust	0.492	تشکیل
proverbs	trust	0.492	مذاہب
