English Word	Emotion	Emotion-Intensity-Score	Chichewa Word
accidental	surprise	0.672	mwangozi
accidentally	surprise	0.672	mwangozi
striking	surprise	0.672	kukhudza
captivate	surprise	0.672	gwira
exhilaration	surprise	0.672	chisangalalo
topple	surprise	0.664	gwetsa
dire	surprise	0.664	kwambiri
revolution	surprise	0.664	kusintha
volcano	surprise	0.664	phiri lophulika
freakish	surprise	0.664	zodabwitsa
revolt	surprise	0.656	kuwukira
bloodshed	surprise	0.656	kukhetsa mwazi
sneak	surprise	0.656	zembera
unspeakable	surprise	0.656	zosaneneka
incendiary	surprise	0.656	chowotcha
epidemic	surprise	0.648	mliri
violent	surprise	0.648	zachiwawa
disruption	surprise	0.648	kusokoneza
amazingly	surprise	0.648	modabwitsa
mutiny	surprise	0.648	chisokonezo
spellbound	surprise	0.648	zopusa
cyclone	surprise	0.648	chimphepo
unsuspecting	surprise	0.648	osayang'ana
attacking	surprise	0.648	kuukira
unintended	surprise	0.648	mosayembekezereka
shout	surprise	0.641	fuula
indescribable	surprise	0.641	zosafotokozedwa
tumult	surprise	0.641	phokoso
improvisation	surprise	0.641	kusintha
wildfire	surprise	0.641	moto wolusa
excitation	surprise	0.641	chisangalalo
screech	surprise	0.641	kulira
enthusiasm	surprise	0.641	changu
uncertain	surprise	0.633	wosatsimikizika
plunder	surprise	0.633	kulanda
gape	surprise	0.633	pepani
treachery	surprise	0.633	chinyengo
agape	surprise	0.633	agape
anomaly	surprise	0.633	zosamveka
presto	surprise	0.633	presto
apparition	surprise	0.633	maonekedwe
wonderment	surprise	0.625	zodabwitsa
slaughtering	surprise	0.625	kupha
trick	surprise	0.625	chinyengo
mystery	surprise	0.625	chinsinsi
murderous	surprise	0.625	wakupha
distress	surprise	0.625	mavuto
sorcery	surprise	0.625	matsenga
excited	surprise	0.625	okondwa
tempest	surprise	0.625	mphepo yamkuntho
urgency	surprise	0.625	changu
inimaginable	surprise	0.617	osayerekezeka
intrusive	surprise	0.617	wosokoneza
quickness	surprise	0.617	changu
intense	surprise	0.617	kwambiri
trickery	surprise	0.617	chinyengo
vanish	surprise	0.617	kutha
prank	surprise	0.617	matsenga
murder	surprise	0.617	kupha
thief	surprise	0.609	wakuba
blindfold	surprise	0.609	chophimba m'maso
unstable	surprise	0.609	osakhazikika
strangle	surprise	0.609	nyonga
coup	surprise	0.609	kulanda boma
magical	surprise	0.609	zamatsenga
shatter	surprise	0.609	kuswa
splash	surprise	0.609	kuwaza
stupor	surprise	0.602	kupuma
inconceivable	surprise	0.602	chosatheka
betray	surprise	0.602	pereka
defy	surprise	0.602	kunyoza
jubilee	surprise	0.602	chisangalalo
assail	surprise	0.602	kuukira
deluge	surprise	0.602	chigumula
tackle	surprise	0.602	kulimbana
monstrosity	surprise	0.594	monstrosity
lightning	surprise	0.594	mphezi
stupendous	surprise	0.594	zodabwitsa
shrill	surprise	0.594	kukuwa
mishap	surprise	0.594	vuto
alerts	surprise	0.594	zidziwitso
mysterious	surprise	0.586	zachinsinsi
randomly	surprise	0.586	mwachisawawa
wild	surprise	0.586	zakutchire
deceit	surprise	0.586	chinyengo
bonus	surprise	0.586	bonasi
pitfall	surprise	0.586	dzenje
uncanny	surprise	0.586	zamatsenga
wondrous	surprise	0.586	zodabwitsa
premature	surprise	0.578	msanga
stagger	surprise	0.578	zandima
rejoicing	surprise	0.578	kusangalala
godsend	surprise	0.578	mulungu
jubilant	surprise	0.578	wosangalala
electric	surprise	0.578	zamagetsi
raving	surprise	0.578	raving
bizarre	surprise	0.578	zodabwitsa
death	surprise	0.578	imfa
fluke	surprise	0.578	fluke
oddity	surprise	0.578	zosamvetseka
dynamic	surprise	0.570	zamphamvu
dismay	surprise	0.570	kukhumudwa
revenge	surprise	0.570	kubwezera
nefarious	surprise	0.562	wonyansa
fascinate	surprise	0.562	kusangalatsa
jerk	surprise	0.562	kugwedeza
ecstatic	surprise	0.562	chisangalalo
reward	surprise	0.562	mphotho
uncover	surprise	0.562	vumbulutsa
reappear	surprise	0.562	kuwonekeranso
zany	surprise	0.555	zani
whim	surprise	0.555	kulira
thaumaturgy	surprise	0.555	thaumaturgy
conjure	surprise	0.555	conjure
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	kupulumutsa
daze	surprise	0.547	daze
heroism	surprise	0.547	ngwazi
illuminate	surprise	0.547	aunikire
winner	surprise	0.547	wopambana
ejaculation	surprise	0.547	kutulutsa umuna
thwart	surprise	0.547	lepheretsa
rarity	surprise	0.547	chosowa
unbridled	surprise	0.547	wosalamulirika
tantalizing	surprise	0.547	chosangalatsa
punch	surprise	0.539	nkhonya
cheer	surprise	0.539	chisangalalo
treason	surprise	0.539	kuukira boma
violation	surprise	0.539	kuphwanya
celebration	surprise	0.539	chikondwerero
illusion	surprise	0.539	chinyengo
marvel	surprise	0.539	kudabwa
lucky	surprise	0.539	mwayi
lunge	surprise	0.539	lumbe
interrupt	surprise	0.539	sokoneza
insult	surprise	0.539	chipongwe
concealed	surprise	0.531	zobisika
snag	surprise	0.531	snag
sensation	surprise	0.531	kumverera
banger	surprise	0.531	banger
fearfully	surprise	0.531	mwamantha
affront	surprise	0.531	kunyoza
jest	surprise	0.531	nthabwala
undiscovered	surprise	0.523	osadziwika
liberate	surprise	0.523	kumasula
veer	surprise	0.523	zedi
abandonment	surprise	0.523	kusiyidwa
immediacy	surprise	0.523	mwachangu
improvise	surprise	0.523	konza
victimized	surprise	0.523	kuzunzidwa
scorpion	surprise	0.523	chinkhanira
majestic	surprise	0.523	zazikulu
wonder	surprise	0.523	zodabwitsa
rejoice	surprise	0.523	kondwerani
tickle	surprise	0.516	kuseketsa
chance	surprise	0.516	mwayi
yelp	surprise	0.516	ayi
howl	surprise	0.516	kulira
stealthily	surprise	0.516	mobisa
unintentionally	surprise	0.508	mosadziwa
magnificent	surprise	0.508	zodabwitsa
reflex	surprise	0.508	reflex
garish	surprise	0.508	galimoto
transcendence	surprise	0.508	kudutsa
rave	surprise	0.508	rave
luck	surprise	0.508	mwayi
swerve	surprise	0.508	tembenuka
pop	surprise	0.508	pop
enliven	surprise	0.500	patsa moyo
slayer	surprise	0.500	wakupha
remarkable	surprise	0.500	chodabwitsa
infrequent	surprise	0.500	osawerengeka
pang	surprise	0.500	pang'ono
erotic	surprise	0.500	zokopa
misbehavior	surprise	0.500	khalidwe loipa
diversion	surprise	0.500	kupatutsidwa
heroic	surprise	0.500	ngwazi
alertness	surprise	0.500	tcheru
marvelous	surprise	0.500	zodabwitsa
fainting	surprise	0.500	kukomoka
embarrassment	surprise	0.500	manyazi
nab	surprise	0.492	nab
birthday	surprise	0.492	tsiku lobadwa
camouflage	surprise	0.492	kubisa
unutterable	surprise	0.492	wosaneneka
chimera	surprise	0.492	chimera
trump	surprise	0.492	lipenga
decoy	surprise	0.492	chinyengo
infarct	surprise	0.492	infarct
greatness	surprise	0.492	ukulu
exigent	surprise	0.492	exigent
prick	surprise	0.484	chobaya
variable	surprise	0.484	kusintha
curiosity	surprise	0.484	chidwi
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	wosaneneka
magician	surprise	0.484	wamatsenga
underestimate	surprise	0.484	chepetsa
fanfare	surprise	0.484	fani
horde	surprise	0.484	gulu
zeal	surprise	0.484	changu
incident	surprise	0.477	chochitika
illumination	surprise	0.477	kuunikira
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	yetsemula
subversive	surprise	0.477	woukira boma
gawk	surprise	0.477	gawo
fortune	surprise	0.477	mwayi
strange	surprise	0.477	zachilendo
dreadfully	surprise	0.477	mochititsa mantha
unguarded	surprise	0.477	osatetezedwa
prowl	surprise	0.469	kuyenda
reversal	surprise	0.469	kusintha
wizard	surprise	0.469	mfiti
rapid	surprise	0.469	mofulumira
leery	surprise	0.469	izi
break	surprise	0.461	kuswa
slip	surprise	0.461	kuzembera
divergent	surprise	0.461	zosiyana
hilarious	surprise	0.461	zoseketsa
coincidence	surprise	0.461	mwangozi
subito	surprise	0.461	subito
overestimate	surprise	0.453	mopambanitsa
ordeal	surprise	0.453	zovuta
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	chisangalalo
raffle	surprise	0.453	raffle
winning	surprise	0.453	kupambana
wonderful	surprise	0.453	zodabwitsa
hoax	surprise	0.453	chopusitsira
confession	surprise	0.453	kuvomereza
splendid	surprise	0.445	wokongola
stound	surprise	0.445	kuima
perchance	surprise	0.445	mwayi
excel	surprise	0.445	kupambana
enthusiast	surprise	0.445	wokonda
gambling	surprise	0.445	njuga
feat	surprise	0.445	feat
laughter	surprise	0.445	kuseka
brighten	surprise	0.438	owala
unique	surprise	0.438	wapadera
senseless	surprise	0.438	opanda nzeru
changeable	surprise	0.438	zosinthika
splendor	surprise	0.438	ulemerero
rapt	surprise	0.438	rap
unintentional	surprise	0.438	mwangozi
fascination	surprise	0.430	chidwi
trepidation	surprise	0.430	mantha
lawsuit	surprise	0.430	mlandu
gift	surprise	0.430	mphatso
stealthy	surprise	0.430	zachabechabe
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	chiwembu
delighted	surprise	0.430	Wokondwa
judgment	surprise	0.422	chiweruzo
stealth	surprise	0.422	chobisika
enchant	surprise	0.422	matsenga
originality	surprise	0.422	chiyambi
riddle	surprise	0.422	mwambi
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	apathengo
experiment	surprise	0.414	kuyesa
elusive	surprise	0.414	wosowa
syncope	surprise	0.414	syncope
liberation	surprise	0.414	kumasulidwa
spirits	surprise	0.414	mizimu
perjury	surprise	0.414	bodza
veracity	surprise	0.414	zoona
parade	surprise	0.406	parade
applause	surprise	0.406	kuwomba m’manja
inspired	surprise	0.406	owuziridwa
allure	surprise	0.406	kukopa
eager	surprise	0.406	mwachidwi
gambler	surprise	0.406	wotchova njuga
fete	surprise	0.406	fete
divorce	surprise	0.398	chisudzulo
guess	surprise	0.398	kulingalira
princely	surprise	0.398	mwachifumu
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	chinsinsi
incontinence	surprise	0.391	kusadziletsa
peri	surprise	0.391	peri
cheerful	surprise	0.391	wokondwa
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	ukulu
aspiration	surprise	0.391	chilakolako
buck	surprise	0.383	ndalama
lose	surprise	0.383	kutaya
cadaver	surprise	0.383	kamba
crowning	surprise	0.383	kuvala korona
praiseworthy	surprise	0.383	kuyamikiridwa
inheritance	surprise	0.383	cholowa
score	surprise	0.383	Chogoli
gulp	surprise	0.375	kumeza
camouflaged	surprise	0.375	zobisika
advance	surprise	0.375	patsogolo
succeed	surprise	0.375	kupambana
frisky	surprise	0.375	frisky
mystic	surprise	0.375	zachinsinsi
compliment	surprise	0.375	kuyamika
hope	surprise	0.367	chiyembekezo
joker	surprise	0.367	nthabwala
sparkle	surprise	0.367	kunyezimira
excavation	surprise	0.367	kukumba
sensual	surprise	0.367	zathupi
entertainment	surprise	0.359	zosangalatsa
feeling	surprise	0.359	kumva
modify	surprise	0.352	sintha
blessings	surprise	0.352	madalitso
newcomer	surprise	0.352	watsopano
obit	surprise	0.352	obit
postponement	surprise	0.352	kuchedwetsa
award	surprise	0.352	mphoto
clown	surprise	0.352	wojambula
highest	surprise	0.344	apamwamba
hero	surprise	0.344	ngwazi
glorify	surprise	0.344	lemekezani
proficiency	surprise	0.344	luso
start	surprise	0.344	kuyamba
wonderfully	surprise	0.344	modabwitsa
celebrity	surprise	0.344	wotchuka
rekindle	surprise	0.336	kuyatsanso
optimism	surprise	0.336	chiyembekezo
sanctify	surprise	0.336	yeretsani
unbeaten	surprise	0.336	wosagonja
prodigious	surprise	0.336	zodabwitsa
grin	surprise	0.336	kulira
memorable	surprise	0.336	wosaiŵalika
warned	surprise	0.336	anachenjeza
dissolution	surprise	0.336	kuwonongeka
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	kusilira
examination	surprise	0.320	kufufuza
angel	surprise	0.320	mngelo
present	surprise	0.320	kupezeka
catch	surprise	0.320	kugwira
hap	surprise	0.320	hap
saint	surprise	0.312	woyera
embrace	surprise	0.312	kukumbatira
flirt	surprise	0.312	kukopana
puma	surprise	0.312	puma
kiss	surprise	0.312	kupsopsona
liberty	surprise	0.312	ufulu
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	chithandizo
inaffable	surprise	0.312	wosaneneka
occasional	surprise	0.312	mwa apo ndi apo
dismissal	surprise	0.312	kuchotsedwa ntchito
perfection	surprise	0.305	ungwiro
saintly	surprise	0.305	woyera
gratify	surprise	0.305	sangalalani
generosity	surprise	0.305	kuwolowa manja
sally	surprise	0.305	sally
palpable	surprise	0.297	zomveka
finally	surprise	0.297	potsiriza
differently	surprise	0.297	mosiyana
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	mwambo
favorable	surprise	0.297	zabwino
larger	surprise	0.297	chokulirapo
warn	surprise	0.297	chenjeza
medal	surprise	0.289	mendulo
romance	surprise	0.289	chikondi
inviting	surprise	0.289	kuitana
greeting	surprise	0.289	moni
resignation	surprise	0.281	kusiya ntchito
accolade	surprise	0.281	kuyamikira
labor	surprise	0.281	ntchito
candid	surprise	0.281	zoona
trip	surprise	0.281	ulendo
stare	surprise	0.273	kuyang'ana
admire	surprise	0.266	kusilira
glimmer	surprise	0.266	chonyezimira
playful	surprise	0.266	wosewera
somatic	surprise	0.266	somatic
festival	surprise	0.266	chikondwerero
mimicry	surprise	0.266	kutengera
insolvency	surprise	0.266	kulephera
immerse	surprise	0.266	kumiza
invite	surprise	0.266	kuitana
compensate	surprise	0.266	bwezerani
receiving	surprise	0.258	kulandira
complement	surprise	0.258	wowonjezera
chuckle	surprise	0.258	seka
laugh	surprise	0.258	kuseka
hypothesis	surprise	0.258	malingaliro
honeymoon	surprise	0.250	tchuthi chaukwati
opera	surprise	0.242	opera
pleasant	surprise	0.242	zosangalatsa
marry	surprise	0.242	kukwatira
independence	surprise	0.242	kudziimira
chant	surprise	0.234	nyimbo
holiness	surprise	0.234	chiyero
assessment	surprise	0.234	kuwunika
rhythmical	surprise	0.234	wanyimbo
hopeful	surprise	0.234	wachiyembekezo
leave	surprise	0.234	kuchoka
trophy	surprise	0.234	chikho
deal	surprise	0.227	malonda
procession	surprise	0.227	ulendo
placard	surprise	0.227	chikwangwani
shopping	surprise	0.219	kugula
musical	surprise	0.219	zanyimbo
cherish	surprise	0.219	samalira
good	surprise	0.219	zabwino
dawn	surprise	0.211	mbandakucha
simplify	surprise	0.211	chepetsa
shell	surprise	0.211	chipolopolo
morals	surprise	0.203	makhalidwe abwino
money	surprise	0.203	ndalama
nullify	surprise	0.203	wononga
purity	surprise	0.203	chiyero
sweet	surprise	0.203	okoma
synchronize	surprise	0.195	kulunzanitsa
precious	surprise	0.195	zamtengo wapatali
humanitarian	surprise	0.195	wothandiza anthu
preservative	surprise	0.195	chosungira
unfulfilled	surprise	0.195	zosakwaniritsidwa
obliging	surprise	0.188	kukakamiza
singularly	surprise	0.188	limodzi
graduation	surprise	0.180	kumaliza maphunziro
foresee	surprise	0.180	oneratu
pray	surprise	0.180	pempherani
lovely	surprise	0.180	okondeka
thirst	surprise	0.172	ludzu
mouth	surprise	0.172	pakamwa
youth	surprise	0.172	unyamata
sun	surprise	0.172	dzuwa
art	surprise	0.172	luso
goodness	surprise	0.164	ubwino
latent	surprise	0.156	zobisika
visor	surprise	0.156	visor
overdue	surprise	0.156	mochedwa
practiced	surprise	0.156	anachita
loyal	surprise	0.148	okhulupirika
expect	surprise	0.148	yembekezera
wireless	surprise	0.148	opanda zingwe
destination	surprise	0.148	kopita
infant	surprise	0.141	khanda
cream	surprise	0.141	kirimu
slush	surprise	0.141	slush
quote	surprise	0.141	mawu
playground	surprise	0.133	bwalo lamasewera
vote	surprise	0.125	kuvota
teach	surprise	0.125	phunzitsa
organization	surprise	0.125	bungwe
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	kulemera
smile	surprise	0.117	kumwetulira
sisterhood	surprise	0.109	ulongo
cable	surprise	0.109	chingwe
sunny	surprise	0.102	dzuwa
steady	surprise	0.094	wokhazikika
peaceful	surprise	0.086	wamtendere
spa	surprise	0.086	spa
leisure	surprise	0.086	nthawi yopuma
picnic	surprise	0.078	pikiniki
tree	surprise	0.078	mtengo
worm	surprise	0.055	nyongolotsi
truthfulness	trust	0.906	kunena zoona
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	odalirika
honor	trust	0.844	ulemu
honesty	trust	0.844	kukhulupirika
honest	trust	0.844	woona mtima
truth	trust	0.844	chowonadi
truthful	trust	0.836	zoona
trusting	trust	0.836	kudalira
brotherhood	trust	0.820	ubale
entrust	trust	0.812	pereka
committed	trust	0.805	adadzipereka
loyalty	trust	0.805	kukhulupirika
integrity	trust	0.805	umphumphu
honorable	trust	0.805	wolemekezeka
trust	trust	0.805	kudalira
credibility	trust	0.805	kudalirika
faithful	trust	0.797	okhulupirika
sincere	trust	0.797	owona mtima
partnership	trust	0.789	mgwirizano
responsible	trust	0.789	udindo
true	trust	0.789	zoona
wisdom	trust	0.789	nzeru
verification	trust	0.781	kutsimikizira
cooperative	trust	0.781	mgwirizano
vow	trust	0.781	lumbiro
oath	trust	0.781	lumbiro
respectable	trust	0.773	wolemekezeka
sisterhood	trust	0.773	ulongo
hero	trust	0.773	ngwazi
credible	trust	0.773	wodalirika
promise	trust	0.773	lonjezo
verified	trust	0.773	zotsimikizika
qualified	trust	0.766	woyenerera
authentication	trust	0.766	kutsimikizika
respected	trust	0.766	kulemekezedwa
compassion	trust	0.759	chifundo
approval	trust	0.758	kuvomereza
moral	trust	0.758	makhalidwe abwino
reliability	trust	0.758	kudalirika
trusts	trust	0.758	wodalirika
safekeeping	trust	0.758	kusunga
reputable	trust	0.758	olemekezeka
love	trust	0.758	chikondi
friend	trust	0.750	bwenzi
stable	trust	0.750	khola
authentic	trust	0.750	zowona
competence	trust	0.750	luso
safeguard	trust	0.750	chitetezo
companion	trust	0.750	bwenzi
advised	trust	0.750	analangiza
respect	trust	0.750	ulemu
loyal	trust	0.750	okhulupirika
genuine	trust	0.750	zenizeni
friendships	trust	0.750	amakhulupirira
ally	trust	0.750	ally
proven	trust	0.742	zatsimikiziridwa
freedom	trust	0.742	ufulu
respects	trust	0.742	ulemu
accepting	trust	0.742	mabwenzi
faith	trust	0.742	chikhulupiriro
wholesome	trust	0.742	zabwino
heartfelt	trust	0.734	kuchokera pansi pamtima
unification	trust	0.734	mgwirizano
confirmation	trust	0.734	chitsimikizo
protecting	trust	0.734	kuteteza
reassurance	trust	0.734	chitsimikizo
trustee	trust	0.734	wodalirika
supporter	trust	0.734	wothandizira
respectful	trust	0.734	waulemu
admirable	trust	0.734	chosiririka
fact	trust	0.727	zoona
friendship	trust	0.727	ubwenzi
partners	trust	0.727	kuvomereza
confidentially	trust	0.727	mwachinsinsi
confident	trust	0.727	wodzidalira
equality	trust	0.727	kufanana
alliance	trust	0.727	mgwirizano
credential	trust	0.727	umboni
believing	trust	0.727	kukhulupirira
excellence	trust	0.727	kupambana
agreement	trust	0.727	mgwirizano
closeness	trust	0.719	kuyandikira
authenticate	trust	0.719	tsimikizirani
virtuous	trust	0.719	wabwino
intelligence	trust	0.719	nzeru
kindred	trust	0.719	achibale
virtue	trust	0.719	ukoma
honored	trust	0.719	kulemekezedwa
justice	trust	0.711	chilungamo
charitable	trust	0.711	wachifundo
determination	trust	0.711	kutsimikiza mtima
creditable	trust	0.711	wodalirika
consistency	trust	0.711	kusasinthasintha
allegiance	trust	0.711	kukhulupirika
cooperation	trust	0.711	mgwirizano
guarantee	trust	0.711	chitsimikizo
dedication	trust	0.711	kudzipereka
straightforward	trust	0.711	zolunjika
cooperating	trust	0.711	kugwirizana
reliable	trust	0.703	odalirika
nurture	trust	0.703	kulera
mother	trust	0.703	amayi
fulfilled	trust	0.703	kukwaniritsidwa
admiration	trust	0.703	kusilira
mentor	trust	0.703	mlangizi
guardianship	trust	0.703	kusunga
assurance	trust	0.703	chitsimikizo
morality	trust	0.703	makhalidwe abwino
motherhood	trust	0.703	umayi
innocent	trust	0.703	wosalakwa
reverence	trust	0.703	ulemu
sanctuary	trust	0.703	malo opatulika
friendliness	trust	0.703	mwaubwenzi
prepared	trust	0.703	kukonzekera
admire	trust	0.703	kusilira
protected	trust	0.703	otetezedwa
proof	trust	0.703	umboni
bodyguard	trust	0.695	mlonda
skillful	trust	0.695	waluso
marriage	trust	0.695	ukwati
allied	trust	0.695	ogwirizana
morals	trust	0.695	makhalidwe abwino
humanitarian	trust	0.695	wothandiza anthu
pact	trust	0.695	pangano
courage	trust	0.695	kulimba mtima
accountable	trust	0.695	woyankha
agreeable	trust	0.695	chovomerezeka
united	trust	0.695	ogwirizana
indestructible	trust	0.695	chosawonongeka
approving	trust	0.695	kuvomereza
guardian	trust	0.695	woyang'anira
compassionate	trust	0.695	wachifundo
scientist	trust	0.695	wasayansi
certified	trust	0.695	wotsimikizika
pledge	trust	0.688	lonjezo
adviser	trust	0.688	mlangizi
authenticity	trust	0.688	zowona
understanding	trust	0.688	kumvetsa
secure	trust	0.688	otetezeka
guidance	trust	0.688	malangizo
monogamy	trust	0.688	mkazi mmodzi
valor	trust	0.688	kulimba mtima
solidity	trust	0.688	kulimba
perfection	trust	0.688	ungwiro
believed	trust	0.688	anakhulupirira
humanity	trust	0.688	umunthu
justifiable	trust	0.688	zomveka
competent	trust	0.688	waluso
esteem	trust	0.688	ulemu
protector	trust	0.680	mtetezi
inspire	trust	0.680	limbikitsa
hope	trust	0.680	chiyembekezo
strongest	trust	0.680	abwenzi
expertise	trust	0.680	ukatswiri
