English Word	Emotion	Emotion-Intensity-Score	Lithuanian Word
armor	trust	0.484	šarvai
colonel	trust	0.484	pulkininkas
referee	trust	0.484	teisėjas
favorite	trust	0.484	mėgstamiausias
assembly	trust	0.484	surinkimas
romance	trust	0.484	romantika
confess	trust	0.484	prisipažinti
sweet	trust	0.484	saldus
crowning	trust	0.484	vainikavimas
forecast	trust	0.484	prognozė
affection	trust	0.484	meilė
approbate	trust	0.484	aprobuoti
path	trust	0.484	kelias
concord	trust	0.484	santarvė
police	trust	0.484	policija
countryman	trust	0.484	tautietis
income	trust	0.484	pajamos
ranger	trust	0.484	reindžeris
depth	trust	0.484	gylis
like	trust	0.484	Kaip
voucher	trust	0.484	kuponas
diagnosis	trust	0.484	diagnozė
hire	trust	0.484	samdyti
clean	trust	0.484	švarus
laudation	trust	0.484	liaupsinimas
arbiter	trust	0.484	arbitras
purely	trust	0.477	grynai
votive	trust	0.477	votas
expect	trust	0.477	tikėtis
glory	trust	0.477	šlovė
counted	trust	0.477	pastangas
apologize	trust	0.477	atsiprašyti
sterling	trust	0.477	sterlingų
word	trust	0.477	žodį
follow	trust	0.477	sekti
sermon	trust	0.477	pamokslą
consul	trust	0.477	konsulas
calculator	trust	0.477	skaičiuotuvas
lamb	trust	0.477	ėriena
veracity	trust	0.477	tikrumas
matter	trust	0.477	reikalas
parliament	trust	0.477	parlamentas
lover	trust	0.477	meilužis
sacrifice	trust	0.477	auka
putative	trust	0.477	tariamas
preponderance	trust	0.477	persvara
landmark	trust	0.477	orientyras
nursery	trust	0.477	darželis
mathematical	trust	0.477	matematinės
frank	trust	0.477	atviras
signature	trust	0.477	parašas
policeman	trust	0.477	policininkas
episcopal	trust	0.477	vyskupas
pastor	trust	0.477	klebonas
eagerness	trust	0.469	noras
mighty	trust	0.469	galingas
recruits	trust	0.469	užverbuoja
tribune	trust	0.469	tribūna
author	trust	0.469	autorius
effective	trust	0.469	efektyvus
intended	trust	0.469	skirta
passion	trust	0.469	aistra
religion	trust	0.469	religija
flagship	trust	0.469	flagmanas
immerse	trust	0.469	panardinti
capacity	trust	0.469	talpa
associate	trust	0.469	bendradarbis
cashier	trust	0.469	kasininkė
regal	trust	0.469	karališkas
dove	trust	0.469	balandis
tutelage	trust	0.469	globa
underwrite	trust	0.469	pasirašyti
uncritical	trust	0.469	nekritiškas
prefer	trust	0.469	teikia pirmenybę
instructor	trust	0.469	instruktorius
gain	trust	0.469	įgyti
marshal	trust	0.469	maršalka
judgment	trust	0.469	nuosprendį
judicious	trust	0.469	protingas
top	trust	0.469	viršuje
title	trust	0.469	titulą
vicar	trust	0.469	vikaras
bridesmaid	trust	0.469	pamergė
commission	trust	0.469	Komisija
lifestyle	trust	0.461	gyvenimo būdas
aunt	trust	0.461	teta
attendant	trust	0.461	palydovas
enroll	trust	0.461	užsiregistruoti
priesthood	trust	0.461	kunigystė
trade	trust	0.461	prekyba
crucial	trust	0.461	lemiamas
moorings	trust	0.461	švartavimosi vietos
kitten	trust	0.461	kačiukas
medal	trust	0.461	medalis
oblige	trust	0.461	įpareigoti
manage	trust	0.461	valdyti
magnetic	trust	0.461	magnetinis
custody	trust	0.461	globa
necessarily	trust	0.461	būtinai
partake	trust	0.461	dalyvauti
cautious	trust	0.461	atsargus
consecration	trust	0.461	pašventinimas
courier	trust	0.461	kurjeris
bank	trust	0.461	bankas
lesson	trust	0.461	pamoka
patriarchal	trust	0.461	patriarchalinis
eventually	trust	0.461	suskaičiuota
commerce	trust	0.461	komercija
contains	trust	0.461	galiausiai
theological	trust	0.461	teologinis
socially	trust	0.461	yra
admitted	trust	0.461	pripažino
fortress	trust	0.461	tvirtovė
cathedral	trust	0.455	katedra
deputy	trust	0.453	pavaduotojas
commonplace	trust	0.453	įprastas dalykas
puppy	trust	0.453	šuniukas
president	trust	0.453	prezidentas
finally	trust	0.453	pagaliau
governor	trust	0.453	gubernatorius
synergistic	trust	0.453	sinergetinis
excited	trust	0.453	susijaudinęs
encomium	trust	0.453	entuziumas
chart	trust	0.453	diagramą
perceive	trust	0.453	suvokti
insulation	trust	0.453	izoliacija
present	trust	0.453	pateikti
oasis	trust	0.453	oazė
eagle	trust	0.453	erelis
exchange	trust	0.453	mainai
foresee	trust	0.453	numatyti
strategist	trust	0.453	strategas
journeyman	trust	0.453	keliautojas
dawn	trust	0.453	aušra
laud	trust	0.453	pagirti
level	trust	0.453	lygiu
chairwoman	trust	0.453	pirmininkė
tradesmen	trust	0.445	socialiai
asserting	trust	0.445	teigdamas
negotiate	trust	0.445	derėtis
sensual	trust	0.445	jausmingas
chocolate	trust	0.445	šokolado
crew	trust	0.445	įgula
remains	trust	0.445	lieka
dictum	trust	0.445	įsakymas
theorem	trust	0.445	teorema
sir	trust	0.445	pone
employ	trust	0.445	įdarbinti
usual	trust	0.445	įprastas
operation	trust	0.445	operacija
magnify	trust	0.445	padidinti
director	trust	0.445	direktorius
formula	trust	0.445	formulę
chemist	trust	0.445	chemikas
enliven	trust	0.445	pagyvinti
chancellor	trust	0.445	kancleris
orthodoxy	trust	0.445	ortodoksija
lodging	trust	0.445	nakvynę
exaltation	trust	0.445	išaukštinimas
lord	trust	0.445	viešpatie
handbook	trust	0.445	vadovas
bridegroom	trust	0.445	jaunikis
matters	trust	0.445	prekybininkai
orchestra	trust	0.445	orkestras
impart	trust	0.445	perteikti
statistical	trust	0.445	statistiniai
indemnity	trust	0.445	kompensacija
governess	trust	0.438	guvernantė
imagination	trust	0.438	vaizduotė
butler	trust	0.438	liokajus
conformity	trust	0.438	atitikties
digit	trust	0.438	skaitmenų
comptroller	trust	0.438	kontrolierius
economy	trust	0.438	ekonomika
conveyancing	trust	0.438	pervežimas
arbitrator	trust	0.438	arbitras
emphasize	trust	0.438	pabrėžti
exhaustive	trust	0.438	išsamus
abbot	trust	0.438	abatas
atone	trust	0.438	išpirkti
cabinet	trust	0.438	kabinetas
merci	trust	0.438	reikalais
tandem	trust	0.438	tandemas
elite	trust	0.438	elitas
inauguration	trust	0.438	inauguracija
elect	trust	0.438	išrinktasis
encore	trust	0.438	encore
villager	trust	0.438	kaimietis
oracle	trust	0.438	orakulas
fate	trust	0.438	likimas
sun	trust	0.438	saulė
pay	trust	0.430	mokėti
base	trust	0.430	bazė
bridal	trust	0.430	nuotakos
persuade	trust	0.430	įtikinti
lender	trust	0.430	skolintojas
playful	trust	0.430	žaismingas
occupant	trust	0.430	okupantas
impressionable	trust	0.430	įspūdingas
resources	trust	0.430	išteklių
repay	trust	0.430	grąžinti
toughness	trust	0.430	kietumas
rule	trust	0.430	taisyklė
elucidate	trust	0.430	išsiaiškinti
utopian	trust	0.430	utopinis
wealth	trust	0.430	turtus
compact	trust	0.430	kompaktiška
errand	trust	0.430	pavedimas
simplify	trust	0.430	supaprastinti
neutrality	trust	0.430	neutralumas
count	trust	0.430	skaičiuoti
grit	trust	0.430	smėlis
differential	trust	0.430	diferencialas
blanket	trust	0.430	antklodė
hail	trust	0.430	kruša
deacon	trust	0.430	diakonas
sentry	trust	0.430	sargybinis
bequest	trust	0.430	palikimas
disclosed	trust	0.430	atskleista
cop	trust	0.430	policininkas
circle	trust	0.430	ratas
grammar	trust	0.430	gramatikos
invite	trust	0.430	pakviesti
estimable	trust	0.430	įvertinti
maintenance	trust	0.422	priežiūra
supplication	trust	0.422	maldavimas
fixed	trust	0.422	fiksuotas
accountant	trust	0.422	buhalteris
sing	trust	0.422	dainuoti
eulogize	trust	0.422	pagirti
easiest	trust	0.422	merci
dealings	trust	0.422	sandėrius
axiom	trust	0.422	aksioma
enablement	trust	0.422	įgalinimas
diary	trust	0.422	dienoraštis
trading	trust	0.422	prekyba
perennial	trust	0.422	daugiametis
primer	trust	0.422	gruntas
truss	trust	0.422	santvara
travel	trust	0.422	kelionė
apprentice	trust	0.422	mokinys
hymn	trust	0.422	himnas
theocratic	trust	0.422	teokratinis
forum	trust	0.422	forumas
continue	trust	0.422	Tęsti
supremacy	trust	0.422	viršenybę
wonderstruck	trust	0.422	mlk
probity	trust	0.422	sąžiningumas
parish	trust	0.422	parapija
treat	trust	0.422	gydyti
respite	trust	0.422	atokvėpis
dominion	trust	0.422	viešpatavimas
antiseptic	trust	0.422	antiseptikas
assignee	trust	0.422	perėmėjas
reconsideration	trust	0.422	persvarstymas
intend	trust	0.422	ketinti
shopkeeper	trust	0.422	parduotuvės savininkas
commodore	trust	0.414	komodoras
fellas	trust	0.414	lesbietės
routine	trust	0.414	rutina
cash	trust	0.414	grynųjų pinigų
labor	trust	0.414	darbo
offering	trust	0.414	siūlymas
specialize	trust	0.414	specializuotis
gazette	trust	0.414	laikraštis
choir	trust	0.414	choras
cogent	trust	0.414	įtikinamas
deference	trust	0.414	pagarba
serve	trust	0.414	tarnauti
leap	trust	0.414	šuolis
preservative	trust	0.414	konservantas
akin	trust	0.414	artimas
amortization	trust	0.414	amortizacija
consort	trust	0.414	konsortas
salary	trust	0.414	atlyginimas
incline	trust	0.414	nuolydis
synod	trust	0.414	sinodas
gate	trust	0.414	vartai
conglomerate	trust	0.414	konglomeratas
kudos	trust	0.414	pagyrimai
reporter	trust	0.414	reporteris
trainer	trust	0.414	treneris
athlete	trust	0.414	sportininkas
privilege	trust	0.414	privilegija
rapt	trust	0.414	sužavėtas
transaction	trust	0.414	sandorį
radar	trust	0.406	radaras
judged	trust	0.406	teisiamas
legislator	trust	0.406	įstatymų leidėjas
dermatologist	trust	0.406	dermatologas
executor	trust	0.406	vykdytojas
system	trust	0.406	sistema
budget	trust	0.406	biudžeto
trophy	trust	0.406	trofėjus
tree	trust	0.406	medis
leisure	trust	0.406	laisvalaikis
fitting	trust	0.406	montavimas
glorify	trust	0.406	šlovinti
sanction	trust	0.406	sankcija
reimbursement	trust	0.406	kompensacija
extol	trust	0.406	pagirti
patrol	trust	0.406	patrulis
nation	trust	0.406	tauta
linguist	trust	0.406	kalbininkas
luxury	trust	0.406	prabanga
abacus	trust	0.406	abakas
gentry	trust	0.398	bajoras
intense	trust	0.398	intensyvus
neutral	trust	0.398	neutralus
clearance	trust	0.398	klirensas
paths	trust	0.398	Jeremijas
iron	trust	0.398	geležies
ground	trust	0.398	žemės
deluxe	trust	0.398	liukso klasės
clan	trust	0.398	klanas
climax	trust	0.398	kulminacija
electorate	trust	0.398	rinkėjų
merchandise	trust	0.398	prekės
favs	trust	0.398	lengviausia
eulogy	trust	0.398	panegirika
yearning	trust	0.398	ilgesys
explain	trust	0.398	paaiškinti
journalism	trust	0.398	žurnalistika
nest	trust	0.398	lizdas
parietal	trust	0.398	parietalinis
fain	trust	0.398	fainas
pursue	trust	0.398	siekti
popular	trust	0.398	populiarus
barter	trust	0.398	mainai
glow	trust	0.398	švytėjimas
depository	trust	0.398	depozitoriumas
quaint	trust	0.398	nuostabus
follower	trust	0.391	sekėjas
surrogate	trust	0.391	surogatas
grin	trust	0.391	šypsnys
accounts	trust	0.391	sąskaitas
chandler	trust	0.391	chandleris
star	trust	0.391	žvaigždė
regardless	trust	0.391	nustebino
deal	trust	0.391	sandoris
armory	trust	0.391	ginkluotė
messenger	trust	0.391	pasiuntinys
recline	trust	0.391	atsilošti
escort	trust	0.391	palyda
stages	trust	0.391	bičiuliai
translation	trust	0.391	vertimas
eulogistic	trust	0.391	panegirika
intercession	trust	0.391	užtarimo
usher	trust	0.391	prižiūrėtojas
downright	trust	0.391	tiesiai šviesiai
horse	trust	0.391	arklys
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	bagažas
cube	trust	0.391	kubas
label	trust	0.383	etiketė
plaudit	trust	0.383	pagirti
lean	trust	0.383	liesas
culinary	trust	0.383	kulinarijos
larger	trust	0.383	didesnis
bartender	trust	0.383	barmenas
crisp	trust	0.383	traškus
faculty	trust	0.383	fakultetas
gage	trust	0.383	matuoklis
curfew	trust	0.383	komendanto valanda
fortune	trust	0.383	turtas
bounty	trust	0.383	dovana
leaning	trust	0.383	pasviręs
reparation	trust	0.383	atlyginimas
encomiastic	trust	0.383	entuziastingas
series	trust	0.383	serija
edited	trust	0.383	takai
possess	trust	0.383	turėti
someday	trust	0.383	mėgstamiausi
clapping	trust	0.375	plojimais
cover	trust	0.375	viršelis
sex	trust	0.375	seksas
adjust	trust	0.375	sureguliuoti
bouquet	trust	0.375	puokštė
picnic	trust	0.375	piknikas
personalities	trust	0.375	etapai
assessor	trust	0.375	vertintojas
differences	trust	0.375	skirtumus
general	trust	0.375	bendras
confederate	trust	0.375	konfederacinis
desires	trust	0.375	nepaisant
cosmopolitan	trust	0.367	kosmopolitas
manual	trust	0.367	vadovas
dogma	trust	0.367	dogma
marine	trust	0.367	jūrų
pretty	trust	0.367	graži
nestle	trust	0.367	lizdas
garrison	trust	0.367	garnizonas
throne	trust	0.367	sostas
superstar	trust	0.367	superžvaigždė
senate	trust	0.367	senatas
dolphin	trust	0.367	delfinas
bursary	trust	0.367	stipendija
disclaim	trust	0.367	atsisakyti
knickers	trust	0.367	kelnaitės
collateral	trust	0.367	užstatas
marrow	trust	0.367	čiulpai
bargain	trust	0.367	derėtis
magnet	trust	0.367	magnetas
swell	trust	0.367	išsipūsti
bailiff	trust	0.367	antstolis
periodicity	trust	0.367	periodiškumas
microscope	trust	0.367	mikroskopu
money	trust	0.359	pinigų
green	trust	0.359	žalias
lettered	trust	0.359	raidėmis
fender	trust	0.359	sparnas
promo	trust	0.359	reklama
dance	trust	0.359	šokis
phalanx	trust	0.359	falanga
privileged	trust	0.359	privilegijuotas
mortgagee	trust	0.359	hipotekos kreditorius
boomerang	trust	0.359	bumerangas
eulogium	trust	0.359	panegirika
roadster	trust	0.359	rodsteris
calls	trust	0.359	skambučių
circumstances	trust	0.359	aplinkybės
footing	trust	0.359	kojas
stark	trust	0.359	atšiaurus
vulnerable	trust	0.359	pažeidžiamas
fade	trust	0.359	išblukti
aga	trust	0.359	aga
maxim	trust	0.359	maksima
suggest	trust	0.352	pasiūlyti
banker	trust	0.352	bankininkas
crescendo	trust	0.352	crescendo
administrative	trust	0.352	administracinis
laser	trust	0.352	lazeris
show	trust	0.352	Rodyti
rave	trust	0.352	siautėti
fuse	trust	0.352	lydusis saugiklis
poll	trust	0.352	apklausa
tactics	trust	0.352	taktikos
seals	trust	0.352	plombos
font	trust	0.352	šriftas
attorney	trust	0.352	advokatas
axiomatic	trust	0.352	aksiominis
holder	trust	0.344	laikiklis
purr	trust	0.344	murkti
proviso	trust	0.344	išlyga
playground	trust	0.344	žaidimų aikštelė
servant	trust	0.344	tarnas
dame	trust	0.344	ponia
lace	trust	0.344	nėriniai
weigh	trust	0.344	pasverti
dealt	trust	0.344	collins
petit	trust	0.344	homie
entertainment	trust	0.344	pramogos
bounce	trust	0.344	atšokti
shoutout	trust	0.344	redagavo
clap	trust	0.344	ploti
endless	trust	0.344	begalinis
opera	trust	0.336	opera
estimation	trust	0.336	įvertinimas
lens	trust	0.336	objektyvas
hairchalk	trust	0.336	kada nors
legislature	trust	0.336	įstatymų leidėjas
shoulder	trust	0.336	pečių
cement	trust	0.336	cementas
food	trust	0.336	maistas
repute	trust	0.336	reputacija
carol	trust	0.336	karolis
county	trust	0.336	apskritis
canons	trust	0.328	kanonai
gauging	trust	0.328	matuojant
execution	trust	0.328	egzekucija
swear	trust	0.328	prisiekti
wear	trust	0.328	dėvėti
theory	trust	0.328	teorija
struggles	trust	0.328	norai
youll	trust	0.328	berminat
corporation	trust	0.328	korporacija
zeal	trust	0.328	uolumas
unofficial	trust	0.320	neoficialus
disposed	trust	0.320	disponuoti
heyday	trust	0.320	klestėjimo laikas
interior	trust	0.320	interjeras
proxy	trust	0.320	įgaliotasis serveris
fill	trust	0.320	užpildyti
rod	trust	0.320	strypas
aksesoris	trust	0.320	jual
cap	trust	0.320	dangtelis
clerical	trust	0.320	dvasininkas
sib	trust	0.320	ses
pavement	trust	0.320	šaligatvis
girder	trust	0.320	sijos
darkest	trust	0.320	Bristolis
handgel	trust	0.320	asmenybes
prophylactic	trust	0.312	profilaktinis
pill	trust	0.312	piliulę
spaniel	trust	0.312	spanielis
veal	trust	0.312	veršiena
gubernatorial	trust	0.312	gubernatorius
bruh	trust	0.312	kišenė
spa	trust	0.312	SPA
smith	trust	0.312	Kalvis
imperfections	trust	0.312	monde
reseller	trust	0.312	aneka
hermit	trust	0.305	atsiskyrėlis
exception	trust	0.305	išimtis
actress	trust	0.305	Aktorė
secret	trust	0.305	paslaptis
warn	trust	0.305	įspėti
presumption	trust	0.305	prielaida
sundial	trust	0.305	saulės laikrodis
thermometer	trust	0.305	termometras
shopping	trust	0.297	apsipirkti
resistance	trust	0.297	pasipriešinimas
hairclip	trust	0.297	išdalytas
pivot	trust	0.297	suktis
flatter	trust	0.297	plokštesnis
pin	trust	0.297	smeigtukas
tickle	trust	0.297	kutenti
levee	trust	0.297	užtvanka
congressman	trust	0.297	kongresmenas
mandarin	trust	0.297	mandarino
pith	trust	0.297	šerdis
divan	trust	0.297	sofa
chicane	trust	0.289	chicane
owing	trust	0.289	skolingas
challenges	trust	0.289	petit
zest	trust	0.289	potraukis
calf	trust	0.289	veršelis
contagiously	trust	0.289	plaukų kreida
shorty	trust	0.289	šauksmas
weight	trust	0.289	svorio
insolvent	trust	0.289	nemokus
machine	trust	0.289	mašina
fiesta	trust	0.281	fiesta
mule	trust	0.281	mulas
regrets	trust	0.281	karunia
fisheye	trust	0.281	kovos
gullible	trust	0.281	patiklus
surrender	trust	0.281	pasidavimas
denying	trust	0.281	neigiantis
flirt	trust	0.281	flirtuoti
congress	trust	0.273	kongresas
sappy	trust	0.273	šlykštus
celebrity	trust	0.273	įžymybė
conquer	trust	0.273	užkariauti
ejaculation	trust	0.273	ejakuliacija
chubby	trust	0.273	apkūnus
jellylens	trust	0.273	tu
indent	trust	0.273	įtrauka
autism	trust	0.273	autizmas
don	trust	0.273	don
rejection	trust	0.273	atmetimas
antifungal	trust	0.266	priešgrybelinis
weakness	trust	0.266	silpnumas
khan	trust	0.266	chanas
truck	trust	0.266	sunkvežimis
fashion	trust	0.266	mada
dare	trust	0.258	išdrįsti
acrobat	trust	0.258	akrobatas
zealous	trust	0.258	uolus
crumpled	trust	0.258	vert
puff	trust	0.258	pūsti
defeated	trust	0.258	nugalėjo
secrecy	trust	0.250	slaptumas
fabrication	trust	0.250	pagaminimas
rota	trust	0.250	rota
sadness	trust	0.250	liūdesys
bureaucracy	trust	0.250	biurokratija
flange	trust	0.242	flanšas
obstacle	trust	0.242	kliūtis
denial	trust	0.242	neigimas
merchant	trust	0.242	pirklys
burden	trust	0.234	našta
bitterness	trust	0.234	kartumas
wot	trust	0.234	wot
gusset	trust	0.234	įdubimas
alb	trust	0.234	alb
secrets	trust	0.234	sist
criticism	trust	0.234	kritika
mag	trust	0.234	sur
faults	trust	0.227	rankinė
shyt	trust	0.227	pulsas
devastating	trust	0.227	pražūtingas
reject	trust	0.227	atmesti
thrift	trust	0.227	taupumas
sceptical	trust	0.227	skeptiškai nusiteikęs
flaws	trust	0.227	aksesoris
erotic	trust	0.219	erotinis
chuckle	trust	0.219	kikenu
envy	trust	0.219	pavydas
libel	trust	0.219	šmeižtas
sneaking	trust	0.211	sėlinant
censor	trust	0.211	cenzorius
battles	trust	0.211	tamsiausias
undone	trust	0.211	behel
pawn	trust	0.211	pėstininkas
denied	trust	0.211	paneigta
coax	trust	0.203	įkalbinėti
hopeless	trust	0.203	beviltiška
disappointments	trust	0.203	bruh
whstupp	trust	0.203	atsakymas
deceiving	trust	0.203	apgaudinėjant
doubt	trust	0.203	abejoti
moat	trust	0.203	griovys
dubious	trust	0.195	abejotinas
erased	trust	0.195	perpardavėjas
pry	trust	0.195	smalsauti
yuk	trust	0.188	tema
ehh	trust	0.188	romėnai
jealousy	trust	0.188	pavydas
wack	trust	0.188	hola
insecurities	trust	0.180	mau
deny	trust	0.180	paneigti
mislead	trust	0.180	suklaidinti
weaknesses	trust	0.180	netobulumai
addict	trust	0.172	narkomanas
unreliable	trust	0.172	nepatikimas
shatter	trust	0.172	suskaldyti
