English Word	Emotion	Emotion-Intensity-Score	Azerbaijani Word
alliance	trust	0.727	ittifaq
credential	trust	0.727	etimadnamə
believing	trust	0.727	inanan
excellence	trust	0.727	mükəmməllik
agreement	trust	0.727	razılaşma
closeness	trust	0.719	yaxınlıq
authenticate	trust	0.719	autentifikasiya edin
virtuous	trust	0.719	fəzilətli
intelligence	trust	0.719	kəşfiyyat
kindred	trust	0.719	qohum
virtue	trust	0.719	fəzilət
honored	trust	0.719	fəxri ad
justice	trust	0.711	ədalət
charitable	trust	0.711	xeyriyyəçi
determination	trust	0.711	qətiyyət
creditable	trust	0.711	kreditə layiqdir
consistency	trust	0.711	ardıcıllıq
allegiance	trust	0.711	sədaqət
cooperation	trust	0.711	əməkdaşlıq
guarantee	trust	0.711	zəmanət
dedication	trust	0.711	fədakarlıq
straightforward	trust	0.711	düz
cooperating	trust	0.711	əməkdaşlıq edir
reliable	trust	0.703	etibarlı
nurture	trust	0.703	tərbiyə etmək
mother	trust	0.703	ana
fulfilled	trust	0.703	yerinə yetirildi
admiration	trust	0.703	heyranlıq
mentor	trust	0.703	mentor
guardianship	trust	0.703	qəyyumluq
assurance	trust	0.703	təminat
morality	trust	0.703	əxlaq
motherhood	trust	0.703	analıq
innocent	trust	0.703	günahsız
reverence	trust	0.703	ehtiram
sanctuary	trust	0.703	ziyarətgah
friendliness	trust	0.703	dostluq
prepared	trust	0.703	hazırlanmışdır
admire	trust	0.703	heyran olmaq
protected	trust	0.703	qorunur
proof	trust	0.703	sübut
bodyguard	trust	0.695	cangüdən
skillful	trust	0.695	bacarıqlı
marriage	trust	0.695	evlilik
allied	trust	0.695	müttəfiq
morals	trust	0.695	əxlaq
humanitarian	trust	0.695	humanitar
pact	trust	0.695	pakt
courage	trust	0.695	cəsarət
accountable	trust	0.695	cavabdehdir
agreeable	trust	0.695	məqbul
united	trust	0.695	birləşdi
indestructible	trust	0.695	sarsılmaz
approving	trust	0.695	təsdiq edir
guardian	trust	0.695	gözətçi
compassionate	trust	0.695	mərhəmətli
scientist	trust	0.695	alim
certified	trust	0.695	sertifikatlı
pledge	trust	0.688	girov
adviser	trust	0.688	məsləhətçi
authenticity	trust	0.688	həqiqilik
understanding	trust	0.688	anlayış
secure	trust	0.688	təhlükəsiz
guidance	trust	0.688	rəhbərlik
monogamy	trust	0.688	monoqamiya
valor	trust	0.688	şücaət
solidity	trust	0.688	möhkəmlik
perfection	trust	0.688	mükəmməllik
believed	trust	0.688	inanırdı
humanity	trust	0.688	insanlıq
justifiable	trust	0.688	əsaslandırıla bilən
competent	trust	0.688	səlahiyyətli
esteem	trust	0.688	hörmət
protector	trust	0.680	qoruyucu
inspire	trust	0.680	ruhlandırmaq
hope	trust	0.680	ümid
strongest	trust	0.680	tərəfdaşlar
expertise	trust	0.680	ekspertiza
humble	trust	0.680	təvazökar
indivisible	trust	0.680	bölünməz
official	trust	0.680	rəsmi
affirm	trust	0.680	təsdiq etmək
familiarity	trust	0.680	tanışlıq
confirmed	trust	0.680	təsdiqləndi
diligence	trust	0.680	çalışqanlıq
grandfather	trust	0.680	baba
advocacy	trust	0.680	vəkillik
goodness	trust	0.680	yaxşılıq
commendable	trust	0.680	təqdirəlayiqdir
acceptance	trust	0.680	qəbul
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	lider
confide	trust	0.680	güvənmək
agreeing	trust	0.680	razılaşır
approve	trust	0.680	təsdiq etmək
professional	trust	0.680	peşəkar
elders	trust	0.680	ağsaqqallar
confidential	trust	0.680	gizli
faultless	trust	0.672	qüsursuz
believes	trust	0.672	qəbul edildi
sanctify	trust	0.672	müqəddəsləşdirmək
intelligent	trust	0.672	ağıllı
safe	trust	0.672	təhlükəsiz
accepted	trust	0.672	ən güclü
dignity	trust	0.672	ləyaqət
unwavering	trust	0.672	sarsılmaz
encyclopedia	trust	0.672	ensiklopediya
mastery	trust	0.672	ustalıq
cohesive	trust	0.672	birləşdirici
harmoniously	trust	0.672	ahəngdar şəkildə
benevolence	trust	0.672	xeyirxahlıq
healing	trust	0.672	şəfa
accredited	trust	0.672	akkreditə olunub
covenant	trust	0.672	əhd
accountability	trust	0.664	cavabdehlik
team	trust	0.664	komanda
authority	trust	0.664	səlahiyyət
heroic	trust	0.664	qəhrəmanlıq
reliance	trust	0.664	güvənmək
expert	trust	0.664	ekspert
communicate	trust	0.664	ünsiyyət
spiritual	trust	0.664	mənəvi
impeccable	trust	0.664	qüsursuz
specialist	trust	0.664	mütəxəssis
affirmatively	trust	0.664	təsdiqlə
proficient	trust	0.664	bacarıqlı
fulfillment	trust	0.664	yerinə yetirilməsi
advocate	trust	0.664	vəkil
disciple	trust	0.664	şagird
attestation	trust	0.664	attestasiya
merit	trust	0.664	ləyaqət
supporting	trust	0.664	dəstəkləyən
ambassador	trust	0.664	səfir
guidebook	trust	0.664	bələdçi kitabçası
accept	trust	0.664	qəbul et
strengthening	trust	0.661	gücləndirilməsi
holiness	trust	0.656	müqəddəslik
facts	trust	0.656	faktlar
warranty	trust	0.656	zəmanət
strength	trust	0.656	güc
relationship	trust	0.656	münasibət
defended	trust	0.656	müdafiə etdi
constancy	trust	0.656	sabitlik
favorable	trust	0.656	əlverişli
gentleman	trust	0.656	centlmen
counsel	trust	0.656	məsləhət
scientific	trust	0.656	elmi
structure	trust	0.656	strukturu
elder	trust	0.656	ağsaqqal
excellent	trust	0.656	əla
achieve	trust	0.656	nail olmaq
steadfast	trust	0.656	səbirli
familiar	trust	0.656	tanış
proficiency	trust	0.656	bacarıq
supports	trust	0.656	inanır
counselor	trust	0.648	məsləhətçi
lovable	trust	0.648	sevimli
advisable	trust	0.648	məsləhətdir
agreed	trust	0.648	razılaşdı
heroism	trust	0.648	qəhrəmanlıq
rely	trust	0.648	güvənmək
uphold	trust	0.648	saxlamaq
brother	trust	0.648	qardaş
matrimony	trust	0.648	nikah
assuredly	trust	0.648	mütləq
peaceful	trust	0.648	dinc
saint	trust	0.648	müqəddəs
unconditionally	trust	0.648	qəbul edir
solidarity	trust	0.648	həmrəylik
accepts	trust	0.648	dəstəkləyir
inspiration	trust	0.648	ilham
noble	trust	0.648	nəcib
successful	trust	0.648	uğurlu
harmony	trust	0.648	harmoniya
protective	trust	0.648	qoruyucu
competency	trust	0.648	səriştə
comrade	trust	0.648	yoldaş
academic	trust	0.648	akademik
assist	trust	0.648	yardım etmək
worthy	trust	0.643	layiqli
benefactor	trust	0.641	xeyirxah
credence	trust	0.641	etimad
confidence	trust	0.641	güvən
relationships	trust	0.641	qeyd-şərtsiz
ordained	trust	0.641	təyin edilmişdir
legal	trust	0.641	qanuni
champion	trust	0.641	çempion
lawful	trust	0.641	qanuni
durability	trust	0.641	davamlılıq
judiciary	trust	0.641	məhkəmə
doctor	trust	0.641	həkim
loving	trust	0.641	sevən
assure	trust	0.641	təmin etmək
establish	trust	0.641	qurmaq
mamma	trust	0.641	anam
kind	trust	0.641	mehriban
unity	trust	0.641	birlik
conscientious	trust	0.641	vicdanlı
real	trust	0.641	real
coexist	trust	0.641	bir yerdə yaşamaq
leading	trust	0.641	aparıcı
teacher	trust	0.641	müəllim
intimate	trust	0.634	Intim
brotherly	trust	0.633	qardaşcasına
physician	trust	0.633	həkim
judicial	trust	0.633	məhkəmə
saintly	trust	0.633	müqəddəsliklə
aspiration	trust	0.633	istək
conscience	trust	0.633	vicdan
therapeutic	trust	0.633	terapevtik
fidelity	trust	0.633	sədaqət
soundness	trust	0.633	sağlamlıq
important	trust	0.633	vacibdir
homage	trust	0.633	hörmət
legitimacy	trust	0.633	qanunilik
fortitude	trust	0.633	mətanət
deepest	trust	0.633	əlaqələr
approved	trust	0.633	təsdiq edilmişdir
courageous	trust	0.633	cəsarətli
devotional	trust	0.633	sədaqətli
endorse	trust	0.633	təsdiq etmək
backbone	trust	0.633	onurğa sütunu
authorize	trust	0.633	icazə verin
practiced	trust	0.633	məşq etdi
sanctification	trust	0.633	müqəddəsləşdirmə
hopeful	trust	0.633	ümidli
convincing	trust	0.633	inandırıcı
bless	trust	0.633	xeyir-dua ver
angel	trust	0.625	mələk
authorization	trust	0.625	icazə
assured	trust	0.625	arxayın olub
purify	trust	0.625	saflaşdırmaq
caretaker	trust	0.625	baxıcı
regard	trust	0.625	hörmət
profound	trust	0.625	dərin
achievement	trust	0.625	nailiyyət
evident	trust	0.625	aşkar
positivity	trust	0.625	pozitivlik
communication	trust	0.625	rabitə
professorship	trust	0.625	professorluq
blessing	trust	0.625	xeyir-dua
beliefs	trust	0.625	ən dərin
encourage	trust	0.625	həvəsləndirmək
fireman	trust	0.625	yanğınsöndürən
majestic	trust	0.625	əzəmətli
civilized	trust	0.625	sivil
certify	trust	0.625	təsdiq etmək
wonderful	trust	0.625	gözəl
engaged	trust	0.625	nişanlı
accurate	trust	0.625	dəqiq
approvement	trust	0.617	təsdiq
optimism	trust	0.617	optimizm
planning	trust	0.617	planlaşdırma
believer	trust	0.617	mömin
advice	trust	0.617	məsləhət
commend	trust	0.617	tərifləmək
gospel	trust	0.617	müjdə
objective	trust	0.617	obyektiv
rational	trust	0.617	rasional
cherish	trust	0.617	bəsləmək
constantly	trust	0.617	daim
haven	trust	0.617	cənnət
fundamental	trust	0.617	Əsas
bedrock	trust	0.617	əsas qaya
accord	trust	0.617	razılıq
triumphant	trust	0.617	qalib
surety	trust	0.617	zəmanət
testament	trust	0.617	vəsiyyətnamə
absolution	trust	0.617	bağışlanma
truce	trust	0.617	atəşkəs
reassure	trust	0.617	arxayın etmək
appreciation	trust	0.617	təqdir
qualities	trust	0.617	keyfiyyətlər
passionate	trust	0.617	ehtiraslı
good	trust	0.617	yaxşı
unimpeachable	trust	0.617	qüsursuz
corroborate	trust	0.617	təsdiqləmək
thoughtful	trust	0.617	düşüncəli
heroine	trust	0.617	qəhrəman
teach	trust	0.617	öyrətmək
god	trust	0.617	allah
attentive	trust	0.617	diqqətli
scripture	trust	0.609	kitab
civilization	trust	0.609	sivilizasiya
magnificence	trust	0.609	möhtəşəmlik
recommend	trust	0.609	tövsiyə edin
progression	trust	0.609	irəliləmə
steward	trust	0.609	stüard
purification	trust	0.609	təmizlənmə
patron	trust	0.609	patron
praiseworthy	trust	0.609	tərifəlayiq
heal	trust	0.609	sağalmaq
considerate	trust	0.609	diqqətli
blessings	trust	0.609	xeyir-dua
mediator	trust	0.609	vasitəçi
babysitter	trust	0.609	dayə
notary	trust	0.609	notarius
awareness	trust	0.609	maarifləndirmə
vetted	trust	0.609	inanclar
excel	trust	0.609	excel
happy	trust	0.609	xoşbəxt
praise	trust	0.609	tərifləmək
brilliant	trust	0.609	parlaq
liking	trust	0.609	bəyənmə
definitive	trust	0.609	qəti
comfort	trust	0.609	rahatlıq
officer	trust	0.609	zabit
peace	trust	0.602	sülh
serenity	trust	0.602	sükunət
unquestionable	trust	0.602	şübhəsiz
embrace	trust	0.602	qucaqlamaq
identify	trust	0.602	müəyyən etmək
inspired	trust	0.602	ilhamlanmışdır
steady	trust	0.602	sabit
nun	trust	0.602	rahibə
guarded	trust	0.602	mühafizə olunur
symmetry	trust	0.602	simmetriya
mainstay	trust	0.602	dayaq
fulfill	trust	0.602	yerinə yetirmək
humility	trust	0.602	təvazökarlıq
helpful	trust	0.602	faydalı
transcendence	trust	0.602	transsendensiya
unconditional	trust	0.602	qeyd-şərtsiz
brave	trust	0.602	cəsarətli
brighten	trust	0.602	işıqlandırmaq
experienced	trust	0.602	təcrübəli
enlightenment	trust	0.602	maarifləndirmə
sympathetic	trust	0.602	simpatik
witness	trust	0.602	şahid
vigilant	trust	0.594	sayıq
ministry	trust	0.594	nazirlik
admiral	trust	0.594	admiral
vigilance	trust	0.594	sayıqlıq
depend	trust	0.594	asılı
generosity	trust	0.594	alicənablıq
befriend	trust	0.594	dost olmaq
complimentary	trust	0.594	pulsuz
assessment	trust	0.594	qiymətləndirilməsi
fairly	trust	0.594	ədalətli
enlighten	trust	0.594	maarifləndirmək
strengthen	trust	0.594	gücləndirmək
nurse	trust	0.594	tibb bacısı
endowment	trust	0.594	vəqf
visionary	trust	0.594	uzaqgörən
praised	trust	0.594	təriflədi
eminence	trust	0.594	əzəmət
marry	trust	0.594	evlənmək
generous	trust	0.594	səxavətli
gratitude	trust	0.594	minnətdarlıq
sage	trust	0.594	adaçayı
tranquility	trust	0.594	əmin-amanlıq
openly	trust	0.594	açıq şəkildə
grant	trust	0.594	qrant
spouse	trust	0.594	həyat yoldaşı
philanthropic	trust	0.594	xeyriyyəçi
regent	trust	0.594	regent
substantiate	trust	0.594	əsaslandırmaq
commendation	trust	0.594	tərif
council	trust	0.594	şura
efficient	trust	0.594	səmərəli
sweetheart	trust	0.589	sevgilim
bylaw	trust	0.586	əsasnamə
magnificent	trust	0.586	möhtəşəm
designation	trust	0.586	təyinat
godly	trust	0.586	ilahi
seniority	trust	0.586	staj
conservation	trust	0.586	konservasiya
educational	trust	0.586	maarifləndirici
rooted	trust	0.586	köklü
inheritance	trust	0.586	miras
diplomacy	trust	0.586	diplomatiya
mate	trust	0.586	yoldaş
convince	trust	0.586	inandırmaq
unfailing	trust	0.586	sarsılmaz
share	trust	0.586	paylaş
monk	trust	0.586	rahib
constitutional	trust	0.586	konstitusiya
lovely	trust	0.586	sevimli
compliance	trust	0.586	uyğunluq
attest	trust	0.586	təsdiq etmək
victory	trust	0.586	qələbə
serene	trust	0.586	sakit
checklist	trust	0.586	yoxlama siyahısı
husbandry	trust	0.586	heyvandarlıq
enjoying	trust	0.586	zövq almaq
revere	trust	0.586	hörmət etmək
tribe	trust	0.586	qəbilə
meritorious	trust	0.586	ləyaqətli
joyful	trust	0.586	şən
delegate	trust	0.586	nümayəndə
helper	trust	0.586	köməkçi
angelic	trust	0.586	mələk
ambition	trust	0.586	ambisiya
father	trust	0.586	ata
acclaim	trust	0.586	alqışlamaq
testimony	trust	0.586	şahidlik
collectively	trust	0.586	kollektiv şəkildə
sobriety	trust	0.586	ayıqlıq
prestige	trust	0.586	prestij
firmness	trust	0.586	möhkəmlik
structural	trust	0.578	struktur
impartiality	trust	0.578	qərəzsizlik
navigator	trust	0.578	naviqator
judge	trust	0.578	hakim
shelter	trust	0.578	sığınacaq
coexisting	trust	0.578	birgə mövcud olan
unquestioned	trust	0.578	şübhəsiz
careful	trust	0.578	ehtiyatlı
obey	trust	0.578	tabe olmaq
professor	trust	0.578	professor
convinced	trust	0.578	inandırdı
communion	trust	0.578	birlik
cheerfulness	trust	0.578	şənlik
inviting	trust	0.578	dəvət edən
irrefutable	trust	0.578	təkzibedilməzdir
commandant	trust	0.578	komendant
smile	trust	0.578	gülümsəmək
authoritative	trust	0.578	nüfuzlu
philanthropist	trust	0.578	xeyriyyəçi
legalized	trust	0.578	qanuniləşdirilib
adore	trust	0.578	pərəstiş etmək
upright	trust	0.578	dik
revival	trust	0.578	dirçəliş
dutiful	trust	0.578	vəzifəli
watchdog	trust	0.578	gözətçi iti
apostle	trust	0.570	həvari
volunteers	trust	0.570	könüllülər
immaculate	trust	0.570	qüsursuz
adhering	trust	0.570	yapışaraq
unquestionably	trust	0.570	şübhəsiz
advise	trust	0.570	məsləhət vermək
punctual	trust	0.570	punktual
consult	trust	0.570	məsləhətləşin
ordinance	trust	0.570	sərəncam
complement	trust	0.570	tamamlayır
modest	trust	0.570	təvazökar
everlasting	trust	0.570	əbədi
compass	trust	0.570	kompas
heavenly	trust	0.570	səmavi
determinate	trust	0.570	müəyyən etmək
counsellor	trust	0.570	məsləhətçi
abundance	trust	0.570	bolluq
guide	trust	0.570	bələdçi
earned	trust	0.570	yoxlanılıb
pedigree	trust	0.570	damazlıq
relative	trust	0.570	qohum
principal	trust	0.570	əsas
plausible	trust	0.570	inandırıcı
collaborator	trust	0.570	əməkdaş
connective	trust	0.570	birləşdirici
corroboration	trust	0.570	təsdiq
insure	trust	0.570	sığortalamaq
pilot	trust	0.570	pilot
unequivocal	trust	0.570	birmənalı
matron	trust	0.570	matrona
cuddle	trust	0.570	qucaqlamaq
measured	trust	0.570	ölçülür
fort	trust	0.562	qala
treasurer	trust	0.562	xəzinədar
apostolic	trust	0.562	apostol
save	trust	0.562	yadda saxla
frankness	trust	0.562	səmimiyyət
insight	trust	0.562	fikir
admit	trust	0.562	etiraf etmək
earn	trust	0.562	qazanmaq
remarkable	trust	0.562	əlamətdar
strong	trust	0.562	güclü
content	trust	0.562	məzmun
vitality	trust	0.562	dirilik
prize	trust	0.562	Hədiyyə
vigorous	trust	0.562	güclü
congregation	trust	0.562	camaat
uplift	trust	0.562	yüksəliş
spotless	trust	0.562	ləkəsiz
devout	trust	0.562	dindar
soothing	trust	0.562	sakitləşdirici
miracle	trust	0.562	möcüzə
cohesion	trust	0.562	birlik
lovemaking	trust	0.562	sevişmə
curable	trust	0.562	müalicə edilə bilən
pleasant	trust	0.562	xoş
jury	trust	0.562	münsiflər heyəti
pertinent	trust	0.562	müvafiq
succeeding	trust	0.562	uğur qazanır
concordance	trust	0.562	uyğunluq
jurist	trust	0.562	hüquqşünas
applaud	trust	0.562	alqışlayın
ordination	trust	0.562	təyinat
compensate	trust	0.562	kompensasiya etmək
patience	trust	0.555	səbr
mediate	trust	0.555	vasitəçilik etmək
coach	trust	0.555	məşqçi
illumination	trust	0.555	işıqlandırma
cultivate	trust	0.555	becərmək
providing	trust	0.555	təmin edir
precedence	trust	0.555	birincilik
exalt	trust	0.555	ucaltmaq
succeed	trust	0.555	uğur qazanmaq
inclusion	trust	0.555	daxil edilməsi
meditate	trust	0.555	meditasiya etmək
coalesce	trust	0.555	birləşmək
betrothed	trust	0.555	nişanlı
midwife	trust	0.555	mama
veteran	trust	0.555	veteran
destined	trust	0.555	təyin olunmuş
auditor	trust	0.555	auditor
privacy	trust	0.555	məxfilik
restorative	trust	0.555	bərpaedici
influential	trust	0.555	təsirli
impartial	trust	0.555	qərəzsiz
discretion	trust	0.555	mülahizə
foresight	trust	0.555	uzaqgörənlik
congruence	trust	0.555	uyğunluq
worship	trust	0.555	ibadət etmək
constant	trust	0.555	Sabit
reunion	trust	0.555	qovuşmaq
intuition	trust	0.555	intuisiya
reconciliation	trust	0.555	barışıq
ambulance	trust	0.555	təcili yardım
defender	trust	0.555	müdafiəçi
greatness	trust	0.555	böyüklük
buddy	trust	0.555	dostum
vote	trust	0.555	səs verin
physicist	trust	0.555	fizik
prophet	trust	0.555	peyğəmbər
prevalent	trust	0.547	üstünlük təşkil edir
eyewitness	trust	0.547	şahid
durable	trust	0.547	davamlı
prudent	trust	0.547	ehtiyatlı
securities	trust	0.547	qiymətli kağızlar
salvation	trust	0.547	qurtuluş
govern	trust	0.547	idarə etmək
law	trust	0.547	qanun
proud	trust	0.547	qürurlu
cheer	trust	0.547	şadlanmaq
reinforcement	trust	0.547	möhkəmləndirmə
promises	trust	0.547	qazandı
invocation	trust	0.547	çağırış
provide	trust	0.547	təmin etmək
friendly	trust	0.547	mehriban
commanding	trust	0.547	əmr edən
temperate	trust	0.547	mülayim
conciliation	trust	0.547	barışıq
convent	trust	0.547	monastır
heritage	trust	0.547	irs
independence	trust	0.547	müstəqillik
rejoice	trust	0.547	sevinmək
engaging	trust	0.547	cəlbedici
readiness	trust	0.547	hazırlıq
registry	trust	0.547	reyestr
statement	trust	0.547	bəyanat
liberty	trust	0.547	azadlıq
forgive	trust	0.547	bağışla
ancestral	trust	0.547	ata-baba
impenetrable	trust	0.547	keçilməz
choices	trust	0.539	vədlər verir
psalms	trust	0.539	məzmurlar
majority	trust	0.539	çoxluq
antidote	trust	0.539	antidot
tantamount	trust	0.539	bərabərdir
perfect	trust	0.539	mükəmməl
regularity	trust	0.539	müntəzəmlik
chronicle	trust	0.539	salnamə
ensemble	trust	0.539	ansambl
applause	trust	0.539	alqışlar
obedience	trust	0.539	itaət
aspiring	trust	0.539	həvəsli
watchman	trust	0.539	gözətçi
inimitable	trust	0.539	təkrarolunmaz
chastity	trust	0.539	iffət
architecture	trust	0.539	memarlıq
stamina	trust	0.539	dözüm
delightful	trust	0.539	ləzzətli
exalted	trust	0.539	uca
relevant	trust	0.539	müvafiq
reinforcements	trust	0.539	armaturlar
proctor	trust	0.539	proktor
immovable	trust	0.539	daşınmaz
instructions	trust	0.539	təlimatlar
define	trust	0.539	müəyyənləşdirmək
uncensured	trust	0.539	senzurasız
institute	trust	0.539	institut
responsive	trust	0.539	cavab verən
recovery	trust	0.539	bərpa
obliging	trust	0.539	məcbur edən
obvious	trust	0.539	aşkar
forefathers	trust	0.539	atalar
eager	trust	0.539	həvəsli
inoculation	trust	0.539	aşılama
