English Word	Emotion	Emotion-Intensity-Score	Hawaiian Word
frisky	surprise	0.375	liʻiliʻi
mystic	surprise	0.375	pohihihi
compliment	surprise	0.375	hoʻomaikaʻi
hope	surprise	0.367	manaʻolana
joker	surprise	0.367	mea hoʻohenehene
sparkle	surprise	0.367	ʻōlinolino
excavation	surprise	0.367	ʻeli ʻana
sensual	surprise	0.367	pili kino
entertainment	surprise	0.359	hoʻokipa
feeling	surprise	0.359	manaʻo
modify	surprise	0.352	hoʻololi
blessings	surprise	0.352	hoʻomaikaʻi
newcomer	surprise	0.352	mea hou
obit	surprise	0.352	obit
postponement	surprise	0.352	hoʻopaneʻe
award	surprise	0.352	makana
clown	surprise	0.352	clown
highest	surprise	0.344	kiekie loa
hero	surprise	0.344	meʻe
glorify	surprise	0.344	hoonani
proficiency	surprise	0.344	akamai
start	surprise	0.344	hoʻomaka
wonderfully	surprise	0.344	kupanaha
celebrity	surprise	0.344	mea kaulana
rekindle	surprise	0.336	e hoʻā hou
optimism	surprise	0.336	manaʻo manaʻo maikaʻi
sanctify	surprise	0.336	e hoano
unbeaten	surprise	0.336	lanakila ole
prodigious	surprise	0.336	mea kupanaha
grin	surprise	0.336	ʻakaʻaka
memorable	surprise	0.336	poina
warned	surprise	0.336	ao aku
dissolution	surprise	0.336	ka hemo ana
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	mahalo
examination	surprise	0.320	hoʻokolokolo
angel	surprise	0.320	ʻānela
present	surprise	0.320	i kēia manawa
catch	surprise	0.320	hopu
hap	surprise	0.320	hap
saint	surprise	0.312	haipule
embrace	surprise	0.312	apo
flirt	surprise	0.312	pāhili
puma	surprise	0.312	puma
kiss	surprise	0.312	honi
liberty	surprise	0.312	kuokoa
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	pono
inaffable	surprise	0.312	hiki ole
occasional	surprise	0.312	i kekahi manawa
dismissal	surprise	0.312	ka hoopau ana
perfection	surprise	0.305	hemolele
saintly	surprise	0.305	hemolele
gratify	surprise	0.305	hoonanea
generosity	surprise	0.305	lokomaikaʻi
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	hope loa
differently	surprise	0.297	ʻokoʻa
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	ʻahaʻaina
favorable	surprise	0.297	maikaʻi
larger	surprise	0.297	nui aku
warn	surprise	0.297	e ao aku
medal	surprise	0.289	mekala
romance	surprise	0.289	aloha aloha
inviting	surprise	0.289	kono ana
greeting	surprise	0.289	aloha
resignation	surprise	0.281	haʻalele
accolade	surprise	0.281	hoʻomaikaʻi
labor	surprise	0.281	hana
candid	surprise	0.281	pololei
trip	surprise	0.281	huakaʻi
stare	surprise	0.273	nana aku
admire	surprise	0.266	mahalo
glimmer	surprise	0.266	ʻōlinolino
playful	surprise	0.266	pāʻani
somatic	surprise	0.266	somatic
festival	surprise	0.266	ʻahaʻaina
mimicry	surprise	0.266	mimicry
insolvency	surprise	0.266	ʻaʻa ʻole
immerse	surprise	0.266	hoʻolulu
invite	surprise	0.266	kono
compensate	surprise	0.266	uku
receiving	surprise	0.258	ka loaa ana
complement	surprise	0.258	hoʻokō
chuckle	surprise	0.258	ʻakaʻaka
laugh	surprise	0.258	akaaka
hypothesis	surprise	0.258	kuhiakau
honeymoon	surprise	0.250	honeymoon
opera	surprise	0.242	opera
pleasant	surprise	0.242	ʻoluʻolu
marry	surprise	0.242	male
independence	surprise	0.242	kūʻokoʻa
chant	surprise	0.234	oli
holiness	surprise	0.234	hemolele
assessment	surprise	0.234	loiloi
rhythmical	surprise	0.234	hoʻokani pila
hopeful	surprise	0.234	manaʻolana
leave	surprise	0.234	haalele
trophy	surprise	0.234	pila
deal	surprise	0.227	ʻaelike
procession	surprise	0.227	huakaʻi
placard	surprise	0.227	palapala hōʻailona
shopping	surprise	0.219	kūʻai
musical	surprise	0.219	mele
cherish	surprise	0.219	mahalo
good	surprise	0.219	maikaʻi loa
dawn	surprise	0.211	wanaʻao
simplify	surprise	0.211	hoʻomāmā
shell	surprise	0.211	pūpū
morals	surprise	0.203	ka pono
money	surprise	0.203	kālā
nullify	surprise	0.203	hoʻopau ʻole
purity	surprise	0.203	ka maemae
sweet	surprise	0.203	ʻono
synchronize	surprise	0.195	hoʻolikelike
precious	surprise	0.195	makamae
humanitarian	surprise	0.195	kōkua kanaka
preservative	surprise	0.195	mea mālama
unfulfilled	surprise	0.195	hoʻokō ʻole ʻia
obliging	surprise	0.188	ʻo ka ʻae ʻana
singularly	surprise	0.188	hoʻokahi
graduation	surprise	0.180	puka puka
foresee	surprise	0.180	ʻike mua
pray	surprise	0.180	pule
lovely	surprise	0.180	nani
thirst	surprise	0.172	makewai
mouth	surprise	0.172	waha
youth	surprise	0.172	ʻōpio
sun	surprise	0.172	lā
art	surprise	0.172	noʻeau
goodness	surprise	0.164	maikaʻi
latent	surprise	0.156	huna
visor	surprise	0.156	makaʻala
overdue	surprise	0.156	hoʻopaneʻe
practiced	surprise	0.156	hoʻomaʻamaʻa
loyal	surprise	0.148	kūpaʻa
expect	surprise	0.148	manaʻo
wireless	surprise	0.148	uwea ole
destination	surprise	0.148	kahi e hele ai
infant	surprise	0.141	kamaliʻi
cream	surprise	0.141	holika
slush	surprise	0.141	slush
quote	surprise	0.141	ʻōlelo ʻōlelo
playground	surprise	0.133	kahua pāʻani
vote	surprise	0.125	koho
teach	surprise	0.125	ao aku
organization	surprise	0.125	hui
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	kaumaha
smile	surprise	0.117	minoʻaka
sisterhood	surprise	0.109	kaikuahine
cable	surprise	0.109	uwea
sunny	surprise	0.102	lā
steady	surprise	0.094	kūpaʻa
peaceful	surprise	0.086	maluhia
spa	surprise	0.086	spa
leisure	surprise	0.086	leʻaleʻa
picnic	surprise	0.078	pīniki
tree	surprise	0.078	kumulāʻau
worm	surprise	0.055	ilo
truthfulness	trust	0.906	ʻoiaʻiʻo
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	hilinaʻi
honor	trust	0.844	hanohano
honesty	trust	0.844	ka pono
honest	trust	0.844	pololei
truth	trust	0.844	ʻoiaʻiʻo
truthful	trust	0.836	ʻoiaʻiʻo
trusting	trust	0.836	paulele ana
brotherhood	trust	0.820	kaikunāne
entrust	trust	0.812	hāʻawi
committed	trust	0.805	hana ʻia
loyalty	trust	0.805	kūpaʻa
integrity	trust	0.805	pono
honorable	trust	0.805	hanohano
trust	trust	0.805	hilinaʻi
credibility	trust	0.805	hilinaʻi
faithful	trust	0.797	pono
sincere	trust	0.797	ʻoiaʻiʻo
partnership	trust	0.789	hui ʻana
responsible	trust	0.789	kuleana
true	trust	0.789	ʻoiaʻiʻo
wisdom	trust	0.789	naauao
verification	trust	0.781	hōʻoia
cooperative	trust	0.781	hui pū
vow	trust	0.781	hoʻohiki
oath	trust	0.781	hoohiki
respectable	trust	0.773	hanohano
sisterhood	trust	0.773	kaikuahine
hero	trust	0.773	meʻe
credible	trust	0.773	hilinaʻi
promise	trust	0.773	hoohiki
verified	trust	0.773	hōʻoia ʻia
qualified	trust	0.766	kūpono
authentication	trust	0.766	hōʻoia
respected	trust	0.766	mahalo ʻia
compassion	trust	0.759	aloha
approval	trust	0.758	ʻae ʻia
moral	trust	0.758	pono
reliability	trust	0.758	hilinaʻi
trusts	trust	0.758	hilinaʻi
safekeeping	trust	0.758	mālama mālama
reputable	trust	0.758	kaulana
love	trust	0.758	aloha
friend	trust	0.750	hoaloha
stable	trust	0.750	hale paʻa
authentic	trust	0.750	ʻoiaʻiʻo
competence	trust	0.750	mākaukau
safeguard	trust	0.750	palekana
companion	trust	0.750	hoahele
advised	trust	0.750	ʻōlelo ʻia
respect	trust	0.750	mahalo
loyal	trust	0.750	kūpaʻa
genuine	trust	0.750	ʻoiaʻiʻo
friendships	trust	0.750	hilinai
ally	trust	0.750	hoapili
proven	trust	0.742	hōʻoia
freedom	trust	0.742	kūʻokoʻa
respects	trust	0.742	mahalo
accepting	trust	0.742	hoalohaloha
faith	trust	0.742	ka manaoio
wholesome	trust	0.742	maikaʻi
heartfelt	trust	0.734	puuwai
unification	trust	0.734	hoʻohuihui
confirmation	trust	0.734	hōʻoia
protecting	trust	0.734	pale ana
reassurance	trust	0.734	hōʻoiaʻiʻo
trustee	trust	0.734	kahu kahu
supporter	trust	0.734	kākoʻo
respectful	trust	0.734	mahalo
admirable	trust	0.734	mahalo ʻia
fact	trust	0.727	ʻoiaʻiʻo
friendship	trust	0.727	hoalohaloha
partners	trust	0.727	e ae ana
confidentially	trust	0.727	me ka huna huna
confident	trust	0.727	hilinaʻi
equality	trust	0.727	kaulike
alliance	trust	0.727	kuikahi
credential	trust	0.727	palapala hōʻoia
believing	trust	0.727	ka manaoio ana
excellence	trust	0.727	maikaʻi loa
agreement	trust	0.727	ʻaelike
closeness	trust	0.719	pili
authenticate	trust	0.719	hōʻoiaʻiʻo
virtuous	trust	0.719	pono
intelligence	trust	0.719	naauao
kindred	trust	0.719	ʻohana
virtue	trust	0.719	ka pono
honored	trust	0.719	hanohano
justice	trust	0.711	ka pono
charitable	trust	0.711	aloha
determination	trust	0.711	manao paa
creditable	trust	0.711	ʻaiʻē
consistency	trust	0.711	kūlike
allegiance	trust	0.711	kupaa
cooperation	trust	0.711	ka launa pū ʻana
guarantee	trust	0.711	hōʻoiaʻiʻo
dedication	trust	0.711	hoʻolaʻa
straightforward	trust	0.711	pololei
cooperating	trust	0.711	ka launa pū ʻana
reliable	trust	0.703	hilinaʻi
nurture	trust	0.703	hanai
mother	trust	0.703	makuahine
fulfilled	trust	0.703	hookoia
admiration	trust	0.703	mahalo
mentor	trust	0.703	kumu aʻo
guardianship	trust	0.703	kahu
assurance	trust	0.703	hōʻoiaʻiʻo
morality	trust	0.703	ka pono
motherhood	trust	0.703	noho makuahine
innocent	trust	0.703	hala ole
reverence	trust	0.703	ka mahalo
sanctuary	trust	0.703	hale kapu
friendliness	trust	0.703	aloha aloha
prepared	trust	0.703	hoomakaukauia
admire	trust	0.703	mahalo
protected	trust	0.703	pale ʻia
proof	trust	0.703	hōʻoia
bodyguard	trust	0.695	kiaʻi kino
skillful	trust	0.695	akamai
marriage	trust	0.695	male ʻana
allied	trust	0.695	hui pū
morals	trust	0.695	ka pono
humanitarian	trust	0.695	kōkua kanaka
pact	trust	0.695	ʻaelike
courage	trust	0.695	koa
accountable	trust	0.695	kuleana
agreeable	trust	0.695	oluolu
united	trust	0.695	hui pū
indestructible	trust	0.695	pau ole
approving	trust	0.695	apono ana
guardian	trust	0.695	kahu kahu
compassionate	trust	0.695	aloha
scientist	trust	0.695	ʻepekema
certified	trust	0.695	hooiaio
pledge	trust	0.688	hoohiki
adviser	trust	0.688	kākāʻōlelo
authenticity	trust	0.688	ʻoiaʻiʻo
understanding	trust	0.688	ka hoomaopopo ana
secure	trust	0.688	paʻa
guidance	trust	0.688	alakaʻi
monogamy	trust	0.688	monogamy
valor	trust	0.688	koa
solidity	trust	0.688	paʻa
perfection	trust	0.688	hemolele
believed	trust	0.688	manaʻoʻiʻo
humanity	trust	0.688	kanaka
justifiable	trust	0.688	kupono
competent	trust	0.688	mākaukau
esteem	trust	0.688	mahalo
protector	trust	0.680	mea hoomalu
inspire	trust	0.680	hoʻoulu
hope	trust	0.680	manaʻolana
strongest	trust	0.680	hoapili
expertise	trust	0.680	akamai
humble	trust	0.680	haahaa
indivisible	trust	0.680	hiki ole ke maheleia
official	trust	0.680	luna
affirm	trust	0.680	e hooiaio
familiarity	trust	0.680	kamaʻāina
confirmed	trust	0.680	hoʻopaʻa ʻia
diligence	trust	0.680	hooikaika
grandfather	trust	0.680	kupunakāne
advocacy	trust	0.680	hoʻolaha
goodness	trust	0.680	maikaʻi
commendable	trust	0.680	mahaloia
acceptance	trust	0.680	ka ʻae ʻana
diplomatic	trust	0.680	pili aupuni
leader	trust	0.680	alakaʻi
confide	trust	0.680	haʻiʻōlelo
agreeing	trust	0.680	e ae ana
approve	trust	0.680	apono
professional	trust	0.680	ʻoihana
elders	trust	0.680	kahiko
confidential	trust	0.680	mea huna
faultless	trust	0.672	hala ole
believes	trust	0.672	ʻae ʻia
sanctify	trust	0.672	e hoano
intelligent	trust	0.672	akamai
safe	trust	0.672	palekana
accepted	trust	0.672	ikaika loa
dignity	trust	0.672	hanohano
unwavering	trust	0.672	naueue ole
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	ka manaʻo
cohesive	trust	0.672	huikau
harmoniously	trust	0.672	me ka lokahi
benevolence	trust	0.672	lokomaikaʻi
healing	trust	0.672	hoʻōla
accredited	trust	0.672	ʻae ʻia
covenant	trust	0.672	berita
accountability	trust	0.664	kuleana kuleana
team	trust	0.664	hui
authority	trust	0.664	mana
heroic	trust	0.664	meʻe
reliance	trust	0.664	hilinaʻi
expert	trust	0.664	akamai
communicate	trust	0.664	kamaʻilio
spiritual	trust	0.664	uhane
impeccable	trust	0.664	hala ole
specialist	trust	0.664	loea
affirmatively	trust	0.664	ʻoiaʻiʻo
proficient	trust	0.664	akamai
fulfillment	trust	0.664	hoʻokō
advocate	trust	0.664	kākāʻōlelo
disciple	trust	0.664	haumana
attestation	trust	0.664	hooiaio
merit	trust	0.664	pono
supporting	trust	0.664	kākoʻo
ambassador	trust	0.664	ʻelele
guidebook	trust	0.664	puke alakaʻi
accept	trust	0.664	e ae aku
strengthening	trust	0.661	hooikaika ana
holiness	trust	0.656	hemolele
facts	trust	0.656	ʻoiaʻiʻo
warranty	trust	0.656	palapala hōʻoia
strength	trust	0.656	ikaika
relationship	trust	0.656	pilina
defended	trust	0.656	pale ʻia
constancy	trust	0.656	kūpaʻa
favorable	trust	0.656	maikaʻi
gentleman	trust	0.656	keonimana
counsel	trust	0.656	kākāʻōlelo
scientific	trust	0.656	ʻepekema
structure	trust	0.656	hale kūkulu
elder	trust	0.656	kahiko
excellent	trust	0.656	maikaʻi loa
achieve	trust	0.656	hoʻokō
steadfast	trust	0.656	kūpaʻa
familiar	trust	0.656	kamaʻāina
proficiency	trust	0.656	akamai
supports	trust	0.656	manaʻoʻiʻo
counselor	trust	0.648	kākāʻōlelo
lovable	trust	0.648	aloha
advisable	trust	0.648	pono
agreed	trust	0.648	ʻae ʻia
heroism	trust	0.648	ka manaʻo koa
rely	trust	0.648	hilinai
uphold	trust	0.648	kākoʻo
brother	trust	0.648	kaikuaʻana, kaikaina
matrimony	trust	0.648	male mare
assuredly	trust	0.648	ʻoiaʻiʻo
peaceful	trust	0.648	maluhia
saint	trust	0.648	haipule
unconditionally	trust	0.648	ʻae aku
solidarity	trust	0.648	ka lokahi
accepts	trust	0.648	kākoʻo
inspiration	trust	0.648	hoʻoulu ʻana
noble	trust	0.648	hanohano
successful	trust	0.648	holomua
harmony	trust	0.648	ka lokahi
protective	trust	0.648	pale
competency	trust	0.648	mākaukau
comrade	trust	0.648	hoa
academic	trust	0.648	hoʻonaʻauao
assist	trust	0.648	kokua
worthy	trust	0.643	kupono
benefactor	trust	0.641	mea kokua
credence	trust	0.641	hilinaʻi
confidence	trust	0.641	hilinaʻi
relationships	trust	0.641	me ke kumu ole
ordained	trust	0.641	hoonohoia
legal	trust	0.641	kānāwai
champion	trust	0.641	champion
lawful	trust	0.641	kūpono i ke kānāwai
durability	trust	0.641	ka lōʻihi
judiciary	trust	0.641	luna hookolokolo
doctor	trust	0.641	kauka
loving	trust	0.641	aloha
assure	trust	0.641	hōʻoiaʻiʻo
establish	trust	0.641	hoʻokumu
mamma	trust	0.641	mama
kind	trust	0.641	ʻano ʻano
unity	trust	0.641	lokahi
conscientious	trust	0.641	noonoo pono
real	trust	0.641	maoli
coexist	trust	0.641	noho pū
leading	trust	0.641	alakaʻi
teacher	trust	0.641	kumu
intimate	trust	0.634	pili pili
brotherly	trust	0.633	hoahanau
physician	trust	0.633	kahuna lapaau
judicial	trust	0.633	hookolokolo
saintly	trust	0.633	hemolele
aspiration	trust	0.633	ka manao
conscience	trust	0.633	ka lunamanao
therapeutic	trust	0.633	lapaau
fidelity	trust	0.633	kūpaʻa
soundness	trust	0.633	maikaʻi
important	trust	0.633	mea nui
homage	trust	0.633	hoʻomana
legitimacy	trust	0.633	ka pono
fortitude	trust	0.633	ikaika
deepest	trust	0.633	pili
approved	trust	0.633	aponoia
courageous	trust	0.633	wiwo ole
devotional	trust	0.633	haipule
endorse	trust	0.633	kākoʻo
backbone	trust	0.633	iwi kuamoʻo
authorize	trust	0.633	ʻae
practiced	trust	0.633	hoʻomaʻamaʻa
sanctification	trust	0.633	ka hoolaa ana
hopeful	trust	0.633	manaʻolana
convincing	trust	0.633	hooiaio ana
bless	trust	0.633	hoomaikai
angel	trust	0.625	ʻānela
authorization	trust	0.625	ʻae ʻia
assured	trust	0.625	hōʻoiaʻiʻo
purify	trust	0.625	e hoomaemae
caretaker	trust	0.625	kahu mālama
regard	trust	0.625	mahalo
profound	trust	0.625	hohonu
achievement	trust	0.625	hoʻokō
evident	trust	0.625	maopopo
positivity	trust	0.625	maikaʻi
communication	trust	0.625	kamaʻilio
professorship	trust	0.625	professorship
blessing	trust	0.625	hoʻomaikaʻi
beliefs	trust	0.625	hohonu loa
encourage	trust	0.625	paipai
fireman	trust	0.625	kanaka kinai ahi
majestic	trust	0.625	hanohano
civilized	trust	0.625	makaainana
certify	trust	0.625	e hooiaio
wonderful	trust	0.625	kupanaha
engaged	trust	0.625	hoopalau
accurate	trust	0.625	pololei
approvement	trust	0.617	apono ana
optimism	trust	0.617	manaʻo manaʻo maikaʻi
planning	trust	0.617	hoʻolālā
believer	trust	0.617	manaʻoʻiʻo
advice	trust	0.617	ʻōlelo aʻo
commend	trust	0.617	hoʻomaikaʻi
gospel	trust	0.617	euanelio
objective	trust	0.617	pahuhopu
rational	trust	0.617	noʻonoʻo
cherish	trust	0.617	mahalo
constantly	trust	0.617	mau
haven	trust	0.617	kaawale
fundamental	trust	0.617	kumu
bedrock	trust	0.617	ʻo ka pōhaku moe
accord	trust	0.617	ʻaelike
triumphant	trust	0.617	lanakila
surety	trust	0.617	mea hōʻoia
testament	trust	0.617	palapala kauoha
absolution	trust	0.617	kala ʻana
truce	trust	0.617	kuʻikahi
reassure	trust	0.617	hōʻoluʻolu
appreciation	trust	0.617	mahalo
qualities	trust	0.617	ʻano maikaʻi
passionate	trust	0.617	makemake nui
good	trust	0.617	maikaʻi loa
unimpeachable	trust	0.617	unmpeachable
corroborate	trust	0.617	hōʻoiaʻiʻo
thoughtful	trust	0.617	noonoo
heroine	trust	0.617	heroine
teach	trust	0.617	ao aku
god	trust	0.617	akua
attentive	trust	0.617	makaʻala
scripture	trust	0.609	palapala hemolele
civilization	trust	0.609	civilization
magnificence	trust	0.609	ka nani
recommend	trust	0.609	paipai
progression	trust	0.609	ka holomua
steward	trust	0.609	puuku
purification	trust	0.609	ka hoomaemae ana
patron	trust	0.609	kahu
praiseworthy	trust	0.609	mahaloia
heal	trust	0.609	hoʻōla
considerate	trust	0.609	noonoo
blessings	trust	0.609	hoʻomaikaʻi
mediator	trust	0.609	mea uwao
babysitter	trust	0.609	kahu hānai
notary	trust	0.609	notari
awareness	trust	0.609	ʻike
vetted	trust	0.609	nā manaʻoʻiʻo
excel	trust	0.609	ʻoi aku ka maikaʻi
happy	trust	0.609	hauʻoli
praise	trust	0.609	mahalo
brilliant	trust	0.609	ʻōlinolino
liking	trust	0.609	makemake
definitive	trust	0.609	maopopo
comfort	trust	0.609	hōʻoluʻolu
officer	trust	0.609	luna
peace	trust	0.602	maluhia
serenity	trust	0.602	ʻoluʻolu
unquestionable	trust	0.602	kanalua ole
embrace	trust	0.602	apo
identify	trust	0.602	hoʻomaopopo
inspired	trust	0.602	hoʻoulu ʻia
steady	trust	0.602	kūpaʻa
nun	trust	0.602	nun
guarded	trust	0.602	kiaʻi ʻia
symmetry	trust	0.602	likelike
mainstay	trust	0.602	mea nui
fulfill	trust	0.602	hoʻokō
humility	trust	0.602	haahaa
helpful	trust	0.602	kōkua
transcendence	trust	0.602	oi aku
unconditional	trust	0.602	kūʻokoʻa ʻole
brave	trust	0.602	koa
brighten	trust	0.602	e hoomalamalama
experienced	trust	0.602	ʻike
enlightenment	trust	0.602	ka malamalama
sympathetic	trust	0.602	aloha
witness	trust	0.602	hoike
vigilant	trust	0.594	makaʻala
ministry	trust	0.594	oihana lawelawe
admiral	trust	0.594	Adimarala
vigilance	trust	0.594	makaala
depend	trust	0.594	hilinaʻi
generosity	trust	0.594	lokomaikaʻi
befriend	trust	0.594	hoalohaloha
complimentary	trust	0.594	hoʻomaikaʻi
assessment	trust	0.594	loiloi
fairly	trust	0.594	pololei
enlighten	trust	0.594	e hoomalamalama
strengthen	trust	0.594	hooikaika
nurse	trust	0.594	kahu hānai
endowment	trust	0.594	haawina
visionary	trust	0.594	ʻike maka
praised	trust	0.594	mahalo ʻia
eminence	trust	0.594	hanohano
marry	trust	0.594	male
generous	trust	0.594	lokomaikaʻi
gratitude	trust	0.594	mahalo
sage	trust	0.594	sage
tranquility	trust	0.594	ka maluhia
openly	trust	0.594	ma ke akea
grant	trust	0.594	hāʻawi
spouse	trust	0.594	kane
philanthropic	trust	0.594	aloha aloha
regent	trust	0.594	luna hoʻomalu
substantiate	trust	0.594	hooiaio
commendation	trust	0.594	hoʻomaikaʻi
council	trust	0.594	ʻaha kūkā
efficient	trust	0.594	pono
sweetheart	trust	0.589	ipo
bylaw	trust	0.586	kanawai
magnificent	trust	0.586	nani loa
designation	trust	0.586	koho
godly	trust	0.586	haipule
seniority	trust	0.586	kūlana kiʻekiʻe
conservation	trust	0.586	ka mālama ʻana
educational	trust	0.586	hoʻonaʻauao
rooted	trust	0.586	aʻa
inheritance	trust	0.586	hoʻoilina
diplomacy	trust	0.586	diplomacy
mate	trust	0.586	hoa
convince	trust	0.586	e hoohuli
unfailing	trust	0.586	pau ole
share	trust	0.586	kaʻana like
monk	trust	0.586	mōneka
constitutional	trust	0.586	kumukānāwai
lovely	trust	0.586	nani
compliance	trust	0.586	hoʻokō
attest	trust	0.586	hooiaio
victory	trust	0.586	lanakila
serene	trust	0.586	mālie
checklist	trust	0.586	papa helu helu
husbandry	trust	0.586	mahiai
enjoying	trust	0.586	lealea ana
revere	trust	0.586	mahalo
tribe	trust	0.586	ʻohana
meritorious	trust	0.586	hanohano
joyful	trust	0.586	hauʻoli
delegate	trust	0.586	ʻelele
helper	trust	0.586	kokua
angelic	trust	0.586	ʻānela
ambition	trust	0.586	manaʻo manaʻo
father	trust	0.586	makuakāne
acclaim	trust	0.586	hoʻomaikaʻi
testimony	trust	0.586	hoike ana
collectively	trust	0.586	hui pū
sobriety	trust	0.586	kūoʻo
prestige	trust	0.586	hanohano
firmness	trust	0.586	kūpaʻa
structural	trust	0.578	hoʻolālā
impartiality	trust	0.578	ka pono ole
navigator	trust	0.578	mea hoʻokele
judge	trust	0.578	lunakanawai
shelter	trust	0.578	malu
coexisting	trust	0.578	noho pū
unquestioned	trust	0.578	ninau ole
careful	trust	0.578	akahele
obey	trust	0.578	hoʻolohe
professor	trust	0.578	polopeka
convinced	trust	0.578	hooiaio
communion	trust	0.578	hui pu ana
