English Word	Emotion	Emotion-Intensity-Score	Dutch Word
illumination	trust	0.555	verlichting
cultivate	trust	0.555	cultiveren
providing	trust	0.555	het verstrekken van
precedence	trust	0.555	voorrang
exalt	trust	0.555	verheerlijken
succeed	trust	0.555	slagen
inclusion	trust	0.555	inclusie
meditate	trust	0.555	mediteren
coalesce	trust	0.555	samenvloeien
betrothed	trust	0.555	verloofde
midwife	trust	0.555	verloskundige
veteran	trust	0.555	veteraan
destined	trust	0.555	voorbestemd
auditor	trust	0.555	accountant
privacy	trust	0.555	privacy
restorative	trust	0.555	herstellend
influential	trust	0.555	invloedrijk
impartial	trust	0.555	onpartijdig
discretion	trust	0.555	discretie
foresight	trust	0.555	vooruitziendheid
congruence	trust	0.555	congruentie
worship	trust	0.555	aanbidding
constant	trust	0.555	constante
reunion	trust	0.555	bijeenkomst
intuition	trust	0.555	intuïtie
reconciliation	trust	0.555	verzoening
ambulance	trust	0.555	ambulance
defender	trust	0.555	verdediger
greatness	trust	0.555	grootheid
buddy	trust	0.555	vriend
vote	trust	0.555	stemmen
physicist	trust	0.555	natuurkundige
prophet	trust	0.555	profeet
prevalent	trust	0.547	heersend
eyewitness	trust	0.547	ooggetuige
durable	trust	0.547	duurzaam
prudent	trust	0.547	voorzichtig
securities	trust	0.547	effecten
salvation	trust	0.547	redding
govern	trust	0.547	regeren
law	trust	0.547	wet
proud	trust	0.547	trots
cheer	trust	0.547	juichen
reinforcement	trust	0.547	versterking
promises	trust	0.547	verdiend
invocation	trust	0.547	aanroeping
provide	trust	0.547	voorzien in
friendly	trust	0.547	vriendelijk
commanding	trust	0.547	commandant
temperate	trust	0.547	gematigd
conciliation	trust	0.547	verzoening
convent	trust	0.547	klooster
heritage	trust	0.547	erfenis
independence	trust	0.547	onafhankelijkheid
rejoice	trust	0.547	verheugen
engaging	trust	0.547	innemend
readiness	trust	0.547	gereedheid
registry	trust	0.547	register
statement	trust	0.547	uitspraak
liberty	trust	0.547	vrijheid
forgive	trust	0.547	vergeven
ancestral	trust	0.547	voorouderlijk
impenetrable	trust	0.547	ondoordringbaar
choices	trust	0.539	belooft
psalms	trust	0.539	psalmen
majority	trust	0.539	meerderheid
antidote	trust	0.539	tegengif
tantamount	trust	0.539	gelijk aan
perfect	trust	0.539	perfect
regularity	trust	0.539	regelmatigheid
chronicle	trust	0.539	kroniek
ensemble	trust	0.539	ensemble
applause	trust	0.539	applaus
obedience	trust	0.539	gehoorzaamheid
aspiring	trust	0.539	strevend
watchman	trust	0.539	wachter
inimitable	trust	0.539	onnavolgbaar
chastity	trust	0.539	kuisheid
architecture	trust	0.539	architectuur
stamina	trust	0.539	weerstand
delightful	trust	0.539	verrukkelijk
exalted	trust	0.539	verheven
relevant	trust	0.539	relevant
reinforcements	trust	0.539	versterkingen
proctor	trust	0.539	surveillant
immovable	trust	0.539	onroerend
instructions	trust	0.539	instructies
define	trust	0.539	definiëren
uncensured	trust	0.539	ongecensureerd
institute	trust	0.539	instituut
responsive	trust	0.539	snel reagerend
recovery	trust	0.539	herstel
obliging	trust	0.539	gedienstig
obvious	trust	0.539	voor de hand liggend
forefathers	trust	0.539	voorouders
eager	trust	0.539	gretig
inoculation	trust	0.539	inenting
admitting	trust	0.539	toegeven
memorable	trust	0.539	gedenkwaardig
hospital	trust	0.531	ziekenhuis
rescue	trust	0.531	redden
deed	trust	0.531	akte
princely	trust	0.531	prinselijk
retirement	trust	0.531	pensioen
cradle	trust	0.531	wieg
immunization	trust	0.531	immunisatie
bloom	trust	0.531	bloeien
candid	trust	0.531	helder
evergreen	trust	0.531	groenblijvend
ballot	trust	0.531	stembiljet
accompaniment	trust	0.531	begeleiding
verily	trust	0.531	voorwaar
inseparable	trust	0.531	onafscheidelijk
analyst	trust	0.531	analist
strive	trust	0.531	streven
dependent	trust	0.531	afhankelijk
heavens	trust	0.531	hemels
answerable	trust	0.531	verantwoordelijk
school	trust	0.531	school
terms	trust	0.531	termen
center	trust	0.531	centrum
firstborn	trust	0.531	eerstgeborene
transcript	trust	0.531	vertaling
fraternal	trust	0.531	broederlijk
omniscient	trust	0.531	alwetend
seal	trust	0.531	zegel
edification	trust	0.531	stichting
doubtless	trust	0.531	ongetwijfeld
deliverance	trust	0.531	verlossing
sponsor	trust	0.531	sponsor
expedient	trust	0.531	opportuun
bride	trust	0.531	bruid
refuge	trust	0.531	toevluchtsoord
approbation	trust	0.527	goedkeuring
chaplain	trust	0.523	kapelaan
laureate	trust	0.523	laureaat
liberate	trust	0.523	bevrijden
coronation	trust	0.523	kroning
adoration	trust	0.523	aanbidding
countenance	trust	0.523	gelaat
honeymoon	trust	0.523	huwelijksreis
connoisseur	trust	0.523	kenner
notable	trust	0.523	opmerkelijk
benedictory	trust	0.523	zegenend
celebration	trust	0.523	viering
neighbor	trust	0.523	buurman
unbroken	trust	0.523	ongebroken
award	trust	0.523	prijs
improvement	trust	0.523	verbetering
hug	trust	0.523	knuffel
graduation	trust	0.523	diploma uitreiking
correctness	trust	0.523	juistheid
winning	trust	0.523	winnen
paragon	trust	0.523	toonbeeld
ratify	trust	0.523	ratificeren
powerful	trust	0.523	krachtig
elevation	trust	0.523	verhoging
commonwealth	trust	0.523	Gemenebest
account	trust	0.523	account
unimpeached	trust	0.523	onbesproken
taught	trust	0.523	onderwezen
salutary	trust	0.523	heilzaam
captivate	trust	0.523	boeien
dictionary	trust	0.523	woordenboek
nobility	trust	0.523	adel
ourselves	trust	0.523	keuzes
feeling	trust	0.518	gevoel
amen	trust	0.516	amen
committee	trust	0.516	commissie
reverie	trust	0.516	mijmering
deserve	trust	0.516	verdien
fully	trust	0.516	ten volle
compliment	trust	0.516	compliment
obstetrician	trust	0.516	verloskundige
enchanted	trust	0.516	betoverd
inform	trust	0.516	informeren
association	trust	0.516	vereniging
credit	trust	0.516	credit
passwords	trust	0.516	onszelf
freely	trust	0.516	vrij
framework	trust	0.516	kader
nobleman	trust	0.516	edelman
formative	trust	0.516	vormend
tender	trust	0.516	teder
measure	trust	0.516	meeteenheid
advent	trust	0.516	komst
management	trust	0.516	beheer
confession	trust	0.516	bekentenis
remedy	trust	0.516	remedie
sentinel	trust	0.516	schildwacht
pray	trust	0.516	bidden
perpetuity	trust	0.516	eeuwigheid
tribunal	trust	0.516	tribunaal
minded	trust	0.516	geestig
organization	trust	0.516	organisatie
predominant	trust	0.516	overheersend
volunteer	trust	0.509	vrijwilliger
accolade	trust	0.508	accolade
courtship	trust	0.508	verkering
patronage	trust	0.508	klandizie
philosopher	trust	0.508	filosoof
confessional	trust	0.508	biechtstoel
diversity	trust	0.508	diversiteit
virgin	trust	0.508	maagd
venerable	trust	0.508	eerbiedwaardig
policy	trust	0.508	beleid
intact	trust	0.508	intact
custodian	trust	0.508	conciërge
automatic	trust	0.508	automatisch
unsurpassed	trust	0.508	onovertroffen
shepherd	trust	0.508	herder
reward	trust	0.508	beloning
beautification	trust	0.508	verfraaiing
medical	trust	0.508	medisch
constable	trust	0.508	agent
forgiving	trust	0.508	vergevensgezind
tolerance	trust	0.508	tolerantie
priest	trust	0.508	priester
enable	trust	0.508	inschakelen
vouch	trust	0.508	instaan
lieutenant	trust	0.508	luitenant
instruct	trust	0.508	instrueren
housewife	trust	0.508	huisvrouw
admissible	trust	0.508	toelaatbaar
sovereign	trust	0.508	soeverein
amour	trust	0.508	verliefdheid
savor	trust	0.508	genieten
darling	trust	0.500	liefje
related	trust	0.500	verwant
infallibility	trust	0.500	onfeilbaarheid
watchful	trust	0.500	waakzaam
nerds	trust	0.500	wachtwoorden
instruction	trust	0.500	instructie
doctrine	trust	0.500	leer
birth	trust	0.500	geboorte
timing	trust	0.500	timing
infinity	trust	0.500	oneindigheid
religions	trust	0.500	nerds
warden	trust	0.500	bewaker
optimist	trust	0.500	optimist
apologetic	trust	0.500	verontschuldigend
gateway	trust	0.500	poort
pontiff	trust	0.500	paus
alive	trust	0.500	in leven
indelible	trust	0.500	onuitwisbaar
personal	trust	0.500	persoonlijk
pious	trust	0.500	vroom
majesty	trust	0.500	majesteit
synchronize	trust	0.500	synchroniseren
guard	trust	0.500	bewaker
retain	trust	0.500	behouden
romantic	trust	0.500	romantisch
superman	trust	0.500	superman
info	trust	0.500	info
backer	trust	0.500	ondersteuner
undying	trust	0.500	onsterfelijk
vindication	trust	0.500	rechtvaardiging
badge	trust	0.500	insigne
treasure	trust	0.500	schat
guru	trust	0.500	goeroe
church	trust	0.492	kerk
formality	trust	0.492	formaliteit
contributor	trust	0.492	bijdrager
radiance	trust	0.492	straling
psalm	trust	0.492	psalm
laudatory	trust	0.492	lovend
grandchildren	trust	0.492	kleinkinderen
popularity	trust	0.492	populariteit
salute	trust	0.492	groet
hosannah	trust	0.492	hosannah
attraction	trust	0.492	aantrekkingskracht
efforts	trust	0.492	oordeel
privy	trust	0.492	ingewijd
improve	trust	0.492	verbeteren
sheriff	trust	0.492	sheriff
chairman	trust	0.492	Voorzitter
judgement	trust	0.492	spreekwoorden
harbor	trust	0.492	haven
elegance	trust	0.492	elegantie
hardy	trust	0.492	winterhard
umpire	trust	0.492	scheidsrechter
constitute	trust	0.492	vormen
proverbs	trust	0.492	religies
jubilant	trust	0.492	juichend
aspire	trust	0.492	streven
synonymous	trust	0.492	synoniem
inevitable	trust	0.492	onvermijdbaar
musical	trust	0.492	muzikaal
spokesman	trust	0.492	woordvoerder
endow	trust	0.492	begiftigen
fellow	trust	0.492	vakgenoot
grow	trust	0.492	groeien
moderator	trust	0.492	moderator
enjoy	trust	0.484	genieten van
found	trust	0.484	gevonden
armor	trust	0.484	schild
colonel	trust	0.484	kolonel
referee	trust	0.484	scheidsrechter
favorite	trust	0.484	favoriet
assembly	trust	0.484	bijeenkomst
romance	trust	0.484	romantiek
confess	trust	0.484	toegeven
sweet	trust	0.484	zoet
crowning	trust	0.484	bekroning
forecast	trust	0.484	voorspelling
affection	trust	0.484	affectie
approbate	trust	0.484	goedkeuren
path	trust	0.484	pad
concord	trust	0.484	verdrag
police	trust	0.484	politie
countryman	trust	0.484	landgenoot
income	trust	0.484	inkomen
ranger	trust	0.484	boswachter
depth	trust	0.484	diepte
like	trust	0.484	Leuk vinden
voucher	trust	0.484	bon
diagnosis	trust	0.484	diagnose
hire	trust	0.484	arbeidskracht
clean	trust	0.484	schoon
laudation	trust	0.484	laudatio
arbiter	trust	0.484	arbiter
purely	trust	0.477	puur
votive	trust	0.477	votief
expect	trust	0.477	verwachten
glory	trust	0.477	heerlijkheid
counted	trust	0.477	pogingen
apologize	trust	0.477	verontschuldigen
sterling	trust	0.477	sterling
word	trust	0.477	woord
follow	trust	0.477	volgen
sermon	trust	0.477	preek
consul	trust	0.477	consul
calculator	trust	0.477	rekenmachine
lamb	trust	0.477	lam
veracity	trust	0.477	waarheidsgetrouwheid
matter	trust	0.477	er toe doen
parliament	trust	0.477	parlement
lover	trust	0.477	minnaar
sacrifice	trust	0.477	offer
putative	trust	0.477	vermoedelijk
preponderance	trust	0.477	overwicht
landmark	trust	0.477	mijlpaal
nursery	trust	0.477	kinderkamer
mathematical	trust	0.477	wiskundig
frank	trust	0.477	openhartig
signature	trust	0.477	handtekening
policeman	trust	0.477	politieagent
episcopal	trust	0.477	bisschoppelijk
pastor	trust	0.477	pastoor
eagerness	trust	0.469	gretigheid
mighty	trust	0.469	machtig
recruits	trust	0.469	rekruten
tribune	trust	0.469	tribune
author	trust	0.469	auteur
effective	trust	0.469	effectief
intended	trust	0.469	bedoeld
passion	trust	0.469	passie
religion	trust	0.469	geloof
flagship	trust	0.469	vlaggenschip
immerse	trust	0.469	onderdompelen
capacity	trust	0.469	capaciteit
associate	trust	0.469	associëren
cashier	trust	0.469	Kassa
regal	trust	0.469	vorstelijk
dove	trust	0.469	duif
tutelage	trust	0.469	voogdij
underwrite	trust	0.469	onderschrijven
uncritical	trust	0.469	onkritisch
prefer	trust	0.469	verkiezen
instructor	trust	0.469	instructeur
gain	trust	0.469	verdienen
marshal	trust	0.469	maarschalk
judgment	trust	0.469	oordeel
judicious	trust	0.469	oordeelkundig
top	trust	0.469	bovenkant
title	trust	0.469	titel
vicar	trust	0.469	dominee
bridesmaid	trust	0.469	bruidsmeisje
commission	trust	0.469	commissie
lifestyle	trust	0.461	levensstijl
aunt	trust	0.461	tante
attendant	trust	0.461	bediende
enroll	trust	0.461	inschrijven
priesthood	trust	0.461	priesterschap
trade	trust	0.461	handel
crucial	trust	0.461	cruciaal
moorings	trust	0.461	aanlegsteigers
kitten	trust	0.461	katje
medal	trust	0.461	medaille
oblige	trust	0.461	verplichten
manage	trust	0.461	beheren
magnetic	trust	0.461	magnetisch
custody	trust	0.461	hechtenis
necessarily	trust	0.461	nodig
partake	trust	0.461	deelnemen
cautious	trust	0.461	voorzichtig
consecration	trust	0.461	wijding
courier	trust	0.461	koerier
bank	trust	0.461	bank
lesson	trust	0.461	les
patriarchal	trust	0.461	patriarchaal
eventually	trust	0.461	geteld
commerce	trust	0.461	handel
contains	trust	0.461	eventueel
theological	trust	0.461	theologisch
socially	trust	0.461	bevat
admitted	trust	0.461	toegelaten
fortress	trust	0.461	vesting
cathedral	trust	0.455	kathedraal
deputy	trust	0.453	plaatsvervanger
commonplace	trust	0.453	alledaags
puppy	trust	0.453	puppy
president	trust	0.453	president
finally	trust	0.453	Tenslotte
governor	trust	0.453	gouverneur
synergistic	trust	0.453	synergetisch
excited	trust	0.453	opgewonden
encomium	trust	0.453	lofzang
chart	trust	0.453	grafiek
perceive	trust	0.453	gadeslaan
insulation	trust	0.453	isolatie
present	trust	0.453	Cadeau
oasis	trust	0.453	oase
eagle	trust	0.453	adelaar
exchange	trust	0.453	aandelenbeurs
foresee	trust	0.453	voorzien
strategist	trust	0.453	strateeg
journeyman	trust	0.453	gezel
dawn	trust	0.453	ochtendgloren
laud	trust	0.453	lofzang
level	trust	0.453	niveau
chairwoman	trust	0.453	voorzitter
tradesmen	trust	0.445	maatschappelijk
asserting	trust	0.445	beweren
negotiate	trust	0.445	onderhandelen
sensual	trust	0.445	sensueel
chocolate	trust	0.445	chocola
crew	trust	0.445	bemanning
remains	trust	0.445	stoffelijk overschot
dictum	trust	0.445	uitspraak
theorem	trust	0.445	stelling
sir	trust	0.445	meneer
employ	trust	0.445	dienst
usual	trust	0.445	normaal
operation	trust	0.445	operatie
magnify	trust	0.445	vergroten
director	trust	0.445	regisseur
formula	trust	0.445	formule
chemist	trust	0.445	scheikundige
enliven	trust	0.445	verlevendigen
chancellor	trust	0.445	kanselier
orthodoxy	trust	0.445	orthodoxie
lodging	trust	0.445	onderdak
exaltation	trust	0.445	verheerlijking
lord	trust	0.445	heer
handbook	trust	0.445	handboek
bridegroom	trust	0.445	bruidegom
matters	trust	0.445	handelaars
orchestra	trust	0.445	orkest
impart	trust	0.445	geven
statistical	trust	0.445	statistisch
indemnity	trust	0.445	vergoeding
governess	trust	0.438	gouvernante
imagination	trust	0.438	verbeelding
butler	trust	0.438	butler
conformity	trust	0.438	overeenstemming
digit	trust	0.438	cijfer
comptroller	trust	0.438	controleur
economy	trust	0.438	economie
conveyancing	trust	0.438	overbrenging
arbitrator	trust	0.438	arbiter
emphasize	trust	0.438	benadrukken
exhaustive	trust	0.438	uitputtend
abbot	trust	0.438	abt
atone	trust	0.438	boetedoening
cabinet	trust	0.438	kastje
merci	trust	0.438	zaken
tandem	trust	0.438	tandem-
elite	trust	0.438	elite
inauguration	trust	0.438	inhuldiging
elect	trust	0.438	kiezen
encore	trust	0.438	toegift
villager	trust	0.438	dorpeling
oracle	trust	0.438	orakel
fate	trust	0.438	lot
sun	trust	0.438	zon
pay	trust	0.430	betalen
base	trust	0.430	baseren
bridal	trust	0.430	bruids
persuade	trust	0.430	overhalen
lender	trust	0.430	geldschieter
playful	trust	0.430	speels
occupant	trust	0.430	bewoner
impressionable	trust	0.430	beïnvloedbaar
resources	trust	0.430	bronnen
repay	trust	0.430	terugbetalen
toughness	trust	0.430	taaiheid
rule	trust	0.430	regel
elucidate	trust	0.430	ophelderen
utopian	trust	0.430	utopisch
wealth	trust	0.430	rijkdom
compact	trust	0.430	compact
errand	trust	0.430	boodschap
simplify	trust	0.430	makkelijker maken
neutrality	trust	0.430	neutraliteit
count	trust	0.430	graaf
grit	trust	0.430	korrel
differential	trust	0.430	differentieel
blanket	trust	0.430	deken
hail	trust	0.430	wees gegroet
deacon	trust	0.430	diaken
sentry	trust	0.430	schildwacht
bequest	trust	0.430	legaat
disclosed	trust	0.430	onthuld
cop	trust	0.430	politieagent
circle	trust	0.430	cirkel
grammar	trust	0.430	Grammatica
invite	trust	0.430	nodig uit
estimable	trust	0.430	schatbaar
maintenance	trust	0.422	onderhoud
supplication	trust	0.422	smeekbede
fixed	trust	0.422	gemaakt
accountant	trust	0.422	accountant
sing	trust	0.422	zingen
eulogize	trust	0.422	loven
easiest	trust	0.422	merci
dealings	trust	0.422	transacties
axiom	trust	0.422	axioma
enablement	trust	0.422	inschakelen
diary	trust	0.422	dagboek
trading	trust	0.422	handel
perennial	trust	0.422	vaste plant
primer	trust	0.422	inleiding
truss	trust	0.422	truss
travel	trust	0.422	reis
apprentice	trust	0.422	leerling
hymn	trust	0.422	hymne
theocratic	trust	0.422	theocratisch
forum	trust	0.422	forum
continue	trust	0.422	doorgaan
supremacy	trust	0.422	suprematie
wonderstruck	trust	0.422	mlk
probity	trust	0.422	eerlijkheid
parish	trust	0.422	parochie
treat	trust	0.422	traktatie
respite	trust	0.422	uitstel
dominion	trust	0.422	heerschappij
antiseptic	trust	0.422	antiseptisch
assignee	trust	0.422	cessionaris
reconsideration	trust	0.422	heroverweging
intend	trust	0.422	van plan zijn
shopkeeper	trust	0.422	winkelier
commodore	trust	0.414	commodore
fellas	trust	0.414	lesbiennes
routine	trust	0.414	routine-
cash	trust	0.414	contant geld
labor	trust	0.414	arbeid
offering	trust	0.414	offeren
specialize	trust	0.414	specialiseren
gazette	trust	0.414	publicatieblad
choir	trust	0.414	koor
cogent	trust	0.414	overtuigend
deference	trust	0.414	eerbied
serve	trust	0.414	dienen
leap	trust	0.414	sprong
preservative	trust	0.414	conserveermiddel
akin	trust	0.414	verwant
amortization	trust	0.414	afschrijvingen
consort	trust	0.414	partner
salary	trust	0.414	salaris
incline	trust	0.414	hellingshoek
synod	trust	0.414	synode
gate	trust	0.414	poort
conglomerate	trust	0.414	conglomeraat
kudos	trust	0.414	kudos
reporter	trust	0.414	verslaggever
trainer	trust	0.414	trainer
athlete	trust	0.414	atleet
privilege	trust	0.414	voorrecht
rapt	trust	0.414	rapt
transaction	trust	0.414	transactie
radar	trust	0.406	radar
judged	trust	0.406	geoordeeld
legislator	trust	0.406	wetgever
dermatologist	trust	0.406	dermatoloog
executor	trust	0.406	uitvoerder
system	trust	0.406	systeem
budget	trust	0.406	begroting
trophy	trust	0.406	trofee
tree	trust	0.406	boom
leisure	trust	0.406	vrije tijd
fitting	trust	0.406	passend
glorify	trust	0.406	verheerlijken
sanction	trust	0.406	sanctie
reimbursement	trust	0.406	terugbetaling
extol	trust	0.406	verheerlijken
patrol	trust	0.406	patrouille
nation	trust	0.406	natie
