English Word	Emotion	Emotion-Intensity-Score	Afrikaans Word
excel	surprise	0.445	uitblink
enthusiast	surprise	0.445	entoesias
gambling	surprise	0.445	dobbel
feat	surprise	0.445	prestasie
laughter	surprise	0.445	lag
brighten	surprise	0.438	verhelder
unique	surprise	0.438	uniek
senseless	surprise	0.438	sinneloos
changeable	surprise	0.438	veranderlik
splendor	surprise	0.438	prag
rapt	surprise	0.438	verslae
unintentional	surprise	0.438	onbedoeld
fascination	surprise	0.430	fassinasie
trepidation	surprise	0.430	bewing
lawsuit	surprise	0.430	regsgeding
gift	surprise	0.430	geskenk
stealthy	surprise	0.430	sluipagtig
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrige
delighted	surprise	0.430	verheug
judgment	surprise	0.422	oordeel
stealth	surprise	0.422	stealth
enchant	surprise	0.422	betower
originality	surprise	0.422	oorspronklikheid
riddle	surprise	0.422	raaisel
quicksilver	surprise	0.422	kwiksilwer
illegitimate	surprise	0.414	onwettig
experiment	surprise	0.414	eksperimenteer
elusive	surprise	0.414	ontwykende
syncope	surprise	0.414	sinkopee
liberation	surprise	0.414	bevryding
spirits	surprise	0.414	geeste
perjury	surprise	0.414	meineed
veracity	surprise	0.414	waarheid
parade	surprise	0.406	parade
applause	surprise	0.406	applous
inspired	surprise	0.406	geïnspireer
allure	surprise	0.406	aanloklikheid
eager	surprise	0.406	gretig
gambler	surprise	0.406	dobbelaar
fete	surprise	0.406	fees
divorce	surprise	0.398	egskeiding
guess	surprise	0.398	raai
princely	surprise	0.398	vorstelik
burlesque	surprise	0.398	burleske
secrecy	surprise	0.398	geheimhouding
incontinence	surprise	0.391	inkontinensie
peri	surprise	0.391	peri
cheerful	surprise	0.391	vrolik
hermaphrodite	surprise	0.391	hermafrodiet
supremacy	surprise	0.391	oppergesag
aspiration	surprise	0.391	aspirasie
buck	surprise	0.383	bok
lose	surprise	0.383	verloor
cadaver	surprise	0.383	kadawer
crowning	surprise	0.383	bekroning
praiseworthy	surprise	0.383	lofwaardig
inheritance	surprise	0.383	erfenis
score	surprise	0.383	telling
gulp	surprise	0.375	sluk
camouflaged	surprise	0.375	gekamoefleer
advance	surprise	0.375	vooruit
succeed	surprise	0.375	slaag
frisky	surprise	0.375	fris
mystic	surprise	0.375	mistiek
compliment	surprise	0.375	kompliment
hope	surprise	0.367	hoop
joker	surprise	0.367	grapmaker
sparkle	surprise	0.367	vonkel
excavation	surprise	0.367	uitgrawing
sensual	surprise	0.367	sensueel
entertainment	surprise	0.359	vermaak
feeling	surprise	0.359	gevoel
modify	surprise	0.352	verander
blessings	surprise	0.352	seëninge
newcomer	surprise	0.352	nuweling
obit	surprise	0.352	aflewer
postponement	surprise	0.352	uitstel
award	surprise	0.352	toekenning
clown	surprise	0.352	nar
highest	surprise	0.344	hoogste
hero	surprise	0.344	held
glorify	surprise	0.344	verheerlik
proficiency	surprise	0.344	vaardigheid
start	surprise	0.344	begin
wonderfully	surprise	0.344	wonderlik
celebrity	surprise	0.344	celebrity
rekindle	surprise	0.336	weer opvlam
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	heilig
unbeaten	surprise	0.336	onoorwonne
prodigious	surprise	0.336	wonderbaarlik
grin	surprise	0.336	grinnik
memorable	surprise	0.336	onvergeetlik
warned	surprise	0.336	gewaarsku
dissolution	surprise	0.336	ontbinding
hypertrophy	surprise	0.328	hipertrofie
admiration	surprise	0.328	bewondering
examination	surprise	0.320	eksamen
angel	surprise	0.320	engel
present	surprise	0.320	teenwoordig
catch	surprise	0.320	vang
hap	surprise	0.320	hap
saint	surprise	0.312	heilige
embrace	surprise	0.312	omhels
flirt	surprise	0.312	flankeer
puma	surprise	0.312	puma
kiss	surprise	0.312	soen
liberty	surprise	0.312	vryheid
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	behandel
inaffable	surprise	0.312	onaanvaarbaar
occasional	surprise	0.312	af en toe
dismissal	surprise	0.312	ontslag
perfection	surprise	0.305	perfeksie
saintly	surprise	0.305	heilig
gratify	surprise	0.305	bevredig
generosity	surprise	0.305	vrygewigheid
sally	surprise	0.305	sally
palpable	surprise	0.297	tasbaar
finally	surprise	0.297	uiteindelik
differently	surprise	0.297	anders
polarity	surprise	0.297	polariteit
ceremony	surprise	0.297	seremonie
favorable	surprise	0.297	gunstig
larger	surprise	0.297	groter
warn	surprise	0.297	waarsku
medal	surprise	0.289	medalje
romance	surprise	0.289	romanse
inviting	surprise	0.289	uitnodigend
greeting	surprise	0.289	groete
resignation	surprise	0.281	bedanking
accolade	surprise	0.281	eerbewys
labor	surprise	0.281	arbeid
candid	surprise	0.281	openhartig
trip	surprise	0.281	reis
stare	surprise	0.273	staar
admire	surprise	0.266	bewonder
glimmer	surprise	0.266	glinster
playful	surprise	0.266	speels
somatic	surprise	0.266	somaties
festival	surprise	0.266	fees
mimicry	surprise	0.266	nabootsing
insolvency	surprise	0.266	insolvensie
immerse	surprise	0.266	onderdompel
invite	surprise	0.266	nooi
compensate	surprise	0.266	vergoed
receiving	surprise	0.258	ontvang
complement	surprise	0.258	aanvul
chuckle	surprise	0.258	giggel
laugh	surprise	0.258	lag
hypothesis	surprise	0.258	hipotese
honeymoon	surprise	0.250	wittebrood
opera	surprise	0.242	opera
pleasant	surprise	0.242	aangenaam
marry	surprise	0.242	trou
independence	surprise	0.242	onafhanklikheid
chant	surprise	0.234	dreunsang
holiness	surprise	0.234	heiligheid
assessment	surprise	0.234	assessering
rhythmical	surprise	0.234	ritmies
hopeful	surprise	0.234	hoopvol
leave	surprise	0.234	verlaat
trophy	surprise	0.234	trofee
deal	surprise	0.227	ooreenkoms
procession	surprise	0.227	optog
placard	surprise	0.227	plakkaat
shopping	surprise	0.219	Inkopies
musical	surprise	0.219	musiekblyspel
cherish	surprise	0.219	koester
good	surprise	0.219	goed
dawn	surprise	0.211	dagbreek
simplify	surprise	0.211	vereenvoudig
shell	surprise	0.211	dop
morals	surprise	0.203	sedes
money	surprise	0.203	geld
nullify	surprise	0.203	nietig verklaar
purity	surprise	0.203	reinheid
sweet	surprise	0.203	soet
synchronize	surprise	0.195	sinchroniseer
precious	surprise	0.195	kosbaar
humanitarian	surprise	0.195	humanitêre
preservative	surprise	0.195	preserveermiddel
unfulfilled	surprise	0.195	onvervuld
obliging	surprise	0.188	verpligtend
singularly	surprise	0.188	enkelvoudig
graduation	surprise	0.180	gradeplegtigheid
foresee	surprise	0.180	voorsien
pray	surprise	0.180	bid
lovely	surprise	0.180	lieflik
thirst	surprise	0.172	dors
mouth	surprise	0.172	mond
youth	surprise	0.172	jeug
sun	surprise	0.172	son
art	surprise	0.172	kuns
goodness	surprise	0.164	goedheid
latent	surprise	0.156	latente
visor	surprise	0.156	visor
overdue	surprise	0.156	agterstallig
practiced	surprise	0.156	geoefen
loyal	surprise	0.148	lojaal
expect	surprise	0.148	verwag
wireless	surprise	0.148	draadloos
destination	surprise	0.148	bestemming
infant	surprise	0.141	baba
cream	surprise	0.141	room
slush	surprise	0.141	slyp
quote	surprise	0.141	kwotasie
playground	surprise	0.133	speelgrond
vote	surprise	0.125	stem
teach	surprise	0.125	leer
organization	surprise	0.125	organisasie
dolphin	surprise	0.117	dolfyn
weight	surprise	0.117	gewig
smile	surprise	0.117	glimlag
sisterhood	surprise	0.109	susterskap
cable	surprise	0.109	kabel
sunny	surprise	0.102	sonnig
steady	surprise	0.094	bestendig
peaceful	surprise	0.086	vreedsaam
spa	surprise	0.086	spa
leisure	surprise	0.086	ontspanning
picnic	surprise	0.078	piekniek
tree	surprise	0.078	boom
worm	surprise	0.055	wurm
truthfulness	trust	0.906	waarheid
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	betroubaar
honor	trust	0.844	eer
honesty	trust	0.844	eerlikheid
honest	trust	0.844	eerlik
truth	trust	0.844	waarheid
truthful	trust	0.836	waaragtig
trusting	trust	0.836	vertrou
brotherhood	trust	0.820	broederskap
entrust	trust	0.812	toevertrou
committed	trust	0.805	toegewyd
loyalty	trust	0.805	lojaliteit
integrity	trust	0.805	integriteit
honorable	trust	0.805	eerbaar
trust	trust	0.805	vertroue
credibility	trust	0.805	geloofwaardigheid
faithful	trust	0.797	getrou
sincere	trust	0.797	Opregte
partnership	trust	0.789	vennootskap
responsible	trust	0.789	verantwoordelik
true	trust	0.789	waar
wisdom	trust	0.789	wysheid
verification	trust	0.781	verifikasie
cooperative	trust	0.781	koöperasie
vow	trust	0.781	gelofte
oath	trust	0.781	eed
respectable	trust	0.773	eerbaar
sisterhood	trust	0.773	susterskap
hero	trust	0.773	held
credible	trust	0.773	geloofwaardig
promise	trust	0.773	belofte
verified	trust	0.773	geverifieer
qualified	trust	0.766	gekwalifiseer
authentication	trust	0.766	verifikasie
respected	trust	0.766	gerespekteer
compassion	trust	0.759	deernis
approval	trust	0.758	goedkeuring
moral	trust	0.758	morele
reliability	trust	0.758	betroubaarheid
trusts	trust	0.758	vertrou
safekeeping	trust	0.758	veilige bewaring
reputable	trust	0.758	betroubare
love	trust	0.758	liefde
friend	trust	0.750	vriend
stable	trust	0.750	stabiel
authentic	trust	0.750	outentieke
competence	trust	0.750	bevoegdheid
safeguard	trust	0.750	beveiliging
companion	trust	0.750	metgesel
advised	trust	0.750	aangeraai
respect	trust	0.750	respek
loyal	trust	0.750	lojaal
genuine	trust	0.750	eg
friendships	trust	0.750	trusts
ally	trust	0.750	bondgenoot
proven	trust	0.742	bewys
freedom	trust	0.742	vryheid
respects	trust	0.742	respekteer
accepting	trust	0.742	vriendskappe
faith	trust	0.742	geloof
wholesome	trust	0.742	heilsaam
heartfelt	trust	0.734	hartlik
unification	trust	0.734	eenwording
confirmation	trust	0.734	bevestiging
protecting	trust	0.734	beskerm
reassurance	trust	0.734	gerusstelling
trustee	trust	0.734	trustee
supporter	trust	0.734	ondersteuner
respectful	trust	0.734	respekvol
admirable	trust	0.734	bewonderenswaardig
fact	trust	0.727	feit
friendship	trust	0.727	vriendskap
partners	trust	0.727	aanvaar
confidentially	trust	0.727	vertroulik
confident	trust	0.727	selfversekerd
equality	trust	0.727	gelykheid
alliance	trust	0.727	alliansie
credential	trust	0.727	geloofsbriewe
believing	trust	0.727	glo
excellence	trust	0.727	uitnemendheid
agreement	trust	0.727	ooreenkoms
closeness	trust	0.719	nabyheid
authenticate	trust	0.719	verifieer
virtuous	trust	0.719	deugsaam
intelligence	trust	0.719	intelligensie
kindred	trust	0.719	verwante
virtue	trust	0.719	deug
honored	trust	0.719	vereer
justice	trust	0.711	geregtigheid
charitable	trust	0.711	liefdadigheid
determination	trust	0.711	vasberadenheid
creditable	trust	0.711	kredietwaardig
consistency	trust	0.711	konsekwentheid
allegiance	trust	0.711	getrouheid
cooperation	trust	0.711	samewerking
guarantee	trust	0.711	waarborg
dedication	trust	0.711	toewyding
straightforward	trust	0.711	reguit
cooperating	trust	0.711	saamwerk
reliable	trust	0.703	betroubaar
nurture	trust	0.703	koester
mother	trust	0.703	ma
fulfilled	trust	0.703	vervul
admiration	trust	0.703	bewondering
mentor	trust	0.703	mentor
guardianship	trust	0.703	voogdyskap
assurance	trust	0.703	versekering
morality	trust	0.703	moraliteit
motherhood	trust	0.703	moederskap
innocent	trust	0.703	onskuldig
reverence	trust	0.703	eerbied
sanctuary	trust	0.703	heiligdom
friendliness	trust	0.703	vriendelikheid
prepared	trust	0.703	voorberei
admire	trust	0.703	bewonder
protected	trust	0.703	beskerm
proof	trust	0.703	bewys
bodyguard	trust	0.695	lyfwag
skillful	trust	0.695	vaardig
marriage	trust	0.695	huwelik
allied	trust	0.695	geallieerde
morals	trust	0.695	sedes
humanitarian	trust	0.695	humanitêre
pact	trust	0.695	ooreenkoms
courage	trust	0.695	moed
accountable	trust	0.695	verantwoordbaar
agreeable	trust	0.695	aangenaam
united	trust	0.695	verenig
indestructible	trust	0.695	onvernietigbaar
approving	trust	0.695	goedkeur
guardian	trust	0.695	voog
compassionate	trust	0.695	deernisvol
scientist	trust	0.695	wetenskaplike
certified	trust	0.695	gesertifiseer
pledge	trust	0.688	belofte
adviser	trust	0.688	adviseur
authenticity	trust	0.688	egtheid
understanding	trust	0.688	begrip
secure	trust	0.688	veilig
guidance	trust	0.688	leiding
monogamy	trust	0.688	monogamie
valor	trust	0.688	dapperheid
solidity	trust	0.688	vastigheid
perfection	trust	0.688	perfeksie
believed	trust	0.688	geglo
humanity	trust	0.688	mensdom
justifiable	trust	0.688	regverdigbaar
competent	trust	0.688	bevoeg
esteem	trust	0.688	agting
protector	trust	0.680	beskermer
inspire	trust	0.680	inspireer
hope	trust	0.680	hoop
strongest	trust	0.680	vennote
expertise	trust	0.680	kundigheid
humble	trust	0.680	nederig
indivisible	trust	0.680	ondeelbaar
official	trust	0.680	amptelik
affirm	trust	0.680	bevestig
familiarity	trust	0.680	bekendheid
confirmed	trust	0.680	bevestig
diligence	trust	0.680	ywer
grandfather	trust	0.680	oupa
advocacy	trust	0.680	voorspraak
goodness	trust	0.680	goedheid
commendable	trust	0.680	prysenswaardig
acceptance	trust	0.680	aanvaarding
diplomatic	trust	0.680	diplomaties
leader	trust	0.680	leier
confide	trust	0.680	vertrou
agreeing	trust	0.680	saamstem
approve	trust	0.680	goedkeur
professional	trust	0.680	professionele
elders	trust	0.680	ouderlinge
confidential	trust	0.680	vertroulik
faultless	trust	0.672	foutloos
believes	trust	0.672	aanvaar
sanctify	trust	0.672	heilig
intelligent	trust	0.672	intelligent
safe	trust	0.672	veilig
accepted	trust	0.672	sterkste
dignity	trust	0.672	waardigheid
unwavering	trust	0.672	onwrikbaar
encyclopedia	trust	0.672	ensiklopedie
mastery	trust	0.672	bemeestering
cohesive	trust	0.672	samehangend
harmoniously	trust	0.672	harmonieus
benevolence	trust	0.672	welwillendheid
healing	trust	0.672	genesing
accredited	trust	0.672	geakkrediteer
covenant	trust	0.672	verbond
accountability	trust	0.664	aanspreeklikheid
team	trust	0.664	span
authority	trust	0.664	gesag
heroic	trust	0.664	heldhaftig
reliance	trust	0.664	vertroue
expert	trust	0.664	kenner
communicate	trust	0.664	kommunikeer
spiritual	trust	0.664	geestelike
impeccable	trust	0.664	onberispelik
specialist	trust	0.664	spesialis
affirmatively	trust	0.664	bevestigend
proficient	trust	0.664	vaardig
fulfillment	trust	0.664	vervulling
advocate	trust	0.664	advokaat
disciple	trust	0.664	dissipel
attestation	trust	0.664	attestasie
merit	trust	0.664	meriete
supporting	trust	0.664	ondersteun
ambassador	trust	0.664	ambassadeur
guidebook	trust	0.664	gidsboek
accept	trust	0.664	aanvaar
strengthening	trust	0.661	versterking
holiness	trust	0.656	heiligheid
facts	trust	0.656	feite
warranty	trust	0.656	waarborg
strength	trust	0.656	sterkte
relationship	trust	0.656	verhouding
defended	trust	0.656	verdedig
constancy	trust	0.656	konstantheid
favorable	trust	0.656	gunstig
gentleman	trust	0.656	meneer
counsel	trust	0.656	raad
scientific	trust	0.656	wetenskaplike
structure	trust	0.656	struktuur
elder	trust	0.656	ouderling
excellent	trust	0.656	uitstekend
achieve	trust	0.656	bereik
steadfast	trust	0.656	standvastig
familiar	trust	0.656	bekend
proficiency	trust	0.656	vaardigheid
supports	trust	0.656	glo
counselor	trust	0.648	berader
lovable	trust	0.648	lieflik
advisable	trust	0.648	raadsaam
agreed	trust	0.648	ingestem
heroism	trust	0.648	heldhaftigheid
rely	trust	0.648	vertrou
uphold	trust	0.648	handhaaf
brother	trust	0.648	broer
matrimony	trust	0.648	huwelik
assuredly	trust	0.648	verseker
peaceful	trust	0.648	vreedsaam
saint	trust	0.648	heilige
unconditionally	trust	0.648	aanvaar
solidarity	trust	0.648	solidariteit
accepts	trust	0.648	ondersteun
inspiration	trust	0.648	inspirasie
noble	trust	0.648	edel
successful	trust	0.648	suksesvol
harmony	trust	0.648	harmonie
protective	trust	0.648	beskermend
competency	trust	0.648	bevoegdheid
comrade	trust	0.648	kameraad
academic	trust	0.648	akademies
assist	trust	0.648	bystaan
worthy	trust	0.643	waardig
benefactor	trust	0.641	weldoener
credence	trust	0.641	geloofwaardigheid
confidence	trust	0.641	vertroue
relationships	trust	0.641	onvoorwaardelik
ordained	trust	0.641	georden
legal	trust	0.641	wettig
champion	trust	0.641	kampioen
lawful	trust	0.641	wettig
durability	trust	0.641	duursaamheid
judiciary	trust	0.641	regbank
doctor	trust	0.641	dokter
loving	trust	0.641	liefdevol
assure	trust	0.641	verseker
establish	trust	0.641	vestig
mamma	trust	0.641	mamma
kind	trust	0.641	soort
unity	trust	0.641	eenheid
conscientious	trust	0.641	pligsgetrou
real	trust	0.641	werklike
coexist	trust	0.641	saambestaan
leading	trust	0.641	lei
teacher	trust	0.641	onderwyser
intimate	trust	0.634	intiem
brotherly	trust	0.633	broederlik
physician	trust	0.633	geneesheer
judicial	trust	0.633	geregtelik
saintly	trust	0.633	heilig
aspiration	trust	0.633	aspirasie
conscience	trust	0.633	gewete
therapeutic	trust	0.633	terapeutiese
fidelity	trust	0.633	getrouheid
soundness	trust	0.633	gesondheid
important	trust	0.633	belangrik
homage	trust	0.633	huldeblyk
legitimacy	trust	0.633	legitimiteit
fortitude	trust	0.633	standvastigheid
deepest	trust	0.633	verhoudings
approved	trust	0.633	goedgekeur
courageous	trust	0.633	moedig
devotional	trust	0.633	oordenking
endorse	trust	0.633	onderskryf
backbone	trust	0.633	ruggraat
authorize	trust	0.633	magtig
practiced	trust	0.633	geoefen
sanctification	trust	0.633	heiligmaking
hopeful	trust	0.633	hoopvol
convincing	trust	0.633	oortuigend
bless	trust	0.633	seën
angel	trust	0.625	engel
authorization	trust	0.625	magtiging
assured	trust	0.625	verseker
purify	trust	0.625	suiwer
caretaker	trust	0.625	opsigter
regard	trust	0.625	ag
profound	trust	0.625	diepgaande
achievement	trust	0.625	prestasie
evident	trust	0.625	duidelik
positivity	trust	0.625	positiwiteit
communication	trust	0.625	kommunikasie
professorship	trust	0.625	professoraat
blessing	trust	0.625	seën
beliefs	trust	0.625	diepste
encourage	trust	0.625	aanmoedig
fireman	trust	0.625	brandweerman
majestic	trust	0.625	majestueus
civilized	trust	0.625	beskaafd
certify	trust	0.625	sertifiseer
wonderful	trust	0.625	wonderlik
engaged	trust	0.625	verloof
accurate	trust	0.625	akkuraat
approvement	trust	0.617	goedkeuring
optimism	trust	0.617	optimisme
planning	trust	0.617	beplanning
believer	trust	0.617	gelowige
advice	trust	0.617	raad
commend	trust	0.617	prys
gospel	trust	0.617	evangelie
objective	trust	0.617	doel
rational	trust	0.617	rasioneel
cherish	trust	0.617	koester
constantly	trust	0.617	voortdurend
haven	trust	0.617	hawe
fundamental	trust	0.617	fundamenteel
bedrock	trust	0.617	grondsteen
accord	trust	0.617	ooreenkom
triumphant	trust	0.617	triomfantlik
surety	trust	0.617	borg
testament	trust	0.617	testament
absolution	trust	0.617	absolusie
truce	trust	0.617	wapenstilstand
reassure	trust	0.617	gerusstel
appreciation	trust	0.617	waardering
qualities	trust	0.617	kwaliteite
passionate	trust	0.617	passievol
good	trust	0.617	goed
unimpeachable	trust	0.617	onaantasbaar
corroborate	trust	0.617	staaf
thoughtful	trust	0.617	bedagsaam
heroine	trust	0.617	heldin
teach	trust	0.617	leer
god	trust	0.617	God
attentive	trust	0.617	aandagtig
scripture	trust	0.609	skrif
civilization	trust	0.609	beskawing
magnificence	trust	0.609	grootsheid
recommend	trust	0.609	aanbeveel
progression	trust	0.609	progressie
steward	trust	0.609	rentmeester
purification	trust	0.609	suiwering
patron	trust	0.609	beskermheer
praiseworthy	trust	0.609	lofwaardig
heal	trust	0.609	genees
considerate	trust	0.609	bedagsaam
blessings	trust	0.609	seëninge
mediator	trust	0.609	bemiddelaar
babysitter	trust	0.609	kinderoppasser
notary	trust	0.609	notaris
awareness	trust	0.609	bewustheid
vetted	trust	0.609	oortuigings
excel	trust	0.609	uitblink
happy	trust	0.609	gelukkig
praise	trust	0.609	lof
brilliant	trust	0.609	briljant
liking	trust	0.609	hou van
definitive	trust	0.609	definitief
comfort	trust	0.609	troos
