English Word	Emotion	Emotion-Intensity-Score	Frisian Word
awareness	trust	0.609	besef
vetted	trust	0.609	leauwen
excel	trust	0.609	útblinke
happy	trust	0.609	lokkich
praise	trust	0.609	priizgje
brilliant	trust	0.609	briljant
liking	trust	0.609	leuk
definitive	trust	0.609	definityf
comfort	trust	0.609	treast
officer	trust	0.609	offisier
peace	trust	0.602	frede
serenity	trust	0.602	serenity
unquestionable	trust	0.602	net te twifeljen
embrace	trust	0.602	omearmje
identify	trust	0.602	identifisearje
inspired	trust	0.602	ynspirearre
steady	trust	0.602	steady
nun	trust	0.602	non
guarded	trust	0.602	bewekke
symmetry	trust	0.602	symmetry
mainstay	trust	0.602	steunpilaar
fulfill	trust	0.602	ferfolje
humility	trust	0.602	dimmenens
helpful	trust	0.602	behelpsum
transcendence	trust	0.602	transcendence
unconditional	trust	0.602	sûnder betingst
brave	trust	0.602	moedich
brighten	trust	0.602	opheldere
experienced	trust	0.602	belibbe
enlightenment	trust	0.602	ferljochting
sympathetic	trust	0.602	sympatyk
witness	trust	0.602	tsjûge
vigilant	trust	0.594	wach
ministry	trust	0.594	ministearje
admiral	trust	0.594	admiraal
vigilance	trust	0.594	waakzaamheid
depend	trust	0.594	ôfhingje
generosity	trust	0.594	grutmoedigens
befriend	trust	0.594	befreone
complimentary	trust	0.594	complimentary
assessment	trust	0.594	beoardieling
fairly	trust	0.594	earlik
enlighten	trust	0.594	ferljochtsje
strengthen	trust	0.594	fersterkje
nurse	trust	0.594	ferpleechkundige
endowment	trust	0.594	begiftiging
visionary	trust	0.594	fisioenêr
praised	trust	0.594	priizge
eminence	trust	0.594	emininsje
marry	trust	0.594	trouwe
generous	trust	0.594	royaal
gratitude	trust	0.594	tankberens
sage	trust	0.594	sage
tranquility	trust	0.594	rêst
openly	trust	0.594	iepentlik
grant	trust	0.594	subsydzje
spouse	trust	0.594	echtgenoate
philanthropic	trust	0.594	filantropysk
regent	trust	0.594	regint
substantiate	trust	0.594	ûnderbouwe
commendation	trust	0.594	lof
council	trust	0.594	ried
efficient	trust	0.594	effisjint
sweetheart	trust	0.589	leafste
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	manjefyk
designation	trust	0.586	oantsjutting
godly	trust	0.586	godlik
seniority	trust	0.586	seniority
conservation	trust	0.586	behâld
educational	trust	0.586	edukatyf
rooted	trust	0.586	rooted
inheritance	trust	0.586	erfenis
diplomacy	trust	0.586	diplomasy
mate	trust	0.586	mate
convince	trust	0.586	oertsjûgje
unfailing	trust	0.586	unfailing
share	trust	0.586	diele
monk	trust	0.586	muonts
constitutional	trust	0.586	grûnwetlike
lovely	trust	0.586	moai
compliance	trust	0.586	neilibjen
attest	trust	0.586	attest
victory	trust	0.586	oerwinning
serene	trust	0.586	serene
checklist	trust	0.586	checklist
husbandry	trust	0.586	húshâlding
enjoying	trust	0.586	genietsje
revere	trust	0.586	fereare
tribe	trust	0.586	folksstam
meritorious	trust	0.586	fertsjinste
joyful	trust	0.586	blide
delegate	trust	0.586	ôffurdige
helper	trust	0.586	helper
angelic	trust	0.586	angelic
ambition	trust	0.586	ambysje
father	trust	0.586	heit
acclaim	trust	0.586	acclaim
testimony	trust	0.586	tsjûgenis
collectively	trust	0.586	kollektyf
sobriety	trust	0.586	soberens
prestige	trust	0.586	prestiizje
firmness	trust	0.586	fêstichheid
structural	trust	0.578	struktureel
impartiality	trust	0.578	ûnpartidichheid
navigator	trust	0.578	navigator
judge	trust	0.578	rjochter
shelter	trust	0.578	skûlplak
coexisting	trust	0.578	tegearre bestean
unquestioned	trust	0.578	ûnbestriden
careful	trust	0.578	foarsichtich
obey	trust	0.578	hearrich
professor	trust	0.578	professor
convinced	trust	0.578	oertsjûge
communion	trust	0.578	mienskip
cheerfulness	trust	0.578	fleurichheid
inviting	trust	0.578	útnoegjend
irrefutable	trust	0.578	ûnbestriden
commandant	trust	0.578	kommandant
smile	trust	0.578	laitsje
authoritative	trust	0.578	autoritative
philanthropist	trust	0.578	filantroop
legalized	trust	0.578	legalized
adore	trust	0.578	oanbidde
upright	trust	0.578	rjochtop
revival	trust	0.578	revival
dutiful	trust	0.578	dutyful
watchdog	trust	0.578	wachthûn
apostle	trust	0.570	apostel
volunteers	trust	0.570	frijwilligers
immaculate	trust	0.570	ûnberikber
adhering	trust	0.570	oanhingje
unquestionably	trust	0.570	sûnder twifel
advise	trust	0.570	advisearje
punctual	trust	0.570	punctual
consult	trust	0.570	rieplachtsje
ordinance	trust	0.570	feroardering
complement	trust	0.570	oanfolling
modest	trust	0.570	beskieden
everlasting	trust	0.570	ivich
compass	trust	0.570	kompas
heavenly	trust	0.570	himelske
determinate	trust	0.570	bepale
counsellor	trust	0.570	riedsman
abundance	trust	0.570	oerfloed
guide	trust	0.570	gids
earned	trust	0.570	vetted
pedigree	trust	0.570	stamboek
relative	trust	0.570	relative
principal	trust	0.570	rektor
plausible	trust	0.570	plausibel
collaborator	trust	0.570	meiwurker
connective	trust	0.570	ferbinende
corroboration	trust	0.570	befêstiging
insure	trust	0.570	fersekerje
pilot	trust	0.570	piloat
unequivocal	trust	0.570	ûndûbelsinnich
matron	trust	0.570	matron
cuddle	trust	0.570	knuffel
measured	trust	0.570	mjitten
fort	trust	0.562	fort
treasurer	trust	0.562	ponghâlder
apostolic	trust	0.562	apostoalysk
save	trust	0.562	rêde
frankness	trust	0.562	frankness
insight	trust	0.562	ynsjoch
admit	trust	0.562	tajaan
earn	trust	0.562	fertsjinje
remarkable	trust	0.562	opmerklik
strong	trust	0.562	sterk
content	trust	0.562	ynhâld
vitality	trust	0.562	vitaliteit
prize	trust	0.562	priis
vigorous	trust	0.562	krêftich
congregation	trust	0.562	gemeente
uplift	trust	0.562	opheffing
spotless	trust	0.562	spotless
devout	trust	0.562	fromme
soothing	trust	0.562	beruhigend
miracle	trust	0.562	wûnder
cohesion	trust	0.562	gearhing
lovemaking	trust	0.562	tútsjeboartsje
curable	trust	0.562	curable
pleasant	trust	0.562	noflik
jury	trust	0.562	sjuery
pertinent	trust	0.562	pertinent
succeeding	trust	0.562	slagje
concordance	trust	0.562	konkordânsje
jurist	trust	0.562	jurist
applaud	trust	0.562	applaudearje
ordination	trust	0.562	ordinaasje
compensate	trust	0.562	kompensearje
patience	trust	0.555	geduld
mediate	trust	0.555	bemiddelje
coach	trust	0.555	coach
illumination	trust	0.555	ferljochting
cultivate	trust	0.555	kultivearje
providing	trust	0.555	foarsjen
precedence	trust	0.555	foarrang
exalt	trust	0.555	ferheven
succeed	trust	0.555	slagje
inclusion	trust	0.555	ynklúzje
meditate	trust	0.555	meditearje
coalesce	trust	0.555	gearwurkje
betrothed	trust	0.555	ferloofd
midwife	trust	0.555	ferloskundige
veteran	trust	0.555	feteraan
destined	trust	0.555	bestimd
auditor	trust	0.555	auditor
privacy	trust	0.555	privacy
restorative	trust	0.555	restorative
influential	trust	0.555	ynfloedryk
impartial	trust	0.555	ûnpartidich
discretion	trust	0.555	diskresje
foresight	trust	0.555	foarútsjoch
congruence	trust	0.555	kongruinsje
worship	trust	0.555	oanbidding
constant	trust	0.555	konstant
reunion	trust	0.555	reuny
intuition	trust	0.555	yntuysje
reconciliation	trust	0.555	fersoening
ambulance	trust	0.555	ambulânse
defender	trust	0.555	ferdigener
greatness	trust	0.555	gruttens
buddy	trust	0.555	maat
vote	trust	0.555	stim
physicist	trust	0.555	natuerkundige
prophet	trust	0.555	profeet
prevalent	trust	0.547	prevalent
eyewitness	trust	0.547	eachtsjûge
durable	trust	0.547	duorsum
prudent	trust	0.547	foarsichtich
securities	trust	0.547	weardepapieren
salvation	trust	0.547	heil
govern	trust	0.547	regearje
law	trust	0.547	wet
proud	trust	0.547	grutsk
cheer	trust	0.547	cheer
reinforcement	trust	0.547	fersterking
promises	trust	0.547	fertsjinne
invocation	trust	0.547	oprop
provide	trust	0.547	foarsjen
friendly	trust	0.547	freonlik
commanding	trust	0.547	kommandant
temperate	trust	0.547	matich
conciliation	trust	0.547	oerienkomst
convent	trust	0.547	kleaster
heritage	trust	0.547	erfskip
independence	trust	0.547	selsstannigens
rejoice	trust	0.547	bliid
engaging	trust	0.547	ynnimmend
readiness	trust	0.547	reewilligens
registry	trust	0.547	register
statement	trust	0.547	ferklearring
liberty	trust	0.547	frijheid
forgive	trust	0.547	ferjaan
ancestral	trust	0.547	foarâlderlik
impenetrable	trust	0.547	ûntrochsichtich
choices	trust	0.539	beloften
psalms	trust	0.539	psalmen
majority	trust	0.539	mearderheid
antidote	trust	0.539	tsjingif
tantamount	trust	0.539	gelyk
perfect	trust	0.539	perfekt
regularity	trust	0.539	regelmaat
chronicle	trust	0.539	kronyk
ensemble	trust	0.539	ensemble
applause	trust	0.539	applaus
obedience	trust	0.539	hearrigens
aspiring	trust	0.539	aspirant
watchman	trust	0.539	wachter
inimitable	trust	0.539	ûnneifolgber
chastity	trust	0.539	keinens
architecture	trust	0.539	boukunde
stamina	trust	0.539	úthâldingsfermogen
delightful	trust	0.539	hearlik
exalted	trust	0.539	ferheven
relevant	trust	0.539	relevant
reinforcements	trust	0.539	fersterkings
proctor	trust	0.539	proctor
immovable	trust	0.539	ûnreplik guod
instructions	trust	0.539	ynstruksjes
define	trust	0.539	definiearje
uncensured	trust	0.539	uncensured
institute	trust	0.539	ynstitút
responsive	trust	0.539	responsive
recovery	trust	0.539	herstel
obliging	trust	0.539	ferplichte
obvious	trust	0.539	dúdlik
forefathers	trust	0.539	foarâlden
eager	trust	0.539	eager
inoculation	trust	0.539	ynenting
admitting	trust	0.539	tajaan
memorable	trust	0.539	memorabel
hospital	trust	0.531	sikehûs
rescue	trust	0.531	rêde
deed	trust	0.531	die
princely	trust	0.531	prinslik
retirement	trust	0.531	pensjoen
cradle	trust	0.531	widze
immunization	trust	0.531	ymmunisaasje
bloom	trust	0.531	bloei
candid	trust	0.531	iepen
evergreen	trust	0.531	evergreen
ballot	trust	0.531	stimbriefke
accompaniment	trust	0.531	begelieding
verily	trust	0.531	wier
inseparable	trust	0.531	ûnskiedber
analyst	trust	0.531	analist
strive	trust	0.531	stribje
dependent	trust	0.531	ôfhinklik
heavens	trust	0.531	himelen
answerable	trust	0.531	ferantwurdelje
school	trust	0.531	skoalle
terms	trust	0.531	Betingsten
center	trust	0.531	sintrum
firstborn	trust	0.531	earstberne
transcript	trust	0.531	transkripsje
fraternal	trust	0.531	fraternal
omniscient	trust	0.531	alwittend
seal	trust	0.531	segel
edification	trust	0.531	opbou
doubtless	trust	0.531	sûnder twifel
deliverance	trust	0.531	befrijing
sponsor	trust	0.531	sponsor
expedient	trust	0.531	doelmjittich
bride	trust	0.531	breid
refuge	trust	0.531	taflecht
approbation	trust	0.527	goedkarring
chaplain	trust	0.523	kapelaan
laureate	trust	0.523	laureaat
liberate	trust	0.523	befrije
coronation	trust	0.523	kroaning
adoration	trust	0.523	oanbidding
countenance	trust	0.523	antlit
honeymoon	trust	0.523	houliksreis
connoisseur	trust	0.523	kenner
notable	trust	0.523	opmerklik
benedictory	trust	0.523	benedictory
celebration	trust	0.523	feest
neighbor	trust	0.523	buorman
unbroken	trust	0.523	ûnbrutsen
award	trust	0.523	priis
improvement	trust	0.523	ferbettering
hug	trust	0.523	knuffel
graduation	trust	0.523	ôfstudearjen
correctness	trust	0.523	correctness
winning	trust	0.523	winning
paragon	trust	0.523	paragon
ratify	trust	0.523	ratifisearje
powerful	trust	0.523	krêftich
elevation	trust	0.523	ferheging
commonwealth	trust	0.523	gemenebest
account	trust	0.523	rekken
unimpeached	trust	0.523	unimpeached
taught	trust	0.523	ûnderwiisde
salutary	trust	0.523	salutary
captivate	trust	0.523	boeije
dictionary	trust	0.523	wurdboek
nobility	trust	0.523	adel
ourselves	trust	0.523	karren
feeling	trust	0.518	gefoel
amen	trust	0.516	amen
committee	trust	0.516	komitee
reverie	trust	0.516	revery
deserve	trust	0.516	fertsjinje
fully	trust	0.516	folslein
compliment	trust	0.516	komplimint
obstetrician	trust	0.516	ferloskundige
enchanted	trust	0.516	betsjoen
inform	trust	0.516	ynformearje
association	trust	0.516	bûn
credit	trust	0.516	kredyt
passwords	trust	0.516	ússels
freely	trust	0.516	frij
framework	trust	0.516	kader
nobleman	trust	0.516	edelman
formative	trust	0.516	formatyf
tender	trust	0.516	tender
measure	trust	0.516	mjitte
advent	trust	0.516	advent
management	trust	0.516	behear
confession	trust	0.516	belidenis
remedy	trust	0.516	remeedzje
sentinel	trust	0.516	sentinel
pray	trust	0.516	bidde
perpetuity	trust	0.516	ivichheid
tribunal	trust	0.516	tribunaal
minded	trust	0.516	minded
organization	trust	0.516	organisaasje
predominant	trust	0.516	oerhearskjende
volunteer	trust	0.509	frijwilliger
accolade	trust	0.508	lof
courtship	trust	0.508	hoflikheid
patronage	trust	0.508	patronaazje
philosopher	trust	0.508	filosoof
confessional	trust	0.508	konfesjoneel
diversity	trust	0.508	ferskaat
virgin	trust	0.508	faam
venerable	trust	0.508	earbiedweardich
policy	trust	0.508	belied
intact	trust	0.508	yntakt
custodian	trust	0.508	custodian
automatic	trust	0.508	automatysk
unsurpassed	trust	0.508	onovertroffen
shepherd	trust	0.508	herder
reward	trust	0.508	lean
beautification	trust	0.508	beautification
medical	trust	0.508	medysk
constable	trust	0.508	konstabel
forgiving	trust	0.508	ferjaan
tolerance	trust	0.508	tolerânsje
priest	trust	0.508	pryster
enable	trust	0.508	ynskeakelje
vouch	trust	0.508	garandearje
lieutenant	trust	0.508	luitenant
instruct	trust	0.508	ynstruearje
housewife	trust	0.508	húsfrou
admissible	trust	0.508	tastien
sovereign	trust	0.508	soeverein
amour	trust	0.508	amour
savor	trust	0.508	smakke
darling	trust	0.500	leave
related	trust	0.500	relatearre
infallibility	trust	0.500	infallibility
watchful	trust	0.500	watchful
nerds	trust	0.500	wachtwurden
instruction	trust	0.500	ynstruksje
doctrine	trust	0.500	lear
birth	trust	0.500	berte
timing	trust	0.500	timing
infinity	trust	0.500	ûneinigens
religions	trust	0.500	nerds
warden	trust	0.500	warder
optimist	trust	0.500	optimist
apologetic	trust	0.500	apologetyske
gateway	trust	0.500	poarte
pontiff	trust	0.500	paus
alive	trust	0.500	libben
indelible	trust	0.500	ûnútwisbere
personal	trust	0.500	persoanlik
pious	trust	0.500	frommes
majesty	trust	0.500	majesteit
synchronize	trust	0.500	syngronisearje
guard	trust	0.500	beskermje
retain	trust	0.500	behâlde
romantic	trust	0.500	romantysk
superman	trust	0.500	superman
info	trust	0.500	info
backer	trust	0.500	backer
undying	trust	0.500	ûnstjerlik
vindication	trust	0.500	befêstiging
badge	trust	0.500	badge
treasure	trust	0.500	skat
guru	trust	0.500	guru
church	trust	0.492	tsjerke
formality	trust	0.492	formaliteit
contributor	trust	0.492	meiwurker
radiance	trust	0.492	útstrieling
psalm	trust	0.492	psalm
laudatory	trust	0.492	loovjend
grandchildren	trust	0.492	bernsbern
popularity	trust	0.492	populariteit
salute	trust	0.492	groetsje
hosannah	trust	0.492	hosannah
attraction	trust	0.492	attraksje
efforts	trust	0.492	oardiel
privy	trust	0.492	privy
improve	trust	0.492	ferbetterje
sheriff	trust	0.492	sheriff
chairman	trust	0.492	foarsitter
judgement	trust	0.492	spreuken
harbor	trust	0.492	haven
elegance	trust	0.492	elegânsje
hardy	trust	0.492	hurd
umpire	trust	0.492	skiedsrjochter
constitute	trust	0.492	foarmje
proverbs	trust	0.492	religys
jubilant	trust	0.492	jubeljend
aspire	trust	0.492	aspire
synonymous	trust	0.492	synonym
inevitable	trust	0.492	ûnûntkomber
musical	trust	0.492	muzikaal
spokesman	trust	0.492	wurdfierder
endow	trust	0.492	begiftigje
fellow	trust	0.492	keardel
grow	trust	0.492	groeie
moderator	trust	0.492	moderator
enjoy	trust	0.484	genietsje
found	trust	0.484	fûn
armor	trust	0.484	harnas
colonel	trust	0.484	kolonel
referee	trust	0.484	skiedsrjochter
favorite	trust	0.484	favoryt
assembly	trust	0.484	gearkomste
romance	trust	0.484	romantyk
confess	trust	0.484	bekenne
sweet	trust	0.484	swiet
crowning	trust	0.484	kroane
forecast	trust	0.484	foarsizzing
affection	trust	0.484	affection
approbate	trust	0.484	approbate
path	trust	0.484	paad
concord	trust	0.484	konkord
police	trust	0.484	Plysje
countryman	trust	0.484	lânsman
income	trust	0.484	ynkommen
ranger	trust	0.484	ranger
depth	trust	0.484	djipte
like	trust	0.484	lykas
voucher	trust	0.484	voucher
diagnosis	trust	0.484	diagnoaze
hire	trust	0.484	hiere
clean	trust	0.484	skjin
laudation	trust	0.484	lofpriis
arbiter	trust	0.484	arbiter
purely	trust	0.477	suver
votive	trust	0.477	votive
expect	trust	0.477	ferwachtsje
glory	trust	0.477	gloarje
counted	trust	0.477	ynspannings
apologize	trust	0.477	ferûntskuldigje
sterling	trust	0.477	sterling
word	trust	0.477	wurd
follow	trust	0.477	folgje
sermon	trust	0.477	preek
consul	trust	0.477	konsul
calculator	trust	0.477	rekkenmasine
lamb	trust	0.477	laam
veracity	trust	0.477	wierheid
matter	trust	0.477	saak
parliament	trust	0.477	parlemint
lover	trust	0.477	leafhawwer
sacrifice	trust	0.477	opoffering
putative	trust	0.477	putative
preponderance	trust	0.477	oerwicht
landmark	trust	0.477	landmark
nursery	trust	0.477	kwekerij
mathematical	trust	0.477	wiskundige
frank	trust	0.477	frank
signature	trust	0.477	hantekening
policeman	trust	0.477	plysjeman
episcopal	trust	0.477	biskoplik
pastor	trust	0.477	pastor
eagerness	trust	0.469	iver
mighty	trust	0.469	machtich
recruits	trust	0.469	rekruten
tribune	trust	0.469	tribune
author	trust	0.469	skriuwer
effective	trust	0.469	effektyf
intended	trust	0.469	bedoeld
passion	trust	0.469	passy
religion	trust	0.469	leauwe
flagship	trust	0.469	flaggeskip
immerse	trust	0.469	ûnderdompelje
capacity	trust	0.469	kapasiteit
associate	trust	0.469	kompanjon
cashier	trust	0.469	kassier
regal	trust	0.469	regal
dove	trust	0.469	do
tutelage	trust	0.469	tutelage
underwrite	trust	0.469	ûnderskriuwe
uncritical	trust	0.469	ûnkritysk
prefer	trust	0.469	leaver
instructor	trust	0.469	ynstrukteur
gain	trust	0.469	winst
marshal	trust	0.469	marshal
judgment	trust	0.469	oardiel
judicious	trust	0.469	judicious
top	trust	0.469	top
title	trust	0.469	titel
vicar	trust	0.469	predikant
bridesmaid	trust	0.469	breidspear
commission	trust	0.469	kommisje
lifestyle	trust	0.461	libbensstyl
aunt	trust	0.461	muoike
attendant	trust	0.461	begelieder
enroll	trust	0.461	ynskriuwe
priesthood	trust	0.461	prysterskip
trade	trust	0.461	handel
crucial	trust	0.461	krúsjaal
moorings	trust	0.461	oanlisplakken
kitten	trust	0.461	kitten
medal	trust	0.461	medalje
oblige	trust	0.461	ferplichtsje
manage	trust	0.461	beheare
magnetic	trust	0.461	magnetysk
custody	trust	0.461	foararrest
necessarily	trust	0.461	needsaaklikerwize
partake	trust	0.461	meidwaan
cautious	trust	0.461	foarsichtich
consecration	trust	0.461	wijing
courier	trust	0.461	koerier
bank	trust	0.461	bank
lesson	trust	0.461	les
patriarchal	trust	0.461	patriarchal
eventually	trust	0.461	teld
commerce	trust	0.461	commerce
contains	trust	0.461	úteinlik
theological	trust	0.461	teologyske
socially	trust	0.461	befettet
admitted	trust	0.461	talitten
fortress	trust	0.461	festing
cathedral	trust	0.455	katedraal
deputy	trust	0.453	deputearre
