English Word	Emotion	Emotion-Intensity-Score	Turkmen Word
greatness	trust	0.555	beýiklik
buddy	trust	0.555	dost
vote	trust	0.555	ses ber
physicist	trust	0.555	fizik
prophet	trust	0.555	pygamber
prevalent	trust	0.547	agdyklyk edýär
eyewitness	trust	0.547	şaýat
durable	trust	0.547	çydamly
prudent	trust	0.547	paýhasly
securities	trust	0.547	gymmatly kagyzlar
salvation	trust	0.547	gutulyş
govern	trust	0.547	dolandyrmak
law	trust	0.547	kanun
proud	trust	0.547	buýsanýar
cheer	trust	0.547	begen!
reinforcement	trust	0.547	güýçlendirmek
promises	trust	0.547	gazandy
invocation	trust	0.547	çakylyk
provide	trust	0.547	üpjün etmek
friendly	trust	0.547	dost
commanding	trust	0.547	buýruk bermek
temperate	trust	0.547	mylaýym
conciliation	trust	0.547	barlyşyk
convent	trust	0.547	monastyr
heritage	trust	0.547	mirasy
independence	trust	0.547	garaşsyzlyk
rejoice	trust	0.547	begen
engaging	trust	0.547	çekmek
readiness	trust	0.547	taýýarlyk
registry	trust	0.547	bellige alyş sanawy
statement	trust	0.547	beýany
liberty	trust	0.547	azatlyk
forgive	trust	0.547	bagyşla
ancestral	trust	0.547	ata-baba
impenetrable	trust	0.547	geçip bolmajak
choices	trust	0.539	wada berýär
psalms	trust	0.539	Zebur
majority	trust	0.539	köplük
antidote	trust	0.539	antidote
tantamount	trust	0.539	tantamount
perfect	trust	0.539	ajaýyp
regularity	trust	0.539	yzygiderliligi
chronicle	trust	0.539	Hronika
ensemble	trust	0.539	ansambly
applause	trust	0.539	el çarpyşmalar
obedience	trust	0.539	boýun bolmak
aspiring	trust	0.539	ymtylýan
watchman	trust	0.539	gözegçi
inimitable	trust	0.539	bahasyna ýetip bolmajak zat
chastity	trust	0.539	päklik
architecture	trust	0.539	arhitektura
stamina	trust	0.539	çydamlylyk
delightful	trust	0.539	hezil
exalted	trust	0.539	beýgeldildi
relevant	trust	0.539	degişlidir
reinforcements	trust	0.539	güýçlendirijiler
proctor	trust	0.539	proktor
immovable	trust	0.539	gozgalmaýan
instructions	trust	0.539	görkezmeleri
define	trust	0.539	kesgitlemek
uncensured	trust	0.539	ätiýaçlandyrylmadyk
institute	trust	0.539	instituty
responsive	trust	0.539	jogap berýär
recovery	trust	0.539	dikeldiş
obliging	trust	0.539	borçly
obvious	trust	0.539	äşgär
forefathers	trust	0.539	ata-babalar
eager	trust	0.539	höwes bilen
inoculation	trust	0.539	sanjym
admitting	trust	0.539	boýun alýar
memorable	trust	0.539	ýatda galyjy
hospital	trust	0.531	hassahana
rescue	trust	0.531	halas ediş
deed	trust	0.531	iş
princely	trust	0.531	Şazada
retirement	trust	0.531	pensiýa
cradle	trust	0.531	beşik
immunization	trust	0.531	immunizasiýa
bloom	trust	0.531	gülle
candid	trust	0.531	aç-açan
evergreen	trust	0.531	hemişe gök öwüsýän
ballot	trust	0.531	ses bermek
accompaniment	trust	0.531	ýoldaşlyk
verily	trust	0.531	Elbetde
inseparable	trust	0.531	aýrylmaz
analyst	trust	0.531	analitik
strive	trust	0.531	çalyş
dependent	trust	0.531	baglydyr
heavens	trust	0.531	Gökler
answerable	trust	0.531	jogap bermeli
school	trust	0.531	mekdebi
terms	trust	0.531	şertleri
center	trust	0.531	merkezi
firstborn	trust	0.531	ilkinji doglan çagalar
transcript	trust	0.531	transkripsiýa
fraternal	trust	0.531	doganlyk
omniscient	trust	0.531	hemme zady bilýän
seal	trust	0.531	möhür
edification	trust	0.531	berkitmek
doubtless	trust	0.531	şübhesiz
deliverance	trust	0.531	halas etmek
sponsor	trust	0.531	hemaýatkäri
expedient	trust	0.531	maksadalaýyk
bride	trust	0.531	gelin
refuge	trust	0.531	gaçybatalga
approbation	trust	0.527	tassyklama
chaplain	trust	0.523	kapellan
laureate	trust	0.523	laureat
liberate	trust	0.523	azat etmek
coronation	trust	0.523	täç geýdirmek
adoration	trust	0.523	sejde
countenance	trust	0.523	ýüzi
honeymoon	trust	0.523	bal aýy
connoisseur	trust	0.523	bilýän
notable	trust	0.523	görnükli
benedictory	trust	0.523	benedictory
celebration	trust	0.523	baýramçylyk
neighbor	trust	0.523	goňşusy
unbroken	trust	0.523	döwülmedik
award	trust	0.523	baýrak
improvement	trust	0.523	gowulaşdyrmak
hug	trust	0.523	gujakla
graduation	trust	0.523	gutardyş
correctness	trust	0.523	dogrulygy
winning	trust	0.523	ýeňiji
paragon	trust	0.523	paragon
ratify	trust	0.523	tassykla
powerful	trust	0.523	güýçli
elevation	trust	0.523	beýiklik
commonwealth	trust	0.523	arkalaşyk
account	trust	0.523	hasaby
unimpeached	trust	0.523	habar berilmedi
taught	trust	0.523	öwretdi
salutary	trust	0.523	salam
captivate	trust	0.523	özüne çekiji
dictionary	trust	0.523	sözlük
nobility	trust	0.523	asylly adamlar
ourselves	trust	0.523	saýlamalar
feeling	trust	0.518	duýmak
amen	trust	0.516	amin
committee	trust	0.516	komiteti
reverie	trust	0.516	reverie
deserve	trust	0.516	mynasyp
fully	trust	0.516	doly
compliment	trust	0.516	öwgi
obstetrician	trust	0.516	akuşer
enchanted	trust	0.516	jadyly
inform	trust	0.516	habar ber
association	trust	0.516	birleşmesi
credit	trust	0.516	Karz
passwords	trust	0.516	özümiz
freely	trust	0.516	erkin
framework	trust	0.516	çarçuwasy
nobleman	trust	0.516	asylly adam
formative	trust	0.516	formatiw
tender	trust	0.516	tender
measure	trust	0.516	ölçemek
advent	trust	0.516	gelmegi
management	trust	0.516	dolandyryş
confession	trust	0.516	boýun alma
remedy	trust	0.516	bejeriş serişdesi
sentinel	trust	0.516	garawul
pray	trust	0.516	doga et
perpetuity	trust	0.516	bakylyk
tribunal	trust	0.516	tribunaly
minded	trust	0.516	pikirli
organization	trust	0.516	gurama
predominant	trust	0.516	agdyklyk edýär
volunteer	trust	0.509	meýletinçi
accolade	trust	0.508	öwgi
courtship	trust	0.508	tanyşmak
patronage	trust	0.508	howandarlyk
philosopher	trust	0.508	filosof
confessional	trust	0.508	boýun alma
diversity	trust	0.508	dürlüligi
virgin	trust	0.508	gyz
venerable	trust	0.508	abraýly
policy	trust	0.508	syýasaty
intact	trust	0.508	bitewi
custodian	trust	0.508	gözegçi
automatic	trust	0.508	awtomatiki
unsurpassed	trust	0.508	deňi-taýy bolmadyk
shepherd	trust	0.508	çopan
reward	trust	0.508	sylag
beautification	trust	0.508	gözellik
medical	trust	0.508	lukmançylyk
constable	trust	0.508	polisiýa işgäri
forgiving	trust	0.508	bagyşlaýjy
tolerance	trust	0.508	çydamlylyk
priest	trust	0.508	ruhany
enable	trust	0.508	işletmek
vouch	trust	0.508	talon
lieutenant	trust	0.508	leýtenant
instruct	trust	0.508	görkezme
housewife	trust	0.508	öý hojalykçy
admissible	trust	0.508	kabul ederliklidir
sovereign	trust	0.508	özygtyýarly
amour	trust	0.508	amour
savor	trust	0.508	hoşboý ys
darling	trust	0.500	ezizim
related	trust	0.500	bilen baglanyşykly
infallibility	trust	0.500	ýalňyşlyk
watchful	trust	0.500	hüşgär
nerds	trust	0.500	parollar
instruction	trust	0.500	görkezme
doctrine	trust	0.500	taglymaty
birth	trust	0.500	dogulmagy
timing	trust	0.500	wagty
infinity	trust	0.500	çäksizlik
religions	trust	0.500	nerwler
warden	trust	0.500	gözegçi
optimist	trust	0.500	optimist
apologetic	trust	0.500	ötünç soraýan
gateway	trust	0.500	derweze
pontiff	trust	0.500	pontiff
alive	trust	0.500	diri
indelible	trust	0.500	öçmejek
personal	trust	0.500	şahsy
pious	trust	0.500	takwa adamlar
majesty	trust	0.500	belentlik
synchronize	trust	0.500	sinhronlamak
guard	trust	0.500	garawul
retain	trust	0.500	saklamak
romantic	trust	0.500	romantik
superman	trust	0.500	supermen
info	trust	0.500	maglumat
backer	trust	0.500	goldawçy
undying	trust	0.500	öçürilmeýär
vindication	trust	0.500	aklamak
badge	trust	0.500	nyşan
treasure	trust	0.500	hazyna
guru	trust	0.500	guru
church	trust	0.492	buthana
formality	trust	0.492	resmi
contributor	trust	0.492	goşant goşýan
radiance	trust	0.492	şöhle
psalm	trust	0.492	Zebur
laudatory	trust	0.492	öwgi
grandchildren	trust	0.492	agtyklary
popularity	trust	0.492	meşhurlygy
salute	trust	0.492	salam
hosannah	trust	0.492	hosannah
attraction	trust	0.492	özüne çekiji
efforts	trust	0.492	höküm
privy	trust	0.492	hususy
improve	trust	0.492	gowulaşdyrmak
sheriff	trust	0.492	şerif
chairman	trust	0.492	başlygy
judgement	trust	0.492	nakyllar
harbor	trust	0.492	duralga
elegance	trust	0.492	nepislik
hardy	trust	0.492	Çydamly
umpire	trust	0.492	emin
constitute	trust	0.492	emele getirýär
proverbs	trust	0.492	dinler
jubilant	trust	0.492	şatlyk
aspire	trust	0.492	ymtyl
synonymous	trust	0.492	manydaş
inevitable	trust	0.492	gutulgysyz
musical	trust	0.492	sazly
spokesman	trust	0.492	metbugat sekretary
endow	trust	0.492	endow
fellow	trust	0.492	ýoldaş
grow	trust	0.492	ösmek
moderator	trust	0.492	moderator
enjoy	trust	0.484	lezzet al
found	trust	0.484	tapyldy
armor	trust	0.484	sowut
colonel	trust	0.484	polkownik
referee	trust	0.484	emin
favorite	trust	0.484	halaýan
assembly	trust	0.484	gurnama
romance	trust	0.484	romantika
confess	trust	0.484	boýun al
sweet	trust	0.484	süýji
crowning	trust	0.484	täç
forecast	trust	0.484	çaklamasy
affection	trust	0.484	mähir
approbate	trust	0.484	tassyklamak
path	trust	0.484	ýol
concord	trust	0.484	ylalaşyk
police	trust	0.484	polisiýa
countryman	trust	0.484	watandaş
income	trust	0.484	girdeji
ranger	trust	0.484	ranger
depth	trust	0.484	çuňlugy
like	trust	0.484	ýaly
voucher	trust	0.484	talon
diagnosis	trust	0.484	diagnoz
hire	trust	0.484	hakyna tutmak
clean	trust	0.484	arassa
laudation	trust	0.484	öwmek
arbiter	trust	0.484	emin
purely	trust	0.477	Diňe
votive	trust	0.477	ses beriji
expect	trust	0.477	garaşyň
glory	trust	0.477	şöhrat
counted	trust	0.477	tagallalary
apologize	trust	0.477	ötünç sora
sterling	trust	0.477	sterling
word	trust	0.477	söz
follow	trust	0.477	yzarla
sermon	trust	0.477	wagyz
consul	trust	0.477	konsul
calculator	trust	0.477	kalkulýator
lamb	trust	0.477	guzy
veracity	trust	0.477	dogrulyk
matter	trust	0.477	mesele
parliament	trust	0.477	mejlis
lover	trust	0.477	söýgüli
sacrifice	trust	0.477	gurban bermek
putative	trust	0.477	putative
preponderance	trust	0.477	artykmaçlyk
landmark	trust	0.477	bellik
nursery	trust	0.477	çagalar bagy
mathematical	trust	0.477	matematiki
frank	trust	0.477	dogrymy aýtsam
signature	trust	0.477	gol
policeman	trust	0.477	polisiýa işgäri
episcopal	trust	0.477	ýepiskop
pastor	trust	0.477	pastor
eagerness	trust	0.469	höwes
mighty	trust	0.469	güýçli
recruits	trust	0.469	işe alýar
tribune	trust	0.469	tribunasy
author	trust	0.469	Awtory
effective	trust	0.469	täsirli
intended	trust	0.469	niýetlenen
passion	trust	0.469	hyjuw
religion	trust	0.469	din
flagship	trust	0.469	flagman
immerse	trust	0.469	çümdürmek
capacity	trust	0.469	kuwwaty
associate	trust	0.469	birleşmek
cashier	trust	0.469	kassir
regal	trust	0.469	regal
dove	trust	0.469	kepderi
tutelage	trust	0.469	terbiýeçi
underwrite	trust	0.469	ýazyň
uncritical	trust	0.469	tankyt däl
prefer	trust	0.469	ileri tutuň
instructor	trust	0.469	mugallym
gain	trust	0.469	gazanmak
marshal	trust	0.469	marşal
judgment	trust	0.469	höküm
judicious	trust	0.469	paýhasly
top	trust	0.469	ýokarky
title	trust	0.469	ady
vicar	trust	0.469	Wikar
bridesmaid	trust	0.469	gelin
commission	trust	0.469	komissiýasy
lifestyle	trust	0.461	ýaşaýyş durmuşy
aunt	trust	0.461	daýza
attendant	trust	0.461	hyzmatkäri
enroll	trust	0.461	bellige al
priesthood	trust	0.461	ruhanylyk
trade	trust	0.461	söwda
crucial	trust	0.461	örän möhümdir
moorings	trust	0.461	gämi duralgalary
kitten	trust	0.461	pişik
medal	trust	0.461	medal
oblige	trust	0.461	borçly
manage	trust	0.461	dolandyrmak
magnetic	trust	0.461	magnit
custody	trust	0.461	saklamak
necessarily	trust	0.461	hökmany suratda
partake	trust	0.461	iýmek
cautious	trust	0.461	seresap
consecration	trust	0.461	mukaddes etmek
courier	trust	0.461	kurýer
bank	trust	0.461	bank
lesson	trust	0.461	sapak
patriarchal	trust	0.461	patriarhal
eventually	trust	0.461	sanady
commerce	trust	0.461	söwda
contains	trust	0.461	ahyrynda
theological	trust	0.461	ylahyýet
socially	trust	0.461	öz içine alýar
admitted	trust	0.461	kabul etdi
fortress	trust	0.461	gala
cathedral	trust	0.455	sobor
deputy	trust	0.453	orunbasary
commonplace	trust	0.453	adaty zat
puppy	trust	0.453	güjük
president	trust	0.453	prezidenti
finally	trust	0.453	ahyrynda
governor	trust	0.453	häkim
synergistic	trust	0.453	sinergistik
excited	trust	0.453	tolgunýar
encomium	trust	0.453	encomium
chart	trust	0.453	diagramma
perceive	trust	0.453	duýmak
insulation	trust	0.453	izolýasiýa
present	trust	0.453	häzirki wagtda
oasis	trust	0.453	oazis
eagle	trust	0.453	bürgüt
exchange	trust	0.453	alyş-çalyş
foresee	trust	0.453	öňünden görmek
strategist	trust	0.453	strateg
journeyman	trust	0.453	syýahatçy
dawn	trust	0.453	daň atmak
laud	trust	0.453	öwmek
level	trust	0.453	derejesi
chairwoman	trust	0.453	Başlyk
tradesmen	trust	0.445	sosial taýdan
asserting	trust	0.445	tassyklamak
negotiate	trust	0.445	gepleşik geçirmek
sensual	trust	0.445	duýgur
chocolate	trust	0.445	şokolad
crew	trust	0.445	ekipa .y
remains	trust	0.445	galýar
dictum	trust	0.445	dikt
theorem	trust	0.445	teoremasy
sir	trust	0.445	jenap
employ	trust	0.445	işe al
usual	trust	0.445	adaty
operation	trust	0.445	operasiýa
magnify	trust	0.445	ulaltmak
director	trust	0.445	direktory
formula	trust	0.445	formula
chemist	trust	0.445	himik
enliven	trust	0.445	janlandyrmak
chancellor	trust	0.445	kansler
orthodoxy	trust	0.445	ortodoksi
lodging	trust	0.445	ýatmak
exaltation	trust	0.445	beýgeltmek
lord	trust	0.445	lord
handbook	trust	0.445	gollanma
bridegroom	trust	0.445	ýigid
matters	trust	0.445	söwdagärler
orchestra	trust	0.445	orkestr
impart	trust	0.445	bermek
statistical	trust	0.445	statistika
indemnity	trust	0.445	öwezini dolmak
governess	trust	0.438	häkim
imagination	trust	0.438	hyýal
butler	trust	0.438	butler
conformity	trust	0.438	laýyklyk
digit	trust	0.438	san
comptroller	trust	0.438	kontroller
economy	trust	0.438	ykdysadyýet
conveyancing	trust	0.438	daşamak
arbitrator	trust	0.438	araçy
emphasize	trust	0.438	nygtamak
exhaustive	trust	0.438	tükeniksiz
abbot	trust	0.438	abbot
atone	trust	0.438	ýuwuldy
cabinet	trust	0.438	kabinet
merci	trust	0.438	meseleler
tandem	trust	0.438	tandem
elite	trust	0.438	elita
inauguration	trust	0.438	açylyş dabarasy
elect	trust	0.438	saýlaň
encore	trust	0.438	encore
villager	trust	0.438	obanyň ýaşaýjysy
oracle	trust	0.438	oracle
fate	trust	0.438	ykbal
sun	trust	0.438	gün
pay	trust	0.430	tölemek
base	trust	0.430	esas
bridal	trust	0.430	gelin
persuade	trust	0.430	yrmak
lender	trust	0.430	karz berýän
playful	trust	0.430	oýnawaç
occupant	trust	0.430	basyp alyjy
impressionable	trust	0.430	täsirli
resources	trust	0.430	çeşmeleri
repay	trust	0.430	tölemek
toughness	trust	0.430	berklik
rule	trust	0.430	düzgün
elucidate	trust	0.430	düşündirmek
utopian	trust	0.430	utopian
wealth	trust	0.430	baýlyk
compact	trust	0.430	ykjam
errand	trust	0.430	errand
simplify	trust	0.430	ýönekeýleşdirmek
neutrality	trust	0.430	bitaraplyk
count	trust	0.430	hasapla
grit	trust	0.430	grit
differential	trust	0.430	diferensial
blanket	trust	0.430	ýorgan
hail	trust	0.430	salam
deacon	trust	0.430	dekon
sentry	trust	0.430	garawul
bequest	trust	0.430	wesýet etmek
disclosed	trust	0.430	aýan edildi
cop	trust	0.430	göçürme
circle	trust	0.430	tegelek
grammar	trust	0.430	grammatika
invite	trust	0.430	çakylyk
estimable	trust	0.430	bahalandyrylýar
maintenance	trust	0.422	hyzmat etmek
supplication	trust	0.422	ýalbarmak
fixed	trust	0.422	kesgitlenen
accountant	trust	0.422	buhgalter
sing	trust	0.422	aýdym aýdyň
eulogize	trust	0.422	eulogize
easiest	trust	0.422	merci
dealings	trust	0.422	geleşikler
axiom	trust	0.422	aksiom
enablement	trust	0.422	mümkinçilik
diary	trust	0.422	gündelik
trading	trust	0.422	söwda
perennial	trust	0.422	köpýyllyk
primer	trust	0.422	primer
truss	trust	0.422	truss
travel	trust	0.422	syýahat
apprentice	trust	0.422	okuwçy
hymn	trust	0.422	gimn
theocratic	trust	0.422	teokratik
forum	trust	0.422	forum
continue	trust	0.422	dowam et
supremacy	trust	0.422	ýokarylyk
wonderstruck	trust	0.422	mlk
probity	trust	0.422	ähtimallyk
parish	trust	0.422	parish
treat	trust	0.422	bejermek
respite	trust	0.422	dynç al
dominion	trust	0.422	agalyk etmek
antiseptic	trust	0.422	antiseptik
assignee	trust	0.422	bellän
reconsideration	trust	0.422	täzeden garamak
intend	trust	0.422	niýet etmek
shopkeeper	trust	0.422	dükançy
commodore	trust	0.414	haryt
fellas	trust	0.414	lezbiýanlar
routine	trust	0.414	adaty
cash	trust	0.414	nagt
labor	trust	0.414	zähmet
offering	trust	0.414	hödürlemek
specialize	trust	0.414	ýöriteleşdiriň
gazette	trust	0.414	gazet
choir	trust	0.414	hor
cogent	trust	0.414	cogent
deference	trust	0.414	hormat
serve	trust	0.414	hyzmat et
leap	trust	0.414	bökmek
preservative	trust	0.414	konserwatiw
akin	trust	0.414	akin
amortization	trust	0.414	amortizasiýa
consort	trust	0.414	konsort
salary	trust	0.414	aýlyk
incline	trust	0.414	meýilli
synod	trust	0.414	sinod
gate	trust	0.414	derwezesi
conglomerate	trust	0.414	konglomerat
kudos	trust	0.414	kudos
reporter	trust	0.414	habarçy
trainer	trust	0.414	tälimçi
athlete	trust	0.414	türgen
privilege	trust	0.414	artykmaçlyk
rapt	trust	0.414	rapt
transaction	trust	0.414	geleşik
radar	trust	0.406	radar
judged	trust	0.406	höküm edildi
legislator	trust	0.406	kanun çykaryjy
dermatologist	trust	0.406	dermatolog
executor	trust	0.406	ýerine ýetiriji
system	trust	0.406	ulgamy
budget	trust	0.406	býudjet
trophy	trust	0.406	kubok
tree	trust	0.406	agaç
leisure	trust	0.406	dynç alyş
fitting	trust	0.406	laýyk
glorify	trust	0.406	şöhratlandyr
sanction	trust	0.406	sanksiýalary
reimbursement	trust	0.406	öwezini dolmak
extol	trust	0.406	öwgi
patrol	trust	0.406	patrul
nation	trust	0.406	millet
linguist	trust	0.406	dilçi
luxury	trust	0.406	kaşaň
abacus	trust	0.406	abakus
gentry	trust	0.398	jenap
intense	trust	0.398	güýçli
neutral	trust	0.398	bitarap
clearance	trust	0.398	arassalamak
paths	trust	0.398	Jeremiýa
iron	trust	0.398	demir
ground	trust	0.398	ýer
deluxe	trust	0.398	deluxe
clan	trust	0.398	urug
climax	trust	0.398	iň ýokary derejesi
electorate	trust	0.398	saýlawçylar
merchandise	trust	0.398	harytlar
favs	trust	0.398	iň aňsat
eulogy	trust	0.398	eulogiýa
yearning	trust	0.398	höwes
explain	trust	0.398	düşündir
journalism	trust	0.398	ismurnalistika
nest	trust	0.398	höwürtge
parietal	trust	0.398	parietal
fain	trust	0.398	ýalňyşlyk
pursue	trust	0.398	yzarla
popular	trust	0.398	meşhur
barter	trust	0.398	barter
glow	trust	0.398	ýalpyldawuk
depository	trust	0.398	goýum
quaint	trust	0.398	düşnüksiz
follower	trust	0.391	yzarlaýjy
surrogate	trust	0.391	surogate
grin	trust	0.391	ýylgyr
accounts	trust	0.391	hasaplary
chandler	trust	0.391	çilim
star	trust	0.391	ýyldyz
regardless	trust	0.391	haýran galmak
deal	trust	0.391	şertnama
armory	trust	0.391	ýaraglar
messenger	trust	0.391	messenger
recline	trust	0.391	otur
escort	trust	0.391	esger
stages	trust	0.391	fellas
translation	trust	0.391	terjime
eulogistic	trust	0.391	eulogistik
intercession	trust	0.391	şepagat
usher	trust	0.391	usher
downright	trust	0.391	göni
horse	trust	0.391	at
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	goşlar
cube	trust	0.391	kub
label	trust	0.383	belligi
plaudit	trust	0.383	alkyş
lean	trust	0.383	arkaýyn
culinary	trust	0.383	aşpez
larger	trust	0.383	has uly
bartender	trust	0.383	barmen
crisp	trust	0.383	gysga
faculty	trust	0.383	fakulteti
gage	trust	0.383	geý
curfew	trust	0.383	komendant sagady
fortune	trust	0.383	bagt
bounty	trust	0.383	bereket
leaning	trust	0.383	egildi
reparation	trust	0.383	öwezini dolmak
encomiastic	trust	0.383	encomiastic
series	trust	0.383	seriýasy
edited	trust	0.383	ýollar
