English Word	Emotion	Emotion-Intensity-Score	Tamil Word
hail	trust	0.430	ஆலங்கட்டி மழை
deacon	trust	0.430	டீக்கன்
sentry	trust	0.430	காவலாளி
bequest	trust	0.430	உயில்
disclosed	trust	0.430	வெளிப்படுத்தப்பட்டது
cop	trust	0.430	போலீஸ்காரர்
circle	trust	0.430	வட்டம்
grammar	trust	0.430	இலக்கணம்
invite	trust	0.430	அழைக்கவும்
estimable	trust	0.430	மதிப்பிடத்தக்கது
maintenance	trust	0.422	பராமரிப்பு
supplication	trust	0.422	வேண்டுதல்
fixed	trust	0.422	சரி செய்யப்பட்டது
accountant	trust	0.422	கணக்காளர்
sing	trust	0.422	பாட
eulogize	trust	0.422	புகழஞ்சலி
easiest	trust	0.422	கருணை
dealings	trust	0.422	பரிவர்த்தனைகள்
axiom	trust	0.422	கோட்பாடு
enablement	trust	0.422	செயல்படுத்தல்
diary	trust	0.422	நாட்குறிப்பு
trading	trust	0.422	வர்த்தக
perennial	trust	0.422	வற்றாத
primer	trust	0.422	ப்ரைமர்
truss	trust	0.422	டிரஸ்
travel	trust	0.422	பயணம்
apprentice	trust	0.422	பயில்வான்
hymn	trust	0.422	சங்கீதம்
theocratic	trust	0.422	இறையச்சம் சார்ந்த
forum	trust	0.422	மன்றம்
continue	trust	0.422	தொடரவும்
supremacy	trust	0.422	மேலாதிக்கம்
wonderstruck	trust	0.422	mlk
probity	trust	0.422	நன்னடத்தை
parish	trust	0.422	திருச்சபை
treat	trust	0.422	சிகிச்சை
respite	trust	0.422	ஓய்வு
dominion	trust	0.422	ஆதிக்கம்
antiseptic	trust	0.422	கிருமி நாசினி
assignee	trust	0.422	ஒதுக்கப்பட்டவர்
reconsideration	trust	0.422	மறுபரிசீலனை
intend	trust	0.422	உத்தேசம்
shopkeeper	trust	0.422	கடைக்காரர்
commodore	trust	0.414	கொமடோர்
fellas	trust	0.414	லெஸ்பியன்கள்
routine	trust	0.414	வழக்கமான
cash	trust	0.414	பணம்
labor	trust	0.414	தொழிலாளர்
offering	trust	0.414	பிரசாதம்
specialize	trust	0.414	சிறப்பு
gazette	trust	0.414	அரசிதழ்
choir	trust	0.414	பாடகர் குழு
cogent	trust	0.414	புத்திசாலித்தனமான
deference	trust	0.414	மரியாதை
serve	trust	0.414	சேவை
leap	trust	0.414	பாய்ச்சல்
preservative	trust	0.414	பாதுகாக்கும்
akin	trust	0.414	ஒத்த
amortization	trust	0.414	பணமதிப்பு நீக்கம்
consort	trust	0.414	துணைவி
salary	trust	0.414	சம்பளம்
incline	trust	0.414	சாய்வு
synod	trust	0.414	ஆயர் மன்றம்
gate	trust	0.414	வாயில்
conglomerate	trust	0.414	கூட்டு
kudos	trust	0.414	பாராட்டுக்கள்
reporter	trust	0.414	நிருபர்
trainer	trust	0.414	பயிற்சியாளர்
athlete	trust	0.414	தடகள
privilege	trust	0.414	சலுகை
rapt	trust	0.414	பேரானந்தம்
transaction	trust	0.414	பரிவர்த்தனை
radar	trust	0.406	ரேடார்
judged	trust	0.406	தீர்ப்பளிக்கப்பட்டது
legislator	trust	0.406	சட்டமன்ற உறுப்பினர்
dermatologist	trust	0.406	தோல் மருத்துவர்
executor	trust	0.406	நிறைவேற்றுபவர்
system	trust	0.406	அமைப்பு
budget	trust	0.406	பட்ஜெட்
trophy	trust	0.406	கோப்பை
tree	trust	0.406	மரம்
leisure	trust	0.406	ஓய்வு
fitting	trust	0.406	பொருத்தி
glorify	trust	0.406	மகிமைப்படுத்து
sanction	trust	0.406	அனுமதி
reimbursement	trust	0.406	கொடுக்கப்படுவதுடன்
extol	trust	0.406	போற்றுதல்
patrol	trust	0.406	ரோந்து
nation	trust	0.406	நாடு
linguist	trust	0.406	மொழியியலாளர்
luxury	trust	0.406	ஆடம்பர
abacus	trust	0.406	அபாகஸ்
gentry	trust	0.398	உயர்குடியினர்
intense	trust	0.398	தீவிரமான
neutral	trust	0.398	நடுநிலை
clearance	trust	0.398	அனுமதி
paths	trust	0.398	ஜெரேமியா
iron	trust	0.398	இரும்பு
ground	trust	0.398	தரையில்
deluxe	trust	0.398	டீலக்ஸ்
clan	trust	0.398	குலம்
climax	trust	0.398	க்ளைமாக்ஸ்
electorate	trust	0.398	வாக்காளர்
merchandise	trust	0.398	வணிகப் பொருட்கள்
favs	trust	0.398	எளிதான
eulogy	trust	0.398	புகழஞ்சலி
yearning	trust	0.398	ஏங்குகிறது
explain	trust	0.398	விளக்க
journalism	trust	0.398	பத்திரிகை
nest	trust	0.398	கூடு
parietal	trust	0.398	parietal
fain	trust	0.398	மயக்கம்
pursue	trust	0.398	தொடர
popular	trust	0.398	பிரபலமான
barter	trust	0.398	பண்டமாற்று
glow	trust	0.398	ஒளிரும்
depository	trust	0.398	வைப்புத்தொகை
quaint	trust	0.398	விசித்திரமான
follower	trust	0.391	பின்பற்றுபவர்
surrogate	trust	0.391	வாடகைத்தாய்
grin	trust	0.391	சிரிப்பு
accounts	trust	0.391	கணக்குகள்
chandler	trust	0.391	சாண்ட்லர்
star	trust	0.391	நட்சத்திரம்
regardless	trust	0.391	அதிசயிக்கப்பட்டது
deal	trust	0.391	ஒப்பந்தம்
armory	trust	0.391	ஆயுதக் கிடங்கு
messenger	trust	0.391	தூதுவர்
recline	trust	0.391	சாய்ந்துகொள்
escort	trust	0.391	துணை
stages	trust	0.391	தோழர்கள்
translation	trust	0.391	மொழிபெயர்ப்பு
eulogistic	trust	0.391	புகழஞ்சலி
intercession	trust	0.391	பரிந்துரை
usher	trust	0.391	உஷார்
downright	trust	0.391	நேரடியான
horse	trust	0.391	குதிரை
paean	trust	0.391	paean
homie	trust	0.391	ரிலான்சர்
baggage	trust	0.391	சாமான்கள்
cube	trust	0.391	கன
label	trust	0.383	முத்திரை
plaudit	trust	0.383	புகழ்ச்சி
lean	trust	0.383	ஒல்லியான
culinary	trust	0.383	சமையல்
larger	trust	0.383	பெரியது
bartender	trust	0.383	மதுக்கடைக்காரர்
crisp	trust	0.383	மிருதுவான
faculty	trust	0.383	ஆசிரியர்
gage	trust	0.383	வாயில்
curfew	trust	0.383	ஊரடங்கு உத்தரவு
fortune	trust	0.383	அதிர்ஷ்டம்
bounty	trust	0.383	வரம்
leaning	trust	0.383	சாய்ந்து
reparation	trust	0.383	பரிகாரம்
encomiastic	trust	0.383	சூழ்ச்சியான
series	trust	0.383	தொடர்
edited	trust	0.383	பாதைகள்
possess	trust	0.383	உடையவை
someday	trust	0.383	விருப்பங்கள்
clapping	trust	0.375	கைதட்டல்
cover	trust	0.375	கவர்
sex	trust	0.375	செக்ஸ்
adjust	trust	0.375	சரிசெய்ய
bouquet	trust	0.375	மலர்கொத்து
picnic	trust	0.375	சுற்றுலா
personalities	trust	0.375	நிலைகள்
assessor	trust	0.375	மதிப்பீட்டாளர்
differences	trust	0.375	வேறுபாடுகள்
general	trust	0.375	பொது
confederate	trust	0.375	கூட்டமைப்பு
desires	trust	0.375	பொருட்படுத்தாமல்
cosmopolitan	trust	0.367	காஸ்மோபாலிட்டன்
manual	trust	0.367	கையேடு
dogma	trust	0.367	கோட்பாடு
marine	trust	0.367	கடல் சார்ந்த
pretty	trust	0.367	அழகான
nestle	trust	0.367	கூடு
garrison	trust	0.367	பாதுகாப்பு அரண்
throne	trust	0.367	சிம்மாசனம்
superstar	trust	0.367	சூப்பர் ஸ்டார்
senate	trust	0.367	செனட்
dolphin	trust	0.367	டால்பின்
bursary	trust	0.367	உதவித்தொகை
disclaim	trust	0.367	மறுப்பு
knickers	trust	0.367	நிக்கர்ஸ்
collateral	trust	0.367	இணை
marrow	trust	0.367	மஜ்ஜை
bargain	trust	0.367	பேரம்
magnet	trust	0.367	காந்தம்
swell	trust	0.367	வீங்கும்
bailiff	trust	0.367	ஜாமீன்
periodicity	trust	0.367	கால இடைவெளி
microscope	trust	0.367	நுண்ணோக்கி
money	trust	0.359	பணம்
green	trust	0.359	பச்சை
lettered	trust	0.359	கடிதம்
fender	trust	0.359	தடுப்பான்
promo	trust	0.359	விளம்பரம்
dance	trust	0.359	நடனம்
phalanx	trust	0.359	ஃபாலன்க்ஸ்
privileged	trust	0.359	சலுகை பெற்ற
mortgagee	trust	0.359	அடமானம் வைத்தவர்
boomerang	trust	0.359	எறிவளைதடு
eulogium	trust	0.359	புகழஞ்சலி
roadster	trust	0.359	ரோட்ஸ்டர்
calls	trust	0.359	அழைக்கிறது
circumstances	trust	0.359	சூழ்நிலைகள்
footing	trust	0.359	காலடி
stark	trust	0.359	அப்பட்டமான
vulnerable	trust	0.359	பாதிக்கப்படக்கூடிய
fade	trust	0.359	மங்கிவிடும்
aga	trust	0.359	ஆகா
maxim	trust	0.359	அதிகபட்சம்
suggest	trust	0.352	பரிந்துரை
banker	trust	0.352	வங்கியாளர்
crescendo	trust	0.352	பிறை
administrative	trust	0.352	நிர்வாக
laser	trust	0.352	லேசர்
show	trust	0.352	நிகழ்ச்சி
rave	trust	0.352	வெறித்தனமாக
fuse	trust	0.352	உருகி
poll	trust	0.352	கருத்து கணிப்பு
tactics	trust	0.352	தந்திரங்கள்
seals	trust	0.352	முத்திரைகள்
font	trust	0.352	எழுத்துரு
attorney	trust	0.352	வழக்கறிஞர்
axiomatic	trust	0.352	அச்சு
holder	trust	0.344	வைத்திருப்பவர்
purr	trust	0.344	purr
proviso	trust	0.344	நிபந்தனை
playground	trust	0.344	விளையாட்டு மைதானம்
servant	trust	0.344	வேலைக்காரன்
dame	trust	0.344	டேம்
lace	trust	0.344	சரிகை
weigh	trust	0.344	எடை
dealt	trust	0.344	காலின்ஸ்
petit	trust	0.344	வீட்டுக்காரர்
entertainment	trust	0.344	பொழுதுபோக்கு
bounce	trust	0.344	துள்ளல்
shoutout	trust	0.344	திருத்தப்பட்டது
clap	trust	0.344	கைதட்டல்
endless	trust	0.344	முடிவில்லாத
