English Word	Emotion	Emotion-Intensity-Score	Mongolian Word
proficiency	surprise	0.344	ур чадвар
start	surprise	0.344	эхлэх
wonderfully	surprise	0.344	гайхалтай
celebrity	surprise	0.344	алдарт
rekindle	surprise	0.336	дахин асаах
optimism	surprise	0.336	өөдрөг үзэл
sanctify	surprise	0.336	ариусгах
unbeaten	surprise	0.336	хожигдоогүй
prodigious	surprise	0.336	гайхалтай
grin	surprise	0.336	инээх
memorable	surprise	0.336	Дурсамжтай
warned	surprise	0.336	анхааруулсан
dissolution	surprise	0.336	татан буулгах
hypertrophy	surprise	0.328	гипертрофи
admiration	surprise	0.328	гайхал
examination	surprise	0.320	шалгалт
angel	surprise	0.320	сахиусан тэнгэр
present	surprise	0.320	одоо байгаа
catch	surprise	0.320	барих
hap	surprise	0.320	хап
saint	surprise	0.312	гэгээнтэн
embrace	surprise	0.312	тэврэх
flirt	surprise	0.312	сээтэгнэх
puma	surprise	0.312	пума
kiss	surprise	0.312	үнсэлт
liberty	surprise	0.312	эрх чөлөө
scrimmage	surprise	0.312	дайралт
treat	surprise	0.312	эмчлэх
inaffable	surprise	0.312	хэлэхийн аргагүй
occasional	surprise	0.312	хааяа
dismissal	surprise	0.312	ажлаас халах
perfection	surprise	0.305	төгс байдал
saintly	surprise	0.305	гэгээнтэн
gratify	surprise	0.305	баярлуулах
generosity	surprise	0.305	өгөөмөр сэтгэл
sally	surprise	0.305	Салли
palpable	surprise	0.297	мэдрэгдэхүйц
finally	surprise	0.297	эцэст нь
differently	surprise	0.297	өөрөөр
polarity	surprise	0.297	туйлшрал
ceremony	surprise	0.297	ёслол
favorable	surprise	0.297	таатай
larger	surprise	0.297	илүү том
warn	surprise	0.297	анхааруулах
medal	surprise	0.289	медаль
romance	surprise	0.289	романтик
inviting	surprise	0.289	урьж байна
greeting	surprise	0.289	мэндчилгээ
resignation	surprise	0.281	огцрох
accolade	surprise	0.281	магтаал
labor	surprise	0.281	хөдөлмөр
candid	surprise	0.281	илэн далангүй
trip	surprise	0.281	аялал
stare	surprise	0.273	ширтэх
admire	surprise	0.266	биширдэг
glimmer	surprise	0.266	гялбаа
playful	surprise	0.266	хөгжилтэй
somatic	surprise	0.266	соматик
festival	surprise	0.266	наадам
mimicry	surprise	0.266	дуураймал
insolvency	surprise	0.266	төлбөрийн чадваргүй байдал
immerse	surprise	0.266	дүрэх
invite	surprise	0.266	урьж байна
compensate	surprise	0.266	нөхөн төлөх
receiving	surprise	0.258	хүлээн авч байна
complement	surprise	0.258	нэмэлт
chuckle	surprise	0.258	инээх
laugh	surprise	0.258	инээх
hypothesis	surprise	0.258	таамаглал
honeymoon	surprise	0.250	бал сар
opera	surprise	0.242	дуурь
pleasant	surprise	0.242	тааламжтай
marry	surprise	0.242	гэрлэх
independence	surprise	0.242	тусгаар тогтнол
chant	surprise	0.234	дуулах
holiness	surprise	0.234	ариун байдал
assessment	surprise	0.234	үнэлгээ
rhythmical	surprise	0.234	хэмнэлтэй
hopeful	surprise	0.234	найдаж байна
leave	surprise	0.234	орхих
trophy	surprise	0.234	цом
deal	surprise	0.227	гэрээ
procession	surprise	0.227	жагсаал
placard	surprise	0.227	плакат
shopping	surprise	0.219	дэлгүүр хэсэх
musical	surprise	0.219	мюзикл
cherish	surprise	0.219	эрхэмлэх
good	surprise	0.219	сайн
dawn	surprise	0.211	үүр цайх
simplify	surprise	0.211	хялбарчлах
shell	surprise	0.211	бүрхүүл
morals	surprise	0.203	ёс суртахуун
money	surprise	0.203	мөнгө
nullify	surprise	0.203	хүчингүй болгох
purity	surprise	0.203	цэвэр ариун байдал
sweet	surprise	0.203	чихэрлэг
synchronize	surprise	0.195	синхрончлох
precious	surprise	0.195	үнэт
humanitarian	surprise	0.195	хүмүүнлэгийн
preservative	surprise	0.195	хадгалах бодис
unfulfilled	surprise	0.195	биелэгдээгүй
obliging	surprise	0.188	үүрэг хариуцлага
singularly	surprise	0.188	дангаараа
graduation	surprise	0.180	төгсөлт
foresee	surprise	0.180	урьдчилан харах
pray	surprise	0.180	залбир
lovely	surprise	0.180	хөөрхөн
thirst	surprise	0.172	цангах
mouth	surprise	0.172	ам
youth	surprise	0.172	залуучууд
sun	surprise	0.172	нар
art	surprise	0.172	урлаг
goodness	surprise	0.164	сайн сайхан
latent	surprise	0.156	далд
visor	surprise	0.156	халхавч
overdue	surprise	0.156	хугацаа хэтэрсэн
practiced	surprise	0.156	дадлага хийсэн
loyal	surprise	0.148	үнэнч
expect	surprise	0.148	хүлээж байна
wireless	surprise	0.148	утасгүй
destination	surprise	0.148	очих газар
infant	surprise	0.141	нялх хүүхэд
cream	surprise	0.141	цөцгий
slush	surprise	0.141	лаг
quote	surprise	0.141	иш татах
playground	surprise	0.133	тоглоомын талбай
vote	surprise	0.125	санал өгөх
teach	surprise	0.125	заах
organization	surprise	0.125	байгууллага
dolphin	surprise	0.117	далайн гахай
weight	surprise	0.117	жин
smile	surprise	0.117	инээмсэглэ
sisterhood	surprise	0.109	эгч дүүс
cable	surprise	0.109	кабель
sunny	surprise	0.102	нартай
steady	surprise	0.094	тогтвортой
peaceful	surprise	0.086	тайван
spa	surprise	0.086	рашаан сувилал
leisure	surprise	0.086	чөлөөт цаг
picnic	surprise	0.078	пикник
tree	surprise	0.078	мод
worm	surprise	0.055	өт
truthfulness	trust	0.906	үнэн зөв байдал
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	найдвартай
honor	trust	0.844	хүндэтгэл
honesty	trust	0.844	үнэнч шударга байдал
honest	trust	0.844	шударга
truth	trust	0.844	үнэн
truthful	trust	0.836	үнэнч
trusting	trust	0.836	итгэж байна
brotherhood	trust	0.820	ахан дүүс
entrust	trust	0.812	даатгах
committed	trust	0.805	үйлдсэн
loyalty	trust	0.805	үнэнч байдал
integrity	trust	0.805	бүрэн бүтэн байдал
honorable	trust	0.805	эрхэмсэг
trust	trust	0.805	итгэл
credibility	trust	0.805	найдвартай байдал
faithful	trust	0.797	үнэнч
sincere	trust	0.797	чин сэтгэлээсээ
partnership	trust	0.789	түншлэл
responsible	trust	0.789	хариуцлагатай
true	trust	0.789	үнэн
wisdom	trust	0.789	мэргэн ухаан
verification	trust	0.781	баталгаажуулалт
cooperative	trust	0.781	хамтын ажиллагаа
vow	trust	0.781	тангараг өргө
oath	trust	0.781	тангараг
respectable	trust	0.773	нэр хүндтэй
sisterhood	trust	0.773	эгч дүүс
hero	trust	0.773	баатар
credible	trust	0.773	найдвартай
promise	trust	0.773	амлалт
verified	trust	0.773	баталгаажуулсан
qualified	trust	0.766	мэргэшсэн
authentication	trust	0.766	баталгаажуулалт
respected	trust	0.766	хүндэтгэсэн
compassion	trust	0.759	өрөвч сэтгэл
approval	trust	0.758	зөвшөөрөл
moral	trust	0.758	ёс суртахуунтай
reliability	trust	0.758	найдвартай байдал
trusts	trust	0.758	итгэсэн
safekeeping	trust	0.758	хадгалалт
reputable	trust	0.758	нэр хүндтэй
love	trust	0.758	хайр
friend	trust	0.750	найз
stable	trust	0.750	тогтвортой
authentic	trust	0.750	жинхэнэ
competence	trust	0.750	ур чадвар
safeguard	trust	0.750	хамгаалалт
companion	trust	0.750	хамтрагч
advised	trust	0.750	зөвлөсөн
respect	trust	0.750	хүндэтгэх
loyal	trust	0.750	үнэнч
genuine	trust	0.750	жинхэнэ
friendships	trust	0.750	итгэлцэл
ally	trust	0.750	холбоотон
proven	trust	0.742	батлагдсан
freedom	trust	0.742	эрх чөлөө
respects	trust	0.742	хүндэлдэг
accepting	trust	0.742	нөхөрлөл
faith	trust	0.742	итгэл
wholesome	trust	0.742	эрүүл
heartfelt	trust	0.734	чин сэтгэлээсээ
unification	trust	0.734	нэгдэл
confirmation	trust	0.734	баталгаажуулалт
protecting	trust	0.734	хамгаалах
reassurance	trust	0.734	баталгаа
trustee	trust	0.734	итгэмжлэгдсэн төлөөлөгч
supporter	trust	0.734	дэмжигч
respectful	trust	0.734	хүндэтгэлтэй
admirable	trust	0.734	биширмээр
fact	trust	0.727	баримт
friendship	trust	0.727	нөхөрлөл
partners	trust	0.727	хүлээн зөвшөөрч байна
confidentially	trust	0.727	нууцаар
confident	trust	0.727	итгэлтэй
equality	trust	0.727	тэгш байдал
alliance	trust	0.727	холбоо
credential	trust	0.727	итгэмжлэл
believing	trust	0.727	итгэх
excellence	trust	0.727	шилдэг
agreement	trust	0.727	тохиролцоо
closeness	trust	0.719	ойр дотно байдал
authenticate	trust	0.719	баталгаажуулах
virtuous	trust	0.719	буянтай
intelligence	trust	0.719	оюун ухаан
kindred	trust	0.719	төрөл төрөгсөд
virtue	trust	0.719	буян
honored	trust	0.719	хүндэтгэсэн
justice	trust	0.711	шударга ёс
charitable	trust	0.711	буяны
determination	trust	0.711	шийдэмгий байдал
creditable	trust	0.711	зээлжих боломжтой
consistency	trust	0.711	тууштай байдал
allegiance	trust	0.711	үнэнч
cooperation	trust	0.711	хамтын ажиллагаа
guarantee	trust	0.711	баталгаа
dedication	trust	0.711	зориулалт
straightforward	trust	0.711	шууд
cooperating	trust	0.711	хамтран ажиллаж байна
reliable	trust	0.703	найдвартай
nurture	trust	0.703	хүмүүжүүлэх
mother	trust	0.703	ээж
fulfilled	trust	0.703	биелсэн
admiration	trust	0.703	гайхал
mentor	trust	0.703	зөвлөгч
guardianship	trust	0.703	асран хамгаалагч
assurance	trust	0.703	баталгаа
morality	trust	0.703	ёс суртахуун
motherhood	trust	0.703	эх хүн
innocent	trust	0.703	гэм зэмгүй
reverence	trust	0.703	хүндэтгэл
sanctuary	trust	0.703	дархан цаазат газар
friendliness	trust	0.703	найрсаг байдал
prepared	trust	0.703	бэлтгэсэн
admire	trust	0.703	биширдэг
protected	trust	0.703	хамгаалагдсан
proof	trust	0.703	нотлох баримт
bodyguard	trust	0.695	бие хамгаалагч
skillful	trust	0.695	чадварлаг
marriage	trust	0.695	гэрлэлт
allied	trust	0.695	холбоотон
morals	trust	0.695	ёс суртахуун
humanitarian	trust	0.695	хүмүүнлэгийн
pact	trust	0.695	гэрээ
courage	trust	0.695	зориг
accountable	trust	0.695	хариуцлагатай
agreeable	trust	0.695	тааламжтай
united	trust	0.695	нэгдсэн
indestructible	trust	0.695	үл эвдэх
approving	trust	0.695	баталж байна
guardian	trust	0.695	асран хамгаалагч
compassionate	trust	0.695	энэрэнгүй
scientist	trust	0.695	эрдэмтэн
certified	trust	0.695	баталгаажуулсан
pledge	trust	0.688	барьцаа
adviser	trust	0.688	зөвлөх
authenticity	trust	0.688	жинхэнэ байдал
understanding	trust	0.688	ойлголт
secure	trust	0.688	аюулгүй
guidance	trust	0.688	удирдамж
monogamy	trust	0.688	моногами
valor	trust	0.688	эр зориг
solidity	trust	0.688	хатуу байдал
perfection	trust	0.688	төгс байдал
believed	trust	0.688	итгэсэн
humanity	trust	0.688	хүн төрөлхтөн
justifiable	trust	0.688	үндэслэлтэй
competent	trust	0.688	чадвартай
esteem	trust	0.688	хүндлэл
protector	trust	0.680	хамгаалагч
inspire	trust	0.680	урам зориг өгөх
hope	trust	0.680	найдвар
strongest	trust	0.680	түншүүд
expertise	trust	0.680	мэргэжил
humble	trust	0.680	даруухан
indivisible	trust	0.680	хуваагдашгүй
official	trust	0.680	албан ёсны
affirm	trust	0.680	батлах
familiarity	trust	0.680	танил тал
confirmed	trust	0.680	батлагдсан
diligence	trust	0.680	хичээл зүтгэл
grandfather	trust	0.680	өвөө
advocacy	trust	0.680	сурталчилгаа
goodness	trust	0.680	сайн сайхан
commendable	trust	0.680	сайшаалтай
acceptance	trust	0.680	хүлээн зөвшөөрөх
diplomatic	trust	0.680	дипломат
leader	trust	0.680	удирдагч
confide	trust	0.680	итгэх
agreeing	trust	0.680	зөвшөөрч байна
approve	trust	0.680	зөвшөөрөх
professional	trust	0.680	мэргэжлийн
elders	trust	0.680	ахмадууд
confidential	trust	0.680	нууц
faultless	trust	0.672	алдаагүй
believes	trust	0.672	хүлээн зөвшөөрсөн
sanctify	trust	0.672	ариусгах
intelligent	trust	0.672	ухаалаг
safe	trust	0.672	аюулгүй
accepted	trust	0.672	хамгийн хүчтэй
dignity	trust	0.672	нэр төр
unwavering	trust	0.672	гуйвшгүй
encyclopedia	trust	0.672	нэвтэрхий толь бичиг
mastery	trust	0.672	эзэмшсэн
cohesive	trust	0.672	эв нэгдэлтэй
harmoniously	trust	0.672	эв найртай
benevolence	trust	0.672	нинжин сэтгэл
healing	trust	0.672	эдгээх
accredited	trust	0.672	итгэмжлэгдсэн
covenant	trust	0.672	гэрээ
accountability	trust	0.664	хариуцлага
team	trust	0.664	баг
authority	trust	0.664	эрх мэдэл
heroic	trust	0.664	баатарлаг
reliance	trust	0.664	найдлага
expert	trust	0.664	мэргэжилтэн
communicate	trust	0.664	харилцах
spiritual	trust	0.664	сүнслэг
impeccable	trust	0.664	өө сэвгүй
specialist	trust	0.664	мэргэжилтэн
affirmatively	trust	0.664	баталж байна
proficient	trust	0.664	чадварлаг
fulfillment	trust	0.664	биелэлт
advocate	trust	0.664	өмгөөлөгч
disciple	trust	0.664	шавь
attestation	trust	0.664	баталгаажуулалт
merit	trust	0.664	гавьяа
supporting	trust	0.664	дэмжиж байна
ambassador	trust	0.664	элчин сайд
guidebook	trust	0.664	гарын авлага
accept	trust	0.664	хүлээн зөвшөөрөх
strengthening	trust	0.661	бэхжүүлэх
holiness	trust	0.656	ариун байдал
facts	trust	0.656	баримтууд
warranty	trust	0.656	баталгаа
strength	trust	0.656	хүч чадал
relationship	trust	0.656	харилцаа
defended	trust	0.656	хамгаалсан
constancy	trust	0.656	тогтвортой байдал
