English Word	Emotion	Emotion-Intensity-Score	Somali Word
memorable	surprise	0.336	xusuus leh
warned	surprise	0.336	ka digay
dissolution	surprise	0.336	kala dirid
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	majeerteen
examination	surprise	0.320	baaritaan
angel	surprise	0.320	malag
present	surprise	0.320	joogo
catch	surprise	0.320	qabsato
hap	surprise	0.320	haab
saint	surprise	0.312	awliyo
embrace	surprise	0.312	isku duubni
flirt	surprise	0.312	haasaawaha
puma	surprise	0.312	puma
kiss	surprise	0.312	dhunkasho
liberty	surprise	0.312	xorriyadda
scrimmage	surprise	0.312	qaylo-dhaan
treat	surprise	0.312	daweyn
inaffable	surprise	0.312	aan la taaban karin
occasional	surprise	0.312	marmar
dismissal	surprise	0.312	cayrin
perfection	surprise	0.305	kaamilnimo
saintly	surprise	0.305	awliyo
gratify	surprise	0.305	ku qanacdo
generosity	surprise	0.305	deeqsinimo
sally	surprise	0.305	sally
palpable	surprise	0.297	la dareemi karo
finally	surprise	0.297	ugu dambeyntii
differently	surprise	0.297	si ka duwan
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	xaflada
favorable	surprise	0.297	wanaagsan
larger	surprise	0.297	ka weyn
warn	surprise	0.297	ka dig
medal	surprise	0.289	bilad
romance	surprise	0.289	jaceylka
inviting	surprise	0.289	martiqaadid
greeting	surprise	0.289	salaan
resignation	surprise	0.281	iscasilaad
accolade	surprise	0.281	bogaadin
labor	surprise	0.281	foosha
candid	surprise	0.281	daacad ah
trip	surprise	0.281	safar
stare	surprise	0.273	dhaygag
admire	surprise	0.266	u bogo
glimmer	surprise	0.266	dhalaalid
playful	surprise	0.266	cayaareed
somatic	surprise	0.266	somatic
festival	surprise	0.266	Dabaaldag
mimicry	surprise	0.266	shaydaan
insolvency	surprise	0.266	khasaare
immerse	surprise	0.266	quusin
invite	surprise	0.266	martiqaad
compensate	surprise	0.266	magdhow
receiving	surprise	0.258	helid
complement	surprise	0.258	dhamaystirid
chuckle	surprise	0.258	qosol
laugh	surprise	0.258	qosol
hypothesis	surprise	0.258	mala awaal
honeymoon	surprise	0.250	bisha malabka
opera	surprise	0.242	opera
pleasant	surprise	0.242	wacan
marry	surprise	0.242	guurso
independence	surprise	0.242	madaxbannaanida
chant	surprise	0.234	ku heeso
holiness	surprise	0.234	quduusnimada
assessment	surprise	0.234	qiimaynta
rhythmical	surprise	0.234	qaafiyad leh
hopeful	surprise	0.234	rajo leh
leave	surprise	0.234	ka tag
trophy	surprise	0.234	koob
deal	surprise	0.227	heshiis
procession	surprise	0.227	socod
placard	surprise	0.227	calaamad
shopping	surprise	0.219	wax iibsiga
musical	surprise	0.219	muusik
cherish	surprise	0.219	qadarin
good	surprise	0.219	wanaagsan
dawn	surprise	0.211	waaberiga
simplify	surprise	0.211	fududeeyo
shell	surprise	0.211	qolof
morals	surprise	0.203	anshaxa
money	surprise	0.203	lacag
nullify	surprise	0.203	burin
purity	surprise	0.203	daahirnimo
sweet	surprise	0.203	macaan
synchronize	surprise	0.195	isku xidhid
precious	surprise	0.195	qaali ah
humanitarian	surprise	0.195	bini'aadantinimo
preservative	surprise	0.195	ilaaliye
unfulfilled	surprise	0.195	aan la buuxin
obliging	surprise	0.188	waajibinaysa
singularly	surprise	0.188	kali ahaan
graduation	surprise	0.180	qalin-jabin
foresee	surprise	0.180	saadaaliyay
pray	surprise	0.180	tukada
lovely	surprise	0.180	qurux badan
thirst	surprise	0.172	harraad
mouth	surprise	0.172	afka
youth	surprise	0.172	dhalinyarada
sun	surprise	0.172	qorraxdu
art	surprise	0.172	fanka
goodness	surprise	0.164	wanaag
latent	surprise	0.156	qarsoon
visor	surprise	0.156	muuqaal
overdue	surprise	0.156	dib u dhac
practiced	surprise	0.156	ku dhaqma
loyal	surprise	0.148	daacad
expect	surprise	0.148	filo
wireless	surprise	0.148	wireless
destination	surprise	0.148	meesha loo socdo
infant	surprise	0.141	dhallaan
cream	surprise	0.141	kareem
slush	surprise	0.141	dharbaaxo
quote	surprise	0.141	xigasho
playground	surprise	0.133	garoonka ciyaaraha
vote	surprise	0.125	codayn
teach	surprise	0.125	baro
organization	surprise	0.125	urur
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	miisaanka
smile	surprise	0.117	dhoola cadeyn
sisterhood	surprise	0.109	walaalnimo
cable	surprise	0.109	fiilo
sunny	surprise	0.102	qorrax leh
steady	surprise	0.094	joogto ah
peaceful	surprise	0.086	nabad
spa	surprise	0.086	spa
leisure	surprise	0.086	firaaqo
picnic	surprise	0.078	dalxiis
tree	surprise	0.078	geed
worm	surprise	0.055	dirxi
truthfulness	trust	0.906	run sheeg
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	la aamini karo
honor	trust	0.844	sharaf
honesty	trust	0.844	daacadnimo
honest	trust	0.844	daacad ah
truth	trust	0.844	runta
truthful	trust	0.836	run sheeg
trusting	trust	0.836	aaminid
brotherhood	trust	0.820	walaaltinimo
entrust	trust	0.812	aamino
committed	trust	0.805	ka go'an tahay
loyalty	trust	0.805	daacadnimo
integrity	trust	0.805	daacadnimo
honorable	trust	0.805	sharaf leh
trust	trust	0.805	aamin
credibility	trust	0.805	kalsoonida
faithful	trust	0.797	aamin
sincere	trust	0.797	daacadnimo
partnership	trust	0.789	iskaashiga
responsible	trust	0.789	masuul ka ah
true	trust	0.789	run
wisdom	trust	0.789	xikmad
verification	trust	0.781	xaqiijin
cooperative	trust	0.781	iskaashi
vow	trust	0.781	nidar
oath	trust	0.781	dhaar
respectable	trust	0.773	mudan
sisterhood	trust	0.773	walaalnimo
hero	trust	0.773	geesi
credible	trust	0.773	lagu kalsoonaan karo
promise	trust	0.773	ballan
verified	trust	0.773	la xaqiijiyay
qualified	trust	0.766	u qalma
authentication	trust	0.766	xaqiijin
respected	trust	0.766	la ixtiraamo
compassion	trust	0.759	naxariista
approval	trust	0.758	oggolaansho
moral	trust	0.758	akhlaaqda
reliability	trust	0.758	isku halaynta
trusts	trust	0.758	lagu kalsoon yahay
safekeeping	trust	0.758	ilaalin
reputable	trust	0.758	sumcad leh
love	trust	0.758	jacayl
friend	trust	0.750	saaxiib
stable	trust	0.750	deggan
authentic	trust	0.750	dhab ah
competence	trust	0.750	karti
safeguard	trust	0.750	ilaalin
companion	trust	0.750	wehel
advised	trust	0.750	waaniyay
respect	trust	0.750	ixtiraam
loyal	trust	0.750	daacad
genuine	trust	0.750	dhab ah
friendships	trust	0.750	aaminay
ally	trust	0.750	xulafo
proven	trust	0.742	la caddeeyey
freedom	trust	0.742	xorriyadda
respects	trust	0.742	ixtiraam
accepting	trust	0.742	saaxiibtinimada
faith	trust	0.742	iimaanka
wholesome	trust	0.742	caafimaad leh
heartfelt	trust	0.734	qalbi jab
unification	trust	0.734	midayn
confirmation	trust	0.734	xaqiijin
protecting	trust	0.734	ilaalinta
reassurance	trust	0.734	dammaanad qaadis
trustee	trust	0.734	wakiil
supporter	trust	0.734	taageere
respectful	trust	0.734	ixtiraam leh
admirable	trust	0.734	la yaab leh
fact	trust	0.727	xaqiiqda
friendship	trust	0.727	saaxiibtinimo
partners	trust	0.727	aqbalid
confidentially	trust	0.727	si qarsoodi ah
confident	trust	0.727	kalsooni
equality	trust	0.727	sinnaanta
alliance	trust	0.727	isbahaysi
credential	trust	0.727	aqoonsiga
believing	trust	0.727	rumayn
excellence	trust	0.727	heer sare
agreement	trust	0.727	heshiis
closeness	trust	0.719	isu soo dhawaansho
authenticate	trust	0.719	xaqiijin
virtuous	trust	0.719	wanaagsan
intelligence	trust	0.719	garaadka
kindred	trust	0.719	qaraabo
virtue	trust	0.719	wanaagga
honored	trust	0.719	sharaf leh
justice	trust	0.711	cadaalada
charitable	trust	0.711	samafal
determination	trust	0.711	go'aan qaadasho
creditable	trust	0.711	la aamini karo
consistency	trust	0.711	joogtayn
allegiance	trust	0.711	daacadnimo
cooperation	trust	0.711	iskaashiga
guarantee	trust	0.711	dammaanad qaadid
dedication	trust	0.711	u hurid
straightforward	trust	0.711	toosan
cooperating	trust	0.711	iskaashiga
reliable	trust	0.703	la isku halayn karo
nurture	trust	0.703	korin
mother	trust	0.703	hooyo
fulfilled	trust	0.703	oofiyey
admiration	trust	0.703	majeerteen
mentor	trust	0.703	lataliye
guardianship	trust	0.703	ilaalinta
assurance	trust	0.703	hubin
morality	trust	0.703	anshaxa
motherhood	trust	0.703	hooyonimo
innocent	trust	0.703	aan waxba galabsan
reverence	trust	0.703	ixtiraam
sanctuary	trust	0.703	meesha quduuska ah
friendliness	trust	0.703	saaxiibtinimo
prepared	trust	0.703	diyaarisay
admire	trust	0.703	u bogo
protected	trust	0.703	la ilaaliyo
proof	trust	0.703	Cadayn
bodyguard	trust	0.695	ilaaliye
skillful	trust	0.695	xirfad leh
marriage	trust	0.695	guur
allied	trust	0.695	xulufada
morals	trust	0.695	anshaxa
humanitarian	trust	0.695	bini'aadantinimo
pact	trust	0.695	heshiis
courage	trust	0.695	geesinimo
accountable	trust	0.695	lala xisaabtami karo
agreeable	trust	0.695	la aqbali karo
united	trust	0.695	midoobeen
indestructible	trust	0.695	aan la dumin karin
approving	trust	0.695	ansixinaya
guardian	trust	0.695	ilaaliye
compassionate	trust	0.695	naxariista
scientist	trust	0.695	saynis yahan
certified	trust	0.695	shahaado
pledge	trust	0.688	ballan
adviser	trust	0.688	lataliye
authenticity	trust	0.688	runnimada
understanding	trust	0.688	fahamka
secure	trust	0.688	aamin
guidance	trust	0.688	hanuunin
monogamy	trust	0.688	guur guur
valor	trust	0.688	geesinimo
solidity	trust	0.688	adkaansho
perfection	trust	0.688	kaamilnimo
believed	trust	0.688	rumaystay
humanity	trust	0.688	dadnimada
justifiable	trust	0.688	qiil loo yeeli karo
competent	trust	0.688	karti leh
esteem	trust	0.688	qaddarin
protector	trust	0.680	ilaaliye
inspire	trust	0.680	dhiirigelin
hope	trust	0.680	rajo
strongest	trust	0.680	wada-hawlgalayaasha
expertise	trust	0.680	khibrad
humble	trust	0.680	khushuucsan
indivisible	trust	0.680	aan la qaybsan karin
official	trust	0.680	rasmi ah
affirm	trust	0.680	xaqiijin
familiarity	trust	0.680	yaqaannaan
confirmed	trust	0.680	xaqiijiyay
diligence	trust	0.680	dadaal
grandfather	trust	0.680	awoowe
advocacy	trust	0.680	u doodid
goodness	trust	0.680	wanaag
commendable	trust	0.680	amaan mudan
acceptance	trust	0.680	aqbalid
diplomatic	trust	0.680	dublamaasiyadeed
leader	trust	0.680	hogaamiye
confide	trust	0.680	kalsooni
agreeing	trust	0.680	ku heshiin
approve	trust	0.680	ansixiyo
professional	trust	0.680	xirfadle
elders	trust	0.680	odayaasha
confidential	trust	0.680	qarsoodi ah
faultless	trust	0.672	khalad lahayn
believes	trust	0.672	aqbalay
sanctify	trust	0.672	quduus ka dhig
intelligent	trust	0.672	waxgarad
safe	trust	0.672	ammaan ah
accepted	trust	0.672	ugu xoog badan
dignity	trust	0.672	sharafta
unwavering	trust	0.672	aan leexleexad lahayn
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	awood
cohesive	trust	0.672	isku xiran
harmoniously	trust	0.672	si isku mid ah
benevolence	trust	0.672	wanaaga
healing	trust	0.672	bogsasho
accredited	trust	0.672	la aqoonsan yahay
covenant	trust	0.672	axdiga
accountability	trust	0.664	la xisaabtanka
team	trust	0.664	kooxda
authority	trust	0.664	maamulka
heroic	trust	0.664	geesinimo
reliance	trust	0.664	isku hallaynta
expert	trust	0.664	khabiir
communicate	trust	0.664	isgaarsiin
spiritual	trust	0.664	ruuxiyan
impeccable	trust	0.664	aan qummanayn
specialist	trust	0.664	takhasus leh
affirmatively	trust	0.664	hubaal
proficient	trust	0.664	karti leh
fulfillment	trust	0.664	buuxin
advocate	trust	0.664	u doode
disciple	trust	0.664	xer
attestation	trust	0.664	caddayn
merit	trust	0.664	mudnaan
supporting	trust	0.664	taageero
ambassador	trust	0.664	Safiirka
guidebook	trust	0.664	buug hage
accept	trust	0.664	aqbal
strengthening	trust	0.661	xoojinta
holiness	trust	0.656	quduusnimada
facts	trust	0.656	xaqiiqooyinka
warranty	trust	0.656	damaanad
strength	trust	0.656	xoog
relationship	trust	0.656	xiriirka
defended	trust	0.656	difaacay
constancy	trust	0.656	joogtayn
favorable	trust	0.656	wanaagsan
gentleman	trust	0.656	mudane
counsel	trust	0.656	talo
scientific	trust	0.656	cilmi
structure	trust	0.656	qaab dhismeedka
elder	trust	0.656	oday
excellent	trust	0.656	heer sare ah
achieve	trust	0.656	gaadhaan
steadfast	trust	0.656	adkaysan
familiar	trust	0.656	yaqaan
proficiency	trust	0.656	karti
supports	trust	0.656	aaminsan
counselor	trust	0.648	lataliye
lovable	trust	0.648	la jecel yahay
advisable	trust	0.648	lagu talinayo
agreed	trust	0.648	lagu heshiiyey
heroism	trust	0.648	geesinimo
rely	trust	0.648	isku hallayn
uphold	trust	0.648	xajin
brother	trust	0.648	walaal
matrimony	trust	0.648	guur
assuredly	trust	0.648	hubaal
peaceful	trust	0.648	nabad
saint	trust	0.648	awliyo
unconditionally	trust	0.648	aqbala
solidarity	trust	0.648	midnimo
accepts	trust	0.648	taageero
inspiration	trust	0.648	waxyi
noble	trust	0.648	sharaf leh
successful	trust	0.648	guul
harmony	trust	0.648	wada noolaansho
protective	trust	0.648	difaacid
competency	trust	0.648	karti
comrade	trust	0.648	saaxiib
academic	trust	0.648	tacliinta
assist	trust	0.648	caawin
worthy	trust	0.643	mudan
benefactor	trust	0.641	deeqsi
credence	trust	0.641	kalsooni
confidence	trust	0.641	kalsooni
relationships	trust	0.641	shuruud la'aan
ordained	trust	0.641	magacaabay
legal	trust	0.641	sharci
champion	trust	0.641	horyaalka
lawful	trust	0.641	xalaal ah
durability	trust	0.641	adkeysiga
judiciary	trust	0.641	garsoorka
doctor	trust	0.641	dhakhtar
loving	trust	0.641	jecel
assure	trust	0.641	hubso
establish	trust	0.641	dhisid
mamma	trust	0.641	hooyo
kind	trust	0.641	naxariis leh
unity	trust	0.641	midnimo
conscientious	trust	0.641	damiir leh
real	trust	0.641	dhab ah
coexist	trust	0.641	wada noolaansho
leading	trust	0.641	hogaaminaya
teacher	trust	0.641	macalinka
intimate	trust	0.634	dhow
brotherly	trust	0.633	walaalnimo
physician	trust	0.633	dhakhtar
judicial	trust	0.633	garsoor
saintly	trust	0.633	awliyo
aspiration	trust	0.633	hammi
conscience	trust	0.633	damiirka
therapeutic	trust	0.633	daweyn
fidelity	trust	0.633	daacadnimo
soundness	trust	0.633	caafimaad ahaan
important	trust	0.633	muhiim ah
homage	trust	0.633	ixtiraam
legitimacy	trust	0.633	sharciyad
fortitude	trust	0.633	adkeysi
deepest	trust	0.633	cilaaqaadka
approved	trust	0.633	ansixiyay
courageous	trust	0.633	geesinimo leh
devotional	trust	0.633	cibaado
endorse	trust	0.633	ayid
backbone	trust	0.633	laf dhabarta
authorize	trust	0.633	idman
practiced	trust	0.633	ku dhaqma
sanctification	trust	0.633	quduus ka dhigid
hopeful	trust	0.633	rajo leh
convincing	trust	0.633	qancin
bless	trust	0.633	duco
angel	trust	0.625	malag
authorization	trust	0.625	oggolaansho
assured	trust	0.625	la hubo
purify	trust	0.625	daahirin
caretaker	trust	0.625	daryeele
regard	trust	0.625	la xiriira
profound	trust	0.625	qoto dheer
achievement	trust	0.625	guul
evident	trust	0.625	cad
positivity	trust	0.625	togan
communication	trust	0.625	isgaarsiinta
professorship	trust	0.625	Professornimada
blessing	trust	0.625	duco
beliefs	trust	0.625	ugu qoto dheer
encourage	trust	0.625	dhiiri galin
fireman	trust	0.625	dabdeeye
majestic	trust	0.625	haybad
civilized	trust	0.625	ilbaxnimo
certify	trust	0.625	caddayn
wonderful	trust	0.625	cajiib
engaged	trust	0.625	ku hawlan
accurate	trust	0.625	sax ah
approvement	trust	0.617	ansixinta
optimism	trust	0.617	yididiilo
planning	trust	0.617	qorshaynta
believer	trust	0.617	rumaystaha
advice	trust	0.617	talo
commend	trust	0.617	ammaan
gospel	trust	0.617	injiilka
objective	trust	0.617	ujeedo
rational	trust	0.617	caqli gal ah
cherish	trust	0.617	qadarin
constantly	trust	0.617	si joogto ah
haven	trust	0.617	hoy
fundamental	trust	0.617	aasaasiga ah
bedrock	trust	0.617	gogosha
accord	trust	0.617	heshiis
triumphant	trust	0.617	liibaanay
surety	trust	0.617	dammaanad
testament	trust	0.617	dardaaran
absolution	trust	0.617	xalid
truce	trust	0.617	xabbad joojin
reassure	trust	0.617	dib u xaqiijin
appreciation	trust	0.617	qaddarin
qualities	trust	0.617	tayada
passionate	trust	0.617	xamaasad leh
good	trust	0.617	wanaagsan
unimpeachable	trust	0.617	aan la xukumi karin
corroborate	trust	0.617	xaqiijin
thoughtful	trust	0.617	fakar badan
heroine	trust	0.617	halyey
teach	trust	0.617	baro
god	trust	0.617	ilaah
attentive	trust	0.617	feejigan
scripture	trust	0.609	kitaabka
civilization	trust	0.609	ilbaxnimo
magnificence	trust	0.609	haybad
recommend	trust	0.609	ku talin
progression	trust	0.609	horusocod
steward	trust	0.609	wakiil
purification	trust	0.609	nadiifin
patron	trust	0.609	ilaaliyaha
praiseworthy	trust	0.609	mahad leh
heal	trust	0.609	bogsiiso
considerate	trust	0.609	tixgelin
blessings	trust	0.609	duco
mediator	trust	0.609	dhexdhexaadiye
babysitter	trust	0.609	daryeele
notary	trust	0.609	nootaayo
awareness	trust	0.609	wacyigelin
vetted	trust	0.609	aaminsanaanta
excel	trust	0.609	heer sare
happy	trust	0.609	faraxsan
praise	trust	0.609	ammaan
brilliant	trust	0.609	dhalaalaya
liking	trust	0.609	jecel
definitive	trust	0.609	qeexid
comfort	trust	0.609	raaxada
officer	trust	0.609	sarkaal
peace	trust	0.602	nabad
serenity	trust	0.602	xasilooni
unquestionable	trust	0.602	shaki la'aan
embrace	trust	0.602	isku duubni
identify	trust	0.602	aqoonsado
inspired	trust	0.602	waxyoonay
steady	trust	0.602	joogto ah
nun	trust	0.602	nun
guarded	trust	0.602	la waardiyeeyo
symmetry	trust	0.602	summaynta
mainstay	trust	0.602	ugu muhiimsan
fulfill	trust	0.602	buuxiyo
humility	trust	0.602	is-hoosaysiinta
helpful	trust	0.602	waxtar leh
transcendence	trust	0.602	dhaafid
unconditional	trust	0.602	shuruud la'aan
brave	trust	0.602	geesinimo
brighten	trust	0.602	iftiimaya
experienced	trust	0.602	khibrad leh
enlightenment	trust	0.602	iftiimin
sympathetic	trust	0.602	dabacsanaadaan
witness	trust	0.602	markhaati
vigilant	trust	0.594	feejigan
ministry	trust	0.594	wasaaradda
admiral	trust	0.594	admiral
vigilance	trust	0.594	foojignaan
depend	trust	0.594	ku tiirsan
generosity	trust	0.594	deeqsinimo
befriend	trust	0.594	saaxiib
complimentary	trust	0.594	ku mahadsanid
assessment	trust	0.594	qiimaynta
fairly	trust	0.594	si cadaalad ah
enlighten	trust	0.594	iftiimin
strengthen	trust	0.594	xoojiyaan
nurse	trust	0.594	kalkaalisada
endowment	trust	0.594	hibaynta
visionary	trust	0.594	aragti dheer
praised	trust	0.594	ammaanay
eminence	trust	0.594	haybad
marry	trust	0.594	guurso
generous	trust	0.594	deeqsinimo
gratitude	trust	0.594	mahad
sage	trust	0.594	xikmad
tranquility	trust	0.594	xasilloonida
openly	trust	0.594	si cad
grant	trust	0.594	deeq
spouse	trust	0.594	xaaska
philanthropic	trust	0.594	samafal
regent	trust	0.594	taliye
substantiate	trust	0.594	caddayn
commendation	trust	0.594	ammaan
council	trust	0.594	golaha
efficient	trust	0.594	hufan
sweetheart	trust	0.589	macaanto
bylaw	trust	0.586	xeer hoosaadka
magnificent	trust	0.586	qurux badan
designation	trust	0.586	magacaabid
godly	trust	0.586	cibaado leh
seniority	trust	0.586	sareynta
conservation	trust	0.586	ilaalinta
educational	trust	0.586	waxbarasho
rooted	trust	0.586	xididaysan
inheritance	trust	0.586	dhaxalka
diplomacy	trust	0.586	dublamaasiyadda
mate	trust	0.586	saaxiib
convince	trust	0.586	qancin
unfailing	trust	0.586	aan fashilmin
share	trust	0.586	wadaag
monk	trust	0.586	rabbaani
constitutional	trust	0.586	dastuuri ah
lovely	trust	0.586	qurux badan
compliance	trust	0.586	u hoggaansanaanta
attest	trust	0.586	caddayn
victory	trust	0.586	guul
serene	trust	0.586	xasilloon
checklist	trust	0.586	liiska hubinta
husbandry	trust	0.586	dhaqashada
enjoying	trust	0.586	ku raaxaysanaya
revere	trust	0.586	ixtiraam
tribe	trust	0.586	qabiil
meritorious	trust	0.586	mudnaan leh
joyful	trust	0.586	farxad leh
delegate	trust	0.586	ergo
helper	trust	0.586	caawiye
angelic	trust	0.586	malaa'ig
ambition	trust	0.586	hami
father	trust	0.586	aabe
acclaim	trust	0.586	ammaanay
testimony	trust	0.586	marqaati
collectively	trust	0.586	si wadajir ah
sobriety	trust	0.586	miyir qabid
prestige	trust	0.586	haybad
firmness	trust	0.586	adkaansho
structural	trust	0.578	dhismeed
impartiality	trust	0.578	dhexdhexaadnimo
navigator	trust	0.578	navigator
judge	trust	0.578	garsoore
shelter	trust	0.578	hoy
coexisting	trust	0.578	wada noolaanshaha
unquestioned	trust	0.578	aan la is weydiin
careful	trust	0.578	taxaddar
obey	trust	0.578	addeecid
professor	trust	0.578	Professor
convinced	trust	0.578	ku qancay
communion	trust	0.578	wadaagid
cheerfulness	trust	0.578	farxad
inviting	trust	0.578	martiqaadid
irrefutable	trust	0.578	aan la diidi karin
commandant	trust	0.578	taliye
smile	trust	0.578	dhoola cadeyn
authoritative	trust	0.578	awood leh
philanthropist	trust	0.578	samafale
