English Word	Emotion	Emotion-Intensity-Score	Kazakh Word
compensate	trust	0.562	өтеу
patience	trust	0.555	шыдамдылық
mediate	trust	0.555	делдалдық
coach	trust	0.555	жаттықтырушы
illumination	trust	0.555	жарықтандыру
cultivate	trust	0.555	өсіру
providing	trust	0.555	қамтамасыз ету
precedence	trust	0.555	басымдылық
exalt	trust	0.555	жоғарылату
succeed	trust	0.555	табысқа жету
inclusion	trust	0.555	қосу
meditate	trust	0.555	медитация жасау
coalesce	trust	0.555	біріктіру
betrothed	trust	0.555	күйеуге шыққан
midwife	trust	0.555	акушерка
veteran	trust	0.555	ардагер
destined	trust	0.555	тағайындалған
auditor	trust	0.555	аудитор
privacy	trust	0.555	құпиялылық
restorative	trust	0.555	қалпына келтіретін
influential	trust	0.555	ықпалды
impartial	trust	0.555	бейтарап
discretion	trust	0.555	қалау
foresight	trust	0.555	көрегендік
congruence	trust	0.555	сәйкестік
worship	trust	0.555	ғибадат ету
constant	trust	0.555	тұрақты
reunion	trust	0.555	қайта қосылу
intuition	trust	0.555	интуиция
reconciliation	trust	0.555	татуласу
ambulance	trust	0.555	жедел жәрдем
defender	trust	0.555	қорғаушы
greatness	trust	0.555	ұлылық
buddy	trust	0.555	дос
vote	trust	0.555	дауыс
physicist	trust	0.555	физик
prophet	trust	0.555	пайғамбар
prevalent	trust	0.547	басым
eyewitness	trust	0.547	куәгер
durable	trust	0.547	берік
prudent	trust	0.547	сақ
securities	trust	0.547	бағалы қағаздар
salvation	trust	0.547	құтқару
govern	trust	0.547	басқару
law	trust	0.547	заң
proud	trust	0.547	мақтаныш
cheer	trust	0.547	көңіл көтеру
reinforcement	trust	0.547	күшейту
promises	trust	0.547	тапқан
invocation	trust	0.547	шақыру
provide	trust	0.547	қамтамасыз ету
friendly	trust	0.547	достық
commanding	trust	0.547	бұйрық беру
temperate	trust	0.547	қалыпты
conciliation	trust	0.547	татуласу
convent	trust	0.547	монастырь
heritage	trust	0.547	мұра
independence	trust	0.547	тәуелсіздік
rejoice	trust	0.547	қуану
engaging	trust	0.547	тартымды
readiness	trust	0.547	дайындығы
registry	trust	0.547	тізілім
statement	trust	0.547	мәлімдеме
liberty	trust	0.547	бостандық
forgive	trust	0.547	кешір
ancestral	trust	0.547	ата-баба
impenetrable	trust	0.547	өтпейтін
choices	trust	0.539	уәде береді
psalms	trust	0.539	забур жырлары
majority	trust	0.539	көпшілік
antidote	trust	0.539	антидот
tantamount	trust	0.539	тең
perfect	trust	0.539	тамаша
regularity	trust	0.539	жүйелілік
chronicle	trust	0.539	хроника
ensemble	trust	0.539	ансамбль
applause	trust	0.539	шапалақтау
obedience	trust	0.539	мойынсұну
aspiring	trust	0.539	ұмтылу
watchman	trust	0.539	күзетші
inimitable	trust	0.539	қайталанбас
chastity	trust	0.539	пәктік
architecture	trust	0.539	сәулет
stamina	trust	0.539	төзімділік
delightful	trust	0.539	тамаша
exalted	trust	0.539	жоғарылатылған
relevant	trust	0.539	қатысты
reinforcements	trust	0.539	күшейту
proctor	trust	0.539	проектор
immovable	trust	0.539	жылжымайтын
instructions	trust	0.539	нұсқаулар
define	trust	0.539	анықтау
uncensured	trust	0.539	тексерілмеген
institute	trust	0.539	институт
responsive	trust	0.539	жауап беретін
recovery	trust	0.539	қалпына келтіру
obliging	trust	0.539	міндеттеу
obvious	trust	0.539	анық
forefathers	trust	0.539	ата-бабалар
eager	trust	0.539	ынталы
inoculation	trust	0.539	егу
admitting	trust	0.539	мойындау
memorable	trust	0.539	есте қаларлық
hospital	trust	0.531	аурухана
rescue	trust	0.531	құтқару
deed	trust	0.531	әрекет
princely	trust	0.531	князьдік
retirement	trust	0.531	зейнеткерлікке шығу
cradle	trust	0.531	бесік
immunization	trust	0.531	иммундау
bloom	trust	0.531	гүлдену
candid	trust	0.531	ашық
evergreen	trust	0.531	мәңгі жасыл
ballot	trust	0.531	бюллетень
accompaniment	trust	0.531	сүйемелдеу
verily	trust	0.531	шынымен
inseparable	trust	0.531	ажырамас
analyst	trust	0.531	талдаушы
strive	trust	0.531	ұмтылу
dependent	trust	0.531	тәуелді
heavens	trust	0.531	аспан
answerable	trust	0.531	жауап береді
school	trust	0.531	мектеп
terms	trust	0.531	шарттар
center	trust	0.531	орталық
firstborn	trust	0.531	тұңғышы
transcript	trust	0.531	транскрипт
fraternal	trust	0.531	бауырлас
omniscient	trust	0.531	бәрін білуші
seal	trust	0.531	мөр
edification	trust	0.531	тәрбиелеу
doubtless	trust	0.531	сөзсіз
deliverance	trust	0.531	құтылу
sponsor	trust	0.531	демеуші
expedient	trust	0.531	орынды
bride	trust	0.531	қалыңдық
refuge	trust	0.531	пана
approbation	trust	0.527	апробация
chaplain	trust	0.523	дін қызметкері
laureate	trust	0.523	лауреаты
liberate	trust	0.523	босату
coronation	trust	0.523	тәж кию
adoration	trust	0.523	табыну
countenance	trust	0.523	келбет
honeymoon	trust	0.523	бал айы
connoisseur	trust	0.523	білгір
notable	trust	0.523	көрнекті
benedictory	trust	0.523	қайырымды
celebration	trust	0.523	мереке
neighbor	trust	0.523	көрші
unbroken	trust	0.523	үзілмеген
award	trust	0.523	марапаттау
improvement	trust	0.523	жақсарту
hug	trust	0.523	құшақтау
graduation	trust	0.523	бітіру
correctness	trust	0.523	дұрыстығы
winning	trust	0.523	жеңу
paragon	trust	0.523	парагон
ratify	trust	0.523	бекіту
powerful	trust	0.523	күшті
elevation	trust	0.523	биіктік
commonwealth	trust	0.523	достастық
account	trust	0.523	есептік жазба
unimpeached	trust	0.523	айыпсыз
taught	trust	0.523	үйреткен
salutary	trust	0.523	салауатты
captivate	trust	0.523	баурап алу
dictionary	trust	0.523	сөздік
nobility	trust	0.523	тектілік
ourselves	trust	0.523	таңдаулар
feeling	trust	0.518	сезім
amen	trust	0.516	аумин
committee	trust	0.516	Комитет
reverie	trust	0.516	армандау
deserve	trust	0.516	лайық
fully	trust	0.516	толық
compliment	trust	0.516	комплимент
obstetrician	trust	0.516	акушер
enchanted	trust	0.516	сиқырланған
inform	trust	0.516	хабарлау
association	trust	0.516	бірлестік
credit	trust	0.516	несие
passwords	trust	0.516	өзіміз
freely	trust	0.516	еркін
framework	trust	0.516	шеңбер
nobleman	trust	0.516	асыл адам
formative	trust	0.516	қалыптастырушы
tender	trust	0.516	нәзік
measure	trust	0.516	өлшеу
advent	trust	0.516	келу
management	trust	0.516	басқару
confession	trust	0.516	мойындау
remedy	trust	0.516	ем
sentinel	trust	0.516	күзетші
pray	trust	0.516	дұға ету
perpetuity	trust	0.516	мәңгілік
tribunal	trust	0.516	трибунал
minded	trust	0.516	ойлы
organization	trust	0.516	ұйымдастыру
predominant	trust	0.516	басым
volunteer	trust	0.509	ерікті
accolade	trust	0.508	мақтау
courtship	trust	0.508	танысу
patronage	trust	0.508	патронаж
philosopher	trust	0.508	философ
confessional	trust	0.508	конфессиялық
diversity	trust	0.508	әртүрлілік
virgin	trust	0.508	тың
venerable	trust	0.508	құрметті
policy	trust	0.508	саясат
intact	trust	0.508	бүтін
custodian	trust	0.508	сақтаушы
automatic	trust	0.508	автоматты
unsurpassed	trust	0.508	артық емес
shepherd	trust	0.508	бақташы
reward	trust	0.508	сыйақы
beautification	trust	0.508	көріктендіру
medical	trust	0.508	медициналық
constable	trust	0.508	полиция қызметкері
forgiving	trust	0.508	кешірімді
tolerance	trust	0.508	төзімділік
priest	trust	0.508	діни қызметкер
enable	trust	0.508	қосу
vouch	trust	0.508	кепілдік
lieutenant	trust	0.508	лейтенант
instruct	trust	0.508	нұсқау беру
housewife	trust	0.508	үй шаруасындағы әйел
admissible	trust	0.508	рұқсат етілген
sovereign	trust	0.508	егеменді
amour	trust	0.508	құмарлық
savor	trust	0.508	дәмін тат
darling	trust	0.500	қымбаттым
related	trust	0.500	байланысты
infallibility	trust	0.500	жаңылыссыздық
watchful	trust	0.500	сергек
nerds	trust	0.500	құпия сөздер
instruction	trust	0.500	нұсқау
doctrine	trust	0.500	доктрина
birth	trust	0.500	туу
timing	trust	0.500	уақыт
infinity	trust	0.500	шексіздік
religions	trust	0.500	тентектер
warden	trust	0.500	күзетші
optimist	trust	0.500	оптимист
apologetic	trust	0.500	кешірім сұрайтын
gateway	trust	0.500	шлюз
pontiff	trust	0.500	понтифик
alive	trust	0.500	тірі
indelible	trust	0.500	өшпес
personal	trust	0.500	жеке
pious	trust	0.500	тақуа
majesty	trust	0.500	ұлылық
synchronize	trust	0.500	синхрондау
guard	trust	0.500	күзетші
retain	trust	0.500	сақтау
romantic	trust	0.500	романтикалық
superman	trust	0.500	супермен
info	trust	0.500	ақпарат
backer	trust	0.500	қолдаушы
undying	trust	0.500	өлмейтін
vindication	trust	0.500	ақтау
badge	trust	0.500	төсбелгісі
treasure	trust	0.500	қазына
guru	trust	0.500	гуру
church	trust	0.492	шіркеу
formality	trust	0.492	формальдылық
contributor	trust	0.492	салымшы
radiance	trust	0.492	жарқырау
psalm	trust	0.492	жыр
laudatory	trust	0.492	мақтау
grandchildren	trust	0.492	немерелері
popularity	trust	0.492	танымалдылық
salute	trust	0.492	сәлем
hosannah	trust	0.492	хосанна
attraction	trust	0.492	аттракцион
efforts	trust	0.492	үкім
privy	trust	0.492	құпия
improve	trust	0.492	жақсарту
sheriff	trust	0.492	шериф
chairman	trust	0.492	төрағасы
judgement	trust	0.492	мақал-мәтелдер
harbor	trust	0.492	айлақ
elegance	trust	0.492	талғампаздық
hardy	trust	0.492	төзімді
umpire	trust	0.492	төреші
constitute	trust	0.492	құрайды
proverbs	trust	0.492	діндер
jubilant	trust	0.492	қуанышты
aspire	trust	0.492	ұмтылу
synonymous	trust	0.492	синоним
inevitable	trust	0.492	сөзсіз
musical	trust	0.492	музыкалық
spokesman	trust	0.492	өкілі
endow	trust	0.492	беру
fellow	trust	0.492	жолдас
grow	trust	0.492	өсу
moderator	trust	0.492	модератор
enjoy	trust	0.484	ләззат алыңыз
found	trust	0.484	табылды
armor	trust	0.484	сауыт
colonel	trust	0.484	полковник
referee	trust	0.484	төреші
favorite	trust	0.484	сүйікті
assembly	trust	0.484	құрастыру
romance	trust	0.484	романтика
confess	trust	0.484	мойындау
sweet	trust	0.484	тәтті
crowning	trust	0.484	тәж кию
forecast	trust	0.484	болжау
affection	trust	0.484	сүйіспеншілік
approbate	trust	0.484	мақұлдау
path	trust	0.484	жол
concord	trust	0.484	келісім
police	trust	0.484	полиция
countryman	trust	0.484	жерлес
income	trust	0.484	табыс
ranger	trust	0.484	рейнджер
depth	trust	0.484	тереңдігі
like	trust	0.484	сияқты
voucher	trust	0.484	ваучер
diagnosis	trust	0.484	диагноз
hire	trust	0.484	жалдау
clean	trust	0.484	таза
laudation	trust	0.484	мақтау
arbiter	trust	0.484	төреші
purely	trust	0.477	таза
votive	trust	0.477	науқан
expect	trust	0.477	күту
glory	trust	0.477	даңқ
counted	trust	0.477	күш-жігері
apologize	trust	0.477	кешірім сұра
sterling	trust	0.477	стерлинг
word	trust	0.477	сөз
follow	trust	0.477	орындаңыз
sermon	trust	0.477	уағыз
consul	trust	0.477	консул
calculator	trust	0.477	калькулятор
lamb	trust	0.477	қозы
veracity	trust	0.477	ақиқат
matter	trust	0.477	мәселе
parliament	trust	0.477	парламент
lover	trust	0.477	ғашық
sacrifice	trust	0.477	құрбан ету
putative	trust	0.477	болжамды
preponderance	trust	0.477	басымдық
landmark	trust	0.477	бағдар
nursery	trust	0.477	питомник
mathematical	trust	0.477	математикалық
frank	trust	0.477	ашық
signature	trust	0.477	қол қою
policeman	trust	0.477	полицей
episcopal	trust	0.477	епископтық
pastor	trust	0.477	пастор
eagerness	trust	0.469	ынта
mighty	trust	0.469	құдіретті
recruits	trust	0.469	жалдаушылар
tribune	trust	0.469	трибунасы
author	trust	0.469	автор
effective	trust	0.469	тиімді
intended	trust	0.469	арналған
passion	trust	0.469	құмарлық
