English Word	Emotion	Emotion-Intensity-Score	Welsh Word
buddy	trust	0.555	ffrind
vote	trust	0.555	pleidlais
physicist	trust	0.555	ffisegydd
prophet	trust	0.555	prophwyd
prevalent	trust	0.547	gyffredin
eyewitness	trust	0.547	llygad-dyst
durable	trust	0.547	gwydn
prudent	trust	0.547	darbodus
securities	trust	0.547	gwarantau
salvation	trust	0.547	iachawdwriaeth
govern	trust	0.547	llywodraethu
law	trust	0.547	gyfraith
proud	trust	0.547	balch
cheer	trust	0.547	llon
reinforcement	trust	0.547	atgyfnerthu
promises	trust	0.547	enillwyd
invocation	trust	0.547	deisyfiad
provide	trust	0.547	darparu
friendly	trust	0.547	cyfeillgar
commanding	trust	0.547	gorchymyn
temperate	trust	0.547	tymherus
conciliation	trust	0.547	cymodi
convent	trust	0.547	lleiandy
heritage	trust	0.547	treftadaeth
independence	trust	0.547	annibyniaeth
rejoice	trust	0.547	llawenhau
engaging	trust	0.547	ymgysylltu
readiness	trust	0.547	parodrwydd
registry	trust	0.547	cofrestrfa
statement	trust	0.547	datganiad
liberty	trust	0.547	rhyddid
forgive	trust	0.547	maddeu
ancestral	trust	0.547	hynafiad
impenetrable	trust	0.547	anhreiddiadwy
choices	trust	0.539	addewidion
psalms	trust	0.539	salmau
majority	trust	0.539	mwyafrif
antidote	trust	0.539	gwrthwenwyn
tantamount	trust	0.539	cyfystyr
perfect	trust	0.539	perffaith
regularity	trust	0.539	rheoleidd-dra
chronicle	trust	0.539	cronicl
ensemble	trust	0.539	ensemble
applause	trust	0.539	cymmeradwyaeth
obedience	trust	0.539	ufudd-dod
aspiring	trust	0.539	dyheu
watchman	trust	0.539	gwyliwr
inimitable	trust	0.539	anfeidrol
chastity	trust	0.539	diweirdeb
architecture	trust	0.539	pensaernïaeth
stamina	trust	0.539	stamina
delightful	trust	0.539	hyfryd
exalted	trust	0.539	dyrchafedig
relevant	trust	0.539	perthnasol
reinforcements	trust	0.539	atgyfnerthion
proctor	trust	0.539	proctor
immovable	trust	0.539	ansymudol
instructions	trust	0.539	cyfarwyddiadau
define	trust	0.539	diffinio
uncensured	trust	0.539	ddigerydd
institute	trust	0.539	athrofa
responsive	trust	0.539	ymatebol
recovery	trust	0.539	adferiad
obliging	trust	0.539	gorfodi
obvious	trust	0.539	amlwg
forefathers	trust	0.539	cyndadau
eager	trust	0.539	awyddus
inoculation	trust	0.539	brechiad
admitting	trust	0.539	cyfaddef
memorable	trust	0.539	cofiadwy
hospital	trust	0.531	ysbyty
rescue	trust	0.531	achub
deed	trust	0.531	gweithred
princely	trust	0.531	tywysogaidd
retirement	trust	0.531	ymddeoliad
cradle	trust	0.531	crud
immunization	trust	0.531	imiwneiddio
bloom	trust	0.531	blodeuo
candid	trust	0.531	didwyll
evergreen	trust	0.531	bytholwyrdd
ballot	trust	0.531	pleidlais
accompaniment	trust	0.531	cyfeiliant
verily	trust	0.531	yn wir
inseparable	trust	0.531	anwahanadwy
analyst	trust	0.531	dadansoddwr
strive	trust	0.531	ymdrechu
dependent	trust	0.531	dibynnol
heavens	trust	0.531	nefoedd
answerable	trust	0.531	atebol
school	trust	0.531	ysgol
terms	trust	0.531	termau
center	trust	0.531	canol
firstborn	trust	0.531	cyntafanedig
transcript	trust	0.531	trawsgrifiad
fraternal	trust	0.531	brawdol
omniscient	trust	0.531	hollwybodol
seal	trust	0.531	sêl
edification	trust	0.531	adeiladaeth
doubtless	trust	0.531	yn ddiau
deliverance	trust	0.531	gwaredigaeth
sponsor	trust	0.531	noddwr
expedient	trust	0.531	hwylus
bride	trust	0.531	priodferch
refuge	trust	0.531	lloches
approbation	trust	0.527	cymeradwyo
chaplain	trust	0.523	caplan
laureate	trust	0.523	llawryf
liberate	trust	0.523	rhyddhau
coronation	trust	0.523	coroni
adoration	trust	0.523	addoliad
countenance	trust	0.523	wyneb
honeymoon	trust	0.523	mis mêl
connoisseur	trust	0.523	connoisseur
notable	trust	0.523	nodedig
benedictory	trust	0.523	cymwynasgar
celebration	trust	0.523	dathliad
neighbor	trust	0.523	cymydog
unbroken	trust	0.523	di-dor
award	trust	0.523	gwobr
improvement	trust	0.523	gwelliant
hug	trust	0.523	cwtsh
graduation	trust	0.523	graddio
correctness	trust	0.523	cywirdeb
winning	trust	0.523	ennill
paragon	trust	0.523	paragon
ratify	trust	0.523	cadarnhau
powerful	trust	0.523	nerthol
elevation	trust	0.523	drychiad
commonwealth	trust	0.523	cymanwlad
account	trust	0.523	cyfrif
unimpeached	trust	0.523	unimpeached
taught	trust	0.523	dysgir
salutary	trust	0.523	llesol
captivate	trust	0.523	swyno
dictionary	trust	0.523	geiriadur
nobility	trust	0.523	uchelwyr
ourselves	trust	0.523	dewisiadau
feeling	trust	0.518	teimlad
amen	trust	0.516	amen
committee	trust	0.516	pwyllgor
reverie	trust	0.516	reverie
deserve	trust	0.516	haeddu
fully	trust	0.516	yn llawn
compliment	trust	0.516	canmoliaeth
obstetrician	trust	0.516	obstetregydd
enchanted	trust	0.516	hudolus
inform	trust	0.516	hysbysu
association	trust	0.516	cymdeithas
credit	trust	0.516	credyd
passwords	trust	0.516	ein hunain
freely	trust	0.516	yn rhydd
framework	trust	0.516	fframwaith
nobleman	trust	0.516	uchelwr
formative	trust	0.516	ffurfiannol
tender	trust	0.516	tyner
measure	trust	0.516	mesur
advent	trust	0.516	adfent
management	trust	0.516	rheoli
confession	trust	0.516	cyffes
remedy	trust	0.516	rhwymedi
sentinel	trust	0.516	gwarchodwr
pray	trust	0.516	gweddio
perpetuity	trust	0.516	bytholdeb
tribunal	trust	0.516	tribiwnlys
minded	trust	0.516	meddwl
organization	trust	0.516	sefydliad
predominant	trust	0.516	pennaf
volunteer	trust	0.509	gwirfoddolwr
accolade	trust	0.508	clod
courtship	trust	0.508	carwriaeth
patronage	trust	0.508	nawdd
philosopher	trust	0.508	athronydd
confessional	trust	0.508	cyffes
diversity	trust	0.508	amrywiaeth
virgin	trust	0.508	gwyryf
venerable	trust	0.508	hybarch
policy	trust	0.508	polisi
intact	trust	0.508	yn gyfan
custodian	trust	0.508	ceidwad
automatic	trust	0.508	awtomatig
unsurpassed	trust	0.508	heb ei ail
shepherd	trust	0.508	bugail
reward	trust	0.508	Gwobr
beautification	trust	0.508	harddu
medical	trust	0.508	meddygol
constable	trust	0.508	cwnstabl
forgiving	trust	0.508	maddeu
tolerance	trust	0.508	goddefgarwch
priest	trust	0.508	offeiriad
enable	trust	0.508	galluogi
vouch	trust	0.508	taleb
lieutenant	trust	0.508	raglaw
instruct	trust	0.508	cyfarwyddo
housewife	trust	0.508	gwraig ty
admissible	trust	0.508	derbyniol
sovereign	trust	0.508	sofran
amour	trust	0.508	amour
savor	trust	0.508	sawrus
darling	trust	0.500	darling
related	trust	0.500	perthynol
infallibility	trust	0.500	anffaeledigrwydd
watchful	trust	0.500	gwyliadwrus
nerds	trust	0.500	cyfrineiriau
instruction	trust	0.500	cyfarwyddyd
doctrine	trust	0.500	athrawiaeth
birth	trust	0.500	geni
timing	trust	0.500	amseriad
infinity	trust	0.500	anfeidroldeb
religions	trust	0.500	nerds
warden	trust	0.500	warden
optimist	trust	0.500	optimist
apologetic	trust	0.500	ymddiheuriadol
gateway	trust	0.500	porth
pontiff	trust	0.500	pontiff
alive	trust	0.500	yn fyw
indelible	trust	0.500	annileadwy
personal	trust	0.500	personol
pious	trust	0.500	dduwiol
majesty	trust	0.500	mawredd
synchronize	trust	0.500	cydamseru
guard	trust	0.500	gard
retain	trust	0.500	cadw
romantic	trust	0.500	rhamantus
superman	trust	0.500	superman
info	trust	0.500	gwybodaeth
backer	trust	0.500	cefnogwr
undying	trust	0.500	anfarwol
vindication	trust	0.500	cyfiawnhad
badge	trust	0.500	bathodyn
treasure	trust	0.500	trysor
guru	trust	0.500	guru
church	trust	0.492	eglwys
formality	trust	0.492	ffurfioldeb
contributor	trust	0.492	cyfrannwr
radiance	trust	0.492	pelydru
psalm	trust	0.492	salm
laudatory	trust	0.492	canmoladwy
grandchildren	trust	0.492	wyrion
popularity	trust	0.492	poblogrwydd
salute	trust	0.492	saliwt
hosannah	trust	0.492	hosanah
attraction	trust	0.492	atyniad
efforts	trust	0.492	barn
privy	trust	0.492	cyfrin
improve	trust	0.492	gwella
sheriff	trust	0.492	siryf
chairman	trust	0.492	cadeirydd
judgement	trust	0.492	diarhebion
harbor	trust	0.492	harbwr
elegance	trust	0.492	ceinder
hardy	trust	0.492	caled
umpire	trust	0.492	dyfarnwr
constitute	trust	0.492	cyfansoddi
proverbs	trust	0.492	crefyddau
jubilant	trust	0.492	gorfoleddus
aspire	trust	0.492	dyheu
synonymous	trust	0.492	cyfystyr
inevitable	trust	0.492	anochel
musical	trust	0.492	cerddorol
spokesman	trust	0.492	llefarydd
endow	trust	0.492	gwaddol
fellow	trust	0.492	cymrawd
grow	trust	0.492	tyfu
moderator	trust	0.492	cymedrolwr
enjoy	trust	0.484	mwynhau
found	trust	0.484	dod o hyd
armor	trust	0.484	arfwisg
colonel	trust	0.484	cyrnol
referee	trust	0.484	dyfarnwr
favorite	trust	0.484	hoff
assembly	trust	0.484	cynulliad
romance	trust	0.484	rhamant
confess	trust	0.484	cyffesu
sweet	trust	0.484	melys
crowning	trust	0.484	coroni
forecast	trust	0.484	rhagolwg
affection	trust	0.484	serchogrwydd
approbate	trust	0.484	appobate
path	trust	0.484	llwybr
concord	trust	0.484	concord
police	trust	0.484	heddlu
countryman	trust	0.484	gwladwr
income	trust	0.484	incwm
ranger	trust	0.484	ceidwad
depth	trust	0.484	dyfnder
like	trust	0.484	fel
voucher	trust	0.484	taleb
diagnosis	trust	0.484	diagnosis
hire	trust	0.484	llogi
clean	trust	0.484	glan
laudation	trust	0.484	canmoliaeth
arbiter	trust	0.484	cyflafareddwr
purely	trust	0.477	yn unig
votive	trust	0.477	addunedol
expect	trust	0.477	disgwyl
glory	trust	0.477	gogoniant
counted	trust	0.477	ymdrechion
apologize	trust	0.477	ymddiheuro
sterling	trust	0.477	sterling
word	trust	0.477	gair
follow	trust	0.477	dilyn
sermon	trust	0.477	pregeth
consul	trust	0.477	conswl
calculator	trust	0.477	cyfrifiannell
lamb	trust	0.477	cig oen
veracity	trust	0.477	geirwiredd
matter	trust	0.477	mater
parliament	trust	0.477	senedd
lover	trust	0.477	cariad
sacrifice	trust	0.477	aberth
putative	trust	0.477	tybiedig
preponderance	trust	0.477	goruchafiaeth
landmark	trust	0.477	tirnod
nursery	trust	0.477	meithrinfa
mathematical	trust	0.477	mathemategol
frank	trust	0.477	ffrewyll
signature	trust	0.477	llofnod
policeman	trust	0.477	plismon
episcopal	trust	0.477	esgobol
pastor	trust	0.477	gweinidog
eagerness	trust	0.469	awydd
mighty	trust	0.469	nerthol
recruits	trust	0.469	recriwtiaid
tribune	trust	0.469	tribiwn
author	trust	0.469	awdur
effective	trust	0.469	effeithiol
intended	trust	0.469	bwriadedig
passion	trust	0.469	angerdd
religion	trust	0.469	crefydd
flagship	trust	0.469	blaenllaw
immerse	trust	0.469	ymgolli
capacity	trust	0.469	gallu
associate	trust	0.469	cyfeillach
cashier	trust	0.469	ariannwr
regal	trust	0.469	brenhinol
dove	trust	0.469	colomen
tutelage	trust	0.469	tutelage
underwrite	trust	0.469	tanysgrifennu
uncritical	trust	0.469	anfeirniadol
prefer	trust	0.469	well
instructor	trust	0.469	hyfforddwr
gain	trust	0.469	ennill
marshal	trust	0.469	marsial
judgment	trust	0.469	barn
judicious	trust	0.469	doeth
top	trust	0.469	brig
title	trust	0.469	teitl
vicar	trust	0.469	ficer
bridesmaid	trust	0.469	morwyn briodas
commission	trust	0.469	comisiwn
lifestyle	trust	0.461	ffordd o fyw
aunt	trust	0.461	modryb
attendant	trust	0.461	cynorthwyydd
enroll	trust	0.461	ymrestru
priesthood	trust	0.461	offeiriadaeth
trade	trust	0.461	masnach
crucial	trust	0.461	hollbwysig
moorings	trust	0.461	angorfeydd
kitten	trust	0.461	gath fach
medal	trust	0.461	medal
oblige	trust	0.461	gorfodi
manage	trust	0.461	rheoli
magnetic	trust	0.461	magnetig
custody	trust	0.461	dalfa
necessarily	trust	0.461	o reidrwydd
partake	trust	0.461	cymryd rhan
cautious	trust	0.461	gochel
consecration	trust	0.461	cysegru
courier	trust	0.461	negesydd
bank	trust	0.461	banc
lesson	trust	0.461	gwers
patriarchal	trust	0.461	patriarchaidd
eventually	trust	0.461	cyfrif
commerce	trust	0.461	masnach
contains	trust	0.461	yn y pen draw
theological	trust	0.461	diwinyddol
socially	trust	0.461	yn cynnwys
admitted	trust	0.461	cyfaddef
fortress	trust	0.461	caer
cathedral	trust	0.455	eglwys gadeiriol
deputy	trust	0.453	dirprwy
commonplace	trust	0.453	cyffredin
puppy	trust	0.453	ci bach
president	trust	0.453	llywydd
finally	trust	0.453	yn olaf
governor	trust	0.453	llywodraethwr
synergistic	trust	0.453	synergaidd
excited	trust	0.453	cynhyrfus
encomium	trust	0.453	encomium
chart	trust	0.453	siart
perceive	trust	0.453	canfod
insulation	trust	0.453	inswleiddio
present	trust	0.453	bresennol
oasis	trust	0.453	gwerddon
eagle	trust	0.453	eryr
exchange	trust	0.453	cyfnewid
foresee	trust	0.453	rhagweld
strategist	trust	0.453	strategydd
journeyman	trust	0.453	teithiwr
dawn	trust	0.453	gwawr
laud	trust	0.453	canmoliaeth
level	trust	0.453	lefel
chairwoman	trust	0.453	cadeirydd
tradesmen	trust	0.445	yn gymdeithasol
asserting	trust	0.445	yn haeru
negotiate	trust	0.445	trafod
sensual	trust	0.445	synhwyrus
chocolate	trust	0.445	siocled
crew	trust	0.445	criw
remains	trust	0.445	olion
dictum	trust	0.445	dictum
theorem	trust	0.445	theorem
sir	trust	0.445	syr
employ	trust	0.445	cyflogi
usual	trust	0.445	arferol
operation	trust	0.445	gweithrediad
magnify	trust	0.445	chwyddwch
director	trust	0.445	cyfarwyddwr
formula	trust	0.445	fformiwla
chemist	trust	0.445	fferyllydd
enliven	trust	0.445	bywiogi
chancellor	trust	0.445	canghellor
orthodoxy	trust	0.445	uniongrededd
lodging	trust	0.445	llety
exaltation	trust	0.445	dyrchafiad
lord	trust	0.445	arglwydd
handbook	trust	0.445	llawlyfr
bridegroom	trust	0.445	priodfab
matters	trust	0.445	masnachwyr
orchestra	trust	0.445	cerddorfa
impart	trust	0.445	rhannu
statistical	trust	0.445	ystadegol
indemnity	trust	0.445	indemniad
governess	trust	0.438	llywodraethwr
imagination	trust	0.438	dychymyg
butler	trust	0.438	bwtler
conformity	trust	0.438	cydymffurfiad
digit	trust	0.438	digid
comptroller	trust	0.438	rheolwr
economy	trust	0.438	economi
conveyancing	trust	0.438	trawsgludo
arbitrator	trust	0.438	cyflafareddwr
emphasize	trust	0.438	pwysleisio
exhaustive	trust	0.438	trwyadl
abbot	trust	0.438	abad
atone	trust	0.438	iawn
cabinet	trust	0.438	cabinet
merci	trust	0.438	materion
tandem	trust	0.438	tandem
elite	trust	0.438	elitaidd
inauguration	trust	0.438	urddo
elect	trust	0.438	etholedig
encore	trust	0.438	encore
villager	trust	0.438	pentrefwr
oracle	trust	0.438	oracl
fate	trust	0.438	tynged
sun	trust	0.438	haul
pay	trust	0.430	talu
base	trust	0.430	sylfaen
bridal	trust	0.430	priodasol
persuade	trust	0.430	perswadio
lender	trust	0.430	benthyciwr
playful	trust	0.430	chwareus
occupant	trust	0.430	preswylydd
impressionable	trust	0.430	argraffadwy
resources	trust	0.430	adnoddau
repay	trust	0.430	ad-dalu
toughness	trust	0.430	caledwch
rule	trust	0.430	rheol
elucidate	trust	0.430	eglurwch
utopian	trust	0.430	iwtopaidd
wealth	trust	0.430	cyfoeth
compact	trust	0.430	cryno
errand	trust	0.430	cyfeiliornad
simplify	trust	0.430	symleiddio
neutrality	trust	0.430	niwtraliaeth
count	trust	0.430	cyfrif
grit	trust	0.430	graean
differential	trust	0.430	gwahaniaethol
blanket	trust	0.430	blanced
hail	trust	0.430	cenllysg
deacon	trust	0.430	diacon
sentry	trust	0.430	sentry
bequest	trust	0.430	cymynrodd
disclosed	trust	0.430	datgelu
cop	trust	0.430	cop
circle	trust	0.430	cylch
grammar	trust	0.430	gramadeg
invite	trust	0.430	gwahodd
estimable	trust	0.430	amcangyfrifol
maintenance	trust	0.422	cynnal a chadw
supplication	trust	0.422	ymbil
fixed	trust	0.422	sefydlog
accountant	trust	0.422	cyfrifydd
sing	trust	0.422	canu
eulogize	trust	0.422	moliant
easiest	trust	0.422	merci
dealings	trust	0.422	delio
axiom	trust	0.422	axiom
enablement	trust	0.422	galluogi
diary	trust	0.422	Dyddiadur
trading	trust	0.422	masnachu
perennial	trust	0.422	lluosflwydd
primer	trust	0.422	preimiwr
truss	trust	0.422	trwst
travel	trust	0.422	teithio
apprentice	trust	0.422	prentis
hymn	trust	0.422	emyn
theocratic	trust	0.422	theocrataidd
forum	trust	0.422	fforwm
continue	trust	0.422	parhau
supremacy	trust	0.422	goruchafiaeth
wonderstruck	trust	0.422	mlk
probity	trust	0.422	uniondeb
parish	trust	0.422	plwyf
treat	trust	0.422	trin
respite	trust	0.422	seibiant
dominion	trust	0.422	arglwyddiaeth
antiseptic	trust	0.422	antiseptig
assignee	trust	0.422	aseinai
reconsideration	trust	0.422	ailystyried
intend	trust	0.422	bwriadu
shopkeeper	trust	0.422	siopwr
commodore	trust	0.414	commodor
fellas	trust	0.414	lesbiaid
routine	trust	0.414	arferol
cash	trust	0.414	arian parod
labor	trust	0.414	llafur
offering	trust	0.414	offrwm
specialize	trust	0.414	arbenigo
gazette	trust	0.414	gazette
choir	trust	0.414	côr
cogent	trust	0.414	cogent
deference	trust	0.414	parch
serve	trust	0.414	gwasanaethu
leap	trust	0.414	naid
preservative	trust	0.414	cadwolyn
akin	trust	0.414	yn debyg
amortization	trust	0.414	amorteiddiad
consort	trust	0.414	consort
salary	trust	0.414	cyflog
incline	trust	0.414	inclein
synod	trust	0.414	synod
gate	trust	0.414	porth
conglomerate	trust	0.414	conglomerate
kudos	trust	0.414	clod
reporter	trust	0.414	gohebydd
trainer	trust	0.414	hyfforddwr
athlete	trust	0.414	athletwr
privilege	trust	0.414	braint
rapt	trust	0.414	rapt
transaction	trust	0.414	trafodiad
radar	trust	0.406	radar
judged	trust	0.406	barnu
legislator	trust	0.406	deddfwr
dermatologist	trust	0.406	dermatolegydd
executor	trust	0.406	ysgutor
system	trust	0.406	system
budget	trust	0.406	cyllideb
trophy	trust	0.406	tlws
tree	trust	0.406	coeden
leisure	trust	0.406	hamdden
fitting	trust	0.406	ffitio
glorify	trust	0.406	gogoneddu
sanction	trust	0.406	sancsiwn
reimbursement	trust	0.406	ad-daliad
extol	trust	0.406	mawrhydi
patrol	trust	0.406	patrôl
nation	trust	0.406	cenedl
linguist	trust	0.406	ieithydd
luxury	trust	0.406	moethusrwydd
abacus	trust	0.406	abacus
gentry	trust	0.398	bonedd
intense	trust	0.398	dwys
neutral	trust	0.398	niwtral
clearance	trust	0.398	clirio
paths	trust	0.398	jeremeia
iron	trust	0.398	haearn
ground	trust	0.398	ddaear
deluxe	trust	0.398	moethus
clan	trust	0.398	clan
climax	trust	0.398	uchafbwynt
electorate	trust	0.398	etholwyr
merchandise	trust	0.398	marsiandïaeth
favs	trust	0.398	hawsaf
eulogy	trust	0.398	moliant
yearning	trust	0.398	dyheu
explain	trust	0.398	eglurwch
journalism	trust	0.398	newyddiaduraeth
nest	trust	0.398	nyth
parietal	trust	0.398	parietal
fain	trust	0.398	fain
pursue	trust	0.398	ymlid
popular	trust	0.398	poblogaidd
barter	trust	0.398	ffeirio
glow	trust	0.398	llewyrch
depository	trust	0.398	storfa
quaint	trust	0.398	henaint
follower	trust	0.391	dilynwr
surrogate	trust	0.391	surrogate
grin	trust	0.391	gwenu
accounts	trust	0.391	cyfrifon
chandler	trust	0.391	chandler
star	trust	0.391	seren
regardless	trust	0.391	rhyfeddod
deal	trust	0.391	delio
armory	trust	0.391	arfogaeth
messenger	trust	0.391	negesydd
recline	trust	0.391	lledorwedd
escort	trust	0.391	hebryngwr
stages	trust	0.391	fellas
translation	trust	0.391	cyfieithiad
eulogistic	trust	0.391	moliant
intercession	trust	0.391	eiriolaeth
usher	trust	0.391	tywysydd
downright	trust	0.391	unionsyth
horse	trust	0.391	ceffyl
paean	trust	0.391	paean
homie	trust	0.391	aillanw
baggage	trust	0.391	bagiau
cube	trust	0.391	ciwb
label	trust	0.383	label
plaudit	trust	0.383	clod
lean	trust	0.383	heb lawer o fraster
culinary	trust	0.383	coginiol
larger	trust	0.383	mwy
bartender	trust	0.383	bartender
crisp	trust	0.383	crisp
faculty	trust	0.383	cyfadran
gage	trust	0.383	gage
curfew	trust	0.383	cyrffyw
fortune	trust	0.383	ffortiwn
bounty	trust	0.383	haelioni
leaning	trust	0.383	pwyso
reparation	trust	0.383	iawn
encomiastic	trust	0.383	encomiaidd
series	trust	0.383	cyfres
edited	trust	0.383	llwybrau
possess	trust	0.383	meddu
someday	trust	0.383	ffefrynnau
clapping	trust	0.375	clapio
cover	trust	0.375	gorchudd
sex	trust	0.375	rhyw
adjust	trust	0.375	addasu
bouquet	trust	0.375	tusw
picnic	trust	0.375	picnic
personalities	trust	0.375	cyfnodau
assessor	trust	0.375	aseswr
differences	trust	0.375	gwahaniaethau
general	trust	0.375	cyffredinol
confederate	trust	0.375	cydffederasiwn
desires	trust	0.375	beth bynnag
cosmopolitan	trust	0.367	cosmopolitan
manual	trust	0.367	llaw
dogma	trust	0.367	dogma
marine	trust	0.367	morol
pretty	trust	0.367	pert
nestle	trust	0.367	nyth
garrison	trust	0.367	garsiwn
throne	trust	0.367	orsedd
superstar	trust	0.367	seren wib
senate	trust	0.367	senedd
dolphin	trust	0.367	dolffin
bursary	trust	0.367	bwrsari
disclaim	trust	0.367	ymwadu
knickers	trust	0.367	gwicwyr
collateral	trust	0.367	cyfochrog
marrow	trust	0.367	mêr
bargain	trust	0.367	bargen
magnet	trust	0.367	magned
swell	trust	0.367	ymchwydd
bailiff	trust	0.367	beili
periodicity	trust	0.367	cyfnodoldeb
