English Word	Emotion	Emotion-Intensity-Score	Samoan Word
organization	surprise	0.125	faalapotopotoga
dolphin	surprise	0.117	dolfin
weight	surprise	0.117	mamafa
smile	surprise	0.117	ataata
sisterhood	surprise	0.109	usoga
cable	surprise	0.109	uaea
sunny	surprise	0.102	la
steady	surprise	0.094	mautu
peaceful	surprise	0.086	filemu
spa	surprise	0.086	spa
leisure	surprise	0.086	taimi paganoa
picnic	surprise	0.078	pikiniki
tree	surprise	0.078	laau
worm	surprise	0.055	anufe
truthfulness	trust	0.906	faamaoni
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	faatuatuaina
honor	trust	0.844	mamalu
honesty	trust	0.844	faamaoni
honest	trust	0.844	faamaoni
truth	trust	0.844	upu moni
truthful	trust	0.836	faamaoni
trusting	trust	0.836	faatuatuaina
brotherhood	trust	0.820	usoga
entrust	trust	0.812	tuuina atu
committed	trust	0.805	tuuto
loyalty	trust	0.805	faamaoni
integrity	trust	0.805	amiosa'o
honorable	trust	0.805	mamalu
trust	trust	0.805	faatuatuaina
credibility	trust	0.805	fa'amaoni
faithful	trust	0.797	faamaoni
sincere	trust	0.797	faamaoni
partnership	trust	0.789	faigapaaga
responsible	trust	0.789	tali atu
true	trust	0.789	moni
wisdom	trust	0.789	poto
verification	trust	0.781	fa'amaoniga
cooperative	trust	0.781	felagolagomai
vow	trust	0.781	tautoga
oath	trust	0.781	tautoga
respectable	trust	0.773	fa'aaloalo
sisterhood	trust	0.773	usoga
hero	trust	0.773	toa
credible	trust	0.773	talitonuina
promise	trust	0.773	folafolaga
verified	trust	0.773	fa'amaonia
qualified	trust	0.766	agavaa
authentication	trust	0.766	fa'amaoni
respected	trust	0.766	fa'aaloalo
compassion	trust	0.759	agaalofa
approval	trust	0.758	faamaoniga
moral	trust	0.758	amio lelei
reliability	trust	0.758	faatuatuaina
trusts	trust	0.758	faatuatuaina
safekeeping	trust	0.758	teu malu
reputable	trust	0.758	tauleleia
love	trust	0.758	alofa
friend	trust	0.750	uo
stable	trust	0.750	fale mautu
authentic	trust	0.750	moni
competence	trust	0.750	agavaa
safeguard	trust	0.750	malutaga
companion	trust	0.750	soa
advised	trust	0.750	fautuaina
respect	trust	0.750	faaaloalo
loyal	trust	0.750	faamaoni
genuine	trust	0.750	moni
friendships	trust	0.750	faatuatuaina
ally	trust	0.750	so'o
proven	trust	0.742	fa'amaonia
freedom	trust	0.742	saolotoga
respects	trust	0.742	faaaloalo
accepting	trust	0.742	faauoga
faith	trust	0.742	faatuatua
wholesome	trust	0.742	lelei
heartfelt	trust	0.734	mai le loto
unification	trust	0.734	fa'atasi
confirmation	trust	0.734	fa'amaoniga
protecting	trust	0.734	puipuia
reassurance	trust	0.734	fa'amautinoaga
trustee	trust	0.734	tausi mavaega
supporter	trust	0.734	lagolago
respectful	trust	0.734	fa'aaloalo
admirable	trust	0.734	mata'ina
fact	trust	0.727	mea moni
friendship	trust	0.727	faauoga
partners	trust	0.727	talia
confidentially	trust	0.727	fa'alilolilo
confident	trust	0.727	mautinoa
equality	trust	0.727	tutusa
alliance	trust	0.727	soofaatasi
credential	trust	0.727	fa'ailoga
believing	trust	0.727	talitonu
excellence	trust	0.727	tulaga silisili
agreement	trust	0.727	maliliega
closeness	trust	0.719	vavalalata
authenticate	trust	0.719	fa'amaoni
virtuous	trust	0.719	amio mama
intelligence	trust	0.719	atamai
kindred	trust	0.719	aiga
virtue	trust	0.719	amio lelei
honored	trust	0.719	mamalu
justice	trust	0.711	faamasinoga tonu
charitable	trust	0.711	alofa
determination	trust	0.711	naunautaiga
creditable	trust	0.711	aitalafu
consistency	trust	0.711	tumau
allegiance	trust	0.711	faamaoni
cooperation	trust	0.711	felagolagomai
guarantee	trust	0.711	fa'amaoniga
dedication	trust	0.711	tuuto
straightforward	trust	0.711	tuusao
cooperating	trust	0.711	felagolagomai
reliable	trust	0.703	faatuatuaina
nurture	trust	0.703	faafailele
mother	trust	0.703	tina
fulfilled	trust	0.703	faataunuuina
admiration	trust	0.703	faamemelo
mentor	trust	0.703	faufautua
guardianship	trust	0.703	leoleoga
assurance	trust	0.703	fa'amautinoaga
morality	trust	0.703	amio mama
motherhood	trust	0.703	tulaga faatina
innocent	trust	0.703	mama
reverence	trust	0.703	fa'aaloalo
sanctuary	trust	0.703	malumalu
friendliness	trust	0.703	uiga faauo
prepared	trust	0.703	saunia
admire	trust	0.703	faamemelo
protected	trust	0.703	puipuia
proof	trust	0.703	fa'amaoniga
bodyguard	trust	0.695	leoleo tino
skillful	trust	0.695	tomai
marriage	trust	0.695	faaipoipoga
allied	trust	0.695	fa'atasi
morals	trust	0.695	amio lelei
humanitarian	trust	0.695	fesoasoani alofa
pact	trust	0.695	feagaiga
courage	trust	0.695	lototele
accountable	trust	0.695	tali atu
agreeable	trust	0.695	malie
united	trust	0.695	lotogatasi
indestructible	trust	0.695	lē fa'aleagaina
approving	trust	0.695	fa'amaonia
guardian	trust	0.695	leoleo
compassionate	trust	0.695	agaalofa
scientist	trust	0.695	saienitisi
certified	trust	0.695	fa'amaonia
pledge	trust	0.688	tautoga
adviser	trust	0.688	faufautua
authenticity	trust	0.688	fa'amaoni
understanding	trust	0.688	malamalama
secure	trust	0.688	saogalemu
guidance	trust	0.688	taiala
monogamy	trust	0.688	monotaga
valor	trust	0.688	toa
solidity	trust	0.688	mautu
perfection	trust	0.688	atoatoa
believed	trust	0.688	talitonu
humanity	trust	0.688	tagata soifua
justifiable	trust	0.688	ta'uamiotonuina
competent	trust	0.688	agavaa
esteem	trust	0.688	fa'aaloalo
protector	trust	0.680	puipui
inspire	trust	0.680	musuia
hope	trust	0.680	faamoemoe
strongest	trust	0.680	paaga
expertise	trust	0.680	tomai
humble	trust	0.680	loto maulalo
indivisible	trust	0.680	lē mavaevae
official	trust	0.680	aloa'ia
affirm	trust	0.680	fa'amaonia
familiarity	trust	0.680	masani
confirmed	trust	0.680	fa'amaonia
diligence	trust	0.680	filiga
grandfather	trust	0.680	tamamatua
advocacy	trust	0.680	fautua
goodness	trust	0.680	agalelei
commendable	trust	0.680	viia
acceptance	trust	0.680	taliaina
diplomatic	trust	0.680	fa'amalo
leader	trust	0.680	taitai
confide	trust	0.680	ta'u atu
agreeing	trust	0.680	malie
approve	trust	0.680	fa'amaonia
professional	trust	0.680	faapolofesa
elders	trust	0.680	toeaina
confidential	trust	0.680	fa'alilolilo
faultless	trust	0.672	lē ponā
believes	trust	0.672	talia
sanctify	trust	0.672	faapaia
intelligent	trust	0.672	atamai
safe	trust	0.672	saogalemu
accepted	trust	0.672	sili ona malosi
dignity	trust	0.672	mamalu
unwavering	trust	0.672	lē maluelue
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	pule
cohesive	trust	0.672	fa'atasi
harmoniously	trust	0.672	fa'atasi
benevolence	trust	0.672	agalelei
healing	trust	0.672	faamalologa
accredited	trust	0.672	fa'amaonia
covenant	trust	0.672	feagaiga
accountability	trust	0.664	tali atu
team	trust	0.664	'au
authority	trust	0.664	pule
heroic	trust	0.664	lototoa
reliance	trust	0.664	fa'alagolago
expert	trust	0.664	tagata poto
communicate	trust	0.664	fesootai
spiritual	trust	0.664	faaleagaga
impeccable	trust	0.664	lē ponā
specialist	trust	0.664	fa'apitoa
affirmatively	trust	0.664	ioe
proficient	trust	0.664	tomai
fulfillment	trust	0.664	faataunuuina
advocate	trust	0.664	fautua
disciple	trust	0.664	soo
attestation	trust	0.664	fa'amaoniga
merit	trust	0.664	taualoa
supporting	trust	0.664	lagolago
ambassador	trust	0.664	amepasa
guidebook	trust	0.664	tusitaiala
accept	trust	0.664	talia
strengthening	trust	0.661	faamalosiau
holiness	trust	0.656	le paia
facts	trust	0.656	mea moni
warranty	trust	0.656	fa'amaonia
strength	trust	0.656	malosi
relationship	trust	0.656	mafutaga
defended	trust	0.656	puipuia
constancy	trust	0.656	tumau
favorable	trust	0.656	lelei
gentleman	trust	0.656	alii
counsel	trust	0.656	fautuaga
scientific	trust	0.656	faasaienisi
structure	trust	0.656	fausaga
elder	trust	0.656	toeaina
excellent	trust	0.656	lelei
achieve	trust	0.656	ausia
steadfast	trust	0.656	tutumau
familiar	trust	0.656	masani
proficiency	trust	0.656	tomai
supports	trust	0.656	talitonu
counselor	trust	0.648	faufautua
lovable	trust	0.648	alofagia
advisable	trust	0.648	fautuaina
agreed	trust	0.648	malie
heroism	trust	0.648	lototoa
rely	trust	0.648	fa'alagolago
uphold	trust	0.648	lagolago
brother	trust	0.648	tuagane
matrimony	trust	0.648	fa'aipoipoga
assuredly	trust	0.648	e mautinoa lava
peaceful	trust	0.648	filemu
saint	trust	0.648	tagata paia
unconditionally	trust	0.648	talia
solidarity	trust	0.648	lotogatasi
accepts	trust	0.648	lagolago
inspiration	trust	0.648	musumusuga
noble	trust	0.648	tamalii
successful	trust	0.648	manuia
harmony	trust	0.648	fealofani
protective	trust	0.648	puipuia
competency	trust	0.648	agavaa
comrade	trust	0.648	uo
academic	trust	0.648	a'oa'oga
assist	trust	0.648	fesoasoani
worthy	trust	0.643	agavaa
benefactor	trust	0.641	faimeaalofa
credence	trust	0.641	talitonuina
confidence	trust	0.641	mautinoa
relationships	trust	0.641	le faatuaoia
ordained	trust	0.641	faauuina
legal	trust	0.641	fa'aletulafono
champion	trust	0.641	siamupini
lawful	trust	0.641	fa'aletulafono
durability	trust	0.641	tumau
judiciary	trust	0.641	faamasinoga
doctor	trust	0.641	foma'i
loving	trust	0.641	alofa
assure	trust	0.641	mautinoa
establish	trust	0.641	faatuina
mamma	trust	0.641	tina
kind	trust	0.641	agalelei
unity	trust	0.641	lotogatasi
conscientious	trust	0.641	magafagafa
real	trust	0.641	moni
coexist	trust	0.641	ola faatasi
leading	trust	0.641	ta'ita'i
teacher	trust	0.641	faiaoga
intimate	trust	0.634	vavalalata
brotherly	trust	0.633	uso
physician	trust	0.633	foma'i
judicial	trust	0.633	faamasinoga
saintly	trust	0.633	paia
aspiration	trust	0.633	moomooga
conscience	trust	0.633	lotofuatiaifo
therapeutic	trust	0.633	togafitiga
fidelity	trust	0.633	faamaoni
soundness	trust	0.633	lelei
important	trust	0.633	taua
homage	trust	0.633	fa'aaloalo
legitimacy	trust	0.633	fa'aletulafono
fortitude	trust	0.633	malosi
deepest	trust	0.633	mafutaga
approved	trust	0.633	faamaonia
courageous	trust	0.633	lototetele
devotional	trust	0.633	faigalotu
endorse	trust	0.633	fa'amaonia
backbone	trust	0.633	ivi tua
authorize	trust	0.633	faataga
practiced	trust	0.633	faataitai
sanctification	trust	0.633	faapaiaga
hopeful	trust	0.633	fa'amoemoe
convincing	trust	0.633	faatalitonuina
bless	trust	0.633	faamanuia
angel	trust	0.625	agelu
authorization	trust	0.625	faatagaga
assured	trust	0.625	mautinoa
purify	trust	0.625	fa'amamā
caretaker	trust	0.625	tausi
regard	trust	0.625	manatu
profound	trust	0.625	loloto
achievement	trust	0.625	ausia
evident	trust	0.625	manino
positivity	trust	0.625	manatu lelei
communication	trust	0.625	fesootaiga
professorship	trust	0.625	faapolofesa
blessing	trust	0.625	fa'amanuiaga
beliefs	trust	0.625	loloto
encourage	trust	0.625	faamalosiau
fireman	trust	0.625	tagata tineimu
majestic	trust	0.625	mamalu
civilized	trust	0.625	malamalama
certify	trust	0.625	fa'amaonia
wonderful	trust	0.625	matagofie
engaged	trust	0.625	faamau
accurate	trust	0.625	sa'o
approvement	trust	0.617	faamaoniga
optimism	trust	0.617	fa'amoemoe
planning	trust	0.617	fuafuaga
believer	trust	0.617	tagata talitonu
advice	trust	0.617	fautuaga
commend	trust	0.617	faamalo
gospel	trust	0.617	tala lelei
objective	trust	0.617	fa'amoemoega
rational	trust	0.617	mafaufau lelei
cherish	trust	0.617	faapelepele
constantly	trust	0.617	e le aunoa
haven	trust	0.617	malutaga
fundamental	trust	0.617	faavae
bedrock	trust	0.617	papa maa
accord	trust	0.617	malie
triumphant	trust	0.617	manumalo
surety	trust	0.617	mautinoa
testament	trust	0.617	feagaiga
absolution	trust	0.617	faamagaloga
truce	trust	0.617	filemu
reassure	trust	0.617	fa'amautinoa
appreciation	trust	0.617	talisapaia
qualities	trust	0.617	uiga lelei
passionate	trust	0.617	naunau
good	trust	0.617	lelei
unimpeachable	trust	0.617	lē fa'asalaina
corroborate	trust	0.617	fa'amaonia
thoughtful	trust	0.617	magafagafa
heroine	trust	0.617	heroine
teach	trust	0.617	aoao atu
god	trust	0.617	atua
attentive	trust	0.617	fa'alogo lelei
scripture	trust	0.609	mau
civilization	trust	0.609	malo
magnificence	trust	0.609	matagofie
recommend	trust	0.609	fautuaina
progression	trust	0.609	alualu i luma
steward	trust	0.609	tausimea
purification	trust	0.609	fa'amamāina
patron	trust	0.609	patron
praiseworthy	trust	0.609	viia
heal	trust	0.609	faamalolo
considerate	trust	0.609	magafagafa
blessings	trust	0.609	faamanuiaga
mediator	trust	0.609	puluvaga
babysitter	trust	0.609	tausi tama
notary	trust	0.609	notari
awareness	trust	0.609	malamalama
vetted	trust	0.609	talitonuga
excel	trust	0.609	sili
happy	trust	0.609	fiafia
praise	trust	0.609	viiga
brilliant	trust	0.609	pupula
liking	trust	0.609	fiafia
definitive	trust	0.609	mautinoa
comfort	trust	0.609	fa'amafanafanaga
officer	trust	0.609	ofisa
peace	trust	0.602	filemu
serenity	trust	0.602	toafilemu
unquestionable	trust	0.602	e le fesiligia
embrace	trust	0.602	opogi
identify	trust	0.602	faailoa
inspired	trust	0.602	musuia
steady	trust	0.602	mautu
nun	trust	0.602	nun
guarded	trust	0.602	leoleoina
symmetry	trust	0.602	foliga tutusa
mainstay	trust	0.602	autu
fulfill	trust	0.602	faataunuuina
humility	trust	0.602	loto maulalo
helpful	trust	0.602	fesoasoani
transcendence	trust	0.602	fa'asilisili
unconditional	trust	0.602	lē faatuaoia
brave	trust	0.602	lototoa
brighten	trust	0.602	susulu
experienced	trust	0.602	poto masani
enlightenment	trust	0.602	malamalama
sympathetic	trust	0.602	tigaalofa
witness	trust	0.602	molimau
vigilant	trust	0.594	mataala
ministry	trust	0.594	faiva
admiral	trust	0.594	faamemelo
vigilance	trust	0.594	mataala
depend	trust	0.594	faalagolago
generosity	trust	0.594	agalelei
befriend	trust	0.594	faauo
complimentary	trust	0.594	fa'afetai
assessment	trust	0.594	iloiloga
fairly	trust	0.594	sa'o
enlighten	trust	0.594	fa'amalamalamaina
strengthen	trust	0.594	faamalosia
nurse	trust	0.594	tausimai
endowment	trust	0.594	faaeega paia
visionary	trust	0.594	va'ai
praised	trust	0.594	viia
eminence	trust	0.594	mamalu
marry	trust	0.594	faaipoipo
generous	trust	0.594	agalelei
gratitude	trust	0.594	faafetai
sage	trust	0.594	sage
tranquility	trust	0.594	to'afilemu
openly	trust	0.594	fa'aaliali
grant	trust	0.594	foa'i
spouse	trust	0.594	to'alua
philanthropic	trust	0.594	agalelei
regent	trust	0.594	pulepule
substantiate	trust	0.594	fa'amaonia
commendation	trust	0.594	faamālō
council	trust	0.594	fono
efficient	trust	0.594	lelei
sweetheart	trust	0.589	manamea
bylaw	trust	0.586	tulafono
magnificent	trust	0.586	matagofie
designation	trust	0.586	fa'ailoga
godly	trust	0.586	amioatua
seniority	trust	0.586	tulaga sinia
conservation	trust	0.586	faasao
educational	trust	0.586	a'oa'oga
rooted	trust	0.586	maua'a
inheritance	trust	0.586	tofi
diplomacy	trust	0.586	tipiloma
mate	trust	0.586	paaga
convince	trust	0.586	faatalitonu
unfailing	trust	0.586	e le uma
share	trust	0.586	faasoa
monk	trust	0.586	monike
constitutional	trust	0.586	fa'avae
lovely	trust	0.586	matagofie
compliance	trust	0.586	tausisia
attest	trust	0.586	fa'amaonia
victory	trust	0.586	manumalo
serene	trust	0.586	filemu
checklist	trust	0.586	lisi siaki
husbandry	trust	0.586	fa'ato'aga
enjoying	trust	0.586	fiafia
revere	trust	0.586	fa'aaloalo
tribe	trust	0.586	ituaiga
meritorious	trust	0.586	tauleleia
joyful	trust	0.586	fiafia
delegate	trust	0.586	suitulaga
helper	trust	0.586	fesoasoani
angelic	trust	0.586	agelu
ambition	trust	0.586	fa'anaunauta'iga
father	trust	0.586	tama
acclaim	trust	0.586	viia
testimony	trust	0.586	molimau
collectively	trust	0.586	fa'atasi
sobriety	trust	0.586	fa'atotonugalemu
prestige	trust	0.586	mamalu
firmness	trust	0.586	mausali
structural	trust	0.578	fausaga
impartiality	trust	0.578	le fa'aituau
navigator	trust	0.578	tautai
judge	trust	0.578	faamasino
shelter	trust	0.578	malutaga
coexisting	trust	0.578	ola faatasi
unquestioned	trust	0.578	e le fesiligia
careful	trust	0.578	fa'aeteete
obey	trust	0.578	usita'i
professor	trust	0.578	polofesa
convinced	trust	0.578	talitonuina
communion	trust	0.578	mafutaga
cheerfulness	trust	0.578	fiafia
inviting	trust	0.578	valaaulia
irrefutable	trust	0.578	e le mafai ona tete'e
commandant	trust	0.578	ta'ita'i
smile	trust	0.578	ataata
authoritative	trust	0.578	pule
philanthropist	trust	0.578	tagata alofa
legalized	trust	0.578	fa'atulafonoina
adore	trust	0.578	faamemelo
upright	trust	0.578	sa'o
revival	trust	0.578	toe faafouga
dutiful	trust	0.578	fa'amaoni
watchdog	trust	0.578	ta'ifau leoleo
apostle	trust	0.570	aposetolo
volunteers	trust	0.570	volenitia
immaculate	trust	0.570	le mama
adhering	trust	0.570	pipi'i
unquestionably	trust	0.570	e le fesiligia
advise	trust	0.570	fautua
punctual	trust	0.570	tausi taimi
consult	trust	0.570	feutagai
ordinance	trust	0.570	sauniga
complement	trust	0.570	fa'atasi
modest	trust	0.570	tauagafau
everlasting	trust	0.570	e faavavau
compass	trust	0.570	tapasa
heavenly	trust	0.570	faalelagi
determinate	trust	0.570	mautu
counsellor	trust	0.570	faufautua
abundance	trust	0.570	tele
guide	trust	0.570	taiala
earned	trust	0.570	su'esu'eina
pedigree	trust	0.570	gafa
relative	trust	0.570	aiga
principal	trust	0.570	puleaoga
plausible	trust	0.570	talafeagai
collaborator	trust	0.570	tagata galulue faatasi
connective	trust	0.570	fa'atasi
corroboration	trust	0.570	fa'amaoniga
insure	trust	0.570	inisiua
pilot	trust	0.570	pailate
unequivocal	trust	0.570	fa'amaoni
matron	trust	0.570	matron
cuddle	trust	0.570	fusi
measured	trust	0.570	fuaina
fort	trust	0.562	olo
treasurer	trust	0.562	teutupe
apostolic	trust	0.562	faaaposetolo
save	trust	0.562	faaola
frankness	trust	0.562	fa'amaoni
insight	trust	0.562	malamalama
admit	trust	0.562	ta'utino atu
earn	trust	0.562	maua
remarkable	trust	0.562	ofoofogia
strong	trust	0.562	malosi
content	trust	0.562	anotusi
vitality	trust	0.562	malosi
prize	trust	0.562	taui
vigorous	trust	0.562	malosi
congregation	trust	0.562	faapotopotoga
uplift	trust	0.562	siitia
spotless	trust	0.562	lē ponā
devout	trust	0.562	faamaoni
soothing	trust	0.562	fa'afilemu
miracle	trust	0.562	vavega
cohesion	trust	0.562	fa'atasi
lovemaking	trust	0.562	alofa
curable	trust	0.562	mafai ona fofo
pleasant	trust	0.562	manaia
jury	trust	0.562	fa'amasino
pertinent	trust	0.562	talafeagai
succeeding	trust	0.562	manuia
concordance	trust	0.562	fa'atasiga
jurist	trust	0.562	faamasino
applaud	trust	0.562	patipati
ordination	trust	0.562	faauuina
compensate	trust	0.562	taui
patience	trust	0.555	onosai
mediate	trust	0.555	faufautua
coach	trust	0.555	faiaoga
illumination	trust	0.555	fa'amalamalamaga
cultivate	trust	0.555	fa'ato'a
providing	trust	0.555	saunia
precedence	trust	0.555	fa'amuamua
exalt	trust	0.555	faaeaina
succeed	trust	0.555	manuia
inclusion	trust	0.555	aofia ai
meditate	trust	0.555	mafaufau loloto
coalesce	trust	0.555	fa'atasi
betrothed	trust	0.555	fa'aipoipo
midwife	trust	0.555	faatosaga
veteran	trust	0.555	tagata matutua
destined	trust	0.555	fa'amoemoe
auditor	trust	0.555	suetusi
privacy	trust	0.555	fa'alilolilo
restorative	trust	0.555	toe fa'afo'isia
influential	trust	0.555	faatosina
impartial	trust	0.555	lē fa'aituau
discretion	trust	0.555	faautautaga
foresight	trust	0.555	tofa mamao
congruence	trust	0.555	fetaui lelei
worship	trust	0.555	tapuai
constant	trust	0.555	tumau
reunion	trust	0.555	toe feiloa'i
intuition	trust	0.555	malamalama
reconciliation	trust	0.555	faaleleiga
ambulance	trust	0.555	ta'avale a le falema'i
defender	trust	0.555	tagata puipui
greatness	trust	0.555	silisiliese
buddy	trust	0.555	uo
vote	trust	0.555	palota
physicist	trust	0.555	physicist
prophet	trust	0.555	perofeta
prevalent	trust	0.547	taatele
eyewitness	trust	0.547	molimau vaaitino
durable	trust	0.547	tumau
prudent	trust	0.547	faautauta
securities	trust	0.547	faamalumaluga
salvation	trust	0.547	fa'aolataga
govern	trust	0.547	pulea
law	trust	0.547	tulafono
proud	trust	0.547	mimita
cheer	trust	0.547	fiafia
reinforcement	trust	0.547	faamalosiau
promises	trust	0.547	maua
invocation	trust	0.547	tatalo
provide	trust	0.547	saunia
friendly	trust	0.547	faauo
commanding	trust	0.547	fa'atonu
temperate	trust	0.547	taupulepule
conciliation	trust	0.547	faaleleiga
convent	trust	0.547	taupulega
heritage	trust	0.547	measina
independence	trust	0.547	tutoatasi
rejoice	trust	0.547	olioli
engaging	trust	0.547	auai
readiness	trust	0.547	saunia
registry	trust	0.547	resitala
statement	trust	0.547	fa'amatalaga
