English Word	Emotion	Emotion-Intensity-Score	Galician Word
epidemic	surprise	0.648	epidemia
violent	surprise	0.648	violento
disruption	surprise	0.648	interrupción
amazingly	surprise	0.648	sorprendentemente
mutiny	surprise	0.648	motín
spellbound	surprise	0.648	feitizo
cyclone	surprise	0.648	ciclón
unsuspecting	surprise	0.648	sen sospeitar
attacking	surprise	0.648	atacando
unintended	surprise	0.648	non intencionado
shout	surprise	0.641	berrar
indescribable	surprise	0.641	indescriptible
tumult	surprise	0.641	tumulto
improvisation	surprise	0.641	improvisación
wildfire	surprise	0.641	incendio forestal
excitation	surprise	0.641	excitación
screech	surprise	0.641	berrar
enthusiasm	surprise	0.641	entusiasmo
uncertain	surprise	0.633	incerto
plunder	surprise	0.633	espolio
gape	surprise	0.633	boquear
treachery	surprise	0.633	aleivosía
agape	surprise	0.633	ágape
anomaly	surprise	0.633	anomalía
presto	surprise	0.633	presto
apparition	surprise	0.633	aparición
wonderment	surprise	0.625	asombro
slaughtering	surprise	0.625	matanza
trick	surprise	0.625	truco
mystery	surprise	0.625	misterio
murderous	surprise	0.625	asasino
distress	surprise	0.625	angustia
sorcery	surprise	0.625	feiticería
excited	surprise	0.625	emocionado
tempest	surprise	0.625	tempestade
urgency	surprise	0.625	urxencia
inimaginable	surprise	0.617	inimaxinable
intrusive	surprise	0.617	intrusivo
quickness	surprise	0.617	rapidez
intense	surprise	0.617	intenso
trickery	surprise	0.617	engaño
vanish	surprise	0.617	desaparecer
prank	surprise	0.617	broma
murder	surprise	0.617	asasinato
thief	surprise	0.609	ladroa
blindfold	surprise	0.609	venda dos ollos
unstable	surprise	0.609	inestable
strangle	surprise	0.609	estrangular
coup	surprise	0.609	golpe de estado
magical	surprise	0.609	máxico
shatter	surprise	0.609	esnaquizar
splash	surprise	0.609	salpicar
stupor	surprise	0.602	estupor
inconceivable	surprise	0.602	inconcibible
betray	surprise	0.602	traizoar
defy	surprise	0.602	desafiar
jubilee	surprise	0.602	xubileo
assail	surprise	0.602	asaltar
deluge	surprise	0.602	diluvio
tackle	surprise	0.602	abordar
monstrosity	surprise	0.594	monstruosidade
lightning	surprise	0.594	lóstrego
stupendous	surprise	0.594	estupendo
shrill	surprise	0.594	estridente
mishap	surprise	0.594	contratempo
alerts	surprise	0.594	alertas
mysterious	surprise	0.586	misterioso
randomly	surprise	0.586	aleatoriamente
wild	surprise	0.586	salvaxe
deceit	surprise	0.586	engano
bonus	surprise	0.586	bonificación
pitfall	surprise	0.586	trampa
uncanny	surprise	0.586	estraño
wondrous	surprise	0.586	marabilloso
premature	surprise	0.578	prematuro
stagger	surprise	0.578	cambalear
rejoicing	surprise	0.578	alegrándose
godsend	surprise	0.578	bendición
jubilant	surprise	0.578	xúbilo
electric	surprise	0.578	eléctrico
raving	surprise	0.578	delirando
bizarre	surprise	0.578	estraño
death	surprise	0.578	morte
fluke	surprise	0.578	casualidade
oddity	surprise	0.578	estrañeza
dynamic	surprise	0.570	dinámico
dismay	surprise	0.570	consternación
revenge	surprise	0.570	vinganza
nefarious	surprise	0.562	nefasto
fascinate	surprise	0.562	Abraiar
jerk	surprise	0.562	parvo
ecstatic	surprise	0.562	extático
reward	surprise	0.562	recompensa
uncover	surprise	0.562	destapar
reappear	surprise	0.562	reaparecer
zany	surprise	0.555	tonto
whim	surprise	0.555	capricho
thaumaturgy	surprise	0.555	taumaturxia
conjure	surprise	0.555	conxurar
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	rescate
daze	surprise	0.547	aturdido
heroism	surprise	0.547	heroísmo
illuminate	surprise	0.547	iluminar
winner	surprise	0.547	gañador
ejaculation	surprise	0.547	exaculación
thwart	surprise	0.547	frustrar
rarity	surprise	0.547	rareza
unbridled	surprise	0.547	desenfreado
tantalizing	surprise	0.547	tentador
punch	surprise	0.539	golpe
cheer	surprise	0.539	ánimo
treason	surprise	0.539	traizón
violation	surprise	0.539	violación
celebration	surprise	0.539	celebración
illusion	surprise	0.539	ilusión
marvel	surprise	0.539	marabilloso
lucky	surprise	0.539	sorte
lunge	surprise	0.539	estocada
interrupt	surprise	0.539	interromper
insult	surprise	0.539	insulto
concealed	surprise	0.531	encuberto
snag	surprise	0.531	enganche
sensation	surprise	0.531	sensación
banger	surprise	0.531	banger
fearfully	surprise	0.531	con medo
affront	surprise	0.531	afrenta
jest	surprise	0.531	broma
undiscovered	surprise	0.523	sen descubrir
liberate	surprise	0.523	liberar
veer	surprise	0.523	virar
abandonment	surprise	0.523	abandono
immediacy	surprise	0.523	inmediatez
improvise	surprise	0.523	improvisar
victimized	surprise	0.523	victimizado
scorpion	surprise	0.523	escorpión
majestic	surprise	0.523	maxestoso
wonder	surprise	0.523	marabilla
rejoice	surprise	0.523	alegrarse
tickle	surprise	0.516	cóxegas
chance	surprise	0.516	oportunidade
yelp	surprise	0.516	berrar
howl	surprise	0.516	ouvear
stealthily	surprise	0.516	furtivamente
unintentionally	surprise	0.508	sen querer
magnificent	surprise	0.508	magnífico
reflex	surprise	0.508	reflexo
garish	surprise	0.508	chillona
transcendence	surprise	0.508	transcendencia
rave	surprise	0.508	rave
luck	surprise	0.508	sorte
swerve	surprise	0.508	virar
pop	surprise	0.508	pop
enliven	surprise	0.500	animar
slayer	surprise	0.500	asasino
remarkable	surprise	0.500	notable
infrequent	surprise	0.500	pouco frecuentes
pang	surprise	0.500	pang
erotic	surprise	0.500	erótico
misbehavior	surprise	0.500	mala conduta
diversion	surprise	0.500	diversión
heroic	surprise	0.500	heroico
alertness	surprise	0.500	alerta
marvelous	surprise	0.500	marabilloso
fainting	surprise	0.500	desmaio
embarrassment	surprise	0.500	vergoña
nab	surprise	0.492	nab
birthday	surprise	0.492	aniversario
camouflage	surprise	0.492	camuflaxe
unutterable	surprise	0.492	indicible
chimera	surprise	0.492	quimera
trump	surprise	0.492	trunfo
decoy	surprise	0.492	señuelo
infarct	surprise	0.492	infarto
greatness	surprise	0.492	grandeza
exigent	surprise	0.492	esixente
prick	surprise	0.484	picar
variable	surprise	0.484	variable
curiosity	surprise	0.484	curiosidade
daemon	surprise	0.484	demo
inexpressible	surprise	0.484	inexpresable
magician	surprise	0.484	mago
underestimate	surprise	0.484	subestimar
fanfare	surprise	0.484	fanfarria
horde	surprise	0.484	horda
zeal	surprise	0.484	celo
incident	surprise	0.477	incidente
illumination	surprise	0.477	iluminación
chicane	surprise	0.477	chicana
sneeze	surprise	0.477	espirrar
subversive	surprise	0.477	subversivo
gawk	surprise	0.477	boquiabierto
fortune	surprise	0.477	fortuna
strange	surprise	0.477	estraño
dreadfully	surprise	0.477	terriblemente
unguarded	surprise	0.477	sen vixilancia
prowl	surprise	0.469	merodear
reversal	surprise	0.469	reversión
wizard	surprise	0.469	asistente
rapid	surprise	0.469	rápido
leery	surprise	0.469	receloso
break	surprise	0.461	romper
slip	surprise	0.461	escorregar
divergent	surprise	0.461	diverxente
hilarious	surprise	0.461	divertido
coincidence	surprise	0.461	coincidencia
subito	surprise	0.461	inmediatamente
overestimate	surprise	0.453	sobreestimar
ordeal	surprise	0.453	calvario
evanescence	surprise	0.453	evanescencia
merriment	surprise	0.453	alegría
raffle	surprise	0.453	sorteo
winning	surprise	0.453	gañando
wonderful	surprise	0.453	marabilloso
hoax	surprise	0.453	engano
confession	surprise	0.453	confesión
splendid	surprise	0.445	espléndido
stound	surprise	0.445	parou
perchance	surprise	0.445	quizais
excel	surprise	0.445	excel
enthusiast	surprise	0.445	entusiasta
gambling	surprise	0.445	xogos de azar
feat	surprise	0.445	feat
laughter	surprise	0.445	risas
brighten	surprise	0.438	iluminar
unique	surprise	0.438	único
senseless	surprise	0.438	sen sentido
changeable	surprise	0.438	cambiable
splendor	surprise	0.438	esplendor
rapt	surprise	0.438	arrebatado
unintentional	surprise	0.438	sen querer
fascination	surprise	0.430	fascinación
trepidation	surprise	0.430	trepidación
lawsuit	surprise	0.430	preito
gift	surprise	0.430	agasallo
stealthy	surprise	0.430	furtivo
fiesta	surprise	0.430	festa
intrigue	surprise	0.430	intriga
delighted	surprise	0.430	encantado
judgment	surprise	0.422	xuízo
stealth	surprise	0.422	furtivo
enchant	surprise	0.422	encantar
originality	surprise	0.422	orixinalidade
riddle	surprise	0.422	enigma
quicksilver	surprise	0.422	mercurio
illegitimate	surprise	0.414	ilexítimo
experiment	surprise	0.414	experimento
elusive	surprise	0.414	esquivo
syncope	surprise	0.414	síncope
liberation	surprise	0.414	liberación
spirits	surprise	0.414	espíritos
perjury	surprise	0.414	perxuro
veracity	surprise	0.414	veracidade
parade	surprise	0.406	desfile
applause	surprise	0.406	aplausos
inspired	surprise	0.406	inspirado
allure	surprise	0.406	encanto
eager	surprise	0.406	Ansioso
gambler	surprise	0.406	xogador
fete	surprise	0.406	festa
divorce	surprise	0.398	divorcio
guess	surprise	0.398	adiviña
princely	surprise	0.398	principesco
burlesque	surprise	0.398	burlesco
secrecy	surprise	0.398	segredo
incontinence	surprise	0.391	incontinencia
peri	surprise	0.391	peri
cheerful	surprise	0.391	alegre
hermaphrodite	surprise	0.391	hermafrodita
supremacy	surprise	0.391	supremacía
aspiration	surprise	0.391	aspiración
buck	surprise	0.383	dólar
lose	surprise	0.383	perder
cadaver	surprise	0.383	cadáver
crowning	surprise	0.383	coroación
praiseworthy	surprise	0.383	loable
inheritance	surprise	0.383	herdanza
score	surprise	0.383	puntuación
gulp	surprise	0.375	tragar
camouflaged	surprise	0.375	camuflado
advance	surprise	0.375	adiantado
succeed	surprise	0.375	ter éxito
frisky	surprise	0.375	xurro
mystic	surprise	0.375	místico
compliment	surprise	0.375	eloxio
hope	surprise	0.367	esperanza
joker	surprise	0.367	bromista
sparkle	surprise	0.367	brillo
excavation	surprise	0.367	escavación
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	entretemento
feeling	surprise	0.359	sentimento
modify	surprise	0.352	modificar
blessings	surprise	0.352	bendicións
newcomer	surprise	0.352	recén chegado
obit	surprise	0.352	obit
postponement	surprise	0.352	aprazamento
award	surprise	0.352	premio
clown	surprise	0.352	pallaso
highest	surprise	0.344	máis alto
hero	surprise	0.344	heroe
glorify	surprise	0.344	glorificar
proficiency	surprise	0.344	competencia
start	surprise	0.344	comezar
wonderfully	surprise	0.344	marabilloso
celebrity	surprise	0.344	celebridade
rekindle	surprise	0.336	reavivar
optimism	surprise	0.336	optimismo
sanctify	surprise	0.336	santificar
unbeaten	surprise	0.336	invicto
prodigious	surprise	0.336	prodixioso
grin	surprise	0.336	sorriso
memorable	surprise	0.336	memorable
warned	surprise	0.336	avisou
dissolution	surprise	0.336	disolución
hypertrophy	surprise	0.328	hipertrofia
admiration	surprise	0.328	admiración
examination	surprise	0.320	exame
angel	surprise	0.320	anxo
present	surprise	0.320	presente
catch	surprise	0.320	coller
hap	surprise	0.320	hap
saint	surprise	0.312	santo
embrace	surprise	0.312	abrazar
flirt	surprise	0.312	ligar
puma	surprise	0.312	puma
kiss	surprise	0.312	bico
liberty	surprise	0.312	liberdade
scrimmage	surprise	0.312	batida
treat	surprise	0.312	tratar
inaffable	surprise	0.312	inafable
occasional	surprise	0.312	ocasional
dismissal	surprise	0.312	despedimento
perfection	surprise	0.305	perfección
saintly	surprise	0.305	santo
gratify	surprise	0.305	gratificar
generosity	surprise	0.305	xenerosidade
sally	surprise	0.305	sally
palpable	surprise	0.297	palpable
finally	surprise	0.297	finalmente
differently	surprise	0.297	de forma diferente
polarity	surprise	0.297	polaridade
ceremony	surprise	0.297	cerimonia
favorable	surprise	0.297	favorable
larger	surprise	0.297	máis grande
warn	surprise	0.297	avisar
medal	surprise	0.289	medalla
romance	surprise	0.289	romance
inviting	surprise	0.289	invitando
greeting	surprise	0.289	saúdo
resignation	surprise	0.281	dimisión
accolade	surprise	0.281	eloxio
labor	surprise	0.281	laboral
candid	surprise	0.281	sincero
trip	surprise	0.281	viaxe
stare	surprise	0.273	mirar
admire	surprise	0.266	admirar
glimmer	surprise	0.266	brillo
playful	surprise	0.266	xoguetón
somatic	surprise	0.266	somático
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimetismo
insolvency	surprise	0.266	insolvencia
immerse	surprise	0.266	mergullarse
invite	surprise	0.266	invitar
compensate	surprise	0.266	compensar
receiving	surprise	0.258	recibindo
complement	surprise	0.258	complemento
chuckle	surprise	0.258	risa
laugh	surprise	0.258	rir
hypothesis	surprise	0.258	hipótese
honeymoon	surprise	0.250	lúa de mel
opera	surprise	0.242	ópera
pleasant	surprise	0.242	agradable
marry	surprise	0.242	casar
independence	surprise	0.242	independencia
chant	surprise	0.234	cantar
holiness	surprise	0.234	santidade
assessment	surprise	0.234	avaliación
rhythmical	surprise	0.234	rítmico
hopeful	surprise	0.234	esperanzado
leave	surprise	0.234	saír
trophy	surprise	0.234	trofeo
deal	surprise	0.227	trato
procession	surprise	0.227	procesión
placard	surprise	0.227	cartel
shopping	surprise	0.219	compras
musical	surprise	0.219	musical
cherish	surprise	0.219	apreciar
good	surprise	0.219	bo
dawn	surprise	0.211	amencer
simplify	surprise	0.211	simplificar
shell	surprise	0.211	cuncha
morals	surprise	0.203	moral
money	surprise	0.203	diñeiro
nullify	surprise	0.203	anular
purity	surprise	0.203	pureza
sweet	surprise	0.203	doce
synchronize	surprise	0.195	sincronizar
precious	surprise	0.195	precioso
humanitarian	surprise	0.195	humanitaria
preservative	surprise	0.195	conservante
unfulfilled	surprise	0.195	incumprido
obliging	surprise	0.188	obrigado
singularly	surprise	0.188	singularmente
graduation	surprise	0.180	graduación
foresee	surprise	0.180	prever
pray	surprise	0.180	rezar
lovely	surprise	0.180	encantador
thirst	surprise	0.172	sede
mouth	surprise	0.172	boca
youth	surprise	0.172	xuventude
sun	surprise	0.172	sol
art	surprise	0.172	art
goodness	surprise	0.164	bondade
latent	surprise	0.156	latente
visor	surprise	0.156	viseira
overdue	surprise	0.156	atrasado
practiced	surprise	0.156	practicado
loyal	surprise	0.148	leal
expect	surprise	0.148	esperar
wireless	surprise	0.148	sen fíos
destination	surprise	0.148	destino
infant	surprise	0.141	infantil
cream	surprise	0.141	crema
slush	surprise	0.141	granizado
quote	surprise	0.141	cita
playground	surprise	0.133	parque infantil
vote	surprise	0.125	votar
teach	surprise	0.125	ensinar
organization	surprise	0.125	organización
dolphin	surprise	0.117	Golfiño
weight	surprise	0.117	peso
smile	surprise	0.117	sorriso
sisterhood	surprise	0.109	irmandade
cable	surprise	0.109	cable
sunny	surprise	0.102	soleado
steady	surprise	0.094	estable
peaceful	surprise	0.086	pacífico
spa	surprise	0.086	balneario
leisure	surprise	0.086	lecer
picnic	surprise	0.078	picnic
tree	surprise	0.078	árbore
worm	surprise	0.055	verme
truthfulness	trust	0.906	veracidade
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	de confianza
honor	trust	0.844	honra
honesty	trust	0.844	honestidade
honest	trust	0.844	honesto
truth	trust	0.844	verdade
truthful	trust	0.836	veraz
trusting	trust	0.836	confiando
brotherhood	trust	0.820	Irmandade
entrust	trust	0.812	confiar
committed	trust	0.805	comprometido
loyalty	trust	0.805	lealdade
integrity	trust	0.805	integridade
honorable	trust	0.805	honrado
trust	trust	0.805	confiar
credibility	trust	0.805	credibilidade
faithful	trust	0.797	fiel
sincere	trust	0.797	sincero
partnership	trust	0.789	asociación
responsible	trust	0.789	responsable
true	trust	0.789	verdadeiro
wisdom	trust	0.789	sabedoría
verification	trust	0.781	verificación
cooperative	trust	0.781	cooperativa
vow	trust	0.781	voto
oath	trust	0.781	xuramento
respectable	trust	0.773	respectable
sisterhood	trust	0.773	irmandade
hero	trust	0.773	heroe
credible	trust	0.773	crible
promise	trust	0.773	promesa
verified	trust	0.773	verificado
qualified	trust	0.766	cualificado
authentication	trust	0.766	autenticación
respected	trust	0.766	respectado
compassion	trust	0.759	compaixón
approval	trust	0.758	aprobación
moral	trust	0.758	moral
reliability	trust	0.758	fiabilidade
trusts	trust	0.758	de confianza
safekeeping	trust	0.758	custodia
reputable	trust	0.758	reputado
love	trust	0.758	amor
friend	trust	0.750	amigo
stable	trust	0.750	estable
authentic	trust	0.750	auténtico
competence	trust	0.750	competencia
safeguard	trust	0.750	salvagarda
companion	trust	0.750	compañeiro
advised	trust	0.750	aconsellou
respect	trust	0.750	respecto
loyal	trust	0.750	leal
genuine	trust	0.750	xenuíno
friendships	trust	0.750	confianzas
ally	trust	0.750	aliado
proven	trust	0.742	comprobado
freedom	trust	0.742	liberdade
respects	trust	0.742	respectos
accepting	trust	0.742	amizades
faith	trust	0.742	fe
wholesome	trust	0.742	saudable
heartfelt	trust	0.734	de corazón
unification	trust	0.734	unificación
confirmation	trust	0.734	confirmación
protecting	trust	0.734	protexendo
reassurance	trust	0.734	tranquilidade
trustee	trust	0.734	administrador
supporter	trust	0.734	partidario
respectful	trust	0.734	respectuoso
admirable	trust	0.734	admirable
fact	trust	0.727	feito
friendship	trust	0.727	amizade
partners	trust	0.727	aceptando
confidentially	trust	0.727	confidencial
confident	trust	0.727	confiado
equality	trust	0.727	igualdade
alliance	trust	0.727	alianza
credential	trust	0.727	credencial
believing	trust	0.727	crendo
excellence	trust	0.727	excelencia
agreement	trust	0.727	acordo
closeness	trust	0.719	proximidade
authenticate	trust	0.719	autenticar
virtuous	trust	0.719	virtuoso
intelligence	trust	0.719	intelixencia
kindred	trust	0.719	parentesco
virtue	trust	0.719	virtude
honored	trust	0.719	honrado
justice	trust	0.711	xustiza
charitable	trust	0.711	caritativo
determination	trust	0.711	determinación
creditable	trust	0.711	acreditable
consistency	trust	0.711	consistencia
allegiance	trust	0.711	lealdade
cooperation	trust	0.711	cooperación
guarantee	trust	0.711	Garantía
dedication	trust	0.711	dedicación
straightforward	trust	0.711	sinxelo
cooperating	trust	0.711	cooperando
reliable	trust	0.703	fiable
nurture	trust	0.703	nutrir
mother	trust	0.703	nai
fulfilled	trust	0.703	cumprido
admiration	trust	0.703	admiración
mentor	trust	0.703	mentor
guardianship	trust	0.703	tutela
assurance	trust	0.703	garantía
morality	trust	0.703	moralidade
motherhood	trust	0.703	maternidade
innocent	trust	0.703	inocente
reverence	trust	0.703	reverencia
sanctuary	trust	0.703	santuario
friendliness	trust	0.703	amabilidade
prepared	trust	0.703	preparado
admire	trust	0.703	admirar
