English Word	Emotion	Emotion-Intensity-Score	Cebuano Word
admiral	trust	0.594	admiral
vigilance	trust	0.594	pagbantay
depend	trust	0.594	depende
generosity	trust	0.594	pagkamanggihatagon
befriend	trust	0.594	higala
complimentary	trust	0.594	komplimentaryo
assessment	trust	0.594	pagtasa
fairly	trust	0.594	patas
enlighten	trust	0.594	paglamdag
strengthen	trust	0.594	paglig-on
nurse	trust	0.594	nars
endowment	trust	0.594	endowment
visionary	trust	0.594	panan-awon
praised	trust	0.594	gidayeg
eminence	trust	0.594	pagkahalangdon
marry	trust	0.594	pagminyo
generous	trust	0.594	manggihatagon
gratitude	trust	0.594	pagpasalamat
sage	trust	0.594	maalamon
tranquility	trust	0.594	kalinaw
openly	trust	0.594	sa dayag
grant	trust	0.594	paghatag
spouse	trust	0.594	kapikas
philanthropic	trust	0.594	pilantropo
regent	trust	0.594	regent
substantiate	trust	0.594	pagmatuod
commendation	trust	0.594	pagdayeg
council	trust	0.594	konseho
efficient	trust	0.594	episyente
sweetheart	trust	0.589	hinigugma
bylaw	trust	0.586	balaod
magnificent	trust	0.586	halangdon
designation	trust	0.586	pagtudlo
godly	trust	0.586	diosnon
seniority	trust	0.586	pagkatigulang
conservation	trust	0.586	konserbasyon
educational	trust	0.586	edukasyonal
rooted	trust	0.586	nakagamot
inheritance	trust	0.586	kabilin
diplomacy	trust	0.586	diplomasya
mate	trust	0.586	kapikas
convince	trust	0.586	kombinsihon
unfailing	trust	0.586	dili mapakyas
share	trust	0.586	share
monk	trust	0.586	monghe
constitutional	trust	0.586	konstitusyonal
lovely	trust	0.586	nindot
compliance	trust	0.586	pagsunod
attest	trust	0.586	nagpamatuod
victory	trust	0.586	kadaugan
serene	trust	0.586	malinawon
checklist	trust	0.586	listahan
husbandry	trust	0.586	pagpanguma
enjoying	trust	0.586	nalingaw
revere	trust	0.586	pagtahud
tribe	trust	0.586	tribo
meritorious	trust	0.586	takus
joyful	trust	0.586	malipayon
delegate	trust	0.586	delegado
helper	trust	0.586	katabang
angelic	trust	0.586	angheliko
ambition	trust	0.586	ambisyon
father	trust	0.586	amahan
acclaim	trust	0.586	pagdayeg
testimony	trust	0.586	pagpamatuod
collectively	trust	0.586	kolektibo
sobriety	trust	0.586	kabuotan
prestige	trust	0.586	dungog
firmness	trust	0.586	kalig-on
structural	trust	0.578	structural
impartiality	trust	0.578	pagkadili-mapihigon
navigator	trust	0.578	nabigador
judge	trust	0.578	maghuhukom
shelter	trust	0.578	kapuy-an
coexisting	trust	0.578	nag-uban nga naglungtad
unquestioned	trust	0.578	walay pangutana
careful	trust	0.578	pag-amping
obey	trust	0.578	motuman
professor	trust	0.578	propesor
convinced	trust	0.578	kombinsido
communion	trust	0.578	panag-ambit
cheerfulness	trust	0.578	kasadya
inviting	trust	0.578	pagdapit
irrefutable	trust	0.578	dili malalis
commandant	trust	0.578	komandante
smile	trust	0.578	pahiyom
authoritative	trust	0.578	may awtoridad
philanthropist	trust	0.578	pilantropo
legalized	trust	0.578	gi-legalize
adore	trust	0.578	simbahon
upright	trust	0.578	barog
revival	trust	0.578	pagkabanhaw
dutiful	trust	0.578	matinabangon
watchdog	trust	0.578	tigbantay nga iro
apostle	trust	0.570	apostol
volunteers	trust	0.570	mga boluntaryo
immaculate	trust	0.570	putli
adhering	trust	0.570	pagsunod
unquestionably	trust	0.570	walay duhaduha
advise	trust	0.570	tambagi
punctual	trust	0.570	punctual
consult	trust	0.570	konsultaha
ordinance	trust	0.570	ordinansa
complement	trust	0.570	komplemento
modest	trust	0.570	makasaranganon
everlasting	trust	0.570	walay katapusan
compass	trust	0.570	kompas
heavenly	trust	0.570	langitnon
determinate	trust	0.570	determinado
counsellor	trust	0.570	magtatambag
abundance	trust	0.570	kadagaya
guide	trust	0.570	giya
earned	trust	0.570	gisusi
pedigree	trust	0.570	kaliwat
relative	trust	0.570	paryente
principal	trust	0.570	prinsipal
plausible	trust	0.570	katuohan
collaborator	trust	0.570	kolaborador
connective	trust	0.570	nagdugtong
corroboration	trust	0.570	corroboration
insure	trust	0.570	pagseguro
pilot	trust	0.570	piloto
unequivocal	trust	0.570	walay duhaduha
matron	trust	0.570	matrona
cuddle	trust	0.570	gakus
measured	trust	0.570	gisukod
fort	trust	0.562	kuta
treasurer	trust	0.562	treasurer
apostolic	trust	0.562	apostoliko
save	trust	0.562	pagluwas
frankness	trust	0.562	pagkaprangka
insight	trust	0.562	panabut
admit	trust	0.562	moangkon
earn	trust	0.562	mokita
remarkable	trust	0.562	talagsaon
strong	trust	0.562	lig-on
content	trust	0.562	sulod
vitality	trust	0.562	kalagsik
prize	trust	0.562	premyo
vigorous	trust	0.562	kusog
congregation	trust	0.562	kongregasyon
uplift	trust	0.562	pagbayaw
spotless	trust	0.562	walay buling
devout	trust	0.562	debotado
soothing	trust	0.562	makapahupay
miracle	trust	0.562	milagro
cohesion	trust	0.562	panaghiusa
lovemaking	trust	0.562	paghigugmaay
curable	trust	0.562	matambalan
pleasant	trust	0.562	makapahimuot
jury	trust	0.562	hurado
pertinent	trust	0.562	may kalabotan
succeeding	trust	0.562	nagmalampuson
concordance	trust	0.562	konkordansiya
jurist	trust	0.562	hukom
applaud	trust	0.562	palakpak
ordination	trust	0.562	ordinasyon
compensate	trust	0.562	bayad
patience	trust	0.555	pasensya
mediate	trust	0.555	magpataliwala
coach	trust	0.555	coach
illumination	trust	0.555	kahayag
cultivate	trust	0.555	pag-ugmad
providing	trust	0.555	paghatag
precedence	trust	0.555	pag-una
exalt	trust	0.555	pagbayaw
succeed	trust	0.555	molampos
inclusion	trust	0.555	paglakip
meditate	trust	0.555	mamalandong
coalesce	trust	0.555	maghiusa
betrothed	trust	0.555	kaslonon
midwife	trust	0.555	mananabang
veteran	trust	0.555	beterano
destined	trust	0.555	gitagana
auditor	trust	0.555	auditor
privacy	trust	0.555	pribasiya
restorative	trust	0.555	pagpasig-uli
influential	trust	0.555	impluwensyal
impartial	trust	0.555	walay gidapigan
discretion	trust	0.555	pagkabuotan
foresight	trust	0.555	panglantaw sa daan
congruence	trust	0.555	kauyonan
worship	trust	0.555	pagsimba
constant	trust	0.555	makanunayon
reunion	trust	0.555	reunion
intuition	trust	0.555	intuition
reconciliation	trust	0.555	pakig-uli
ambulance	trust	0.555	ambulansya
defender	trust	0.555	tigpanalipod
greatness	trust	0.555	kahalangdon
buddy	trust	0.555	higala
vote	trust	0.555	boto
physicist	trust	0.555	pisiko
prophet	trust	0.555	propeta
prevalent	trust	0.547	kaylap
eyewitness	trust	0.547	nakasaksi
durable	trust	0.547	lig-on
prudent	trust	0.547	maalamon
securities	trust	0.547	mga securities
salvation	trust	0.547	kaluwasan
govern	trust	0.547	pagdumala
law	trust	0.547	balaod
proud	trust	0.547	mapahitas-on
cheer	trust	0.547	lipaya
reinforcement	trust	0.547	pagpalig-on
promises	trust	0.547	nakaangkon
invocation	trust	0.547	pag-ampo
provide	trust	0.547	paghatag
friendly	trust	0.547	mahigalaon
commanding	trust	0.547	nagmando
temperate	trust	0.547	kasarangan
conciliation	trust	0.547	pakig-uli
convent	trust	0.547	kombento
heritage	trust	0.547	kabilin
independence	trust	0.547	kagawasan
rejoice	trust	0.547	magmaya
engaging	trust	0.547	pag-apil
readiness	trust	0.547	andam
registry	trust	0.547	rehistro
statement	trust	0.547	pahayag
liberty	trust	0.547	kagawasan
forgive	trust	0.547	pasayloa
ancestral	trust	0.547	katigulangan
impenetrable	trust	0.547	dili makalusot
choices	trust	0.539	mga saad
psalms	trust	0.539	mga salmo
majority	trust	0.539	kadaghanan
antidote	trust	0.539	tambal
tantamount	trust	0.539	susama
perfect	trust	0.539	perpekto
regularity	trust	0.539	regularidad
chronicle	trust	0.539	chronicle
ensemble	trust	0.539	ensemble
applause	trust	0.539	palakpak
obedience	trust	0.539	pagkamasinugtanon
aspiring	trust	0.539	nangandoy
watchman	trust	0.539	tigbantay
inimitable	trust	0.539	dili masundog
chastity	trust	0.539	kaputli
architecture	trust	0.539	arkitektura
stamina	trust	0.539	kalig-on
delightful	trust	0.539	makapalipay
exalted	trust	0.539	gibayaw
relevant	trust	0.539	may kalabutan
reinforcements	trust	0.539	reinforcements
proctor	trust	0.539	proctor
immovable	trust	0.539	dili matarug
instructions	trust	0.539	mga instruksyon
define	trust	0.539	ipasabot
uncensured	trust	0.539	walay pasaylo
institute	trust	0.539	institute
responsive	trust	0.539	mosanong
recovery	trust	0.539	pagkaayo
obliging	trust	0.539	obligado
obvious	trust	0.539	klaro
forefathers	trust	0.539	mga katigulangan
eager	trust	0.539	naghinamhinam
inoculation	trust	0.539	inoculation
admitting	trust	0.539	miangkon
memorable	trust	0.539	halandumon
hospital	trust	0.531	ospital
rescue	trust	0.531	pagluwas
deed	trust	0.531	buhat
princely	trust	0.531	prinsipe
retirement	trust	0.531	pagretiro
cradle	trust	0.531	duyan
immunization	trust	0.531	pagbakuna
bloom	trust	0.531	mamulak
candid	trust	0.531	prangka
evergreen	trust	0.531	evergreen
ballot	trust	0.531	balota
accompaniment	trust	0.531	duyog
verily	trust	0.531	sa pagkatinuod
inseparable	trust	0.531	dili mabulag
analyst	trust	0.531	analista
strive	trust	0.531	pagpaningkamot
dependent	trust	0.531	nagsalig
heavens	trust	0.531	mga langit
answerable	trust	0.531	matubag
school	trust	0.531	eskwelahan
terms	trust	0.531	termino
center	trust	0.531	sentro
firstborn	trust	0.531	panganay
transcript	trust	0.531	kopya
fraternal	trust	0.531	panag-igsoonay
omniscient	trust	0.531	kahibalo sa tanan
seal	trust	0.531	selyo
edification	trust	0.531	pagpalig-on
doubtless	trust	0.531	walay duhaduha
deliverance	trust	0.531	pagluwas
sponsor	trust	0.531	sponsor
expedient	trust	0.531	angay
bride	trust	0.531	pangasaw-onon
refuge	trust	0.531	dangpanan
approbation	trust	0.527	pagtugot
chaplain	trust	0.523	chaplain
laureate	trust	0.523	mananaog
liberate	trust	0.523	buhian
coronation	trust	0.523	koronasyon
adoration	trust	0.523	pagsimba
countenance	trust	0.523	panagway
honeymoon	trust	0.523	honeymoon
connoisseur	trust	0.523	eksperto
notable	trust	0.523	talalupangdon
benedictory	trust	0.523	benediktoryo
celebration	trust	0.523	selebrasyon
neighbor	trust	0.523	silingan
unbroken	trust	0.523	walay putol
award	trust	0.523	award
improvement	trust	0.523	kalamboan
hug	trust	0.523	gakos
graduation	trust	0.523	gradwasyon
correctness	trust	0.523	pagkahusto
winning	trust	0.523	nadaug
paragon	trust	0.523	paragon
ratify	trust	0.523	aprobahan
powerful	trust	0.523	gamhanan
elevation	trust	0.523	kahitas-an
commonwealth	trust	0.523	komonwelt
account	trust	0.523	asoy
unimpeached	trust	0.523	walay kapildihan
taught	trust	0.523	nagtudlo
salutary	trust	0.523	makaayo
captivate	trust	0.523	makabihag
dictionary	trust	0.523	diksiyonaryo
nobility	trust	0.523	pagkahalangdon
ourselves	trust	0.523	mga pagpili
feeling	trust	0.518	pagbati
amen	trust	0.516	amen
committee	trust	0.516	komite
reverie	trust	0.516	paghanduraw
deserve	trust	0.516	angay
fully	trust	0.516	hingpit
compliment	trust	0.516	pagdayeg
obstetrician	trust	0.516	obstetrician
enchanted	trust	0.516	nalamdagan
inform	trust	0.516	ipahibalo
association	trust	0.516	asosasyon
credit	trust	0.516	kredito
passwords	trust	0.516	atong kaugalingon
freely	trust	0.516	gawasnon
framework	trust	0.516	gambalay
nobleman	trust	0.516	halangdon nga tawo
formative	trust	0.516	maporma
tender	trust	0.516	malumo
measure	trust	0.516	sukod
advent	trust	0.516	pag-abot
management	trust	0.516	pagdumala
confession	trust	0.516	pagkumpisal
remedy	trust	0.516	tambal
sentinel	trust	0.516	sentinel
pray	trust	0.516	ampo
perpetuity	trust	0.516	kahangturan
tribunal	trust	0.516	hukmanan
minded	trust	0.516	hunahuna
organization	trust	0.516	organisasyon
predominant	trust	0.516	nag-una
volunteer	trust	0.509	boluntaryo
accolade	trust	0.508	pasidungog
courtship	trust	0.508	pagpangulitawo
patronage	trust	0.508	patronage
philosopher	trust	0.508	pilosopo
confessional	trust	0.508	kompisal
diversity	trust	0.508	pagkadaiya
virgin	trust	0.508	birhen
venerable	trust	0.508	talahuron
policy	trust	0.508	palisiya
intact	trust	0.508	buut
custodian	trust	0.508	tigbantay
automatic	trust	0.508	awtomatiko
unsurpassed	trust	0.508	dili hitupngan
shepherd	trust	0.508	magbalantay sa karnero
reward	trust	0.508	ganti
beautification	trust	0.508	pagpatahom
medical	trust	0.508	medikal
constable	trust	0.508	constable
forgiving	trust	0.508	mapasayloon
tolerance	trust	0.508	pagkamatugtanon
priest	trust	0.508	pari
enable	trust	0.508	makahimo
vouch	trust	0.508	pasalig
lieutenant	trust	0.508	tenyente
instruct	trust	0.508	pagtudlo
housewife	trust	0.508	asawa sa balay
admissible	trust	0.508	madawat
sovereign	trust	0.508	soberano
amour	trust	0.508	gugma
savor	trust	0.508	lami
darling	trust	0.500	palangga
related	trust	0.500	may kalabutan
infallibility	trust	0.500	pagkadili masayop
watchful	trust	0.500	mabinantayon
nerds	trust	0.500	mga password
instruction	trust	0.500	pagtudlo
doctrine	trust	0.500	doktrina
birth	trust	0.500	pagkatawo
timing	trust	0.500	timing
infinity	trust	0.500	walay katapusan
religions	trust	0.500	mga nerd
warden	trust	0.500	warden
optimist	trust	0.500	malaumon
apologetic	trust	0.500	pasayloa
gateway	trust	0.500	ganghaan
pontiff	trust	0.500	pontiff
alive	trust	0.500	buhi
indelible	trust	0.500	dili mapapas
personal	trust	0.500	personal
pious	trust	0.500	diosnon
majesty	trust	0.500	kamahalan
synchronize	trust	0.500	i-synchronize
guard	trust	0.500	bantay
retain	trust	0.500	magpabilin
romantic	trust	0.500	romantiko
superman	trust	0.500	superman
info	trust	0.500	impormasyon
backer	trust	0.500	tigpaluyo
undying	trust	0.500	walay kamatayon
vindication	trust	0.500	pagpanghimatuod
badge	trust	0.500	badge
treasure	trust	0.500	bahandi
guru	trust	0.500	magtutudlo
church	trust	0.492	simbahan
formality	trust	0.492	pormalidad
contributor	trust	0.492	kontribyutor
radiance	trust	0.492	kahayag
psalm	trust	0.492	salmo
laudatory	trust	0.492	pagdayeg
grandchildren	trust	0.492	mga apo
popularity	trust	0.492	pagkapopular
salute	trust	0.492	saludo
hosannah	trust	0.492	hosannah
attraction	trust	0.492	atraksyon
efforts	trust	0.492	paghukom
privy	trust	0.492	privy
improve	trust	0.492	sa pagpalambo sa
sheriff	trust	0.492	sheriff
chairman	trust	0.492	tsirman
judgement	trust	0.492	mga panultihon
harbor	trust	0.492	dunggoanan
elegance	trust	0.492	kaanindot
hardy	trust	0.492	lig-on
umpire	trust	0.492	umpire
constitute	trust	0.492	naglangkob
proverbs	trust	0.492	mga relihiyon
jubilant	trust	0.492	malipayon
aspire	trust	0.492	magtinguha
synonymous	trust	0.492	susama
inevitable	trust	0.492	dili kalikayan
musical	trust	0.492	musikal
spokesman	trust	0.492	tigpamaba
endow	trust	0.492	endow
fellow	trust	0.492	kauban
grow	trust	0.492	motubo
moderator	trust	0.492	moderator
enjoy	trust	0.484	malingaw
found	trust	0.484	nakit-an
armor	trust	0.484	hinagiban
colonel	trust	0.484	koronel
referee	trust	0.484	referee
favorite	trust	0.484	paborito
assembly	trust	0.484	asembliya
romance	trust	0.484	romansa
confess	trust	0.484	mokumpisal
sweet	trust	0.484	tam-is
crowning	trust	0.484	pagkorona
forecast	trust	0.484	panagna
affection	trust	0.484	pagbati
approbate	trust	0.484	giuyonan
path	trust	0.484	dalan
concord	trust	0.484	panag-uyon
police	trust	0.484	pulis
countryman	trust	0.484	kababayan
income	trust	0.484	kita
ranger	trust	0.484	ranger
depth	trust	0.484	giladmon
like	trust	0.484	sama sa
voucher	trust	0.484	voucher
diagnosis	trust	0.484	diagnosis
hire	trust	0.484	suhol
clean	trust	0.484	limpyo
laudation	trust	0.484	pagdayeg
arbiter	trust	0.484	arbiter
purely	trust	0.477	pulos
votive	trust	0.477	panaad
expect	trust	0.477	magdahum
glory	trust	0.477	himaya
counted	trust	0.477	mga paningkamot
apologize	trust	0.477	mangayo ug pasaylo
sterling	trust	0.477	sterling
word	trust	0.477	pulong
follow	trust	0.477	mosunod
sermon	trust	0.477	wali
consul	trust	0.477	konsul
calculator	trust	0.477	calculator
lamb	trust	0.477	nating karnero
veracity	trust	0.477	kamatuoran
matter	trust	0.477	butang
parliament	trust	0.477	parlamento
lover	trust	0.477	mahigugmaon
sacrifice	trust	0.477	sakripisyo
putative	trust	0.477	makataronganon
preponderance	trust	0.477	pagkalabaw
landmark	trust	0.477	landmark
nursery	trust	0.477	nursery
mathematical	trust	0.477	matematika
frank	trust	0.477	prangka
signature	trust	0.477	pirma
policeman	trust	0.477	pulis
episcopal	trust	0.477	obispo
pastor	trust	0.477	pastor
eagerness	trust	0.469	kahinam
mighty	trust	0.469	gamhanan
recruits	trust	0.469	mga rekrut
tribune	trust	0.469	tribune
author	trust	0.469	tagsulat
effective	trust	0.469	epektibo
intended	trust	0.469	gituyo
passion	trust	0.469	gugma
religion	trust	0.469	relihiyon
flagship	trust	0.469	flagship
immerse	trust	0.469	isawsaw
capacity	trust	0.469	kapasidad
associate	trust	0.469	kauban
cashier	trust	0.469	cashier
regal	trust	0.469	harianon
dove	trust	0.469	salampati
tutelage	trust	0.469	pagtudlo
underwrite	trust	0.469	underwrite
uncritical	trust	0.469	dili kritikal
prefer	trust	0.469	gusto
instructor	trust	0.469	instruktor
gain	trust	0.469	ganancia
marshal	trust	0.469	marshal
judgment	trust	0.469	paghukom
judicious	trust	0.469	maalamon
top	trust	0.469	ibabaw
title	trust	0.469	titulo
vicar	trust	0.469	vicar
bridesmaid	trust	0.469	bridesmaid
commission	trust	0.469	komisyon
lifestyle	trust	0.461	estilo sa kinabuhi
aunt	trust	0.461	iyaan
attendant	trust	0.461	tig-alagad
enroll	trust	0.461	magpalista
priesthood	trust	0.461	pagkapari
trade	trust	0.461	pamatigayon
crucial	trust	0.461	mahinungdanon
moorings	trust	0.461	mga mooring
kitten	trust	0.461	kuting
medal	trust	0.461	medalya
oblige	trust	0.461	obligado
manage	trust	0.461	pagdumala
magnetic	trust	0.461	magnetiko
custody	trust	0.461	kustodiya
necessarily	trust	0.461	kinahanglan
partake	trust	0.461	pag-ambit
cautious	trust	0.461	mabinantayon
consecration	trust	0.461	pagkonsagrar
courier	trust	0.461	courier
bank	trust	0.461	bangko
lesson	trust	0.461	leksyon
patriarchal	trust	0.461	patriyarkal
eventually	trust	0.461	giihap
commerce	trust	0.461	komersiyo
contains	trust	0.461	sa kadugayan
theological	trust	0.461	teolohiko
socially	trust	0.461	naglangkob
admitted	trust	0.461	miangkon
fortress	trust	0.461	kuta
cathedral	trust	0.455	katedral
deputy	trust	0.453	deputy
commonplace	trust	0.453	komon nga dapit
puppy	trust	0.453	itoy
president	trust	0.453	presidente
finally	trust	0.453	sa katapusan
governor	trust	0.453	gobernador
synergistic	trust	0.453	synergistic
excited	trust	0.453	naghinam-hinam
encomium	trust	0.453	encomium
chart	trust	0.453	tsart
perceive	trust	0.453	makasabot
insulation	trust	0.453	pagbulag
present	trust	0.453	presente
oasis	trust	0.453	oasis
eagle	trust	0.453	agila
exchange	trust	0.453	pagbayloay
foresee	trust	0.453	makalantaw
strategist	trust	0.453	strategist
journeyman	trust	0.453	manlalakbay
dawn	trust	0.453	kaadlawon
laud	trust	0.453	dayegon
level	trust	0.453	lebel
chairwoman	trust	0.453	chairwoman
tradesmen	trust	0.445	sosyal
asserting	trust	0.445	nagpahayag
negotiate	trust	0.445	makigsabot
sensual	trust	0.445	mahilayon
chocolate	trust	0.445	tsokolate
crew	trust	0.445	tripulante
remains	trust	0.445	nagpabilin
dictum	trust	0.445	dictum
theorem	trust	0.445	teorama
sir	trust	0.445	sir
employ	trust	0.445	nagpatrabaho
usual	trust	0.445	kasagaran
operation	trust	0.445	operasyon
magnify	trust	0.445	pagpadako
director	trust	0.445	direktor
formula	trust	0.445	pormula
chemist	trust	0.445	chemist
enliven	trust	0.445	makapabuhi
chancellor	trust	0.445	chancellor
orthodoxy	trust	0.445	orthodoxy
lodging	trust	0.445	kapuy-an
