English Word	Emotion	Emotion-Intensity-Score	Bulgarian Word
hail	trust	0.430	градушка
deacon	trust	0.430	дякон
sentry	trust	0.430	караул
bequest	trust	0.430	завещание
disclosed	trust	0.430	разкрит
cop	trust	0.430	ченге
circle	trust	0.430	кръг
grammar	trust	0.430	граматика
invite	trust	0.430	покани
estimable	trust	0.430	оценимо
maintenance	trust	0.422	поддръжка
supplication	trust	0.422	молба
fixed	trust	0.422	фиксирани
accountant	trust	0.422	касиер счетоводител
sing	trust	0.422	пея
eulogize	trust	0.422	възхвалявам
easiest	trust	0.422	мерси
dealings	trust	0.422	сделки
axiom	trust	0.422	аксиома
enablement	trust	0.422	позволение
diary	trust	0.422	дневник
trading	trust	0.422	търговия
perennial	trust	0.422	многогодишно растение
primer	trust	0.422	буквар
truss	trust	0.422	ферма
travel	trust	0.422	пътуване
apprentice	trust	0.422	чирак
hymn	trust	0.422	химн
theocratic	trust	0.422	теократичен
forum	trust	0.422	форум
continue	trust	0.422	продължи
supremacy	trust	0.422	надмощие
wonderstruck	trust	0.422	mlk
probity	trust	0.422	почтеност
parish	trust	0.422	енория
treat	trust	0.422	лечение
respite	trust	0.422	почивка
dominion	trust	0.422	владение
antiseptic	trust	0.422	антисептик
assignee	trust	0.422	цесионер
reconsideration	trust	0.422	преразглеждане
intend	trust	0.422	възнамерявам
shopkeeper	trust	0.422	магазинер
commodore	trust	0.414	комодор
fellas	trust	0.414	лесбийки
routine	trust	0.414	рутина
cash	trust	0.414	пари в брой
labor	trust	0.414	труд
offering	trust	0.414	предлагане
specialize	trust	0.414	специализират
gazette	trust	0.414	вестник
choir	trust	0.414	хор
cogent	trust	0.414	убедителен
deference	trust	0.414	уважение
serve	trust	0.414	сервирам
leap	trust	0.414	скок
preservative	trust	0.414	консервант
akin	trust	0.414	сроден
amortization	trust	0.414	амортизация
consort	trust	0.414	съпруг
salary	trust	0.414	заплата
incline	trust	0.414	наклон
synod	trust	0.414	синод
gate	trust	0.414	порта
conglomerate	trust	0.414	конгломерат
kudos	trust	0.414	похвала
reporter	trust	0.414	репортер
trainer	trust	0.414	треньор
athlete	trust	0.414	спортист
privilege	trust	0.414	привилегия
rapt	trust	0.414	увлечен
transaction	trust	0.414	сделка
radar	trust	0.406	радар
judged	trust	0.406	съдени
legislator	trust	0.406	законодател
dermatologist	trust	0.406	дерматолог
executor	trust	0.406	изпълнител
system	trust	0.406	система
budget	trust	0.406	бюджет
trophy	trust	0.406	трофей
tree	trust	0.406	дърво
leisure	trust	0.406	свободно време
fitting	trust	0.406	монтаж
glorify	trust	0.406	прославям
sanction	trust	0.406	санкция
reimbursement	trust	0.406	възстановяване на разходите
extol	trust	0.406	превъзнасям
patrol	trust	0.406	патрул
nation	trust	0.406	нация
linguist	trust	0.406	лингвист
luxury	trust	0.406	лукс
abacus	trust	0.406	Абак
gentry	trust	0.398	шляхта
intense	trust	0.398	интензивен
neutral	trust	0.398	неутрален
clearance	trust	0.398	клирънс
paths	trust	0.398	Йеремия
iron	trust	0.398	желязо
ground	trust	0.398	земята
deluxe	trust	0.398	луксозен
clan	trust	0.398	клан
climax	trust	0.398	кулминация
electorate	trust	0.398	електорат
merchandise	trust	0.398	стоки
favs	trust	0.398	най-лесно
eulogy	trust	0.398	хвалебствено слово
yearning	trust	0.398	копнеж
explain	trust	0.398	обясни
journalism	trust	0.398	журналистика
nest	trust	0.398	гнездо
parietal	trust	0.398	париетален
fain	trust	0.398	приятен
pursue	trust	0.398	преследвам
popular	trust	0.398	популярен
barter	trust	0.398	бартер
glow	trust	0.398	светят
depository	trust	0.398	депозитар
quaint	trust	0.398	странно
follower	trust	0.391	последовател
surrogate	trust	0.391	сурогат
grin	trust	0.391	усмивка
accounts	trust	0.391	сметки
chandler	trust	0.391	чандлър
star	trust	0.391	звезда
regardless	trust	0.391	удивено
deal	trust	0.391	сделка
armory	trust	0.391	оръжейна
messenger	trust	0.391	пратеник
recline	trust	0.391	облегнете се
escort	trust	0.391	ескорт
stages	trust	0.391	приятели
translation	trust	0.391	превод
eulogistic	trust	0.391	хвалебствен
intercession	trust	0.391	ходатайство
usher	trust	0.391	разпоредител
downright	trust	0.391	направо
horse	trust	0.391	кон
paean	trust	0.391	пеан
homie	trust	0.391	relancer
baggage	trust	0.391	багаж
cube	trust	0.391	куб
label	trust	0.383	етикет
plaudit	trust	0.383	аплодисменти
lean	trust	0.383	постно
culinary	trust	0.383	кулинарен
larger	trust	0.383	по-голям
bartender	trust	0.383	барман
crisp	trust	0.383	свеж
faculty	trust	0.383	факултет
gage	trust	0.383	измервателен уред
curfew	trust	0.383	полицейски час
fortune	trust	0.383	състояние
bounty	trust	0.383	награда
leaning	trust	0.383	облегнат
reparation	trust	0.383	репарация
encomiastic	trust	0.383	енкомиастичен
series	trust	0.383	серия
edited	trust	0.383	пътеки
possess	trust	0.383	притежавам
someday	trust	0.383	любими
clapping	trust	0.375	пляскане
cover	trust	0.375	Покрийте
sex	trust	0.375	секс
adjust	trust	0.375	коригирайте
bouquet	trust	0.375	букет
picnic	trust	0.375	пикник
personalities	trust	0.375	етапи
assessor	trust	0.375	оценител
differences	trust	0.375	различия
general	trust	0.375	общ
confederate	trust	0.375	конфедеративен
desires	trust	0.375	независимо от това
cosmopolitan	trust	0.367	космополитен
manual	trust	0.367	ръководство
dogma	trust	0.367	догма
marine	trust	0.367	морски
pretty	trust	0.367	красива
nestle	trust	0.367	загнездвам се
garrison	trust	0.367	гарнизон
throne	trust	0.367	трон
superstar	trust	0.367	супер звезда
senate	trust	0.367	сенат
dolphin	trust	0.367	делфин
bursary	trust	0.367	стипендия
disclaim	trust	0.367	отказ от отговорност
knickers	trust	0.367	кюлоти
collateral	trust	0.367	обезпечение
marrow	trust	0.367	костен мозък
bargain	trust	0.367	сделка
magnet	trust	0.367	магнит
swell	trust	0.367	набъбвам
bailiff	trust	0.367	съдебен изпълнител
periodicity	trust	0.367	периодичност
microscope	trust	0.367	микроскоп
money	trust	0.359	пари
green	trust	0.359	зелено
lettered	trust	0.359	с букви
fender	trust	0.359	калник
promo	trust	0.359	промо
dance	trust	0.359	танцувам
phalanx	trust	0.359	фаланга
privileged	trust	0.359	привилегировани
mortgagee	trust	0.359	ипотекарен кредитор
boomerang	trust	0.359	бумеранг
eulogium	trust	0.359	възхваляване
roadster	trust	0.359	роудстър
calls	trust	0.359	обаждания
circumstances	trust	0.359	обстоятелства
footing	trust	0.359	опора
stark	trust	0.359	ярък
vulnerable	trust	0.359	уязвими
fade	trust	0.359	избледняват
aga	trust	0.359	ага
maxim	trust	0.359	максима
suggest	trust	0.352	предполагам
banker	trust	0.352	банкер
crescendo	trust	0.352	кресчендо
administrative	trust	0.352	административен
laser	trust	0.352	лазер
show	trust	0.352	шоу
rave	trust	0.352	бълнувам
fuse	trust	0.352	предпазител
poll	trust	0.352	анкета
tactics	trust	0.352	тактика
seals	trust	0.352	уплътнения
font	trust	0.352	шрифт
attorney	trust	0.352	адвокат
axiomatic	trust	0.352	аксиоматичен
holder	trust	0.344	държач
purr	trust	0.344	мъркане
proviso	trust	0.344	уговорка
playground	trust	0.344	игрище
servant	trust	0.344	слуга
dame	trust	0.344	дама
lace	trust	0.344	дантела
weigh	trust	0.344	претеглям
dealt	trust	0.344	Колинс
petit	trust	0.344	приятелче
entertainment	trust	0.344	забавление
bounce	trust	0.344	отскачане
shoutout	trust	0.344	редактиран
clap	trust	0.344	ръкопляскане
endless	trust	0.344	безкраен
opera	trust	0.336	опера
estimation	trust	0.336	оценка
lens	trust	0.336	лещи
hairchalk	trust	0.336	някой ден
legislature	trust	0.336	законодателна власт
shoulder	trust	0.336	рамо
cement	trust	0.336	цимент
food	trust	0.336	храна
repute	trust	0.336	репутация
carol	trust	0.336	коледарска песен
county	trust	0.336	окръг
canons	trust	0.328	канони
gauging	trust	0.328	измерване
execution	trust	0.328	екзекуция
swear	trust	0.328	Закълни се
wear	trust	0.328	износване
theory	trust	0.328	теория
struggles	trust	0.328	желания
youll	trust	0.328	берминат
corporation	trust	0.328	корпорация
zeal	trust	0.328	ревност
unofficial	trust	0.320	неофициален
disposed	trust	0.320	изхвърлени
