English Word	Emotion	Emotion-Intensity-Score	Malagasy Word
chance	surprise	0.516	vintana
yelp	surprise	0.516	mitaraina
howl	surprise	0.516	midradradradrà
stealthily	surprise	0.516	mangina
unintentionally	surprise	0.508	tsy nahy
magnificent	surprise	0.508	asa lehibe
reflex	surprise	0.508	endriky
garish	surprise	0.508	garish
transcendence	surprise	0.508	Ny fahamboniana
rave	surprise	0.508	fiderana faran'izay tsara
luck	surprise	0.508	vintana
swerve	surprise	0.508	ihemorana
pop	surprise	0.508	tsapako
enliven	surprise	0.500	hiaina ao
slayer	surprise	0.500	an'izay nahafaty olona
remarkable	surprise	0.500	miavaka
infrequent	surprise	0.500	tsindraindray
pang	surprise	0.500	pang
erotic	surprise	0.500	manaitaitra
misbehavior	surprise	0.500	namela
diversion	surprise	0.500	fialamboly
heroic	surprise	0.500	be herim-po
alertness	surprise	0.500	mailo
marvelous	surprise	0.500	mahatalanjona
fainting	surprise	0.500	torana
embarrassment	surprise	0.500	menatra
nab	surprise	0.492	Kat
birthday	surprise	0.492	fitsingerenan'ny andro nahaterahana
camouflage	surprise	0.492	camouflage
unutterable	surprise	0.492	tsy azo tenenina
chimera	surprise	0.492	chimera
trump	surprise	0.492	trompetrany
decoy	surprise	0.492	fandrika
infarct	surprise	0.492	infarct
greatness	surprise	0.492	fahalehibiazana
exigent	surprise	0.492	ilaina
prick	surprise	0.484	mampahory koa
variable	surprise	0.484	miovaova
curiosity	surprise	0.484	te hahafanta-javatra
daemon	surprise	0.484	daemon
inexpressible	surprise	0.484	tsy hay lazaina
magician	surprise	0.484	mpanao ody
underestimate	surprise	0.484	tsinontsinoavina
fanfare	surprise	0.484	fanfare
horde	surprise	0.484	Horde
zeal	surprise	0.484	zotom-pony
incident	surprise	0.477	zava-nitranga
illumination	surprise	0.477	hazavana
chicane	surprise	0.477	chicane
sneeze	surprise	0.477	mievina
subversive	surprise	0.477	manakorontana
gawk	surprise	0.477	gawk
fortune	surprise	0.477	harena
strange	surprise	0.477	hafahafa
dreadfully	surprise	0.477	mahatsiravina
unguarded	surprise	0.477	niambina
prowl	surprise	0.469	Mihaza
reversal	surprise	0.469	izany fiovan-javatra
wizard	surprise	0.469	Magicien
rapid	surprise	0.469	haingana
leery	surprise	0.469	mamitaka
break	surprise	0.461	tapaka
slip	surprise	0.461	taratasy kely
divergent	surprise	0.461	divergent
hilarious	surprise	0.461	mahatsikaiky
coincidence	surprise	0.461	kisendrasendra
subito	surprise	0.461	subito
overestimate	surprise	0.453	manome lanja be loatra
ordeal	surprise	0.453	nanjo
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	firavoravoana
raffle	surprise	0.453	raffle
winning	surprise	0.453	mandresy
wonderful	surprise	0.453	mahagaga
hoax	surprise	0.453	fanambakana
confession	surprise	0.453	fiaiken-keloka
splendid	surprise	0.445	kanto
stound	surprise	0.445	mijoro
perchance	surprise	0.445	angamba
excel	surprise	0.445	excel
enthusiast	surprise	0.445	mafana fo
gambling	surprise	0.445	filokana
feat	surprise	0.445	feat
laughter	surprise	0.445	fihomehezana
brighten	surprise	0.438	miramirana
unique	surprise	0.438	tsy manam-paharoa
senseless	surprise	0.438	tsy misy antony
changeable	surprise	0.438	miovaova
splendor	surprise	0.438	famirapiratana
rapt	surprise	0.438	rapt
unintentional	surprise	0.438	tsy nahy
fascination	surprise	0.430	Mahaliana
trepidation	surprise	0.430	no nitebiteby
lawsuit	surprise	0.430	fitoriana
gift	surprise	0.430	FANOMEZANA
stealthy	surprise	0.430	tselika
fiesta	surprise	0.430	fety
intrigue	surprise	0.430	fiokoana
delighted	surprise	0.430	Finaritra
judgment	surprise	0.422	fitsarana
stealth	surprise	0.422	voromby
enchant	surprise	0.422	enchant
originality	surprise	0.422	originality
riddle	surprise	0.422	fampanonona
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	tsy ara-dalàna
experiment	surprise	0.414	andrana
elusive	surprise	0.414	eto an-tany
syncope	surprise	0.414	syncope
liberation	surprise	0.414	FAHAFAHANA
spirits	surprise	0.414	FANAHY
perjury	surprise	0.414	vavolombelona mandainga
veracity	surprise	0.414	fahamarinan'ilay
parade	surprise	0.406	matso
applause	surprise	0.406	tehaka
inspired	surprise	0.406	aingam-panahy
allure	surprise	0.406	fitaoman'ity
eager	surprise	0.406	te
gambler	surprise	0.406	mpiloka
fete	surprise	0.406	fête
divorce	surprise	0.398	FISARAHAM-PANAMBADIANA
guess	surprise	0.398	maminavina
princely	surprise	0.398	andriana
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	miafina
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	amim-pifaliana no
hermaphrodite	surprise	0.391	hermaphrodite
supremacy	surprise	0.391	fara tampony
aspiration	surprise	0.391	faniriantsika
buck	surprise	0.383	buck
lose	surprise	0.383	very
cadaver	surprise	0.383	cadaver
crowning	surprise	0.383	avo indrindra amin'ny
praiseworthy	surprise	0.383	mendri-piderana
inheritance	surprise	0.383	LOVA
score	surprise	0.383	Maty
gulp	surprise	0.375	mitelina
camouflaged	surprise	0.375	miafina
advance	surprise	0.375	mialoha
succeed	surprise	0.375	mahomby
frisky	surprise	0.375	frisky
mystic	surprise	0.375	mystika
compliment	surprise	0.375	fankasitrahana
hope	surprise	0.367	fanantenana
joker	surprise	0.367	joker
sparkle	surprise	0.367	mamiratra
excavation	surprise	0.367	fandavahana
sensual	surprise	0.367	nofo
entertainment	surprise	0.359	fialam-boly
feeling	surprise	0.359	fihetseham-po
modify	surprise	0.352	manova
blessings	surprise	0.352	fitahiana
newcomer	surprise	0.352	vao tonga
obit	surprise	0.352	obit
postponement	surprise	0.352	fanemorana
award	surprise	0.352	mari-pankasitrahana
clown	surprise	0.352	mpanao hatsikana
highest	surprise	0.344	ambony indrindra
hero	surprise	0.344	REHAREHANY
glorify	surprise	0.344	Mankalaza
proficiency	surprise	0.344	fahaizany
start	surprise	0.344	fanombohana
wonderfully	surprise	0.344	mahatalanjona
celebrity	surprise	0.344	olo-malaza
rekindle	surprise	0.336	hamelona indray
optimism	surprise	0.336	fanantenana
sanctify	surprise	0.336	Manamasina ny
unbeaten	surprise	0.336	tsy resy
prodigious	surprise	0.336	mahagaga
grin	surprise	0.336	tsiky
memorable	surprise	0.336	TSY HAY HADINOINA
warned	surprise	0.336	nampitandremana
dissolution	surprise	0.336	faharavan'ny
hypertrophy	surprise	0.328	hypertrophy
admiration	surprise	0.328	fahatalanjonana sy fifaliana
examination	surprise	0.320	fandinihana
angel	surprise	0.320	ANJELY
present	surprise	0.320	Ny ankehitriny
catch	surprise	0.320	trondro
hap	surprise	0.320	sendra tonga
saint	surprise	0.312	masina
embrace	surprise	0.312	dia mandamaka
flirt	surprise	0.312	manadaladala
puma	surprise	0.312	puma
kiss	surprise	0.312	oroka
liberty	surprise	0.312	fahafahana
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	Fifaliana
inaffable	surprise	0.312	tsy azo ambara
occasional	surprise	0.312	tsindraindray
dismissal	surprise	0.312	fandroahana
perfection	surprise	0.305	tonga lafatra
saintly	surprise	0.305	masina
gratify	surprise	0.305	mpahita fitia
generosity	surprise	0.305	fahalalahan-tanana
sally	surprise	0.305	sally
palpable	surprise	0.297	Tsapa
finally	surprise	0.297	Farany
differently	surprise	0.297	amin'ny fomba hafa
polarity	surprise	0.297	polarity
ceremony	surprise	0.297	lanonana
favorable	surprise	0.297	tsara
larger	surprise	0.297	lehibe kokoa
warn	surprise	0.297	HAMPITANDREMANA
medal	surprise	0.289	medaly
romance	surprise	0.289	olon-tiany
inviting	surprise	0.289	manintona
greeting	surprise	0.289	miarahaba
resignation	surprise	0.281	fametraham-pialan'ny
accolade	surprise	0.281	accolade
labor	surprise	0.281	asa
candid	surprise	0.281	ahiahinao
trip	surprise	0.281	diany
stare	surprise	0.273	jeren'ny
admire	surprise	0.266	mahafinaritra
glimmer	surprise	0.266	tsirim
playful	surprise	0.266	mifaly
somatic	surprise	0.266	somatic
festival	surprise	0.266	fety
mimicry	surprise	0.266	mimicry
insolvency	surprise	0.266	insolvency
immerse	surprise	0.266	hanitrika
invite	surprise	0.266	Asao
compensate	surprise	0.266	hanonitra
receiving	surprise	0.258	fandraisana
complement	surprise	0.258	hameno
chuckle	surprise	0.258	nihomehy
laugh	surprise	0.258	ihomehezana
hypothesis	surprise	0.258	petra-kevitra
honeymoon	surprise	0.250	volan-tantely
opera	surprise	0.242	opéra
pleasant	surprise	0.242	mahafinaritra
marry	surprise	0.242	hanambady
independence	surprise	0.242	TE HAHALEO TENA
chant	surprise	0.234	mivovo
holiness	surprise	0.234	FAHAMASINANA
assessment	surprise	0.234	fanombanana
rhythmical	surprise	0.234	gadona
hopeful	surprise	0.234	be fanantenana
leave	surprise	0.234	fialan-tsasatra
trophy	surprise	0.234	amboara
deal	surprise	0.227	fifanarahana
procession	surprise	0.227	filaharana
placard	surprise	0.227	sora-baventy
shopping	surprise	0.219	fiantsenana
musical	surprise	0.219	mozika
cherish	surprise	0.219	KOLOKOLOINA
good	surprise	0.219	tsara
dawn	surprise	0.211	mangiran-dratsy
simplify	surprise	0.211	Tsorina ny
shell	surprise	0.211	akorandriaka
morals	surprise	0.203	fitondran-tena
money	surprise	0.203	Money
nullify	surprise	0.203	manafoana
purity	surprise	0.203	fahadiovana
sweet	surprise	0.203	hanitra
synchronize	surprise	0.195	mampifanaraka
precious	surprise	0.195	sarobidy
humanitarian	surprise	0.195	maha-olona
preservative	surprise	0.195	miaro
unfulfilled	surprise	0.195	tanteraka
obliging	surprise	0.188	manery ny
singularly	surprise	0.188	tokana
graduation	surprise	0.180	diplaoma
foresee	surprise	0.180	mialoha
pray	surprise	0.180	MIVAVAHA
lovely	surprise	0.180	mahafinaritra
thirst	surprise	0.172	hetahetan
mouth	surprise	0.172	vava
youth	surprise	0.172	HO AN'NY ZATOVO
sun	surprise	0.172	Masoandro
art	surprise	0.172	kanto
goodness	surprise	0.164	hatsaran-toetra
latent	surprise	0.156	miseho
visor	surprise	0.156	visor
overdue	surprise	0.156	loatra izany
practiced	surprise	0.156	nampihatra
loyal	surprise	0.148	Mivadika Mihitsy!
expect	surprise	0.148	manantena
wireless	surprise	0.148	Wireless
destination	surprise	0.148	toerana halehany
infant	surprise	0.141	zaza
cream	surprise	0.141	fanosotra
slush	surprise	0.141	slush
quote	surprise	0.141	notsongaina
playground	surprise	0.133	tokotanin-tsekoly
vote	surprise	0.125	fifidianana
teach	surprise	0.125	Ampianaro
organization	surprise	0.125	fikambanana
dolphin	surprise	0.117	feso
weight	surprise	0.117	lanja
smile	surprise	0.117	tsiky
sisterhood	surprise	0.109	mpirahavavy
cable	surprise	0.109	cable
sunny	surprise	0.102	talaky masoandro
steady	surprise	0.094	tapaka
peaceful	surprise	0.086	am-pilaminana
spa	surprise	0.086	spa
leisure	surprise	0.086	FIALAM-BOLY
picnic	surprise	0.078	fitsangatsanganana
tree	surprise	0.078	HAZO
worm	surprise	0.055	kankana
truthfulness	trust	0.906	marina
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	mendri-pitokisana
honor	trust	0.844	Manomeza voninahitra
honesty	trust	0.844	manao ny marina
honest	trust	0.844	marina
truth	trust	0.844	MARINA
truthful	trust	0.836	milaza ny marina
trusting	trust	0.836	matoky
brotherhood	trust	0.820	mpirahalahy
entrust	trust	0.812	hanankina
committed	trust	0.805	nanao
loyalty	trust	0.805	tsy fivadihana
integrity	trust	0.805	mivadika
honorable	trust	0.805	manan-kaja
trust	trust	0.805	fahatokiana
credibility	trust	0.805	fitokisana
faithful	trust	0.797	MAHATOKY
sincere	trust	0.797	tso-po
partnership	trust	0.789	Fiaraha-miasa
responsible	trust	0.789	tompon'andraikitra
true	trust	0.789	marina
wisdom	trust	0.789	FAHENDRENA
verification	trust	0.781	fanamarinana
cooperative	trust	0.781	fiaraha-miasa
vow	trust	0.781	VOADIN'I
oath	trust	0.781	fianianana
respectable	trust	0.773	kaja
sisterhood	trust	0.773	mpirahavavy
hero	trust	0.773	REHAREHANY
credible	trust	0.773	azo itokisana
promise	trust	0.773	teny fikasana
verified	trust	0.773	voamarina
qualified	trust	0.766	mahay
authentication	trust	0.766	fanamarinana
respected	trust	0.766	hajaina
compassion	trust	0.759	fangoraham-po
approval	trust	0.758	fankatoavana
moral	trust	0.758	fitondran-tena
reliability	trust	0.758	azo itokisana
trusts	trust	0.758	atokisana
safekeeping	trust	0.758	harovan'i
reputable	trust	0.758	malaza
love	trust	0.758	fITIAVANA
friend	trust	0.750	NAMANA
stable	trust	0.750	marin-toerana
authentic	trust	0.750	marina
competence	trust	0.750	fahaizana
safeguard	trust	0.750	fiarovana
companion	trust	0.750	mpiara-mitory
advised	trust	0.750	nanoro hevitra
respect	trust	0.750	fanajana
loyal	trust	0.750	Mivadika Mihitsy!
genuine	trust	0.750	tena
friendships	trust	0.750	matoky
ally	trust	0.750	mpiara
proven	trust	0.742	voaporofo
freedom	trust	0.742	Freedom
respects	trust	0.742	lafiny
accepting	trust	0.742	finamanana
faith	trust	0.742	finoana
wholesome	trust	0.742	tsara
heartfelt	trust	0.734	avy amin'ny fo
unification	trust	0.734	fampiraisan-tsaina
confirmation	trust	0.734	ny fandraisana ho mpikambana
protecting	trust	0.734	fiarovana
reassurance	trust	0.734	fanomezan-toky
trustee	trust	0.734	pananana
supporter	trust	0.734	mpanohana
respectful	trust	0.734	fanajana
admirable	trust	0.734	mendri-piderana
fact	trust	0.727	MARINA
friendship	trust	0.727	NAMANA
partners	trust	0.727	MANDRAISA
confidentially	trust	0.727	tsiambaratelo
confident	trust	0.727	antoka
equality	trust	0.727	fitoviana
alliance	trust	0.727	fifanarahana
credential	trust	0.727	fanomezan-dalana
believing	trust	0.727	finoana
excellence	trust	0.727	fahatsarany
agreement	trust	0.727	fifanarahana
closeness	trust	0.719	akaiky
authenticate	trust	0.719	manamarina
virtuous	trust	0.719	tsara
intelligence	trust	0.719	fahiratan-tsaina
kindred	trust	0.719	havanao
virtue	trust	0.719	ny hatsaran-toetra
honored	trust	0.719	voninahitra
justice	trust	0.711	ny rariny
charitable	trust	0.711	mpanao asa soa
determination	trust	0.711	tapa-kevitra
creditable	trust	0.711	azo crédit
consistency	trust	0.711	tapaka
allegiance	trust	0.711	tsy hivadika
cooperation	trust	0.711	fiaraha-miasa
guarantee	trust	0.711	antoka
dedication	trust	0.711	fanoloran-tena
straightforward	trust	0.711	mivantana
cooperating	trust	0.711	miara-miasa
reliable	trust	0.703	azo antoka
nurture	trust	0.703	fanabeazana
mother	trust	0.703	rENY
fulfilled	trust	0.703	tanteraka
admiration	trust	0.703	fahatalanjonana sy fifaliana
mentor	trust	0.703	mpanoro hevitra
guardianship	trust	0.703	miambina
assurance	trust	0.703	fanomezan-toky
morality	trust	0.703	Fitondran-tena
motherhood	trust	0.703	reny
innocent	trust	0.703	TSY MANAN-TSINY
reverence	trust	0.703	fanehoana fanajana
sanctuary	trust	0.703	fitoerana masina
friendliness	trust	0.703	sariaka
prepared	trust	0.703	vonona
admire	trust	0.703	mahafinaritra
protected	trust	0.703	voaaro
proof	trust	0.703	famantarana
bodyguard	trust	0.695	mpiambina
skillful	trust	0.695	kanto
marriage	trust	0.695	FANAMBADIANA
allied	trust	0.695	Mpiray Dina
morals	trust	0.695	fitondran-tena
humanitarian	trust	0.695	maha-olona
pact	trust	0.695	fifanarahana
courage	trust	0.695	herim-po
accountable	trust	0.695	tompon 'andraikitra
agreeable	trust	0.695	manaiky hiara
united	trust	0.695	tafaray
indestructible	trust	0.695	mety levona
approving	trust	0.695	dia mampiseho ny
guardian	trust	0.695	Guardian
compassionate	trust	0.695	fangorahana
scientist	trust	0.695	mpahay siansa
certified	trust	0.695	voamarina
pledge	trust	0.688	antoka
adviser	trust	0.688	mpanolo-tsaina
authenticity	trust	0.688	maha-azo itokiana
understanding	trust	0.688	fahazavan-tsaina
secure	trust	0.688	fiarovana
guidance	trust	0.688	tari-dalana
monogamy	trust	0.688	hoe tokony hanambady tokana
valor	trust	0.688	mahery
solidity	trust	0.688	hamafy
perfection	trust	0.688	tonga lafatra
believed	trust	0.688	nino
humanity	trust	0.688	maha-olombelona
justifiable	trust	0.688	azo hamarinina
competent	trust	0.688	mahefa
esteem	trust	0.688	fanajana
protector	trust	0.680	mpiaro
inspire	trust	0.680	aingam-panahy
hope	trust	0.680	fanantenana
strongest	trust	0.680	mpiara-miasa
expertise	trust	0.680	fahaizany
humble	trust	0.680	Nanetry Tena
indivisible	trust	0.680	saratsarahina
official	trust	0.680	Official
affirm	trust	0.680	manamafy
familiarity	trust	0.680	mahazatra
confirmed	trust	0.680	noraisina ho mpikambana
diligence	trust	0.680	fahazotoana
grandfather	trust	0.680	raibe
advocacy	trust	0.680	fisoloana vava
goodness	trust	0.680	hatsaran-toetra
commendable	trust	0.680	-piderana
acceptance	trust	0.680	fanekena
diplomatic	trust	0.680	diplaomatika
leader	trust	0.680	mpitarika
confide	trust	0.680	natoky
agreeing	trust	0.680	nanaiky
approve	trust	0.680	hanaiky
professional	trust	0.680	Professional
elders	trust	0.680	LOHOLONA
confidential	trust	0.680	tsiambaratelo
faultless	trust	0.672	tsiny
believes	trust	0.672	nanaiky
sanctify	trust	0.672	Manamasina ny
intelligent	trust	0.672	manan-tsaina
safe	trust	0.672	MAMPIDI-DOZA
accepted	trust	0.672	matanjaka
dignity	trust	0.672	fahamendrehana
unwavering	trust	0.672	tsy azo hozongozonina
encyclopedia	trust	0.672	-bolana malalaka
mastery	trust	0.672	fehezina
cohesive	trust	0.672	mampivondrona
harmoniously	trust	0.672	mirindra
benevolence	trust	0.672	fiantrana
healing	trust	0.672	fanasitranana
accredited	trust	0.672	deraina
covenant	trust	0.672	fanekempihavanana
accountability	trust	0.664	andraikitra
team	trust	0.664	ekipa
authority	trust	0.664	fahefana
heroic	trust	0.664	be herim-po
reliance	trust	0.664	ny fianteherana
expert	trust	0.664	manam-pahaizana
communicate	trust	0.664	mampita
spiritual	trust	0.664	ARA-pANAHY
impeccable	trust	0.664	tsy misy kilema
specialist	trust	0.664	manam-pahaizana manokana
affirmatively	trust	0.664	fankatoavana no
proficient	trust	0.664	nahay
fulfillment	trust	0.664	tanteraka
advocate	trust	0.664	mpiaro
disciple	trust	0.664	mpianatra
attestation	trust	0.664	teni-vavolombelona ihany
merit	trust	0.664	fahamendrehana
supporting	trust	0.664	fanohanana
ambassador	trust	0.664	masoivoho
guidebook	trust	0.664	TOROLALANA
accept	trust	0.664	MANAIKY
strengthening	trust	0.661	fanamafisana orina
holiness	trust	0.656	FAHAMASINANA
facts	trust	0.656	MOMBAMOMBA
warranty	trust	0.656	antoka
strength	trust	0.656	HERY
relationship	trust	0.656	FIFANDRAISANA
defended	trust	0.656	niaro
constancy	trust	0.656	tapaka
favorable	trust	0.656	tsara
gentleman	trust	0.656	rangahy
counsel	trust	0.656	TOROHEVITRA
scientific	trust	0.656	SIANTIFIKA
structure	trust	0.656	FIRAFITRA
elder	trust	0.656	LOHOLONA
excellent	trust	0.656	tsara
achieve	trust	0.656	hanatrarana
steadfast	trust	0.656	tsy miovaova
familiar	trust	0.656	mahazatra
proficiency	trust	0.656	fahaizany
supports	trust	0.656	mino
counselor	trust	0.648	mpanolo-tsaina
lovable	trust	0.648	mahatehotia
advisable	trust	0.648	tokony hatao
agreed	trust	0.648	nanaiky
heroism	trust	0.648	herimpon'izy
rely	trust	0.648	Miantehera
uphold	trust	0.648	Tohano
brother	trust	0.648	RAHALAHY
matrimony	trust	0.648	fanambadiana
assuredly	trust	0.648	tokoa
peaceful	trust	0.648	am-pilaminana
saint	trust	0.648	masina
unconditionally	trust	0.648	mandray
solidarity	trust	0.648	firaisan-kina
accepts	trust	0.648	fanohanana
inspiration	trust	0.648	aingam-panahy
noble	trust	0.648	ambony
successful	trust	0.648	MAHOMBY
harmony	trust	0.648	mifanaraka
protective	trust	0.648	miaro
competency	trust	0.648	fahaiza-
comrade	trust	0.648	namana
academic	trust	0.648	akademika
assist	trust	0.648	hanampy
worthy	trust	0.643	ZAVATRA
benefactor	trust	0.641	mpanao soa
credence	trust	0.641	hino
confidence	trust	0.641	fahatokiana
relationships	trust	0.641	tsy misy fepetra
ordained	trust	0.641	voatokana
legal	trust	0.641	ara-dalàna
champion	trust	0.641	Tompon-daka
lawful	trust	0.641	ara-dalàna
durability	trust	0.641	faharetana
judiciary	trust	0.641	fitsarana
doctor	trust	0.641	Doctor
loving	trust	0.641	be fitiavana
assure	trust	0.641	Omeo toky
establish	trust	0.641	mametraka
mamma	trust	0.641	Mama
kind	trust	0.641	AHOANA
unity	trust	0.641	firaisan-kina
