English Word	Emotion	Emotion-Intensity-Score	Chinese-Simplified Word
admiration	surprise	0.328	钦佩
examination	surprise	0.320	考试
angel	surprise	0.320	天使
present	surprise	0.320	当下
catch	surprise	0.320	抓住
hap	surprise	0.320	快乐
saint	surprise	0.312	圣
embrace	surprise	0.312	拥抱
flirt	surprise	0.312	调情
puma	surprise	0.312	彪马
kiss	surprise	0.312	吻
liberty	surprise	0.312	自由
scrimmage	surprise	0.312	混战
treat	surprise	0.312	对待
inaffable	surprise	0.312	冷漠
occasional	surprise	0.312	偶然
dismissal	surprise	0.312	解雇
perfection	surprise	0.305	完美
saintly	surprise	0.305	圣洁的
gratify	surprise	0.305	欣慰
generosity	surprise	0.305	慷慨
sally	surprise	0.305	莎莉
palpable	surprise	0.297	扪及
finally	surprise	0.297	最后
differently	surprise	0.297	不同的
polarity	surprise	0.297	极性
ceremony	surprise	0.297	仪式
favorable	surprise	0.297	有利
larger	surprise	0.297	较大
warn	surprise	0.297	警告
medal	surprise	0.289	勋章
romance	surprise	0.289	浪漫
inviting	surprise	0.289	邀请
greeting	surprise	0.289	问候
resignation	surprise	0.281	辞职
accolade	surprise	0.281	荣誉
labor	surprise	0.281	劳动
candid	surprise	0.281	坦率
trip	surprise	0.281	旅行
stare	surprise	0.273	盯
admire	surprise	0.266	钦佩
glimmer	surprise	0.266	微光
playful	surprise	0.266	俏皮
somatic	surprise	0.266	躯体
festival	surprise	0.266	节日
mimicry	surprise	0.266	模仿
insolvency	surprise	0.266	破产
immerse	surprise	0.266	沉浸
invite	surprise	0.266	邀请
compensate	surprise	0.266	补偿
receiving	surprise	0.258	接收
complement	surprise	0.258	补充
chuckle	surprise	0.258	轻笑
laugh	surprise	0.258	笑
hypothesis	surprise	0.258	假设
honeymoon	surprise	0.250	蜜月
opera	surprise	0.242	歌剧
pleasant	surprise	0.242	令人愉快的
marry	surprise	0.242	结婚
independence	surprise	0.242	独立
chant	surprise	0.234	呗
holiness	surprise	0.234	圣洁
assessment	surprise	0.234	评估
rhythmical	surprise	0.234	有节奏的
hopeful	surprise	0.234	充满希望
leave	surprise	0.234	离开
trophy	surprise	0.234	杯
deal	surprise	0.227	交易
procession	surprise	0.227	游行
placard	surprise	0.227	标语牌
shopping	surprise	0.219	购物
musical	surprise	0.219	音乐
cherish	surprise	0.219	珍惜
good	surprise	0.219	好的
dawn	surprise	0.211	黎明
simplify	surprise	0.211	简化
shell	surprise	0.211	壳
morals	surprise	0.203	德
money	surprise	0.203	钱
nullify	surprise	0.203	作废
purity	surprise	0.203	纯度
sweet	surprise	0.203	甜的
synchronize	surprise	0.195	同步
precious	surprise	0.195	宝贵的
humanitarian	surprise	0.195	人道主义
preservative	surprise	0.195	防腐剂
unfulfilled	surprise	0.195	未完成
obliging	surprise	0.188	有义务的
singularly	surprise	0.188	奇异地
graduation	surprise	0.180	毕业
foresee	surprise	0.180	预见
pray	surprise	0.180	祈祷
lovely	surprise	0.180	迷人的
thirst	surprise	0.172	口渴
mouth	surprise	0.172	嘴
youth	surprise	0.172	青年
sun	surprise	0.172	太阳
art	surprise	0.172	艺术
goodness	surprise	0.164	善良
latent	surprise	0.156	潜
visor	surprise	0.156	遮阳板
overdue	surprise	0.156	逾期
practiced	surprise	0.156	实践过
loyal	surprise	0.148	忠诚
expect	surprise	0.148	预计
wireless	surprise	0.148	无线
destination	surprise	0.148	目的地
infant	surprise	0.141	婴儿
cream	surprise	0.141	奶油
slush	surprise	0.141	雪泥
quote	surprise	0.141	引用
playground	surprise	0.133	操场
vote	surprise	0.125	投票
teach	surprise	0.125	教
organization	surprise	0.125	组织
dolphin	surprise	0.117	海豚
weight	surprise	0.117	重量
smile	surprise	0.117	微笑
sisterhood	surprise	0.109	姐妹情谊
cable	surprise	0.109	电缆
sunny	surprise	0.102	晴天
steady	surprise	0.094	稳定的
peaceful	surprise	0.086	平静的
spa	surprise	0.086	温泉
leisure	surprise	0.086	闲暇
picnic	surprise	0.078	野餐
tree	surprise	0.078	树
worm	surprise	0.055	虫
truthfulness	trust	0.906	真实性
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	值得信赖
honor	trust	0.844	荣誉
honesty	trust	0.844	诚实
honest	trust	0.844	诚实的
truth	trust	0.844	真相
truthful	trust	0.836	真实
trusting	trust	0.836	信任
brotherhood	trust	0.820	兄弟情谊
entrust	trust	0.812	委托
committed	trust	0.805	坚定的
loyalty	trust	0.805	忠诚
integrity	trust	0.805	正直
honorable	trust	0.805	光荣的
trust	trust	0.805	相信
credibility	trust	0.805	可信度
faithful	trust	0.797	可信
sincere	trust	0.797	真诚
partnership	trust	0.789	合伙
responsible	trust	0.789	负责任的
true	trust	0.789	“真的”
wisdom	trust	0.789	智慧
verification	trust	0.781	确认
cooperative	trust	0.781	合作社
vow	trust	0.781	发誓
oath	trust	0.781	誓言
respectable	trust	0.773	可敬
sisterhood	trust	0.773	姐妹情谊
hero	trust	0.773	英雄
credible	trust	0.773	可信的
promise	trust	0.773	承诺
verified	trust	0.773	已验证
qualified	trust	0.766	合格的
authentication	trust	0.766	验证
respected	trust	0.766	受人尊敬
compassion	trust	0.759	同情
approval	trust	0.758	赞同
moral	trust	0.758	道德
reliability	trust	0.758	可靠性
trusts	trust	0.758	值得信赖
safekeeping	trust	0.758	保管
reputable	trust	0.758	有信誉的
love	trust	0.758	爱
friend	trust	0.750	朋友
stable	trust	0.750	稳定的
authentic	trust	0.750	真正的
competence	trust	0.750	权限
safeguard	trust	0.750	保障
companion	trust	0.750	伴侣
advised	trust	0.750	建议
respect	trust	0.750	尊重
loyal	trust	0.750	忠诚
genuine	trust	0.750	真的
friendships	trust	0.750	信托
ally	trust	0.750	盟国
proven	trust	0.742	证明
freedom	trust	0.742	自由
respects	trust	0.742	尊重
accepting	trust	0.742	友谊
faith	trust	0.742	信仰
wholesome	trust	0.742	健康
heartfelt	trust	0.734	衷心
unification	trust	0.734	统一
confirmation	trust	0.734	确认
protecting	trust	0.734	保护
reassurance	trust	0.734	放心
trustee	trust	0.734	受托人
supporter	trust	0.734	支持者
respectful	trust	0.734	尊敬的
admirable	trust	0.734	令人钦佩
fact	trust	0.727	事实
friendship	trust	0.727	友谊
partners	trust	0.727	接受
confidentially	trust	0.727	秘密地
confident	trust	0.727	自信的
equality	trust	0.727	平等
alliance	trust	0.727	联盟
credential	trust	0.727	凭据
believing	trust	0.727	相信
excellence	trust	0.727	卓越
agreement	trust	0.727	协议
closeness	trust	0.719	亲近
authenticate	trust	0.719	认证
virtuous	trust	0.719	贤惠的
intelligence	trust	0.719	智力
kindred	trust	0.719	亲属
virtue	trust	0.719	美德
honored	trust	0.719	荣幸
justice	trust	0.711	正义
charitable	trust	0.711	慈善
determination	trust	0.711	决心
creditable	trust	0.711	可信的
consistency	trust	0.711	一致性
allegiance	trust	0.711	忠诚
cooperation	trust	0.711	合作
guarantee	trust	0.711	保证
dedication	trust	0.711	奉献精神
straightforward	trust	0.711	直截了当
cooperating	trust	0.711	合作
reliable	trust	0.703	可靠的
nurture	trust	0.703	培育
mother	trust	0.703	母亲
fulfilled	trust	0.703	完成
admiration	trust	0.703	钦佩
mentor	trust	0.703	导师
guardianship	trust	0.703	监护
assurance	trust	0.703	保证
morality	trust	0.703	道德
motherhood	trust	0.703	母性
innocent	trust	0.703	清白的
reverence	trust	0.703	尊敬
sanctuary	trust	0.703	避难所
friendliness	trust	0.703	友善
prepared	trust	0.703	准备好的
admire	trust	0.703	钦佩
protected	trust	0.703	受保护
proof	trust	0.703	证明
bodyguard	trust	0.695	保镖
skillful	trust	0.695	熟练
marriage	trust	0.695	婚姻
allied	trust	0.695	盟军
morals	trust	0.695	德
humanitarian	trust	0.695	人道主义
pact	trust	0.695	协议
courage	trust	0.695	勇气
accountable	trust	0.695	负责任的
agreeable	trust	0.695	合适的
united	trust	0.695	联合的
indestructible	trust	0.695	坚不可摧
approving	trust	0.695	批准
guardian	trust	0.695	监护人
compassionate	trust	0.695	富有同情心
scientist	trust	0.695	科学家
certified	trust	0.695	认证
pledge	trust	0.688	保证
adviser	trust	0.688	顾问
authenticity	trust	0.688	真实性
understanding	trust	0.688	理解
secure	trust	0.688	安全的
guidance	trust	0.688	指导
monogamy	trust	0.688	一夫一妻制
valor	trust	0.688	勇气
solidity	trust	0.688	坚固性
perfection	trust	0.688	完美
believed	trust	0.688	相信
humanity	trust	0.688	人性
justifiable	trust	0.688	正当的
competent	trust	0.688	胜任的
esteem	trust	0.688	尊重
protector	trust	0.680	保护者
inspire	trust	0.680	启发
hope	trust	0.680	希望
strongest	trust	0.680	伙伴
expertise	trust	0.680	专业知识
humble	trust	0.680	谦逊的
indivisible	trust	0.680	不可分割
official	trust	0.680	官方的
affirm	trust	0.680	确认
familiarity	trust	0.680	熟悉度
confirmed	trust	0.680	确认的
diligence	trust	0.680	勤勉
grandfather	trust	0.680	祖父
advocacy	trust	0.680	倡导
goodness	trust	0.680	善良
commendable	trust	0.680	值得称道
acceptance	trust	0.680	验收
diplomatic	trust	0.680	外交
leader	trust	0.680	领导者
confide	trust	0.680	信任
agreeing	trust	0.680	同意
approve	trust	0.680	批准
professional	trust	0.680	专业的
elders	trust	0.680	长者
confidential	trust	0.680	机密的
faultless	trust	0.672	完美无缺
believes	trust	0.672	公认
sanctify	trust	0.672	成圣
intelligent	trust	0.672	聪明的
safe	trust	0.672	安全的
accepted	trust	0.672	最强
dignity	trust	0.672	尊严
unwavering	trust	0.672	坚定不移
encyclopedia	trust	0.672	百科全书
mastery	trust	0.672	掌握
cohesive	trust	0.672	有凝聚力的
harmoniously	trust	0.672	和谐地
benevolence	trust	0.672	仁
healing	trust	0.672	康复
accredited	trust	0.672	认可的
covenant	trust	0.672	盟约
accountability	trust	0.664	问责制
team	trust	0.664	团队
authority	trust	0.664	权威
heroic	trust	0.664	英勇
reliance	trust	0.664	依赖
expert	trust	0.664	专家
communicate	trust	0.664	交流
spiritual	trust	0.664	精神
impeccable	trust	0.664	无可挑剔
specialist	trust	0.664	专家
affirmatively	trust	0.664	肯定的
proficient	trust	0.664	精通
fulfillment	trust	0.664	履行
advocate	trust	0.664	提倡
disciple	trust	0.664	弟子
attestation	trust	0.664	证明
merit	trust	0.664	优点
supporting	trust	0.664	支持
ambassador	trust	0.664	大使
guidebook	trust	0.664	指南
accept	trust	0.664	接受
strengthening	trust	0.661	强化
holiness	trust	0.656	圣洁
facts	trust	0.656	事实
warranty	trust	0.656	保修单
strength	trust	0.656	力量
relationship	trust	0.656	关系
defended	trust	0.656	辩护
constancy	trust	0.656	恒常
favorable	trust	0.656	有利
gentleman	trust	0.656	绅士
counsel	trust	0.656	法律顾问
scientific	trust	0.656	科学的
structure	trust	0.656	结构体
elder	trust	0.656	长老
excellent	trust	0.656	出色的
achieve	trust	0.656	达到
steadfast	trust	0.656	坚定不移
familiar	trust	0.656	熟悉的
proficiency	trust	0.656	熟练度
supports	trust	0.656	相信
counselor	trust	0.648	顾问
lovable	trust	0.648	可爱的
advisable	trust	0.648	可取的
agreed	trust	0.648	同意
heroism	trust	0.648	英雄主义
rely	trust	0.648	依靠
uphold	trust	0.648	坚持
brother	trust	0.648	兄弟
matrimony	trust	0.648	婚姻
assuredly	trust	0.648	肯定
peaceful	trust	0.648	平静的
saint	trust	0.648	圣
unconditionally	trust	0.648	接受
solidarity	trust	0.648	团结一致
accepts	trust	0.648	支持
inspiration	trust	0.648	灵感
noble	trust	0.648	高贵
successful	trust	0.648	成功的
harmony	trust	0.648	和谐
protective	trust	0.648	保护的
competency	trust	0.648	能力
comrade	trust	0.648	同志
academic	trust	0.648	学术的
assist	trust	0.648	助攻
worthy	trust	0.643	值得
benefactor	trust	0.641	恩人
credence	trust	0.641	信任
confidence	trust	0.641	信心
relationships	trust	0.641	无条件
ordained	trust	0.641	受命
legal	trust	0.641	合法的
champion	trust	0.641	冠军
lawful	trust	0.641	合法的
durability	trust	0.641	耐用性
judiciary	trust	0.641	司法
doctor	trust	0.641	医生
loving	trust	0.641	爱的
assure	trust	0.641	保证
establish	trust	0.641	建立
mamma	trust	0.641	妈妈
kind	trust	0.641	种类
unity	trust	0.641	统一
conscientious	trust	0.641	认真的
real	trust	0.641	真实的
coexist	trust	0.641	共存
leading	trust	0.641	领导
teacher	trust	0.641	老师
intimate	trust	0.634	亲密的
brotherly	trust	0.633	兄弟般的
physician	trust	0.633	医师
judicial	trust	0.633	司法
saintly	trust	0.633	圣洁的
aspiration	trust	0.633	愿望
conscience	trust	0.633	良心
therapeutic	trust	0.633	治疗性的
fidelity	trust	0.633	保真度
soundness	trust	0.633	健全性
important	trust	0.633	重要的
homage	trust	0.633	尊敬
legitimacy	trust	0.633	合法性
fortitude	trust	0.633	刚毅
deepest	trust	0.633	关系
approved	trust	0.633	得到正式认可的
courageous	trust	0.633	勇敢
devotional	trust	0.633	虔诚的
endorse	trust	0.633	背书
backbone	trust	0.633	骨干
authorize	trust	0.633	授权
practiced	trust	0.633	实践过
sanctification	trust	0.633	成圣
hopeful	trust	0.633	充满希望
convincing	trust	0.633	令人信服的
bless	trust	0.633	保佑
angel	trust	0.625	天使
authorization	trust	0.625	授权
assured	trust	0.625	保证
purify	trust	0.625	净化
caretaker	trust	0.625	看守人
regard	trust	0.625	看待
profound	trust	0.625	深刻的
achievement	trust	0.625	成就
evident	trust	0.625	明显
positivity	trust	0.625	积极性
communication	trust	0.625	沟通
professorship	trust	0.625	教授职位
blessing	trust	0.625	祝福
beliefs	trust	0.625	最深
encourage	trust	0.625	鼓励
fireman	trust	0.625	消防队员
majestic	trust	0.625	雄伟
civilized	trust	0.625	文明的
certify	trust	0.625	证明
wonderful	trust	0.625	精彩的
engaged	trust	0.625	已订婚的
accurate	trust	0.625	准确的
approvement	trust	0.617	批准
optimism	trust	0.617	乐观
planning	trust	0.617	规划
believer	trust	0.617	信徒
advice	trust	0.617	建议
commend	trust	0.617	表彰
gospel	trust	0.617	福音
objective	trust	0.617	客观的
rational	trust	0.617	合理的
cherish	trust	0.617	珍惜
constantly	trust	0.617	不断地
haven	trust	0.617	避风港
fundamental	trust	0.617	基本的
bedrock	trust	0.617	基岩
accord	trust	0.617	符合
triumphant	trust	0.617	凯
surety	trust	0.617	保证
testament	trust	0.617	遗嘱
absolution	trust	0.617	赦免
truce	trust	0.617	休战
reassure	trust	0.617	放心
appreciation	trust	0.617	欣赏
qualities	trust	0.617	素质
passionate	trust	0.617	热情的
good	trust	0.617	好的
unimpeachable	trust	0.617	无懈可击
corroborate	trust	0.617	证实
thoughtful	trust	0.617	周到
heroine	trust	0.617	女主角
teach	trust	0.617	教
god	trust	0.617	上帝
attentive	trust	0.617	细心
scripture	trust	0.609	圣经
civilization	trust	0.609	文明
magnificence	trust	0.609	壮丽
recommend	trust	0.609	推荐
progression	trust	0.609	进展
steward	trust	0.609	管家
purification	trust	0.609	纯化
patron	trust	0.609	赞助人
praiseworthy	trust	0.609	值得称道
heal	trust	0.609	愈合
considerate	trust	0.609	周到
blessings	trust	0.609	祝福
mediator	trust	0.609	调解员
babysitter	trust	0.609	保姆
notary	trust	0.609	公证人
awareness	trust	0.609	意识
vetted	trust	0.609	信念
excel	trust	0.609	擅长
happy	trust	0.609	快乐的
praise	trust	0.609	称赞
brilliant	trust	0.609	杰出的
liking	trust	0.609	喜欢
definitive	trust	0.609	确定的
comfort	trust	0.609	舒适
officer	trust	0.609	官
peace	trust	0.602	和平
serenity	trust	0.602	宁静
unquestionable	trust	0.602	毫无疑问
embrace	trust	0.602	拥抱
identify	trust	0.602	确认
inspired	trust	0.602	启发
steady	trust	0.602	稳定的
nun	trust	0.602	尼姑
guarded	trust	0.602	守卫
symmetry	trust	0.602	对称
mainstay	trust	0.602	支柱
fulfill	trust	0.602	实现
humility	trust	0.602	谦逊
helpful	trust	0.602	有帮助
transcendence	trust	0.602	超越
unconditional	trust	0.602	无条件的
brave	trust	0.602	勇敢的
brighten	trust	0.602	提亮
experienced	trust	0.602	有经验的
enlightenment	trust	0.602	启示
sympathetic	trust	0.602	同情的
witness	trust	0.602	见证
vigilant	trust	0.594	警惕的
ministry	trust	0.594	部
admiral	trust	0.594	上将
vigilance	trust	0.594	警觉
depend	trust	0.594	依靠
generosity	trust	0.594	慷慨
befriend	trust	0.594	交朋友
complimentary	trust	0.594	免费
assessment	trust	0.594	评估
fairly	trust	0.594	相当
enlighten	trust	0.594	开导
strengthen	trust	0.594	加强
nurse	trust	0.594	护士
endowment	trust	0.594	禀赋
visionary	trust	0.594	有远见的
praised	trust	0.594	称赞
eminence	trust	0.594	显赫
marry	trust	0.594	结婚
generous	trust	0.594	慷慨的
gratitude	trust	0.594	感激
sage	trust	0.594	智者
tranquility	trust	0.594	安宁
openly	trust	0.594	公然
grant	trust	0.594	授予
spouse	trust	0.594	伴侣
philanthropic	trust	0.594	慈善
regent	trust	0.594	摄政
substantiate	trust	0.594	证实
commendation	trust	0.594	表扬
council	trust	0.594	理事会
efficient	trust	0.594	高效的
sweetheart	trust	0.589	亲爱的
bylaw	trust	0.586	章程
magnificent	trust	0.586	壮丽的
designation	trust	0.586	指定
godly	trust	0.586	敬虔的
seniority	trust	0.586	资历
conservation	trust	0.586	保护
educational	trust	0.586	教育
rooted	trust	0.586	根
inheritance	trust	0.586	遗产
diplomacy	trust	0.586	外交
mate	trust	0.586	伴侣
convince	trust	0.586	说服
unfailing	trust	0.586	无懈可击
share	trust	0.586	分享
monk	trust	0.586	僧
constitutional	trust	0.586	宪法
lovely	trust	0.586	迷人的
compliance	trust	0.586	遵守
attest	trust	0.586	证明
victory	trust	0.586	胜利
serene	trust	0.586	安详
checklist	trust	0.586	清单
husbandry	trust	0.586	畜牧业
enjoying	trust	0.586	享受
revere	trust	0.586	尊敬
tribe	trust	0.586	部落
meritorious	trust	0.586	立功
joyful	trust	0.586	快乐
delegate	trust	0.586	代表
helper	trust	0.586	帮手
angelic	trust	0.586	天使般的
ambition	trust	0.586	志向
father	trust	0.586	父亲
acclaim	trust	0.586	欢呼
testimony	trust	0.586	见证
collectively	trust	0.586	集体
sobriety	trust	0.586	清醒
prestige	trust	0.586	声望
firmness	trust	0.586	坚定
structural	trust	0.578	结构的
impartiality	trust	0.578	公正
navigator	trust	0.578	航海家
judge	trust	0.578	法官
shelter	trust	0.578	庇护所
coexisting	trust	0.578	并存
unquestioned	trust	0.578	毫无疑问
careful	trust	0.578	小心
obey	trust	0.578	遵守
professor	trust	0.578	教授
convinced	trust	0.578	深信不疑
communion	trust	0.578	圣餐
cheerfulness	trust	0.578	快乐
inviting	trust	0.578	邀请
irrefutable	trust	0.578	无可辩驳
commandant	trust	0.578	指挥官
smile	trust	0.578	微笑
authoritative	trust	0.578	权威性
philanthropist	trust	0.578	慈善家
legalized	trust	0.578	合法化
adore	trust	0.578	崇拜
upright	trust	0.578	直立
