English Word	Emotion	Emotion-Intensity-Score	Portuguese Word
share	trust	0.586	compartilhar
monk	trust	0.586	monge
constitutional	trust	0.586	constitucional
lovely	trust	0.586	encantador
compliance	trust	0.586	observância
attest	trust	0.586	atestar
victory	trust	0.586	vitória
serene	trust	0.586	sereno
checklist	trust	0.586	lista de controle
husbandry	trust	0.586	criação
enjoying	trust	0.586	desfrutando
revere	trust	0.586	reverenciar
tribe	trust	0.586	tribo
meritorious	trust	0.586	meritório
joyful	trust	0.586	alegre
delegate	trust	0.586	delegar
helper	trust	0.586	ajudante
angelic	trust	0.586	angélico
ambition	trust	0.586	ambição
father	trust	0.586	pai
acclaim	trust	0.586	aclamação
testimony	trust	0.586	testemunho
collectively	trust	0.586	coletivamente
sobriety	trust	0.586	sobriedade
prestige	trust	0.586	prestígio
firmness	trust	0.586	firmeza
structural	trust	0.578	estrutural
impartiality	trust	0.578	imparcialidade
navigator	trust	0.578	navegador
judge	trust	0.578	juiz
shelter	trust	0.578	abrigo
coexisting	trust	0.578	coexistindo
unquestioned	trust	0.578	inquestionável
careful	trust	0.578	cuidadoso
obey	trust	0.578	obedecer
professor	trust	0.578	professor
convinced	trust	0.578	convencido
communion	trust	0.578	comunhão
cheerfulness	trust	0.578	alegria
inviting	trust	0.578	convidativo
irrefutable	trust	0.578	irrefutável
commandant	trust	0.578	comandante
smile	trust	0.578	sorriso
authoritative	trust	0.578	autoritário
philanthropist	trust	0.578	filantropo
legalized	trust	0.578	legalizado
adore	trust	0.578	adorar
upright	trust	0.578	ereto
revival	trust	0.578	renascimento
dutiful	trust	0.578	obediente
watchdog	trust	0.578	cão de guarda
apostle	trust	0.570	apóstolo
volunteers	trust	0.570	voluntários
immaculate	trust	0.570	imaculado
adhering	trust	0.570	aderente
unquestionably	trust	0.570	inquestionavelmente
advise	trust	0.570	conselho
punctual	trust	0.570	pontual
consult	trust	0.570	consultar
ordinance	trust	0.570	ordenança
complement	trust	0.570	complemento
modest	trust	0.570	modesto
everlasting	trust	0.570	eterno
compass	trust	0.570	bússola
heavenly	trust	0.570	celestial
determinate	trust	0.570	determinado
counsellor	trust	0.570	conselheiro
abundance	trust	0.570	abundância
guide	trust	0.570	guia
earned	trust	0.570	examinado
pedigree	trust	0.570	pedigree
relative	trust	0.570	relativo
principal	trust	0.570	diretor
plausible	trust	0.570	plausível
collaborator	trust	0.570	colaborador
connective	trust	0.570	conectivo
corroboration	trust	0.570	corroboração
insure	trust	0.570	garantir
pilot	trust	0.570	piloto
unequivocal	trust	0.570	inequívoco
matron	trust	0.570	matrona
cuddle	trust	0.570	abraçar
measured	trust	0.570	medido
fort	trust	0.562	forte
treasurer	trust	0.562	tesoureiro
apostolic	trust	0.562	apostólico
save	trust	0.562	Salve 
frankness	trust	0.562	franqueza
insight	trust	0.562	entendimento
admit	trust	0.562	Admitem
earn	trust	0.562	ganhar
remarkable	trust	0.562	notável
strong	trust	0.562	Forte
content	trust	0.562	contente
vitality	trust	0.562	vitalidade
prize	trust	0.562	prêmio
vigorous	trust	0.562	vigoroso
congregation	trust	0.562	congregação
uplift	trust	0.562	elevar
spotless	trust	0.562	impecável
devout	trust	0.562	devoto
soothing	trust	0.562	suavizante
miracle	trust	0.562	milagre
cohesion	trust	0.562	coesão
lovemaking	trust	0.562	fazer amor
curable	trust	0.562	curável
pleasant	trust	0.562	prazeroso
jury	trust	0.562	júri
pertinent	trust	0.562	pertinente
succeeding	trust	0.562	tendo sucesso
concordance	trust	0.562	concordância
jurist	trust	0.562	jurista
applaud	trust	0.562	aplaudir
ordination	trust	0.562	ordenação
compensate	trust	0.562	compensar
patience	trust	0.555	paciência
mediate	trust	0.555	mediar
coach	trust	0.555	treinador
illumination	trust	0.555	iluminação
cultivate	trust	0.555	cultivar
providing	trust	0.555	fornecendo
precedence	trust	0.555	precedência
exalt	trust	0.555	exaltar
succeed	trust	0.555	ter sucesso
inclusion	trust	0.555	inclusão
meditate	trust	0.555	meditar
coalesce	trust	0.555	coalescer
betrothed	trust	0.555	noivo
midwife	trust	0.555	parteira
veteran	trust	0.555	veterano
destined	trust	0.555	destinado
auditor	trust	0.555	auditor
privacy	trust	0.555	privacidade
restorative	trust	0.555	restaurador
influential	trust	0.555	influente
impartial	trust	0.555	imparcial
discretion	trust	0.555	critério
foresight	trust	0.555	previsão
congruence	trust	0.555	congruência
worship	trust	0.555	adoração
constant	trust	0.555	constante
reunion	trust	0.555	reunião
intuition	trust	0.555	intuição
reconciliation	trust	0.555	reconciliação
ambulance	trust	0.555	ambulância
defender	trust	0.555	defensor
greatness	trust	0.555	grandeza
buddy	trust	0.555	camarada
vote	trust	0.555	voto
physicist	trust	0.555	físico
prophet	trust	0.555	profeta
prevalent	trust	0.547	predominante
eyewitness	trust	0.547	testemunha ocular
durable	trust	0.547	durável
prudent	trust	0.547	Prudente
securities	trust	0.547	títulos
salvation	trust	0.547	salvação
govern	trust	0.547	governo
law	trust	0.547	lei
proud	trust	0.547	orgulhoso
cheer	trust	0.547	alegrar
reinforcement	trust	0.547	reforço
promises	trust	0.547	merecido
invocation	trust	0.547	invocação
provide	trust	0.547	providenciar
friendly	trust	0.547	amigáveis
commanding	trust	0.547	comandando
temperate	trust	0.547	temperado
conciliation	trust	0.547	conciliação
convent	trust	0.547	convento
heritage	trust	0.547	herança
independence	trust	0.547	independência
rejoice	trust	0.547	alegrar
engaging	trust	0.547	noivando
readiness	trust	0.547	prontidão
registry	trust	0.547	registro
statement	trust	0.547	declaração
liberty	trust	0.547	liberdade
forgive	trust	0.547	perdoar
ancestral	trust	0.547	ancestral
impenetrable	trust	0.547	impenetrável
choices	trust	0.539	promessas
psalms	trust	0.539	salmos
majority	trust	0.539	maioria
antidote	trust	0.539	antídoto
tantamount	trust	0.539	equivalente
perfect	trust	0.539	perfeito
regularity	trust	0.539	regularidade
chronicle	trust	0.539	crônica
ensemble	trust	0.539	conjunto
applause	trust	0.539	aplausos
obedience	trust	0.539	obediência
aspiring	trust	0.539	aspirante
watchman	trust	0.539	vigia
inimitable	trust	0.539	inimitável
chastity	trust	0.539	castidade
architecture	trust	0.539	arquitetura
stamina	trust	0.539	energia
delightful	trust	0.539	delicioso
exalted	trust	0.539	exaltado
relevant	trust	0.539	relevante
reinforcements	trust	0.539	reforços
proctor	trust	0.539	inspetor
immovable	trust	0.539	imóvel
instructions	trust	0.539	instruções
define	trust	0.539	definir
uncensured	trust	0.539	sem censura
institute	trust	0.539	instituto
responsive	trust	0.539	responsivo
recovery	trust	0.539	recuperação
obliging	trust	0.539	prestativo
obvious	trust	0.539	óbvio
forefathers	trust	0.539	antepassados
eager	trust	0.539	ansioso
inoculation	trust	0.539	inoculação
admitting	trust	0.539	admitindo
memorable	trust	0.539	memorável
hospital	trust	0.531	hospital
rescue	trust	0.531	resgate
deed	trust	0.531	ato
princely	trust	0.531	principesco
retirement	trust	0.531	aposentadoria
cradle	trust	0.531	berço
immunization	trust	0.531	imunização
bloom	trust	0.531	florescer
candid	trust	0.531	sincero
evergreen	trust	0.531	perene
ballot	trust	0.531	cédula
accompaniment	trust	0.531	acompanhamento
verily	trust	0.531	em verdade
inseparable	trust	0.531	inseparável
analyst	trust	0.531	analista
strive	trust	0.531	esforço
dependent	trust	0.531	dependente
heavens	trust	0.531	céus
answerable	trust	0.531	responsável
school	trust	0.531	escola
terms	trust	0.531	termos
center	trust	0.531	Centro
firstborn	trust	0.531	primogênito
transcript	trust	0.531	transcrição
fraternal	trust	0.531	fraterno
omniscient	trust	0.531	onisciente
seal	trust	0.531	selo
edification	trust	0.531	edificação
doubtless	trust	0.531	sem dúvida
deliverance	trust	0.531	libertação
sponsor	trust	0.531	patrocinador
expedient	trust	0.531	expediente
bride	trust	0.531	noiva
refuge	trust	0.531	refúgio
approbation	trust	0.527	aprovação
chaplain	trust	0.523	capelão
laureate	trust	0.523	laureado
liberate	trust	0.523	libertar
coronation	trust	0.523	coroação
adoration	trust	0.523	adoração
countenance	trust	0.523	semblante
honeymoon	trust	0.523	lua de mel
connoisseur	trust	0.523	conhecedor
notable	trust	0.523	notável
benedictory	trust	0.523	benfeitor
celebration	trust	0.523	celebração
neighbor	trust	0.523	vizinho
unbroken	trust	0.523	inteiro
award	trust	0.523	prêmio
improvement	trust	0.523	melhoria
hug	trust	0.523	abraço
graduation	trust	0.523	graduação
correctness	trust	0.523	correção
winning	trust	0.523	ganhando
paragon	trust	0.523	modelo
ratify	trust	0.523	ratificar
powerful	trust	0.523	poderoso
elevation	trust	0.523	elevação
commonwealth	trust	0.523	comunidade
account	trust	0.523	conta
unimpeached	trust	0.523	incontestável
taught	trust	0.523	ensinado
salutary	trust	0.523	salutar
captivate	trust	0.523	cativar
dictionary	trust	0.523	dicionário
nobility	trust	0.523	nobreza
ourselves	trust	0.523	escolhas
feeling	trust	0.518	sentimento
amen	trust	0.516	um homem
committee	trust	0.516	comitê
reverie	trust	0.516	devaneio
deserve	trust	0.516	merecer
fully	trust	0.516	totalmente
compliment	trust	0.516	elogio
obstetrician	trust	0.516	obstetra
enchanted	trust	0.516	encantado
inform	trust	0.516	informar
association	trust	0.516	Associação
credit	trust	0.516	crédito
passwords	trust	0.516	nós mesmos
freely	trust	0.516	livremente
framework	trust	0.516	estrutura
nobleman	trust	0.516	nobre
formative	trust	0.516	formativo
tender	trust	0.516	macio
measure	trust	0.516	a medida
advent	trust	0.516	advento
management	trust	0.516	gestão
confession	trust	0.516	confissão
remedy	trust	0.516	remédio
sentinel	trust	0.516	sentinela
pray	trust	0.516	rezar
perpetuity	trust	0.516	perpetuidade
tribunal	trust	0.516	tribunal
minded	trust	0.516	atento
organization	trust	0.516	organização
predominant	trust	0.516	predominante
volunteer	trust	0.509	voluntário
accolade	trust	0.508	elogio
courtship	trust	0.508	namoro
patronage	trust	0.508	patrocínio
philosopher	trust	0.508	filósofo
confessional	trust	0.508	confessional
diversity	trust	0.508	diversidade
virgin	trust	0.508	virgem
venerable	trust	0.508	venerável
policy	trust	0.508	política
intact	trust	0.508	intacto
custodian	trust	0.508	guardião
automatic	trust	0.508	automático
unsurpassed	trust	0.508	insuperável
shepherd	trust	0.508	pastor
reward	trust	0.508	recompensa
beautification	trust	0.508	embelezamento
medical	trust	0.508	médico
constable	trust	0.508	polícia
forgiving	trust	0.508	perdoador
tolerance	trust	0.508	tolerância
priest	trust	0.508	padre
enable	trust	0.508	permitir
vouch	trust	0.508	atestar
lieutenant	trust	0.508	tenente
instruct	trust	0.508	instruir
housewife	trust	0.508	dona de casa
admissible	trust	0.508	admissível
sovereign	trust	0.508	soberano
amour	trust	0.508	amor
savor	trust	0.508	saborear
darling	trust	0.500	querida
related	trust	0.500	relacionado
infallibility	trust	0.500	infalibilidade
watchful	trust	0.500	vigilante
nerds	trust	0.500	senhas
instruction	trust	0.500	instrução
doctrine	trust	0.500	doutrina
birth	trust	0.500	nascimento
timing	trust	0.500	cronometragem
infinity	trust	0.500	infinidade
religions	trust	0.500	nerds
warden	trust	0.500	guardião
optimist	trust	0.500	otimista
apologetic	trust	0.500	apologético
gateway	trust	0.500	Porta de entrada
pontiff	trust	0.500	pontífice
alive	trust	0.500	vivo
indelible	trust	0.500	indelével
personal	trust	0.500	pessoal
pious	trust	0.500	piedoso
majesty	trust	0.500	majestade
synchronize	trust	0.500	sincronizar
guard	trust	0.500	guarda
retain	trust	0.500	reter
romantic	trust	0.500	romântico
superman	trust	0.500	Super homen
info	trust	0.500	informação
backer	trust	0.500	patrocinador
undying	trust	0.500	imortal
vindication	trust	0.500	vindicação
badge	trust	0.500	distintivo
treasure	trust	0.500	tesouro
guru	trust	0.500	guru
church	trust	0.492	igreja
formality	trust	0.492	formalidade
contributor	trust	0.492	contribuinte
radiance	trust	0.492	brilho
psalm	trust	0.492	salmo
laudatory	trust	0.492	laudatório
grandchildren	trust	0.492	netos
popularity	trust	0.492	popularidade
salute	trust	0.492	saudação
hosannah	trust	0.492	hosana
attraction	trust	0.492	atração
efforts	trust	0.492	julgamento
privy	trust	0.492	privado
improve	trust	0.492	melhorar
sheriff	trust	0.492	xerife
chairman	trust	0.492	presidente
judgement	trust	0.492	provérbios
harbor	trust	0.492	Porto
elegance	trust	0.492	elegância
hardy	trust	0.492	resistente
umpire	trust	0.492	árbitro
constitute	trust	0.492	constituir
proverbs	trust	0.492	religiões
jubilant	trust	0.492	jubiloso
aspire	trust	0.492	aspirar
synonymous	trust	0.492	sinônimo
inevitable	trust	0.492	inevitável
musical	trust	0.492	musical
spokesman	trust	0.492	porta-voz
endow	trust	0.492	dotar
fellow	trust	0.492	companheiro
grow	trust	0.492	crescer
moderator	trust	0.492	moderador
enjoy	trust	0.484	desfrutar
found	trust	0.484	encontrado
armor	trust	0.484	armaduras
colonel	trust	0.484	coronel
referee	trust	0.484	juiz
favorite	trust	0.484	favorito
assembly	trust	0.484	conjunto
romance	trust	0.484	romance
confess	trust	0.484	confessar
sweet	trust	0.484	doce
crowning	trust	0.484	coroando
forecast	trust	0.484	previsão
affection	trust	0.484	afeição
approbate	trust	0.484	aprovar
path	trust	0.484	caminho
concord	trust	0.484	concórdia
police	trust	0.484	polícia
countryman	trust	0.484	compatriota
income	trust	0.484	renda
ranger	trust	0.484	guarda
depth	trust	0.484	profundidade
like	trust	0.484	Curti
voucher	trust	0.484	comprovante
diagnosis	trust	0.484	diagnóstico
hire	trust	0.484	contratar
clean	trust	0.484	limpar
laudation	trust	0.484	louvor
arbiter	trust	0.484	árbitro
purely	trust	0.477	puramente
votive	trust	0.477	votivo
expect	trust	0.477	Espero
glory	trust	0.477	glória
counted	trust	0.477	esforços
apologize	trust	0.477	desculpar-se
sterling	trust	0.477	libras esterlinas
word	trust	0.477	palavra
follow	trust	0.477	Segue
sermon	trust	0.477	sermão
consul	trust	0.477	cônsul
calculator	trust	0.477	calculadora
lamb	trust	0.477	Borrego
veracity	trust	0.477	veracidade
matter	trust	0.477	matéria
parliament	trust	0.477	parlamento
lover	trust	0.477	amante
sacrifice	trust	0.477	sacrifício
putative	trust	0.477	putativo
preponderance	trust	0.477	preponderância
landmark	trust	0.477	marco
nursery	trust	0.477	berçário
mathematical	trust	0.477	matemático
frank	trust	0.477	franco
signature	trust	0.477	assinatura
policeman	trust	0.477	policial
episcopal	trust	0.477	episcopal
pastor	trust	0.477	pastor
eagerness	trust	0.469	ânsia
mighty	trust	0.469	poderoso
recruits	trust	0.469	recrutas
tribune	trust	0.469	tribuna
author	trust	0.469	autor
effective	trust	0.469	eficaz
intended	trust	0.469	pretendido
passion	trust	0.469	paixão
religion	trust	0.469	religião
flagship	trust	0.469	carro-chefe
immerse	trust	0.469	imergir
capacity	trust	0.469	capacidade
associate	trust	0.469	associado
cashier	trust	0.469	caixa
regal	trust	0.469	régio
dove	trust	0.469	pomba
tutelage	trust	0.469	tutela
underwrite	trust	0.469	subscrever
uncritical	trust	0.469	acrítico
prefer	trust	0.469	preferir
instructor	trust	0.469	instrutor
gain	trust	0.469	ganho
marshal	trust	0.469	marechal
judgment	trust	0.469	julgamento
judicious	trust	0.469	judicioso
top	trust	0.469	topo
title	trust	0.469	título
vicar	trust	0.469	vigário
bridesmaid	trust	0.469	dama de honra
commission	trust	0.469	comissão
lifestyle	trust	0.461	estilo de vida
aunt	trust	0.461	tia
attendant	trust	0.461	atendente
enroll	trust	0.461	matricular
priesthood	trust	0.461	sacerdócio
trade	trust	0.461	troca
crucial	trust	0.461	crucial
moorings	trust	0.461	amarras
kitten	trust	0.461	gatinho
medal	trust	0.461	medalha
oblige	trust	0.461	obrigar
manage	trust	0.461	gerir
magnetic	trust	0.461	magnético
custody	trust	0.461	custódia
necessarily	trust	0.461	necessariamente
partake	trust	0.461	participar
cautious	trust	0.461	cauteloso
consecration	trust	0.461	consagração
courier	trust	0.461	correio
bank	trust	0.461	banco
lesson	trust	0.461	lição
patriarchal	trust	0.461	patriarcal
eventually	trust	0.461	contado
commerce	trust	0.461	comércio
contains	trust	0.461	eventualmente
theological	trust	0.461	teológico
socially	trust	0.461	contém
admitted	trust	0.461	admitido
fortress	trust	0.461	fortaleza
cathedral	trust	0.455	catedral
deputy	trust	0.453	deputado
commonplace	trust	0.453	comum
puppy	trust	0.453	cachorro
president	trust	0.453	Presidente
finally	trust	0.453	finalmente
governor	trust	0.453	governador
synergistic	trust	0.453	sinérgico
excited	trust	0.453	animado
encomium	trust	0.453	elogio
chart	trust	0.453	gráfico
perceive	trust	0.453	perceber
insulation	trust	0.453	isolamento
present	trust	0.453	presente
oasis	trust	0.453	oásis
eagle	trust	0.453	águia
exchange	trust	0.453	intercâmbio
foresee	trust	0.453	prever
strategist	trust	0.453	estrategista
journeyman	trust	0.453	viajante
dawn	trust	0.453	alvorecer
laud	trust	0.453	louvar
level	trust	0.453	nível
chairwoman	trust	0.453	presidente
tradesmen	trust	0.445	socialmente
asserting	trust	0.445	afirmando
