English Word	Emotion	Emotion-Intensity-Score	Irish Word
dictionary	trust	0.523	foclóir
nobility	trust	0.523	uaisle
ourselves	trust	0.523	roghanna
feeling	trust	0.518	mothú
amen	trust	0.516	amen
committee	trust	0.516	coiste
reverie	trust	0.516	reverie
deserve	trust	0.516	tuillte
fully	trust	0.516	go hiomlán
compliment	trust	0.516	moladh
obstetrician	trust	0.516	cnáimhseach
enchanted	trust	0.516	draíocht
inform	trust	0.516	eolas
association	trust	0.516	Comhlachas
credit	trust	0.516	creidmheas
passwords	trust	0.516	sinn féin
freely	trust	0.516	faoi shaoirse
framework	trust	0.516	creat
nobleman	trust	0.516	uasal
formative	trust	0.516	foirmitheach
tender	trust	0.516	tairisceana
measure	trust	0.516	tomhas
advent	trust	0.516	teacht
management	trust	0.516	bainistíochta
confession	trust	0.516	admháil
remedy	trust	0.516	leigheas
sentinel	trust	0.516	feighil
pray	trust	0.516	guí
perpetuity	trust	0.516	suthain
tribunal	trust	0.516	binse
minded	trust	0.516	meoin
organization	trust	0.516	eagraíocht
predominant	trust	0.516	ceannasach
volunteer	trust	0.509	deonach
accolade	trust	0.508	gradam
courtship	trust	0.508	suirghe
patronage	trust	0.508	pátrúnacht
philosopher	trust	0.508	fealsamh
confessional	trust	0.508	faoistineach
diversity	trust	0.508	éagsúlacht
virgin	trust	0.508	maighdean
venerable	trust	0.508	venerable
policy	trust	0.508	polasaí
intact	trust	0.508	slán
custodian	trust	0.508	caomhnóir
automatic	trust	0.508	uathoibríoch
unsurpassed	trust	0.508	gan sárú
shepherd	trust	0.508	aoire
reward	trust	0.508	duais
beautification	trust	0.508	áilleacht
medical	trust	0.508	leighis
constable	trust	0.508	constábla
forgiving	trust	0.508	maithiúnas
tolerance	trust	0.508	lamháltas
priest	trust	0.508	sagart
enable	trust	0.508	chumasú
vouch	trust	0.508	dearbhán
lieutenant	trust	0.508	leifteanant
instruct	trust	0.508	teagasc
housewife	trust	0.508	bean tí
admissible	trust	0.508	inghlactha
sovereign	trust	0.508	ceannasach
amour	trust	0.508	amour
savor	trust	0.508	bhlaiseadh
darling	trust	0.500	a stór
related	trust	0.500	gaolmhar
infallibility	trust	0.500	infallibility
watchful	trust	0.500	faireach
nerds	trust	0.500	pasfhocail
instruction	trust	0.500	teagasc
doctrine	trust	0.500	fhoirceadal
birth	trust	0.500	breith
timing	trust	0.500	uainiú
infinity	trust	0.500	éigríoch
religions	trust	0.500	nerds
warden	trust	0.500	maor
optimist	trust	0.500	dóchasach
apologetic	trust	0.500	leithscéalach
gateway	trust	0.500	geata
pontiff	trust	0.500	pontiff
alive	trust	0.500	beo
indelible	trust	0.500	doscriosta
personal	trust	0.500	pearsanta
pious	trust	0.500	pianmhar
majesty	trust	0.500	mhóracht
synchronize	trust	0.500	sioncronaigh
guard	trust	0.500	garda
retain	trust	0.500	coinneáil
romantic	trust	0.500	rómánsúil
superman	trust	0.500	sárfhear
info	trust	0.500	eolas
backer	trust	0.500	tacair
undying	trust	0.500	undying
vindication	trust	0.500	dearbhaithe
badge	trust	0.500	suaitheantas
treasure	trust	0.500	stór
guru	trust	0.500	gúrú
church	trust	0.492	eaglais
formality	trust	0.492	foirmiúlacht
contributor	trust	0.492	ranníocóir
radiance	trust	0.492	radiance
psalm	trust	0.492	salm
laudatory	trust	0.492	moladh
grandchildren	trust	0.492	chlann clainne
popularity	trust	0.492	tóir
salute	trust	0.492	cúirtéis
hosannah	trust	0.492	hosanah
attraction	trust	0.492	mhealladh
efforts	trust	0.492	breithiúnas
privy	trust	0.492	ionraic
improve	trust	0.492	feabhas
sheriff	trust	0.492	sirriam
chairman	trust	0.492	cathaoirleach
judgement	trust	0.492	seanfhocail
harbor	trust	0.492	chuain
elegance	trust	0.492	galántacht
hardy	trust	0.492	crua
umpire	trust	0.492	moltóir
constitute	trust	0.492	ionann
proverbs	trust	0.492	reiligiúin
jubilant	trust	0.492	lúcháireach
aspire	trust	0.492	aspal
synonymous	trust	0.492	comhchiallach
inevitable	trust	0.492	dosheachanta
musical	trust	0.492	ceolmhar
spokesman	trust	0.492	urlabhraí
endow	trust	0.492	dearlaice
fellow	trust	0.492	fear
grow	trust	0.492	fás
moderator	trust	0.492	modhnóir
enjoy	trust	0.484	taitneamh a bhaint as
found	trust	0.484	fuarthas
armor	trust	0.484	armúr
colonel	trust	0.484	choirnéal
referee	trust	0.484	réiteoir
favorite	trust	0.484	is fearr leat
assembly	trust	0.484	tionól
romance	trust	0.484	rómáns
confess	trust	0.484	admháil
sweet	trust	0.484	milis
crowning	trust	0.484	corónú
forecast	trust	0.484	réamhaisnéis
affection	trust	0.484	gean
approbate	trust	0.484	leith
path	trust	0.484	cosán
concord	trust	0.484	comhaontas
police	trust	0.484	póilíní
countryman	trust	0.484	tíre
income	trust	0.484	ioncam
ranger	trust	0.484	saoiste
depth	trust	0.484	doimhneacht
like	trust	0.484	mhaith
voucher	trust	0.484	dearbhán
diagnosis	trust	0.484	diagnóis
hire	trust	0.484	fruiliú
clean	trust	0.484	glan
laudation	trust	0.484	moladh
arbiter	trust	0.484	eadránaí
purely	trust	0.477	amháin
votive	trust	0.477	vótail
expect	trust	0.477	ag súil
glory	trust	0.477	ghlóir
counted	trust	0.477	iarrachtaí
apologize	trust	0.477	leithscéal a ghabháil
sterling	trust	0.477	steirling
word	trust	0.477	focal
follow	trust	0.477	lean
sermon	trust	0.477	seanmóir
consul	trust	0.477	consal
calculator	trust	0.477	áireamhán
lamb	trust	0.477	uan
veracity	trust	0.477	fírinneacht
matter	trust	0.477	ábhar
parliament	trust	0.477	Pharlaimint
lover	trust	0.477	leannán
sacrifice	trust	0.477	íobairt
putative	trust	0.477	toimhdeach
preponderance	trust	0.477	preponderance
landmark	trust	0.477	sainchomhartha
nursery	trust	0.477	naíonra
mathematical	trust	0.477	matamaitice
frank	trust	0.477	macánta
signature	trust	0.477	síniú
policeman	trust	0.477	póilín
episcopal	trust	0.477	easpag
pastor	trust	0.477	sagart
eagerness	trust	0.469	fonn
mighty	trust	0.469	cumhachtach
recruits	trust	0.469	earcaigh
tribune	trust	0.469	tribun
author	trust	0.469	údar
effective	trust	0.469	éifeachtach
intended	trust	0.469	beartaithe
passion	trust	0.469	paisean
religion	trust	0.469	creideamh
flagship	trust	0.469	príomhthionscadal
immerse	trust	0.469	thumadh
capacity	trust	0.469	acmhainn
associate	trust	0.469	chomhlachú
cashier	trust	0.469	airgeadóir
regal	trust	0.469	ríoga
dove	trust	0.469	colm
tutelage	trust	0.469	tuelage
underwrite	trust	0.469	frithgheallta
uncritical	trust	0.469	neamhchriticiúil
prefer	trust	0.469	fearr
instructor	trust	0.469	teagascóir
gain	trust	0.469	gnóthachan
marshal	trust	0.469	mharascail
judgment	trust	0.469	breithiúnas
judicious	trust	0.469	tuisceanach
top	trust	0.469	barr
title	trust	0.469	teideal
vicar	trust	0.469	vicar
bridesmaid	trust	0.469	bridesmaid
commission	trust	0.469	coimisiún
lifestyle	trust	0.461	stíl mhaireachtála
aunt	trust	0.461	aintín
attendant	trust	0.461	comhghafach
enroll	trust	0.461	clárú
priesthood	trust	0.461	sagartacht
trade	trust	0.461	trádála
crucial	trust	0.461	ríthábhachtach
moorings	trust	0.461	feistiú
kitten	trust	0.461	piscín
medal	trust	0.461	bonn
oblige	trust	0.461	iallach
manage	trust	0.461	bainistigh
magnetic	trust	0.461	maighnéadach
custody	trust	0.461	coimeád
necessarily	trust	0.461	gá
partake	trust	0.461	páirt a ghlacadh
cautious	trust	0.461	aireach
consecration	trust	0.461	coisrigeadh
courier	trust	0.461	cúiréireachta
bank	trust	0.461	bainc
lesson	trust	0.461	ceacht
patriarchal	trust	0.461	patriarchal
eventually	trust	0.461	chomhaireamh
commerce	trust	0.461	tráchtáil
contains	trust	0.461	diaidh ar ndiaidh
theological	trust	0.461	diagachta
socially	trust	0.461	ina bhfuil
admitted	trust	0.461	admhaigh
fortress	trust	0.461	dún
cathedral	trust	0.455	ardeaglais
deputy	trust	0.453	leasathair
commonplace	trust	0.453	coitianta
puppy	trust	0.453	coileán
president	trust	0.453	uachtarán
finally	trust	0.453	ar deireadh
governor	trust	0.453	Gobharnóir
synergistic	trust	0.453	sineirgisteacha
excited	trust	0.453	ar bís
encomium	trust	0.453	encomium
chart	trust	0.453	chairt
perceive	trust	0.453	bhrath
insulation	trust	0.453	insliú
present	trust	0.453	i láthair
oasis	trust	0.453	ósais
eagle	trust	0.453	iolair
exchange	trust	0.453	malartú
foresee	trust	0.453	thuar
strategist	trust	0.453	straiteoir
journeyman	trust	0.453	fear turais
dawn	trust	0.453	breacadh an lae
laud	trust	0.453	moladh
level	trust	0.453	leibhéal
chairwoman	trust	0.453	cathaoirleach
tradesmen	trust	0.445	go sóisialta
asserting	trust	0.445	ag dearbhú
negotiate	trust	0.445	idirbheartaíocht
sensual	trust	0.445	ciallmhar
chocolate	trust	0.445	seacláid
crew	trust	0.445	criú
remains	trust	0.445	iarsmaí
dictum	trust	0.445	dictum
theorem	trust	0.445	teoirim
sir	trust	0.445	a dhuine uasail
employ	trust	0.445	fhostú
usual	trust	0.445	gnáth
operation	trust	0.445	oibríocht
magnify	trust	0.445	formhéadaigh
director	trust	0.445	stiúrthóir
formula	trust	0.445	foirmle
chemist	trust	0.445	poitigéir
enliven	trust	0.445	beocht
chancellor	trust	0.445	seansailéir
orthodoxy	trust	0.445	orthodoxy
lodging	trust	0.445	lóistín
exaltation	trust	0.445	móradh
lord	trust	0.445	tiarna
handbook	trust	0.445	lámhleabhar
bridegroom	trust	0.445	fear na bainnse
matters	trust	0.445	ceardaithe
orchestra	trust	0.445	ceolfhoirne
impart	trust	0.445	thabhairt
statistical	trust	0.445	staitistiúil
indemnity	trust	0.445	slánaíocht
governess	trust	0.438	gobharnóir
imagination	trust	0.438	samhlaíocht
butler	trust	0.438	Buitléir
conformity	trust	0.438	comhréireacht
digit	trust	0.438	dhigit
comptroller	trust	0.438	rialtóir
economy	trust	0.438	Geilleagar
conveyancing	trust	0.438	tíolacadh
arbitrator	trust	0.438	eadránaí
emphasize	trust	0.438	béim
exhaustive	trust	0.438	uileghabhálach
abbot	trust	0.438	abb
atone	trust	0.438	atóin
cabinet	trust	0.438	comh-aireachta
merci	trust	0.438	cúrsaí
tandem	trust	0.438	tandem
elite	trust	0.438	mionlach
inauguration	trust	0.438	insealbhú
elect	trust	0.438	togh
encore	trust	0.438	encore
villager	trust	0.438	sráidbhaile
oracle	trust	0.438	oracle
fate	trust	0.438	cinniúint
sun	trust	0.438	ghrian
pay	trust	0.430	pá
base	trust	0.430	bonn
bridal	trust	0.430	bridal
persuade	trust	0.430	a chur ina luí
lender	trust	0.430	iasachtóir
playful	trust	0.430	spraíúil
occupant	trust	0.430	áititheoir
impressionable	trust	0.430	intuigthe
resources	trust	0.430	acmhainní
repay	trust	0.430	aisíoc
toughness	trust	0.430	déineacht
rule	trust	0.430	riail
elucidate	trust	0.430	soiléir
utopian	trust	0.430	útóipeach
wealth	trust	0.430	saibhreas
compact	trust	0.430	dlúth
errand	trust	0.430	earráid
simplify	trust	0.430	shimpliú
neutrality	trust	0.430	neodracht
count	trust	0.430	comhaireamh
grit	trust	0.430	grit
differential	trust	0.430	difreálach
blanket	trust	0.430	blaincéad
hail	trust	0.430	cailleach
deacon	trust	0.430	deacon
sentry	trust	0.430	fealltach
bequest	trust	0.430	tiomnacht
disclosed	trust	0.430	nochta
cop	trust	0.430	póite
circle	trust	0.430	ciorcal
grammar	trust	0.430	gramadach
invite	trust	0.430	cuireadh
estimable	trust	0.430	inmheasta
maintenance	trust	0.422	cothabháil
supplication	trust	0.422	achainí
fixed	trust	0.422	seasta
accountant	trust	0.422	cuntasóir
sing	trust	0.422	canadh
eulogize	trust	0.422	molaim
easiest	trust	0.422	trócaire
dealings	trust	0.422	déileálacha
axiom	trust	0.422	aicsiom
enablement	trust	0.422	chumasú
diary	trust	0.422	dialann
trading	trust	0.422	trádála
perennial	trust	0.422	ilbhliantúil
primer	trust	0.422	primer
truss	trust	0.422	truss
travel	trust	0.422	taisteal
apprentice	trust	0.422	printíseach
hymn	trust	0.422	iomann
theocratic	trust	0.422	theocratic
forum	trust	0.422	fóram
continue	trust	0.422	leanúint ar aghaidh
supremacy	trust	0.422	ardcheannas
wonderstruck	trust	0.422	mlk
probity	trust	0.422	ionracas
parish	trust	0.422	paróiste
treat	trust	0.422	chóireáil
respite	trust	0.422	faoisimh
dominion	trust	0.422	tiarnas
antiseptic	trust	0.422	antiseptic
assignee	trust	0.422	sannaí
reconsideration	trust	0.422	athmhachnamh
intend	trust	0.422	intinn
shopkeeper	trust	0.422	siopadóir
commodore	trust	0.414	comadóir
fellas	trust	0.414	lesbians
routine	trust	0.414	ghnáthamh
cash	trust	0.414	airgead
labor	trust	0.414	saothair
offering	trust	0.414	ag tairiscint
specialize	trust	0.414	speisialtóireacht
gazette	trust	0.414	gazette
choir	trust	0.414	cór
cogent	trust	0.414	géarchúiseach
deference	trust	0.414	dearmhad
serve	trust	0.414	freastal
leap	trust	0.414	léim
preservative	trust	0.414	leasaitheach
akin	trust	0.414	cosúil
amortization	trust	0.414	amúchadh
consort	trust	0.414	cómharsain
salary	trust	0.414	tuarastal
incline	trust	0.414	incline
synod	trust	0.414	seanadh
gate	trust	0.414	geata
conglomerate	trust	0.414	ilchuideachta
kudos	trust	0.414	beannachtaí
reporter	trust	0.414	tuairisceoir
trainer	trust	0.414	traenálaí
athlete	trust	0.414	lúthchleasaí
privilege	trust	0.414	pribhléid
rapt	trust	0.414	éigniú
transaction	trust	0.414	idirbheart
radar	trust	0.406	radar
judged	trust	0.406	bhreithnigh
legislator	trust	0.406	reachtaire
dermatologist	trust	0.406	dermatologist
executor	trust	0.406	seiceadóir
system	trust	0.406	córas
budget	trust	0.406	buiséad
trophy	trust	0.406	trófaí
tree	trust	0.406	crann
leisure	trust	0.406	fóillíochta
fitting	trust	0.406	feistiú
glorify	trust	0.406	glóirigh
sanction	trust	0.406	smachtbhanna
reimbursement	trust	0.406	aisíocaíocht
extol	trust	0.406	glór
patrol	trust	0.406	patróil
nation	trust	0.406	náisiún
linguist	trust	0.406	teangeolaí
luxury	trust	0.406	só
abacus	trust	0.406	abacus
gentry	trust	0.398	uaisle
intense	trust	0.398	dian
neutral	trust	0.398	neodrach
clearance	trust	0.398	imréiteach
paths	trust	0.398	jeremiah
iron	trust	0.398	iarann
ground	trust	0.398	talamh
deluxe	trust	0.398	deluxe
clan	trust	0.398	clan
climax	trust	0.398	climax
electorate	trust	0.398	toghthóirí
merchandise	trust	0.398	marsantas
favs	trust	0.398	éasca
eulogy	trust	0.398	moltóireacht
yearning	trust	0.398	blian
explain	trust	0.398	mínigh
journalism	trust	0.398	iriseoireacht
nest	trust	0.398	nead
parietal	trust	0.398	pairteach
fain	trust	0.398	fain
pursue	trust	0.398	shaothrú
popular	trust	0.398	tóir
barter	trust	0.398	babhtála
glow	trust	0.398	glow
depository	trust	0.398	taisclann
quaint	trust	0.398	ceint
follower	trust	0.391	leantóir
surrogate	trust	0.391	ionaid
grin	trust	0.391	grin
accounts	trust	0.391	cuntais
chandler	trust	0.391	chandler
star	trust	0.391	réalta
regardless	trust	0.391	iontais
deal	trust	0.391	déileáil
armory	trust	0.391	armúrtha
messenger	trust	0.391	teachtaire
recline	trust	0.391	recline
escort	trust	0.391	choimhdeacht
stages	trust	0.391	feileoga
translation	trust	0.391	aistriúchán
eulogistic	trust	0.391	moilíoch
intercession	trust	0.391	idirghuí
usher	trust	0.391	usher
downright	trust	0.391	díreach
horse	trust	0.391	capall
paean	trust	0.391	paean
homie	trust	0.391	athlánaitheoir
baggage	trust	0.391	bagáiste
cube	trust	0.391	ciúb
label	trust	0.383	lipéad
plaudit	trust	0.383	moladh
lean	trust	0.383	lean
culinary	trust	0.383	cócaireachta
larger	trust	0.383	níos mó
bartender	trust	0.383	tábhairne
crisp	trust	0.383	briosc
faculty	trust	0.383	dáimhe
gage	trust	0.383	gage
curfew	trust	0.383	cuirfiú
fortune	trust	0.383	fhortún
bounty	trust	0.383	deolchaire
leaning	trust	0.383	leaning
reparation	trust	0.383	cúiteamh
encomiastic	trust	0.383	eacnamúil
series	trust	0.383	sraith
edited	trust	0.383	cosáin
possess	trust	0.383	seilbh
someday	trust	0.383	fabhtanna
clapping	trust	0.375	ag bualadh bos
cover	trust	0.375	clúdach
sex	trust	0.375	gnéas
adjust	trust	0.375	coigeartú
bouquet	trust	0.375	bouquet
picnic	trust	0.375	picnic
personalities	trust	0.375	céimeanna
assessor	trust	0.375	measúnóir
differences	trust	0.375	difríochtaí
general	trust	0.375	ginearálta
confederate	trust	0.375	cómharsain
desires	trust	0.375	beag beann ar
cosmopolitan	trust	0.367	cosmopolitan
manual	trust	0.367	lámhleabhar
dogma	trust	0.367	madrama
marine	trust	0.367	mara
pretty	trust	0.367	deas
nestle	trust	0.367	nead
garrison	trust	0.367	garastún
throne	trust	0.367	ríchathaoir
superstar	trust	0.367	sárréalta
senate	trust	0.367	Seanad
dolphin	trust	0.367	Deilf
bursary	trust	0.367	sparánacht
disclaim	trust	0.367	séanadh
knickers	trust	0.367	cniogairí
collateral	trust	0.367	comhthaobhach
marrow	trust	0.367	smior
bargain	trust	0.367	mhargadh
magnet	trust	0.367	maighnéad
swell	trust	0.367	at
bailiff	trust	0.367	báille
periodicity	trust	0.367	tréimhsiúlacht
microscope	trust	0.367	micreascóp
money	trust	0.359	airgead
green	trust	0.359	glas
lettered	trust	0.359	litreach
fender	trust	0.359	fender
promo	trust	0.359	promóisin
dance	trust	0.359	rince
phalanx	trust	0.359	phalanx
privileged	trust	0.359	pribhléideach
mortgagee	trust	0.359	morgáistí
boomerang	trust	0.359	búmarang
eulogium	trust	0.359	eulogium
roadster	trust	0.359	ródaire
calls	trust	0.359	glaonna
circumstances	trust	0.359	imthosca
footing	trust	0.359	bonn
stark	trust	0.359	lom
vulnerable	trust	0.359	leochaileach
fade	trust	0.359	céimnithe
aga	trust	0.359	ága
maxim	trust	0.359	uasta
suggest	trust	0.352	le fios
banker	trust	0.352	baincéir
crescendo	trust	0.352	crescendo
administrative	trust	0.352	riaracháin
laser	trust	0.352	léasair
show	trust	0.352	seó
rave	trust	0.352	rave
fuse	trust	0.352	fiús
poll	trust	0.352	vótaíocht
tactics	trust	0.352	tactics
seals	trust	0.352	rónta
font	trust	0.352	cló
attorney	trust	0.352	aturnae
axiomatic	trust	0.352	aiseach
holder	trust	0.344	sealbhóir
purr	trust	0.344	purr
proviso	trust	0.344	coinníoll
playground	trust	0.344	clós súgartha
servant	trust	0.344	seirbhíseach
dame	trust	0.344	dam
lace	trust	0.344	lása
weigh	trust	0.344	meáigh
dealt	trust	0.344	colúin
petit	trust	0.344	homie
entertainment	trust	0.344	siamsaíocht
bounce	trust	0.344	preab
shoutout	trust	0.344	curtha in eagar
clap	trust	0.344	bualadh bos
endless	trust	0.344	gan deireadh
opera	trust	0.336	ceoldráma
estimation	trust	0.336	meastachán
lens	trust	0.336	lionsa
hairchalk	trust	0.336	lá éigin
legislature	trust	0.336	reachtas
shoulder	trust	0.336	gualainn
cement	trust	0.336	stroighin
food	trust	0.336	bia
repute	trust	0.336	cáil
carol	trust	0.336	carúl
county	trust	0.336	contae
canons	trust	0.328	canóin
gauging	trust	0.328	tomhas
execution	trust	0.328	forghníomhú
swear	trust	0.328	mionn
wear	trust	0.328	chaitheamh
theory	trust	0.328	teoiric
struggles	trust	0.328	mianta
youll	trust	0.328	beirminat
corporation	trust	0.328	corparáid
zeal	trust	0.328	díograis
unofficial	trust	0.320	neamhoifigiúil
disposed	trust	0.320	diúscartha
heyday	trust	0.320	lá maith
interior	trust	0.320	istigh
proxy	trust	0.320	seachfhreastalaí
fill	trust	0.320	líon
rod	trust	0.320	slat
aksesoris	trust	0.320	jual
cap	trust	0.320	caipín
clerical	trust	0.320	cléireachais
sib	trust	0.320	sib
pavement	trust	0.320	cosán
girder	trust	0.320	girseach
darkest	trust	0.320	bríste
handgel	trust	0.320	pearsana
