English Word	Emotion	Emotion-Intensity-Score	Filipino Word
committed	trust	0.805	nakatuon
loyalty	trust	0.805	katapatan
integrity	trust	0.805	integridad
honorable	trust	0.805	marangal
trust	trust	0.805	magtiwala
credibility	trust	0.805	kredibilidad
faithful	trust	0.797	tapat
sincere	trust	0.797	taos-puso
partnership	trust	0.789	pakikipagsosyo
responsible	trust	0.789	responsable
true	trust	0.789	totoo
wisdom	trust	0.789	karunungan
verification	trust	0.781	pagpapatunay
cooperative	trust	0.781	kooperatiba
vow	trust	0.781	panata
oath	trust	0.781	panunumpa
respectable	trust	0.773	kagalang-galang
sisterhood	trust	0.773	kapatid na babae
hero	trust	0.773	bayani
credible	trust	0.773	mapagkakatiwalaan
promise	trust	0.773	pangako
verified	trust	0.773	napatunayan
qualified	trust	0.766	kwalipikadong
authentication	trust	0.766	pagpapatunay
respected	trust	0.766	iginagalang
compassion	trust	0.759	pakikiramay
approval	trust	0.758	pag-apruba
moral	trust	0.758	moral
reliability	trust	0.758	pagiging maaasahan
trusts	trust	0.758	pinagkakatiwalaan
safekeeping	trust	0.758	pag-iingat
reputable	trust	0.758	kagalang-galang
love	trust	0.758	pag-ibig
friend	trust	0.750	kaibigan
stable	trust	0.750	matatag
authentic	trust	0.750	tunay
competence	trust	0.750	kakayahan
safeguard	trust	0.750	pangalagaan
companion	trust	0.750	kasama
advised	trust	0.750	pinayuhan
respect	trust	0.750	paggalang
loyal	trust	0.750	tapat
genuine	trust	0.750	tunay
friendships	trust	0.750	nagtitiwala
ally	trust	0.750	kakampi
proven	trust	0.742	napatunayan
freedom	trust	0.742	kalayaan
respects	trust	0.742	paggalang
accepting	trust	0.742	pagkakaibigan
faith	trust	0.742	pananampalataya
wholesome	trust	0.742	nakapagpapalusog
heartfelt	trust	0.734	taos puso
unification	trust	0.734	pagkakaisa
confirmation	trust	0.734	kumpirmasyon
protecting	trust	0.734	pinoprotektahan
reassurance	trust	0.734	katiyakan
trustee	trust	0.734	katiwala
supporter	trust	0.734	tagasuporta
respectful	trust	0.734	magalang
admirable	trust	0.734	kahanga-hanga
fact	trust	0.727	katotohanan
friendship	trust	0.727	pagkakaibigan
partners	trust	0.727	pagtanggap
confidentially	trust	0.727	kumpidensyal
confident	trust	0.727	tiwala
equality	trust	0.727	pagkakapantay-pantay
alliance	trust	0.727	alyansa
credential	trust	0.727	kredensyal
believing	trust	0.727	naniniwala
excellence	trust	0.727	kahusayan
agreement	trust	0.727	kasunduan
closeness	trust	0.719	pagiging malapit
authenticate	trust	0.719	patotohanan
virtuous	trust	0.719	mabait
intelligence	trust	0.719	katalinuhan
kindred	trust	0.719	kamag-anak
virtue	trust	0.719	kabutihan
honored	trust	0.719	pinarangalan
justice	trust	0.711	hustisya
charitable	trust	0.711	kawanggawa
determination	trust	0.711	pagpapasiya
creditable	trust	0.711	mapagkakatiwalaan
consistency	trust	0.711	hindi pagbabago
allegiance	trust	0.711	katapatan
cooperation	trust	0.711	pagtutulungan
guarantee	trust	0.711	garantiya
dedication	trust	0.711	dedikasyon
straightforward	trust	0.711	prangka
cooperating	trust	0.711	nagtutulungan
reliable	trust	0.703	maaasahan
nurture	trust	0.703	pagyamanin
mother	trust	0.703	ina
fulfilled	trust	0.703	natupad
admiration	trust	0.703	paghanga
mentor	trust	0.703	tagapagturo
guardianship	trust	0.703	pangangalaga
assurance	trust	0.703	katiyakan
morality	trust	0.703	moralidad
motherhood	trust	0.703	pagiging ina
innocent	trust	0.703	inosente
reverence	trust	0.703	paggalang
sanctuary	trust	0.703	santuwaryo
friendliness	trust	0.703	pagkamagiliw
prepared	trust	0.703	pinaghandaan
admire	trust	0.703	humanga
protected	trust	0.703	protektado
proof	trust	0.703	patunay
bodyguard	trust	0.695	bodyguard
skillful	trust	0.695	magaling
marriage	trust	0.695	kasal
allied	trust	0.695	kaalyado
morals	trust	0.695	moral
humanitarian	trust	0.695	makatao
pact	trust	0.695	kasunduan
courage	trust	0.695	lakas ng loob
accountable	trust	0.695	may pananagutan
agreeable	trust	0.695	kasundo
united	trust	0.695	nagkakaisa
indestructible	trust	0.695	hindi masisira
approving	trust	0.695	pag-apruba
guardian	trust	0.695	tagapag-alaga
compassionate	trust	0.695	mahabagin
scientist	trust	0.695	siyentipiko
certified	trust	0.695	sertipikado
pledge	trust	0.688	pangako
adviser	trust	0.688	tagapayo
authenticity	trust	0.688	pagiging tunay
understanding	trust	0.688	pagkakaunawaan
secure	trust	0.688	ligtas
guidance	trust	0.688	gabay
monogamy	trust	0.688	monogamy
valor	trust	0.688	lakas ng loob
solidity	trust	0.688	katatagan
perfection	trust	0.688	pagiging perpekto
believed	trust	0.688	naniwala
humanity	trust	0.688	sangkatauhan
justifiable	trust	0.688	makatwiran
competent	trust	0.688	may kakayahan
esteem	trust	0.688	pagpapahalaga
protector	trust	0.680	tagapagtanggol
inspire	trust	0.680	magbigay ng inspirasyon
hope	trust	0.680	pag-asa
strongest	trust	0.680	mga kasosyo
expertise	trust	0.680	kadalubhasaan
humble	trust	0.680	mapagpakumbaba
indivisible	trust	0.680	hindi mahahati
official	trust	0.680	opisyal
affirm	trust	0.680	pagtibayin
familiarity	trust	0.680	pagiging pamilyar
confirmed	trust	0.680	nakumpirma
diligence	trust	0.680	sipag
grandfather	trust	0.680	lolo
advocacy	trust	0.680	adbokasiya
goodness	trust	0.680	kabutihan
commendable	trust	0.680	kapuri-puri
acceptance	trust	0.680	pagtanggap
diplomatic	trust	0.680	diplomatiko
leader	trust	0.680	pinuno
confide	trust	0.680	magtapat
agreeing	trust	0.680	sumasang-ayon
approve	trust	0.680	aprubahan
professional	trust	0.680	propesyonal
elders	trust	0.680	matatanda
confidential	trust	0.680	kumpidensyal
faultless	trust	0.672	walang kapintasan
believes	trust	0.672	tinanggap
sanctify	trust	0.672	magpabanal
intelligent	trust	0.672	matalino
safe	trust	0.672	ligtas
accepted	trust	0.672	pinakamalakas
dignity	trust	0.672	dignidad
unwavering	trust	0.672	hindi natitinag
encyclopedia	trust	0.672	encyclopedia
mastery	trust	0.672	pagwawagi
cohesive	trust	0.672	magkakasama
harmoniously	trust	0.672	maayos
benevolence	trust	0.672	kabutihang loob
healing	trust	0.672	paglunas
accredited	trust	0.672	akreditado
covenant	trust	0.672	tipan
accountability	trust	0.664	pananagutan
team	trust	0.664	pangkat
authority	trust	0.664	awtoridad
heroic	trust	0.664	kabayanihan
reliance	trust	0.664	pagtitiwala
expert	trust	0.664	dalubhasa
communicate	trust	0.664	makipag-usap
spiritual	trust	0.664	espirituwal
impeccable	trust	0.664	hindi nagkakamali
specialist	trust	0.664	espesyalista
affirmatively	trust	0.664	affirmatively
proficient	trust	0.664	marunong
fulfillment	trust	0.664	katuparan
advocate	trust	0.664	tagapagtaguyod
disciple	trust	0.664	alagad
attestation	trust	0.664	pagpapatunay
merit	trust	0.664	merito
supporting	trust	0.664	pagsuporta
ambassador	trust	0.664	ambasador
guidebook	trust	0.664	guidebook
accept	trust	0.664	tanggapin
strengthening	trust	0.661	pagpapalakas
holiness	trust	0.656	kabanalan
facts	trust	0.656	katotohanan
warranty	trust	0.656	garantiya
strength	trust	0.656	lakas
relationship	trust	0.656	relasyon
defended	trust	0.656	ipinagtanggol
constancy	trust	0.656	katatagan
favorable	trust	0.656	kanais-nais
gentleman	trust	0.656	maginoo
counsel	trust	0.656	payo
scientific	trust	0.656	siyentipiko
structure	trust	0.656	istraktura
elder	trust	0.656	matanda
excellent	trust	0.656	mahusay
achieve	trust	0.656	makamit
steadfast	trust	0.656	matatag
familiar	trust	0.656	pamilyar
proficiency	trust	0.656	kahusayan
supports	trust	0.656	naniniwala
counselor	trust	0.648	tagapayo
lovable	trust	0.648	kaibig-ibig
advisable	trust	0.648	ipinapayong
agreed	trust	0.648	sumang-ayon
heroism	trust	0.648	kabayanihan
rely	trust	0.648	umasa
uphold	trust	0.648	panindigan
brother	trust	0.648	kapatid
matrimony	trust	0.648	matrimonyo
assuredly	trust	0.648	tiyak
peaceful	trust	0.648	mapayapa
saint	trust	0.648	santo
unconditionally	trust	0.648	tinatanggap
solidarity	trust	0.648	pagkakaisa
accepts	trust	0.648	sumusuporta
inspiration	trust	0.648	inspirasyon
noble	trust	0.648	marangal
successful	trust	0.648	matagumpay
harmony	trust	0.648	pagkakaisa
protective	trust	0.648	proteksiyon
competency	trust	0.648	kakayahan
comrade	trust	0.648	kasama
academic	trust	0.648	akademiko
assist	trust	0.648	tumulong
worthy	trust	0.643	karapatdapat
benefactor	trust	0.641	benefactor
credence	trust	0.641	pananalig
confidence	trust	0.641	kumpiyansa
relationships	trust	0.641	walang pasubali
ordained	trust	0.641	inorden
legal	trust	0.641	legal
champion	trust	0.641	kampeon
lawful	trust	0.641	ayon sa batas
durability	trust	0.641	tibay
judiciary	trust	0.641	hudikatura
doctor	trust	0.641	doktor
loving	trust	0.641	mapagmahal
assure	trust	0.641	tiyakin
establish	trust	0.641	magtatag
mamma	trust	0.641	nanay
kind	trust	0.641	mabait
unity	trust	0.641	pagkakaisa
conscientious	trust	0.641	matapat
real	trust	0.641	totoo
coexist	trust	0.641	magkakasamang buhay
leading	trust	0.641	nangunguna
teacher	trust	0.641	guro
intimate	trust	0.634	intimate
brotherly	trust	0.633	magkapatid
physician	trust	0.633	manggagamot
judicial	trust	0.633	panghukuman
saintly	trust	0.633	banal
aspiration	trust	0.633	hangad
conscience	trust	0.633	konsensya
therapeutic	trust	0.633	panterapeutika
fidelity	trust	0.633	katapatan
soundness	trust	0.633	kagalingan
important	trust	0.633	mahalaga
homage	trust	0.633	pagpupugay
legitimacy	trust	0.633	pagkalehitimo
fortitude	trust	0.633	lakas ng loob
deepest	trust	0.633	mga relasyon
approved	trust	0.633	naaprubahan
courageous	trust	0.633	matapang
devotional	trust	0.633	debosyonal
endorse	trust	0.633	i-endorso
backbone	trust	0.633	gulugod
authorize	trust	0.633	pahintulutan
practiced	trust	0.633	nagpraktis
sanctification	trust	0.633	pagpapabanal
hopeful	trust	0.633	umaasa
convincing	trust	0.633	nakakumbinsi
bless	trust	0.633	pagpalain
angel	trust	0.625	anghel
authorization	trust	0.625	awtorisasyon
assured	trust	0.625	panatag
purify	trust	0.625	maglinis
caretaker	trust	0.625	tagapag-alaga
regard	trust	0.625	paggalang
profound	trust	0.625	malalim
achievement	trust	0.625	tagumpay
evident	trust	0.625	maliwanag
positivity	trust	0.625	pagiging positibo
communication	trust	0.625	komunikasyon
professorship	trust	0.625	pagkapropesor
blessing	trust	0.625	pagpapala
beliefs	trust	0.625	pinakamalalim
encourage	trust	0.625	hikayatin
fireman	trust	0.625	bumbero
majestic	trust	0.625	maringal
civilized	trust	0.625	sibilisado
certify	trust	0.625	patunayan
wonderful	trust	0.625	kahanga-hanga
engaged	trust	0.625	engaged
accurate	trust	0.625	tumpak
approvement	trust	0.617	pag sang-ayon
optimism	trust	0.617	optimismo
planning	trust	0.617	pagpaplano
believer	trust	0.617	mananampalataya
advice	trust	0.617	payo
commend	trust	0.617	purihin
gospel	trust	0.617	ebanghelyo
objective	trust	0.617	layunin
rational	trust	0.617	makatwiran
cherish	trust	0.617	pahalagahan
constantly	trust	0.617	tuloy-tuloy
haven	trust	0.617	kanlungan
fundamental	trust	0.617	pundamental
bedrock	trust	0.617	batong-bato
accord	trust	0.617	kasunduan
triumphant	trust	0.617	nagtatagumpay
surety	trust	0.617	katiyakan
testament	trust	0.617	testamento
absolution	trust	0.617	pagpapatawad
truce	trust	0.617	tigil-tigilan
reassure	trust	0.617	panatag ang loob
appreciation	trust	0.617	pagpapahalaga
qualities	trust	0.617	mga katangian
passionate	trust	0.617	madamdamin
good	trust	0.617	mabuti
unimpeachable	trust	0.617	hindi matatalo
corroborate	trust	0.617	patunayan
thoughtful	trust	0.617	maalalahanin
heroine	trust	0.617	pangunahing tauhang babae
teach	trust	0.617	turo
god	trust	0.617	diyos
attentive	trust	0.617	matulungin
scripture	trust	0.609	banal na kasulatan
civilization	trust	0.609	sibilisasyon
magnificence	trust	0.609	kadakilaan
recommend	trust	0.609	magrekomenda
progression	trust	0.609	pag-unlad
steward	trust	0.609	katiwala
purification	trust	0.609	paglilinis
patron	trust	0.609	patron
praiseworthy	trust	0.609	kapuri-puri
heal	trust	0.609	gumaling
considerate	trust	0.609	maalalahanin
blessings	trust	0.609	pagpapala
mediator	trust	0.609	tagapamagitan
babysitter	trust	0.609	yaya
notary	trust	0.609	notaryo
awareness	trust	0.609	kamalayan
vetted	trust	0.609	mga paniniwala
excel	trust	0.609	excel
happy	trust	0.609	masaya
praise	trust	0.609	papuri
brilliant	trust	0.609	napakatalino
liking	trust	0.609	pagkagusto
definitive	trust	0.609	tiyak
comfort	trust	0.609	kaginhawaan
officer	trust	0.609	opisyal
peace	trust	0.602	kapayapaan
serenity	trust	0.602	katahimikan
unquestionable	trust	0.602	hindi mapag-aalinlanganan
embrace	trust	0.602	yakapin
identify	trust	0.602	kilalanin
inspired	trust	0.602	inspirasyon
steady	trust	0.602	matatag
nun	trust	0.602	madre
guarded	trust	0.602	binabantayan
symmetry	trust	0.602	simetriya
mainstay	trust	0.602	sandigan
fulfill	trust	0.602	tuparin
humility	trust	0.602	pagpapakumbaba
helpful	trust	0.602	matulungin
transcendence	trust	0.602	transendence
unconditional	trust	0.602	walang kondisyon
brave	trust	0.602	matapang
brighten	trust	0.602	lumiwanag
experienced	trust	0.602	naranasan
enlightenment	trust	0.602	kaliwanagan
sympathetic	trust	0.602	nakikiramay
witness	trust	0.602	saksi
vigilant	trust	0.594	mapagbantay
ministry	trust	0.594	ministeryo
admiral	trust	0.594	admiral
vigilance	trust	0.594	pagbabantay
depend	trust	0.594	depende
generosity	trust	0.594	pagkabukas-palad
befriend	trust	0.594	makipagkaibigan
complimentary	trust	0.594	komplimentaryong
assessment	trust	0.594	pagtatasa
fairly	trust	0.594	nang walang kinikilingan
enlighten	trust	0.594	maliwanagan
strengthen	trust	0.594	palakasin
nurse	trust	0.594	nars
endowment	trust	0.594	endowment
visionary	trust	0.594	visionary
praised	trust	0.594	pinuri
eminence	trust	0.594	kadakilaan
marry	trust	0.594	magpakasal
generous	trust	0.594	mapagbigay
gratitude	trust	0.594	pasasalamat
sage	trust	0.594	pantas
tranquility	trust	0.594	katahimikan
openly	trust	0.594	lantaran
grant	trust	0.594	bigyan
spouse	trust	0.594	asawa
philanthropic	trust	0.594	mapagkawanggawa
regent	trust	0.594	regent
substantiate	trust	0.594	patunayan
commendation	trust	0.594	papuri
council	trust	0.594	konseho
efficient	trust	0.594	mabisa
sweetheart	trust	0.589	syota
bylaw	trust	0.586	batas
magnificent	trust	0.586	kahanga-hanga
designation	trust	0.586	pagtatalaga
godly	trust	0.586	maka-Diyos
seniority	trust	0.586	seniority
conservation	trust	0.586	konserbasyon
educational	trust	0.586	pang-edukasyon
rooted	trust	0.586	nakaugat
inheritance	trust	0.586	mana
diplomacy	trust	0.586	diplomasya
mate	trust	0.586	kapareha
convince	trust	0.586	kumbinsihin
unfailing	trust	0.586	hindi nabigo
share	trust	0.586	ibahagi
monk	trust	0.586	monghe
constitutional	trust	0.586	konstitusyonal
lovely	trust	0.586	kaibig-ibig
compliance	trust	0.586	pagsunod
attest	trust	0.586	magpatotoo
victory	trust	0.586	tagumpay
serene	trust	0.586	matahimik
checklist	trust	0.586	checklist
husbandry	trust	0.586	pagsasaka
enjoying	trust	0.586	tinatangkilik
revere	trust	0.586	igalang
tribe	trust	0.586	tribo
meritorious	trust	0.586	karapat-dapat
joyful	trust	0.586	masayahin
delegate	trust	0.586	delegado
helper	trust	0.586	katulong
angelic	trust	0.586	mala-anghel
ambition	trust	0.586	ambisyon
father	trust	0.586	ama
acclaim	trust	0.586	pagbubunyi
testimony	trust	0.586	patotoo
collectively	trust	0.586	sama-sama
sobriety	trust	0.586	kahinahunan
prestige	trust	0.586	prestihiyo
firmness	trust	0.586	katatagan
structural	trust	0.578	istruktural
impartiality	trust	0.578	walang kinikilingan
navigator	trust	0.578	navigator
judge	trust	0.578	hukom
shelter	trust	0.578	kanlungan
coexisting	trust	0.578	magkakasamang nabubuhay
unquestioned	trust	0.578	walang pag-aalinlangan
careful	trust	0.578	ingat
obey	trust	0.578	sumunod
professor	trust	0.578	propesor
convinced	trust	0.578	kumbinsido
communion	trust	0.578	komunyon
cheerfulness	trust	0.578	pagiging masayahin
inviting	trust	0.578	nag-aanyaya
irrefutable	trust	0.578	hindi matatawaran
commandant	trust	0.578	kumandante
smile	trust	0.578	ngumiti
authoritative	trust	0.578	makapangyarihan
philanthropist	trust	0.578	pilantropo
legalized	trust	0.578	ginawang legal
adore	trust	0.578	sambahin
upright	trust	0.578	patayo
revival	trust	0.578	muling pagbabangon
dutiful	trust	0.578	masunurin
watchdog	trust	0.578	asong nagbabantay
apostle	trust	0.570	apostol
volunteers	trust	0.570	mga boluntaryo
immaculate	trust	0.570	malinis na malinis
adhering	trust	0.570	pagsunod
unquestionably	trust	0.570	walang alinlangan
advise	trust	0.570	payuhan
punctual	trust	0.570	maagap
consult	trust	0.570	sumangguni
ordinance	trust	0.570	ordinansa
complement	trust	0.570	pandagdag
modest	trust	0.570	mababang-loob
everlasting	trust	0.570	walang hanggan
compass	trust	0.570	kumpas
heavenly	trust	0.570	makalangit
determinate	trust	0.570	determinado
counsellor	trust	0.570	tagapayo
abundance	trust	0.570	kasaganaan
guide	trust	0.570	gabay
earned	trust	0.570	sinuri
pedigree	trust	0.570	pedigree
relative	trust	0.570	kamag-anak
principal	trust	0.570	punong-guro
plausible	trust	0.570	makatwiran
collaborator	trust	0.570	katuwang
connective	trust	0.570	nag-uugnay
corroboration	trust	0.570	pagpapatibay
insure	trust	0.570	insure
pilot	trust	0.570	piloto
unequivocal	trust	0.570	malinaw
matron	trust	0.570	matrona
cuddle	trust	0.570	yakap
measured	trust	0.570	sinusukat
fort	trust	0.562	depensa
treasurer	trust	0.562	ingat-yaman
apostolic	trust	0.562	apostoliko
save	trust	0.562	iligtas
frankness	trust	0.562	pagiging prangka
insight	trust	0.562	kabatiran
admit	trust	0.562	umamin
earn	trust	0.562	kumita
remarkable	trust	0.562	kapansin-pansin
strong	trust	0.562	malakas
content	trust	0.562	nilalaman
vitality	trust	0.562	sigla
prize	trust	0.562	premyo
vigorous	trust	0.562	masigla
congregation	trust	0.562	kongregasyon
uplift	trust	0.562	pagtaas
spotless	trust	0.562	walang batik
devout	trust	0.562	madasalin
soothing	trust	0.562	nakapapawi
miracle	trust	0.562	himala
cohesion	trust	0.562	pagkakaisa
lovemaking	trust	0.562	pag-ibig
curable	trust	0.562	nalulunasan
pleasant	trust	0.562	kaaya-aya
jury	trust	0.562	hurado
pertinent	trust	0.562	may kinalaman
succeeding	trust	0.562	nagtatagumpay
concordance	trust	0.562	konkordansiya
jurist	trust	0.562	hukom
applaud	trust	0.562	palakpakan
ordination	trust	0.562	ordinasyon
compensate	trust	0.562	bayaran
patience	trust	0.555	pasensya
mediate	trust	0.555	mamagitan
coach	trust	0.555	coach
illumination	trust	0.555	pag-iilaw
cultivate	trust	0.555	linangin
providing	trust	0.555	pagbibigay
precedence	trust	0.555	karapatan sa pangunguna
exalt	trust	0.555	dakilain
succeed	trust	0.555	magtagumpay
inclusion	trust	0.555	pagsasama
meditate	trust	0.555	magnilay
coalesce	trust	0.555	magsama-sama
betrothed	trust	0.555	katipan
midwife	trust	0.555	komadrona
veteran	trust	0.555	beterano
destined	trust	0.555	nakatadhana
auditor	trust	0.555	auditor
privacy	trust	0.555	privacy
restorative	trust	0.555	pambawi
influential	trust	0.555	maimpluwensyang
impartial	trust	0.555	walang kinikilingan
discretion	trust	0.555	pagpapasya
foresight	trust	0.555	pananaw sa kinabukasan
congruence	trust	0.555	pagkakatugma
worship	trust	0.555	pagsamba
constant	trust	0.555	pare-pareho
reunion	trust	0.555	reunion
intuition	trust	0.555	intuwisyon
reconciliation	trust	0.555	pagkakasundo
ambulance	trust	0.555	ambulansya
defender	trust	0.555	tagapagtanggol
greatness	trust	0.555	kadakilaan
buddy	trust	0.555	kaibigan
vote	trust	0.555	bumoto
physicist	trust	0.555	pisiko
