English Word	Emotion	Emotion-Intensity-Score	Esperanto Word
admirable	trust	0.734	admirinda
fact	trust	0.727	fakto
friendship	trust	0.727	amikeco
partners	trust	0.727	akceptante
confidentially	trust	0.727	konfidence
confident	trust	0.727	memfida
equality	trust	0.727	egaleco
alliance	trust	0.727	alianco
credential	trust	0.727	akreditaĵo
believing	trust	0.727	kredante
excellence	trust	0.727	ekscelenco
agreement	trust	0.727	interkonsento
closeness	trust	0.719	proksimeco
authenticate	trust	0.719	aŭtentikigi
virtuous	trust	0.719	virta
intelligence	trust	0.719	inteligenteco
kindred	trust	0.719	parencaro
virtue	trust	0.719	virto
honored	trust	0.719	honorita
justice	trust	0.711	justeco
charitable	trust	0.711	bonfara
determination	trust	0.711	determino
creditable	trust	0.711	kredinda
consistency	trust	0.711	kohereco
allegiance	trust	0.711	fideleco
cooperation	trust	0.711	kunlaboro
guarantee	trust	0.711	garantio
dedication	trust	0.711	dediĉo
straightforward	trust	0.711	rekta
cooperating	trust	0.711	kunlaborante
reliable	trust	0.703	fidinda
nurture	trust	0.703	nutri
mother	trust	0.703	patrino
fulfilled	trust	0.703	plenumita
admiration	trust	0.703	admiro
mentor	trust	0.703	mentoro
guardianship	trust	0.703	kuratoreco
assurance	trust	0.703	certigo
morality	trust	0.703	moraleco
motherhood	trust	0.703	patrineco
innocent	trust	0.703	senkulpa
reverence	trust	0.703	respekto
sanctuary	trust	0.703	sanktejo
friendliness	trust	0.703	amikeco
prepared	trust	0.703	preparita
admire	trust	0.703	admiri
protected	trust	0.703	protektata
proof	trust	0.703	pruvo
bodyguard	trust	0.695	korpogardisto
skillful	trust	0.695	lerta
marriage	trust	0.695	geedzeco
allied	trust	0.695	aliancitaj
morals	trust	0.695	moralo
humanitarian	trust	0.695	humanitara
pact	trust	0.695	pakto
courage	trust	0.695	kuraĝon
accountable	trust	0.695	respondeca
agreeable	trust	0.695	agrabla
united	trust	0.695	unuiĝinta
indestructible	trust	0.695	nedetruebla
approving	trust	0.695	aprobante
guardian	trust	0.695	kuratoro
compassionate	trust	0.695	kompata
scientist	trust	0.695	sciencisto
certified	trust	0.695	atestita
pledge	trust	0.688	promeso
adviser	trust	0.688	konsilisto
authenticity	trust	0.688	aŭtentikeco
understanding	trust	0.688	kompreno
secure	trust	0.688	sekura
guidance	trust	0.688	gvidado
monogamy	trust	0.688	monogamio
valor	trust	0.688	braveco
solidity	trust	0.688	solideco
perfection	trust	0.688	perfekteco
believed	trust	0.688	kredis
humanity	trust	0.688	homaro
justifiable	trust	0.688	pravigebla
competent	trust	0.688	kompetenta
esteem	trust	0.688	estimo
protector	trust	0.680	protektanto
inspire	trust	0.680	inspiri
hope	trust	0.680	espero
strongest	trust	0.680	partneroj
expertise	trust	0.680	kompetenteco
humble	trust	0.680	humila
indivisible	trust	0.680	nedividebla
official	trust	0.680	oficiala
affirm	trust	0.680	aserti
familiarity	trust	0.680	familiareco
confirmed	trust	0.680	konfirmita
diligence	trust	0.680	diligento
grandfather	trust	0.680	avo
advocacy	trust	0.680	pledado
goodness	trust	0.680	bono
commendable	trust	0.680	laŭdinda
acceptance	trust	0.680	akcepto
diplomatic	trust	0.680	diplomatia
leader	trust	0.680	gvidanto
confide	trust	0.680	konfidi
agreeing	trust	0.680	konsentante
approve	trust	0.680	aprobi
professional	trust	0.680	profesia
elders	trust	0.680	maljunuloj
confidential	trust	0.680	konfidenca
faultless	trust	0.672	senriproĉa
believes	trust	0.672	akceptis
sanctify	trust	0.672	sanktigi
intelligent	trust	0.672	inteligenta
safe	trust	0.672	sekura
accepted	trust	0.672	plej forte
dignity	trust	0.672	digno
unwavering	trust	0.672	neŝancelebla
encyclopedia	trust	0.672	enciklopedio
mastery	trust	0.672	majstreco
cohesive	trust	0.672	kohezia
harmoniously	trust	0.672	harmonie
benevolence	trust	0.672	bonvolemo
healing	trust	0.672	resanigo
accredited	trust	0.672	akreditita
covenant	trust	0.672	interligo
accountability	trust	0.664	respondigebleco
team	trust	0.664	teamo
authority	trust	0.664	aŭtoritato
heroic	trust	0.664	heroa
reliance	trust	0.664	dependeco
expert	trust	0.664	sperta
communicate	trust	0.664	komuniki
spiritual	trust	0.664	spirita
impeccable	trust	0.664	senriproĉa
specialist	trust	0.664	specialisto
affirmatively	trust	0.664	jese
proficient	trust	0.664	lerta
fulfillment	trust	0.664	plenumo
advocate	trust	0.664	advokato
disciple	trust	0.664	disĉiplo
attestation	trust	0.664	atesto
merit	trust	0.664	merito
supporting	trust	0.664	apogante
ambassador	trust	0.664	ambasadoro
guidebook	trust	0.664	gvidlibro
accept	trust	0.664	akcepti
strengthening	trust	0.661	plifortigante
holiness	trust	0.656	sankteco
facts	trust	0.656	faktoj
warranty	trust	0.656	garantio
strength	trust	0.656	forto
relationship	trust	0.656	rilato
defended	trust	0.656	defendis
constancy	trust	0.656	konstanteco
favorable	trust	0.656	favora
gentleman	trust	0.656	sinjoro
counsel	trust	0.656	konsilo
scientific	trust	0.656	scienca
structure	trust	0.656	strukturo
elder	trust	0.656	pli aĝa
excellent	trust	0.656	bonega
achieve	trust	0.656	atingi
steadfast	trust	0.656	firma
familiar	trust	0.656	familiara
proficiency	trust	0.656	scipovo
supports	trust	0.656	kredas
counselor	trust	0.648	konsilisto
lovable	trust	0.648	aminda
advisable	trust	0.648	konsilinde
agreed	trust	0.648	konsentis
heroism	trust	0.648	heroeco
rely	trust	0.648	fidi
uphold	trust	0.648	subteni
brother	trust	0.648	frato
matrimony	trust	0.648	edzeco
assuredly	trust	0.648	certe
peaceful	trust	0.648	paca
saint	trust	0.648	sanktulo
unconditionally	trust	0.648	akceptas
solidarity	trust	0.648	solidareco
accepts	trust	0.648	subtenas
inspiration	trust	0.648	inspiro
noble	trust	0.648	nobla
successful	trust	0.648	sukcesa
harmony	trust	0.648	harmonio
protective	trust	0.648	protekta
competency	trust	0.648	kompetenteco
comrade	trust	0.648	kamarado
academic	trust	0.648	akademiano
assist	trust	0.648	helpi
worthy	trust	0.643	inda
benefactor	trust	0.641	bonfaranto
credence	trust	0.641	kredo
confidence	trust	0.641	konfido
relationships	trust	0.641	senkondiĉe
ordained	trust	0.641	ordonita
legal	trust	0.641	jura
champion	trust	0.641	ĉampiono
lawful	trust	0.641	laŭleĝe
durability	trust	0.641	fortikeco
judiciary	trust	0.641	juĝistaro
doctor	trust	0.641	kuracisto
loving	trust	0.641	amanta
assure	trust	0.641	certigi
establish	trust	0.641	establi
mamma	trust	0.641	panjo
kind	trust	0.641	afabla
unity	trust	0.641	unueco
conscientious	trust	0.641	konscienca
real	trust	0.641	reala
coexist	trust	0.641	kunekzisti
leading	trust	0.641	gvidante
teacher	trust	0.641	instruisto
intimate	trust	0.634	intima
brotherly	trust	0.633	frate
physician	trust	0.633	kuracisto
judicial	trust	0.633	juĝa
saintly	trust	0.633	sankta
aspiration	trust	0.633	aspiro
conscience	trust	0.633	konscienco
therapeutic	trust	0.633	terapia
fidelity	trust	0.633	fideleco
soundness	trust	0.633	solideco
important	trust	0.633	grava
homage	trust	0.633	omaĝo
legitimacy	trust	0.633	legitimeco
fortitude	trust	0.633	forto
deepest	trust	0.633	rilatoj
approved	trust	0.633	aprobita
courageous	trust	0.633	kuraĝa
devotional	trust	0.633	devota
endorse	trust	0.633	apogi
backbone	trust	0.633	spino
authorize	trust	0.633	permesi
practiced	trust	0.633	praktikita
sanctification	trust	0.633	sanktigo
hopeful	trust	0.633	esperplena
convincing	trust	0.633	konvinka
bless	trust	0.633	benu
angel	trust	0.625	anĝelo
authorization	trust	0.625	rajtigo
assured	trust	0.625	certigis
purify	trust	0.625	purigi
caretaker	trust	0.625	prizorganto
regard	trust	0.625	konsidero
profound	trust	0.625	profunda
achievement	trust	0.625	atingo
evident	trust	0.625	evidenta
positivity	trust	0.625	pozitiveco
communication	trust	0.625	komunikado
professorship	trust	0.625	profesoreco
blessing	trust	0.625	beno
beliefs	trust	0.625	plej profunda
encourage	trust	0.625	kuraĝigi
fireman	trust	0.625	fajrobrigadisto
majestic	trust	0.625	majesta
civilized	trust	0.625	civilizita
certify	trust	0.625	atesti
wonderful	trust	0.625	mirinda
engaged	trust	0.625	engaĝita
accurate	trust	0.625	preciza
approvement	trust	0.617	aprobo
optimism	trust	0.617	optimismo
planning	trust	0.617	planado
believer	trust	0.617	kredanto
advice	trust	0.617	konsilon
commend	trust	0.617	rekomendi
gospel	trust	0.617	evangelio
objective	trust	0.617	objektivo
rational	trust	0.617	racia
cherish	trust	0.617	ŝati
constantly	trust	0.617	konstante
haven	trust	0.617	rifuĝejo
fundamental	trust	0.617	fundamenta
bedrock	trust	0.617	praroko
accord	trust	0.617	akordo
triumphant	trust	0.617	triumfa
surety	trust	0.617	garantio
testament	trust	0.617	testamento
absolution	trust	0.617	absolvo
truce	trust	0.617	paŭzo
reassure	trust	0.617	trankviligi
appreciation	trust	0.617	aprezo
qualities	trust	0.617	kvalitoj
passionate	trust	0.617	pasia
good	trust	0.617	bona
unimpeachable	trust	0.617	neakceptebla
corroborate	trust	0.617	konfirmi
thoughtful	trust	0.617	pensema
heroine	trust	0.617	heroino
teach	trust	0.617	instrui
god	trust	0.617	Dio
attentive	trust	0.617	atenta
scripture	trust	0.609	skribo
civilization	trust	0.609	civilizacio
magnificence	trust	0.609	grandiozeco
recommend	trust	0.609	rekomendi
progression	trust	0.609	progresado
steward	trust	0.609	stevardo
purification	trust	0.609	purigo
patron	trust	0.609	patrono
praiseworthy	trust	0.609	laŭdinda
heal	trust	0.609	resanigi
considerate	trust	0.609	konsiderinda
blessings	trust	0.609	benojn
mediator	trust	0.609	mediatoro
babysitter	trust	0.609	infanvartanto
notary	trust	0.609	notario
awareness	trust	0.609	konscio
vetted	trust	0.609	kredoj
excel	trust	0.609	excel
happy	trust	0.609	feliĉa
praise	trust	0.609	laŭdon
brilliant	trust	0.609	brila
liking	trust	0.609	ŝatado
definitive	trust	0.609	definitiva
comfort	trust	0.609	komforto
officer	trust	0.609	oficiro
peace	trust	0.602	pacon
serenity	trust	0.602	sereneco
unquestionable	trust	0.602	nediskutebla
embrace	trust	0.602	brakumi
identify	trust	0.602	identigi
inspired	trust	0.602	inspirita
steady	trust	0.602	stabila
nun	trust	0.602	monaĥino
guarded	trust	0.602	gardita
symmetry	trust	0.602	simetrio
mainstay	trust	0.602	ĉefapogilo
fulfill	trust	0.602	plenumi
humility	trust	0.602	humileco
helpful	trust	0.602	helpema
transcendence	trust	0.602	transcendeco
unconditional	trust	0.602	senkondiĉa
brave	trust	0.602	kuraĝa
brighten	trust	0.602	heligi
experienced	trust	0.602	spertita
enlightenment	trust	0.602	klerismo
sympathetic	trust	0.602	simpatia
witness	trust	0.602	atestanto
vigilant	trust	0.594	vigla
ministry	trust	0.594	ministerio
admiral	trust	0.594	admiralo
vigilance	trust	0.594	viglado
depend	trust	0.594	dependas
generosity	trust	0.594	malavareco
befriend	trust	0.594	amikiĝi
complimentary	trust	0.594	komplementa
assessment	trust	0.594	takso
fairly	trust	0.594	juste
enlighten	trust	0.594	lumigi
strengthen	trust	0.594	fortigi
nurse	trust	0.594	flegistino
endowment	trust	0.594	doto
visionary	trust	0.594	viziulo
praised	trust	0.594	laŭdis
eminence	trust	0.594	eminenteco
marry	trust	0.594	edziĝi
generous	trust	0.594	malavara
gratitude	trust	0.594	dankemon
sage	trust	0.594	saĝulo
tranquility	trust	0.594	trankvilo
openly	trust	0.594	malkaŝe
grant	trust	0.594	subvencion
spouse	trust	0.594	edzino
philanthropic	trust	0.594	filantropia
regent	trust	0.594	reganto
substantiate	trust	0.594	substantivi
commendation	trust	0.594	rekomendo
council	trust	0.594	konsilio
efficient	trust	0.594	efika
sweetheart	trust	0.589	karulino
bylaw	trust	0.586	statuto
magnificent	trust	0.586	grandioza
designation	trust	0.586	nomado
godly	trust	0.586	pie
seniority	trust	0.586	antikva tempo
conservation	trust	0.586	konservado
educational	trust	0.586	eduka
rooted	trust	0.586	enradikiĝinta
inheritance	trust	0.586	heredo
diplomacy	trust	0.586	diplomatio
mate	trust	0.586	amiko
convince	trust	0.586	konvinki
unfailing	trust	0.586	senmanka
share	trust	0.586	kunhavigi
monk	trust	0.586	monaĥo
constitutional	trust	0.586	konstitucia
lovely	trust	0.586	Amindaj
compliance	trust	0.586	plenumo
attest	trust	0.586	atesti
victory	trust	0.586	venko
serene	trust	0.586	serena
checklist	trust	0.586	kontrola listo
husbandry	trust	0.586	bredado
enjoying	trust	0.586	ĝuante
revere	trust	0.586	revere
tribe	trust	0.586	tribo
meritorious	trust	0.586	meritplena
joyful	trust	0.586	ĝoja
delegate	trust	0.586	delegito
helper	trust	0.586	helpanto
angelic	trust	0.586	anĝela
ambition	trust	0.586	ambicio
father	trust	0.586	patro
acclaim	trust	0.586	aklami
testimony	trust	0.586	atesto
collectively	trust	0.586	kolektive
sobriety	trust	0.586	sobreco
prestige	trust	0.586	prestiĝo
firmness	trust	0.586	firmeco
structural	trust	0.578	struktura
impartiality	trust	0.578	senpartieco
navigator	trust	0.578	navigisto
judge	trust	0.578	juĝisto
shelter	trust	0.578	ŝirmejon
coexisting	trust	0.578	kunekzistanta
unquestioned	trust	0.578	nediskutebla
careful	trust	0.578	zorgema
obey	trust	0.578	obei
professor	trust	0.578	profesoro
convinced	trust	0.578	konvinkita
communion	trust	0.578	komuneco
cheerfulness	trust	0.578	gajeco
inviting	trust	0.578	invitante
irrefutable	trust	0.578	nerefutebla
commandant	trust	0.578	komandanto
smile	trust	0.578	rideti
authoritative	trust	0.578	aŭtoritata
philanthropist	trust	0.578	filantropo
legalized	trust	0.578	leĝigita
adore	trust	0.578	adoras
upright	trust	0.578	rekte
revival	trust	0.578	reviviĝo
dutiful	trust	0.578	obeema
watchdog	trust	0.578	gardhundo
apostle	trust	0.570	apostolo
volunteers	trust	0.570	volontuloj
immaculate	trust	0.570	senmakula
adhering	trust	0.570	aliĝanta
unquestionably	trust	0.570	sendube
advise	trust	0.570	konsili
punctual	trust	0.570	akurata
consult	trust	0.570	konsulti
ordinance	trust	0.570	preskribo
complement	trust	0.570	komplemento
modest	trust	0.570	modesta
everlasting	trust	0.570	eterne
compass	trust	0.570	kompaso
heavenly	trust	0.570	ĉiela
determinate	trust	0.570	determinata
counsellor	trust	0.570	konsilisto
abundance	trust	0.570	abundo
guide	trust	0.570	gvidilo
earned	trust	0.570	kontrolita
pedigree	trust	0.570	genealogio
relative	trust	0.570	parenco
principal	trust	0.570	rektoro
plausible	trust	0.570	kredinda
collaborator	trust	0.570	kunlaboranto
connective	trust	0.570	konektiva
corroboration	trust	0.570	konfirmo
insure	trust	0.570	certigi
pilot	trust	0.570	piloto
unequivocal	trust	0.570	senduba
matron	trust	0.570	matrono
cuddle	trust	0.570	karesi
measured	trust	0.570	mezurita
fort	trust	0.562	fortikaĵo
treasurer	trust	0.562	kasisto
apostolic	trust	0.562	apostola
save	trust	0.562	savi
frankness	trust	0.562	sincereco
insight	trust	0.562	kompreno
admit	trust	0.562	konfesu
earn	trust	0.562	gajni
remarkable	trust	0.562	rimarkinda
strong	trust	0.562	forta
content	trust	0.562	enhavo
vitality	trust	0.562	vigleco
prize	trust	0.562	premio
vigorous	trust	0.562	vigla
congregation	trust	0.562	kongregacio
uplift	trust	0.562	levo
spotless	trust	0.562	senmakula
devout	trust	0.562	devota
soothing	trust	0.562	trankviliga
miracle	trust	0.562	miraklo
cohesion	trust	0.562	kohezio
lovemaking	trust	0.562	amorfarado
curable	trust	0.562	kuracebla
pleasant	trust	0.562	agrabla
jury	trust	0.562	ĵurio
pertinent	trust	0.562	trafa
succeeding	trust	0.562	sukcesante
concordance	trust	0.562	konkordo
jurist	trust	0.562	juristo
applaud	trust	0.562	aplaŭdi
ordination	trust	0.562	ordigo
compensate	trust	0.562	kompensi
patience	trust	0.555	pacienco
mediate	trust	0.555	peri
coach	trust	0.555	trejnisto
illumination	trust	0.555	lumigado
cultivate	trust	0.555	kultivi
providing	trust	0.555	havigante
precedence	trust	0.555	precedenco
exalt	trust	0.555	altigi
succeed	trust	0.555	sukcesi
inclusion	trust	0.555	inkludo
meditate	trust	0.555	mediti
coalesce	trust	0.555	kunflui
betrothed	trust	0.555	fianĉiĝinta
midwife	trust	0.555	akuŝistino
veteran	trust	0.555	veterano
destined	trust	0.555	destinita
auditor	trust	0.555	revizoro
privacy	trust	0.555	privateco
restorative	trust	0.555	restariga
influential	trust	0.555	influa
impartial	trust	0.555	senpartia
discretion	trust	0.555	diskreteco
foresight	trust	0.555	antaŭvido
congruence	trust	0.555	kongrueco
worship	trust	0.555	adori
constant	trust	0.555	konstanta
reunion	trust	0.555	reunuiĝo
intuition	trust	0.555	intuicio
reconciliation	trust	0.555	repaciĝo
ambulance	trust	0.555	ambulanco
defender	trust	0.555	defendanto
greatness	trust	0.555	grandeco
buddy	trust	0.555	kamarado
vote	trust	0.555	voĉdono
physicist	trust	0.555	fizikisto
prophet	trust	0.555	profeto
prevalent	trust	0.547	ĝenerala
eyewitness	trust	0.547	ĉeestinto
durable	trust	0.547	daŭra
prudent	trust	0.547	prudenta
securities	trust	0.547	valorpaperojn
salvation	trust	0.547	savo
govern	trust	0.547	regi
law	trust	0.547	leĝo
proud	trust	0.547	fiera
cheer	trust	0.547	gajigi
reinforcement	trust	0.547	plifortigo
promises	trust	0.547	gajnis
invocation	trust	0.547	alvoko
provide	trust	0.547	havigi
friendly	trust	0.547	amika
commanding	trust	0.547	ordonante
temperate	trust	0.547	temperita
conciliation	trust	0.547	interpacigo
convent	trust	0.547	monaĥejo
heritage	trust	0.547	heredaĵo
independence	trust	0.547	sendependeco
rejoice	trust	0.547	ĝoju
engaging	trust	0.547	engaĝante
readiness	trust	0.547	preteco
registry	trust	0.547	registro
statement	trust	0.547	deklaro
liberty	trust	0.547	libereco
forgive	trust	0.547	pardonu
ancestral	trust	0.547	praula
impenetrable	trust	0.547	nepenetrebla
choices	trust	0.539	promesoj
psalms	trust	0.539	psalmoj
majority	trust	0.539	plimulto
antidote	trust	0.539	antidoto
tantamount	trust	0.539	egale
perfect	trust	0.539	perfekta
regularity	trust	0.539	reguleco
chronicle	trust	0.539	kroniko
ensemble	trust	0.539	ensemblo
applause	trust	0.539	aplaŭdo
obedience	trust	0.539	obeemo
aspiring	trust	0.539	aspirante
watchman	trust	0.539	gardisto
inimitable	trust	0.539	neimitebla
chastity	trust	0.539	ĉasteco
architecture	trust	0.539	arkitekturo
stamina	trust	0.539	eltenemo
delightful	trust	0.539	rava
exalted	trust	0.539	altigita
relevant	trust	0.539	rilataj
reinforcements	trust	0.539	plifortikigoj
proctor	trust	0.539	prizorganto
immovable	trust	0.539	nemovebla
instructions	trust	0.539	instrukcioj
define	trust	0.539	difini
uncensured	trust	0.539	necenzurita
institute	trust	0.539	instituto
responsive	trust	0.539	respondema
recovery	trust	0.539	Retrovo
obliging	trust	0.539	kompatema
obvious	trust	0.539	evidenta
forefathers	trust	0.539	prapatroj
eager	trust	0.539	avida
inoculation	trust	0.539	inokulado
admitting	trust	0.539	konfesante
memorable	trust	0.539	memorinda
hospital	trust	0.531	hospitalo
rescue	trust	0.531	savo
deed	trust	0.531	faro
princely	trust	0.531	princa
retirement	trust	0.531	izoliteco
cradle	trust	0.531	lulilo
immunization	trust	0.531	imunigo
bloom	trust	0.531	flori
candid	trust	0.531	sincera
evergreen	trust	0.531	ĉiamverdaj
ballot	trust	0.531	baloto
accompaniment	trust	0.531	akompano
verily	trust	0.531	vere
inseparable	trust	0.531	nedisigebla
analyst	trust	0.531	analizisto
strive	trust	0.531	strebi
dependent	trust	0.531	dependaj
heavens	trust	0.531	ĉieloj
answerable	trust	0.531	respondinda
school	trust	0.531	lernejo
terms	trust	0.531	terminoj
center	trust	0.531	centro
firstborn	trust	0.531	unuenaskito
transcript	trust	0.531	transskribo
fraternal	trust	0.531	frata
omniscient	trust	0.531	ĉioscia
seal	trust	0.531	sigelo
edification	trust	0.531	edifo
doubtless	trust	0.531	sendube
