English Word	Emotion	Emotion-Intensity-Score	Kinyarwanda Word
religions	trust	0.500	nerds
warden	trust	0.500	umuyobozi
optimist	trust	0.500	ufite ibyiringiro
apologetic	trust	0.500	gusaba imbabazi
gateway	trust	0.500	irembo
pontiff	trust	0.500	pontiff
alive	trust	0.500	muzima
indelible	trust	0.500	ntibisibangana
personal	trust	0.500	umuntu ku giti cye
pious	trust	0.500	abihayimana
majesty	trust	0.500	icyubahiro
synchronize	trust	0.500	guhuza
guard	trust	0.500	umuzamu
retain	trust	0.500	gumana
romantic	trust	0.500	urukundo
superman	trust	0.500	superman
info	trust	0.500	amakuru
backer	trust	0.500	inyuma
undying	trust	0.500	Undying
vindication	trust	0.500	kurenganurwa
badge	trust	0.500	Ikarita
treasure	trust	0.500	ubutunzi
guru	trust	0.500	guru
church	trust	0.492	Itorero
formality	trust	0.492	bisanzwe
contributor	trust	0.492	umusanzu
radiance	trust	0.492	urumuri
psalm	trust	0.492	zaburi
laudatory	trust	0.492	ishimwe
grandchildren	trust	0.492	abuzukuru
popularity	trust	0.492	gukundwa
salute	trust	0.492	indamutso
hosannah	trust	0.492	hosannah
attraction	trust	0.492	gukurura
efforts	trust	0.492	urubanza
privy	trust	0.492	wenyine
improve	trust	0.492	gutera imbere
sheriff	trust	0.492	umugenzacyaha
chairman	trust	0.492	umuyobozi
judgement	trust	0.492	imigani
harbor	trust	0.492	icyambu
elegance	trust	0.492	elegance
hardy	trust	0.492	hardy
umpire	trust	0.492	umusifuzi
constitute	trust	0.492	bigize
proverbs	trust	0.492	amadini
jubilant	trust	0.492	Yubile
aspire	trust	0.492	kwifuza
synonymous	trust	0.492	kimwe
inevitable	trust	0.492	byanze bikunze
musical	trust	0.492	umuziki
spokesman	trust	0.492	umuvugizi
endow	trust	0.492	impano
fellow	trust	0.492	mugenzi wawe
grow	trust	0.492	gukura
moderator	trust	0.492	umuyobozi
enjoy	trust	0.484	kwishimira
found	trust	0.484	byabonetse
armor	trust	0.484	ibirwanisho
colonel	trust	0.484	koloneli
referee	trust	0.484	umusifuzi
favorite	trust	0.484	ukunda
assembly	trust	0.484	inteko
romance	trust	0.484	urukundo
confess	trust	0.484	kwatura
sweet	trust	0.484	biryoshye
crowning	trust	0.484	ikamba
forecast	trust	0.484	iteganyagihe
affection	trust	0.484	urukundo
approbate	trust	0.484	kwemeza
path	trust	0.484	inzira
concord	trust	0.484	ubwumvikane
police	trust	0.484	abapolisi
countryman	trust	0.484	umunyagihugu
income	trust	0.484	amafaranga yinjiza
ranger	trust	0.484	umurinzi
depth	trust	0.484	ubujyakuzimu
like	trust	0.484	nka
voucher	trust	0.484	voucher
diagnosis	trust	0.484	gusuzuma
hire	trust	0.484	hire
clean	trust	0.484	isuku
laudation	trust	0.484	ishimwe
arbiter	trust	0.484	arbiter
purely	trust	0.477	gusa
votive	trust	0.477	gutora
expect	trust	0.477	tegereza
glory	trust	0.477	icyubahiro
counted	trust	0.477	imbaraga
apologize	trust	0.477	gusaba imbabazi
sterling	trust	0.477	sterling
word	trust	0.477	ijambo
follow	trust	0.477	kurikira
sermon	trust	0.477	ikibwiriza
consul	trust	0.477	konseye
calculator	trust	0.477	kubara
lamb	trust	0.477	umwana w'intama
veracity	trust	0.477	Ukuri
matter	trust	0.477	ikibazo
parliament	trust	0.477	inteko
lover	trust	0.477	umukunzi
sacrifice	trust	0.477	igitambo
putative	trust	0.477	gushira
preponderance	trust	0.477	kubanza
landmark	trust	0.477	Ikimenyetso
nursery	trust	0.477	pepiniyeri
mathematical	trust	0.477	imibare
frank	trust	0.477	mvugishije ukuri
signature	trust	0.477	umukono
policeman	trust	0.477	umupolisi
episcopal	trust	0.477	abepiskopi
pastor	trust	0.477	umushumba
eagerness	trust	0.469	ishyaka
mighty	trust	0.469	umunyembaraga
recruits	trust	0.469	abashaka akazi
tribune	trust	0.469	tribune
author	trust	0.469	umwanditsi
effective	trust	0.469	ingirakamaro
intended	trust	0.469	yagenewe
passion	trust	0.469	ishyaka
religion	trust	0.469	idini
flagship	trust	0.469	ibendera
immerse	trust	0.469	kwibiza
capacity	trust	0.469	ubushobozi
associate	trust	0.469	inshuti
cashier	trust	0.469	kashi
regal	trust	0.469	regal
dove	trust	0.469	inuma
tutelage	trust	0.469	tutelage
underwrite	trust	0.469	andika
uncritical	trust	0.469	kunegura
prefer	trust	0.469	hitamo
instructor	trust	0.469	umwigisha
gain	trust	0.469	inyungu
marshal	trust	0.469	marshal
judgment	trust	0.469	urubanza
judicious	trust	0.469	ubushishozi
top	trust	0.469	hejuru
title	trust	0.469	Umutwe
vicar	trust	0.469	vicar
bridesmaid	trust	0.469	umukwe
commission	trust	0.469	komisiyo
lifestyle	trust	0.461	imibereho
aunt	trust	0.461	nyirasenge
attendant	trust	0.461	umusuku
enroll	trust	0.461	kwiyandikisha
priesthood	trust	0.461	ubupadiri
trade	trust	0.461	ubucuruzi
crucial	trust	0.461	ingenzi
moorings	trust	0.461	moorings
kitten	trust	0.461	injangwe
medal	trust	0.461	umudari
oblige	trust	0.461	inshingano
manage	trust	0.461	gucunga
magnetic	trust	0.461	rukuruzi
custody	trust	0.461	kurera
necessarily	trust	0.461	byanze bikunze
partake	trust	0.461	kurya
cautious	trust	0.461	ubwitonzi
consecration	trust	0.461	kwiyegurira Imana
courier	trust	0.461	ubutumwa
bank	trust	0.461	banki
lesson	trust	0.461	isomo
patriarchal	trust	0.461	abakurambere
eventually	trust	0.461	kubara
commerce	trust	0.461	ubucuruzi
contains	trust	0.461	amaherezo
theological	trust	0.461	tewolojiya
socially	trust	0.461	ikubiyemo
admitted	trust	0.461	byemewe
fortress	trust	0.461	igihome
cathedral	trust	0.455	katedrali
deputy	trust	0.453	umudepite
commonplace	trust	0.453	ibisanzwe
puppy	trust	0.453	imbwa
president	trust	0.453	perezida
finally	trust	0.453	amaherezo
governor	trust	0.453	guverineri
synergistic	trust	0.453	guhuza
excited	trust	0.453	arishimye
encomium	trust	0.453	encomium
chart	trust	0.453	imbonerahamwe
perceive	trust	0.453	gutahura
insulation	trust	0.453	kwigana
present	trust	0.453	bahari
oasis	trust	0.453	oasis
eagle	trust	0.453	kagoma
exchange	trust	0.453	guhana
foresee	trust	0.453	mbere
strategist	trust	0.453	ingamba
journeyman	trust	0.453	umugenzi
dawn	trust	0.453	umuseke
laud	trust	0.453	ishimwe
level	trust	0.453	urwego
chairwoman	trust	0.453	umuyobozi
tradesmen	trust	0.445	mu mibereho
asserting	trust	0.445	gushimangira
negotiate	trust	0.445	gushyikirana
sensual	trust	0.445	amarangamutima
chocolate	trust	0.445	shokora
crew	trust	0.445	abakozi
remains	trust	0.445	gisigaye
dictum	trust	0.445	igitugu
theorem	trust	0.445	theorem
sir	trust	0.445	nyakubahwa
employ	trust	0.445	gukoresha
usual	trust	0.445	bisanzwe
operation	trust	0.445	imikorere
magnify	trust	0.445	gukuza
director	trust	0.445	umuyobozi
formula	trust	0.445	formula
chemist	trust	0.445	chemiste
enliven	trust	0.445	enliven
chancellor	trust	0.445	umuyobozi mukuru
orthodoxy	trust	0.445	Imyizerere
lodging	trust	0.445	icumbi
exaltation	trust	0.445	gushyira hejuru
lord	trust	0.445	nyagasani
handbook	trust	0.445	igitabo
bridegroom	trust	0.445	umukwe
matters	trust	0.445	abacuruzi
orchestra	trust	0.445	orchestre
impart	trust	0.445	gutanga
statistical	trust	0.445	ibarurishamibare
indemnity	trust	0.445	indishyi
governess	trust	0.438	guverineri
imagination	trust	0.438	ibitekerezo
butler	trust	0.438	butler
conformity	trust	0.438	guhuza
digit	trust	0.438	imibare
comptroller	trust	0.438	umukoresha
economy	trust	0.438	ubukungu
conveyancing	trust	0.438	kumvikana
arbitrator	trust	0.438	abakemurampaka
emphasize	trust	0.438	shimangira
exhaustive	trust	0.438	umunaniro
abbot	trust	0.438	abbot
atone	trust	0.438	impongano
cabinet	trust	0.438	Inama y'Abaminisitiri
merci	trust	0.438	ibintu
tandem	trust	0.438	tandem
elite	trust	0.438	intore
inauguration	trust	0.438	gutangiza
elect	trust	0.438	gutora
encore	trust	0.438	encore
villager	trust	0.438	umudugudu
oracle	trust	0.438	oracle
fate	trust	0.438	iherezo
sun	trust	0.438	izuba
pay	trust	0.430	kwishyura
base	trust	0.430	shingiro
bridal	trust	0.430	umugeni
persuade	trust	0.430	kujijura
lender	trust	0.430	inguzanyo
playful	trust	0.430	gukina
occupant	trust	0.430	nyirubwite
impressionable	trust	0.430	birashimishije
resources	trust	0.430	ibikoresho
repay	trust	0.430	kwishyura
toughness	trust	0.430	gukomera
rule	trust	0.430	amategeko
elucidate	trust	0.430	elucidate
utopian	trust	0.430	utopian
wealth	trust	0.430	ubutunzi
compact	trust	0.430	compact
errand	trust	0.430	errand
simplify	trust	0.430	koroshya
neutrality	trust	0.430	kutabogama
count	trust	0.430	kubara
grit	trust	0.430	grit
differential	trust	0.430	itandukaniro
blanket	trust	0.430	igitambaro
hail	trust	0.430	urubura
deacon	trust	0.430	umudiyakoni
sentry	trust	0.430	umusirikare
bequest	trust	0.430	irage
disclosed	trust	0.430	yashyizwe ahagaragara
cop	trust	0.430	umupolisi
circle	trust	0.430	umuzenguruko
grammar	trust	0.430	ikibonezamvugo
invite	trust	0.430	gutumira
estimable	trust	0.430	birashoboka
maintenance	trust	0.422	kubungabunga
supplication	trust	0.422	kwinginga
fixed	trust	0.422	byagenwe
accountant	trust	0.422	umucungamari
sing	trust	0.422	kuririmba
eulogize	trust	0.422	eulogize
easiest	trust	0.422	merci
dealings	trust	0.422	imikoranire
axiom	trust	0.422	axiom
enablement	trust	0.422	ubushobozi
diary	trust	0.422	ikarita
trading	trust	0.422	gucuruza
perennial	trust	0.422	burigihe
primer	trust	0.422	primer
truss	trust	0.422	truss
travel	trust	0.422	ingendo
apprentice	trust	0.422	umutoza
hymn	trust	0.422	indirimbo
theocratic	trust	0.422	tewokarasi
forum	trust	0.422	ihuriro
continue	trust	0.422	komeza
supremacy	trust	0.422	ubukuru
wonderstruck	trust	0.422	mlk
probity	trust	0.422	amahirwe
parish	trust	0.422	paruwasi
treat	trust	0.422	kuvura
respite	trust	0.422	ikiruhuko
dominion	trust	0.422	ubutware
antiseptic	trust	0.422	antiseptic
assignee	trust	0.422	umukoresha
reconsideration	trust	0.422	kwisubiraho
intend	trust	0.422	umugambi
shopkeeper	trust	0.422	iduka
commodore	trust	0.414	ibicuruzwa
fellas	trust	0.414	lesbians
routine	trust	0.414	gahunda
cash	trust	0.414	amafaranga
labor	trust	0.414	umurimo
offering	trust	0.414	ituro
specialize	trust	0.414	kabuhariwe
gazette	trust	0.414	Igazeti
choir	trust	0.414	korari
cogent	trust	0.414	cogent
deference	trust	0.414	kubaha
serve	trust	0.414	gukorera
leap	trust	0.414	gusimbuka
preservative	trust	0.414	kubungabunga
akin	trust	0.414	akin
amortization	trust	0.414	amortisation
consort	trust	0.414	umujyanama
salary	trust	0.414	umushahara
incline	trust	0.414	impinduramatwara
synod	trust	0.414	sinodi
gate	trust	0.414	irembo
conglomerate	trust	0.414	conglomerate
kudos	trust	0.414	kudos
reporter	trust	0.414	umunyamakuru
trainer	trust	0.414	umutoza
athlete	trust	0.414	umukinnyi
privilege	trust	0.414	amahirwe
rapt	trust	0.414	rapt
transaction	trust	0.414	gucuruza
radar	trust	0.406	radar
judged	trust	0.406	rwaciwe
legislator	trust	0.406	umushingamategeko
dermatologist	trust	0.406	dermatologue
executor	trust	0.406	umuyobozi
system	trust	0.406	Sisitemu
budget	trust	0.406	bije
trophy	trust	0.406	igikombe
tree	trust	0.406	igiti
leisure	trust	0.406	imyidagaduro
fitting	trust	0.406	bikwiye
glorify	trust	0.406	uhimbaze
sanction	trust	0.406	ibihano
reimbursement	trust	0.406	gusubizwa
extol	trust	0.406	ishimwe
patrol	trust	0.406	irondo
nation	trust	0.406	igihugu
linguist	trust	0.406	umuhanga mu by'indimi
luxury	trust	0.406	kwinezeza
abacus	trust	0.406	abacus
gentry	trust	0.398	nyakubahwa
intense	trust	0.398	bikomeye
neutral	trust	0.398	kutabogama
clearance	trust	0.398	byemewe
paths	trust	0.398	Yeremiya
iron	trust	0.398	icyuma
ground	trust	0.398	butaka
deluxe	trust	0.398	deluxe
clan	trust	0.398	umuryango
climax	trust	0.398	indunduro
electorate	trust	0.398	abatora
merchandise	trust	0.398	ibicuruzwa
favs	trust	0.398	byoroshye
eulogy	trust	0.398	eulogy
yearning	trust	0.398	kwifuza
explain	trust	0.398	sobanura
journalism	trust	0.398	itangazamakuru
nest	trust	0.398	icyari
parietal	trust	0.398	parietal
fain	trust	0.398	gucika intege
pursue	trust	0.398	kurikira
popular	trust	0.398	ikunzwe
barter	trust	0.398	barter
glow	trust	0.398	kumurika
depository	trust	0.398	kubitsa
quaint	trust	0.398	umutego
follower	trust	0.391	umuyoboke
surrogate	trust	0.391	surrogate
grin	trust	0.391	asya
accounts	trust	0.391	Konti
chandler	trust	0.391	chandler
star	trust	0.391	inyenyeri
regardless	trust	0.391	igitangaza
deal	trust	0.391	amasezerano
armory	trust	0.391	ibirwanisho
messenger	trust	0.391	intumwa
recline	trust	0.391	kuryama
escort	trust	0.391	umuherekeza
stages	trust	0.391	fatas
translation	trust	0.391	ibisobanuro
eulogistic	trust	0.391	eulogistic
intercession	trust	0.391	kwinginga
usher	trust	0.391	usher
downright	trust	0.391	iburyo
horse	trust	0.391	ifarashi
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	imizigo
cube	trust	0.391	cube
label	trust	0.383	ikirango
plaudit	trust	0.383	plaudit
lean	trust	0.383	kunanuka
culinary	trust	0.383	guteka
larger	trust	0.383	binini
bartender	trust	0.383	akabari
crisp	trust	0.383	crisp
faculty	trust	0.383	abarimu
gage	trust	0.383	gage
curfew	trust	0.383	isaha yo gutahiraho
fortune	trust	0.383	amahirwe
bounty	trust	0.383	ubuntu
leaning	trust	0.383	yegamiye
reparation	trust	0.383	indishyi
encomiastic	trust	0.383	encomiastic
series	trust	0.383	Urukurikirane
edited	trust	0.383	inzira
possess	trust	0.383	gutunga
someday	trust	0.383	favs
clapping	trust	0.375	bakoma amashyi
cover	trust	0.375	igifuniko
sex	trust	0.375	igitsina
adjust	trust	0.375	Hindura
bouquet	trust	0.375	indabyo
picnic	trust	0.375	picnic
personalities	trust	0.375	ibyiciro
assessor	trust	0.375	asuzuma
differences	trust	0.375	itandukaniro
general	trust	0.375	rusange
confederate	trust	0.375	impuzamashyirahamwe
desires	trust	0.375	tutitaye ku
cosmopolitan	trust	0.367	cosmopolitan
manual	trust	0.367	imfashanyigisho
dogma	trust	0.367	dogma
marine	trust	0.367	marine
pretty	trust	0.367	byiza
nestle	trust	0.367	nestle
garrison	trust	0.367	garrison
throne	trust	0.367	intebe
superstar	trust	0.367	superstar
senate	trust	0.367	sena
dolphin	trust	0.367	dolphine
bursary	trust	0.367	buruse
disclaim	trust	0.367	kwamagana
knickers	trust	0.367	knickers
collateral	trust	0.367	ingwate
marrow	trust	0.367	marrow
bargain	trust	0.367	guciririkanya
magnet	trust	0.367	rukuruzi
swell	trust	0.367	kubyimba
bailiff	trust	0.367	umuhesha w'inkiko
periodicity	trust	0.367	burigihe
microscope	trust	0.367	microscope
money	trust	0.359	amafaranga
green	trust	0.359	icyatsi
lettered	trust	0.359	ibaruwa
fender	trust	0.359	fender
promo	trust	0.359	promo
dance	trust	0.359	kubyina
phalanx	trust	0.359	phalanx
privileged	trust	0.359	amahirwe
mortgagee	trust	0.359	inguzanyo
boomerang	trust	0.359	boomerang
eulogium	trust	0.359	eulogium
roadster	trust	0.359	umuhanda
calls	trust	0.359	guhamagara
circumstances	trust	0.359	ibihe
footing	trust	0.359	ikirenge
stark	trust	0.359	stark
vulnerable	trust	0.359	abatishoboye
fade	trust	0.359	gushira
aga	trust	0.359	aga
maxim	trust	0.359	ntarengwa
suggest	trust	0.352	tekereza
banker	trust	0.352	banki
crescendo	trust	0.352	crescendo
administrative	trust	0.352	ubuyobozi
laser	trust	0.352	laser
show	trust	0.352	kwerekana
rave	trust	0.352	rave
fuse	trust	0.352	fuse
poll	trust	0.352	amatora
tactics	trust	0.352	amayeri
seals	trust	0.352	kashe
font	trust	0.352	Imyandikire
attorney	trust	0.352	umwunganira
axiomatic	trust	0.352	axiomatic
holder	trust	0.344	nyirubwite
purr	trust	0.344	purr
proviso	trust	0.344	proviso
playground	trust	0.344	ikibuga
servant	trust	0.344	umugaragu
dame	trust	0.344	dame
lace	trust	0.344	umurongo
weigh	trust	0.344	gupima
dealt	trust	0.344	collins
petit	trust	0.344	homie
entertainment	trust	0.344	imyidagaduro
bounce	trust	0.344	bounce
shoutout	trust	0.344	Byahinduwe
clap	trust	0.344	bakoma amashyi
endless	trust	0.344	bitagira iherezo
opera	trust	0.336	opera
estimation	trust	0.336	ikigereranyo
lens	trust	0.336	lens
hairchalk	trust	0.336	umunsi umwe
legislature	trust	0.336	inteko ishinga amategeko
shoulder	trust	0.336	igitugu
cement	trust	0.336	sima
food	trust	0.336	ibiryo
repute	trust	0.336	Icyubahiro
carol	trust	0.336	karoli
county	trust	0.336	ntara
canons	trust	0.328	urutonde
gauging	trust	0.328	gupima
execution	trust	0.328	kwicwa
swear	trust	0.328	kurahira
wear	trust	0.328	kwambara
theory	trust	0.328	inyigisho
struggles	trust	0.328	ibyifuzo
youll	trust	0.328	berminat
corporation	trust	0.328	isosiyete
zeal	trust	0.328	ishyaka
unofficial	trust	0.320	bitemewe
disposed	trust	0.320	yajugunywe
heyday	trust	0.320	heyday
interior	trust	0.320	imbere
proxy	trust	0.320	Intumwa
fill	trust	0.320	kuzuza
rod	trust	0.320	inkoni
aksesoris	trust	0.320	jual
cap	trust	0.320	cap
clerical	trust	0.320	umwanditsi
sib	trust	0.320	sib
pavement	trust	0.320	kaburimbo
girder	trust	0.320	girder
darkest	trust	0.320	bristol
handgel	trust	0.320	imico
prophylactic	trust	0.312	gukingira
pill	trust	0.312	ibinini
spaniel	trust	0.312	spaniel
veal	trust	0.312	inyamanswa
gubernatorial	trust	0.312	gubernator
bruh	trust	0.312	umufuka
spa	trust	0.312	spa
smith	trust	0.312	smith
imperfections	trust	0.312	monde
reseller	trust	0.312	aneka
hermit	trust	0.305	hermit
exception	trust	0.305	bidasanzwe
actress	trust	0.305	Umukinnyi
secret	trust	0.305	ibanga
warn	trust	0.305	kuburira
presumption	trust	0.305	Ibitekerezo
sundial	trust	0.305	sundial
thermometer	trust	0.305	therometero
shopping	trust	0.297	guhaha
resistance	trust	0.297	kurwanywa
hairclip	trust	0.297	byakozwe
pivot	trust	0.297	pivot
flatter	trust	0.297	kureshya
pin	trust	0.297	pin
tickle	trust	0.297	amatiku
levee	trust	0.297	levee
congressman	trust	0.297	kongere
mandarin	trust	0.297	mandarin
pith	trust	0.297	pith
divan	trust	0.297	divan
chicane	trust	0.289	chicane
owing	trust	0.289	kubera
challenges	trust	0.289	petit
zest	trust	0.289	zest
calf	trust	0.289	inyana
contagiously	trust	0.289	umusatsi
shorty	trust	0.289	induru
weight	trust	0.289	uburemere
insolvent	trust	0.289	kutishyura
machine	trust	0.289	imashini
fiesta	trust	0.281	fiesta
mule	trust	0.281	inyumbu
regrets	trust	0.281	karunia
fisheye	trust	0.281	urugamba
gullible	trust	0.281	birashoboka
surrender	trust	0.281	kwiyegurira
denying	trust	0.281	guhakana
flirt	trust	0.281	flirt
congress	trust	0.273	kongere
sappy	trust	0.273	sappy
celebrity	trust	0.273	ibyamamare
conquer	trust	0.273	gutsinda
ejaculation	trust	0.273	gusohora
chubby	trust	0.273	chubby
jellylens	trust	0.273	youll
indent	trust	0.273	indent
autism	trust	0.273	autism
don	trust	0.273	don
rejection	trust	0.273	kwangwa
antifungal	trust	0.266	antifungal
weakness	trust	0.266	intege nke
khan	trust	0.266	Khan
truck	trust	0.266	ikamyo
fashion	trust	0.266	imyambarire
dare	trust	0.258	gutinyuka
acrobat	trust	0.258	acrobat
zealous	trust	0.258	ishyaka
crumpled	trust	0.258	trans
puff	trust	0.258	puff
defeated	trust	0.258	gutsindwa
secrecy	trust	0.250	ibanga
fabrication	trust	0.250	ibihimbano
rota	trust	0.250	rota
sadness	trust	0.250	agahinda
bureaucracy	trust	0.250	bureaucracy
flange	trust	0.242	flange
obstacle	trust	0.242	inzitizi
denial	trust	0.242	guhakana
merchant	trust	0.242	umucuruzi
burden	trust	0.234	umutwaro
bitterness	trust	0.234	umururazi
wot	trust	0.234	wot
gusset	trust	0.234	gusset
alb	trust	0.234	alb
secrets	trust	0.234	sist
criticism	trust	0.234	kunegura
mag	trust	0.234	sur
faults	trust	0.227	handgel
shyt	trust	0.227	pulsa
devastating	trust	0.227	birababaje
reject	trust	0.227	kwanga
thrift	trust	0.227	amafaranga
sceptical	trust	0.227	gushidikanya
flaws	trust	0.227	aksesoris
erotic	trust	0.219	erotic
chuckle	trust	0.219	aseka
envy	trust	0.219	ishyari
libel	trust	0.219	gusebanya
sneaking	trust	0.211	kunyerera
censor	trust	0.211	censor
battles	trust	0.211	umwijima
undone	trust	0.211	behel
pawn	trust	0.211	pawn
denied	trust	0.211	byanze
coax	trust	0.203	coax
hopeless	trust	0.203	nta byiringiro
disappointments	trust	0.203	bruh
whstupp	trust	0.203	respon
deceiving	trust	0.203	kubeshya
doubt	trust	0.203	gushidikanya
moat	trust	0.203	moat
dubious	trust	0.195	gushidikanya
erased	trust	0.195	umucuruzi
pry	trust	0.195	pry
yuk	trust	0.188	tema
ehh	trust	0.188	romans
jealousy	trust	0.188	ishyari
wack	trust	0.188	holla
insecurities	trust	0.180	mau
