English Word	Emotion	Emotion-Intensity-Score	Macedonian Word
accounts	trust	0.391	сметки
chandler	trust	0.391	чендлер
star	trust	0.391	ѕвезда
regardless	trust	0.391	вчудоневидени
deal	trust	0.391	договор
armory	trust	0.391	оружарница
messenger	trust	0.391	гласник
recline	trust	0.391	се потпираат
escort	trust	0.391	придружба
stages	trust	0.391	другари
translation	trust	0.391	превод
eulogistic	trust	0.391	евлогистички
intercession	trust	0.391	посредување
usher	trust	0.391	воведник
downright	trust	0.391	искрено
horse	trust	0.391	коњ
paean	trust	0.391	паеан
homie	trust	0.391	релансер
baggage	trust	0.391	багаж
cube	trust	0.391	коцка
label	trust	0.383	етикета
plaudit	trust	0.383	пофалба
lean	trust	0.383	посно
culinary	trust	0.383	кулинарски
larger	trust	0.383	поголема
bartender	trust	0.383	шанкер
crisp	trust	0.383	остри
faculty	trust	0.383	факултет
gage	trust	0.383	мерач
curfew	trust	0.383	полициски час
fortune	trust	0.383	богатство
bounty	trust	0.383	награда
leaning	trust	0.383	потпирајќи се
reparation	trust	0.383	репарација
encomiastic	trust	0.383	енкомијастичен
series	trust	0.383	серија
edited	trust	0.383	патеки
possess	trust	0.383	поседуваат
someday	trust	0.383	омилени
clapping	trust	0.375	плескање
cover	trust	0.375	покритие
sex	trust	0.375	секс
adjust	trust	0.375	прилагоди
bouquet	trust	0.375	букет
picnic	trust	0.375	пикник
personalities	trust	0.375	фази
assessor	trust	0.375	оценувач
differences	trust	0.375	разлики
general	trust	0.375	општо
confederate	trust	0.375	конфедеративна
desires	trust	0.375	без разлика
cosmopolitan	trust	0.367	космополитски
manual	trust	0.367	прирачник
dogma	trust	0.367	догма
marine	trust	0.367	морски
pretty	trust	0.367	убава
nestle	trust	0.367	вгнездуваат
garrison	trust	0.367	гарнизон
throne	trust	0.367	престолот
superstar	trust	0.367	суперѕвезда
senate	trust	0.367	сенатот
dolphin	trust	0.367	делфин
bursary	trust	0.367	стипендија
disclaim	trust	0.367	одрекување
knickers	trust	0.367	боцки
collateral	trust	0.367	колатерал
marrow	trust	0.367	срцевина
bargain	trust	0.367	зделка
magnet	trust	0.367	магнет
swell	trust	0.367	отече
bailiff	trust	0.367	извршител
periodicity	trust	0.367	периодичноста
microscope	trust	0.367	микроскоп
money	trust	0.359	пари
green	trust	0.359	зелена
lettered	trust	0.359	букви
fender	trust	0.359	браник
promo	trust	0.359	промо
dance	trust	0.359	танцуваат
phalanx	trust	0.359	фаланга
privileged	trust	0.359	привилегирани
mortgagee	trust	0.359	хипотекарниот доверител
boomerang	trust	0.359	бумеранг
eulogium	trust	0.359	евлогија
roadster	trust	0.359	родстер
calls	trust	0.359	повици
circumstances	trust	0.359	околности
footing	trust	0.359	подножјето
stark	trust	0.359	остар
vulnerable	trust	0.359	ранливи
fade	trust	0.359	избледуваат
aga	trust	0.359	ага
maxim	trust	0.359	максима
suggest	trust	0.352	сугерираат
banker	trust	0.352	банкар
crescendo	trust	0.352	крешендо
administrative	trust	0.352	административно
laser	trust	0.352	ласерски
show	trust	0.352	покажуваат
rave	trust	0.352	рејв
fuse	trust	0.352	осигурувачот
poll	trust	0.352	анкета
tactics	trust	0.352	тактики
seals	trust	0.352	пломби
font	trust	0.352	фонт
attorney	trust	0.352	адвокат
axiomatic	trust	0.352	аксиоматски
holder	trust	0.344	држач
purr	trust	0.344	мрчење
proviso	trust	0.344	услов
playground	trust	0.344	игралиште
servant	trust	0.344	слуга
dame	trust	0.344	дама
lace	trust	0.344	чипка
weigh	trust	0.344	измери
dealt	trust	0.344	Колинс
petit	trust	0.344	домот
entertainment	trust	0.344	забава
bounce	trust	0.344	отскокнување
shoutout	trust	0.344	изменето
clap	trust	0.344	плескаат
endless	trust	0.344	бескрајна
opera	trust	0.336	опера
estimation	trust	0.336	проценка
lens	trust	0.336	леќи
hairchalk	trust	0.336	некогаш
legislature	trust	0.336	законодавниот дом
shoulder	trust	0.336	рамо
cement	trust	0.336	цемент
food	trust	0.336	храна
repute	trust	0.336	угледот
carol	trust	0.336	песна
county	trust	0.336	округот
canons	trust	0.328	канони
gauging	trust	0.328	мерење
execution	trust	0.328	извршување
swear	trust	0.328	пцуе
wear	trust	0.328	носат
theory	trust	0.328	теорија
struggles	trust	0.328	желби
youll	trust	0.328	берминат
corporation	trust	0.328	корпорација
zeal	trust	0.328	ревност
unofficial	trust	0.320	неофицијално
disposed	trust	0.320	располага
heyday	trust	0.320	најславни
interior	trust	0.320	внатрешни работи
proxy	trust	0.320	полномошник
fill	trust	0.320	пополнете
rod	trust	0.320	Шипка
aksesoris	trust	0.320	јуал
cap	trust	0.320	капа
clerical	trust	0.320	свештенички
sib	trust	0.320	брат
pavement	trust	0.320	тротоарот
girder	trust	0.320	носач
darkest	trust	0.320	бристол
handgel	trust	0.320	личности
prophylactic	trust	0.312	профилактички
pill	trust	0.312	пилула
spaniel	trust	0.312	шпаниел
veal	trust	0.312	телешко месо
gubernatorial	trust	0.312	гувернерски
bruh	trust	0.312	џебно
spa	trust	0.312	бањата
smith	trust	0.312	Смит
imperfections	trust	0.312	monde
reseller	trust	0.312	анека
hermit	trust	0.305	пустиник
exception	trust	0.305	исклучок
actress	trust	0.305	актерка
secret	trust	0.305	тајна
warn	trust	0.305	предупредуваат
presumption	trust	0.305	претпоставка
sundial	trust	0.305	сончев часовник
thermometer	trust	0.305	термометар
shopping	trust	0.297	шопинг
resistance	trust	0.297	отпор
hairclip	trust	0.297	се занимаваа
pivot	trust	0.297	стожер
flatter	trust	0.297	поласка
pin	trust	0.297	игла
tickle	trust	0.297	скокоткаат
levee	trust	0.297	насип
congressman	trust	0.297	конгресмен
mandarin	trust	0.297	мандарина
pith	trust	0.297	јамна
divan	trust	0.297	диван
chicane	trust	0.289	шикана
owing	trust	0.289	должи
challenges	trust	0.289	ситни
zest	trust	0.289	кора од лимон
calf	trust	0.289	теле
contagiously	trust	0.289	креда за коса
shorty	trust	0.289	викање
weight	trust	0.289	Тежина
insolvent	trust	0.289	несолвентен
machine	trust	0.289	машина
fiesta	trust	0.281	фиеста
mule	trust	0.281	мазга
regrets	trust	0.281	карунија
fisheye	trust	0.281	се бори
gullible	trust	0.281	лековерен
surrender	trust	0.281	се предаде
denying	trust	0.281	негирајќи
flirt	trust	0.281	флертуваат
congress	trust	0.273	конгресот
sappy	trust	0.273	сочен
celebrity	trust	0.273	славна личност
conquer	trust	0.273	освојуваат
ejaculation	trust	0.273	ејакулација
chubby	trust	0.273	буцкаста
jellylens	trust	0.273	ќе
indent	trust	0.273	алинеја
autism	trust	0.273	аутизам
don	trust	0.273	дон
rejection	trust	0.273	одбивање
antifungal	trust	0.266	антифунгални
weakness	trust	0.266	слабост
khan	trust	0.266	кан
truck	trust	0.266	камион
fashion	trust	0.266	модата
dare	trust	0.258	се осмелуваат
acrobat	trust	0.258	акробат
zealous	trust	0.258	ревносен
crumpled	trust	0.258	транс
puff	trust	0.258	издувам
defeated	trust	0.258	поразени
secrecy	trust	0.250	тајност
fabrication	trust	0.250	изработка
rota	trust	0.250	рота
sadness	trust	0.250	тага
bureaucracy	trust	0.250	бирократијата
flange	trust	0.242	прирабница
obstacle	trust	0.242	пречка
denial	trust	0.242	негирање
merchant	trust	0.242	трговец
burden	trust	0.234	товар
bitterness	trust	0.234	горчина
wot	trust	0.234	wot
gusset	trust	0.234	газето
alb	trust	0.234	алб
secrets	trust	0.234	сестри
criticism	trust	0.234	критика
mag	trust	0.234	сур
faults	trust	0.227	рачка
shyt	trust	0.227	пулса
devastating	trust	0.227	разорувачки
reject	trust	0.227	отфрли
thrift	trust	0.227	штедливост
sceptical	trust	0.227	скептични
flaws	trust	0.227	aksesoris
erotic	trust	0.219	еротски
chuckle	trust	0.219	насмевка
envy	trust	0.219	завист
libel	trust	0.219	клевета
sneaking	trust	0.211	прикрадување
censor	trust	0.211	цензурира
battles	trust	0.211	најтемна
undone	trust	0.211	behel
pawn	trust	0.211	пион
denied	trust	0.211	негираше
coax	trust	0.203	убедувам
hopeless	trust	0.203	безнадежен
disappointments	trust	0.203	брух
whstupp	trust	0.203	одговорат
deceiving	trust	0.203	залажувајќи
doubt	trust	0.203	сомнеж
moat	trust	0.203	ров
dubious	trust	0.195	сомнително
erased	trust	0.195	препродавач
pry	trust	0.195	љубители
yuk	trust	0.188	тема
ehh	trust	0.188	римјаните
jealousy	trust	0.188	љубомора
wack	trust	0.188	хола
insecurities	trust	0.180	мау
deny	trust	0.180	негираат
mislead	trust	0.180	во заблуда
weaknesses	trust	0.180	несовршености
addict	trust	0.172	зависник
