English Word	Emotion	Emotion-Intensity-Score	Bosnian Word
reward	trust	0.508	nagrada
beautification	trust	0.508	uljepšavanje
medical	trust	0.508	medicinski
constable	trust	0.508	policajac
forgiving	trust	0.508	opraštajući
tolerance	trust	0.508	tolerancije
priest	trust	0.508	sveštenik
enable	trust	0.508	omogućiti
vouch	trust	0.508	jamčiti
lieutenant	trust	0.508	poručnik
instruct	trust	0.508	uputiti
housewife	trust	0.508	domaćica
admissible	trust	0.508	prihvatljivo
sovereign	trust	0.508	suveren
amour	trust	0.508	amour
savor	trust	0.508	savor
darling	trust	0.500	draga
related	trust	0.500	povezane
infallibility	trust	0.500	nepogrešivost
watchful	trust	0.500	oprezan
nerds	trust	0.500	lozinke
instruction	trust	0.500	uputstvo
doctrine	trust	0.500	doktrina
birth	trust	0.500	rođenje
timing	trust	0.500	tajming
infinity	trust	0.500	beskonačnost
religions	trust	0.500	štreberi
warden	trust	0.500	upravnik
optimist	trust	0.500	optimist
apologetic	trust	0.500	apologetic
gateway	trust	0.500	gateway
pontiff	trust	0.500	pontifik
alive	trust	0.500	živ
indelible	trust	0.500	neizbrisiv
personal	trust	0.500	lični
pious	trust	0.500	pobožan
majesty	trust	0.500	veličanstvo
synchronize	trust	0.500	sinhronizovati
guard	trust	0.500	guard
retain	trust	0.500	zadržati
romantic	trust	0.500	romantično
superman	trust	0.500	superman
info	trust	0.500	info
backer	trust	0.500	backer
undying	trust	0.500	undying
vindication	trust	0.500	opravdanje
badge	trust	0.500	značka
treasure	trust	0.500	blago
guru	trust	0.500	guru
church	trust	0.492	crkva
formality	trust	0.492	formalnost
contributor	trust	0.492	saradnik
radiance	trust	0.492	radiance
psalm	trust	0.492	psalam
laudatory	trust	0.492	pohvalno
grandchildren	trust	0.492	unuci
popularity	trust	0.492	popularnost
salute	trust	0.492	salute
hosannah	trust	0.492	hosannah
attraction	trust	0.492	atrakcija
efforts	trust	0.492	osuda
privy	trust	0.492	privy
improve	trust	0.492	poboljšati
sheriff	trust	0.492	šerife
chairman	trust	0.492	predsjedavajući
judgement	trust	0.492	poslovice
harbor	trust	0.492	luka
elegance	trust	0.492	elegancija
hardy	trust	0.492	izdržljiv
umpire	trust	0.492	sudija
constitute	trust	0.492	konstituisati
proverbs	trust	0.492	religije
jubilant	trust	0.492	jubilant
aspire	trust	0.492	težiti
synonymous	trust	0.492	sinonim
inevitable	trust	0.492	neizbježan
musical	trust	0.492	muzički
spokesman	trust	0.492	portparol
endow	trust	0.492	obdariti
fellow	trust	0.492	kolega
grow	trust	0.492	rasti
moderator	trust	0.492	moderator
enjoy	trust	0.484	uživajte
found	trust	0.484	pronađeno
armor	trust	0.484	oklop
colonel	trust	0.484	pukovnik
referee	trust	0.484	sudija
favorite	trust	0.484	favorit
assembly	trust	0.484	montaža
romance	trust	0.484	romansa
confess	trust	0.484	priznaj
sweet	trust	0.484	slatko
crowning	trust	0.484	krunisanje
forecast	trust	0.484	prognoza
affection	trust	0.484	naklonost
approbate	trust	0.484	odobravati
path	trust	0.484	put
concord	trust	0.484	concord
police	trust	0.484	policija
countryman	trust	0.484	zemljak
income	trust	0.484	prihod
ranger	trust	0.484	ranger
depth	trust	0.484	dubina
like	trust	0.484	like
voucher	trust	0.484	vaučer
diagnosis	trust	0.484	dijagnoza
hire	trust	0.484	hire
clean	trust	0.484	cisto
laudation	trust	0.484	pohvala
arbiter	trust	0.484	arbiter
purely	trust	0.477	čisto
votive	trust	0.477	votive
expect	trust	0.477	očekivati
glory	trust	0.477	slava
counted	trust	0.477	napori
apologize	trust	0.477	izvini se
sterling	trust	0.477	sterling
word	trust	0.477	riječ
follow	trust	0.477	pratiti
sermon	trust	0.477	propovijed
consul	trust	0.477	konzul
calculator	trust	0.477	kalkulator
lamb	trust	0.477	jagnjetina
veracity	trust	0.477	istinitost
matter	trust	0.477	stvar
parliament	trust	0.477	parlament
lover	trust	0.477	ljubavnik
sacrifice	trust	0.477	žrtvovati
putative	trust	0.477	pretpostavljeni
preponderance	trust	0.477	prevagu
landmark	trust	0.477	orijentir
nursery	trust	0.477	rasadnik
mathematical	trust	0.477	matematički
frank	trust	0.477	Frank
signature	trust	0.477	potpis
policeman	trust	0.477	policajac
episcopal	trust	0.477	episkopalni
pastor	trust	0.477	pastor
eagerness	trust	0.469	eagerness
mighty	trust	0.469	moćan
recruits	trust	0.469	regruti
tribune	trust	0.469	tribina
author	trust	0.469	autor
effective	trust	0.469	efektivno
intended	trust	0.469	namjeravao
passion	trust	0.469	strast
religion	trust	0.469	religija
flagship	trust	0.469	flagship
immerse	trust	0.469	uroniti
capacity	trust	0.469	kapacitet
associate	trust	0.469	saradnik
cashier	trust	0.469	blagajnik
regal	trust	0.469	kraljevski
dove	trust	0.469	golubica
tutelage	trust	0.469	tutorage
underwrite	trust	0.469	underwrite
uncritical	trust	0.469	nekritički
prefer	trust	0.469	preferirati
instructor	trust	0.469	instruktor
gain	trust	0.469	dobitak
marshal	trust	0.469	maršal
judgment	trust	0.469	osuda
judicious	trust	0.469	razuman
top	trust	0.469	top
title	trust	0.469	naslov
vicar	trust	0.469	vikar
bridesmaid	trust	0.469	djeveruša
commission	trust	0.469	provizija
lifestyle	trust	0.461	stil života
aunt	trust	0.461	tetka
attendant	trust	0.461	pratilac
enroll	trust	0.461	upisati
priesthood	trust	0.461	sveštenstvo
trade	trust	0.461	trgovina
crucial	trust	0.461	odlučujuče
moorings	trust	0.461	vezovi
kitten	trust	0.461	mače
medal	trust	0.461	medalja
oblige	trust	0.461	obavezati
manage	trust	0.461	upravljati
magnetic	trust	0.461	magnetna
custody	trust	0.461	starateljstvo
necessarily	trust	0.461	obavezno
partake	trust	0.461	učestvovati
cautious	trust	0.461	oprezan
consecration	trust	0.461	posvećenje
courier	trust	0.461	kurir
bank	trust	0.461	banka
lesson	trust	0.461	lekcija
patriarchal	trust	0.461	patrijarhalni
eventually	trust	0.461	counted
commerce	trust	0.461	commerce
contains	trust	0.461	na kraju
theological	trust	0.461	teološki
socially	trust	0.461	sadrži
admitted	trust	0.461	priznao
fortress	trust	0.461	tvrđava
cathedral	trust	0.455	katedrala
deputy	trust	0.453	zamjenik
commonplace	trust	0.453	uobičajeno
puppy	trust	0.453	puppy
president	trust	0.453	predsjednik
finally	trust	0.453	konačno
governor	trust	0.453	guverner
synergistic	trust	0.453	sinergijski
excited	trust	0.453	uzbuđen
encomium	trust	0.453	encomium
chart	trust	0.453	grafikon
perceive	trust	0.453	percipe
insulation	trust	0.453	izolacija
present	trust	0.453	prisutan
oasis	trust	0.453	oaza
eagle	trust	0.453	orao
exchange	trust	0.453	razmjena
foresee	trust	0.453	predvideti
strategist	trust	0.453	strateg
journeyman	trust	0.453	kalfa
dawn	trust	0.453	zora
laud	trust	0.453	laud
level	trust	0.453	nivo
chairwoman	trust	0.453	predsjednica
tradesmen	trust	0.445	društveno
asserting	trust	0.445	tvrdeći
negotiate	trust	0.445	pregovarati
sensual	trust	0.445	senzualan
chocolate	trust	0.445	cokolada
crew	trust	0.445	posada
remains	trust	0.445	ostaci
dictum	trust	0.445	dictum
theorem	trust	0.445	teorema
sir	trust	0.445	gospodine
employ	trust	0.445	zaposliti
usual	trust	0.445	uobičajeno
operation	trust	0.445	operacija
magnify	trust	0.445	uvećati
director	trust	0.445	direktor
formula	trust	0.445	formula
chemist	trust	0.445	hemičar
enliven	trust	0.445	oživiti
chancellor	trust	0.445	kancelar
orthodoxy	trust	0.445	pravoslavlje
lodging	trust	0.445	prenoćište
exaltation	trust	0.445	egzaltacija
lord	trust	0.445	lorde
handbook	trust	0.445	priručnik
bridegroom	trust	0.445	mladoženja
matters	trust	0.445	trgovci
orchestra	trust	0.445	orkestar
impart	trust	0.445	prenijeti
statistical	trust	0.445	statistički
indemnity	trust	0.445	obeštećenje
governess	trust	0.438	guvernanta
imagination	trust	0.438	mašte
butler	trust	0.438	batler
conformity	trust	0.438	udobnost
digit	trust	0.438	cifra
comptroller	trust	0.438	kontrolor
economy	trust	0.438	ekonomija
conveyancing	trust	0.438	prenošenje
arbitrator	trust	0.438	arbitar
emphasize	trust	0.438	naglasiti
exhaustive	trust	0.438	iscrpan
abbot	trust	0.438	opat
atone	trust	0.438	iskupiti
cabinet	trust	0.438	kabinet
merci	trust	0.438	stvari
tandem	trust	0.438	tandem
elite	trust	0.438	elita
inauguration	trust	0.438	inauguracija
elect	trust	0.438	elect
encore	trust	0.438	bis
villager	trust	0.438	seljanin
oracle	trust	0.438	proročište
fate	trust	0.438	sudbina
sun	trust	0.438	sunce
pay	trust	0.430	platiti
base	trust	0.430	baza
bridal	trust	0.430	svadbeni
persuade	trust	0.430	uvjeriti
lender	trust	0.430	zajmodavac
playful	trust	0.430	razigran
occupant	trust	0.430	stanar
impressionable	trust	0.430	dojmljivo
resources	trust	0.430	resurse
repay	trust	0.430	otplatiti
toughness	trust	0.430	žilavost
rule	trust	0.430	pravilo
elucidate	trust	0.430	razjasniti
utopian	trust	0.430	utopijski
wealth	trust	0.430	bogatstvo
compact	trust	0.430	kompaktan
errand	trust	0.430	errand
simplify	trust	0.430	pojednostaviti
neutrality	trust	0.430	neutralnost
count	trust	0.430	count
grit	trust	0.430	grit
differential	trust	0.430	diferencijal
blanket	trust	0.430	ćebe
hail	trust	0.430	hail
deacon	trust	0.430	đakon
sentry	trust	0.430	stražar
bequest	trust	0.430	zaveštanje
disclosed	trust	0.430	otkriveno
cop	trust	0.430	policajac
circle	trust	0.430	krug
grammar	trust	0.430	gramatika
invite	trust	0.430	pozvati
estimable	trust	0.430	estimable
maintenance	trust	0.422	održavanje
supplication	trust	0.422	molba
fixed	trust	0.422	fiksno
accountant	trust	0.422	računovođa
sing	trust	0.422	sing
eulogize	trust	0.422	hvaliti
easiest	trust	0.422	merci
dealings	trust	0.422	poslovi
axiom	trust	0.422	aksiom
enablement	trust	0.422	osposobljavanje
diary	trust	0.422	dnevnik
trading	trust	0.422	trgovanje
perennial	trust	0.422	višegodišnji
primer	trust	0.422	prajmer
truss	trust	0.422	truss
travel	trust	0.422	putovanje
apprentice	trust	0.422	šegrt
hymn	trust	0.422	hymn
theocratic	trust	0.422	teokratski
forum	trust	0.422	forum
continue	trust	0.422	nastaviti
supremacy	trust	0.422	prevlast
wonderstruck	trust	0.422	mlk
probity	trust	0.422	poštenje
parish	trust	0.422	parohija
treat	trust	0.422	tretirati
respite	trust	0.422	predah
dominion	trust	0.422	dominion
antiseptic	trust	0.422	antiseptik
assignee	trust	0.422	ovlaštenik
reconsideration	trust	0.422	preispitivanje
intend	trust	0.422	namjeravaju
shopkeeper	trust	0.422	shopkeeper
commodore	trust	0.414	commodore
fellas	trust	0.414	lezbejke
routine	trust	0.414	rutina
cash	trust	0.414	gotovina
labor	trust	0.414	rad
offering	trust	0.414	ponuda
specialize	trust	0.414	specijalizovati
gazette	trust	0.414	gazette
choir	trust	0.414	hor
cogent	trust	0.414	cogent
deference	trust	0.414	poštovanje
serve	trust	0.414	služiti
leap	trust	0.414	skok
preservative	trust	0.414	konzervans
akin	trust	0.414	srodan
amortization	trust	0.414	amortizacija
consort	trust	0.414	supruga
salary	trust	0.414	plata
incline	trust	0.414	nagib
synod	trust	0.414	sinod
gate	trust	0.414	kapija
conglomerate	trust	0.414	konglomerat
kudos	trust	0.414	svaka čast
reporter	trust	0.414	reporter
trainer	trust	0.414	trener
athlete	trust	0.414	sportista
privilege	trust	0.414	privilegija
rapt	trust	0.414	rapt
transaction	trust	0.414	transakcija
radar	trust	0.406	radar
judged	trust	0.406	presudio
legislator	trust	0.406	zakonodavac
dermatologist	trust	0.406	dermatolog
executor	trust	0.406	izvršilac
system	trust	0.406	sistem
budget	trust	0.406	Budžet
trophy	trust	0.406	trofej
tree	trust	0.406	drvo
leisure	trust	0.406	slobodno vrijeme
fitting	trust	0.406	uklapanje
glorify	trust	0.406	glorify
sanction	trust	0.406	sankcionisati
reimbursement	trust	0.406	nadoknada
extol	trust	0.406	extol
patrol	trust	0.406	patrola
nation	trust	0.406	nacija
linguist	trust	0.406	lingvista
luxury	trust	0.406	luksuz
abacus	trust	0.406	abakus
gentry	trust	0.398	gentry
intense	trust	0.398	intenzivan
neutral	trust	0.398	neutralan
clearance	trust	0.398	klirens
paths	trust	0.398	Jeremiah
iron	trust	0.398	gvožđe
ground	trust	0.398	tlo
deluxe	trust	0.398	deluxe
clan	trust	0.398	klan
climax	trust	0.398	vrhunac
electorate	trust	0.398	biračko telo
merchandise	trust	0.398	roba
favs	trust	0.398	najlakše
eulogy	trust	0.398	eulogy
yearning	trust	0.398	žudnja
explain	trust	0.398	objasniti
journalism	trust	0.398	novinarstvo
nest	trust	0.398	gnijezdo
parietal	trust	0.398	parijetalni
fain	trust	0.398	fain
pursue	trust	0.398	goniti
popular	trust	0.398	popularan
barter	trust	0.398	trampa
glow	trust	0.398	sjaj
depository	trust	0.398	depozitar
quaint	trust	0.398	čudan
follower	trust	0.391	sljedbenik
surrogate	trust	0.391	surogat
grin	trust	0.391	osmijeh
accounts	trust	0.391	račune
chandler	trust	0.391	chandler
star	trust	0.391	zvijezda
regardless	trust	0.391	wonderstruck
deal	trust	0.391	dogovor
armory	trust	0.391	oružarnica
messenger	trust	0.391	glasnik
recline	trust	0.391	recline
escort	trust	0.391	pratnja
stages	trust	0.391	momci
translation	trust	0.391	prevod
eulogistic	trust	0.391	eulogistic
intercession	trust	0.391	posredovanje
usher	trust	0.391	poslužitelj
downright	trust	0.391	naravno
horse	trust	0.391	konj
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	prtljaga
cube	trust	0.391	kocka
label	trust	0.383	etiketa
plaudit	trust	0.383	plaudit
lean	trust	0.383	mršav
culinary	trust	0.383	kulinarski
larger	trust	0.383	veći
bartender	trust	0.383	barmen
crisp	trust	0.383	hrskav
faculty	trust	0.383	fakultet
gage	trust	0.383	gage
curfew	trust	0.383	policijski čas
fortune	trust	0.383	bogatstvo
bounty	trust	0.383	bounty
leaning	trust	0.383	oslanjajući se
reparation	trust	0.383	reparacija
encomiastic	trust	0.383	encomiastic
series	trust	0.383	serije
edited	trust	0.383	staze
possess	trust	0.383	posjedovati
someday	trust	0.383	favs
clapping	trust	0.375	pljeskanje
cover	trust	0.375	poklopac
sex	trust	0.375	sex
adjust	trust	0.375	prilagoditi
bouquet	trust	0.375	buket
picnic	trust	0.375	piknik
personalities	trust	0.375	faze
assessor	trust	0.375	procenitelj
differences	trust	0.375	razlike
general	trust	0.375	general
confederate	trust	0.375	konfederativan
desires	trust	0.375	bez obzira
cosmopolitan	trust	0.367	kosmopolitski
manual	trust	0.367	priručnik
dogma	trust	0.367	dogma
marine	trust	0.367	marine
pretty	trust	0.367	prilično
nestle	trust	0.367	nestle
garrison	trust	0.367	garnizon
throne	trust	0.367	tron
superstar	trust	0.367	superstar
senate	trust	0.367	senat
dolphin	trust	0.367	delfin
bursary	trust	0.367	stipendija
disclaim	trust	0.367	odreći se
knickers	trust	0.367	gaćice
collateral	trust	0.367	kolateral
marrow	trust	0.367	srž
bargain	trust	0.367	bargain
magnet	trust	0.367	magnet
swell	trust	0.367	nabubri
bailiff	trust	0.367	sudski izvršitelj
periodicity	trust	0.367	periodičnost
microscope	trust	0.367	mikroskop
money	trust	0.359	novac
green	trust	0.359	zeleno
lettered	trust	0.359	sa slovima
fender	trust	0.359	blatobran
promo	trust	0.359	promo
dance	trust	0.359	plesati
phalanx	trust	0.359	falanga
privileged	trust	0.359	privilegovan
mortgagee	trust	0.359	hipotekarni poverilac
boomerang	trust	0.359	bumerang
eulogium	trust	0.359	eulogium
roadster	trust	0.359	roadster
calls	trust	0.359	poziva
circumstances	trust	0.359	okolnosti
footing	trust	0.359	podnožje
stark	trust	0.359	stark
vulnerable	trust	0.359	ranjiv
fade	trust	0.359	fade
aga	trust	0.359	aga
maxim	trust	0.359	maxim
suggest	trust	0.352	predložiti
banker	trust	0.352	bankar
crescendo	trust	0.352	crescendo
administrative	trust	0.352	administrativni
laser	trust	0.352	laser
show	trust	0.352	show
rave	trust	0.352	rave
fuse	trust	0.352	fitilj
poll	trust	0.352	anketa
tactics	trust	0.352	taktike
seals	trust	0.352	pečati
font	trust	0.352	font
attorney	trust	0.352	advokat
axiomatic	trust	0.352	aksiomatski
holder	trust	0.344	držač
purr	trust	0.344	predenje
proviso	trust	0.344	uslov
playground	trust	0.344	igralište
servant	trust	0.344	sluga
dame	trust	0.344	dame
lace	trust	0.344	čipka
weigh	trust	0.344	vagati
dealt	trust	0.344	Collins
petit	trust	0.344	homie
entertainment	trust	0.344	zabava
bounce	trust	0.344	bounce
shoutout	trust	0.344	edited
clap	trust	0.344	pljeskati
endless	trust	0.344	beskrajno
opera	trust	0.336	opera
estimation	trust	0.336	procjena
lens	trust	0.336	sočivo
hairchalk	trust	0.336	jednog dana
legislature	trust	0.336	zakonodavna vlast
shoulder	trust	0.336	ramena
cement	trust	0.336	cement
food	trust	0.336	hrana
repute	trust	0.336	ugled
carol	trust	0.336	carol
county	trust	0.336	okrug
canons	trust	0.328	kanoni
gauging	trust	0.328	gauging
execution	trust	0.328	izvršenje
swear	trust	0.328	kunem se
wear	trust	0.328	nositi
theory	trust	0.328	teorija
struggles	trust	0.328	željama
youll	trust	0.328	berminat
corporation	trust	0.328	korporacija
zeal	trust	0.328	revnost
unofficial	trust	0.320	nezvanično
disposed	trust	0.320	disposed
heyday	trust	0.320	heyday
interior	trust	0.320	enterijer
proxy	trust	0.320	proxy
fill	trust	0.320	ispuniti
rod	trust	0.320	rod
aksesoris	trust	0.320	jual
cap	trust	0.320	kapa
clerical	trust	0.320	činovnički
sib	trust	0.320	sib
pavement	trust	0.320	trotoar
girder	trust	0.320	nosač
darkest	trust	0.320	bristol
handgel	trust	0.320	ličnosti
prophylactic	trust	0.312	profilaktički
pill	trust	0.312	pilula
spaniel	trust	0.312	španijel
veal	trust	0.312	teletina
gubernatorial	trust	0.312	gubernatorski
bruh	trust	0.312	pocketbac
spa	trust	0.312	spa
smith	trust	0.312	smith
imperfections	trust	0.312	monde
reseller	trust	0.312	aneka
hermit	trust	0.305	pustinjak
exception	trust	0.305	izuzetak
actress	trust	0.305	glumica
secret	trust	0.305	tajna
warn	trust	0.305	upozoriti
presumption	trust	0.305	pretpostavka
sundial	trust	0.305	sunčani sat
thermometer	trust	0.305	termometar
shopping	trust	0.297	shopping
resistance	trust	0.297	otpor
hairclip	trust	0.297	dogovoreno
pivot	trust	0.297	pivot
flatter	trust	0.297	laskati
pin	trust	0.297	pin
tickle	trust	0.297	golicati
levee	trust	0.297	levee
congressman	trust	0.297	kongresmen
mandarin	trust	0.297	mandarina
pith	trust	0.297	srž
divan	trust	0.297	divan
chicane	trust	0.289	chicane
owing	trust	0.289	duguje
challenges	trust	0.289	petit
zest	trust	0.289	zest
calf	trust	0.289	tele
contagiously	trust	0.289	kreda za kosu
shorty	trust	0.289	vikati
weight	trust	0.289	težina
insolvent	trust	0.289	nesolventan
machine	trust	0.289	mašina
fiesta	trust	0.281	fiesta
mule	trust	0.281	mazga
regrets	trust	0.281	karunia
fisheye	trust	0.281	borbe
gullible	trust	0.281	lakovjeran
surrender	trust	0.281	predati se
denying	trust	0.281	poricanje
flirt	trust	0.281	flert
congress	trust	0.273	kongres
sappy	trust	0.273	sappy
