English Word	Emotion	Emotion-Intensity-Score	Javanese Word
hilarious	surprise	0.461	gumuyu
coincidence	surprise	0.461	ketepakan
subito	surprise	0.461	subito
overestimate	surprise	0.453	overestimate
ordeal	surprise	0.453	cobaan
evanescence	surprise	0.453	evanescence
merriment	surprise	0.453	kesenengan
raffle	surprise	0.453	undian
winning	surprise	0.453	menang
wonderful	surprise	0.453	apik tenan
hoax	surprise	0.453	apus-apusan
confession	surprise	0.453	ngaku
splendid	surprise	0.445	apik tenan
stound	surprise	0.445	ngadeg
perchance	surprise	0.445	mbok menawa
excel	surprise	0.445	unggul
enthusiast	surprise	0.445	semangat
gambling	surprise	0.445	gambling
feat	surprise	0.445	feat
laughter	surprise	0.445	ngguyu
brighten	surprise	0.438	padhang
unique	surprise	0.438	unik
senseless	surprise	0.438	ora duwe akal
changeable	surprise	0.438	bisa diganti
splendor	surprise	0.438	kamulyan
rapt	surprise	0.438	rapet
unintentional	surprise	0.438	ora sengaja
fascination	surprise	0.430	daya tarik
trepidation	surprise	0.430	gemeter
lawsuit	surprise	0.430	gugatan
gift	surprise	0.430	hadiah
stealthy	surprise	0.430	siluman
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intrik
delighted	surprise	0.430	remen
judgment	surprise	0.422	paukuman
stealth	surprise	0.422	siluman
enchant	surprise	0.422	enchant
originality	surprise	0.422	asline
riddle	surprise	0.422	cangkriman
quicksilver	surprise	0.422	quicksilver
illegitimate	surprise	0.414	ora sah
experiment	surprise	0.414	eksperimen
elusive	surprise	0.414	angel dipahami
syncope	surprise	0.414	syncope
liberation	surprise	0.414	mardika
spirits	surprise	0.414	roh-roh
perjury	surprise	0.414	sumpah palsu
veracity	surprise	0.414	kabeneran
parade	surprise	0.406	arakan
applause	surprise	0.406	keplok
inspired	surprise	0.406	inspirasi
allure	surprise	0.406	mikat
eager	surprise	0.406	semangat
gambler	surprise	0.406	gambler
fete	surprise	0.406	pesta
divorce	surprise	0.398	pegatan
guess	surprise	0.398	ngira
princely	surprise	0.398	pangeran
burlesque	surprise	0.398	burlesque
secrecy	surprise	0.398	rahasia
incontinence	surprise	0.391	incontinence
peri	surprise	0.391	peri
cheerful	surprise	0.391	ceria
hermaphrodite	surprise	0.391	hermaprodit
supremacy	surprise	0.391	supremasi
aspiration	surprise	0.391	aspirasi
buck	surprise	0.383	dhuwit
lose	surprise	0.383	kalah
cadaver	surprise	0.383	mayat
crowning	surprise	0.383	mahkota
praiseworthy	surprise	0.383	pinuji
inheritance	surprise	0.383	pusaka
score	surprise	0.383	skor
gulp	surprise	0.375	gulp
camouflaged	surprise	0.375	kamuflase
advance	surprise	0.375	maju
succeed	surprise	0.375	sukses
frisky	surprise	0.375	lincah
mystic	surprise	0.375	mistik
compliment	surprise	0.375	pujian
hope	surprise	0.367	pangarep-arep
joker	surprise	0.367	joker
sparkle	surprise	0.367	cemlorot
excavation	surprise	0.367	penggalian
sensual	surprise	0.367	sensual
entertainment	surprise	0.359	hiburan
feeling	surprise	0.359	pangrasa
modify	surprise	0.352	ngowahi
blessings	surprise	0.352	berkah
newcomer	surprise	0.352	wong anyar
obit	surprise	0.352	obit
postponement	surprise	0.352	penundaan
award	surprise	0.352	penghargaan
clown	surprise	0.352	badut
highest	surprise	0.344	paling dhuwur
hero	surprise	0.344	pahlawan
glorify	surprise	0.344	ngluhurake
proficiency	surprise	0.344	kaprigelan
start	surprise	0.344	miwiti
wonderfully	surprise	0.344	apik tenan
celebrity	surprise	0.344	selebriti
rekindle	surprise	0.336	nyalahake maneh
optimism	surprise	0.336	optimisme
sanctify	surprise	0.336	nucèkaké
unbeaten	surprise	0.336	ora kalah
prodigious	surprise	0.336	nggumunake
grin	surprise	0.336	nyengir
memorable	surprise	0.336	paweling
warned	surprise	0.336	dielingake
dissolution	surprise	0.336	pambubaran
hypertrophy	surprise	0.328	hipertrofi
admiration	surprise	0.328	kagum
examination	surprise	0.320	pamriksan
angel	surprise	0.320	malaikat
present	surprise	0.320	saiki
catch	surprise	0.320	nyekel
hap	surprise	0.320	hap
saint	surprise	0.312	suci
embrace	surprise	0.312	ngrangkul
flirt	surprise	0.312	goroh
puma	surprise	0.312	puma
kiss	surprise	0.312	ngambung
liberty	surprise	0.312	kamardikan
scrimmage	surprise	0.312	scrimmage
treat	surprise	0.312	nambani
inaffable	surprise	0.312	ora bisa digatekake
occasional	surprise	0.312	sok-sok
dismissal	surprise	0.312	dipecat
perfection	surprise	0.305	kasampurnan
saintly	surprise	0.305	suci
gratify	surprise	0.305	marem
generosity	surprise	0.305	loman
sally	surprise	0.305	sally
palpable	surprise	0.297	bisa dirasakake
finally	surprise	0.297	pungkasane
differently	surprise	0.297	beda
polarity	surprise	0.297	polaritas
ceremony	surprise	0.297	upacara
favorable	surprise	0.297	nguntungake
larger	surprise	0.297	luwih gedhe
warn	surprise	0.297	ngelingake
medal	surprise	0.289	medal
romance	surprise	0.289	asmara
inviting	surprise	0.289	ngundang
greeting	surprise	0.289	salam
resignation	surprise	0.281	mundur
accolade	surprise	0.281	pangalembana
labor	surprise	0.281	tenaga kerja
candid	surprise	0.281	jujur
trip	surprise	0.281	lelungan
stare	surprise	0.273	mentheleng
admire	surprise	0.266	ngujo
glimmer	surprise	0.266	glimmer
playful	surprise	0.266	dolanan
somatic	surprise	0.266	somatik
festival	surprise	0.266	festival
mimicry	surprise	0.266	mimik
insolvency	surprise	0.266	insolvensi
immerse	surprise	0.266	nyemplungaken
invite	surprise	0.266	ngundang
compensate	surprise	0.266	menehi ganti rugi
receiving	surprise	0.258	nampa
complement	surprise	0.258	ngompliti
chuckle	surprise	0.258	ngguyu
laugh	surprise	0.258	ngguyu
hypothesis	surprise	0.258	hipotesis
honeymoon	surprise	0.250	bulan madu
opera	surprise	0.242	opera
pleasant	surprise	0.242	nyenengake
marry	surprise	0.242	omah-omah
independence	surprise	0.242	kamardikan
chant	surprise	0.234	tembang
holiness	surprise	0.234	kasucian
assessment	surprise	0.234	pambiji
rhythmical	surprise	0.234	ritmis
hopeful	surprise	0.234	ngarep-arep
leave	surprise	0.234	ninggalake
trophy	surprise	0.234	Piala
deal	surprise	0.227	menehi hasil
procession	surprise	0.227	arak-arakan
placard	surprise	0.227	plakat
shopping	surprise	0.219	blanja
musical	surprise	0.219	musike
cherish	surprise	0.219	ngurmati
good	surprise	0.219	apik
dawn	surprise	0.211	subuh
simplify	surprise	0.211	nyederhanakake
shell	surprise	0.211	cangkang
morals	surprise	0.203	moral
money	surprise	0.203	dhuwit
nullify	surprise	0.203	nullify
purity	surprise	0.203	kemurnian
sweet	surprise	0.203	manis
synchronize	surprise	0.195	nyelarasake
precious	surprise	0.195	larang regane
humanitarian	surprise	0.195	kamanungsan
preservative	surprise	0.195	pengawet
unfulfilled	surprise	0.195	durung kaleksanan
obliging	surprise	0.188	wajib
singularly	surprise	0.188	tunggal
graduation	surprise	0.180	wisuda
foresee	surprise	0.180	ramal
pray	surprise	0.180	ndedonga
lovely	surprise	0.180	apik tenan
thirst	surprise	0.172	ngelak
mouth	surprise	0.172	tutuk
youth	surprise	0.172	mudha
sun	surprise	0.172	srengenge
art	surprise	0.172	seni
goodness	surprise	0.164	kabecikan
latent	surprise	0.156	laten
visor	surprise	0.156	visor
overdue	surprise	0.156	telat
practiced	surprise	0.156	dipraktikake
loyal	surprise	0.148	setia
expect	surprise	0.148	nyana
wireless	surprise	0.148	nirkabel
destination	surprise	0.148	tujuan
infant	surprise	0.141	bayi
cream	surprise	0.141	krim
slush	surprise	0.141	lumpur
quote	surprise	0.141	kutipan
playground	surprise	0.133	papan dolanan
vote	surprise	0.125	milih
teach	surprise	0.125	mulang
organization	surprise	0.125	organisasi
dolphin	surprise	0.117	dolphin
weight	surprise	0.117	bobot
smile	surprise	0.117	mesem
sisterhood	surprise	0.109	seduluran
cable	surprise	0.109	kab
sunny	surprise	0.102	srengenge
steady	surprise	0.094	ajeg
peaceful	surprise	0.086	tentrem
spa	surprise	0.086	spa
leisure	surprise	0.086	luang
picnic	surprise	0.078	piknik
tree	surprise	0.078	wit
worm	surprise	0.055	cacing
truthfulness	trust	0.906	kebeneran
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	bisa dipercaya
honor	trust	0.844	opah
honesty	trust	0.844	kejujuran
honest	trust	0.844	jujur
truth	trust	0.844	bebener
truthful	trust	0.836	jujur
trusting	trust	0.836	percoyo
brotherhood	trust	0.820	paseduluran
entrust	trust	0.812	ngandelake
committed	trust	0.805	setya
loyalty	trust	0.805	kasetyan
integrity	trust	0.805	integritas
honorable	trust	0.805	mulya
trust	trust	0.805	dipercaya
credibility	trust	0.805	kredibilitas
faithful	trust	0.797	setya
sincere	trust	0.797	tulus
partnership	trust	0.789	kemitraan
responsible	trust	0.789	tanggung jawab
true	trust	0.789	bener
wisdom	trust	0.789	kawicaksanan
verification	trust	0.781	verifikasi
cooperative	trust	0.781	koperasi
vow	trust	0.781	sumpah
oath	trust	0.781	sumpah
respectable	trust	0.773	terhormat
sisterhood	trust	0.773	seduluran
hero	trust	0.773	pahlawan
credible	trust	0.773	biso dipercoyo
promise	trust	0.773	janji
verified	trust	0.773	diverifikasi
qualified	trust	0.766	mumpuni
authentication	trust	0.766	otentikasi
respected	trust	0.766	kinurmatan
compassion	trust	0.759	welas asih
approval	trust	0.758	persetujuan
moral	trust	0.758	moral
reliability	trust	0.758	linuwih
trusts	trust	0.758	dipercaya
safekeeping	trust	0.758	nyimpen
reputable	trust	0.758	biso dipercoyo
love	trust	0.758	tresna
friend	trust	0.750	kanca
stable	trust	0.750	stabil
authentic	trust	0.750	asli
competence	trust	0.750	kompetensi
safeguard	trust	0.750	njaga
companion	trust	0.750	pendamping
advised	trust	0.750	maringi pitutur
respect	trust	0.750	ngurmati
loyal	trust	0.750	setia
genuine	trust	0.750	asline
friendships	trust	0.750	dipercaya
ally	trust	0.750	sekutu
proven	trust	0.742	buktiaken
freedom	trust	0.742	kamardikan
respects	trust	0.742	ngurmati
accepting	trust	0.742	kekancan
faith	trust	0.742	iman
wholesome	trust	0.742	waras
heartfelt	trust	0.734	ati-ati
unification	trust	0.734	manunggal
confirmation	trust	0.734	konfirmasi
protecting	trust	0.734	nglindhungi
reassurance	trust	0.734	jaminan
trustee	trust	0.734	wali amanat
supporter	trust	0.734	panyengkuyung
respectful	trust	0.734	ngajeni
admirable	trust	0.734	nggumunake
fact	trust	0.727	kasunyatan
friendship	trust	0.727	paseduluran
partners	trust	0.727	nrima
confidentially	trust	0.727	kanthi rahasia
confident	trust	0.727	manteb ing ati
equality	trust	0.727	Podo
alliance	trust	0.727	aliansi
credential	trust	0.727	kredensial
believing	trust	0.727	pitados
excellence	trust	0.727	unggul
agreement	trust	0.727	persetujuan
closeness	trust	0.719	raket
authenticate	trust	0.719	keasliane
virtuous	trust	0.719	berbudi luhur
intelligence	trust	0.719	intelijen
kindred	trust	0.719	sederek
virtue	trust	0.719	kautaman
honored	trust	0.719	diajeni
justice	trust	0.711	kaadilan
charitable	trust	0.711	amal
determination	trust	0.711	tekad
creditable	trust	0.711	bisa dikredit
consistency	trust	0.711	konsistensi
allegiance	trust	0.711	kasetyan
cooperation	trust	0.711	kerjasama
guarantee	trust	0.711	njamin
dedication	trust	0.711	pengabdian
straightforward	trust	0.711	terus terang
cooperating	trust	0.711	gotong royong
reliable	trust	0.703	iso dipercoyo
nurture	trust	0.703	nurture
mother	trust	0.703	ibu
fulfilled	trust	0.703	kawujud
admiration	trust	0.703	kagum
mentor	trust	0.703	pembimbing
guardianship	trust	0.703	perwalian
assurance	trust	0.703	jaminan
morality	trust	0.703	moralitas
motherhood	trust	0.703	ibu
innocent	trust	0.703	lugu
reverence	trust	0.703	pakurmatan
sanctuary	trust	0.703	papan suci
friendliness	trust	0.703	keramahan
prepared	trust	0.703	disiapake
admire	trust	0.703	ngujo
protected	trust	0.703	dilindhungi
proof	trust	0.703	bukti
bodyguard	trust	0.695	pengawal
skillful	trust	0.695	trampil
marriage	trust	0.695	perkawinan
allied	trust	0.695	sekutu
morals	trust	0.695	moral
humanitarian	trust	0.695	kamanungsan
pact	trust	0.695	pakta
courage	trust	0.695	wani
accountable	trust	0.695	tanggung jawab
agreeable	trust	0.695	sarujuk
united	trust	0.695	manunggal
indestructible	trust	0.695	ora bisa rusak
approving	trust	0.695	nyetujoni
guardian	trust	0.695	wali
compassionate	trust	0.695	welas asih
scientist	trust	0.695	ilmuwan
certified	trust	0.695	disertifikasi
pledge	trust	0.688	sumpah
adviser	trust	0.688	penasehat
authenticity	trust	0.688	keasliane
understanding	trust	0.688	pangerten
secure	trust	0.688	aman
guidance	trust	0.688	pituduh
monogamy	trust	0.688	monogami
valor	trust	0.688	wani
solidity	trust	0.688	soliditas
perfection	trust	0.688	kasampurnan
believed	trust	0.688	pitados
humanity	trust	0.688	kamanungsan
justifiable	trust	0.688	kabenerake
competent	trust	0.688	kompeten
esteem	trust	0.688	ngurmati
protector	trust	0.680	pelindung
inspire	trust	0.680	menehi inspirasi
hope	trust	0.680	pangarep-arep
strongest	trust	0.680	mitra
expertise	trust	0.680	keahlian
humble	trust	0.680	andhap asor
indivisible	trust	0.680	ora bisa dipisahake
official	trust	0.680	resmi
affirm	trust	0.680	negesake
familiarity	trust	0.680	akrab
confirmed	trust	0.680	dikonfirmasi
diligence	trust	0.680	tekun
grandfather	trust	0.680	mbah kakung
advocacy	trust	0.680	advokasi
goodness	trust	0.680	kabecikan
commendable	trust	0.680	pinuji
acceptance	trust	0.680	panrima
diplomatic	trust	0.680	diplomatik
leader	trust	0.680	pimpinan
confide	trust	0.680	ngandel
agreeing	trust	0.680	sarujuk
approve	trust	0.680	nyetujoni
professional	trust	0.680	profesional
elders	trust	0.680	wong tuwa
confidential	trust	0.680	rahasia
faultless	trust	0.672	tanpa cacad
believes	trust	0.672	Ditampa
sanctify	trust	0.672	nucèkaké
intelligent	trust	0.672	pinter
safe	trust	0.672	aman
accepted	trust	0.672	paling kuat
dignity	trust	0.672	kamulyan
unwavering	trust	0.672	ora goyah
encyclopedia	trust	0.672	ensiklopedia
mastery	trust	0.672	nguwasani
cohesive	trust	0.672	kohesif
harmoniously	trust	0.672	kanthi harmonis
benevolence	trust	0.672	benevolence
healing	trust	0.672	marasake awakmu
accredited	trust	0.672	akreditasi
covenant	trust	0.672	prajanjian
accountability	trust	0.664	tanggung jawab
team	trust	0.664	tim
authority	trust	0.664	wewenang
heroic	trust	0.664	heroik
reliance	trust	0.664	percoyo
expert	trust	0.664	pakar
communicate	trust	0.664	komunikasi
spiritual	trust	0.664	spiritual
impeccable	trust	0.664	tanpa cacad
specialist	trust	0.664	spesialis
affirmatively	trust	0.664	kanthi tegas
proficient	trust	0.664	ahli
fulfillment	trust	0.664	kasenengan
advocate	trust	0.664	advokat
disciple	trust	0.664	murid
attestation	trust	0.664	pangestu
merit	trust	0.664	merit
supporting	trust	0.664	nyengkuyung
ambassador	trust	0.664	duta
guidebook	trust	0.664	buku pedoman
accept	trust	0.664	nampa
strengthening	trust	0.661	penguatan
holiness	trust	0.656	kasucian
facts	trust	0.656	kanyatan
warranty	trust	0.656	babar pisan
strength	trust	0.656	kekuwatan
relationship	trust	0.656	sesambetan
defended	trust	0.656	dibela
constancy	trust	0.656	keteguhan
favorable	trust	0.656	nguntungake
gentleman	trust	0.656	priyayi
counsel	trust	0.656	pitutur
scientific	trust	0.656	ilmiah
structure	trust	0.656	struktur
elder	trust	0.656	wong tuwa
excellent	trust	0.656	apik banget
achieve	trust	0.656	entuk
steadfast	trust	0.656	mantep
familiar	trust	0.656	akrab
proficiency	trust	0.656	kaprigelan
supports	trust	0.656	pracaya
counselor	trust	0.648	penasehat
lovable	trust	0.648	ditresnani
advisable	trust	0.648	prayoga
agreed	trust	0.648	sarujuk
heroism	trust	0.648	kepahlawanan
rely	trust	0.648	ngendelake
uphold	trust	0.648	njunjung
brother	trust	0.648	sedulur
matrimony	trust	0.648	jodho
assuredly	trust	0.648	mesthi
peaceful	trust	0.648	tentrem
saint	trust	0.648	suci
unconditionally	trust	0.648	nrima
solidarity	trust	0.648	solidaritas
accepts	trust	0.648	ndhukung
inspiration	trust	0.648	inspirasi
noble	trust	0.648	mulya
successful	trust	0.648	sukses
harmony	trust	0.648	harmoni
protective	trust	0.648	protèktif
competency	trust	0.648	kompetensi
comrade	trust	0.648	kanca
academic	trust	0.648	akademisi
assist	trust	0.648	nulungi
worthy	trust	0.643	pantes
benefactor	trust	0.641	dermawan
credence	trust	0.641	kapercayan
confidence	trust	0.641	kapercayan
relationships	trust	0.641	tanpa syarat
ordained	trust	0.641	ditahbiskan
legal	trust	0.641	sah
champion	trust	0.641	juara
lawful	trust	0.641	sah
durability	trust	0.641	kekiatan
judiciary	trust	0.641	pengadilan
doctor	trust	0.641	dhokter
loving	trust	0.641	tresna
assure	trust	0.641	njamin
establish	trust	0.641	netepake
mamma	trust	0.641	mbak
kind	trust	0.641	jenis
unity	trust	0.641	kamanunggalan
conscientious	trust	0.641	eling
real	trust	0.641	nyata
coexist	trust	0.641	urip bebarengan
leading	trust	0.641	anjog
teacher	trust	0.641	guru
intimate	trust	0.634	intim
brotherly	trust	0.633	sedulur
physician	trust	0.633	dokter
judicial	trust	0.633	yudisial
saintly	trust	0.633	suci
aspiration	trust	0.633	aspirasi
conscience	trust	0.633	kalbu
therapeutic	trust	0.633	terapeutik
fidelity	trust	0.633	kasetyan
soundness	trust	0.633	kesarasan
important	trust	0.633	penting
homage	trust	0.633	pakurmatan
legitimacy	trust	0.633	legitimasi
fortitude	trust	0.633	keteguhan
deepest	trust	0.633	sesambetan
approved	trust	0.633	disetujoni
courageous	trust	0.633	wani
devotional	trust	0.633	bhakti
endorse	trust	0.633	nyengkuyung
backbone	trust	0.633	balung mburi
authorize	trust	0.633	wewenang
practiced	trust	0.633	dipraktikake
sanctification	trust	0.633	kasucian
hopeful	trust	0.633	ngarep-arep
convincing	trust	0.633	ngyakinake
bless	trust	0.633	mberkahi
angel	trust	0.625	malaikat
authorization	trust	0.625	wewenang
assured	trust	0.625	dijamin
purify	trust	0.625	ngresiki
caretaker	trust	0.625	pengasuh
regard	trust	0.625	gati
profound	trust	0.625	jero
achievement	trust	0.625	prestasi
evident	trust	0.625	bukti
positivity	trust	0.625	positip
communication	trust	0.625	komunikasi
professorship	trust	0.625	profesor
blessing	trust	0.625	berkah
beliefs	trust	0.625	paling jero
encourage	trust	0.625	menehi dorongan
fireman	trust	0.625	wong geni
majestic	trust	0.625	agung
civilized	trust	0.625	beradab
certify	trust	0.625	sertifikat
wonderful	trust	0.625	apik tenan
engaged	trust	0.625	tunangan
accurate	trust	0.625	akurat
approvement	trust	0.617	persetujuan
optimism	trust	0.617	optimisme
planning	trust	0.617	ngrancang
believer	trust	0.617	pitados
advice	trust	0.617	pitutur
commend	trust	0.617	ngalem
gospel	trust	0.617	Injil
objective	trust	0.617	objektif
rational	trust	0.617	rasional
cherish	trust	0.617	ngurmati
constantly	trust	0.617	terus-terusan
haven	trust	0.617	papan panggonan
fundamental	trust	0.617	dhasar
bedrock	trust	0.617	batuan dasar
accord	trust	0.617	kasepakatan
triumphant	trust	0.617	kamenangan
surety	trust	0.617	penjamin
testament	trust	0.617	wasiat
absolution	trust	0.617	pangapunten
truce	trust	0.617	gencatan senjata
reassure	trust	0.617	nentremake ati
appreciation	trust	0.617	apresiasi
qualities	trust	0.617	kuwalitas
passionate	trust	0.617	semangat
good	trust	0.617	apik
unimpeachable	trust	0.617	ora bisa dicekel
corroborate	trust	0.617	mbuktekaken
thoughtful	trust	0.617	pemikir
heroine	trust	0.617	srikandi
teach	trust	0.617	mulang
god	trust	0.617	Pengeran
attentive	trust	0.617	nggatekake
scripture	trust	0.609	kitab suci
civilization	trust	0.609	peradaban
magnificence	trust	0.609	kamulyan
recommend	trust	0.609	nyaranake
progression	trust	0.609	kemajuan
steward	trust	0.609	pramugari
purification	trust	0.609	purifikasi
patron	trust	0.609	patron
praiseworthy	trust	0.609	pinuji
heal	trust	0.609	waras
considerate	trust	0.609	nggatekake
blessings	trust	0.609	berkah
mediator	trust	0.609	mediator
babysitter	trust	0.609	emban
notary	trust	0.609	notaris
awareness	trust	0.609	kesadaran
vetted	trust	0.609	kapercayan
excel	trust	0.609	unggul
happy	trust	0.609	seneng
praise	trust	0.609	ngalem
brilliant	trust	0.609	sarwa
