English Word	Emotion	Emotion-Intensity-Score	Hausa Word
adoration	trust	0.523	ado
countenance	trust	0.523	fuska
honeymoon	trust	0.523	gudun amarci
connoisseur	trust	0.523	masani
notable	trust	0.523	sananne
benedictory	trust	0.523	alheri
celebration	trust	0.523	biki
neighbor	trust	0.523	makwabci
unbroken	trust	0.523	rashin karye
award	trust	0.523	lambar yabo
improvement	trust	0.523	inganta
hug	trust	0.523	runguma
graduation	trust	0.523	kammala karatun digiri
correctness	trust	0.523	daidaito
winning	trust	0.523	nasara
paragon	trust	0.523	paragon
ratify	trust	0.523	tabbatarwa
powerful	trust	0.523	mai iko
elevation	trust	0.523	daukaka
commonwealth	trust	0.523	mulkin mallaka
account	trust	0.523	asusu
unimpeached	trust	0.523	ba a tsige shi ba
taught	trust	0.523	koyar
salutary	trust	0.523	salati
captivate	trust	0.523	burgewa
dictionary	trust	0.523	ƙamus
nobility	trust	0.523	mai martaba
ourselves	trust	0.523	zabi
feeling	trust	0.518	ji
amen	trust	0.516	amin
committee	trust	0.516	kwamitin
reverie	trust	0.516	revere
deserve	trust	0.516	cancanci
fully	trust	0.516	cikakke
compliment	trust	0.516	yabo
obstetrician	trust	0.516	likitan obstetric
enchanted	trust	0.516	sihiri
inform	trust	0.516	sanarwa
association	trust	0.516	ƙungiya
credit	trust	0.516	bashi
passwords	trust	0.516	kanmu
freely	trust	0.516	kyauta
framework	trust	0.516	tsarin aiki
nobleman	trust	0.516	mai martaba
formative	trust	0.516	m
tender	trust	0.516	m
measure	trust	0.516	auna
advent	trust	0.516	zuwan
management	trust	0.516	gudanarwa
confession	trust	0.516	ikirari
remedy	trust	0.516	magani
sentinel	trust	0.516	sentinel
pray	trust	0.516	addu'a
perpetuity	trust	0.516	dawwama
tribunal	trust	0.516	kotu
minded	trust	0.516	mai hankali
organization	trust	0.516	kungiya
predominant	trust	0.516	rinjaye
volunteer	trust	0.509	sa kai
accolade	trust	0.508	yabawa
courtship	trust	0.508	zawarcinsa
patronage	trust	0.508	majiɓinci
philosopher	trust	0.508	masanin falsafa
confessional	trust	0.508	m
diversity	trust	0.508	bambancin
virgin	trust	0.508	budurwa
venerable	trust	0.508	abin girmamawa
policy	trust	0.508	siyasa
intact	trust	0.508	m
custodian	trust	0.508	majiɓinci
automatic	trust	0.508	atomatik
unsurpassed	trust	0.508	maras misaltuwa
shepherd	trust	0.508	makiyayi
reward	trust	0.508	lada
beautification	trust	0.508	ƙawata
medical	trust	0.508	likita
constable	trust	0.508	dan sanda
forgiving	trust	0.508	gafartawa
tolerance	trust	0.508	haƙuri
priest	trust	0.508	firist
enable	trust	0.508	ba da damar
vouch	trust	0.508	bayyana
lieutenant	trust	0.508	laftanar
instruct	trust	0.508	koyarwa
housewife	trust	0.508	uwar gida
admissible	trust	0.508	m
sovereign	trust	0.508	mai mulki
amour	trust	0.508	almubazzaranci
savor	trust	0.508	dadi
darling	trust	0.500	masoyi
related	trust	0.500	masu alaka
infallibility	trust	0.500	rashin kuskure
watchful	trust	0.500	mai tsaro
nerds	trust	0.500	kalmomin shiga
instruction	trust	0.500	umarni
doctrine	trust	0.500	koyaswar
birth	trust	0.500	haihuwa
timing	trust	0.500	lokaci
infinity	trust	0.500	rashin iyaka
religions	trust	0.500	masu taurin kai
warden	trust	0.500	mai gadi
optimist	trust	0.500	mai kyautata zato
apologetic	trust	0.500	uzuri
gateway	trust	0.500	kofar shiga
pontiff	trust	0.500	pontiff
alive	trust	0.500	mai rai
indelible	trust	0.500	maras sharewa
personal	trust	0.500	na sirri
pious	trust	0.500	masu tsoron Allah
majesty	trust	0.500	girman kai
synchronize	trust	0.500	aiki tare
guard	trust	0.500	gadi
retain	trust	0.500	riƙe
romantic	trust	0.500	soyayya
superman	trust	0.500	superman
info	trust	0.500	bayani
backer	trust	0.500	mai goyon baya
undying	trust	0.500	rashin mutuwa
vindication	trust	0.500	tabbatarwa
badge	trust	0.500	lamba
treasure	trust	0.500	dukiya
guru	trust	0.500	guru
church	trust	0.492	coci
formality	trust	0.492	ka'ida
contributor	trust	0.492	mai ba da gudummawa
radiance	trust	0.492	annuri
psalm	trust	0.492	zabura
laudatory	trust	0.492	abin yabo
grandchildren	trust	0.492	jikoki
popularity	trust	0.492	shahararsa
salute	trust	0.492	sallama
hosannah	trust	0.492	hosannah
attraction	trust	0.492	sha'awa
efforts	trust	0.492	hukunci
privy	trust	0.492	na sirri
improve	trust	0.492	inganta
sheriff	trust	0.492	sheriff
chairman	trust	0.492	shugaba
judgement	trust	0.492	karin magana
harbor	trust	0.492	tashar jiragen ruwa
elegance	trust	0.492	ladabi
hardy	trust	0.492	mai wuya
umpire	trust	0.492	umpire
constitute	trust	0.492	kunshi
proverbs	trust	0.492	addinai
jubilant	trust	0.492	murna
aspire	trust	0.492	buri
synonymous	trust	0.492	m
inevitable	trust	0.492	babu makawa
musical	trust	0.492	na kiɗa
spokesman	trust	0.492	kakakin
endow	trust	0.492	kyauta
fellow	trust	0.492	ɗan'uwanmu
grow	trust	0.492	girma
moderator	trust	0.492	mai gudanarwa
enjoy	trust	0.484	ji dadin
found	trust	0.484	samu
armor	trust	0.484	makamai
colonel	trust	0.484	kanar
referee	trust	0.484	alkalin wasa
favorite	trust	0.484	wanda aka fi so
assembly	trust	0.484	taro
romance	trust	0.484	soyayya
confess	trust	0.484	furta
sweet	trust	0.484	zaki
crowning	trust	0.484	rawani
forecast	trust	0.484	hasashen
affection	trust	0.484	soyayya
approbate	trust	0.484	yarda
path	trust	0.484	hanya
concord	trust	0.484	yarjejeniya
police	trust	0.484	'yan sanda
countryman	trust	0.484	dan kasa
income	trust	0.484	kudin shiga
ranger	trust	0.484	majiɓinci
depth	trust	0.484	zurfin
like	trust	0.484	kamar
voucher	trust	0.484	baucan
diagnosis	trust	0.484	ganewar asali
hire	trust	0.484	haya
clean	trust	0.484	mai tsabta
laudation	trust	0.484	yabo
arbiter	trust	0.484	mai sasantawa
purely	trust	0.477	zalla
votive	trust	0.477	zabe
expect	trust	0.477	sa ran
glory	trust	0.477	daukaka
counted	trust	0.477	kokarin
apologize	trust	0.477	hakuri
sterling	trust	0.477	ma'auni
word	trust	0.477	kalma
follow	trust	0.477	bi
sermon	trust	0.477	huduba
consul	trust	0.477	consul
calculator	trust	0.477	kalkuleta
lamb	trust	0.477	dan tunkiya
veracity	trust	0.477	gaskiya
matter	trust	0.477	al'amari
parliament	trust	0.477	majalisa
lover	trust	0.477	masoyi
sacrifice	trust	0.477	sadaukarwa
putative	trust	0.477	sakawa
preponderance	trust	0.477	preponderance
landmark	trust	0.477	alamar ƙasa
nursery	trust	0.477	gandun daji
mathematical	trust	0.477	ilmin lissafi
frank	trust	0.477	gaskiya
signature	trust	0.477	sa hannu
policeman	trust	0.477	dan sanda
episcopal	trust	0.477	episcopal
pastor	trust	0.477	fasto
eagerness	trust	0.469	himma
mighty	trust	0.469	mai girma
recruits	trust	0.469	daukar ma'aikata
tribune	trust	0.469	tarkon
author	trust	0.469	marubuci
effective	trust	0.469	tasiri
intended	trust	0.469	nufi
passion	trust	0.469	sha'awa
religion	trust	0.469	addini
flagship	trust	0.469	flagship
immerse	trust	0.469	nutsewa
capacity	trust	0.469	iya aiki
associate	trust	0.469	aboki
cashier	trust	0.469	mai kudi
regal	trust	0.469	mulki
dove	trust	0.469	kurciya
tutelage	trust	0.469	horarwa
underwrite	trust	0.469	rubuta
uncritical	trust	0.469	m
prefer	trust	0.469	fi son
instructor	trust	0.469	malami
gain	trust	0.469	riba
marshal	trust	0.469	marshal
judgment	trust	0.469	hukunci
judicious	trust	0.469	m
top	trust	0.469	saman
title	trust	0.469	take
vicar	trust	0.469	vicar
bridesmaid	trust	0.469	yar amarya
commission	trust	0.469	hukumar
lifestyle	trust	0.461	salon rayuwa
aunt	trust	0.461	inna
attendant	trust	0.461	mai hidima
enroll	trust	0.461	yin rajista
priesthood	trust	0.461	matsayin firist
trade	trust	0.461	ciniki
crucial	trust	0.461	mahimmanci
moorings	trust	0.461	zanga-zanga
kitten	trust	0.461	kyanwa
medal	trust	0.461	lambar yabo
oblige	trust	0.461	wajibi
manage	trust	0.461	sarrafa
magnetic	trust	0.461	maganadisu
custody	trust	0.461	tsarewa
necessarily	trust	0.461	dole
partake	trust	0.461	ci
cautious	trust	0.461	m
consecration	trust	0.461	tsarkakewa
courier	trust	0.461	masinja
bank	trust	0.461	banki
lesson	trust	0.461	darasi
patriarchal	trust	0.461	magabata
eventually	trust	0.461	ƙidaya
commerce	trust	0.461	kasuwanci
contains	trust	0.461	ƙarshe
theological	trust	0.461	tiyoloji
socially	trust	0.461	ya ƙunshi
admitted	trust	0.461	shigar
fortress	trust	0.461	sansanin soja
cathedral	trust	0.455	babban coci
deputy	trust	0.453	mataimakin
commonplace	trust	0.453	gama gari
puppy	trust	0.453	kwikwiyo
president	trust	0.453	shugaban kasa
finally	trust	0.453	a karshe
governor	trust	0.453	gwamna
synergistic	trust	0.453	synergistic
excited	trust	0.453	m
encomium	trust	0.453	encomium
chart	trust	0.453	jadawali
perceive	trust	0.453	gane
insulation	trust	0.453	rufi
present	trust	0.453	ba
oasis	trust	0.453	oasis
eagle	trust	0.453	gaggafa
exchange	trust	0.453	musanya
foresee	trust	0.453	tsinkaya
strategist	trust	0.453	mai dabara
journeyman	trust	0.453	matafiyi
dawn	trust	0.453	alfijir
laud	trust	0.453	godiya
level	trust	0.453	matakin
chairwoman	trust	0.453	shugabar mata
tradesmen	trust	0.445	zamantakewa
asserting	trust	0.445	tabbatarwa
negotiate	trust	0.445	yi shawarwari
sensual	trust	0.445	na sha'awa
chocolate	trust	0.445	cakulan
crew	trust	0.445	ma'aikata
remains	trust	0.445	ragowar
dictum	trust	0.445	magana
theorem	trust	0.445	ka'idar
sir	trust	0.445	yallabai
employ	trust	0.445	aiki
usual	trust	0.445	saba
operation	trust	0.445	aiki
magnify	trust	0.445	girma
director	trust	0.445	darekta
formula	trust	0.445	dabara
chemist	trust	0.445	masanin sinadarai
enliven	trust	0.445	rayarwa
chancellor	trust	0.445	kansila
orthodoxy	trust	0.445	Orthodox
lodging	trust	0.445	masauki
exaltation	trust	0.445	daukaka
lord	trust	0.445	ubangiji
handbook	trust	0.445	littafin jagora
bridegroom	trust	0.445	angon
matters	trust	0.445	'yan kasuwa
orchestra	trust	0.445	makada
impart	trust	0.445	ba da
statistical	trust	0.445	kididdiga
indemnity	trust	0.445	laifi
governess	trust	0.438	mulki
imagination	trust	0.438	tunani
butler	trust	0.438	butler
conformity	trust	0.438	daidaituwa
digit	trust	0.438	lamba
comptroller	trust	0.438	kwanturola
economy	trust	0.438	tattalin arziki
conveyancing	trust	0.438	isarwa
arbitrator	trust	0.438	mai sasantawa
emphasize	trust	0.438	jaddada
exhaustive	trust	0.438	m
abbot	trust	0.438	abbot
atone	trust	0.438	kafara
cabinet	trust	0.438	majalisar ministoci
merci	trust	0.438	al'amura
tandem	trust	0.438	tandem
elite	trust	0.438	fitattu
inauguration	trust	0.438	bikin rantsar da shi
elect	trust	0.438	zabe
encore	trust	0.438	encore
villager	trust	0.438	dan kauye
oracle	trust	0.438	baka
fate	trust	0.438	kaddara
sun	trust	0.438	rana
pay	trust	0.430	biya
base	trust	0.430	tushe
bridal	trust	0.430	amarya
persuade	trust	0.430	lallashi
lender	trust	0.430	mai ba da bashi
playful	trust	0.430	m
occupant	trust	0.430	mazauni
impressionable	trust	0.430	m
resources	trust	0.430	albarkatun
repay	trust	0.430	biya
toughness	trust	0.430	tauri
rule	trust	0.430	mulki
elucidate	trust	0.430	bayyana
utopian	trust	0.430	utopian
wealth	trust	0.430	dukiya
compact	trust	0.430	m
errand	trust	0.430	aiki
simplify	trust	0.430	sauƙaƙa
neutrality	trust	0.430	tsaka tsaki
count	trust	0.430	ƙidaya
grit	trust	0.430	grit
differential	trust	0.430	bambanci
blanket	trust	0.430	bargo
hail	trust	0.430	ƙanƙara
deacon	trust	0.430	diacon
sentry	trust	0.430	jami'in tsaro
bequest	trust	0.430	wasiyya
disclosed	trust	0.430	bayyana
cop	trust	0.430	dan sanda
circle	trust	0.430	da'irar
grammar	trust	0.430	nahawu
invite	trust	0.430	gayyata
estimable	trust	0.430	m
maintenance	trust	0.422	kiyayewa
supplication	trust	0.422	addu'a
fixed	trust	0.422	gyarawa
accountant	trust	0.422	akawu
sing	trust	0.422	raira waƙa
eulogize	trust	0.422	eulogize
easiest	trust	0.422	rahama
dealings	trust	0.422	hulda
axiom	trust	0.422	axiom
enablement	trust	0.422	damar
diary	trust	0.422	diary
trading	trust	0.422	ciniki
perennial	trust	0.422	perennial
primer	trust	0.422	fidda kai
truss	trust	0.422	tsutsa
travel	trust	0.422	tafiya
apprentice	trust	0.422	almajiri
hymn	trust	0.422	yabo
theocratic	trust	0.422	tsarin mulkin Allah
forum	trust	0.422	dandalin tattaunawa
continue	trust	0.422	ci gaba
supremacy	trust	0.422	fifiko
wonderstruck	trust	0.422	mlk
probity	trust	0.422	yiwuwa
parish	trust	0.422	Ikklesiya
treat	trust	0.422	bi da
respite	trust	0.422	jinkiri
dominion	trust	0.422	mulki
antiseptic	trust	0.422	maganin antiseptik
assignee	trust	0.422	wakilin
reconsideration	trust	0.422	sake tunani
intend	trust	0.422	nufi
shopkeeper	trust	0.422	mai shago
commodore	trust	0.414	commodore
fellas	trust	0.414	'yan madigo
routine	trust	0.414	na yau da kullun
cash	trust	0.414	tsabar kudi
labor	trust	0.414	aiki
offering	trust	0.414	hadaya
specialize	trust	0.414	kware
gazette	trust	0.414	jarida
choir	trust	0.414	ƙungiyar mawaƙa
cogent	trust	0.414	sani
deference	trust	0.414	girmamawa
serve	trust	0.414	bauta
leap	trust	0.414	tsalle
preservative	trust	0.414	abin kiyayewa
akin	trust	0.414	akin
amortization	trust	0.414	amortization
consort	trust	0.414	abokin tarayya
salary	trust	0.414	albashi
incline	trust	0.414	karkata
synod	trust	0.414	synod
gate	trust	0.414	kofa
conglomerate	trust	0.414	conglomerate
kudos	trust	0.414	godiya
reporter	trust	0.414	mai rahoto
trainer	trust	0.414	mai horo
athlete	trust	0.414	dan wasa
privilege	trust	0.414	gata
rapt	trust	0.414	fyaɗe
transaction	trust	0.414	ciniki
radar	trust	0.406	radar
judged	trust	0.406	hukunci
legislator	trust	0.406	dan majalisa
dermatologist	trust	0.406	likitan fata
executor	trust	0.406	zartarwa
system	trust	0.406	tsarin
budget	trust	0.406	kasafin kudin
trophy	trust	0.406	ganima
tree	trust	0.406	itace
leisure	trust	0.406	nishadi
fitting	trust	0.406	dacewa
glorify	trust	0.406	daukaka
sanction	trust	0.406	takunkumi
reimbursement	trust	0.406	biya
extol	trust	0.406	daukaka
patrol	trust	0.406	sintiri
nation	trust	0.406	al'umma
linguist	trust	0.406	masanin harshe
luxury	trust	0.406	alatu
abacus	trust	0.406	abacus
gentry	trust	0.398	gwargwado
intense	trust	0.398	mai tsanani
neutral	trust	0.398	tsaka tsaki
clearance	trust	0.398	sharewa
paths	trust	0.398	jeremiah
iron	trust	0.398	baƙin ƙarfe
ground	trust	0.398	ƙasa
deluxe	trust	0.398	madalla
clan	trust	0.398	dangi
climax	trust	0.398	koli
electorate	trust	0.398	masu zabe
merchandise	trust	0.398	kayayyaki
favs	trust	0.398	mafi sauki
eulogy	trust	0.398	godiya
yearning	trust	0.398	buri
explain	trust	0.398	bayyana
journalism	trust	0.398	aikin jarida
nest	trust	0.398	gida
parietal	trust	0.398	parietal
fain	trust	0.398	fadi
pursue	trust	0.398	bi
popular	trust	0.398	mashahuri
barter	trust	0.398	bartar
glow	trust	0.398	haske
depository	trust	0.398	ajiya
quaint	trust	0.398	kwarjini
follower	trust	0.391	mabiyi
surrogate	trust	0.391	magaji
grin	trust	0.391	murmushi
accounts	trust	0.391	asusun
chandler	trust	0.391	chandler
star	trust	0.391	tauraro
regardless	trust	0.391	abin mamaki
deal	trust	0.391	yarjejeniya
armory	trust	0.391	kayan yaki
messenger	trust	0.391	manzo
recline	trust	0.391	kwanta
escort	trust	0.391	rakiya
stages	trust	0.391	abokai
translation	trust	0.391	fassarar
eulogistic	trust	0.391	eulogistic
intercession	trust	0.391	cẽto
usher	trust	0.391	usher
downright	trust	0.391	kai tsaye
horse	trust	0.391	doki
paean	trust	0.391	kowa
homie	trust	0.391	relancer
baggage	trust	0.391	kaya
cube	trust	0.391	cube
label	trust	0.383	lakabi
plaudit	trust	0.383	zato
lean	trust	0.383	jingina
culinary	trust	0.383	dafuwa
larger	trust	0.383	ya fi girma
bartender	trust	0.383	mashaya
crisp	trust	0.383	kintsattse
faculty	trust	0.383	baiwa
gage	trust	0.383	gaba
curfew	trust	0.383	dokar hana fita
fortune	trust	0.383	arziki
bounty	trust	0.383	kyauta
leaning	trust	0.383	jingina
reparation	trust	0.383	gyara
encomiastic	trust	0.383	encomiastic
series	trust	0.383	jerin
edited	trust	0.383	hanyoyi
possess	trust	0.383	mallaka
someday	trust	0.383	favs
clapping	trust	0.375	tafawa
cover	trust	0.375	rufe
sex	trust	0.375	jima'i
adjust	trust	0.375	daidaita
bouquet	trust	0.375	bouquet
picnic	trust	0.375	fikinik
personalities	trust	0.375	matakai
assessor	trust	0.375	tantancewa
differences	trust	0.375	bambance-bambance
general	trust	0.375	na gaba ɗaya
confederate	trust	0.375	tarayya
desires	trust	0.375	komai
cosmopolitan	trust	0.367	cosmopolitan
manual	trust	0.367	manual
dogma	trust	0.367	akida
marine	trust	0.367	marine
pretty	trust	0.367	kyakkyawa
nestle	trust	0.367	gida
garrison	trust	0.367	garrison
throne	trust	0.367	kursiyin
superstar	trust	0.367	babban tauraro
senate	trust	0.367	majalisar dattawa
dolphin	trust	0.367	dabbar dolphin
bursary	trust	0.367	bursary
disclaim	trust	0.367	rashin yarda
knickers	trust	0.367	knickers
collateral	trust	0.367	jingina
marrow	trust	0.367	bargo
bargain	trust	0.367	ciniki
magnet	trust	0.367	maganadisu
swell	trust	0.367	kumburi
bailiff	trust	0.367	ma'aikacin kotu
periodicity	trust	0.367	lokaci-lokaci
microscope	trust	0.367	microscope
money	trust	0.359	kudi
green	trust	0.359	kore
lettered	trust	0.359	rubuta
fender	trust	0.359	shinge
promo	trust	0.359	promo
dance	trust	0.359	rawa
phalanx	trust	0.359	phalanx
privileged	trust	0.359	mai gata
mortgagee	trust	0.359	jinginar gida
boomerang	trust	0.359	boomerang
eulogium	trust	0.359	eulogium
roadster	trust	0.359	direban hanya
calls	trust	0.359	kira
circumstances	trust	0.359	yanayi
footing	trust	0.359	kafa
stark	trust	0.359	kakkautawa
vulnerable	trust	0.359	m
fade	trust	0.359	fade
aga	trust	0.359	aga
maxim	trust	0.359	maxim
suggest	trust	0.352	ba da shawara
banker	trust	0.352	ma'aikacin banki
crescendo	trust	0.352	crescendo
administrative	trust	0.352	gudanarwa
laser	trust	0.352	Laser
show	trust	0.352	nuna
rave	trust	0.352	zagi
fuse	trust	0.352	fuse
poll	trust	0.352	zabe
tactics	trust	0.352	dabara
seals	trust	0.352	hatimi
font	trust	0.352	font
attorney	trust	0.352	lauya
axiomatic	trust	0.352	axiomatic
holder	trust	0.344	mariƙin
purr	trust	0.344	purr
proviso	trust	0.344	tanadi
playground	trust	0.344	filin wasa
servant	trust	0.344	bawa
dame	trust	0.344	dame
lace	trust	0.344	yadin da aka saka
weigh	trust	0.344	auna
dealt	trust	0.344	collins
petit	trust	0.344	mutumi
entertainment	trust	0.344	nishadi
bounce	trust	0.344	billa
shoutout	trust	0.344	gyara
clap	trust	0.344	tafawa
endless	trust	0.344	mara iyaka
opera	trust	0.336	wasan opera
estimation	trust	0.336	kimantawa
lens	trust	0.336	ruwan tabarau
hairchalk	trust	0.336	wata rana
legislature	trust	0.336	majalisa
shoulder	trust	0.336	kafada
cement	trust	0.336	siminti
food	trust	0.336	abinci
repute	trust	0.336	daraja
carol	trust	0.336	carol
county	trust	0.336	gunduma
canons	trust	0.328	canons
gauging	trust	0.328	kimantawa
execution	trust	0.328	kisa
swear	trust	0.328	rantsuwa
wear	trust	0.328	sawa
theory	trust	0.328	ka'idar
struggles	trust	0.328	sha'awa
youll	trust	0.328	berminat
corporation	trust	0.328	kamfani
zeal	trust	0.328	himma
unofficial	trust	0.320	na hukuma
disposed	trust	0.320	zubar
heyday	trust	0.320	sannu
interior	trust	0.320	ciki
proxy	trust	0.320	wakili
fill	trust	0.320	cika
rod	trust	0.320	sanda
aksesoris	trust	0.320	jual
cap	trust	0.320	hula
clerical	trust	0.320	malamin addini
sib	trust	0.320	sib
pavement	trust	0.320	pavement
girder	trust	0.320	girar
darkest	trust	0.320	bristol
handgel	trust	0.320	mutane
prophylactic	trust	0.312	prophylactic
pill	trust	0.312	kwaya
spaniel	trust	0.312	spaniel
veal	trust	0.312	maraƙi
gubernatorial	trust	0.312	gwamna
bruh	trust	0.312	aljihu
spa	trust	0.312	spa
smith	trust	0.312	smith
imperfections	trust	0.312	monde
reseller	trust	0.312	aneka
hermit	trust	0.305	uwar garke
exception	trust	0.305	banda
actress	trust	0.305	'yar wasan kwaikwayo
secret	trust	0.305	asiri
warn	trust	0.305	gargadi
presumption	trust	0.305	zato
sundial	trust	0.305	sundial
thermometer	trust	0.305	ma'aunin zafi da sanyio
