English Word	Emotion	Emotion-Intensity-Score	Croatian Word
obliging	trust	0.539	uslužan
obvious	trust	0.539	očito
forefathers	trust	0.539	preci
eager	trust	0.539	željan
inoculation	trust	0.539	inokulacija
admitting	trust	0.539	priznajući
memorable	trust	0.539	nezaboravan
hospital	trust	0.531	bolnica
rescue	trust	0.531	spasiti
deed	trust	0.531	djelo
princely	trust	0.531	kneževski
retirement	trust	0.531	odlazak u mirovinu
cradle	trust	0.531	kolijevka
immunization	trust	0.531	imunizacija
bloom	trust	0.531	cvjetati
candid	trust	0.531	iskren
evergreen	trust	0.531	zimzelen
ballot	trust	0.531	glasački listić
accompaniment	trust	0.531	pratnja
verily	trust	0.531	uistinu
inseparable	trust	0.531	nerazdvojni
analyst	trust	0.531	analitičar
strive	trust	0.531	težiti
dependent	trust	0.531	ovisan
heavens	trust	0.531	nebo
answerable	trust	0.531	odgovoran
school	trust	0.531	škola
terms	trust	0.531	Pojmovi
center	trust	0.531	centar
firstborn	trust	0.531	prvorođenac
transcript	trust	0.531	prijepis
fraternal	trust	0.531	bratski
omniscient	trust	0.531	sveznajući
seal	trust	0.531	pečat
edification	trust	0.531	poučavanje
doubtless	trust	0.531	nesumnjivo
deliverance	trust	0.531	oslobođenje
sponsor	trust	0.531	sponzor
expedient	trust	0.531	sredstvo
bride	trust	0.531	nevjesta
refuge	trust	0.531	Sklonište
approbation	trust	0.527	odobravanje
chaplain	trust	0.523	kapelan
laureate	trust	0.523	laureat
liberate	trust	0.523	osloboditi
coronation	trust	0.523	krunidba
adoration	trust	0.523	klanjanje
countenance	trust	0.523	lice
honeymoon	trust	0.523	medeni mjesec
connoisseur	trust	0.523	znalac
notable	trust	0.523	primjetan
benedictory	trust	0.523	blagosloven
celebration	trust	0.523	Proslava
neighbor	trust	0.523	susjed
unbroken	trust	0.523	neprekinut
award	trust	0.523	dodijeliti
improvement	trust	0.523	poboljšanje
hug	trust	0.523	zagrliti
graduation	trust	0.523	matura
correctness	trust	0.523	ispravnost
winning	trust	0.523	osvajanjem
paragon	trust	0.523	uzor
ratify	trust	0.523	ratificirati
powerful	trust	0.523	snažan
elevation	trust	0.523	uzvisina
commonwealth	trust	0.523	zajedništvo
account	trust	0.523	račun
unimpeached	trust	0.523	neosporen
taught	trust	0.523	podučavao
salutary	trust	0.523	spasonosan
captivate	trust	0.523	zarobiti
dictionary	trust	0.523	rječnik
nobility	trust	0.523	plemstvo
ourselves	trust	0.523	izbora
feeling	trust	0.518	osjećaj
amen	trust	0.516	Amen
committee	trust	0.516	odbor
reverie	trust	0.516	sanjarenje
deserve	trust	0.516	zaslužiti
fully	trust	0.516	potpuno
compliment	trust	0.516	kompliment
obstetrician	trust	0.516	opstetričar
enchanted	trust	0.516	očaran
inform	trust	0.516	obavijestiti
association	trust	0.516	udruga
credit	trust	0.516	Kreditna
passwords	trust	0.516	sebe
freely	trust	0.516	slobodno
framework	trust	0.516	okvir
nobleman	trust	0.516	plemić
formative	trust	0.516	formativni
tender	trust	0.516	ponuda
measure	trust	0.516	mjera
advent	trust	0.516	dolazak
management	trust	0.516	upravljanje
confession	trust	0.516	ispovijed
remedy	trust	0.516	lijek
sentinel	trust	0.516	stražar
pray	trust	0.516	moliti
perpetuity	trust	0.516	vječnost
tribunal	trust	0.516	sud
minded	trust	0.516	nastrojen
organization	trust	0.516	organizacija
predominant	trust	0.516	prevladavajući
volunteer	trust	0.509	dobrovoljac
accolade	trust	0.508	priznanje
courtship	trust	0.508	udvaranje
patronage	trust	0.508	pokroviteljstvo
philosopher	trust	0.508	filozof
confessional	trust	0.508	ispovjedaonica
diversity	trust	0.508	raznolikosti
virgin	trust	0.508	Djevica
venerable	trust	0.508	časni
policy	trust	0.508	politika
intact	trust	0.508	netaknuta
custodian	trust	0.508	skrbnik
automatic	trust	0.508	automatski
unsurpassed	trust	0.508	nenadmašan
shepherd	trust	0.508	pastir
reward	trust	0.508	nagrada
beautification	trust	0.508	uljepšavanje
medical	trust	0.508	medicinski
constable	trust	0.508	pozornik
forgiving	trust	0.508	praštajući
tolerance	trust	0.508	tolerancija
priest	trust	0.508	svećenik
enable	trust	0.508	omogućiti
vouch	trust	0.508	jamčiti
lieutenant	trust	0.508	poručnik
instruct	trust	0.508	poučiti
housewife	trust	0.508	domaćica
admissible	trust	0.508	dopušteno
sovereign	trust	0.508	suveren
amour	trust	0.508	ljubav
savor	trust	0.508	uživati
darling	trust	0.500	dragi
related	trust	0.500	srodni
infallibility	trust	0.500	nepogrešivost
watchful	trust	0.500	budan
nerds	trust	0.500	lozinke
instruction	trust	0.500	uputa
doctrine	trust	0.500	doktrina
birth	trust	0.500	rođenje
timing	trust	0.500	vrijeme
infinity	trust	0.500	beskonačnost
religions	trust	0.500	štreberi
warden	trust	0.500	upraviteljica
optimist	trust	0.500	optimista
apologetic	trust	0.500	apologetski
gateway	trust	0.500	pristupnik
pontiff	trust	0.500	pontifeks
alive	trust	0.500	živ
indelible	trust	0.500	neizbrisiv
personal	trust	0.500	osobni
pious	trust	0.500	pobožan
majesty	trust	0.500	veličanstvo
synchronize	trust	0.500	sinkronizirati
guard	trust	0.500	straža
retain	trust	0.500	zadržati
romantic	trust	0.500	romantičan
superman	trust	0.500	nadčovjek
info	trust	0.500	info
backer	trust	0.500	podupiratelj
undying	trust	0.500	besmrtan
vindication	trust	0.500	opravdanje
badge	trust	0.500	Bedž
treasure	trust	0.500	blago
guru	trust	0.500	guru
church	trust	0.492	crkva
formality	trust	0.492	formalnost
contributor	trust	0.492	suradnik
radiance	trust	0.492	sjaj
psalm	trust	0.492	psalam
laudatory	trust	0.492	pohvalno
grandchildren	trust	0.492	unuci
popularity	trust	0.492	popularnost
salute	trust	0.492	pozdrav
hosannah	trust	0.492	hosana
attraction	trust	0.492	privlačnost
efforts	trust	0.492	osuda
privy	trust	0.492	tajanstvenik
improve	trust	0.492	poboljšati
sheriff	trust	0.492	šerif
chairman	trust	0.492	predsjednik
judgement	trust	0.492	poslovice
harbor	trust	0.492	luka
elegance	trust	0.492	elegancija
hardy	trust	0.492	izdržljiv
umpire	trust	0.492	sudac
constitute	trust	0.492	konstituirati
proverbs	trust	0.492	religije
jubilant	trust	0.492	likujući
aspire	trust	0.492	težiti
synonymous	trust	0.492	sinonim
inevitable	trust	0.492	neizbježan
musical	trust	0.492	glazbeni
spokesman	trust	0.492	glasnogovornik
endow	trust	0.492	obdariti
fellow	trust	0.492	kolega
grow	trust	0.492	rasti
moderator	trust	0.492	moderator
enjoy	trust	0.484	uživati
found	trust	0.484	pronađeno
armor	trust	0.484	oklop
colonel	trust	0.484	pukovnik
referee	trust	0.484	sudac
favorite	trust	0.484	omiljeni
assembly	trust	0.484	skupština
romance	trust	0.484	romantika
confess	trust	0.484	priznati
sweet	trust	0.484	slatko
crowning	trust	0.484	krunidba
forecast	trust	0.484	prognoza
affection	trust	0.484	ljubav
approbate	trust	0.484	prikladan
path	trust	0.484	staza
concord	trust	0.484	suglasnost
police	trust	0.484	policija
countryman	trust	0.484	zemljak
income	trust	0.484	prihod
ranger	trust	0.484	rendžer
depth	trust	0.484	dubina
like	trust	0.484	Kao
voucher	trust	0.484	vaučer
diagnosis	trust	0.484	dijagnoza
hire	trust	0.484	najam
clean	trust	0.484	čist
laudation	trust	0.484	pohvala
arbiter	trust	0.484	arbitar
purely	trust	0.477	čisto
votive	trust	0.477	zavjetni
expect	trust	0.477	očekivati
glory	trust	0.477	slava
counted	trust	0.477	nastojanja
apologize	trust	0.477	ispričavati
sterling	trust	0.477	sterling
word	trust	0.477	riječ
follow	trust	0.477	slijediti
sermon	trust	0.477	propovijed
consul	trust	0.477	konzul
calculator	trust	0.477	kalkulator
lamb	trust	0.477	janjetina
veracity	trust	0.477	istinitost
matter	trust	0.477	materija
parliament	trust	0.477	parlament
lover	trust	0.477	ljubavnik
sacrifice	trust	0.477	žrtva
putative	trust	0.477	navodni
preponderance	trust	0.477	prevaga
landmark	trust	0.477	orijentir
nursery	trust	0.477	rasadnik
mathematical	trust	0.477	matematički
frank	trust	0.477	Frank
signature	trust	0.477	potpis
policeman	trust	0.477	policajac
episcopal	trust	0.477	biskupski
pastor	trust	0.477	pastor
eagerness	trust	0.469	revnost
mighty	trust	0.469	moćan
recruits	trust	0.469	regruti
tribune	trust	0.469	tribina
author	trust	0.469	Autor
effective	trust	0.469	djelotvoran
intended	trust	0.469	namijenjeni
passion	trust	0.469	strast
religion	trust	0.469	religija
flagship	trust	0.469	admiralski brod
immerse	trust	0.469	zaroniti
capacity	trust	0.469	kapacitet
associate	trust	0.469	suradnik
cashier	trust	0.469	blagajnik
regal	trust	0.469	kraljevski
dove	trust	0.469	golubica
tutelage	trust	0.469	tutorstvo
underwrite	trust	0.469	potpisati
uncritical	trust	0.469	nekritički
prefer	trust	0.469	radije
instructor	trust	0.469	instruktor
gain	trust	0.469	dobiti
marshal	trust	0.469	maršal
judgment	trust	0.469	osuda
judicious	trust	0.469	razborit
top	trust	0.469	vrh
title	trust	0.469	titula
vicar	trust	0.469	vikar
bridesmaid	trust	0.469	djeveruša
commission	trust	0.469	provizija
lifestyle	trust	0.461	način života
aunt	trust	0.461	tetka
attendant	trust	0.461	čuvar
enroll	trust	0.461	upisati
priesthood	trust	0.461	svećenstvo
trade	trust	0.461	trgovina
crucial	trust	0.461	presudno
moorings	trust	0.461	privezišta
kitten	trust	0.461	mače
medal	trust	0.461	medalja
oblige	trust	0.461	obvezati
manage	trust	0.461	upravljati
magnetic	trust	0.461	magnetski
custody	trust	0.461	skrbništvo
necessarily	trust	0.461	nužno
partake	trust	0.461	sudjelovati
cautious	trust	0.461	oprezan
consecration	trust	0.461	posvećenje
courier	trust	0.461	kurir
bank	trust	0.461	banka
lesson	trust	0.461	lekcija
patriarchal	trust	0.461	patrijarhalni
eventually	trust	0.461	prebrojano
commerce	trust	0.461	trgovina
contains	trust	0.461	eventualno
theological	trust	0.461	teološki
socially	trust	0.461	sadrži
admitted	trust	0.461	priznao
fortress	trust	0.461	tvrđava
cathedral	trust	0.455	katedrala
deputy	trust	0.453	zamjenik
commonplace	trust	0.453	uobičajena
puppy	trust	0.453	štene
president	trust	0.453	predsjednik
finally	trust	0.453	konačno
governor	trust	0.453	guverner
synergistic	trust	0.453	sinergijski
excited	trust	0.453	uzbuđen
encomium	trust	0.453	ekomij
chart	trust	0.453	grafikon
perceive	trust	0.453	percipirati
insulation	trust	0.453	izolacija
present	trust	0.453	predstaviti
oasis	trust	0.453	oaza
eagle	trust	0.453	orao
exchange	trust	0.453	razmjena
foresee	trust	0.453	predvidjeti
strategist	trust	0.453	strateg
journeyman	trust	0.453	kalfa
dawn	trust	0.453	zora
laud	trust	0.453	hvaliti
level	trust	0.453	razini
chairwoman	trust	0.453	predsjedavajuća
tradesmen	trust	0.445	društveno
asserting	trust	0.445	ustvrdivši
negotiate	trust	0.445	pregovarati
sensual	trust	0.445	senzualan
chocolate	trust	0.445	čokolada
crew	trust	0.445	posada
remains	trust	0.445	ostaci
dictum	trust	0.445	izreka
theorem	trust	0.445	teorema
sir	trust	0.445	gospodine
employ	trust	0.445	zaposliti
usual	trust	0.445	uobičajeno
operation	trust	0.445	operacija
magnify	trust	0.445	uveličati
director	trust	0.445	direktor
formula	trust	0.445	formula
chemist	trust	0.445	kemičar
enliven	trust	0.445	oživjeti
chancellor	trust	0.445	kancelar
orthodoxy	trust	0.445	pravoslavlje
lodging	trust	0.445	smještaj
exaltation	trust	0.445	uzvišenost
lord	trust	0.445	gospodar
handbook	trust	0.445	priručnik
bridegroom	trust	0.445	mladoženja
matters	trust	0.445	trgovci
orchestra	trust	0.445	orkestar
impart	trust	0.445	dodijeliti
statistical	trust	0.445	statistički
indemnity	trust	0.445	odšteta
governess	trust	0.438	guvernanta
imagination	trust	0.438	mašta
butler	trust	0.438	batler
conformity	trust	0.438	usklađenost
digit	trust	0.438	broj
comptroller	trust	0.438	kontrolor
economy	trust	0.438	Ekonomija
conveyancing	trust	0.438	prijenos
arbitrator	trust	0.438	arbitar
emphasize	trust	0.438	naglasiti
exhaustive	trust	0.438	iscrpan
abbot	trust	0.438	opat
atone	trust	0.438	iskupiti se
cabinet	trust	0.438	kabinet
merci	trust	0.438	pitanjima
tandem	trust	0.438	tandem
elite	trust	0.438	elita
inauguration	trust	0.438	inauguracija
elect	trust	0.438	izabrati
encore	trust	0.438	bis
villager	trust	0.438	seljak
oracle	trust	0.438	proročište
fate	trust	0.438	sudbina
sun	trust	0.438	Sunce
pay	trust	0.430	platiti
base	trust	0.430	baza
bridal	trust	0.430	svadbeni
persuade	trust	0.430	uvjeriti
lender	trust	0.430	zajmodavac
playful	trust	0.430	razigran
occupant	trust	0.430	okupator
impressionable	trust	0.430	dojmljiv
resources	trust	0.430	resursi
repay	trust	0.430	otplaćivati
toughness	trust	0.430	žilavost
rule	trust	0.430	Pravilo
elucidate	trust	0.430	razjasniti
utopian	trust	0.430	utopijski
wealth	trust	0.430	bogatstvo
compact	trust	0.430	kompaktni
errand	trust	0.430	zadatak
simplify	trust	0.430	pojednostaviti
neutrality	trust	0.430	neutralnost
count	trust	0.430	računati
grit	trust	0.430	borbenost
differential	trust	0.430	diferencijal
blanket	trust	0.430	pokrivač
hail	trust	0.430	tuča
deacon	trust	0.430	đakon
sentry	trust	0.430	stražar
bequest	trust	0.430	ostavina
disclosed	trust	0.430	razotkriveno
cop	trust	0.430	policajac
circle	trust	0.430	krug
grammar	trust	0.430	gramatika
invite	trust	0.430	pozvati
estimable	trust	0.430	procjenljiv
maintenance	trust	0.422	održavanje
supplication	trust	0.422	moljenje
fixed	trust	0.422	fiksni
accountant	trust	0.422	računovođa
sing	trust	0.422	pjevati
eulogize	trust	0.422	hvaliti
easiest	trust	0.422	milost
dealings	trust	0.422	poslovima
axiom	trust	0.422	aksiom
enablement	trust	0.422	osposobljavanje
diary	trust	0.422	dnevnik
trading	trust	0.422	trgovanje
perennial	trust	0.422	trajnica
primer	trust	0.422	početnica
truss	trust	0.422	krovište
travel	trust	0.422	putovati
apprentice	trust	0.422	učenik
hymn	trust	0.422	hvalospjev
theocratic	trust	0.422	teokratski
forum	trust	0.422	forum
continue	trust	0.422	nastaviti
supremacy	trust	0.422	nadmoći
wonderstruck	trust	0.422	mlk
probity	trust	0.422	poštenje
parish	trust	0.422	župa
treat	trust	0.422	liječiti
respite	trust	0.422	predah
dominion	trust	0.422	vlast
antiseptic	trust	0.422	antiseptički
assignee	trust	0.422	opunomoćenik
reconsideration	trust	0.422	ponovno razmatranje
intend	trust	0.422	namjeravati
shopkeeper	trust	0.422	trgovac
commodore	trust	0.414	komodor
fellas	trust	0.414	lezbijke
routine	trust	0.414	rutinski
cash	trust	0.414	unovčiti
labor	trust	0.414	rad
offering	trust	0.414	ponuda
specialize	trust	0.414	specijalizirati se
gazette	trust	0.414	glasilo
choir	trust	0.414	zbor
cogent	trust	0.414	uvjerljiv
deference	trust	0.414	poštovanje
serve	trust	0.414	poslužiti
leap	trust	0.414	skok
preservative	trust	0.414	konzervans
akin	trust	0.414	sličan
amortization	trust	0.414	amortizacija
consort	trust	0.414	supruga
salary	trust	0.414	plaća
incline	trust	0.414	nagib
synod	trust	0.414	sinoda
gate	trust	0.414	kapija
conglomerate	trust	0.414	konglomerat
kudos	trust	0.414	čast
reporter	trust	0.414	reporter
trainer	trust	0.414	trener
athlete	trust	0.414	sportaš
privilege	trust	0.414	privilegija
rapt	trust	0.414	ushićen
transaction	trust	0.414	transakcija
radar	trust	0.406	radar
judged	trust	0.406	presuđeno
legislator	trust	0.406	zakonodavac
dermatologist	trust	0.406	dermatolog
executor	trust	0.406	izvršitelj
system	trust	0.406	sustav
budget	trust	0.406	proračun
trophy	trust	0.406	trofej
tree	trust	0.406	drvo
leisure	trust	0.406	slobodno vrijeme
fitting	trust	0.406	pristajanje
glorify	trust	0.406	slaviti
sanction	trust	0.406	sankcija
reimbursement	trust	0.406	naknada troškova
extol	trust	0.406	veličati
patrol	trust	0.406	ophodnja
nation	trust	0.406	narod
linguist	trust	0.406	lingvista
luxury	trust	0.406	luksuzno
abacus	trust	0.406	abakus
gentry	trust	0.398	plemstvo
intense	trust	0.398	intenzivno
neutral	trust	0.398	neutralan
clearance	trust	0.398	klirens
paths	trust	0.398	Jeremija
iron	trust	0.398	željezo
ground	trust	0.398	tlo
deluxe	trust	0.398	deluxe
clan	trust	0.398	klan
climax	trust	0.398	vrhunac
electorate	trust	0.398	biračko tijelo
merchandise	trust	0.398	trgovačka roba
favs	trust	0.398	najlakše
eulogy	trust	0.398	pohvala
yearning	trust	0.398	čežnja
explain	trust	0.398	objasniti
journalism	trust	0.398	novinarstvo
nest	trust	0.398	gnijezdo
parietal	trust	0.398	parijetalni
fain	trust	0.398	prinuđen
pursue	trust	0.398	progoniti
popular	trust	0.398	popularan
barter	trust	0.398	razmjena
glow	trust	0.398	sjaj
depository	trust	0.398	depozitar
quaint	trust	0.398	čudan
follower	trust	0.391	sljedbenik
surrogate	trust	0.391	surogat
grin	trust	0.391	osmijeh
accounts	trust	0.391	računi
chandler	trust	0.391	chandler
star	trust	0.391	zvijezda
regardless	trust	0.391	zadivljen
deal	trust	0.391	Dogovor
armory	trust	0.391	oružarnica
messenger	trust	0.391	glasnik
recline	trust	0.391	nasloniti se
escort	trust	0.391	pratnja
stages	trust	0.391	momci
translation	trust	0.391	prijevod
eulogistic	trust	0.391	hvaljen
intercession	trust	0.391	posredovanje
usher	trust	0.391	poslužitelj
downright	trust	0.391	stvarno
horse	trust	0.391	konj
paean	trust	0.391	hvalospjev
homie	trust	0.391	relancer
baggage	trust	0.391	prtljaga
cube	trust	0.391	kocka
label	trust	0.383	označiti
plaudit	trust	0.383	pohvala
lean	trust	0.383	nagnuti se
culinary	trust	0.383	kulinarski
larger	trust	0.383	veći
bartender	trust	0.383	barmen
crisp	trust	0.383	hrskav
faculty	trust	0.383	fakultet
gage	trust	0.383	mjerač
curfew	trust	0.383	policijski sat
fortune	trust	0.383	bogatstvo
bounty	trust	0.383	nagrada
leaning	trust	0.383	naginjući se
reparation	trust	0.383	reparacija
encomiastic	trust	0.383	pohvalni
series	trust	0.383	niz
edited	trust	0.383	staze
possess	trust	0.383	posjedovati
someday	trust	0.383	omiljeno
clapping	trust	0.375	pljeskanje
cover	trust	0.375	pokriti
sex	trust	0.375	seks
adjust	trust	0.375	prilagoditi se
bouquet	trust	0.375	buket
picnic	trust	0.375	piknik
personalities	trust	0.375	faze
assessor	trust	0.375	procjenitelj
differences	trust	0.375	Razlike
general	trust	0.375	Općenito
confederate	trust	0.375	saveznik
desires	trust	0.375	bez obzira na to
cosmopolitan	trust	0.367	kozmopolitski
manual	trust	0.367	priručnik
dogma	trust	0.367	dogma
marine	trust	0.367	morski
pretty	trust	0.367	prilično
nestle	trust	0.367	ugnijezditi se
garrison	trust	0.367	garnizon
throne	trust	0.367	prijestolje
superstar	trust	0.367	super zvijezda
senate	trust	0.367	senat
dolphin	trust	0.367	dupin
bursary	trust	0.367	stipendija
disclaim	trust	0.367	odricati se
knickers	trust	0.367	gaćice
collateral	trust	0.367	zalogom
marrow	trust	0.367	srž
bargain	trust	0.367	cjenkati se
magnet	trust	0.367	magnet
swell	trust	0.367	nabreknuti
bailiff	trust	0.367	sudski izvršitelj
periodicity	trust	0.367	periodičnost
microscope	trust	0.367	mikroskop
money	trust	0.359	novac
green	trust	0.359	zelena
lettered	trust	0.359	ispisan slovima
fender	trust	0.359	bokobran
