English Word	Emotion	Emotion-Intensity-Score	Norwegian Word
engaging	trust	0.547	engasjerende
readiness	trust	0.547	beredskap
registry	trust	0.547	register
statement	trust	0.547	uttalelse
liberty	trust	0.547	frihet
forgive	trust	0.547	tilgi
ancestral	trust	0.547	forfedres
impenetrable	trust	0.547	ugjennomtrengelig
choices	trust	0.539	løfter
psalms	trust	0.539	salmer
majority	trust	0.539	flertall
antidote	trust	0.539	motgift
tantamount	trust	0.539	ensbetydende
perfect	trust	0.539	perfekt
regularity	trust	0.539	regelmessighet
chronicle	trust	0.539	kronikk
ensemble	trust	0.539	ensemble
applause	trust	0.539	bifall
obedience	trust	0.539	lydighet
aspiring	trust	0.539	aspirerende
watchman	trust	0.539	vaktmann
inimitable	trust	0.539	uforlignelig
chastity	trust	0.539	kyskhet
architecture	trust	0.539	arkitektur
stamina	trust	0.539	utholdenhet
delightful	trust	0.539	deilig
exalted	trust	0.539	opphøyd
relevant	trust	0.539	relevant
reinforcements	trust	0.539	forsterkninger
proctor	trust	0.539	proktor
immovable	trust	0.539	ubevegelig
instructions	trust	0.539	bruksanvisning
define	trust	0.539	definere
uncensured	trust	0.539	usensurert
institute	trust	0.539	institutt
responsive	trust	0.539	mottakelig
recovery	trust	0.539	gjenoppretting
obliging	trust	0.539	forpliktende
obvious	trust	0.539	åpenbart
forefathers	trust	0.539	forfedre
eager	trust	0.539	ivrig
inoculation	trust	0.539	inokulering
admitting	trust	0.539	innrømmer
memorable	trust	0.539	minneverdig
hospital	trust	0.531	sykehus
rescue	trust	0.531	redde
deed	trust	0.531	skjøte
princely	trust	0.531	fyrstelig
retirement	trust	0.531	pensjonering
cradle	trust	0.531	vugge
immunization	trust	0.531	immunisering
bloom	trust	0.531	blomstre
candid	trust	0.531	oppriktige
evergreen	trust	0.531	eviggrønne
ballot	trust	0.531	stemmeseddel
accompaniment	trust	0.531	akkompagnement
verily	trust	0.531	sannelig
inseparable	trust	0.531	uatskillelig
analyst	trust	0.531	analytiker
strive	trust	0.531	streve
dependent	trust	0.531	avhengig
heavens	trust	0.531	himmelen
answerable	trust	0.531	ansvarlig
school	trust	0.531	skole
terms	trust	0.531	vilkår
center	trust	0.531	senter
firstborn	trust	0.531	førstefødte
transcript	trust	0.531	transkripsjon
fraternal	trust	0.531	broderlig
omniscient	trust	0.531	allvitende
seal	trust	0.531	Tetning
edification	trust	0.531	oppbyggelse
doubtless	trust	0.531	utvilsomt
deliverance	trust	0.531	levering
sponsor	trust	0.531	sponsor
expedient	trust	0.531	hensiktsmessig
bride	trust	0.531	brud
refuge	trust	0.531	tilflukt
approbation	trust	0.527	godkjenning
chaplain	trust	0.523	kapellan
laureate	trust	0.523	prisvinner
liberate	trust	0.523	frigjøre
coronation	trust	0.523	kroning
adoration	trust	0.523	tilbedelse
countenance	trust	0.523	ansikt
honeymoon	trust	0.523	bryllupsreise
connoisseur	trust	0.523	kjenner
notable	trust	0.523	bemerkelsesverdig
benedictory	trust	0.523	velsignende
celebration	trust	0.523	feiring
neighbor	trust	0.523	nabo
unbroken	trust	0.523	ubrutt
award	trust	0.523	tildele
improvement	trust	0.523	forbedring
hug	trust	0.523	Klem
graduation	trust	0.523	eksamen
correctness	trust	0.523	riktighet
winning	trust	0.523	vinne
paragon	trust	0.523	paragon
ratify	trust	0.523	ratifisere
powerful	trust	0.523	kraftig
elevation	trust	0.523	høyde
commonwealth	trust	0.523	samveldet
account	trust	0.523	regnskap
unimpeached	trust	0.523	upåklaget
taught	trust	0.523	undervist
salutary	trust	0.523	helsebringende
captivate	trust	0.523	fange
dictionary	trust	0.523	ordbok
nobility	trust	0.523	adel
ourselves	trust	0.523	valg
feeling	trust	0.518	følelse
amen	trust	0.516	amen
committee	trust	0.516	komité
reverie	trust	0.516	drømmeri
deserve	trust	0.516	fortjene
fully	trust	0.516	fullt
compliment	trust	0.516	kompliment
obstetrician	trust	0.516	fødselslege
enchanted	trust	0.516	fortryllet
inform	trust	0.516	informere
association	trust	0.516	assosiasjon
credit	trust	0.516	kreditt
passwords	trust	0.516	oss
freely	trust	0.516	fritt
framework	trust	0.516	rammeverk
nobleman	trust	0.516	adelsmann
formative	trust	0.516	formativ
tender	trust	0.516	følsom
measure	trust	0.516	måle
advent	trust	0.516	advent
management	trust	0.516	ledelse
confession	trust	0.516	tilståelse
remedy	trust	0.516	middel
sentinel	trust	0.516	vakt
pray	trust	0.516	be
perpetuity	trust	0.516	evighet
tribunal	trust	0.516	tribunal
minded	trust	0.516	sinnet
organization	trust	0.516	organisasjon
predominant	trust	0.516	fremherskende
volunteer	trust	0.509	frivillig
accolade	trust	0.508	utmerkelse
courtship	trust	0.508	frieri
patronage	trust	0.508	beskyttelse
philosopher	trust	0.508	filosof
confessional	trust	0.508	skriftemål
diversity	trust	0.508	mangfold
virgin	trust	0.508	jomfru
venerable	trust	0.508	ærverdige
policy	trust	0.508	Politikk
intact	trust	0.508	intakt
custodian	trust	0.508	formynder
automatic	trust	0.508	Automatisk
unsurpassed	trust	0.508	uovertruffen
shepherd	trust	0.508	hyrde
reward	trust	0.508	belønning
beautification	trust	0.508	forskjønnelse
medical	trust	0.508	medisinsk
constable	trust	0.508	konstabel
forgiving	trust	0.508	tilgivende
tolerance	trust	0.508	toleranse
priest	trust	0.508	prest
enable	trust	0.508	muliggjøre
vouch	trust	0.508	gå god for
lieutenant	trust	0.508	løytnant
instruct	trust	0.508	undervise
housewife	trust	0.508	husmor
admissible	trust	0.508	tillatelig
sovereign	trust	0.508	suveren
amour	trust	0.508	amour
savor	trust	0.508	nyt
darling	trust	0.500	Kjæreste
related	trust	0.500	i slekt
infallibility	trust	0.500	ufeilbarlighet
watchful	trust	0.500	vaktsom
nerds	trust	0.500	passord
instruction	trust	0.500	instruksjon
doctrine	trust	0.500	doktrine
birth	trust	0.500	fødsel
timing	trust	0.500	timing
infinity	trust	0.500	evighet
religions	trust	0.500	nerder
warden	trust	0.500	vaktmester
optimist	trust	0.500	optimist
apologetic	trust	0.500	unnskyldende
gateway	trust	0.500	inngangsport
pontiff	trust	0.500	pontiff
alive	trust	0.500	i live
indelible	trust	0.500	uutslettelig
personal	trust	0.500	personlig
pious	trust	0.500	from
majesty	trust	0.500	majestet
synchronize	trust	0.500	synkronisere
guard	trust	0.500	vakt
retain	trust	0.500	beholde
romantic	trust	0.500	romantisk
superman	trust	0.500	supermann
info	trust	0.500	info
backer	trust	0.500	støttespiller
undying	trust	0.500	udødelige
vindication	trust	0.500	rettferdiggjørelse
badge	trust	0.500	skilt
treasure	trust	0.500	skatt
guru	trust	0.500	guru
church	trust	0.492	kirke
formality	trust	0.492	formalitet
contributor	trust	0.492	bidragsyter
radiance	trust	0.492	utstråling
psalm	trust	0.492	salme
laudatory	trust	0.492	rosende
grandchildren	trust	0.492	barnebarn
popularity	trust	0.492	popularitet
salute	trust	0.492	honnør
hosannah	trust	0.492	hosannah
attraction	trust	0.492	tiltrekning
efforts	trust	0.492	dømmekraft
privy	trust	0.492	innsyn
improve	trust	0.492	forbedre
sheriff	trust	0.492	lensmann
chairman	trust	0.492	Formann
judgement	trust	0.492	ordtak
harbor	trust	0.492	havn
elegance	trust	0.492	eleganse
hardy	trust	0.492	hardfør
umpire	trust	0.492	dommer
constitute	trust	0.492	utgjøre
proverbs	trust	0.492	religioner
jubilant	trust	0.492	jublende
aspire	trust	0.492	strebe
synonymous	trust	0.492	synonymt
inevitable	trust	0.492	uunngåelig
musical	trust	0.492	musikalsk
spokesman	trust	0.492	talsmann
endow	trust	0.492	begavelse
fellow	trust	0.492	kar
grow	trust	0.492	vokse
moderator	trust	0.492	moderator
enjoy	trust	0.484	Nyt
found	trust	0.484	funnet
armor	trust	0.484	rustning
colonel	trust	0.484	oberst
referee	trust	0.484	dommer
favorite	trust	0.484	favoritt
assembly	trust	0.484	montering
romance	trust	0.484	romanse
confess	trust	0.484	tilstå
sweet	trust	0.484	søt
crowning	trust	0.484	kroning
forecast	trust	0.484	prognose
affection	trust	0.484	kjærlighet
approbate	trust	0.484	passende
path	trust	0.484	sti
concord	trust	0.484	enighet
police	trust	0.484	politiet
countryman	trust	0.484	landsmann
income	trust	0.484	inntekt
ranger	trust	0.484	ranger
depth	trust	0.484	dybde
like	trust	0.484	som
voucher	trust	0.484	kupong
diagnosis	trust	0.484	diagnose
hire	trust	0.484	ansette
clean	trust	0.484	ren
laudation	trust	0.484	lovprisning
arbiter	trust	0.484	dommer
purely	trust	0.477	rent
votive	trust	0.477	votiv
expect	trust	0.477	forvente
glory	trust	0.477	herlighet
counted	trust	0.477	innsats
apologize	trust	0.477	be om unnskyldning
sterling	trust	0.477	sterling
word	trust	0.477	ord
follow	trust	0.477	Følg
sermon	trust	0.477	preken
consul	trust	0.477	konsul
calculator	trust	0.477	kalkulator
lamb	trust	0.477	lam
veracity	trust	0.477	sannhet
matter	trust	0.477	saken
parliament	trust	0.477	Stortinget
lover	trust	0.477	elsker
sacrifice	trust	0.477	ofre
putative	trust	0.477	antatt
preponderance	trust	0.477	overvekt
landmark	trust	0.477	landemerke
nursery	trust	0.477	planteskole
mathematical	trust	0.477	matematisk
frank	trust	0.477	oppriktig
signature	trust	0.477	signatur
policeman	trust	0.477	politimann
episcopal	trust	0.477	bispelig
pastor	trust	0.477	pastor
eagerness	trust	0.469	iver
mighty	trust	0.469	mektig
recruits	trust	0.469	rekrutter
tribune	trust	0.469	tribune
author	trust	0.469	forfatter
effective	trust	0.469	effektive
intended	trust	0.469	tiltenkt
passion	trust	0.469	lidenskap
religion	trust	0.469	Religion
flagship	trust	0.469	flaggskip
immerse	trust	0.469	senke
capacity	trust	0.469	kapasitet
associate	trust	0.469	forbinder
cashier	trust	0.469	kasserer
regal	trust	0.469	kongelig
dove	trust	0.469	due
tutelage	trust	0.469	veiledning
underwrite	trust	0.469	underwrite
uncritical	trust	0.469	ukritisk
prefer	trust	0.469	foretrekker
instructor	trust	0.469	instruktør
gain	trust	0.469	gevinst
marshal	trust	0.469	marskalk
judgment	trust	0.469	dømmekraft
judicious	trust	0.469	fornuftig
top	trust	0.469	topp
title	trust	0.469	tittel
vicar	trust	0.469	prest
bridesmaid	trust	0.469	brudepike
commission	trust	0.469	kommisjon
lifestyle	trust	0.461	livsstil
aunt	trust	0.461	tante
attendant	trust	0.461	ledsager
enroll	trust	0.461	registrere
priesthood	trust	0.461	prestedømmet
trade	trust	0.461	handel
crucial	trust	0.461	avgjørende
moorings	trust	0.461	fortøyninger
kitten	trust	0.461	kattunge
medal	trust	0.461	medalje
oblige	trust	0.461	forplikte
manage	trust	0.461	få til
magnetic	trust	0.461	magnetisk
custody	trust	0.461	varetekt
necessarily	trust	0.461	nødvendigvis
partake	trust	0.461	ta del
cautious	trust	0.461	forsiktig
consecration	trust	0.461	innvielse
courier	trust	0.461	kurer
bank	trust	0.461	bank
lesson	trust	0.461	lekse
patriarchal	trust	0.461	patriarkalsk
eventually	trust	0.461	regnet
commerce	trust	0.461	handel
contains	trust	0.461	etter hvert
theological	trust	0.461	teologisk
socially	trust	0.461	inneholder
admitted	trust	0.461	innrømmet
fortress	trust	0.461	festning
cathedral	trust	0.455	katedral
deputy	trust	0.453	stedfortreder
commonplace	trust	0.453	vanlig
puppy	trust	0.453	valp
president	trust	0.453	president
finally	trust	0.453	til slutt
governor	trust	0.453	guvernør
synergistic	trust	0.453	synergistisk
excited	trust	0.453	spent
encomium	trust	0.453	encomium
chart	trust	0.453	diagram
perceive	trust	0.453	oppfatte
insulation	trust	0.453	isolasjon
present	trust	0.453	tilstede
oasis	trust	0.453	oase
eagle	trust	0.453	Ørn
exchange	trust	0.453	Utveksling
foresee	trust	0.453	forutse
strategist	trust	0.453	strateg
journeyman	trust	0.453	svenn
dawn	trust	0.453	soloppgang
laud	trust	0.453	ros
level	trust	0.453	nivå
chairwoman	trust	0.453	styreleder
tradesmen	trust	0.445	sosialt
asserting	trust	0.445	hevde
negotiate	trust	0.445	forhandle
sensual	trust	0.445	sensuell
chocolate	trust	0.445	sjokolade
crew	trust	0.445	mannskap
remains	trust	0.445	rester
dictum	trust	0.445	dictum
theorem	trust	0.445	teorem
sir	trust	0.445	Herr
employ	trust	0.445	anvende
usual	trust	0.445	vanlig
operation	trust	0.445	operasjon
magnify	trust	0.445	forstørre
director	trust	0.445	regissør
formula	trust	0.445	formel
chemist	trust	0.445	kjemiker
enliven	trust	0.445	levendegjøre
chancellor	trust	0.445	kansler
orthodoxy	trust	0.445	ortodoksi
lodging	trust	0.445	losji
exaltation	trust	0.445	opphøyelse
lord	trust	0.445	lord
handbook	trust	0.445	håndbok
bridegroom	trust	0.445	brudgom
matters	trust	0.445	håndverkere
orchestra	trust	0.445	orkester
impart	trust	0.445	formidle
statistical	trust	0.445	statistisk
indemnity	trust	0.445	erstatning
governess	trust	0.438	guvernante
imagination	trust	0.438	fantasi
butler	trust	0.438	hovmester
conformity	trust	0.438	samsvar
digit	trust	0.438	siffer
comptroller	trust	0.438	kontrollør
economy	trust	0.438	økonomi
conveyancing	trust	0.438	formidling
arbitrator	trust	0.438	megler
emphasize	trust	0.438	understreke
exhaustive	trust	0.438	uttømmende
abbot	trust	0.438	abbed
atone	trust	0.438	sone
cabinet	trust	0.438	kabinett
merci	trust	0.438	saker
tandem	trust	0.438	tandem
elite	trust	0.438	elite
inauguration	trust	0.438	innsettelse
elect	trust	0.438	velge
encore	trust	0.438	ekstranummer
villager	trust	0.438	landsbyboer
oracle	trust	0.438	orakel
fate	trust	0.438	skjebne
sun	trust	0.438	sol
pay	trust	0.430	betale
base	trust	0.430	utgangspunkt
bridal	trust	0.430	brude
persuade	trust	0.430	overtale
lender	trust	0.430	utlåner
playful	trust	0.430	leken
occupant	trust	0.430	beboer
impressionable	trust	0.430	påvirkelig
resources	trust	0.430	ressurser
repay	trust	0.430	betale tilbake
toughness	trust	0.430	seighet
rule	trust	0.430	regel
elucidate	trust	0.430	belyse
utopian	trust	0.430	utopisk
wealth	trust	0.430	rikdom
compact	trust	0.430	kompakt
errand	trust	0.430	ærend
simplify	trust	0.430	forenkle
neutrality	trust	0.430	nøytralitet
count	trust	0.430	telle
grit	trust	0.430	grus
differential	trust	0.430	differensial
blanket	trust	0.430	teppe
hail	trust	0.430	hagl
deacon	trust	0.430	diakon
sentry	trust	0.430	vaktpost
bequest	trust	0.430	legat
disclosed	trust	0.430	avslørt
cop	trust	0.430	politimann
circle	trust	0.430	sirkel
grammar	trust	0.430	grammatikk
invite	trust	0.430	invitere
estimable	trust	0.430	estimerbar
maintenance	trust	0.422	vedlikehold
supplication	trust	0.422	bønn
fixed	trust	0.422	fikset
accountant	trust	0.422	regnskapsfører
sing	trust	0.422	synge
eulogize	trust	0.422	lovprise
easiest	trust	0.422	merci
dealings	trust	0.422	forretninger
axiom	trust	0.422	aksiom
enablement	trust	0.422	aktivering
diary	trust	0.422	dagbok
trading	trust	0.422	handel
perennial	trust	0.422	flerårig
primer	trust	0.422	primer
truss	trust	0.422	truss
travel	trust	0.422	reise
apprentice	trust	0.422	lærling
hymn	trust	0.422	salme
theocratic	trust	0.422	teokratisk
forum	trust	0.422	forum
continue	trust	0.422	Fortsette
supremacy	trust	0.422	overherredømme
wonderstruck	trust	0.422	mlk
probity	trust	0.422	redelighet
parish	trust	0.422	menighet
treat	trust	0.422	behandle
respite	trust	0.422	pusterom
dominion	trust	0.422	herredømme
antiseptic	trust	0.422	antiseptisk middel
assignee	trust	0.422	oppdragstaker
reconsideration	trust	0.422	revurdering
intend	trust	0.422	har tenkt
shopkeeper	trust	0.422	butikkeier
commodore	trust	0.414	commodore
fellas	trust	0.414	lesbiske
routine	trust	0.414	rutine
cash	trust	0.414	penger
labor	trust	0.414	arbeid
offering	trust	0.414	å tilby
specialize	trust	0.414	spesialisere seg
gazette	trust	0.414	gazette
choir	trust	0.414	kor
cogent	trust	0.414	overbevisende
deference	trust	0.414	aktelse
serve	trust	0.414	tjene
leap	trust	0.414	hoppe
preservative	trust	0.414	konserveringsmiddel
akin	trust	0.414	beslektet
amortization	trust	0.414	amortisering
consort	trust	0.414	konsort
salary	trust	0.414	lønn
incline	trust	0.414	helling
synod	trust	0.414	synode
gate	trust	0.414	Port
conglomerate	trust	0.414	konglomerat
kudos	trust	0.414	Kudos
reporter	trust	0.414	journalist
trainer	trust	0.414	trener
athlete	trust	0.414	atlet
privilege	trust	0.414	privilegium
rapt	trust	0.414	henført
transaction	trust	0.414	transaksjon
radar	trust	0.406	radar
judged	trust	0.406	dømt
legislator	trust	0.406	lovgiver
dermatologist	trust	0.406	hudlege
executor	trust	0.406	eksekutor
system	trust	0.406	system
budget	trust	0.406	budsjett
trophy	trust	0.406	trofé
tree	trust	0.406	tre
leisure	trust	0.406	fritid
fitting	trust	0.406	montering
glorify	trust	0.406	lovprise
sanction	trust	0.406	godkjennelse
reimbursement	trust	0.406	refusjon
extol	trust	0.406	prise
patrol	trust	0.406	patrulje
nation	trust	0.406	nasjon
linguist	trust	0.406	språkforsker
luxury	trust	0.406	luksus
abacus	trust	0.406	kuleramme
gentry	trust	0.398	herre
intense	trust	0.398	intens
neutral	trust	0.398	nøytral
clearance	trust	0.398	klarering
paths	trust	0.398	Jeremia
iron	trust	0.398	jern
ground	trust	0.398	bakke
deluxe	trust	0.398	deluxe
clan	trust	0.398	klan
climax	trust	0.398	klimaks
electorate	trust	0.398	velgermasse
merchandise	trust	0.398	handelsvarer
favs	trust	0.398	enkleste
eulogy	trust	0.398	nekrolog
yearning	trust	0.398	lengsel
explain	trust	0.398	forklare
journalism	trust	0.398	journalistikk
nest	trust	0.398	rede
parietal	trust	0.398	parietal
fain	trust	0.398	fain
pursue	trust	0.398	forfølge
popular	trust	0.398	populær
barter	trust	0.398	byttehandel
glow	trust	0.398	gløde
depository	trust	0.398	depot
quaint	trust	0.398	eiendommelig
follower	trust	0.391	følger
surrogate	trust	0.391	surrogat
grin	trust	0.391	glise
accounts	trust	0.391	kontoer
chandler	trust	0.391	chandler
star	trust	0.391	stjerne
regardless	trust	0.391	forundret
deal	trust	0.391	avtale
armory	trust	0.391	våpenlager
messenger	trust	0.391	budbringer
recline	trust	0.391	lene
escort	trust	0.391	eskorte
stages	trust	0.391	gutter
translation	trust	0.391	oversettelse
eulogistic	trust	0.391	lovordende
intercession	trust	0.391	forbønn
usher	trust	0.391	innleder
downright	trust	0.391	rett og slett
horse	trust	0.391	hest
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	bagasje
cube	trust	0.391	kube
label	trust	0.383	merkelapp
plaudit	trust	0.383	berømmelse
lean	trust	0.383	Lene seg
culinary	trust	0.383	kulinarisk
larger	trust	0.383	større
bartender	trust	0.383	bartender
crisp	trust	0.383	sprø
faculty	trust	0.383	fakultet
gage	trust	0.383	vurdere
curfew	trust	0.383	portforbud
fortune	trust	0.383	formue
bounty	trust	0.383	dusør
leaning	trust	0.383	lener seg
reparation	trust	0.383	reparasjon
encomiastic	trust	0.383	enkomiastisk
series	trust	0.383	serie
edited	trust	0.383	stier
possess	trust	0.383	eie
someday	trust	0.383	favoritter
clapping	trust	0.375	klapping
cover	trust	0.375	dekke
sex	trust	0.375	kjønn
