English Word	Emotion	Emotion-Intensity-Score	Czech Word
educational	trust	0.586	vzdělávací
rooted	trust	0.586	zakořeněné
inheritance	trust	0.586	dědictví
diplomacy	trust	0.586	diplomacie
mate	trust	0.586	kamaráde
convince	trust	0.586	přesvědčit
unfailing	trust	0.586	neselhávající
share	trust	0.586	podíl
monk	trust	0.586	mnich
constitutional	trust	0.586	ústavní
lovely	trust	0.586	půvabný
compliance	trust	0.586	dodržování
attest	trust	0.586	potvrdit
victory	trust	0.586	vítězství
serene	trust	0.586	klidný
checklist	trust	0.586	kontrolní seznam
husbandry	trust	0.586	chovu
enjoying	trust	0.586	užívat si
revere	trust	0.586	ctít
tribe	trust	0.586	kmen
meritorious	trust	0.586	zasloužilý
joyful	trust	0.586	rozradostněný
delegate	trust	0.586	delegát
helper	trust	0.586	pomocník
angelic	trust	0.586	andělský
ambition	trust	0.586	ctižádost
father	trust	0.586	otec
acclaim	trust	0.586	pozdravovat
testimony	trust	0.586	svědectví
collectively	trust	0.586	kolektivně
sobriety	trust	0.586	střízlivost
prestige	trust	0.586	prestiž
firmness	trust	0.586	pevnost
structural	trust	0.578	strukturální
impartiality	trust	0.578	nestrannost
navigator	trust	0.578	navigátor
judge	trust	0.578	soudce
shelter	trust	0.578	přístřeší
coexisting	trust	0.578	koexistující
unquestioned	trust	0.578	nezpochybnitelný
careful	trust	0.578	opatrný
obey	trust	0.578	poslouchat
professor	trust	0.578	profesor
convinced	trust	0.578	přesvědčený
communion	trust	0.578	společenství
cheerfulness	trust	0.578	veselí
inviting	trust	0.578	zvoucí
irrefutable	trust	0.578	nezvratný
commandant	trust	0.578	velitel
smile	trust	0.578	úsměv
authoritative	trust	0.578	autoritativní
philanthropist	trust	0.578	filantrop
legalized	trust	0.578	legalizováno
adore	trust	0.578	uctívat
upright	trust	0.578	vzpřímený
revival	trust	0.578	obrození
dutiful	trust	0.578	svědomitý
watchdog	trust	0.578	hlídací pes
apostle	trust	0.570	apoštol
volunteers	trust	0.570	dobrovolníci
immaculate	trust	0.570	neposkvrněné
adhering	trust	0.570	přilnavý
unquestionably	trust	0.570	nepochybně
advise	trust	0.570	radit, podat zprávu
punctual	trust	0.570	přesný
consult	trust	0.570	konzultovat
ordinance	trust	0.570	nařízení
complement	trust	0.570	doplněk
modest	trust	0.570	skromný
everlasting	trust	0.570	věčný
compass	trust	0.570	kompas
heavenly	trust	0.570	nebeský
determinate	trust	0.570	určit
counsellor	trust	0.570	poradce
abundance	trust	0.570	hojnost
guide	trust	0.570	průvodce
earned	trust	0.570	prověřený
pedigree	trust	0.570	rodokmen
relative	trust	0.570	relativní
principal	trust	0.570	ředitel školy
plausible	trust	0.570	přijatelný
collaborator	trust	0.570	spolupracovník
connective	trust	0.570	spojovací
corroboration	trust	0.570	potvrzení
insure	trust	0.570	pojistit
pilot	trust	0.570	pilot
unequivocal	trust	0.570	jednoznačný
matron	trust	0.570	matróna
cuddle	trust	0.570	hýčkat
measured	trust	0.570	měřeno
fort	trust	0.562	pevnost
treasurer	trust	0.562	pokladník
apostolic	trust	0.562	apoštolský
save	trust	0.562	Uložit
frankness	trust	0.562	upřímnost
insight	trust	0.562	porozumění
admit	trust	0.562	připustit
earn	trust	0.562	vydělat
remarkable	trust	0.562	pozoruhodný
strong	trust	0.562	silný
content	trust	0.562	obsah
vitality	trust	0.562	vitalita
prize	trust	0.562	cena
vigorous	trust	0.562	rázný
congregation	trust	0.562	kongregace
uplift	trust	0.562	povznesení
spotless	trust	0.562	neposkvrněný
devout	trust	0.562	zbožný
soothing	trust	0.562	uklidňující
miracle	trust	0.562	zázrak
cohesion	trust	0.562	soudržnost
lovemaking	trust	0.562	milování
curable	trust	0.562	léčitelná
pleasant	trust	0.562	příjemný
jury	trust	0.562	porota
pertinent	trust	0.562	relevantní
succeeding	trust	0.562	uspět
concordance	trust	0.562	konkordance
jurist	trust	0.562	právník
applaud	trust	0.562	tleskat
ordination	trust	0.562	vysvěcení
compensate	trust	0.562	kompenzovat
patience	trust	0.555	trpělivost
mediate	trust	0.555	zprostředkující
coach	trust	0.555	trenér
illumination	trust	0.555	osvětlení
cultivate	trust	0.555	kultivovat
providing	trust	0.555	poskytování
precedence	trust	0.555	přednost
exalt	trust	0.555	oslavovat
succeed	trust	0.555	povést se
inclusion	trust	0.555	zařazení
meditate	trust	0.555	přemýšlet
coalesce	trust	0.555	splývat
betrothed	trust	0.555	snoubenec
midwife	trust	0.555	porodní asistentka
veteran	trust	0.555	veterán
destined	trust	0.555	určený
auditor	trust	0.555	auditor
privacy	trust	0.555	Soukromí
restorative	trust	0.555	obnovující
influential	trust	0.555	vlivný
impartial	trust	0.555	nestranný
discretion	trust	0.555	uvážení
foresight	trust	0.555	předvídavost
congruence	trust	0.555	shoda
worship	trust	0.555	uctívání
constant	trust	0.555	konstantní
reunion	trust	0.555	shledání
intuition	trust	0.555	intuice
reconciliation	trust	0.555	smíření
ambulance	trust	0.555	záchranná služba
defender	trust	0.555	obránce
greatness	trust	0.555	velikost
buddy	trust	0.555	kamarád
vote	trust	0.555	hlasování
physicist	trust	0.555	fyzik
prophet	trust	0.555	prorok
prevalent	trust	0.547	převládající
eyewitness	trust	0.547	očitý svědek
durable	trust	0.547	odolný
prudent	trust	0.547	prozíravý
securities	trust	0.547	cenné papíry
salvation	trust	0.547	spása
govern	trust	0.547	řídit
law	trust	0.547	zákon
proud	trust	0.547	hrdý
cheer	trust	0.547	jásot
reinforcement	trust	0.547	zesílení
promises	trust	0.547	vydělal
invocation	trust	0.547	vyvolání
provide	trust	0.547	poskytnout
friendly	trust	0.547	přátelský
commanding	trust	0.547	velící
temperate	trust	0.547	mírný
conciliation	trust	0.547	smíření
convent	trust	0.547	klášter
heritage	trust	0.547	dědictví
independence	trust	0.547	nezávislost
rejoice	trust	0.547	radovat se
engaging	trust	0.547	poutavé
readiness	trust	0.547	připravenost
registry	trust	0.547	registru
statement	trust	0.547	tvrzení
liberty	trust	0.547	svoboda
forgive	trust	0.547	odpustit
ancestral	trust	0.547	rodový
impenetrable	trust	0.547	neproniknutelný
choices	trust	0.539	slibuje
psalms	trust	0.539	žalmy
majority	trust	0.539	většina
antidote	trust	0.539	protijed
tantamount	trust	0.539	rovnat se
perfect	trust	0.539	perfektní
regularity	trust	0.539	pravidelnost
chronicle	trust	0.539	kronika
ensemble	trust	0.539	soubor
applause	trust	0.539	potlesk
obedience	trust	0.539	poslušnost
aspiring	trust	0.539	aspirující
watchman	trust	0.539	hlídač
inimitable	trust	0.539	nenapodobitelný
chastity	trust	0.539	cudnost
architecture	trust	0.539	architektura
stamina	trust	0.539	výdrž
delightful	trust	0.539	rozkošný
exalted	trust	0.539	vznešený
relevant	trust	0.539	relevantní
reinforcements	trust	0.539	posily
proctor	trust	0.539	proktor
immovable	trust	0.539	nepojízdný
instructions	trust	0.539	instrukce
define	trust	0.539	definovat
uncensured	trust	0.539	bez cenzury
institute	trust	0.539	ústav
responsive	trust	0.539	citlivý
recovery	trust	0.539	zotavení
obliging	trust	0.539	zavazující
obvious	trust	0.539	zřejmé
forefathers	trust	0.539	předky
eager	trust	0.539	dychtivý
inoculation	trust	0.539	očkování
admitting	trust	0.539	přiznávající
memorable	trust	0.539	památný
hospital	trust	0.531	NEMOCNICE
rescue	trust	0.531	zachránit
deed	trust	0.531	listina
princely	trust	0.531	knížecí
retirement	trust	0.531	odchod do důchodu
cradle	trust	0.531	kolébka
immunization	trust	0.531	imunizace
bloom	trust	0.531	květ
candid	trust	0.531	upřímný
evergreen	trust	0.531	evergreen
ballot	trust	0.531	hlasování
accompaniment	trust	0.531	doprovod
verily	trust	0.531	opravdu
inseparable	trust	0.531	neoddělitelné
analyst	trust	0.531	analytik
strive	trust	0.531	usilovat
dependent	trust	0.531	závislý
heavens	trust	0.531	nebesa
answerable	trust	0.531	odpovědný
school	trust	0.531	škola
terms	trust	0.531	podmínky
center	trust	0.531	centrum
firstborn	trust	0.531	prvorozený
transcript	trust	0.531	přepis
fraternal	trust	0.531	bratrský
omniscient	trust	0.531	vševědoucí
seal	trust	0.531	těsnění
edification	trust	0.531	poučení
doubtless	trust	0.531	nepochybně
deliverance	trust	0.531	vysvobození
sponsor	trust	0.531	sponzor
expedient	trust	0.531	výhodný
bride	trust	0.531	nevěsta
refuge	trust	0.531	útočiště
approbation	trust	0.527	aprobace
chaplain	trust	0.523	kaplan
laureate	trust	0.523	laureát
liberate	trust	0.523	osvobodit
coronation	trust	0.523	korunovace
adoration	trust	0.523	adorace
countenance	trust	0.523	vzezření
honeymoon	trust	0.523	svatební cesta
connoisseur	trust	0.523	znalec
notable	trust	0.523	pozoruhodný
benedictory	trust	0.523	blahodárný
celebration	trust	0.523	oslava
neighbor	trust	0.523	soused
unbroken	trust	0.523	nezlomený
award	trust	0.523	cena
improvement	trust	0.523	zlepšení
hug	trust	0.523	obejmout
graduation	trust	0.523	promoce
correctness	trust	0.523	správnost
winning	trust	0.523	vítězný
paragon	trust	0.523	vzor
ratify	trust	0.523	ratifikovat
powerful	trust	0.523	silný
elevation	trust	0.523	nadmořská výška
commonwealth	trust	0.523	společenstvi
account	trust	0.523	účet
unimpeached	trust	0.523	neobviněný
taught	trust	0.523	učil
salutary	trust	0.523	blahodárný
captivate	trust	0.523	upoutat
dictionary	trust	0.523	slovník
nobility	trust	0.523	šlechta
ourselves	trust	0.523	volby
feeling	trust	0.518	pocit
amen	trust	0.516	Amen
committee	trust	0.516	výbor
reverie	trust	0.516	snění
deserve	trust	0.516	zasloužit si
fully	trust	0.516	plně
compliment	trust	0.516	kompliment
obstetrician	trust	0.516	porodník
enchanted	trust	0.516	začarovaný
inform	trust	0.516	informovat
association	trust	0.516	sdružení
credit	trust	0.516	kredit
passwords	trust	0.516	sebe
freely	trust	0.516	svobodně
framework	trust	0.516	rámec
nobleman	trust	0.516	šlechtic
formative	trust	0.516	formativní
tender	trust	0.516	nabídka
measure	trust	0.516	opatření
advent	trust	0.516	příchod
management	trust	0.516	řízení
confession	trust	0.516	zpověď
remedy	trust	0.516	lék
sentinel	trust	0.516	stráž
pray	trust	0.516	modlit se
perpetuity	trust	0.516	věčnost
tribunal	trust	0.516	tribunál
minded	trust	0.516	smýšlející
organization	trust	0.516	organizace
predominant	trust	0.516	převládající
volunteer	trust	0.509	dobrovolník
accolade	trust	0.508	vyznamenání
courtship	trust	0.508	námluvy
patronage	trust	0.508	patronát
philosopher	trust	0.508	filozof
confessional	trust	0.508	zpovědní
diversity	trust	0.508	rozmanitost
virgin	trust	0.508	panna
venerable	trust	0.508	ctihodný
policy	trust	0.508	politika
intact	trust	0.508	neporušený
custodian	trust	0.508	opatrovník
automatic	trust	0.508	automatický
unsurpassed	trust	0.508	nepřekonatelné
shepherd	trust	0.508	pastýř
reward	trust	0.508	odměna
beautification	trust	0.508	zkrášlování
medical	trust	0.508	lékařský
constable	trust	0.508	konstábl
forgiving	trust	0.508	odpouštějící
tolerance	trust	0.508	tolerance
priest	trust	0.508	kněz
enable	trust	0.508	umožnit
vouch	trust	0.508	ručit
lieutenant	trust	0.508	poručík
instruct	trust	0.508	poučit
housewife	trust	0.508	žena v domácnosti
admissible	trust	0.508	přípustné
sovereign	trust	0.508	suverénní
amour	trust	0.508	amour
savor	trust	0.508	vychutnat
darling	trust	0.500	zlatíčko moje
related	trust	0.500	příbuzný
infallibility	trust	0.500	neomylnost
watchful	trust	0.500	bdělý
nerds	trust	0.500	hesla
instruction	trust	0.500	návod
doctrine	trust	0.500	doktrína
birth	trust	0.500	narození
timing	trust	0.500	načasování
infinity	trust	0.500	nekonečno
religions	trust	0.500	nerdi
warden	trust	0.500	správce
optimist	trust	0.500	optimista
apologetic	trust	0.500	omluvný
gateway	trust	0.500	brána
pontiff	trust	0.500	papež
alive	trust	0.500	naživu
indelible	trust	0.500	nesmazatelný
personal	trust	0.500	osobní
pious	trust	0.500	zbožný
majesty	trust	0.500	majestát
synchronize	trust	0.500	synchronizovat
guard	trust	0.500	hlídat
retain	trust	0.500	zachovat
romantic	trust	0.500	romantický
superman	trust	0.500	superman
info	trust	0.500	info
backer	trust	0.500	podporovatel
undying	trust	0.500	nehynoucí
vindication	trust	0.500	ospravedlnění
badge	trust	0.500	odznak
treasure	trust	0.500	poklad
guru	trust	0.500	guru
church	trust	0.492	kostel
formality	trust	0.492	formalita
contributor	trust	0.492	přispěvatel
radiance	trust	0.492	záře
psalm	trust	0.492	žalm
laudatory	trust	0.492	pochvalný
grandchildren	trust	0.492	vnoučata
popularity	trust	0.492	popularita
salute	trust	0.492	pozdrav
hosannah	trust	0.492	hosannah
attraction	trust	0.492	atrakce
efforts	trust	0.492	rozsudek
privy	trust	0.492	tajný
improve	trust	0.492	zlepšit
sheriff	trust	0.492	šerif
chairman	trust	0.492	předseda
judgement	trust	0.492	přísloví
harbor	trust	0.492	přístav
elegance	trust	0.492	elegance
hardy	trust	0.492	vytrvalý
umpire	trust	0.492	rozhodčí
constitute	trust	0.492	představovat
proverbs	trust	0.492	náboženství
jubilant	trust	0.492	jásavý
aspire	trust	0.492	Toužit
synonymous	trust	0.492	synonymní
inevitable	trust	0.492	nevyhnutelný
musical	trust	0.492	hudební
spokesman	trust	0.492	mluvčí
endow	trust	0.492	vybavit
fellow	trust	0.492	chlapík
grow	trust	0.492	růst
moderator	trust	0.492	moderátor
enjoy	trust	0.484	užívat si
found	trust	0.484	nalezeno
armor	trust	0.484	brnění
colonel	trust	0.484	plukovník
referee	trust	0.484	rozhodčí
favorite	trust	0.484	oblíbený
assembly	trust	0.484	shromáždění
romance	trust	0.484	romantika
confess	trust	0.484	Přiznej se
sweet	trust	0.484	bonbón
crowning	trust	0.484	korunovat
forecast	trust	0.484	předpověď
affection	trust	0.484	náklonnost
approbate	trust	0.484	schválit
path	trust	0.484	cesta
concord	trust	0.484	svornost
police	trust	0.484	POLICIE
countryman	trust	0.484	krajan
income	trust	0.484	příjem
ranger	trust	0.484	Hraničář
depth	trust	0.484	hloubka
like	trust	0.484	jako
voucher	trust	0.484	poukaz
diagnosis	trust	0.484	diagnóza
hire	trust	0.484	pronájem
clean	trust	0.484	čistý
laudation	trust	0.484	velebení
arbiter	trust	0.484	rozhodce
purely	trust	0.477	čistě
votive	trust	0.477	votivní
expect	trust	0.477	očekávat
glory	trust	0.477	sláva
counted	trust	0.477	úsilí
apologize	trust	0.477	omluvit se
sterling	trust	0.477	sterling
word	trust	0.477	slovo
follow	trust	0.477	následovat
sermon	trust	0.477	kázání
consul	trust	0.477	konzul
calculator	trust	0.477	kalkulačka
lamb	trust	0.477	jehněčí
veracity	trust	0.477	pravdivost
matter	trust	0.477	hmota
parliament	trust	0.477	parlament
lover	trust	0.477	milenec
sacrifice	trust	0.477	oběť
putative	trust	0.477	domnělý
preponderance	trust	0.477	převaha
landmark	trust	0.477	mezník
nursery	trust	0.477	školka
mathematical	trust	0.477	matematický
frank	trust	0.477	upřímný
signature	trust	0.477	podpis
policeman	trust	0.477	policista
episcopal	trust	0.477	episkopální
pastor	trust	0.477	pastor
eagerness	trust	0.469	dychtivost
mighty	trust	0.469	mocný
recruits	trust	0.469	rekrutů
tribune	trust	0.469	tribuna
author	trust	0.469	autor
effective	trust	0.469	efektivní
intended	trust	0.469	zamýšlený
passion	trust	0.469	vášeň
religion	trust	0.469	náboženství
flagship	trust	0.469	vlajková loď
immerse	trust	0.469	ponořit
capacity	trust	0.469	kapacita
associate	trust	0.469	spolupracovník
cashier	trust	0.469	pokladní
regal	trust	0.469	královský
dove	trust	0.469	holubice
tutelage	trust	0.469	opatrovnictví
underwrite	trust	0.469	upisovat
uncritical	trust	0.469	nekritický
prefer	trust	0.469	preferovat
instructor	trust	0.469	instruktor
gain	trust	0.469	získat
marshal	trust	0.469	maršál
judgment	trust	0.469	rozsudek
judicious	trust	0.469	soudný
top	trust	0.469	horní
title	trust	0.469	titul
vicar	trust	0.469	vikář
bridesmaid	trust	0.469	družička
commission	trust	0.469	komise
lifestyle	trust	0.461	životní styl
aunt	trust	0.461	teta
attendant	trust	0.461	obsluha
enroll	trust	0.461	zapsat
priesthood	trust	0.461	kněžství
trade	trust	0.461	obchod
crucial	trust	0.461	rozhodující
moorings	trust	0.461	kotviště
kitten	trust	0.461	kotě
medal	trust	0.461	medaile
oblige	trust	0.461	zavázat
manage	trust	0.461	spravovat
magnetic	trust	0.461	magnetický
custody	trust	0.461	péče
necessarily	trust	0.461	nezbytně
partake	trust	0.461	podílet se
cautious	trust	0.461	opatrný
consecration	trust	0.461	zasvěcení
courier	trust	0.461	kurýr
bank	trust	0.461	banka
lesson	trust	0.461	lekce
patriarchal	trust	0.461	patriarchální
eventually	trust	0.461	počítáno
commerce	trust	0.461	komerce
contains	trust	0.461	nakonec
theological	trust	0.461	teologický
socially	trust	0.461	obsahuje
admitted	trust	0.461	připustil
fortress	trust	0.461	pevnost
cathedral	trust	0.455	katedrála
deputy	trust	0.453	zástupce
commonplace	trust	0.453	všední
puppy	trust	0.453	štěně
president	trust	0.453	prezident
finally	trust	0.453	Konečně
governor	trust	0.453	guvernér
synergistic	trust	0.453	synergický
excited	trust	0.453	vzrušený
encomium	trust	0.453	encomium
chart	trust	0.453	schéma
perceive	trust	0.453	vnímat
insulation	trust	0.453	izolace
present	trust	0.453	současnost, dárek
oasis	trust	0.453	oáza
eagle	trust	0.453	orel
exchange	trust	0.453	výměna
foresee	trust	0.453	předvídat
strategist	trust	0.453	stratég
journeyman	trust	0.453	tovaryš
dawn	trust	0.453	svítání
laud	trust	0.453	chvála
level	trust	0.453	úroveň
chairwoman	trust	0.453	předsedkyně
tradesmen	trust	0.445	společensky
asserting	trust	0.445	tvrdící
negotiate	trust	0.445	vyjednávat
sensual	trust	0.445	smyslný
chocolate	trust	0.445	čokoláda
crew	trust	0.445	osádka
remains	trust	0.445	Zůstává
