English Word	Emotion	Emotion-Intensity-Score	Latin Word
inevitable	trust	0.492	inevitabilis
musical	trust	0.492	musicale
spokesman	trust	0.492	orator
endow	trust	0.492	donare
fellow	trust	0.492	conservus
grow	trust	0.492	crescere
moderator	trust	0.492	moderator
enjoy	trust	0.484	frui
found	trust	0.484	found
armor	trust	0.484	armis
colonel	trust	0.484	colonellus
referee	trust	0.484	referendarius
favorite	trust	0.484	ventus
assembly	trust	0.484	comitium
romance	trust	0.484	romance
confess	trust	0.484	confess
sweet	trust	0.484	dulcis
crowning	trust	0.484	cumulus
forecast	trust	0.484	praenuntientur
affection	trust	0.484	affectio
approbate	trust	0.484	approbate
path	trust	0.484	iter
concord	trust	0.484	concord
police	trust	0.484	magistratus
countryman	trust	0.484	rusticus
income	trust	0.484	reditus
ranger	trust	0.484	ranger
depth	trust	0.484	profundum
like	trust	0.484	sicut
voucher	trust	0.484	auctor
diagnosis	trust	0.484	diagnosis
hire	trust	0.484	pretium
clean	trust	0.484	clean
laudation	trust	0.484	laudatio
arbiter	trust	0.484	arbiter
purely	trust	0.477	pure
votive	trust	0.477	votiva
expect	trust	0.477	expecto
glory	trust	0.477	gloria
counted	trust	0.477	nisus
apologize	trust	0.477	deprecarentur
sterling	trust	0.477	sterlingorum
word	trust	0.477	verbum
follow	trust	0.477	sequor
sermon	trust	0.477	sermon
consul	trust	0.477	consul
calculator	trust	0.477	calculator
lamb	trust	0.477	agnus
veracity	trust	0.477	veritas
matter	trust	0.477	materia
parliament	trust	0.477	parlamentum
lover	trust	0.477	amantis
sacrifice	trust	0.477	sacrificium
putative	trust	0.477	putativum
preponderance	trust	0.477	praevalens
landmark	trust	0.477	limes
nursery	trust	0.477	seminarium
mathematical	trust	0.477	mathematical
frank	trust	0.477	ingenua
signature	trust	0.477	signature
policeman	trust	0.477	tristis
episcopal	trust	0.477	episcopalis
pastor	trust	0.477	pastor
eagerness	trust	0.469	cupiditas
mighty	trust	0.469	potens
recruits	trust	0.469	tirones
tribune	trust	0.469	tribunus
author	trust	0.469	author
effective	trust	0.469	efficax
intended	trust	0.469	intendebat
passion	trust	0.469	passion
religion	trust	0.469	religio
flagship	trust	0.469	praetoriae
immerse	trust	0.469	baptizo
capacity	trust	0.469	facultatem
associate	trust	0.469	socium
cashier	trust	0.469	CONLECTARIUS
regal	trust	0.469	regalis
dove	trust	0.469	columba
tutelage	trust	0.469	tutela
underwrite	trust	0.469	underwrite
uncritical	trust	0.469	uncritical
prefer	trust	0.469	Malo
instructor	trust	0.469	instructor
gain	trust	0.469	quaestum
marshal	trust	0.469	marescallus
judgment	trust	0.469	iudicium
judicious	trust	0.469	prudens
top	trust	0.469	top
title	trust	0.469	titulus
vicar	trust	0.469	vicarius
bridesmaid	trust	0.469	pronuba
commission	trust	0.469	mandatum
lifestyle	trust	0.461	lifestyle
aunt	trust	0.461	matertera
attendant	trust	0.461	famulus
enroll	trust	0.461	scribere
priesthood	trust	0.461	sacerdotium
trade	trust	0.461	commercium
crucial	trust	0.461	crucial
moorings	trust	0.461	retinacula
kitten	trust	0.461	catulus
medal	trust	0.461	numisma
oblige	trust	0.461	obligo
manage	trust	0.461	administrare
magnetic	trust	0.461	magneticus
custody	trust	0.461	custodia
necessarily	trust	0.461	necessario
partake	trust	0.461	participare
cautious	trust	0.461	cautus
consecration	trust	0.461	consecratio
courier	trust	0.461	tabellarium
bank	trust	0.461	ripae
lesson	trust	0.461	lectio
patriarchal	trust	0.461	patriarchalis
eventually	trust	0.461	computatur
commerce	trust	0.461	mercatura
contains	trust	0.461	eventually
theological	trust	0.461	theologicum
socially	trust	0.461	continet
admitted	trust	0.461	admissus
fortress	trust	0.461	castellum
cathedral	trust	0.455	cathedralis
deputy	trust	0.453	vicarius
commonplace	trust	0.453	commune
puppy	trust	0.453	catulus
president	trust	0.453	praeses
finally	trust	0.453	postremo
governor	trust	0.453	praefectus
synergistic	trust	0.453	synergistic
excited	trust	0.453	excitatur
encomium	trust	0.453	encomium
chart	trust	0.453	chart
perceive	trust	0.453	percipere
insulation	trust	0.453	Nulla
present	trust	0.453	present
oasis	trust	0.453	oasis
eagle	trust	0.453	aquilae
exchange	trust	0.453	commutatio
foresee	trust	0.453	praevidere
strategist	trust	0.453	strategist
journeyman	trust	0.453	iterman
dawn	trust	0.453	aurora
laud	trust	0.453	laud
level	trust	0.453	level
chairwoman	trust	0.453	chairwoman
tradesmen	trust	0.445	socialiter
asserting	trust	0.445	affirmans
negotiate	trust	0.445	pacisci
sensual	trust	0.445	sensuale
chocolate	trust	0.445	scelerisque
crew	trust	0.445	cantavit 
remains	trust	0.445	reliquiae
dictum	trust	0.445	dictum
theorem	trust	0.445	theorema
sir	trust	0.445	domine
employ	trust	0.445	adhibeo
usual	trust	0.445	solitum
operation	trust	0.445	operatio
magnify	trust	0.445	magnificare
director	trust	0.445	director
formula	trust	0.445	formula
chemist	trust	0.445	chemicus
enliven	trust	0.445	vivificat
chancellor	trust	0.445	cancellarius
orthodoxy	trust	0.445	orthodoxy
lodging	trust	0.445	hospitium
exaltation	trust	0.445	exaltatio
lord	trust	0.445	dominus
handbook	trust	0.445	libri
bridegroom	trust	0.445	sponsus
matters	trust	0.445	mangones
orchestra	trust	0.445	orchestra
impart	trust	0.445	impart
statistical	trust	0.445	statistical
indemnity	trust	0.445	indemnitate
governess	trust	0.438	gubernatrix
imagination	trust	0.438	imagination
butler	trust	0.438	pincerna
conformity	trust	0.438	conformitas
digit	trust	0.438	digit
comptroller	trust	0.438	rotulatoris
economy	trust	0.438	oeconomia
conveyancing	trust	0.438	conveyancing
arbitrator	trust	0.438	arbitrum
emphasize	trust	0.438	commendare
exhaustive	trust	0.438	exhaustive
abbot	trust	0.438	abbas
atone	trust	0.438	expiare
cabinet	trust	0.438	scrinium
merci	trust	0.438	res
tandem	trust	0.438	tandem
elite	trust	0.438	electi
inauguration	trust	0.438	inauguratio
elect	trust	0.438	eligere
encore	trust	0.438	coro
villager	trust	0.438	vicanus
oracle	trust	0.438	oraculum
fate	trust	0.438	fatum
sun	trust	0.438	solis
pay	trust	0.430	stipendium
base	trust	0.430	basis
bridal	trust	0.430	epithalamium
persuade	trust	0.430	suadere
lender	trust	0.430	dantis
playful	trust	0.430	lasciva
occupant	trust	0.430	occupantis
impressionable	trust	0.430	impressionable
resources	trust	0.430	opibus
repay	trust	0.430	retribuere
toughness	trust	0.430	fortitudo
rule	trust	0.430	lex
elucidate	trust	0.430	enodare
utopian	trust	0.430	utopian
wealth	trust	0.430	divitiae
compact	trust	0.430	pacto
errand	trust	0.430	verbum
simplify	trust	0.430	simpliciorem
neutrality	trust	0.430	neutralitatis
count	trust	0.430	numerare
grit	trust	0.430	grit
differential	trust	0.430	differentiale
blanket	trust	0.430	stragulum
hail	trust	0.430	Ave
deacon	trust	0.430	diaconus
sentry	trust	0.430	uigilias
bequest	trust	0.430	legata
disclosed	trust	0.430	detectum
cop	trust	0.430	cop
circle	trust	0.430	circulus
grammar	trust	0.430	grammatica
invite	trust	0.430	invite
estimable	trust	0.430	inaestimabilis
maintenance	trust	0.422	sustentationem
supplication	trust	0.422	supplicatio
fixed	trust	0.422	fixum
accountant	trust	0.422	Computantis
sing	trust	0.422	cantare
eulogize	trust	0.422	laudamus
easiest	trust	0.422	merci
dealings	trust	0.422	negotia
axiom	trust	0.422	axioma
enablement	trust	0.422	enable
diary	trust	0.422	commentarius
trading	trust	0.422	negotiatione
perennial	trust	0.422	perennis
primer	trust	0.422	primario
truss	trust	0.422	truss
travel	trust	0.422	itinerantur
apprentice	trust	0.422	discipulus
hymn	trust	0.422	hymn
theocratic	trust	0.422	theocratic
forum	trust	0.422	forum
continue	trust	0.422	continue
supremacy	trust	0.422	principatus
wonderstruck	trust	0.422	mlk
probity	trust	0.422	probitas
parish	trust	0.422	parochialis
treat	trust	0.422	tractare
respite	trust	0.422	dilationem
dominion	trust	0.422	dominium
antiseptic	trust	0.422	antiseptic
assignee	trust	0.422	assignatus
reconsideration	trust	0.422	recogitatio
intend	trust	0.422	intendo
shopkeeper	trust	0.422	tabernarius
commodore	trust	0.414	commodore
fellas	trust	0.414	lesbians 
routine	trust	0.414	exercitatione
cash	trust	0.414	cash
labor	trust	0.414	labor
offering	trust	0.414	oblatio
specialize	trust	0.414	specialize
gazette	trust	0.414	actis
choir	trust	0.414	chorus
cogent	trust	0.414	cogens
deference	trust	0.414	reverentia
serve	trust	0.414	ministrare
leap	trust	0.414	saltu
preservative	trust	0.414	conservans
akin	trust	0.414	cognatus
amortization	trust	0.414	amortizationem
consort	trust	0.414	conjugis
salary	trust	0.414	salarium
incline	trust	0.414	inclino
synod	trust	0.414	synodus
gate	trust	0.414	porta
conglomerate	trust	0.414	coagulum
kudos	trust	0.414	kudos
reporter	trust	0.414	nuntius
trainer	trust	0.414	educator
athlete	trust	0.414	athleta
privilege	trust	0.414	privilegium
rapt	trust	0.414	rapt
transaction	trust	0.414	transaction
radar	trust	0.406	radar
judged	trust	0.406	iudicatus
legislator	trust	0.406	legislator
dermatologist	trust	0.406	dermatologist
executor	trust	0.406	exsecutor
system	trust	0.406	systema
budget	trust	0.406	budget
trophy	trust	0.406	tropaeum
tree	trust	0.406	Arbor
leisure	trust	0.406	otium
fitting	trust	0.406	decet
glorify	trust	0.406	glorificate
sanction	trust	0.406	sanctione
reimbursement	trust	0.406	compensandas
extol	trust	0.406	extolle
patrol	trust	0.406	circuitus
nation	trust	0.406	gens
linguist	trust	0.406	linguist
luxury	trust	0.406	deliciae
abacus	trust	0.406	abacus
gentry	trust	0.398	nobilitatis
intense	trust	0.398	vehemens
neutral	trust	0.398	neutrum
clearance	trust	0.398	alvi deiectio
paths	trust	0.398	Jeremias
iron	trust	0.398	ferrum
ground	trust	0.398	humus
deluxe	trust	0.398	ludo
clan	trust	0.398	familia
climax	trust	0.398	climax
electorate	trust	0.398	electorate
merchandise	trust	0.398	mercatura
favs	trust	0.398	facillimus
eulogy	trust	0.398	laudatio
yearning	trust	0.398	desiderium
explain	trust	0.398	explicare
journalism	trust	0.398	journalism
nest	trust	0.398	nidum
parietal	trust	0.398	parietale
fain	trust	0.398	fain
pursue	trust	0.398	persequi
popular	trust	0.398	popular!
barter	trust	0.398	venundare aliudve
glow	trust	0.398	rutilans
depository	trust	0.398	consignatio
quaint	trust	0.398	quaint
follower	trust	0.391	assecla
surrogate	trust	0.391	vicaria
grin	trust	0.391	subridere
accounts	trust	0.391	rationibus
chandler	trust	0.391	funale
star	trust	0.391	stella
regardless	trust	0.391	admirari
deal	trust	0.391	paciscor
armory	trust	0.391	armamentarium
messenger	trust	0.391	nuntius
recline	trust	0.391	discumbere
escort	trust	0.391	comitatur
stages	trust	0.391	fellas
translation	trust	0.391	translation
eulogistic	trust	0.391	laudator
intercession	trust	0.391	intercessio
usher	trust	0.391	praeconem
downright	trust	0.391	plane
horse	trust	0.391	equus
paean	trust	0.391	paean
homie	trust	0.391	relancer
baggage	trust	0.391	impedimenta
cube	trust	0.391	cubus
label	trust	0.383	pittacium
plaudit	trust	0.383	plaudit
lean	trust	0.383	lean
culinary	trust	0.383	culinaria poneret
larger	trust	0.383	maior
bartender	trust	0.383	minister
crisp	trust	0.383	rigidas
faculty	trust	0.383	facultas
gage	trust	0.383	vadium
curfew	trust	0.383	curfew
fortune	trust	0.383	fortuna
bounty	trust	0.383	largitas
leaning	trust	0.383	recumbens
reparation	trust	0.383	reparatio
encomiastic	trust	0.383	encomiastic
series	trust	0.383	series
edited	trust	0.383	semitae
possess	trust	0.383	possess
someday	trust	0.383	favs
clapping	trust	0.375	plausus
cover	trust	0.375	cover
sex	trust	0.375	sexus
adjust	trust	0.375	adjust
bouquet	trust	0.375	bouquet
picnic	trust	0.375	picnic
personalities	trust	0.375	gradus
assessor	trust	0.375	assessor
differences	trust	0.375	differences
general	trust	0.375	generalis
confederate	trust	0.375	confoederatus
desires	trust	0.375	neglegens
cosmopolitan	trust	0.367	cosmopolitan
manual	trust	0.367	manual
dogma	trust	0.367	dogma
marine	trust	0.367	marine
pretty	trust	0.367	satis
nestle	trust	0.367	nestle
garrison	trust	0.367	praesidium
throne	trust	0.367	thronus
superstar	trust	0.367	superstar
senate	trust	0.367	senatus
dolphin	trust	0.367	delphini
bursary	trust	0.367	bursarium
disclaim	trust	0.367	disclaim
knickers	trust	0.367	knickers
collateral	trust	0.367	collateralis
marrow	trust	0.367	medullis
bargain	trust	0.367	pacisci
magnet	trust	0.367	magnetis
swell	trust	0.367	intumescere
bailiff	trust	0.367	baiulus
periodicity	trust	0.367	periodicity
microscope	trust	0.367	microscopii
money	trust	0.359	pecunia
green	trust	0.359	viridis
lettered	trust	0.359	litteratus
fender	trust	0.359	fender
promo	trust	0.359	promo
dance	trust	0.359	saltare
phalanx	trust	0.359	phalanx
privileged	trust	0.359	privilegiatus
mortgagee	trust	0.359	hypotheca
boomerang	trust	0.359	boomerang
eulogium	trust	0.359	eulogium
roadster	trust	0.359	travelster
calls	trust	0.359	vocat
circumstances	trust	0.359	circumstantiis
footing	trust	0.359	footing
stark	trust	0.359	summae
vulnerable	trust	0.359	vulnerable
fade	trust	0.359	cecidimus
aga	trust	0.359	aga
maxim	trust	0.359	maxim
suggest	trust	0.352	suadeant
banker	trust	0.352	argentarius
crescendo	trust	0.352	crescendo
administrative	trust	0.352	administrativus
laser	trust	0.352	laser
show	trust	0.352	ostende
rave	trust	0.352	flexanima
fuse	trust	0.352	fuse
poll	trust	0.352	poll
tactics	trust	0.352	ratio
seals	trust	0.352	signacula
font	trust	0.352	font
attorney	trust	0.352	advocatus
axiomatic	trust	0.352	axioma
holder	trust	0.344	possessor
purr	trust	0.344	purr
proviso	trust	0.344	lege
playground	trust	0.344	playground
servant	trust	0.344	servus
dame	trust	0.344	domina
lace	trust	0.344	vitta
weigh	trust	0.344	ponderare
dealt	trust	0.344	collins
petit	trust	0.344	homie
entertainment	trust	0.344	entertainment
bounce	trust	0.344	REPENTE
shoutout	trust	0.344	edited
clap	trust	0.344	plaudere
endless	trust	0.344	sine fine
opera	trust	0.336	opera
estimation	trust	0.336	aestimatio
lens	trust	0.336	lens
hairchalk	trust	0.336	aliquando
legislature	trust	0.336	concilium
shoulder	trust	0.336	humerum
cement	trust	0.336	caementum
food	trust	0.336	cibus
repute	trust	0.336	fama
carol	trust	0.336	carol
county	trust	0.336	comitatus
canons	trust	0.328	canones
gauging	trust	0.328	posita
execution	trust	0.328	supplicium
swear	trust	0.328	iurare
wear	trust	0.328	wear
theory	trust	0.328	doctrina
struggles	trust	0.328	desideria
youll	trust	0.328	berminat
corporation	trust	0.328	corporation
zeal	trust	0.328	zelus
unofficial	trust	0.320	privatus
disposed	trust	0.320	dispositus
heyday	trust	0.320	flos
interior	trust	0.320	interior
proxy	trust	0.320	ineundo
fill	trust	0.320	imple 
rod	trust	0.320	rod
aksesoris	trust	0.320	jual
cap	trust	0.320	cap
clerical	trust	0.320	clericale
sib	trust	0.320	sib
pavement	trust	0.320	pavimentum
girder	trust	0.320	cingula
darkest	trust	0.320	bristol
handgel	trust	0.320	personalities
prophylactic	trust	0.312	prophylactic
pill	trust	0.312	pill
spaniel	trust	0.312	spaniel
veal	trust	0.312	vitulina
gubernatorial	trust	0.312	gubernatorial
bruh	trust	0.312	pocketbac
spa	trust	0.312	spa
smith	trust	0.312	smith
imperfections	trust	0.312	monde
reseller	trust	0.312	aneka
hermit	trust	0.305	heremita
exception	trust	0.305	exceptio
actress	trust	0.305	mima
secret	trust	0.305	secreto
warn	trust	0.305	moneo
presumption	trust	0.305	praesumptio
sundial	trust	0.305	horologium
thermometer	trust	0.305	thermometrum
shopping	trust	0.297	shopping
resistance	trust	0.297	resistentia
hairclip	trust	0.297	actum 
pivot	trust	0.297	versorium
flatter	trust	0.297	blandiri
pin	trust	0.297	pin
tickle	trust	0.297	titillatio
levee	trust	0.297	SALUTATIO
congressman	trust	0.297	congressman
mandarin	trust	0.297	mandarin
pith	trust	0.297	pith
divan	trust	0.297	divan
chicane	trust	0.289	chicane
owing	trust	0.289	debebatur
challenges	trust	0.289	petit
zest	trust	0.289	cupido
calf	trust	0.289	vitulus
contagiously	trust	0.289	capillamentum
shorty	trust	0.289	clamare
weight	trust	0.289	pondus
insolvent	trust	0.289	solvendo
machine	trust	0.289	machina
fiesta	trust	0.281	fiesta
mule	trust	0.281	mulus
regrets	trust	0.281	karunia
fisheye	trust	0.281	certamina
gullible	trust	0.281	credulus
surrender	trust	0.281	deditionem
denying	trust	0.281	negando
flirt	trust	0.281	amas
congress	trust	0.273	Congressus
sappy	trust	0.273	inolescere
celebrity	trust	0.273	celebritas
conquer	trust	0.273	vincere
ejaculation	trust	0.273	exclamatio
chubby	trust	0.273	chubby
jellylens	trust	0.273	youll
indent	trust	0.273	indent
autism	trust	0.273	autism
don	trust	0.273	don
rejection	trust	0.273	repudiatio
antifungal	trust	0.266	antifungal
weakness	trust	0.266	infirmitas
khan	trust	0.266	khan
truck	trust	0.266	salsissimus
fashion	trust	0.266	more
dare	trust	0.258	dare
acrobat	trust	0.258	acrobat
zealous	trust	0.258	zelotypus
crumpled	trust	0.258	trans
puff	trust	0.258	puff
defeated	trust	0.258	victus
secrecy	trust	0.250	secretum
fabrication	trust	0.250	fabricatio
rota	trust	0.250	rota
sadness	trust	0.250	tristitia
bureaucracy	trust	0.250	officiale
flange	trust	0.242	LABIUM
obstacle	trust	0.242	impedimentum
denial	trust	0.242	negatio
merchant	trust	0.242	mercator
burden	trust	0.234	onus
bitterness	trust	0.234	amaritudinem
wot	trust	0.234	nescio
gusset	trust	0.234	gusset
alb	trust	0.234	alba
secrets	trust	0.234	sist
criticism	trust	0.234	reprehensio
mag	trust	0.234	sur
faults	trust	0.227	handgel
shyt	trust	0.227	pulsa
devastating	trust	0.227	vastare
reject	trust	0.227	rejiciunt
thrift	trust	0.227	parsimonia
sceptical	trust	0.227	infideliter
flaws	trust	0.227	aksesoris
erotic	trust	0.219	amatorios
