English Word	Emotion	Emotion-Intensity-Score	Belarusian Word
lesson	trust	0.461	урок
patriarchal	trust	0.461	патрыярхальны
eventually	trust	0.461	падлічаны
commerce	trust	0.461	камерцыі
contains	trust	0.461	у рэшце рэшт
theological	trust	0.461	тэалагічны
socially	trust	0.461	змяшчае
admitted	trust	0.461	прызнаўся
fortress	trust	0.461	крэпасць
cathedral	trust	0.455	сабор
deputy	trust	0.453	намеснік
commonplace	trust	0.453	банальнасць
puppy	trust	0.453	шчанюк
president	trust	0.453	прэзідэнт
finally	trust	0.453	нарэшце
governor	trust	0.453	губернатар
synergistic	trust	0.453	сінэргічны
excited	trust	0.453	узбуджаны
encomium	trust	0.453	экоміум
chart	trust	0.453	дыяграма
perceive	trust	0.453	успрымаць
insulation	trust	0.453	ізаляцыя
present	trust	0.453	цяперашні час
oasis	trust	0.453	аазіс
eagle	trust	0.453	арол
exchange	trust	0.453	абмен
foresee	trust	0.453	прадбачыць
strategist	trust	0.453	стратэг
journeyman	trust	0.453	чаляднік
dawn	trust	0.453	світанне
laud	trust	0.453	хваліць
level	trust	0.453	ўзровень
chairwoman	trust	0.453	старшыня
tradesmen	trust	0.445	сацыяльна
asserting	trust	0.445	сцвярджаючы
negotiate	trust	0.445	весці перамовы
sensual	trust	0.445	пачуццёвы
chocolate	trust	0.445	шакалад
crew	trust	0.445	экіпаж
remains	trust	0.445	застаецца
dictum	trust	0.445	выказванне
theorem	trust	0.445	тэарэма
sir	trust	0.445	сэр
employ	trust	0.445	наняць
usual	trust	0.445	звычайны
operation	trust	0.445	аперацыя
magnify	trust	0.445	павялічваць
director	trust	0.445	дырэктар
formula	trust	0.445	формула
chemist	trust	0.445	хімік
enliven	trust	0.445	ажывіць
chancellor	trust	0.445	канцлер
orthodoxy	trust	0.445	праваслаўе
lodging	trust	0.445	жыллё
exaltation	trust	0.445	экзальтацыя
lord	trust	0.445	спадар
handbook	trust	0.445	даведнік
bridegroom	trust	0.445	жаніх
matters	trust	0.445	гандляры
orchestra	trust	0.445	аркестр
impart	trust	0.445	перадаваць
statistical	trust	0.445	статыстычны
indemnity	trust	0.445	кампенсацыя
governess	trust	0.438	гувернантка
imagination	trust	0.438	уяўленне
butler	trust	0.438	дварэцкі
conformity	trust	0.438	адпаведнасць
digit	trust	0.438	лічба
comptroller	trust	0.438	кантралёр
economy	trust	0.438	гаспадарка
conveyancing	trust	0.438	транспарціроўка
arbitrator	trust	0.438	арбітр
emphasize	trust	0.438	падкрэсліць
exhaustive	trust	0.438	вычарпальны
abbot	trust	0.438	настаяцель
atone	trust	0.438	загладзіць
cabinet	trust	0.438	кабінет
merci	trust	0.438	пытанні
tandem	trust	0.438	тандэм
elite	trust	0.438	эліта
inauguration	trust	0.438	інаўгурацыя
elect	trust	0.438	абраны
encore	trust	0.438	біс
villager	trust	0.438	вясковец
oracle	trust	0.438	аракул
fate	trust	0.438	лёс
sun	trust	0.438	сонца
pay	trust	0.430	плаціць
base	trust	0.430	база
bridal	trust	0.430	вясельны
persuade	trust	0.430	пераконваць
lender	trust	0.430	крэдытор
playful	trust	0.430	гуллівы
occupant	trust	0.430	акупант
impressionable	trust	0.430	уражлівы
resources	trust	0.430	рэсурсаў
repay	trust	0.430	пагашаць
toughness	trust	0.430	цвёрдасць
rule	trust	0.430	правіла
elucidate	trust	0.430	высвятляць
utopian	trust	0.430	утапічны
wealth	trust	0.430	багацце
compact	trust	0.430	кампактны
errand	trust	0.430	даручэнне
simplify	trust	0.430	спрасціць
neutrality	trust	0.430	нейтралітэт
count	trust	0.430	разлічваць
grit	trust	0.430	пясчынка
differential	trust	0.430	дыферэнцыял
blanket	trust	0.430	коўдру
hail	trust	0.430	град
deacon	trust	0.430	дыякан
sentry	trust	0.430	вартавы
bequest	trust	0.430	завяшчанне
disclosed	trust	0.430	раскрыты
cop	trust	0.430	паліцэйскі
circle	trust	0.430	круг
grammar	trust	0.430	граматыка
invite	trust	0.430	запрашаць
estimable	trust	0.430	ацэначны
maintenance	trust	0.422	абслугоўванне
supplication	trust	0.422	маленне
fixed	trust	0.422	фіксаваны
accountant	trust	0.422	бухгалтар
sing	trust	0.422	спяваць
eulogize	trust	0.422	хваліць
easiest	trust	0.422	Мерсі
dealings	trust	0.422	здзелкі
axiom	trust	0.422	аксіёма
enablement	trust	0.422	уключэнне
diary	trust	0.422	дзённік
trading	trust	0.422	гандаль
perennial	trust	0.422	мнагалетнік
primer	trust	0.422	буквар
truss	trust	0.422	ферма
travel	trust	0.422	падарожжа
apprentice	trust	0.422	вучань
hymn	trust	0.422	гімн
theocratic	trust	0.422	тэакратычны
forum	trust	0.422	форум
continue	trust	0.422	працягнуць
supremacy	trust	0.422	вяршэнства
wonderstruck	trust	0.422	млк
probity	trust	0.422	добрасумленнасць
parish	trust	0.422	прыход
treat	trust	0.422	лячыць
respite	trust	0.422	перадышка
dominion	trust	0.422	панаванне
antiseptic	trust	0.422	антысептык
assignee	trust	0.422	праванаступнік
reconsideration	trust	0.422	перагляд
intend	trust	0.422	маюць намер
shopkeeper	trust	0.422	крамнік
commodore	trust	0.414	камадор
fellas	trust	0.414	лесбіянкі
routine	trust	0.414	руціна
cash	trust	0.414	наяўныя грошы
labor	trust	0.414	працы
offering	trust	0.414	прапанова
specialize	trust	0.414	спецыялізавацца
gazette	trust	0.414	веснік
choir	trust	0.414	хор
cogent	trust	0.414	пераканаўчы
deference	trust	0.414	павага
serve	trust	0.414	служыць
leap	trust	0.414	скачок
preservative	trust	0.414	кансервант
akin	trust	0.414	падобны
amortization	trust	0.414	амартызацыя
consort	trust	0.414	супруга
salary	trust	0.414	зарплата
incline	trust	0.414	нахіляць
synod	trust	0.414	сінод
gate	trust	0.414	вароты
conglomerate	trust	0.414	кангламерат
kudos	trust	0.414	хвала
reporter	trust	0.414	рэпарцёр
trainer	trust	0.414	трэнер
athlete	trust	0.414	спартсмен
privilege	trust	0.414	прывілей
rapt	trust	0.414	захоплены
transaction	trust	0.414	здзелка
radar	trust	0.406	радар
judged	trust	0.406	судзілі
legislator	trust	0.406	заканадаўца
dermatologist	trust	0.406	дэрматолаг
executor	trust	0.406	выканаўца
system	trust	0.406	сістэма
budget	trust	0.406	бюджэт
trophy	trust	0.406	трафей
tree	trust	0.406	дрэва
leisure	trust	0.406	вольны час
fitting	trust	0.406	прымерка
glorify	trust	0.406	праслаўляць
sanction	trust	0.406	санкцыя
reimbursement	trust	0.406	кампенсацыя
extol	trust	0.406	усхваляць
patrol	trust	0.406	патруль
nation	trust	0.406	нацыі
linguist	trust	0.406	лінгвіст
luxury	trust	0.406	раскоша
abacus	trust	0.406	абак
gentry	trust	0.398	шляхта
intense	trust	0.398	інтэнсіўны
neutral	trust	0.398	нейтральны
clearance	trust	0.398	афармленне
paths	trust	0.398	Ерамія
iron	trust	0.398	жалеза
ground	trust	0.398	зямлю
deluxe	trust	0.398	люкс
clan	trust	0.398	клан
climax	trust	0.398	клімакс
electorate	trust	0.398	электарат
merchandise	trust	0.398	тавар
favs	trust	0.398	прасцей за ўсё
eulogy	trust	0.398	панегірык
yearning	trust	0.398	туга
explain	trust	0.398	растлумачыць
journalism	trust	0.398	публіцыстыка
nest	trust	0.398	гняздо
parietal	trust	0.398	цемянной
fain	trust	0.398	файн
pursue	trust	0.398	пераследваць
popular	trust	0.398	папулярны
barter	trust	0.398	бартэр
glow	trust	0.398	свячэнне
depository	trust	0.398	дэпазітарый
quaint	trust	0.398	мудрагелісты
follower	trust	0.391	паслядоўнік
surrogate	trust	0.391	сурагат
grin	trust	0.391	усмешка
accounts	trust	0.391	рахункі
chandler	trust	0.391	Чандлер
star	trust	0.391	зорка
regardless	trust	0.391	здзіўлены
deal	trust	0.391	справа
armory	trust	0.391	зброевы склад
messenger	trust	0.391	пасыльны
recline	trust	0.391	ляжаць
escort	trust	0.391	эскорт
stages	trust	0.391	хлопцы
translation	trust	0.391	пераклад
eulogistic	trust	0.391	хвалебныя
intercession	trust	0.391	заступніцтва
usher	trust	0.391	канваір
downright	trust	0.391	наўпрост
horse	trust	0.391	конь
paean	trust	0.391	пеан
homie	trust	0.391	рэлансер
baggage	trust	0.391	багажу
cube	trust	0.391	куб
label	trust	0.383	ярлык
plaudit	trust	0.383	апладысменты
lean	trust	0.383	нішчымнае
culinary	trust	0.383	кулінарны
larger	trust	0.383	большы
bartender	trust	0.383	бармэн
crisp	trust	0.383	хрумсткі
faculty	trust	0.383	факультэта
gage	trust	0.383	датчык
curfew	trust	0.383	каменданцкая гадзіна
fortune	trust	0.383	стан
bounty	trust	0.383	шчодрасці
leaning	trust	0.383	абапіраючыся
reparation	trust	0.383	рэпарацыя
encomiastic	trust	0.383	энкаміястычны
series	trust	0.383	серыял
edited	trust	0.383	шляхі
possess	trust	0.383	валодаць
someday	trust	0.383	абранае
clapping	trust	0.375	плясканне ў ладкі
cover	trust	0.375	вокладка
sex	trust	0.375	сэкс
adjust	trust	0.375	наладзіць
bouquet	trust	0.375	букет
picnic	trust	0.375	пікнік
personalities	trust	0.375	этапы
assessor	trust	0.375	засядацель
differences	trust	0.375	адрозненні
general	trust	0.375	агульны
confederate	trust	0.375	канфедэратыўны
desires	trust	0.375	незалежна ад таго
cosmopolitan	trust	0.367	касмапалітычны
manual	trust	0.367	кіраўніцтва
dogma	trust	0.367	догма
marine	trust	0.367	марскі
pretty	trust	0.367	даволі
nestle	trust	0.367	прытуліцца
garrison	trust	0.367	гарнізон
throne	trust	0.367	трон
superstar	trust	0.367	суперзорка
senate	trust	0.367	сенат
dolphin	trust	0.367	дэльфін
bursary	trust	0.367	стыпендыя
disclaim	trust	0.367	адмовіцца ад адказнасці
knickers	trust	0.367	трусы
collateral	trust	0.367	заклад
marrow	trust	0.367	касцяны мозг
bargain	trust	0.367	гандлявацца
magnet	trust	0.367	магніт
swell	trust	0.367	брыняць
bailiff	trust	0.367	судовы выканаўца
periodicity	trust	0.367	перыядычнасць
microscope	trust	0.367	мікраскоп
money	trust	0.359	грошы
green	trust	0.359	зялёны
lettered	trust	0.359	літарамі
fender	trust	0.359	крыло
promo	trust	0.359	прома
dance	trust	0.359	танец
phalanx	trust	0.359	фалангі
privileged	trust	0.359	прывілеяваны
mortgagee	trust	0.359	залогатрымальнік
boomerang	trust	0.359	бумеранг
eulogium	trust	0.359	панегірык
roadster	trust	0.359	родстэр
calls	trust	0.359	званкі
circumstances	trust	0.359	абставіны
footing	trust	0.359	падножка
stark	trust	0.359	рэзкі
vulnerable	trust	0.359	уразлівы
fade	trust	0.359	бляднець
aga	trust	0.359	ага
maxim	trust	0.359	максім
