English Word	Emotion	Emotion-Intensity-Score	Russian Word
ballot	trust	0.531	голосование
accompaniment	trust	0.531	сопровождение
verily	trust	0.531	поистине
inseparable	trust	0.531	неразлучный
analyst	trust	0.531	аналитик
strive	trust	0.531	стремиться
dependent	trust	0.531	зависимый
heavens	trust	0.531	небеса
answerable	trust	0.531	ответственный
school	trust	0.531	школа
terms	trust	0.531	условия
center	trust	0.531	центр
firstborn	trust	0.531	первенец
transcript	trust	0.531	стенограмма
fraternal	trust	0.531	братский
omniscient	trust	0.531	всеведущий
seal	trust	0.531	печать
edification	trust	0.531	назидание
doubtless	trust	0.531	несомненно
deliverance	trust	0.531	избавление
sponsor	trust	0.531	спонсор
expedient	trust	0.531	целесообразный
bride	trust	0.531	невеста
refuge	trust	0.531	убежище
approbation	trust	0.527	одобрение
chaplain	trust	0.523	капеллан
laureate	trust	0.523	лауреат
liberate	trust	0.523	освободить
coronation	trust	0.523	коронация
adoration	trust	0.523	обожание
countenance	trust	0.523	лицо
honeymoon	trust	0.523	Медовый месяц
connoisseur	trust	0.523	знаток
notable	trust	0.523	заметный
benedictory	trust	0.523	благословляющий
celebration	trust	0.523	праздник
neighbor	trust	0.523	сосед
unbroken	trust	0.523	непрерывный
award	trust	0.523	награда
improvement	trust	0.523	улучшение
hug	trust	0.523	обнимать
graduation	trust	0.523	выпускной
correctness	trust	0.523	правильность
winning	trust	0.523	выигрыш
paragon	trust	0.523	образец
ratify	trust	0.523	ратифицировать
powerful	trust	0.523	мощный
elevation	trust	0.523	возвышение
commonwealth	trust	0.523	содружество
account	trust	0.523	учетная запись
unimpeached	trust	0.523	безупречный
taught	trust	0.523	учил
salutary	trust	0.523	благотворный
captivate	trust	0.523	пленять
dictionary	trust	0.523	толковый словарь
nobility	trust	0.523	благородство
ourselves	trust	0.523	выбор
feeling	trust	0.518	чувство
amen	trust	0.516	аминь
committee	trust	0.516	комитет
reverie	trust	0.516	мечтательность
deserve	trust	0.516	заслуживать
fully	trust	0.516	от корки до корки
compliment	trust	0.516	комплимент
obstetrician	trust	0.516	акушер
enchanted	trust	0.516	очарованный
inform	trust	0.516	поставить в известность
association	trust	0.516	ассоциация
credit	trust	0.516	кредит
passwords	trust	0.516	сами
freely	trust	0.516	свободно
framework	trust	0.516	рамки
nobleman	trust	0.516	дворянин
formative	trust	0.516	формирующий
tender	trust	0.516	тендер
measure	trust	0.516	мера
advent	trust	0.516	пришествие
management	trust	0.516	управление
confession	trust	0.516	признание
remedy	trust	0.516	средство
sentinel	trust	0.516	часовой
pray	trust	0.516	молиться
perpetuity	trust	0.516	вечность
tribunal	trust	0.516	трибунал
minded	trust	0.516	мыслящий
organization	trust	0.516	организация
predominant	trust	0.516	преобладающий
volunteer	trust	0.509	волонтер
accolade	trust	0.508	похвалить
courtship	trust	0.508	ухаживание
patronage	trust	0.508	покровительство
philosopher	trust	0.508	философ
confessional	trust	0.508	конфессиональный
diversity	trust	0.508	разнообразие
virgin	trust	0.508	девственник
venerable	trust	0.508	почтенный
policy	trust	0.508	политика
intact	trust	0.508	нетронутый
custodian	trust	0.508	хранитель
automatic	trust	0.508	автоматический
unsurpassed	trust	0.508	непревзойденный
shepherd	trust	0.508	пасти
reward	trust	0.508	награда
beautification	trust	0.508	благоустройство
medical	trust	0.508	медицинский
constable	trust	0.508	констебль
forgiving	trust	0.508	прощающий
tolerance	trust	0.508	толерантность
priest	trust	0.508	священник
enable	trust	0.508	включить
vouch	trust	0.508	ручаться
lieutenant	trust	0.508	лейтенант
instruct	trust	0.508	инструктировать
housewife	trust	0.508	домохозяйка
admissible	trust	0.508	допустимый
sovereign	trust	0.508	государь
amour	trust	0.508	любовь
savor	trust	0.508	Вкус
darling	trust	0.500	дорогой
related	trust	0.500	связанные с
infallibility	trust	0.500	непогрешимость
watchful	trust	0.500	бдительный
nerds	trust	0.500	пароли
instruction	trust	0.500	инструкция
doctrine	trust	0.500	доктрина
birth	trust	0.500	рождение
timing	trust	0.500	выбор времени
infinity	trust	0.500	бесконечность
religions	trust	0.500	ботаники
warden	trust	0.500	надзиратель
optimist	trust	0.500	оптимист
apologetic	trust	0.500	извиняющийся
gateway	trust	0.500	шлюз
pontiff	trust	0.500	понтифик
alive	trust	0.500	в живых
indelible	trust	0.500	неизгладимый
personal	trust	0.500	личный
pious	trust	0.500	благочестивый
majesty	trust	0.500	величие
synchronize	trust	0.500	синхронизировать
guard	trust	0.500	сторожить
retain	trust	0.500	удерживать
romantic	trust	0.500	романтик
superman	trust	0.500	супермен
info	trust	0.500	Информация
backer	trust	0.500	покровитель
undying	trust	0.500	бессмертный
vindication	trust	0.500	оправдание
badge	trust	0.500	значок
treasure	trust	0.500	сокровище
guru	trust	0.500	гуру
church	trust	0.492	церковь
formality	trust	0.492	формальность
contributor	trust	0.492	участник
radiance	trust	0.492	сияние
psalm	trust	0.492	псалом
laudatory	trust	0.492	хвалебный
grandchildren	trust	0.492	внуки
popularity	trust	0.492	популярность
salute	trust	0.492	отдать честь
hosannah	trust	0.492	осанна
attraction	trust	0.492	Привлечение
efforts	trust	0.492	суждение
privy	trust	0.492	тайный
improve	trust	0.492	улучшать
sheriff	trust	0.492	шериф
chairman	trust	0.492	председатель
judgement	trust	0.492	пословицы
harbor	trust	0.492	гавань
elegance	trust	0.492	элегантность
hardy	trust	0.492	выносливый
umpire	trust	0.492	судья
constitute	trust	0.492	составляют
proverbs	trust	0.492	религии
jubilant	trust	0.492	ликующий
aspire	trust	0.492	стремиться
synonymous	trust	0.492	синонимичный
inevitable	trust	0.492	неизбежный
musical	trust	0.492	музыкальный
spokesman	trust	0.492	пресс-секретарь
endow	trust	0.492	наделять
fellow	trust	0.492	парень
grow	trust	0.492	расти
moderator	trust	0.492	Модератор
enjoy	trust	0.484	наслаждаться
found	trust	0.484	найденный
armor	trust	0.484	броня
colonel	trust	0.484	полковник
referee	trust	0.484	рефери
favorite	trust	0.484	любимый
assembly	trust	0.484	сборка
romance	trust	0.484	романтика
confess	trust	0.484	признаваться
sweet	trust	0.484	сладкий
crowning	trust	0.484	венчающий
forecast	trust	0.484	прогноз
affection	trust	0.484	привязанность
approbate	trust	0.484	одобрять
path	trust	0.484	дорожка
concord	trust	0.484	согласие
police	trust	0.484	полиция
countryman	trust	0.484	земляк
income	trust	0.484	доход
ranger	trust	0.484	рейнджер
depth	trust	0.484	глубина
like	trust	0.484	как
voucher	trust	0.484	ваучер
diagnosis	trust	0.484	диагноз
hire	trust	0.484	прокат
clean	trust	0.484	чистый
laudation	trust	0.484	похвала
arbiter	trust	0.484	арбитр
purely	trust	0.477	чисто
votive	trust	0.477	обет
expect	trust	0.477	ожидать
