English Word	Emotion	Emotion-Intensity-Score	Tajik Word
assessment	trust	0.594	арзёбӣ
fairly	trust	0.594	одилона
enlighten	trust	0.594	равшан кардан
strengthen	trust	0.594	мустахкам кардан
nurse	trust	0.594	ҳамшираи шафқат
endowment	trust	0.594	вақф
visionary	trust	0.594	дурандеш
praised	trust	0.594	таъриф кард
eminence	trust	0.594	барҷаста
marry	trust	0.594	издивоҷ кардан
generous	trust	0.594	саховатманд
gratitude	trust	0.594	миннатдорй
sage	trust	0.594	шалфе
tranquility	trust	0.594	оромӣ
openly	trust	0.594	ошкоро
grant	trust	0.594	грант
spouse	trust	0.594	ҳамсар
philanthropic	trust	0.594	хайрхоҳ
regent	trust	0.594	регент
substantiate	trust	0.594	асоснок кардан
commendation	trust	0.594	таъриф
council	trust	0.594	шӯро
efficient	trust	0.594	самаранок
sweetheart	trust	0.589	азизам
bylaw	trust	0.586	оиннома
magnificent	trust	0.586	бошукӯҳ
designation	trust	0.586	таъинот
godly	trust	0.586	худопараст
seniority	trust	0.586	собиқа
conservation	trust	0.586	ҳифз
educational	trust	0.586	тарбиявй
rooted	trust	0.586	реша давондаанд
inheritance	trust	0.586	мерос
diplomacy	trust	0.586	дипломатия
mate	trust	0.586	ҳамсар
convince	trust	0.586	бовар кунонд
unfailing	trust	0.586	бевафо
share	trust	0.586	мубодила
monk	trust	0.586	роҳиб
constitutional	trust	0.586	конституционй
lovely	trust	0.586	зебо
compliance	trust	0.586	риоя
attest	trust	0.586	шадодат медидад
victory	trust	0.586	галаба
serene	trust	0.586	ором
checklist	trust	0.586	рӯйхати тафтиш
husbandry	trust	0.586	чорводорй
enjoying	trust	0.586	лаззат бурдан
revere	trust	0.586	эҳтиром
tribe	trust	0.586	қабила
meritorious	trust	0.586	шоиста
joyful	trust	0.586	шодмон
delegate	trust	0.586	вакил
helper	trust	0.586	мададгор
angelic	trust	0.586	фариштаи
ambition	trust	0.586	шӯҳратпарастӣ
father	trust	0.586	падар
acclaim	trust	0.586	таъриф кардан
testimony	trust	0.586	шаҳодат
collectively	trust	0.586	коллективона
sobriety	trust	0.586	хушьёрй
prestige	trust	0.586	нуфуз
firmness	trust	0.586	устуворй
structural	trust	0.578	сохторӣ
impartiality	trust	0.578	беғаразӣ
navigator	trust	0.578	навигатор
judge	trust	0.578	судя
shelter	trust	0.578	паноҳгоҳ
coexisting	trust	0.578	ҳамзистӣ
unquestioned	trust	0.578	бешубха
careful	trust	0.578	эҳтиёт
obey	trust	0.578	итоат кардан
professor	trust	0.578	профессор
convinced	trust	0.578	бовар кунонд
communion	trust	0.578	муошират
cheerfulness	trust	0.578	хушҳолӣ
inviting	trust	0.578	даъваткунанда
irrefutable	trust	0.578	раднопазир
commandant	trust	0.578	комендант
smile	trust	0.578	табассум
authoritative	trust	0.578	бонуфуз
philanthropist	trust	0.578	хайрхоҳ
legalized	trust	0.578	қонунӣ гардонида шудааст
adore	trust	0.578	мепарастед
upright	trust	0.578	рост
revival	trust	0.578	эҳё
dutiful	trust	0.578	бодиққат
watchdog	trust	0.578	саги посбон
apostle	trust	0.570	расул
volunteers	trust	0.570	ихтиёриён
immaculate	trust	0.570	покиза
adhering	trust	0.570	риоя кардан
unquestionably	trust	0.570	бешубха
advise	trust	0.570	маслиҳат диҳед
punctual	trust	0.570	саривақтӣ
consult	trust	0.570	машварат
ordinance	trust	0.570	фармон
complement	trust	0.570	мукаммалкунанда
modest	trust	0.570	хоксор
everlasting	trust	0.570	абадӣ
compass	trust	0.570	компас
heavenly	trust	0.570	осмонӣ
determinate	trust	0.570	муайян кардан
counsellor	trust	0.570	машваратчй
abundance	trust	0.570	фаровонй
guide	trust	0.570	роҳнамо
earned	trust	0.570	санҷида шуд
pedigree	trust	0.570	насл
relative	trust	0.570	хеши
principal	trust	0.570	асоснок
plausible	trust	0.570	боварибахш
collaborator	trust	0.570	хамкор
connective	trust	0.570	пайвасткунанда
corroboration	trust	0.570	тасдиқ
insure	trust	0.570	сугурта кардан
pilot	trust	0.570	лётчик
unequivocal	trust	0.570	бешубха
matron	trust	0.570	матраҳ
cuddle	trust	0.570	оғӯш кардан
measured	trust	0.570	чен карда шудааст
fort	trust	0.562	қалъа
treasurer	trust	0.562	хазинадор
apostolic	trust	0.562	ҳавворӣ
save	trust	0.562	захира кунед
frankness	trust	0.562	ошкоро
insight	trust	0.562	фаҳмиш
admit	trust	0.562	эътироф
earn	trust	0.562	ба даст овардан
remarkable	trust	0.562	назаррас
strong	trust	0.562	қавӣ
content	trust	0.562	мазмун
vitality	trust	0.562	зиндадилй
prize	trust	0.562	мукофот
vigorous	trust	0.562	пурқувват
congregation	trust	0.562	ҷамъомад
uplift	trust	0.562	баланд бардоштан
spotless	trust	0.562	бенуқсон
devout	trust	0.562	диндор
soothing	trust	0.562	таскинбахш
miracle	trust	0.562	мӯъҷиза
cohesion	trust	0.562	ҳамоҳангӣ
lovemaking	trust	0.562	ишқбозӣ
curable	trust	0.562	табобатшаванда
pleasant	trust	0.562	гуворо
jury	trust	0.562	жюри
pertinent	trust	0.562	дахлдор
succeeding	trust	0.562	муваффакиятнок
concordance	trust	0.562	мувофиқат
jurist	trust	0.562	ҳуқуқшинос
applaud	trust	0.562	чапакзанй мекунанд
ordination	trust	0.562	таъинот
compensate	trust	0.562	ҷуброн кунанд
patience	trust	0.555	сабр
mediate	trust	0.555	миёнарав
coach	trust	0.555	тренер
illumination	trust	0.555	равшанӣ
cultivate	trust	0.555	парвариш кардан
providing	trust	0.555	таъмин
precedence	trust	0.555	афзалият
exalt	trust	0.555	баланд кардан
succeed	trust	0.555	муваффак шаванд
inclusion	trust	0.555	дохил кардан
meditate	trust	0.555	мулоҳиза кунед
coalesce	trust	0.555	муттаҳид шудан
betrothed	trust	0.555	никоҳ карда буд
midwife	trust	0.555	акушерка
veteran	trust	0.555	ветеран
destined	trust	0.555	таъин шудааст
auditor	trust	0.555	аудитор
privacy	trust	0.555	махфият
restorative	trust	0.555	барқароркунанда
influential	trust	0.555	таъсирбахш
impartial	trust	0.555	холисона
discretion	trust	0.555	ихтиёр
foresight	trust	0.555	дурандешй
congruence	trust	0.555	мувофиқат
worship	trust	0.555	ибодат кардан
constant	trust	0.555	доимӣ
reunion	trust	0.555	боздид
intuition	trust	0.555	интуиция
reconciliation	trust	0.555	оштишавй
ambulance	trust	0.555	ёрии таъчилй
defender	trust	0.555	ҳимоятгар
greatness	trust	0.555	бузургӣ
buddy	trust	0.555	дустам
vote	trust	0.555	овоз додан
physicist	trust	0.555	физик
prophet	trust	0.555	пайғамбар
prevalent	trust	0.547	паҳншуда
eyewitness	trust	0.547	шоҳиди айнӣ
durable	trust	0.547	пойдор
prudent	trust	0.547	оқилона
securities	trust	0.547	когазхои киматнок
salvation	trust	0.547	наҷот
govern	trust	0.547	идора кардан
law	trust	0.547	қонун
proud	trust	0.547	ифтихор
cheer	trust	0.547	шод
reinforcement	trust	0.547	таҳким
promises	trust	0.547	ба даст овардаанд
invocation	trust	0.547	даъват
provide	trust	0.547	таъмин намояд
friendly	trust	0.547	дустона
commanding	trust	0.547	фармонфармой
temperate	trust	0.547	муътадил
conciliation	trust	0.547	созиш
convent	trust	0.547	монастир
heritage	trust	0.547	мерос
independence	trust	0.547	истиклолият
rejoice	trust	0.547	шод бошед
engaging	trust	0.547	ҷалбкунанда
readiness	trust	0.547	омодагӣ
registry	trust	0.547	феҳрист
statement	trust	0.547	изхорот
liberty	trust	0.547	озодй
forgive	trust	0.547	бахшидан
ancestral	trust	0.547	аҷдодӣ
impenetrable	trust	0.547	касногузар
choices	trust	0.539	ваъда медихад
psalms	trust	0.539	забур
majority	trust	0.539	аксарият
antidote	trust	0.539	зидди дору
tantamount	trust	0.539	баробар аст
perfect	trust	0.539	комил
regularity	trust	0.539	мунтазам
chronicle	trust	0.539	хроника
ensemble	trust	0.539	ансамбль
applause	trust	0.539	чапакзанй
obedience	trust	0.539	итоат кардан
aspiring	trust	0.539	орзуманд
watchman	trust	0.539	посбон
inimitable	trust	0.539	бемисл
chastity	trust	0.539	покдоманӣ
architecture	trust	0.539	меъморй
stamina	trust	0.539	тобоварй
delightful	trust	0.539	дилкаш
exalted	trust	0.539	сарбаланд
relevant	trust	0.539	дахлдор
reinforcements	trust	0.539	таквиятхо
proctor	trust	0.539	проектор
immovable	trust	0.539	ғайриманқул
instructions	trust	0.539	дастурҳо
define	trust	0.539	муайян
uncensured	trust	0.539	беэътибор
institute	trust	0.539	институт
responsive	trust	0.539	ҷавобгӯ
recovery	trust	0.539	барқароршавӣ
obliging	trust	0.539	ӯҳдадор
obvious	trust	0.539	равшан
forefathers	trust	0.539	гузаштагон
eager	trust	0.539	майл
inoculation	trust	0.539	эмкунӣ
admitting	trust	0.539	эътироф кардан
memorable	trust	0.539	хотирмон
hospital	trust	0.531	беморхона
rescue	trust	0.531	наҷот
deed	trust	0.531	амал
princely	trust	0.531	шоҳзода
retirement	trust	0.531	ба нафақа баромадан
cradle	trust	0.531	гахвора
immunization	trust	0.531	эмкунӣ
bloom	trust	0.531	гул кардан
candid	trust	0.531	ошкоро
evergreen	trust	0.531	ҳамешасабз
ballot	trust	0.531	бюллетень
accompaniment	trust	0.531	ҳамроҳӣ
verily	trust	0.531	дар ҳақиқат
inseparable	trust	0.531	чудонашаванда
analyst	trust	0.531	таҳлилгар
strive	trust	0.531	саъй кун
dependent	trust	0.531	вобаста аст
heavens	trust	0.531	осмонҳо
answerable	trust	0.531	ҷавобгар
school	trust	0.531	мактаб
terms	trust	0.531	шартҳо
center	trust	0.531	марказ
firstborn	trust	0.531	нахустзода
transcript	trust	0.531	транскрипт
fraternal	trust	0.531	бародарона
omniscient	trust	0.531	донишманд
seal	trust	0.531	мӯҳр
edification	trust	0.531	тарбия
doubtless	trust	0.531	бешубха
deliverance	trust	0.531	раҳоӣ
sponsor	trust	0.531	сарпараст
expedient	trust	0.531	ба максад мувофик
bride	trust	0.531	арӯс
refuge	trust	0.531	паноҳгоҳ
approbation	trust	0.527	тасдик
chaplain	trust	0.523	капеллан
laureate	trust	0.523	лауреат
liberate	trust	0.523	озод кардан
coronation	trust	0.523	тоҷгузорӣ
adoration	trust	0.523	парастиш
countenance	trust	0.523	чеҳра
honeymoon	trust	0.523	моҳи асал
connoisseur	trust	0.523	донишманд
notable	trust	0.523	назаррас
benedictory	trust	0.523	хайрхоҳ
celebration	trust	0.523	ҷашн
neighbor	trust	0.523	хамсоя
unbroken	trust	0.523	вайроннашуда
award	trust	0.523	мукофот
improvement	trust	0.523	беҳтаршавӣ
hug	trust	0.523	оғӯш
graduation	trust	0.523	хатм
correctness	trust	0.523	дурустӣ
winning	trust	0.523	ғолибият
paragon	trust	0.523	парагон
ratify	trust	0.523	тасдик намояд
powerful	trust	0.523	тавоно
elevation	trust	0.523	баландӣ
commonwealth	trust	0.523	иттиҳод
account	trust	0.523	ҳисоб
unimpeached	trust	0.523	бетаъсир
taught	trust	0.523	таълим медод
salutary	trust	0.523	салом
captivate	trust	0.523	мафтун кардан
dictionary	trust	0.523	луғат
nobility	trust	0.523	ашроф
ourselves	trust	0.523	интихобҳо
feeling	trust	0.518	эҳсос
amen	trust	0.516	омин
committee	trust	0.516	комитет
reverie	trust	0.516	хаёл
deserve	trust	0.516	сазовор
fully	trust	0.516	пурра
compliment	trust	0.516	таъриф
obstetrician	trust	0.516	акушер
enchanted	trust	0.516	сехр карда
inform	trust	0.516	хабар диханд
association	trust	0.516	ассотсиатсия
credit	trust	0.516	кредит
passwords	trust	0.516	худамон
freely	trust	0.516	озодона
framework	trust	0.516	чаҳорчӯба
nobleman	trust	0.516	бузургвор
formative	trust	0.516	ташкилкунанда
tender	trust	0.516	тендер
measure	trust	0.516	тадбир
advent	trust	0.516	пайдоиш
management	trust	0.516	идоракунй
confession	trust	0.516	икрор шудан
remedy	trust	0.516	илоч
sentinel	trust	0.516	посбон
pray	trust	0.516	дуо кунед
perpetuity	trust	0.516	абадӣ
tribunal	trust	0.516	трибунал
minded	trust	0.516	фикр мекард
organization	trust	0.516	ташкилот
predominant	trust	0.516	бартаридошта
volunteer	trust	0.509	ихтиёрй
accolade	trust	0.508	таъриф
courtship	trust	0.508	хостгорӣ
patronage	trust	0.508	сарпарастй
philosopher	trust	0.508	файласуф
confessional	trust	0.508	эътирофкунанда
diversity	trust	0.508	гуногунрангӣ
virgin	trust	0.508	бокира
