English Word	Emotion	Emotion-Intensity-Score	Polish Word
yell	surprise	0.695	krzyk
unprecedented	surprise	0.695	bez precedensu
strike	surprise	0.695	strajk
volatility	surprise	0.695	zmienność
urgent	surprise	0.695	pilne
stab	surprise	0.695	zasztyletować
disturbance	surprise	0.688	niepokojenie
carnage	surprise	0.688	rzeź
incredible	surprise	0.688	niesamowite
spectacular	surprise	0.688	spektakularny
thrill	surprise	0.680	dreszczyk
recklessness	surprise	0.680	lekkomyślność
clamor	surprise	0.680	krzyk
monstrous	surprise	0.680	potworny
slap	surprise	0.680	policzkować
inexplicable	surprise	0.672	niewytłumaczalny
terrorist	surprise	0.672	terrorysta
exciting	surprise	0.672	ekscytujący
accidental	surprise	0.672	przypadkowy
accidentally	surprise	0.672	przypadkowo
striking	surprise	0.672	uderzający
captivate	surprise	0.672	Urzec
exhilaration	surprise	0.672	podekscytowanie
topple	surprise	0.664	przewracać się
dire	surprise	0.664	straszny
revolution	surprise	0.664	rewolucja
volcano	surprise	0.664	wulkan
freakish	surprise	0.664	kapryśny
revolt	surprise	0.656	bunt
bloodshed	surprise	0.656	rozlew krwi
sneak	surprise	0.656	skradać się
unspeakable	surprise	0.656	niewypowiedziany
incendiary	surprise	0.656	zapalający
epidemic	surprise	0.648	epidemia
violent	surprise	0.648	brutalny
disruption	surprise	0.648	przerwanie
amazingly	surprise	0.648	zadziwiająco
mutiny	surprise	0.648	bunt
spellbound	surprise	0.648	zaklęty
cyclone	surprise	0.648	cyklon
unsuspecting	surprise	0.648	niczego niepodejrzewający
attacking	surprise	0.648	napadający
unintended	surprise	0.648	niezamierzony
shout	surprise	0.641	krzyczeć
indescribable	surprise	0.641	nie do opisania
tumult	surprise	0.641	zgiełk
improvisation	surprise	0.641	improwizacja
wildfire	surprise	0.641	pożar
excitation	surprise	0.641	pobudzenie
screech	surprise	0.641	pisk
enthusiasm	surprise	0.641	entuzjazm
uncertain	surprise	0.633	niepewny
plunder	surprise	0.633	grabież
gape	surprise	0.633	rozwarcie
treachery	surprise	0.633	zdrada
agape	surprise	0.633	agapa
anomaly	surprise	0.633	anomalia
presto	surprise	0.633	presto
apparition	surprise	0.633	zjawa
wonderment	surprise	0.625	zdziwienie
slaughtering	surprise	0.625	ubój
trick	surprise	0.625	sztuczka
mystery	surprise	0.625	tajemnica
murderous	surprise	0.625	morderczy
distress	surprise	0.625	rozpacz
sorcery	surprise	0.625	czary
excited	surprise	0.625	podekscytowany
tempest	surprise	0.625	nawałnica
urgency	surprise	0.625	pilna sprawa
inimaginable	surprise	0.617	niewyobrażalne
intrusive	surprise	0.617	natrętny
quickness	surprise	0.617	szybkość
intense	surprise	0.617	intensywny
trickery	surprise	0.617	naciągnięcie
vanish	surprise	0.617	znikać
prank	surprise	0.617	wybryk
murder	surprise	0.617	morderstwo
thief	surprise	0.609	złodziej
blindfold	surprise	0.609	po omacku
unstable	surprise	0.609	nietrwały
strangle	surprise	0.609	udusić
coup	surprise	0.609	pucz
magical	surprise	0.609	magiczny
shatter	surprise	0.609	roztrzaskać
splash	surprise	0.609	pluśnięcie
stupor	surprise	0.602	otępienie
inconceivable	surprise	0.602	niepojęty
betray	surprise	0.602	zdradzać
defy	surprise	0.602	przeciwstawiać się
jubilee	surprise	0.602	jubileusz
assail	surprise	0.602	atakować
deluge	surprise	0.602	potop
tackle	surprise	0.602	przybory
monstrosity	surprise	0.594	potworność
lightning	surprise	0.594	Błyskawica
stupendous	surprise	0.594	zdumiewający
shrill	surprise	0.594	przenikliwy
mishap	surprise	0.594	nieszczęście
alerts	surprise	0.594	alerty
mysterious	surprise	0.586	tajemniczy
randomly	surprise	0.586	losowo
wild	surprise	0.586	dziki
deceit	surprise	0.586	oszustwo
bonus	surprise	0.586	premia
pitfall	surprise	0.586	pułapka
uncanny	surprise	0.586	niesamowity
wondrous	surprise	0.586	cudowny
premature	surprise	0.578	przedwczesny
stagger	surprise	0.578	chwiać się na nogach
rejoicing	surprise	0.578	radość
godsend	surprise	0.578	wybawienie
jubilant	surprise	0.578	uradowany
electric	surprise	0.578	elektryczny
raving	surprise	0.578	bredzenie
bizarre	surprise	0.578	dziwaczny
death	surprise	0.578	śmierć
fluke	surprise	0.578	fuks
oddity	surprise	0.578	kuriozum
dynamic	surprise	0.570	dynamiczny
dismay	surprise	0.570	przerażenie
revenge	surprise	0.570	zemsta
nefarious	surprise	0.562	nikczemny
fascinate	surprise	0.562	fascynować
jerk	surprise	0.562	szarpać
ecstatic	surprise	0.562	ekstatyczny
reward	surprise	0.562	nagroda
uncover	surprise	0.562	odkryć
reappear	surprise	0.562	ponownie się pojawić
zany	surprise	0.555	błazen
whim	surprise	0.555	kaprys
thaumaturgy	surprise	0.555	taumaturgia
conjure	surprise	0.555	czarować
crescendo	surprise	0.555	crescendo
rescue	surprise	0.547	ratować
daze	surprise	0.547	oszołomienie
heroism	surprise	0.547	bohaterstwo
illuminate	surprise	0.547	oświetlać
winner	surprise	0.547	zwycięzca
ejaculation	surprise	0.547	wytrysk
thwart	surprise	0.547	udaremniać
rarity	surprise	0.547	rzadkość
unbridled	surprise	0.547	nieokiełznany
tantalizing	surprise	0.547	kuszące
punch	surprise	0.539	dziurkacz
cheer	surprise	0.539	wiwat
treason	surprise	0.539	zdrada
violation	surprise	0.539	naruszenie
celebration	surprise	0.539	uroczystość
illusion	surprise	0.539	iluzja
marvel	surprise	0.539	podziwiać
lucky	surprise	0.539	Szczęściarz
lunge	surprise	0.539	lonża
interrupt	surprise	0.539	przerwać
insult	surprise	0.539	zniewaga
concealed	surprise	0.531	ukryty
snag	surprise	0.531	szkopuł
sensation	surprise	0.531	uczucie
banger	surprise	0.531	banger
fearfully	surprise	0.531	ze strachem
affront	surprise	0.531	afront
jest	surprise	0.531	żart
undiscovered	surprise	0.523	nieodkryty
liberate	surprise	0.523	uwalniać
veer	surprise	0.523	skręcać
abandonment	surprise	0.523	porzucenie
immediacy	surprise	0.523	bezpośredniość
improvise	surprise	0.523	improwizować
victimized	surprise	0.523	represjonowany
scorpion	surprise	0.523	Skorpion
majestic	surprise	0.523	majestatyczny
wonder	surprise	0.523	cud
rejoice	surprise	0.523	radować się
tickle	surprise	0.516	łaskotać
chance	surprise	0.516	szansa
yelp	surprise	0.516	skowyt
howl	surprise	0.516	wycie
stealthily	surprise	0.516	ukradkiem
unintentionally	surprise	0.508	nieumyślnie
magnificent	surprise	0.508	wspaniały
reflex	surprise	0.508	odruch
garish	surprise	0.508	krzykliwy
transcendence	surprise	0.508	transcendencja
rave	surprise	0.508	zachwycać się
luck	surprise	0.508	szczęście
swerve	surprise	0.508	zboczenie
pop	surprise	0.508	Muzyka pop
enliven	surprise	0.500	ożywiać
slayer	surprise	0.500	pogromca
remarkable	surprise	0.500	niezwykły
infrequent	surprise	0.500	nieczęsty
pang	surprise	0.500	ostry ból
erotic	surprise	0.500	erotyczny
misbehavior	surprise	0.500	sprawka
diversion	surprise	0.500	dywersja
heroic	surprise	0.500	heroiczny
alertness	surprise	0.500	czujność
marvelous	surprise	0.500	cudowny
fainting	surprise	0.500	półomdlały
embarrassment	surprise	0.500	zakłopotanie
nab	surprise	0.492	złapać
birthday	surprise	0.492	urodziny
camouflage	surprise	0.492	kamuflaż
unutterable	surprise	0.492	niewypowiedziany
chimera	surprise	0.492	chimera
trump	surprise	0.492	atut
decoy	surprise	0.492	maniak
infarct	surprise	0.492	zawał
greatness	surprise	0.492	wielkość
exigent	surprise	0.492	wymagający
prick	surprise	0.484	ukłucie
variable	surprise	0.484	zmienny
curiosity	surprise	0.484	ciekawość
daemon	surprise	0.484	demon
inexpressible	surprise	0.484	niewyrażalny
magician	surprise	0.484	magik
underestimate	surprise	0.484	zbagatelizować
fanfare	surprise	0.484	fanfara
horde	surprise	0.484	horda
zeal	surprise	0.484	gorliwość
incident	surprise	0.477	incydent
illumination	surprise	0.477	oświetlenie
chicane	surprise	0.477	szykany
sneeze	surprise	0.477	kichać
subversive	surprise	0.477	wywrotowy
gawk	surprise	0.477	gapić się
fortune	surprise	0.477	fortuna
strange	surprise	0.477	dziwny
dreadfully	surprise	0.477	piekielnie
unguarded	surprise	0.477	nieopatrzny
prowl	surprise	0.469	grasować
reversal	surprise	0.469	odwrócenie
wizard	surprise	0.469	czarodziej
rapid	surprise	0.469	nagły
leery	surprise	0.469	szczwany
break	surprise	0.461	przerwanie
slip	surprise	0.461	poślizg
divergent	surprise	0.461	rozbieżny
hilarious	surprise	0.461	zabawny
coincidence	surprise	0.461	zbieg okoliczności
subito	surprise	0.461	subit
overestimate	surprise	0.453	przeszacować
ordeal	surprise	0.453	ciężka próba
evanescence	surprise	0.453	efemeryczność
merriment	surprise	0.453	wesołość
raffle	surprise	0.453	loteria
winning	surprise	0.453	zwycięski
wonderful	surprise	0.453	wspaniale
hoax	surprise	0.453	żart
confession	surprise	0.453	wyznanie
splendid	surprise	0.445	znakomity
stound	surprise	0.445	zdumiewający
perchance	surprise	0.445	ewentualnie
excel	surprise	0.445	przewyższać
enthusiast	surprise	0.445	entuzjasta
gambling	surprise	0.445	hazard
feat	surprise	0.445	wyczyn
laughter	surprise	0.445	śmiech
brighten	surprise	0.438	rozjaśnić
unique	surprise	0.438	unikalny
senseless	surprise	0.438	bezsensowny
changeable	surprise	0.438	zmienny
splendor	surprise	0.438	splendor
rapt	surprise	0.438	skupiony
unintentional	surprise	0.438	nieumyślny
fascination	surprise	0.430	fascynacja
trepidation	surprise	0.430	drżenie
lawsuit	surprise	0.430	pozew sądowy
gift	surprise	0.430	prezent
stealthy	surprise	0.430	ukradkowy
fiesta	surprise	0.430	fiesta
intrigue	surprise	0.430	intryga
delighted	surprise	0.430	zachwycony
judgment	surprise	0.422	osąd
stealth	surprise	0.422	podstęp
enchant	surprise	0.422	zaczarować
originality	surprise	0.422	oryginalność
riddle	surprise	0.422	zagadka
quicksilver	surprise	0.422	rtęć
illegitimate	surprise	0.414	nieślubny
experiment	surprise	0.414	eksperyment
elusive	surprise	0.414	nieuchwytny
syncope	surprise	0.414	omdlenie
liberation	surprise	0.414	oswobodzenie
spirits	surprise	0.414	duchy
perjury	surprise	0.414	krzywoprzysięstwo
veracity	surprise	0.414	prawdziwość
parade	surprise	0.406	parada
applause	surprise	0.406	oklaski
inspired	surprise	0.406	natchniony
allure	surprise	0.406	wabić
eager	surprise	0.406	chętny
gambler	surprise	0.406	hazardzista
fete	surprise	0.406	święto
divorce	surprise	0.398	rozwód
guess	surprise	0.398	zgadywać
princely	surprise	0.398	książęcy
burlesque	surprise	0.398	groteska
secrecy	surprise	0.398	tajność
incontinence	surprise	0.391	niemożność utrzymania
peri	surprise	0.391	pery
cheerful	surprise	0.391	wesoły
hermaphrodite	surprise	0.391	hermafrodyta
supremacy	surprise	0.391	zwierzchnictwo
aspiration	surprise	0.391	dążenie
buck	surprise	0.383	bryknięcie
lose	surprise	0.383	stracić
cadaver	surprise	0.383	zwłoki
crowning	surprise	0.383	koronny
praiseworthy	surprise	0.383	godny pochwały
inheritance	surprise	0.383	dziedzictwo
score	surprise	0.383	wynik
gulp	surprise	0.375	łyk
camouflaged	surprise	0.375	zakamuflowany
advance	surprise	0.375	osiągnięcie
succeed	surprise	0.375	odnieść sukces
frisky	surprise	0.375	rozbrykany
mystic	surprise	0.375	mistyk
compliment	surprise	0.375	komplement
hope	surprise	0.367	nadzieja
joker	surprise	0.367	żartowniś
sparkle	surprise	0.367	blask
excavation	surprise	0.367	wykop
sensual	surprise	0.367	zmysłowy
entertainment	surprise	0.359	zabawa
feeling	surprise	0.359	uczucie
modify	surprise	0.352	modyfikować
blessings	surprise	0.352	błogosławieństwa
newcomer	surprise	0.352	przybysz
obit	surprise	0.352	Obit
postponement	surprise	0.352	odroczenie
award	surprise	0.352	nagroda
clown	surprise	0.352	błazen
highest	surprise	0.344	najwyższy
hero	surprise	0.344	bohater
glorify	surprise	0.344	chwalić
proficiency	surprise	0.344	biegłość
start	surprise	0.344	początek
wonderfully	surprise	0.344	fenomenalnie
celebrity	surprise	0.344	sława
rekindle	surprise	0.336	ożywiać
optimism	surprise	0.336	optymizm
sanctify	surprise	0.336	uświęcać
unbeaten	surprise	0.336	nie pobity
prodigious	surprise	0.336	cudowny
grin	surprise	0.336	szeroki uśmiech
memorable	surprise	0.336	niezapomniany
warned	surprise	0.336	ostrzeżony
dissolution	surprise	0.336	rozpuszczenie
hypertrophy	surprise	0.328	hipertrofia
admiration	surprise	0.328	podziw
examination	surprise	0.320	badanie
angel	surprise	0.320	anioł
present	surprise	0.320	teraźniejszość
catch	surprise	0.320	złapać
hap	surprise	0.320	być może
saint	surprise	0.312	święty
embrace	surprise	0.312	uścisk
flirt	surprise	0.312	flirt
puma	surprise	0.312	puma
kiss	surprise	0.312	pocałunek
liberty	surprise	0.312	wolność
scrimmage	surprise	0.312	bójka
treat	surprise	0.312	leczyć
inaffable	surprise	0.312	nieuprzejmy
occasional	surprise	0.312	okolicznościowy
dismissal	surprise	0.312	zwolnienie
perfection	surprise	0.305	doskonałość
saintly	surprise	0.305	świętobliwy
gratify	surprise	0.305	zaspokoić
generosity	surprise	0.305	hojność
sally	surprise	0.305	wypad
palpable	surprise	0.297	namacalny
finally	surprise	0.297	wreszcie
differently	surprise	0.297	różnie
polarity	surprise	0.297	biegunowość
ceremony	surprise	0.297	ceremonia
favorable	surprise	0.297	korzystny
larger	surprise	0.297	większy
warn	surprise	0.297	ostrzegać
medal	surprise	0.289	medal
romance	surprise	0.289	romans
inviting	surprise	0.289	atrakcyjny
greeting	surprise	0.289	Powitanie
resignation	surprise	0.281	rezygnacja
accolade	surprise	0.281	uznanie
labor	surprise	0.281	praca
candid	surprise	0.281	szczery
trip	surprise	0.281	wycieczka
stare	surprise	0.273	gapić się
admire	surprise	0.266	podziwiać
glimmer	surprise	0.266	ogienek
playful	surprise	0.266	figlarny
somatic	surprise	0.266	somatyczny
festival	surprise	0.266	festiwal
mimicry	surprise	0.266	mimika
insolvency	surprise	0.266	niewypłacalność
immerse	surprise	0.266	zanurzać
invite	surprise	0.266	zapraszać
compensate	surprise	0.266	kompensować
receiving	surprise	0.258	otrzymujący
complement	surprise	0.258	komplement
chuckle	surprise	0.258	chichot
laugh	surprise	0.258	śmiać się
hypothesis	surprise	0.258	hipoteza
honeymoon	surprise	0.250	Miesiąc miodowy
opera	surprise	0.242	opera
pleasant	surprise	0.242	przyjemne
marry	surprise	0.242	ożenić
independence	surprise	0.242	niezależność
chant	surprise	0.234	intonować
holiness	surprise	0.234	świętość
assessment	surprise	0.234	oszacowanie
rhythmical	surprise	0.234	rytmiczny
hopeful	surprise	0.234	pełen nadziei
leave	surprise	0.234	Odejdź
trophy	surprise	0.234	trofeum
deal	surprise	0.227	sprawa
procession	surprise	0.227	procesja
placard	surprise	0.227	afisz
shopping	surprise	0.219	zakupy
musical	surprise	0.219	musical
cherish	surprise	0.219	kochać
good	surprise	0.219	Dobry
dawn	surprise	0.211	świt
simplify	surprise	0.211	uproszczać
shell	surprise	0.211	powłoka
morals	surprise	0.203	moralność
money	surprise	0.203	pieniądze
nullify	surprise	0.203	unieważnić
purity	surprise	0.203	czystość
sweet	surprise	0.203	Słodkie
synchronize	surprise	0.195	synchronizować
precious	surprise	0.195	cenny
humanitarian	surprise	0.195	humanitarny
preservative	surprise	0.195	konserwant
unfulfilled	surprise	0.195	niespełnione
obliging	surprise	0.188	uczynny
singularly	surprise	0.188	niezwykle
graduation	surprise	0.180	ukończenie szkoły
foresee	surprise	0.180	przewidywać
pray	surprise	0.180	módl się
lovely	surprise	0.180	śliczny
thirst	surprise	0.172	pragnienie
mouth	surprise	0.172	usta
youth	surprise	0.172	młodzież
sun	surprise	0.172	słońce
art	surprise	0.172	sztuka
goodness	surprise	0.164	dobroć
latent	surprise	0.156	utajony
visor	surprise	0.156	przyłbica
overdue	surprise	0.156	zaległy
practiced	surprise	0.156	doświadczony
loyal	surprise	0.148	wierny
expect	surprise	0.148	oczekiwać
wireless	surprise	0.148	bezprzewodowy
destination	surprise	0.148	przeznaczenie
infant	surprise	0.141	Dziecko
cream	surprise	0.141	krem
slush	surprise	0.141	breja
quote	surprise	0.141	cytat
playground	surprise	0.133	plac zabaw
vote	surprise	0.125	głosować
teach	surprise	0.125	uczyć
organization	surprise	0.125	organizacja
dolphin	surprise	0.117	delfin
weight	surprise	0.117	waga
smile	surprise	0.117	uśmiech
sisterhood	surprise	0.109	siostrzeństwo
cable	surprise	0.109	kabel
sunny	surprise	0.102	słoneczny
steady	surprise	0.094	stały
peaceful	surprise	0.086	spokojna
spa	surprise	0.086	spa
leisure	surprise	0.086	wypoczynek
picnic	surprise	0.078	piknik
tree	surprise	0.078	drzewo
worm	surprise	0.055	robak
truthfulness	trust	0.906	prawdomówność
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	godna zaufania
honor	trust	0.844	zaszczyt
honesty	trust	0.844	uczciwość
honest	trust	0.844	uczciwy
truth	trust	0.844	prawda
truthful	trust	0.836	prawdomówny
trusting	trust	0.836	ufny
brotherhood	trust	0.820	braterstwo
entrust	trust	0.812	powierzać
committed	trust	0.805	zaangażowany
loyalty	trust	0.805	lojalność
integrity	trust	0.805	uczciwość
honorable	trust	0.805	honorowy
trust	trust	0.805	zaufanie
credibility	trust	0.805	wiarygodność
faithful	trust	0.797	wierny
sincere	trust	0.797	szczery
partnership	trust	0.789	Współpraca
responsible	trust	0.789	odpowiedzialny
true	trust	0.789	PRAWDA
wisdom	trust	0.789	mądrość
verification	trust	0.781	weryfikacja
cooperative	trust	0.781	spółdzielnia
vow	trust	0.781	przysięga
oath	trust	0.781	przysięga
respectable	trust	0.773	poważny
sisterhood	trust	0.773	siostrzeństwo
hero	trust	0.773	bohater
credible	trust	0.773	wiarygodny
promise	trust	0.773	obietnica
verified	trust	0.773	zweryfikowane
qualified	trust	0.766	wykwalifikowany
authentication	trust	0.766	uwierzytelnianie
respected	trust	0.766	szanowany
compassion	trust	0.759	współczucie
approval	trust	0.758	aprobata
moral	trust	0.758	morał
reliability	trust	0.758	niezawodność
trusts	trust	0.758	zaufany
safekeeping	trust	0.758	przechowanie
reputable	trust	0.758	renomowany
love	trust	0.758	kocham
friend	trust	0.750	przyjaciel
stable	trust	0.750	stabilny
authentic	trust	0.750	autentyczny
competence	trust	0.750	kompetencja
safeguard	trust	0.750	zabezpieczenie
companion	trust	0.750	towarzysz
advised	trust	0.750	rozmyślny
respect	trust	0.750	Poszanowanie
loyal	trust	0.750	wierny
genuine	trust	0.750	prawdziwy
friendships	trust	0.750	ufa
ally	trust	0.750	sprzymierzyć
proven	trust	0.742	udowodniony
freedom	trust	0.742	wolność
respects	trust	0.742	wyrazy szacunku
accepting	trust	0.742	przyjaźnie
faith	trust	0.742	wiara
wholesome	trust	0.742	zdrowy
heartfelt	trust	0.734	serdeczny
unification	trust	0.734	zjednoczenie
confirmation	trust	0.734	potwierdzenie
protecting	trust	0.734	ochrona
reassurance	trust	0.734	reasekuracja
trustee	trust	0.734	powiernik
supporter	trust	0.734	kibic
respectful	trust	0.734	pełen szacunku
admirable	trust	0.734	zachwycający
fact	trust	0.727	fakt
friendship	trust	0.727	przyjaźń
partners	trust	0.727	akceptowanie
confidentially	trust	0.727	poufnie
confident	trust	0.727	pewny siebie
equality	trust	0.727	równość
alliance	trust	0.727	Sojusz
credential	trust	0.727	poświadczenie
believing	trust	0.727	wierząc
excellence	trust	0.727	doskonałość
agreement	trust	0.727	umowa
closeness	trust	0.719	bliskość
authenticate	trust	0.719	uwierzytelniać
virtuous	trust	0.719	cnotliwy
intelligence	trust	0.719	inteligencja
kindred	trust	0.719	krewni
virtue	trust	0.719	cnota
honored	trust	0.719	zaszczycony
justice	trust	0.711	sprawiedliwość
charitable	trust	0.711	charytatywny
determination	trust	0.711	determinacja
creditable	trust	0.711	chlubny
