English Word	Emotion	Emotion-Intensity-Score	Latvian Word
compliment	surprise	0.375	komplimentu
hope	surprise	0.367	ceru
joker	surprise	0.367	džokeris
sparkle	surprise	0.367	dzirksti
excavation	surprise	0.367	rakšana
sensual	surprise	0.367	juteklisks
entertainment	surprise	0.359	izklaide
feeling	surprise	0.359	sajūta
modify	surprise	0.352	modificēt
blessings	surprise	0.352	svētības
newcomer	surprise	0.352	jaunpienācējs
obit	surprise	0.352	obit
postponement	surprise	0.352	atlikšana
award	surprise	0.352	balvu
clown	surprise	0.352	klauns
highest	surprise	0.344	augstākais
hero	surprise	0.344	varonis
glorify	surprise	0.344	slavināt
proficiency	surprise	0.344	prasme
start	surprise	0.344	sākt
wonderfully	surprise	0.344	brīnišķīgi
celebrity	surprise	0.344	slavenība
rekindle	surprise	0.336	atdzīvināt
optimism	surprise	0.336	optimisms
sanctify	surprise	0.336	svētīt
unbeaten	surprise	0.336	nepārspēts
prodigious	surprise	0.336	brīnišķīgs
grin	surprise	0.336	pasmīn
memorable	surprise	0.336	neaizmirstams
warned	surprise	0.336	brīdināja
dissolution	surprise	0.336	izšķīšana
hypertrophy	surprise	0.328	hipertrofija
admiration	surprise	0.328	apbrīnu
examination	surprise	0.320	pārbaude
angel	surprise	0.320	eņģelis
present	surprise	0.320	klāt
catch	surprise	0.320	noķert
hap	surprise	0.320	hap
saint	surprise	0.312	svētais
embrace	surprise	0.312	apskauj
flirt	surprise	0.312	flirtēt
puma	surprise	0.312	puma
kiss	surprise	0.312	skūpsts
liberty	surprise	0.312	brīvība
scrimmage	surprise	0.312	kautiņš
treat	surprise	0.312	ārstēt
inaffable	surprise	0.312	nepievilcīgs
occasional	surprise	0.312	neregulāri
dismissal	surprise	0.312	atlaišana
perfection	surprise	0.305	pilnība
saintly	surprise	0.305	svēts
gratify	surprise	0.305	iepriecināt
generosity	surprise	0.305	augstsirdība
sally	surprise	0.305	Sally
palpable	surprise	0.297	taustāms
finally	surprise	0.297	beidzot
differently	surprise	0.297	savādāk
polarity	surprise	0.297	polaritāte
ceremony	surprise	0.297	ceremonija
favorable	surprise	0.297	labvēlīgs
larger	surprise	0.297	lielāks
warn	surprise	0.297	brīdināt
medal	surprise	0.289	medaļa
romance	surprise	0.289	romantika
inviting	surprise	0.289	aicinošs
greeting	surprise	0.289	sveiciens
resignation	surprise	0.281	atkāpšanās
accolade	surprise	0.281	atzinība
labor	surprise	0.281	darbs
candid	surprise	0.281	vaļsirdīgs
trip	surprise	0.281	ceļojums
stare	surprise	0.273	skatiens
admire	surprise	0.266	apbrīnot
glimmer	surprise	0.266	mirdzums
playful	surprise	0.266	rotaļīgs
somatic	surprise	0.266	somatisks
festival	surprise	0.266	festivāls
mimicry	surprise	0.266	mīmika
insolvency	surprise	0.266	maksātnespēja
immerse	surprise	0.266	iegremdēt
invite	surprise	0.266	uzaicināt
compensate	surprise	0.266	kompensēt
receiving	surprise	0.258	saņemšana
complement	surprise	0.258	papildināt
chuckle	surprise	0.258	smieties
laugh	surprise	0.258	pasmieties
hypothesis	surprise	0.258	hipotēze
honeymoon	surprise	0.250	medusmēnesis
opera	surprise	0.242	opera
pleasant	surprise	0.242	patīkami
marry	surprise	0.242	precēties
independence	surprise	0.242	neatkarība
chant	surprise	0.234	piedziedājums
holiness	surprise	0.234	svētums
assessment	surprise	0.234	novērtējums
rhythmical	surprise	0.234	ritmisks
hopeful	surprise	0.234	cerīgs
leave	surprise	0.234	atstāt
trophy	surprise	0.234	trofeju
deal	surprise	0.227	darījums
procession	surprise	0.227	gājiens
placard	surprise	0.227	plakāts
shopping	surprise	0.219	iepirkšanās
musical	surprise	0.219	muzikāls
cherish	surprise	0.219	lolot
good	surprise	0.219	labi
dawn	surprise	0.211	rītausma
simplify	surprise	0.211	vienkāršot
shell	surprise	0.211	apvalks
morals	surprise	0.203	morāle
money	surprise	0.203	naudu
nullify	surprise	0.203	anulēt
purity	surprise	0.203	tīrība
sweet	surprise	0.203	salds
synchronize	surprise	0.195	sinhronizēt
precious	surprise	0.195	vērtīgs
humanitarian	surprise	0.195	humanitārais
preservative	surprise	0.195	konservants
unfulfilled	surprise	0.195	nepiepildīts
obliging	surprise	0.188	uzliek par pienākumu
singularly	surprise	0.188	atsevišķi
graduation	surprise	0.180	izlaidums
foresee	surprise	0.180	paredzēt
pray	surprise	0.180	lūgties
lovely	surprise	0.180	jauki
thirst	surprise	0.172	slāpes
mouth	surprise	0.172	mute
youth	surprise	0.172	jaunība
sun	surprise	0.172	saule
art	surprise	0.172	art
goodness	surprise	0.164	labestība
latent	surprise	0.156	latentais
visor	surprise	0.156	vizieris
overdue	surprise	0.156	nokavēts
practiced	surprise	0.156	praktizēta
loyal	surprise	0.148	lojāls
expect	surprise	0.148	gaidīt
wireless	surprise	0.148	bezvadu
destination	surprise	0.148	galamērķis
infant	surprise	0.141	zīdainis
cream	surprise	0.141	krēms
slush	surprise	0.141	slapjš
quote	surprise	0.141	citāts
playground	surprise	0.133	rotaļu laukums
vote	surprise	0.125	balsot
teach	surprise	0.125	mācīt
organization	surprise	0.125	organizācija
dolphin	surprise	0.117	delfīns
weight	surprise	0.117	svars
smile	surprise	0.117	smaidīt
sisterhood	surprise	0.109	māsu draudze
cable	surprise	0.109	kabeli
sunny	surprise	0.102	saulains
steady	surprise	0.094	stabils
peaceful	surprise	0.086	mierīga
spa	surprise	0.086	spa
leisure	surprise	0.086	atpūta
picnic	surprise	0.078	pikniks
tree	surprise	0.078	koks
worm	surprise	0.055	tārps
truthfulness	trust	0.906	patiesumu
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	uzticams
honor	trust	0.844	gods
honesty	trust	0.844	godīgums
honest	trust	0.844	godīgs
truth	trust	0.844	patiesība
truthful	trust	0.836	patiess
trusting	trust	0.836	uzticoties
brotherhood	trust	0.820	brālība
entrust	trust	0.812	uzticēt
committed	trust	0.805	apņēmusies
loyalty	trust	0.805	lojalitāte
integrity	trust	0.805	integritāte
honorable	trust	0.805	godājams
trust	trust	0.805	uzticēties
credibility	trust	0.805	uzticamību
faithful	trust	0.797	uzticīgs
sincere	trust	0.797	sirsnīgs
partnership	trust	0.789	partnerība
responsible	trust	0.789	atbildīgs
true	trust	0.789	patiess
wisdom	trust	0.789	gudrība
verification	trust	0.781	pārbaude
cooperative	trust	0.781	kooperatīvs
vow	trust	0.781	zvērests
oath	trust	0.781	zvērestu
respectable	trust	0.773	cienījami
sisterhood	trust	0.773	māsu draudze
hero	trust	0.773	varonis
credible	trust	0.773	ticams
promise	trust	0.773	solījums
verified	trust	0.773	pārbaudīts
qualified	trust	0.766	kvalificēts
authentication	trust	0.766	autentifikācija
respected	trust	0.766	cienījams
compassion	trust	0.759	līdzjūtība
approval	trust	0.758	apstiprinājums
moral	trust	0.758	morāli
reliability	trust	0.758	uzticamība
trusts	trust	0.758	uzticams
safekeeping	trust	0.758	glabāšanā
reputable	trust	0.758	cienījama
love	trust	0.758	mīlestība
friend	trust	0.750	draugs
stable	trust	0.750	stabils
authentic	trust	0.750	autentisks
competence	trust	0.750	kompetenci
safeguard	trust	0.750	aizsardzība
companion	trust	0.750	pavadonis
advised	trust	0.750	ieteica
respect	trust	0.750	cieņu
loyal	trust	0.750	lojāls
genuine	trust	0.750	īsts
friendships	trust	0.750	uzticas
ally	trust	0.750	sabiedrotais
proven	trust	0.742	pierādīts
freedom	trust	0.742	brīvība
respects	trust	0.742	cieņu
accepting	trust	0.742	draudzību
faith	trust	0.742	ticība
wholesome	trust	0.742	veselīgs
heartfelt	trust	0.734	sirsnīgs
unification	trust	0.734	apvienošana
confirmation	trust	0.734	apstiprinājums
protecting	trust	0.734	aizsargājot
reassurance	trust	0.734	pārliecību
trustee	trust	0.734	pilnvarnieks
supporter	trust	0.734	atbalstītājs
respectful	trust	0.734	cieņpilna
admirable	trust	0.734	apbrīnas vērts
fact	trust	0.727	fakts
friendship	trust	0.727	draudzību
partners	trust	0.727	pieņemot
confidentially	trust	0.727	konfidenciāli
confident	trust	0.727	pārliecināts
equality	trust	0.727	vienlīdzība
alliance	trust	0.727	alianse
credential	trust	0.727	pilnvaras
believing	trust	0.727	ticot
excellence	trust	0.727	izcilība
agreement	trust	0.727	vienošanās
closeness	trust	0.719	tuvums
authenticate	trust	0.719	autentificēt
virtuous	trust	0.719	tikumīgs
intelligence	trust	0.719	inteliģence
kindred	trust	0.719	radniecīgs
virtue	trust	0.719	tikums
honored	trust	0.719	pagodināts
justice	trust	0.711	Taisnīgums
charitable	trust	0.711	labdarības
determination	trust	0.711	apņēmība
creditable	trust	0.711	uzticams
consistency	trust	0.711	konsekvenci
allegiance	trust	0.711	uzticību
cooperation	trust	0.711	sadarbību
guarantee	trust	0.711	garantija
dedication	trust	0.711	veltījums
straightforward	trust	0.711	taisni
cooperating	trust	0.711	sadarbojoties
reliable	trust	0.703	uzticams
nurture	trust	0.703	audzināt
mother	trust	0.703	māte
fulfilled	trust	0.703	izpildīts
admiration	trust	0.703	apbrīnu
mentor	trust	0.703	mentors
guardianship	trust	0.703	aizbildnība
assurance	trust	0.703	pārliecību
morality	trust	0.703	morāle
motherhood	trust	0.703	mātes statuss
innocent	trust	0.703	nevainīgs
reverence	trust	0.703	godbijība
sanctuary	trust	0.703	svētnīca
friendliness	trust	0.703	draudzīgums
prepared	trust	0.703	sagatavots
admire	trust	0.703	apbrīnot
protected	trust	0.703	aizsargāts
proof	trust	0.703	pierādījums
bodyguard	trust	0.695	miesassargs
skillful	trust	0.695	izveicīgs
marriage	trust	0.695	laulības
allied	trust	0.695	sabiedrotais
morals	trust	0.695	morāle
humanitarian	trust	0.695	humanitārais
pact	trust	0.695	pakts
courage	trust	0.695	drosme
accountable	trust	0.695	atbildīgs
agreeable	trust	0.695	patīkami
united	trust	0.695	vienoti
indestructible	trust	0.695	neiznīcināms
approving	trust	0.695	apstiprinot
guardian	trust	0.695	aizbildnis
compassionate	trust	0.695	līdzjūtīgs
scientist	trust	0.695	zinātnieks
certified	trust	0.695	sertificēts
pledge	trust	0.688	ķīla
adviser	trust	0.688	padomnieks
authenticity	trust	0.688	autentiskums
understanding	trust	0.688	saprašana
secure	trust	0.688	drošs
guidance	trust	0.688	norādījumus
monogamy	trust	0.688	monogāmija
valor	trust	0.688	varonība
solidity	trust	0.688	cietība
perfection	trust	0.688	pilnība
believed	trust	0.688	ticēja
humanity	trust	0.688	cilvēce
justifiable	trust	0.688	attaisnojams
competent	trust	0.688	kompetents
esteem	trust	0.688	cieņa
protector	trust	0.680	aizsargs
inspire	trust	0.680	iedvesmot
hope	trust	0.680	ceru
strongest	trust	0.680	partneriem
expertise	trust	0.680	ekspertīze
humble	trust	0.680	pazemīgs
indivisible	trust	0.680	nedalāms
official	trust	0.680	ierēdnis
affirm	trust	0.680	apliecināt
familiarity	trust	0.680	iepazīšanās
confirmed	trust	0.680	apstiprināja
diligence	trust	0.680	centība
grandfather	trust	0.680	vectēvs
advocacy	trust	0.680	aizstāvība
goodness	trust	0.680	labestība
commendable	trust	0.680	slavējami
acceptance	trust	0.680	pieņemšana
diplomatic	trust	0.680	diplomātisks
leader	trust	0.680	vadītājs
confide	trust	0.680	uzticēties
agreeing	trust	0.680	piekrītot
approve	trust	0.680	apstiprināt
professional	trust	0.680	profesionālis
elders	trust	0.680	vecākie
confidential	trust	0.680	konfidenciāli
faultless	trust	0.672	nevainojams
believes	trust	0.672	pieņemts
sanctify	trust	0.672	svētīt
intelligent	trust	0.672	inteliģents
safe	trust	0.672	droši
accepted	trust	0.672	spēcīgākais
dignity	trust	0.672	cieņu
unwavering	trust	0.672	nelokāms
encyclopedia	trust	0.672	enciklopēdija
mastery	trust	0.672	meistarība
cohesive	trust	0.672	saliedēta
harmoniously	trust	0.672	harmoniski
benevolence	trust	0.672	labvēlība
healing	trust	0.672	dziedināšana
accredited	trust	0.672	akreditēta
covenant	trust	0.672	derība
accountability	trust	0.664	atbildība
team	trust	0.664	komanda
authority	trust	0.664	iestāde
heroic	trust	0.664	varonīgs
reliance	trust	0.664	paļaušanās
expert	trust	0.664	eksperts
communicate	trust	0.664	sazināties
spiritual	trust	0.664	garīgais
impeccable	trust	0.664	nevainojams
specialist	trust	0.664	speciālists
affirmatively	trust	0.664	apstiprinoši
proficient	trust	0.664	prasmīgs
fulfillment	trust	0.664	izpildi
advocate	trust	0.664	advokāts
disciple	trust	0.664	māceklis
attestation	trust	0.664	apliecinājums
merit	trust	0.664	nopelns
supporting	trust	0.664	atbalstot
ambassador	trust	0.664	vēstnieks
guidebook	trust	0.664	ceļvedis
accept	trust	0.664	pieņemt
strengthening	trust	0.661	stiprināšana
holiness	trust	0.656	svētums
facts	trust	0.656	faktus
warranty	trust	0.656	garantija
strength	trust	0.656	spēks
relationship	trust	0.656	attiecības
defended	trust	0.656	aizstāvēja
constancy	trust	0.656	noturība
favorable	trust	0.656	labvēlīgs
gentleman	trust	0.656	kungs
counsel	trust	0.656	padomnieks
scientific	trust	0.656	zinātnisks
structure	trust	0.656	struktūra
elder	trust	0.656	vecākais
excellent	trust	0.656	izcili
achieve	trust	0.656	sasniegt
steadfast	trust	0.656	nelokāms
familiar	trust	0.656	pazīstami
proficiency	trust	0.656	prasme
supports	trust	0.656	uzskata
counselor	trust	0.648	padomnieks
lovable	trust	0.648	mīļš
advisable	trust	0.648	ieteicams
agreed	trust	0.648	piekrita
heroism	trust	0.648	varonība
rely	trust	0.648	paļauties
uphold	trust	0.648	atbalstīt
brother	trust	0.648	brālis
matrimony	trust	0.648	laulība
assuredly	trust	0.648	noteikti
peaceful	trust	0.648	mierīga
saint	trust	0.648	svētais
unconditionally	trust	0.648	pieņem
solidarity	trust	0.648	solidaritāte
accepts	trust	0.648	atbalsta
inspiration	trust	0.648	iedvesma
noble	trust	0.648	cēls
successful	trust	0.648	veiksmīgs
harmony	trust	0.648	harmonija
protective	trust	0.648	aizsargājošs
competency	trust	0.648	kompetence
comrade	trust	0.648	biedrs
academic	trust	0.648	akadēmiskais
assist	trust	0.648	palīdzēt
worthy	trust	0.643	cienīgs
benefactor	trust	0.641	labdaris
credence	trust	0.641	pārliecību
confidence	trust	0.641	pārliecība
relationships	trust	0.641	bez nosacījumiem
ordained	trust	0.641	ordinēts
legal	trust	0.641	juridiski
champion	trust	0.641	čempions
lawful	trust	0.641	likumīgi
durability	trust	0.641	izturību
judiciary	trust	0.641	tiesu sistēma
doctor	trust	0.641	ārsts
loving	trust	0.641	mīlošs
assure	trust	0.641	apgalvot
establish	trust	0.641	izveidot
mamma	trust	0.641	mamma
kind	trust	0.641	laipns
unity	trust	0.641	vienotību
conscientious	trust	0.641	apzinīgs
real	trust	0.641	īsts
coexist	trust	0.641	līdzāspastāvēt
leading	trust	0.641	vadošais
teacher	trust	0.641	skolotājs
intimate	trust	0.634	intīms
brotherly	trust	0.633	brālīgs
physician	trust	0.633	ārsts
judicial	trust	0.633	tiesu
saintly	trust	0.633	svēts
aspiration	trust	0.633	tiekšanās
conscience	trust	0.633	sirdsapziņa
therapeutic	trust	0.633	terapeitisko
fidelity	trust	0.633	uzticība
soundness	trust	0.633	saprātīgums
important	trust	0.633	svarīgs
homage	trust	0.633	godināšana
legitimacy	trust	0.633	leģitimitāti
fortitude	trust	0.633	stingrība
deepest	trust	0.633	attiecības
approved	trust	0.633	apstiprināts
courageous	trust	0.633	drosmīgs
devotional	trust	0.633	garīgi
endorse	trust	0.633	atbalstīt
backbone	trust	0.633	mugurkauls
authorize	trust	0.633	pilnvarot
practiced	trust	0.633	praktizēta
sanctification	trust	0.633	svētdarīšanu
hopeful	trust	0.633	cerīgs
convincing	trust	0.633	pārliecinoši
bless	trust	0.633	svētīt
angel	trust	0.625	eņģelis
authorization	trust	0.625	autorizācija
assured	trust	0.625	pārliecināts
purify	trust	0.625	attīrīt
caretaker	trust	0.625	apkopējs
regard	trust	0.625	ņemot vērā
profound	trust	0.625	dziļi
achievement	trust	0.625	sasniegums
evident	trust	0.625	acīmredzams
positivity	trust	0.625	pozitivitāte
communication	trust	0.625	komunikācija
professorship	trust	0.625	profesūra
blessing	trust	0.625	svētība
beliefs	trust	0.625	dziļākais
encourage	trust	0.625	mudināt
fireman	trust	0.625	ugunsdzēsējs
majestic	trust	0.625	majestātisks
civilized	trust	0.625	civilizēts
certify	trust	0.625	apliecināt
wonderful	trust	0.625	brīnišķīgi
engaged	trust	0.625	saderinājies
accurate	trust	0.625	precīzs
approvement	trust	0.617	apstiprinājumu
optimism	trust	0.617	optimisms
planning	trust	0.617	plānošana
believer	trust	0.617	ticīgais
advice	trust	0.617	padoms
commend	trust	0.617	uzslavēt
gospel	trust	0.617	evaņģēlijs
objective	trust	0.617	objektīvs
rational	trust	0.617	racionāls
cherish	trust	0.617	lolot
constantly	trust	0.617	pastāvīgi
haven	trust	0.617	patvērums
fundamental	trust	0.617	fundamentāli
bedrock	trust	0.617	pamatiežs
accord	trust	0.617	saskaņa
triumphant	trust	0.617	triumfējošs
surety	trust	0.617	galvojums
testament	trust	0.617	testaments
absolution	trust	0.617	absolūciju
truce	trust	0.617	pamiers
reassure	trust	0.617	nomierināt
appreciation	trust	0.617	atzinību
qualities	trust	0.617	īpašības
passionate	trust	0.617	kaislīgs
good	trust	0.617	labi
unimpeachable	trust	0.617	nevainojams
corroborate	trust	0.617	apstiprināt
thoughtful	trust	0.617	pārdomāts
heroine	trust	0.617	heroīns
teach	trust	0.617	mācīt
god	trust	0.617	dievs
attentive	trust	0.617	uzmanīgs
scripture	trust	0.609	svētais raksts
civilization	trust	0.609	civilizācija
magnificence	trust	0.609	krāšņums
recommend	trust	0.609	ieteikt
progression	trust	0.609	progresēšanu
steward	trust	0.609	stjuarts
purification	trust	0.609	attīrīšana
patron	trust	0.609	patrons
praiseworthy	trust	0.609	slavējams
heal	trust	0.609	dziedēt
considerate	trust	0.609	uzmanīgs
blessings	trust	0.609	svētības
mediator	trust	0.609	starpnieks
babysitter	trust	0.609	aukle
notary	trust	0.609	notārs
awareness	trust	0.609	apzināšanās
vetted	trust	0.609	uzskatiem
excel	trust	0.609	Excel
happy	trust	0.609	laimīgs
praise	trust	0.609	slavēt
brilliant	trust	0.609	izcili
liking	trust	0.609	patikšanu
definitive	trust	0.609	galīgs
comfort	trust	0.609	komfortu
officer	trust	0.609	virsnieks
peace	trust	0.602	miers
serenity	trust	0.602	mierīgums
unquestionable	trust	0.602	neapšaubāmi
embrace	trust	0.602	apskauj
identify	trust	0.602	identificēt
inspired	trust	0.602	iedvesmoja
steady	trust	0.602	stabils
nun	trust	0.602	mūķene
guarded	trust	0.602	apsargāta
symmetry	trust	0.602	simetrija
mainstay	trust	0.602	galvenais balsts
fulfill	trust	0.602	izpildīt
humility	trust	0.602	pazemība
helpful	trust	0.602	noderīga
transcendence	trust	0.602	transcendence
unconditional	trust	0.602	beznosacījuma
brave	trust	0.602	drosmīgs
brighten	trust	0.602	padarīt gaišāku
experienced	trust	0.602	pieredzējis
enlightenment	trust	0.602	apgaismība
sympathetic	trust	0.602	simpātisks
witness	trust	0.602	liecinieks
vigilant	trust	0.594	modrs
ministry	trust	0.594	ministrija
admiral	trust	0.594	admirālis
vigilance	trust	0.594	modrība
depend	trust	0.594	atkarīgs
generosity	trust	0.594	augstsirdība
befriend	trust	0.594	draudzēties
complimentary	trust	0.594	bezmaksas
assessment	trust	0.594	novērtējums
fairly	trust	0.594	godīgi
enlighten	trust	0.594	apgaismot
strengthen	trust	0.594	stiprināt
nurse	trust	0.594	medmāsa
endowment	trust	0.594	dotācija
visionary	trust	0.594	vizionārs
praised	trust	0.594	slavēja
eminence	trust	0.594	izcilība
marry	trust	0.594	precēties
generous	trust	0.594	dāsna
gratitude	trust	0.594	pateicību
sage	trust	0.594	salvija
tranquility	trust	0.594	miers
openly	trust	0.594	atklāti
