English Word	Emotion	Emotion-Intensity-Score	Estonian Word
simplify	surprise	0.211	lihtsustama
shell	surprise	0.211	kest
morals	surprise	0.203	moraali
money	surprise	0.203	raha
nullify	surprise	0.203	nullida
purity	surprise	0.203	puhtus
sweet	surprise	0.203	magus
synchronize	surprise	0.195	sünkroonida
precious	surprise	0.195	kallis
humanitarian	surprise	0.195	humanitaar
preservative	surprise	0.195	säilitusaine
unfulfilled	surprise	0.195	täitmata
obliging	surprise	0.188	kohustav
singularly	surprise	0.188	üksikult
graduation	surprise	0.180	lõpetamine
foresee	surprise	0.180	ette näha
pray	surprise	0.180	palvetama
lovely	surprise	0.180	armas
thirst	surprise	0.172	janu
mouth	surprise	0.172	suu
youth	surprise	0.172	noorus
sun	surprise	0.172	päike
art	surprise	0.172	art
goodness	surprise	0.164	headus
latent	surprise	0.156	latentne
visor	surprise	0.156	visiir
overdue	surprise	0.156	hilinenud
practiced	surprise	0.156	harjutanud
loyal	surprise	0.148	lojaalne
expect	surprise	0.148	oodata
wireless	surprise	0.148	juhtmevaba
destination	surprise	0.148	sihtkoht
infant	surprise	0.141	imik
cream	surprise	0.141	kreem
slush	surprise	0.141	lörts
quote	surprise	0.141	tsitaat
playground	surprise	0.133	mänguväljak
vote	surprise	0.125	hääletada
teach	surprise	0.125	õpetama
organization	surprise	0.125	organisatsioon
dolphin	surprise	0.117	delfiin
weight	surprise	0.117	kaal
smile	surprise	0.117	naerata
sisterhood	surprise	0.109	õdekond
cable	surprise	0.109	kaabel
sunny	surprise	0.102	päikeseline
steady	surprise	0.094	püsiv
peaceful	surprise	0.086	rahumeelne
spa	surprise	0.086	spaa
leisure	surprise	0.086	vaba aeg
picnic	surprise	0.078	piknik
tree	surprise	0.078	puu
worm	surprise	0.055	uss
truthfulness	trust	0.906	tõepärasus
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	usaldusväärne
honor	trust	0.844	au
honesty	trust	0.844	ausus
honest	trust	0.844	aus
truth	trust	0.844	tõde
truthful	trust	0.836	tõetruu
trusting	trust	0.836	usaldav
brotherhood	trust	0.820	vennaskond
entrust	trust	0.812	usaldada
committed	trust	0.805	pühendunud
loyalty	trust	0.805	lojaalsus
integrity	trust	0.805	terviklikkus
honorable	trust	0.805	auväärne
trust	trust	0.805	usaldada
credibility	trust	0.805	usaldusväärsus
faithful	trust	0.797	ustav
sincere	trust	0.797	siiras
partnership	trust	0.789	partnerlus
responsible	trust	0.789	vastutav
true	trust	0.789	tõsi
wisdom	trust	0.789	tarkus
verification	trust	0.781	kontrollimine
cooperative	trust	0.781	ühistu
vow	trust	0.781	tõotus
oath	trust	0.781	vanne
respectable	trust	0.773	austusväärne
sisterhood	trust	0.773	õdekond
hero	trust	0.773	kangelane
credible	trust	0.773	usutav
promise	trust	0.773	lubadus
verified	trust	0.773	kontrollitud
qualified	trust	0.766	kvalifitseeritud
authentication	trust	0.766	autentimine
respected	trust	0.766	austatud
compassion	trust	0.759	kaastunnet
approval	trust	0.758	heakskiit
moral	trust	0.758	moraalne
reliability	trust	0.758	usaldusväärsus
trusts	trust	0.758	usaldatud
safekeeping	trust	0.758	hoidmine
reputable	trust	0.758	mainekas
love	trust	0.758	armastus
friend	trust	0.750	sõber
stable	trust	0.750	stabiilne
authentic	trust	0.750	autentne
competence	trust	0.750	pädevus
safeguard	trust	0.750	kaitse
companion	trust	0.750	kaaslane
advised	trust	0.750	soovitas
respect	trust	0.750	lugupidamine
loyal	trust	0.750	lojaalne
genuine	trust	0.750	ehtne
friendships	trust	0.750	usaldab
ally	trust	0.750	liitlane
proven	trust	0.742	tõestatud
freedom	trust	0.742	vabadust
respects	trust	0.742	austab
accepting	trust	0.742	sõprussuhteid
faith	trust	0.742	usk
wholesome	trust	0.742	tervislik
heartfelt	trust	0.734	südamlik
unification	trust	0.734	ühendamine
confirmation	trust	0.734	kinnitamine
protecting	trust	0.734	kaitstes
reassurance	trust	0.734	kindlustunne
trustee	trust	0.734	usaldusisik
supporter	trust	0.734	toetaja
respectful	trust	0.734	lugupidav
admirable	trust	0.734	imetlusväärne
fact	trust	0.727	fakt
friendship	trust	0.727	sõprus
partners	trust	0.727	vastuvõtmine
confidentially	trust	0.727	konfidentsiaalselt
confident	trust	0.727	enesekindel
equality	trust	0.727	võrdsus
alliance	trust	0.727	liit
credential	trust	0.727	volikiri
believing	trust	0.727	uskudes
excellence	trust	0.727	tipptase
agreement	trust	0.727	kokkuleppele
closeness	trust	0.719	lähedus
authenticate	trust	0.719	autentida
virtuous	trust	0.719	vooruslik
intelligence	trust	0.719	intelligentsus
kindred	trust	0.719	sugulased
virtue	trust	0.719	voorus
honored	trust	0.719	austatud
justice	trust	0.711	õiglus
charitable	trust	0.711	heategevuslik
determination	trust	0.711	sihikindlus
creditable	trust	0.711	arvestatav
consistency	trust	0.711	järjepidevus
allegiance	trust	0.711	truudust
cooperation	trust	0.711	koostöö
guarantee	trust	0.711	garantii
dedication	trust	0.711	pühendumust
straightforward	trust	0.711	otsekohene
cooperating	trust	0.711	koostööd tegevad
reliable	trust	0.703	usaldusväärne
nurture	trust	0.703	kasvatada
mother	trust	0.703	ema
fulfilled	trust	0.703	täidetud
admiration	trust	0.703	imetlust
mentor	trust	0.703	mentor
guardianship	trust	0.703	eestkoste
assurance	trust	0.703	tagatis
morality	trust	0.703	moraali
motherhood	trust	0.703	emadus
innocent	trust	0.703	süütu
reverence	trust	0.703	aukartust
sanctuary	trust	0.703	pühakoda
friendliness	trust	0.703	sõbralikkus
prepared	trust	0.703	ette valmistatud
admire	trust	0.703	imetleda
protected	trust	0.703	kaitstud
proof	trust	0.703	tõend
bodyguard	trust	0.695	ihukaitsja
skillful	trust	0.695	osav
marriage	trust	0.695	abielu
allied	trust	0.695	liitlane
morals	trust	0.695	moraali
humanitarian	trust	0.695	humanitaar
pact	trust	0.695	pakt
courage	trust	0.695	julgust
accountable	trust	0.695	vastutav
agreeable	trust	0.695	meeldiv
united	trust	0.695	ühinenud
indestructible	trust	0.695	hävimatu
approving	trust	0.695	heakskiitmine
guardian	trust	0.695	hooldaja
compassionate	trust	0.695	kaastundlik
scientist	trust	0.695	teadlane
certified	trust	0.695	sertifitseeritud
pledge	trust	0.688	pant
adviser	trust	0.688	nõunik
authenticity	trust	0.688	autentsus
understanding	trust	0.688	mõistmine
secure	trust	0.688	turvaline
guidance	trust	0.688	juhised
monogamy	trust	0.688	monogaamia
valor	trust	0.688	vaprus
solidity	trust	0.688	tugevus
perfection	trust	0.688	täiuslikkus
believed	trust	0.688	uskunud
humanity	trust	0.688	inimkond
justifiable	trust	0.688	õigustatud
competent	trust	0.688	pädev
esteem	trust	0.688	lugupidamine
protector	trust	0.680	kaitsja
inspire	trust	0.680	inspireerima
hope	trust	0.680	lootust
strongest	trust	0.680	partnerid
expertise	trust	0.680	asjatundlikkus
humble	trust	0.680	alandlik
indivisible	trust	0.680	jagamatu
official	trust	0.680	ametnik
affirm	trust	0.680	kinnitama
familiarity	trust	0.680	tuttavlikkust
confirmed	trust	0.680	kinnitatud
diligence	trust	0.680	hoolsus
grandfather	trust	0.680	vanaisa
advocacy	trust	0.680	propageerimine
goodness	trust	0.680	headus
commendable	trust	0.680	kiiduväärt
acceptance	trust	0.680	vastuvõtmine
diplomatic	trust	0.680	diplomaatiline
leader	trust	0.680	juht
confide	trust	0.680	usaldada
agreeing	trust	0.680	nõustudes
approve	trust	0.680	heaks kiitma
professional	trust	0.680	professionaalne
elders	trust	0.680	vanemad
confidential	trust	0.680	konfidentsiaalne
faultless	trust	0.672	veatu
believes	trust	0.672	vastu võetud
sanctify	trust	0.672	pühitsema
intelligent	trust	0.672	intelligentne
safe	trust	0.672	ohutu
accepted	trust	0.672	tugevaim
dignity	trust	0.672	väärikust
unwavering	trust	0.672	vankumatu
encyclopedia	trust	0.672	entsüklopeedia
mastery	trust	0.672	meisterlikkust
cohesive	trust	0.672	sidus
harmoniously	trust	0.672	harmooniliselt
benevolence	trust	0.672	heatahtlikkus
healing	trust	0.672	paranemine
accredited	trust	0.672	akrediteeritud
covenant	trust	0.672	leping
accountability	trust	0.664	vastutus
team	trust	0.664	meeskond
authority	trust	0.664	asutus
heroic	trust	0.664	kangelaslik
reliance	trust	0.664	sõltuvus
expert	trust	0.664	ekspert
communicate	trust	0.664	suhelda
spiritual	trust	0.664	vaimne
impeccable	trust	0.664	laitmatu
specialist	trust	0.664	spetsialist
affirmatively	trust	0.664	jaatavalt
proficient	trust	0.664	asjatundlik
fulfillment	trust	0.664	täitmine
advocate	trust	0.664	advokaat
disciple	trust	0.664	jünger
attestation	trust	0.664	tunnistus
merit	trust	0.664	teene
supporting	trust	0.664	toetades
ambassador	trust	0.664	suursaadik
guidebook	trust	0.664	juhend
accept	trust	0.664	aktsepteerima
strengthening	trust	0.661	tugevdamine
holiness	trust	0.656	pühadus
facts	trust	0.656	faktid
warranty	trust	0.656	garantii
strength	trust	0.656	tugevus
relationship	trust	0.656	suhe
defended	trust	0.656	kaitstud
constancy	trust	0.656	püsivus
favorable	trust	0.656	soodne
gentleman	trust	0.656	härrasmees
counsel	trust	0.656	kaitsja
scientific	trust	0.656	teaduslik
structure	trust	0.656	struktuur
elder	trust	0.656	vanem
excellent	trust	0.656	suurepärane
achieve	trust	0.656	saavutada
steadfast	trust	0.656	vankumatu
familiar	trust	0.656	tuttav
proficiency	trust	0.656	oskust
supports	trust	0.656	usub
counselor	trust	0.648	nõustaja
lovable	trust	0.648	armastusväärne
advisable	trust	0.648	soovitatav
agreed	trust	0.648	nõus
heroism	trust	0.648	kangelaslikkus
rely	trust	0.648	tugineda
uphold	trust	0.648	toetama
brother	trust	0.648	vend
matrimony	trust	0.648	abielu
assuredly	trust	0.648	kindlasti
peaceful	trust	0.648	rahumeelne
saint	trust	0.648	pühak
unconditionally	trust	0.648	võtab vastu
solidarity	trust	0.648	solidaarsus
accepts	trust	0.648	toetab
inspiration	trust	0.648	inspiratsiooni
noble	trust	0.648	üllas
successful	trust	0.648	edukas
harmony	trust	0.648	harmooniat
protective	trust	0.648	kaitsev
competency	trust	0.648	pädevust
comrade	trust	0.648	seltsimees
academic	trust	0.648	Akadeemiline
assist	trust	0.648	abistada
worthy	trust	0.643	väärt
benefactor	trust	0.641	heategija
credence	trust	0.641	usaldust
confidence	trust	0.641	enesekindlus
relationships	trust	0.641	tingimusteta
ordained	trust	0.641	ordineeritud
legal	trust	0.641	seaduslik
champion	trust	0.641	meister
lawful	trust	0.641	seaduslik
durability	trust	0.641	vastupidavus
judiciary	trust	0.641	kohtusüsteem
doctor	trust	0.641	arst
loving	trust	0.641	armastav
assure	trust	0.641	kinnitada
establish	trust	0.641	kehtestada
mamma	trust	0.641	ema
kind	trust	0.641	lahke
unity	trust	0.641	ühtsus
conscientious	trust	0.641	kohusetundlik
real	trust	0.641	päris
coexist	trust	0.641	koos eksisteerida
leading	trust	0.641	juhtiv
teacher	trust	0.641	õpetaja
intimate	trust	0.634	intiimne
brotherly	trust	0.633	vennalik
physician	trust	0.633	arst
judicial	trust	0.633	kohtulik
saintly	trust	0.633	pühalik
aspiration	trust	0.633	püüdlus
conscience	trust	0.633	südametunnistus
therapeutic	trust	0.633	terapeutiline
fidelity	trust	0.633	truudust
soundness	trust	0.633	mõistlikkus
important	trust	0.633	oluline
homage	trust	0.633	austusavaldus
legitimacy	trust	0.633	legitiimsust
fortitude	trust	0.633	meelekindlus
deepest	trust	0.633	suhted
approved	trust	0.633	heaks kiidetud
courageous	trust	0.633	julge
devotional	trust	0.633	pühendunud
endorse	trust	0.633	kinnitama
backbone	trust	0.633	selgroog
authorize	trust	0.633	volitada
practiced	trust	0.633	harjutanud
sanctification	trust	0.633	pühitsus
hopeful	trust	0.633	lootusrikas
convincing	trust	0.633	veenev
bless	trust	0.633	õnnistama
angel	trust	0.625	ingel
authorization	trust	0.625	luba
assured	trust	0.625	kindlustatud
purify	trust	0.625	puhastada
caretaker	trust	0.625	hooldaja
regard	trust	0.625	arvesse
profound	trust	0.625	sügav
achievement	trust	0.625	saavutus
evident	trust	0.625	ilmne
positivity	trust	0.625	positiivsus
communication	trust	0.625	suhtlemine
professorship	trust	0.625	professuur
blessing	trust	0.625	õnnistus
beliefs	trust	0.625	sügavaim
encourage	trust	0.625	julgustada
fireman	trust	0.625	tuletõrjuja
majestic	trust	0.625	majesteetlik
civilized	trust	0.625	tsiviliseeritud
certify	trust	0.625	tõendama
wonderful	trust	0.625	imeline
engaged	trust	0.625	kihlatud
accurate	trust	0.625	täpne
approvement	trust	0.617	heakskiit
optimism	trust	0.617	optimism
planning	trust	0.617	planeerimine
believer	trust	0.617	usklik
advice	trust	0.617	nõuanne
commend	trust	0.617	kiitma
gospel	trust	0.617	kirikulaul
objective	trust	0.617	objektiivne
rational	trust	0.617	ratsionaalne
cherish	trust	0.617	kalliks pidama
constantly	trust	0.617	pidevalt
haven	trust	0.617	varjupaik
fundamental	trust	0.617	fundamentaalne
bedrock	trust	0.617	aluskivim
accord	trust	0.617	kokkuleppel
triumphant	trust	0.617	võidukas
surety	trust	0.617	käendus
testament	trust	0.617	testament
absolution	trust	0.617	absolutsioon
truce	trust	0.617	vaherahu
reassure	trust	0.617	rahustada
appreciation	trust	0.617	tunnustust
qualities	trust	0.617	omadused
passionate	trust	0.617	kirglik
good	trust	0.617	hea
unimpeachable	trust	0.617	laitmatu
corroborate	trust	0.617	kinnitama
thoughtful	trust	0.617	läbimõeldud
heroine	trust	0.617	kangelanna
teach	trust	0.617	õpetama
god	trust	0.617	jumal
attentive	trust	0.617	tähelepanelik
scripture	trust	0.609	pühakiri
civilization	trust	0.609	tsivilisatsioon
magnificence	trust	0.609	suurejoonelisus
recommend	trust	0.609	soovitada
progression	trust	0.609	progresseerumist
steward	trust	0.609	korrapidaja
purification	trust	0.609	puhastamine
patron	trust	0.609	patroon
praiseworthy	trust	0.609	kiiduväärt
heal	trust	0.609	ravida
considerate	trust	0.609	arvestav
blessings	trust	0.609	õnnistusi
mediator	trust	0.609	vahendaja
babysitter	trust	0.609	lapsehoidja
notary	trust	0.609	notar
awareness	trust	0.609	teadlikkust
vetted	trust	0.609	uskumused
excel	trust	0.609	excel
happy	trust	0.609	õnnelik
praise	trust	0.609	kiitust
brilliant	trust	0.609	geniaalne
liking	trust	0.609	meeldimine
definitive	trust	0.609	lõplik
comfort	trust	0.609	mugavus
officer	trust	0.609	ohvitser
peace	trust	0.602	rahu
serenity	trust	0.602	rahulikkus
unquestionable	trust	0.602	vaieldamatu
embrace	trust	0.602	embama
identify	trust	0.602	tuvastada
inspired	trust	0.602	inspireeritud
steady	trust	0.602	püsiv
nun	trust	0.602	nunn
guarded	trust	0.602	valvatud
symmetry	trust	0.602	sümmeetria
mainstay	trust	0.602	alustala
fulfill	trust	0.602	täita
humility	trust	0.602	alandlikkust
helpful	trust	0.602	abivalmis
transcendence	trust	0.602	transtsendents
unconditional	trust	0.602	tingimusteta
brave	trust	0.602	julge
brighten	trust	0.602	heledamaks muuta
experienced	trust	0.602	kogenud
enlightenment	trust	0.602	valgustus
sympathetic	trust	0.602	sümpaatne
witness	trust	0.602	tunnistaja
vigilant	trust	0.594	valvsad
ministry	trust	0.594	ministeerium
admiral	trust	0.594	admiral
vigilance	trust	0.594	valvsust
depend	trust	0.594	sõltuvad
generosity	trust	0.594	suuremeelsus
befriend	trust	0.594	sõbrunema
complimentary	trust	0.594	tasuta
assessment	trust	0.594	hindamine
fairly	trust	0.594	õiglaselt
enlighten	trust	0.594	valgustama
strengthen	trust	0.594	tugevdama
nurse	trust	0.594	õde
endowment	trust	0.594	sihtkapital
visionary	trust	0.594	visionäär
praised	trust	0.594	kiitis
eminence	trust	0.594	eminentsus
marry	trust	0.594	abielluda
generous	trust	0.594	helde
gratitude	trust	0.594	tänulikkust
sage	trust	0.594	salvei
tranquility	trust	0.594	rahu
openly	trust	0.594	avalikult
grant	trust	0.594	toetus
spouse	trust	0.594	abikaasa
philanthropic	trust	0.594	filantroopne
regent	trust	0.594	regent
substantiate	trust	0.594	põhjendama
commendation	trust	0.594	kiitust
council	trust	0.594	nõukogu
efficient	trust	0.594	tõhus
sweetheart	trust	0.589	kullake
bylaw	trust	0.586	põhimäärus
magnificent	trust	0.586	suurepärane
designation	trust	0.586	määramine
godly	trust	0.586	jumalakartlik
seniority	trust	0.586	staaži
conservation	trust	0.586	konserveerimine
educational	trust	0.586	hariv
rooted	trust	0.586	juurdunud
inheritance	trust	0.586	pärand
diplomacy	trust	0.586	diplomaatia
mate	trust	0.586	kaaslane
convince	trust	0.586	veenda
unfailing	trust	0.586	veatu
share	trust	0.586	jagada
monk	trust	0.586	munk
constitutional	trust	0.586	põhiseaduslik
lovely	trust	0.586	armas
compliance	trust	0.586	vastavust
attest	trust	0.586	tõendama
victory	trust	0.586	võit
serene	trust	0.586	rahulik
checklist	trust	0.586	kontrollnimekiri
husbandry	trust	0.586	loomakasvatus
enjoying	trust	0.586	nautides
revere	trust	0.586	austama
tribe	trust	0.586	hõim
meritorious	trust	0.586	väärikas
joyful	trust	0.586	rõõmustav
delegate	trust	0.586	delegaat
helper	trust	0.586	abimees
angelic	trust	0.586	ingellik
ambition	trust	0.586	ambitsioon
father	trust	0.586	isa
acclaim	trust	0.586	tunnustust
testimony	trust	0.586	tunnistus
collectively	trust	0.586	kollektiivselt
sobriety	trust	0.586	kainus
prestige	trust	0.586	prestiiž
firmness	trust	0.586	tugevus
structural	trust	0.578	struktuurne
impartiality	trust	0.578	erapooletus
navigator	trust	0.578	navigaator
judge	trust	0.578	kohtunik
shelter	trust	0.578	peavarju
coexisting	trust	0.578	kooseksisteerivad
unquestioned	trust	0.578	vaieldamatu
careful	trust	0.578	ettevaatlik
obey	trust	0.578	kuuletuma
professor	trust	0.578	professor
convinced	trust	0.578	veendunud
communion	trust	0.578	osadus
cheerfulness	trust	0.578	rõõmsameelsus
inviting	trust	0.578	kutsuv
irrefutable	trust	0.578	ümberlükkamatu
commandant	trust	0.578	komandant
smile	trust	0.578	naerata
authoritative	trust	0.578	autoriteetne
philanthropist	trust	0.578	filantroop
legalized	trust	0.578	legaliseeritud
adore	trust	0.578	jumaldan
upright	trust	0.578	püsti
revival	trust	0.578	taaselustamine
dutiful	trust	0.578	kohusetundlik
watchdog	trust	0.578	valvekoer
apostle	trust	0.570	apostel
volunteers	trust	0.570	vabatahtlikud
immaculate	trust	0.570	laitmatu
adhering	trust	0.570	kleepuv
unquestionably	trust	0.570	vaieldamatult
advise	trust	0.570	nõu anda
punctual	trust	0.570	täpne
consult	trust	0.570	konsulteerida
ordinance	trust	0.570	määrus
complement	trust	0.570	täiendada
modest	trust	0.570	tagasihoidlik
everlasting	trust	0.570	igavene
compass	trust	0.570	kompass
heavenly	trust	0.570	taevalik
determinate	trust	0.570	määrav
counsellor	trust	0.570	nõustaja
abundance	trust	0.570	küllus
guide	trust	0.570	giid
earned	trust	0.570	kontrollitud
pedigree	trust	0.570	sugupuu
relative	trust	0.570	sugulane
principal	trust	0.570	peadirektor
plausible	trust	0.570	usutav
collaborator	trust	0.570	koostööpartner
connective	trust	0.570	ühendav
corroboration	trust	0.570	kinnitus
insure	trust	0.570	kindlustama
pilot	trust	0.570	piloot
unequivocal	trust	0.570	ühemõtteline
matron	trust	0.570	matroon
cuddle	trust	0.570	kallistama
measured	trust	0.570	mõõdetud
fort	trust	0.562	kindlus
treasurer	trust	0.562	laekur
apostolic	trust	0.562	apostellik
save	trust	0.562	salvestada
frankness	trust	0.562	avameelsus
insight	trust	0.562	arusaam
admit	trust	0.562	tunnistama
earn	trust	0.562	teenida
remarkable	trust	0.562	tähelepanuväärne
strong	trust	0.562	tugev
content	trust	0.562	sisu
vitality	trust	0.562	elujõudu
prize	trust	0.562	auhind
vigorous	trust	0.562	jõuline
congregation	trust	0.562	kogudus
uplift	trust	0.562	ülestõus
spotless	trust	0.562	plekitu
