English Word	Emotion	Emotion-Intensity-Score	Maltese Word
laugh	surprise	0.258	tidħaq
hypothesis	surprise	0.258	ipoteżi
honeymoon	surprise	0.250	qamar il-għasel
opera	surprise	0.242	opra
pleasant	surprise	0.242	pjaċevoli
marry	surprise	0.242	jiżżewġu
independence	surprise	0.242	indipendenza
chant	surprise	0.234	kant
holiness	surprise	0.234	qdusija
assessment	surprise	0.234	valutazzjoni
rhythmical	surprise	0.234	ritmika
hopeful	surprise	0.234	tama
leave	surprise	0.234	jitlaq
trophy	surprise	0.234	trofew
deal	surprise	0.227	jittrattaw
procession	surprise	0.227	purċissjoni
placard	surprise	0.227	kartellun
shopping	surprise	0.219	xiri
musical	surprise	0.219	mużikali
cherish	surprise	0.219	jgħożżu
good	surprise	0.219	tajba
dawn	surprise	0.211	bidunett
simplify	surprise	0.211	tissimplifika
shell	surprise	0.211	qoxra
morals	surprise	0.203	morali
money	surprise	0.203	flus
nullify	surprise	0.203	tannulla
purity	surprise	0.203	purità
sweet	surprise	0.203	ħelu
synchronize	surprise	0.195	jissinkronizza
precious	surprise	0.195	prezzjuż
humanitarian	surprise	0.195	umanitarja
preservative	surprise	0.195	preservattiv
unfulfilled	surprise	0.195	mhux sodisfatt
obliging	surprise	0.188	tobbliga
singularly	surprise	0.188	singolarment
graduation	surprise	0.180	gradwazzjoni
foresee	surprise	0.180	jipprevedi
pray	surprise	0.180	itolbu
lovely	surprise	0.180	sabiħ
thirst	surprise	0.172	għatx
mouth	surprise	0.172	ħalq
youth	surprise	0.172	iż-żgħażagħ
sun	surprise	0.172	xemx
art	surprise	0.172	art
goodness	surprise	0.164	tjubija
latent	surprise	0.156	moħbija
visor	surprise	0.156	viżiera
overdue	surprise	0.156	misshom
practiced	surprise	0.156	ipprattikat
loyal	surprise	0.148	leali
expect	surprise	0.148	jistennew
wireless	surprise	0.148	bla wajers
destination	surprise	0.148	destinazzjoni
infant	surprise	0.141	tarbija
cream	surprise	0.141	krema
slush	surprise	0.141	slush
quote	surprise	0.141	kwotazzjoni
playground	surprise	0.133	bitħa
vote	surprise	0.125	jivvota
teach	surprise	0.125	jgħallmu
organization	surprise	0.125	organizzazzjoni
dolphin	surprise	0.117	delfini
weight	surprise	0.117	piż
smile	surprise	0.117	tbissem
sisterhood	surprise	0.109	aħwa
cable	surprise	0.109	kejbil
sunny	surprise	0.102	xemxi
steady	surprise	0.094	stabbli
peaceful	surprise	0.086	paċifika
spa	surprise	0.086	spa
leisure	surprise	0.086	divertiment
picnic	surprise	0.078	pikniks
tree	surprise	0.078	siġra
worm	surprise	0.055	dudu
truthfulness	trust	0.906	il-verità
trusted	trust	0.883	TRUE
trustworthy	trust	0.867	affidabbli
honor	trust	0.844	unur
honesty	trust	0.844	onestà
honest	trust	0.844	onest
truth	trust	0.844	verità
truthful	trust	0.836	veritiera
trusting	trust	0.836	fiduċja
brotherhood	trust	0.820	fratellanza
entrust	trust	0.812	afda
committed	trust	0.805	impenjata
loyalty	trust	0.805	lealtà
integrity	trust	0.805	integrità
honorable	trust	0.805	onorevoli
trust	trust	0.805	fiduċja
credibility	trust	0.805	kredibbiltà
faithful	trust	0.797	fidila
sincere	trust	0.797	sinċieri
partnership	trust	0.789	sħubija
responsible	trust	0.789	responsabbli
true	trust	0.789	veru
wisdom	trust	0.789	għerf
verification	trust	0.781	verifika
cooperative	trust	0.781	kooperattiva
vow	trust	0.781	wegħda
oath	trust	0.781	ġurament
respectable	trust	0.773	rispettabbli
sisterhood	trust	0.773	aħwa
hero	trust	0.773	eroj
credible	trust	0.773	kredibbli
promise	trust	0.773	wegħda
verified	trust	0.773	verifikati
qualified	trust	0.766	kwalifikati
authentication	trust	0.766	awtentikazzjoni
respected	trust	0.766	rispettati
compassion	trust	0.759	kompassjoni
approval	trust	0.758	approvazzjoni
moral	trust	0.758	morali
reliability	trust	0.758	affidabbiltà
trusts	trust	0.758	fdat
safekeeping	trust	0.758	ħarsien
reputable	trust	0.758	fama
love	trust	0.758	imħabba
friend	trust	0.750	ħabib
stable	trust	0.750	stabbli
authentic	trust	0.750	awtentiku
competence	trust	0.750	kompetenza
safeguard	trust	0.750	salvagwardja
companion	trust	0.750	sieħba
advised	trust	0.750	avżat
respect	trust	0.750	rispett
loyal	trust	0.750	leali
genuine	trust	0.750	ġenwin
friendships	trust	0.750	trusts
ally	trust	0.750	alleat
proven	trust	0.742	ippruvat
freedom	trust	0.742	libertà
respects	trust	0.742	tirrispetta
accepting	trust	0.742	ħbiberiji
faith	trust	0.742	fidi
wholesome	trust	0.742	bnin
heartfelt	trust	0.734	mill-qalb
unification	trust	0.734	unifikazzjoni
confirmation	trust	0.734	konferma
protecting	trust	0.734	protezzjoni
reassurance	trust	0.734	riassigurazzjoni
trustee	trust	0.734	trustee
supporter	trust	0.734	partitarju
respectful	trust	0.734	rispettuż
admirable	trust	0.734	ammirevoli
fact	trust	0.727	fatt
friendship	trust	0.727	ħbiberija
partners	trust	0.727	taċċetta
confidentially	trust	0.727	kunfidenzjali
confident	trust	0.727	kunfidenti
equality	trust	0.727	ugwaljanza
alliance	trust	0.727	alleanza
credential	trust	0.727	kredenzjali
believing	trust	0.727	jemmen
excellence	trust	0.727	eċċellenza
agreement	trust	0.727	ftehim
closeness	trust	0.719	qrubija
authenticate	trust	0.719	awtentika
virtuous	trust	0.719	virtuż
intelligence	trust	0.719	intelliġenza
kindred	trust	0.719	familjari
virtue	trust	0.719	virtù
honored	trust	0.719	onorat
justice	trust	0.711	ġustizzja
charitable	trust	0.711	karitatevoli
determination	trust	0.711	determinazzjoni
creditable	trust	0.711	kredibbli
consistency	trust	0.711	konsistenza
allegiance	trust	0.711	lealtà
cooperation	trust	0.711	kooperazzjoni
guarantee	trust	0.711	garanzija
dedication	trust	0.711	dedikazzjoni
straightforward	trust	0.711	sempliċi
cooperating	trust	0.711	jikkoperaw
reliable	trust	0.703	ta'min jafdah
nurture	trust	0.703	trawwem
mother	trust	0.703	omm
fulfilled	trust	0.703	sodisfatti
admiration	trust	0.703	ammirazzjoni
mentor	trust	0.703	mentor
guardianship	trust	0.703	tutela
assurance	trust	0.703	assigurazzjoni
morality	trust	0.703	moralità
motherhood	trust	0.703	maternità
innocent	trust	0.703	innoċenti
reverence	trust	0.703	riverenza
sanctuary	trust	0.703	santwarju
friendliness	trust	0.703	ħbiberija
prepared	trust	0.703	ippreparat
admire	trust	0.703	jammiraw
protected	trust	0.703	protetti
proof	trust	0.703	prova
bodyguard	trust	0.695	gwardja tal-ġisem
skillful	trust	0.695	sengħa
marriage	trust	0.695	żwieġ
allied	trust	0.695	alleati
morals	trust	0.695	morali
humanitarian	trust	0.695	umanitarja
pact	trust	0.695	patt
courage	trust	0.695	kuraġġ
accountable	trust	0.695	responsabbli
agreeable	trust	0.695	aċċettabbli
united	trust	0.695	magħqudin
indestructible	trust	0.695	indistruttibbli
approving	trust	0.695	japprova
guardian	trust	0.695	gwardjan
compassionate	trust	0.695	kompassjoni
scientist	trust	0.695	xjenzat
certified	trust	0.695	iċċertifikat
pledge	trust	0.688	rahan
adviser	trust	0.688	konsulent
authenticity	trust	0.688	l-awtentiċità
understanding	trust	0.688	fehim
secure	trust	0.688	sigur
guidance	trust	0.688	gwida
monogamy	trust	0.688	monogamija
valor	trust	0.688	valur
solidity	trust	0.688	solidità
perfection	trust	0.688	perfezzjoni
believed	trust	0.688	emmen
humanity	trust	0.688	umanità
justifiable	trust	0.688	ġustifikabbli
competent	trust	0.688	kompetenti
esteem	trust	0.688	stima
protector	trust	0.680	protettur
inspire	trust	0.680	jispira
hope	trust	0.680	tama
strongest	trust	0.680	msieħba
expertise	trust	0.680	kompetenza
humble	trust	0.680	umli
indivisible	trust	0.680	indiviżibbli
official	trust	0.680	uffiċjali
affirm	trust	0.680	jaffermaw
familiarity	trust	0.680	familjarità
confirmed	trust	0.680	ikkonfermat
diligence	trust	0.680	diliġenza
grandfather	trust	0.680	nannu
advocacy	trust	0.680	promozzjoni
goodness	trust	0.680	tjubija
commendable	trust	0.680	ifaħħarha
acceptance	trust	0.680	aċċettazzjoni
diplomatic	trust	0.680	diplomatiku
leader	trust	0.680	Kap
confide	trust	0.680	kunfida
agreeing	trust	0.680	jaqbel
approve	trust	0.680	japprova
professional	trust	0.680	professjonali
elders	trust	0.680	anzjani
confidential	trust	0.680	kunfidenzjali
faultless	trust	0.672	bla difetti
believes	trust	0.672	aċċettata
sanctify	trust	0.672	qaddis
intelligent	trust	0.672	intelliġenti
safe	trust	0.672	sigur
accepted	trust	0.672	l-aktar b'saħħitha
dignity	trust	0.672	dinjità
unwavering	trust	0.672	bla waqfien
encyclopedia	trust	0.672	enċiklopedija
mastery	trust	0.672	ħakma
cohesive	trust	0.672	koeżiva
harmoniously	trust	0.672	armonjuż
benevolence	trust	0.672	benevolenza
healing	trust	0.672	fejqan
accredited	trust	0.672	akkreditat
covenant	trust	0.672	patt
accountability	trust	0.664	responsabbiltà
team	trust	0.664	tim
authority	trust	0.664	awtorità
heroic	trust	0.664	erojku
reliance	trust	0.664	dipendenza
expert	trust	0.664	espert
communicate	trust	0.664	jikkomunika
spiritual	trust	0.664	spiritwali
impeccable	trust	0.664	impekkabbli
specialist	trust	0.664	speċjalista
affirmatively	trust	0.664	affermattivament
proficient	trust	0.664	profiċjenti
fulfillment	trust	0.664	twettiq
advocate	trust	0.664	avukat
disciple	trust	0.664	dixxiplu
attestation	trust	0.664	attestazzjoni
merit	trust	0.664	mertu
supporting	trust	0.664	appoġġ
ambassador	trust	0.664	ambaxxatur
guidebook	trust	0.664	ktieb gwida
accept	trust	0.664	aċċetta
strengthening	trust	0.661	tisħiħ
holiness	trust	0.656	qdusija
facts	trust	0.656	fatti
warranty	trust	0.656	garanzija
strength	trust	0.656	saħħa
relationship	trust	0.656	relazzjoni
defended	trust	0.656	iddefendiet
constancy	trust	0.656	kostanza
favorable	trust	0.656	favorevoli
gentleman	trust	0.656	gentleman
counsel	trust	0.656	avukat
scientific	trust	0.656	xjentifiku
structure	trust	0.656	struttura
elder	trust	0.656	anzjan
excellent	trust	0.656	eċċellenti
achieve	trust	0.656	tikseb
steadfast	trust	0.656	sod
familiar	trust	0.656	familjari
proficiency	trust	0.656	profiċjenza
supports	trust	0.656	jemmen
counselor	trust	0.648	konsulent
lovable	trust	0.648	maħbub
advisable	trust	0.648	rakkomandabbli
agreed	trust	0.648	miftiehem
heroism	trust	0.648	erojiżmu
rely	trust	0.648	tistrieħ
uphold	trust	0.648	ssostni
brother	trust	0.648	ħu
matrimony	trust	0.648	żwieġ
assuredly	trust	0.648	żgur
peaceful	trust	0.648	paċifika
saint	trust	0.648	qaddis
unconditionally	trust	0.648	jaċċetta
solidarity	trust	0.648	solidarjetà
accepts	trust	0.648	jappoġġja
inspiration	trust	0.648	ispirazzjoni
noble	trust	0.648	nobbli
successful	trust	0.648	suċċess
harmony	trust	0.648	armonija
protective	trust	0.648	protettiva
competency	trust	0.648	kompetenza
comrade	trust	0.648	sħabu
academic	trust	0.648	akkademiku
assist	trust	0.648	jassistu
worthy	trust	0.643	denja
benefactor	trust	0.641	benefattur
credence	trust	0.641	kredenza
confidence	trust	0.641	kunfidenza
relationships	trust	0.641	bla kundizzjoni
ordained	trust	0.641	ordnat
legal	trust	0.641	legali
champion	trust	0.641	champion
lawful	trust	0.641	legali
durability	trust	0.641	durabilità
judiciary	trust	0.641	ġudikatura
doctor	trust	0.641	tabib
loving	trust	0.641	loving
assure	trust	0.641	tassigura
establish	trust	0.641	jistabbilixxu
mamma	trust	0.641	mamma
kind	trust	0.641	tip
unity	trust	0.641	għaqda
conscientious	trust	0.641	kuxjenzjuż
real	trust	0.641	reali
coexist	trust	0.641	jeżistu flimkien
leading	trust	0.641	li jwassal
teacher	trust	0.641	għalliem
intimate	trust	0.634	intima
brotherly	trust	0.633	aħwa
physician	trust	0.633	tabib
judicial	trust	0.633	ġudizzjarju
saintly	trust	0.633	qaddis
aspiration	trust	0.633	aspirazzjoni
conscience	trust	0.633	kuxjenza
therapeutic	trust	0.633	terapewtiċi
fidelity	trust	0.633	fedeltà
soundness	trust	0.633	saħħa
important	trust	0.633	importanti
homage	trust	0.633	ġieħ
legitimacy	trust	0.633	leġittimità
fortitude	trust	0.633	fortitude
deepest	trust	0.633	relazzjonijiet
approved	trust	0.633	approvati
courageous	trust	0.633	kuraġġuż
devotional	trust	0.633	devozzjonali
endorse	trust	0.633	japprova
backbone	trust	0.633	sinsla
authorize	trust	0.633	jawtorizza
practiced	trust	0.633	ipprattikat
sanctification	trust	0.633	qdusija
hopeful	trust	0.633	tama
convincing	trust	0.633	konvinċenti
bless	trust	0.633	bierku
angel	trust	0.625	anġlu
authorization	trust	0.625	awtorizzazzjoni
assured	trust	0.625	assigurat
purify	trust	0.625	jippurifika
caretaker	trust	0.625	kustodju
regard	trust	0.625	rigward
profound	trust	0.625	profonda
achievement	trust	0.625	kisba
evident	trust	0.625	evidenti
positivity	trust	0.625	pożittività
communication	trust	0.625	komunikazzjoni
professorship	trust	0.625	professorat
blessing	trust	0.625	barka
beliefs	trust	0.625	l-aktar fonda
encourage	trust	0.625	iħeġġeġ
fireman	trust	0.625	pompier
majestic	trust	0.625	majestuż
civilized	trust	0.625	ċivilizzat
certify	trust	0.625	jiċċertifika
wonderful	trust	0.625	mill-isbaħ
engaged	trust	0.625	ingaġġat
accurate	trust	0.625	preċiża
approvement	trust	0.617	approvazzjoni
optimism	trust	0.617	ottimiżmu
planning	trust	0.617	ippjanar
believer	trust	0.617	fidi
advice	trust	0.617	pariri
commend	trust	0.617	ifaħħar
gospel	trust	0.617	Evanġelju
objective	trust	0.617	għan
rational	trust	0.617	razzjonali
cherish	trust	0.617	jgħożżu
constantly	trust	0.617	kontinwament
haven	trust	0.617	kenn
fundamental	trust	0.617	fundamentali
bedrock	trust	0.617	qiegħ il-blat
accord	trust	0.617	qbil
triumphant	trust	0.617	trijonfanti
surety	trust	0.617	garanzija
testament	trust	0.617	testment
absolution	trust	0.617	l-assoluzzjoni
truce	trust	0.617	tregwa
reassure	trust	0.617	iserraħ
appreciation	trust	0.617	apprezzament
qualities	trust	0.617	kwalitajiet
passionate	trust	0.617	passjonat
good	trust	0.617	tajba
unimpeachable	trust	0.617	inekkabbli
corroborate	trust	0.617	jikkorroboraw
thoughtful	trust	0.617	maħsub
heroine	trust	0.617	eroina
teach	trust	0.617	jgħallmu
god	trust	0.617	alla
attentive	trust	0.617	attent
scripture	trust	0.609	iskrittura
civilization	trust	0.609	ċiviltà
magnificence	trust	0.609	magnificence
recommend	trust	0.609	jirrakkomandaw
progression	trust	0.609	progressjoni
steward	trust	0.609	steward
purification	trust	0.609	purifikazzjoni
patron	trust	0.609	patrun
praiseworthy	trust	0.609	ta’ min ifaħħar
heal	trust	0.609	fejqan
considerate	trust	0.609	meqjusa
blessings	trust	0.609	tberik
mediator	trust	0.609	medjatur
babysitter	trust	0.609	babysitter
notary	trust	0.609	nutar
awareness	trust	0.609	għarfien
vetted	trust	0.609	twemmin
excel	trust	0.609	jisbqu
happy	trust	0.609	kuntenti
praise	trust	0.609	tifħir
brilliant	trust	0.609	brillanti
liking	trust	0.609	Predisposizzjoni
definitive	trust	0.609	definittiva
comfort	trust	0.609	kumdità
officer	trust	0.609	uffiċjal
peace	trust	0.602	paċi
serenity	trust	0.602	serenità
unquestionable	trust	0.602	bla dubju
embrace	trust	0.602	tħaddan
identify	trust	0.602	jidentifikaw
inspired	trust	0.602	ispirati
steady	trust	0.602	stabbli
nun	trust	0.602	soru
guarded	trust	0.602	mgħasses
symmetry	trust	0.602	simetrija
mainstay	trust	0.602	pedament
fulfill	trust	0.602	tissodisfa
humility	trust	0.602	umiltà
helpful	trust	0.602	utli
transcendence	trust	0.602	traxxendenza
unconditional	trust	0.602	bla kundizzjoni
brave	trust	0.602	kuraġġuż
brighten	trust	0.602	jdawwal
experienced	trust	0.602	esperjenza
enlightenment	trust	0.602	kjarifika
sympathetic	trust	0.602	simpatiku
witness	trust	0.602	xhud
vigilant	trust	0.594	viġilanti
ministry	trust	0.594	ministeru
admiral	trust	0.594	ammirall
vigilance	trust	0.594	viġilanza
depend	trust	0.594	jiddependu
generosity	trust	0.594	ġenerożità
befriend	trust	0.594	tagħmel ħabib
complimentary	trust	0.594	kumplimentari
assessment	trust	0.594	valutazzjoni
fairly	trust	0.594	b’mod ġust
enlighten	trust	0.594	idawwal
strengthen	trust	0.594	issaħħaħ
nurse	trust	0.594	infermiera
endowment	trust	0.594	dotazzjoni
visionary	trust	0.594	viżjonarju
praised	trust	0.594	imfaħħar
eminence	trust	0.594	eminenza
marry	trust	0.594	jiżżewġu
generous	trust	0.594	ġeneruż
gratitude	trust	0.594	gratitudni
sage	trust	0.594	salvja
tranquility	trust	0.594	trankwillità
openly	trust	0.594	fil-miftuħ
grant	trust	0.594	għotja
spouse	trust	0.594	konjuġi
philanthropic	trust	0.594	filantropiku
regent	trust	0.594	reġent
substantiate	trust	0.594	jissostanzjaw
commendation	trust	0.594	tifħir
council	trust	0.594	Kunsill
efficient	trust	0.594	effiċjenti
sweetheart	trust	0.589	ħelwa
bylaw	trust	0.586	bylaw
magnificent	trust	0.586	magnífico
designation	trust	0.586	nomina
godly	trust	0.586	ta’ Alla
seniority	trust	0.586	anzjanità
conservation	trust	0.586	konservazzjoni
educational	trust	0.586	edukattivi
rooted	trust	0.586	bl-għeruq
inheritance	trust	0.586	wirt
diplomacy	trust	0.586	diplomazija
mate	trust	0.586	sieħeb
convince	trust	0.586	tikkonvinċi
unfailing	trust	0.586	bla falliment
share	trust	0.586	sehem
monk	trust	0.586	monk
constitutional	trust	0.586	kostituzzjonali
lovely	trust	0.586	sabiħ
compliance	trust	0.586	konformità
attest	trust	0.586	jattesta
victory	trust	0.586	rebħa
serene	trust	0.586	seren
checklist	trust	0.586	lista ta' kontroll
husbandry	trust	0.586	trobbija
enjoying	trust	0.586	tgawdi
revere	trust	0.586	revere
tribe	trust	0.586	tribù
meritorious	trust	0.586	meritevoli
joyful	trust	0.586	ferrieħi
delegate	trust	0.586	delegat
helper	trust	0.586	helper
angelic	trust	0.586	anġeliku
ambition	trust	0.586	ambizzjoni
father	trust	0.586	missier
acclaim	trust	0.586	akklamazzjoni
testimony	trust	0.586	xhieda
collectively	trust	0.586	kollettivament
sobriety	trust	0.586	sobrjetà
prestige	trust	0.586	prestiġju
firmness	trust	0.586	fermezza
structural	trust	0.578	strutturali
impartiality	trust	0.578	imparzjalità
navigator	trust	0.578	navigatur
judge	trust	0.578	imħallef
shelter	trust	0.578	kenn
coexisting	trust	0.578	koeżistenti
unquestioned	trust	0.578	bla dubju
careful	trust	0.578	attent
obey	trust	0.578	jobdu
professor	trust	0.578	professur
convinced	trust	0.578	konvint
communion	trust	0.578	tqarbina
cheerfulness	trust	0.578	ferħ
inviting	trust	0.578	tistieden
irrefutable	trust	0.578	inkonfutabbli
commandant	trust	0.578	kmandant
smile	trust	0.578	tbissem
authoritative	trust	0.578	awtorevoli
philanthropist	trust	0.578	filantropu
legalized	trust	0.578	legalizzat
adore	trust	0.578	nadura
upright	trust	0.578	wieqfa
revival	trust	0.578	qawmien mill-ġdid
dutiful	trust	0.578	dobbli
watchdog	trust	0.578	għassies
apostle	trust	0.570	appostlu
volunteers	trust	0.570	voluntiera
immaculate	trust	0.570	immakulata
adhering	trust	0.570	li jeħel
unquestionably	trust	0.570	bla dubju
advise	trust	0.570	jagħti parir
punctual	trust	0.570	puntwali
consult	trust	0.570	ikkonsulta
ordinance	trust	0.570	ordinanza
complement	trust	0.570	jikkumplimentaw
modest	trust	0.570	modest
everlasting	trust	0.570	għal dejjem
compass	trust	0.570	kumpass
heavenly	trust	0.570	tas-sema
determinate	trust	0.570	determinat
counsellor	trust	0.570	konsulent
abundance	trust	0.570	abbundanza
guide	trust	0.570	gwida
earned	trust	0.570	ivverifikat
pedigree	trust	0.570	pedigree
relative	trust	0.570	relattiv
principal	trust	0.570	prinċipali
plausible	trust	0.570	plawsibbli
collaborator	trust	0.570	kollaboratur
connective	trust	0.570	konnettiv
corroboration	trust	0.570	korroborazzjoni
insure	trust	0.570	tassigura
pilot	trust	0.570	pilota
unequivocal	trust	0.570	inekwivoku
matron	trust	0.570	matrona
cuddle	trust	0.570	tgħanniha
measured	trust	0.570	imkejla
fort	trust	0.562	forti
treasurer	trust	0.562	teżorier
apostolic	trust	0.562	appostoliku
save	trust	0.562	ħlief
frankness	trust	0.562	frankezza
insight	trust	0.562	għarfien
admit	trust	0.562	jammetti
earn	trust	0.562	jaqilgħu
