English Word	Emotion	Emotion-Intensity-Score	French Word
steadfast	trust	0.656	ferme
familiar	trust	0.656	familier
proficiency	trust	0.656	compétence
supports	trust	0.656	croit
counselor	trust	0.648	conseiller
lovable	trust	0.648	aimable
advisable	trust	0.648	conseillé
agreed	trust	0.648	convenu
heroism	trust	0.648	héroïsme
rely	trust	0.648	compter
uphold	trust	0.648	défendre
brother	trust	0.648	frère
matrimony	trust	0.648	mariage
assuredly	trust	0.648	assurément
peaceful	trust	0.648	pacifique
saint	trust	0.648	Saint
unconditionally	trust	0.648	accepte
solidarity	trust	0.648	solidarité
accepts	trust	0.648	les soutiens
inspiration	trust	0.648	inspiration
noble	trust	0.648	noble
successful	trust	0.648	couronné de succès
harmony	trust	0.648	harmonie
protective	trust	0.648	protecteur
competency	trust	0.648	compétence
comrade	trust	0.648	camarade
academic	trust	0.648	académique
assist	trust	0.648	aider
worthy	trust	0.643	digne
benefactor	trust	0.641	bienfaiteur
credence	trust	0.641	foi
confidence	trust	0.641	confiance
relationships	trust	0.641	inconditionnellement
ordained	trust	0.641	ordonné
legal	trust	0.641	juridique
champion	trust	0.641	champion
lawful	trust	0.641	légitime
durability	trust	0.641	durabilité
judiciary	trust	0.641	judiciaire
doctor	trust	0.641	docteur
loving	trust	0.641	aimant
assure	trust	0.641	assurer
establish	trust	0.641	mettre en place
mamma	trust	0.641	maman
kind	trust	0.641	gentil
unity	trust	0.641	unité
conscientious	trust	0.641	consciencieux
real	trust	0.641	réel
coexist	trust	0.641	coexister
leading	trust	0.641	premier
teacher	trust	0.641	prof
intimate	trust	0.634	intime
brotherly	trust	0.633	fraternel
physician	trust	0.633	médecin
judicial	trust	0.633	judiciaire
saintly	trust	0.633	saint
aspiration	trust	0.633	aspiration
conscience	trust	0.633	conscience
therapeutic	trust	0.633	thérapeutique
fidelity	trust	0.633	fidélité
soundness	trust	0.633	solidité
important	trust	0.633	important
homage	trust	0.633	hommage
legitimacy	trust	0.633	légitimité
fortitude	trust	0.633	courage
deepest	trust	0.633	des relations
approved	trust	0.633	approuvé
courageous	trust	0.633	courageux
devotional	trust	0.633	dévotionnel
endorse	trust	0.633	endosser
backbone	trust	0.633	colonne vertébrale
authorize	trust	0.633	autoriser
practiced	trust	0.633	exercé
sanctification	trust	0.633	sanctification
hopeful	trust	0.633	optimiste
convincing	trust	0.633	convaincant
bless	trust	0.633	bénir
angel	trust	0.625	ange
authorization	trust	0.625	autorisation
assured	trust	0.625	assuré
purify	trust	0.625	purifier
caretaker	trust	0.625	le concierge
regard	trust	0.625	qui concerne
profound	trust	0.625	profond
achievement	trust	0.625	réalisation
evident	trust	0.625	évident
positivity	trust	0.625	positivité
communication	trust	0.625	la communication
professorship	trust	0.625	chaire
blessing	trust	0.625	bénédiction
beliefs	trust	0.625	le plus profond
encourage	trust	0.625	encourager
fireman	trust	0.625	pompier
majestic	trust	0.625	majestueux
civilized	trust	0.625	civilisé
certify	trust	0.625	certifier
wonderful	trust	0.625	magnifique
engaged	trust	0.625	engagé
accurate	trust	0.625	exact
approvement	trust	0.617	approbation
optimism	trust	0.617	optimisme
planning	trust	0.617	Planification
believer	trust	0.617	croyant
advice	trust	0.617	conseils
commend	trust	0.617	saluer
gospel	trust	0.617	gospel
objective	trust	0.617	objectif
rational	trust	0.617	rationnel
cherish	trust	0.617	chérir
constantly	trust	0.617	en permanence
haven	trust	0.617	havre
fundamental	trust	0.617	fondamental
bedrock	trust	0.617	substrat rocheux
accord	trust	0.617	accord
triumphant	trust	0.617	triomphant
surety	trust	0.617	caution
testament	trust	0.617	testament
absolution	trust	0.617	absolution
truce	trust	0.617	trêve
reassure	trust	0.617	rassurer
appreciation	trust	0.617	appréciation
qualities	trust	0.617	qualités
passionate	trust	0.617	passionné
good	trust	0.617	bien
unimpeachable	trust	0.617	irréprochable
corroborate	trust	0.617	corroborer
thoughtful	trust	0.617	réfléchi
heroine	trust	0.617	héroïne
teach	trust	0.617	apprendre
god	trust	0.617	dieu
attentive	trust	0.617	attentif
scripture	trust	0.609	écriture
civilization	trust	0.609	civilisation
magnificence	trust	0.609	magnificence
recommend	trust	0.609	recommander
progression	trust	0.609	progression
steward	trust	0.609	intendant
purification	trust	0.609	purification
patron	trust	0.609	mécène
praiseworthy	trust	0.609	louable
heal	trust	0.609	guérir
considerate	trust	0.609	prévenant
blessings	trust	0.609	bénédictions
mediator	trust	0.609	médiateur
babysitter	trust	0.609	Baby-sitter
notary	trust	0.609	notaire
awareness	trust	0.609	sensibilisation
vetted	trust	0.609	croyances
excel	trust	0.609	exceller
happy	trust	0.609	heureux
praise	trust	0.609	louer
brilliant	trust	0.609	génial
liking	trust	0.609	aimer
definitive	trust	0.609	définitive
comfort	trust	0.609	confort
officer	trust	0.609	officier
peace	trust	0.602	paix
serenity	trust	0.602	sérénité
unquestionable	trust	0.602	incontestable
embrace	trust	0.602	embrasse
identify	trust	0.602	identité
inspired	trust	0.602	inspiré
steady	trust	0.602	constant
nun	trust	0.602	religieuse
guarded	trust	0.602	gardé
symmetry	trust	0.602	symétrie
mainstay	trust	0.602	pilier
fulfill	trust	0.602	remplir
humility	trust	0.602	humilité
helpful	trust	0.602	utile
transcendence	trust	0.602	transcendance
unconditional	trust	0.602	inconditionnel
brave	trust	0.602	braver
brighten	trust	0.602	éclairer
experienced	trust	0.602	expérimenté
enlightenment	trust	0.602	éclaircissement
sympathetic	trust	0.602	sympathique
witness	trust	0.602	témoin
vigilant	trust	0.594	vigilant
ministry	trust	0.594	ministère
admiral	trust	0.594	amiral
vigilance	trust	0.594	vigilance
depend	trust	0.594	dépendre
generosity	trust	0.594	générosité
befriend	trust	0.594	se lier d'amitié
complimentary	trust	0.594	gratuit
assessment	trust	0.594	évaluation
fairly	trust	0.594	équitablement
enlighten	trust	0.594	éclairer
strengthen	trust	0.594	renforcer
nurse	trust	0.594	infirmière
endowment	trust	0.594	donation
visionary	trust	0.594	visionnaire
praised	trust	0.594	loué
eminence	trust	0.594	éminence
marry	trust	0.594	marier
generous	trust	0.594	généreuse
gratitude	trust	0.594	Reconnaissance
sage	trust	0.594	sauge
tranquility	trust	0.594	tranquillité
openly	trust	0.594	ouvertement
grant	trust	0.594	accorder
spouse	trust	0.594	conjoint
philanthropic	trust	0.594	philanthropique
regent	trust	0.594	régent
substantiate	trust	0.594	justifier
commendation	trust	0.594	recommandation
council	trust	0.594	conseil
efficient	trust	0.594	efficace
sweetheart	trust	0.589	amoureux
bylaw	trust	0.586	arrêté
magnificent	trust	0.586	magnifique
designation	trust	0.586	la désignation
godly	trust	0.586	pieux
seniority	trust	0.586	ancienneté
conservation	trust	0.586	conservation
educational	trust	0.586	éducatif
rooted	trust	0.586	enraciné
inheritance	trust	0.586	héritage
diplomacy	trust	0.586	diplomatie
mate	trust	0.586	camarade
convince	trust	0.586	convaincre
unfailing	trust	0.586	infaillible
share	trust	0.586	partager
monk	trust	0.586	moine
constitutional	trust	0.586	constitutionnel
lovely	trust	0.586	joli
compliance	trust	0.586	conformité
attest	trust	0.586	attester
victory	trust	0.586	la victoire
serene	trust	0.586	serein
checklist	trust	0.586	liste de contrôle
husbandry	trust	0.586	agriculture
enjoying	trust	0.586	profiter
revere	trust	0.586	révérer
tribe	trust	0.586	tribu
meritorious	trust	0.586	méritoire
joyful	trust	0.586	joyeux
delegate	trust	0.586	déléguer
helper	trust	0.586	assistant
angelic	trust	0.586	angélique
ambition	trust	0.586	ambition
father	trust	0.586	père
acclaim	trust	0.586	acclamer
testimony	trust	0.586	témoignage
collectively	trust	0.586	collectivement
sobriety	trust	0.586	sobriété
prestige	trust	0.586	prestige
firmness	trust	0.586	fermeté
structural	trust	0.578	de construction
impartiality	trust	0.578	impartialité
navigator	trust	0.578	navigateur
judge	trust	0.578	juge
shelter	trust	0.578	abri
coexisting	trust	0.578	coexister
unquestioned	trust	0.578	incontesté
careful	trust	0.578	prudent
obey	trust	0.578	obéit
professor	trust	0.578	professeur
convinced	trust	0.578	convaincu
communion	trust	0.578	communion
cheerfulness	trust	0.578	gaieté
inviting	trust	0.578	attrayant
irrefutable	trust	0.578	irréfutable
commandant	trust	0.578	commandant
smile	trust	0.578	le sourire
authoritative	trust	0.578	faisant autorité
philanthropist	trust	0.578	philanthrope
legalized	trust	0.578	légalisé
adore	trust	0.578	adorer
upright	trust	0.578	droit
revival	trust	0.578	la relance
dutiful	trust	0.578	respectueux
watchdog	trust	0.578	chien de garde
apostle	trust	0.570	apôtre
volunteers	trust	0.570	bénévoles
immaculate	trust	0.570	immaculé
adhering	trust	0.570	adhérer
unquestionably	trust	0.570	incontestablement
advise	trust	0.570	conseiller
punctual	trust	0.570	ponctuelle
consult	trust	0.570	consulter
ordinance	trust	0.570	ordonnance
complement	trust	0.570	complément
modest	trust	0.570	modeste
everlasting	trust	0.570	éternel
compass	trust	0.570	boussole
heavenly	trust	0.570	céleste
determinate	trust	0.570	déterminé
counsellor	trust	0.570	conseiller
abundance	trust	0.570	abondance
guide	trust	0.570	guide
earned	trust	0.570	vérifié
pedigree	trust	0.570	pedigree
relative	trust	0.570	relatif
principal	trust	0.570	directeur
plausible	trust	0.570	plausible
collaborator	trust	0.570	collaborateur
connective	trust	0.570	conjonctif
corroboration	trust	0.570	corroboration
insure	trust	0.570	assurer
pilot	trust	0.570	pilote
unequivocal	trust	0.570	sans équivoque
matron	trust	0.570	matrone
cuddle	trust	0.570	câlin
measured	trust	0.570	mesuré
fort	trust	0.562	fort
treasurer	trust	0.562	trésorier
apostolic	trust	0.562	apostolique
save	trust	0.562	enregistrer
frankness	trust	0.562	franchise
insight	trust	0.562	aperçu
admit	trust	0.562	admettre
earn	trust	0.562	gagner
remarkable	trust	0.562	remarquable
strong	trust	0.562	fort
content	trust	0.562	contenu
vitality	trust	0.562	vitalité
prize	trust	0.562	prix
vigorous	trust	0.562	vigoureux
congregation	trust	0.562	congrégation
uplift	trust	0.562	soulèvement
spotless	trust	0.562	impeccable
devout	trust	0.562	pieux
soothing	trust	0.562	apaisants
miracle	trust	0.562	miracle
cohesion	trust	0.562	cohésion
lovemaking	trust	0.562	faire l'amour
curable	trust	0.562	guérissable
pleasant	trust	0.562	agréable
jury	trust	0.562	jury
pertinent	trust	0.562	pertinent
succeeding	trust	0.562	réussir
concordance	trust	0.562	concordance
jurist	trust	0.562	juriste
applaud	trust	0.562	applaudir
ordination	trust	0.562	ordination
compensate	trust	0.562	compenser
patience	trust	0.555	patience
mediate	trust	0.555	médiat
coach	trust	0.555	entraîneur
illumination	trust	0.555	éclairage
cultivate	trust	0.555	cultiver
providing	trust	0.555	fournir
precedence	trust	0.555	priorité
exalt	trust	0.555	exalter
succeed	trust	0.555	réussir
inclusion	trust	0.555	inclusion
meditate	trust	0.555	méditer
coalesce	trust	0.555	se fondre
betrothed	trust	0.555	fiancé
midwife	trust	0.555	sage-femme
veteran	trust	0.555	vétéran
destined	trust	0.555	destiné
auditor	trust	0.555	Auditeur
privacy	trust	0.555	intimité
restorative	trust	0.555	réparateur
influential	trust	0.555	influent
impartial	trust	0.555	impartial
discretion	trust	0.555	discrétion
foresight	trust	0.555	prévoyance
congruence	trust	0.555	congruence
worship	trust	0.555	culte
constant	trust	0.555	constant
reunion	trust	0.555	réunion
intuition	trust	0.555	intuition
reconciliation	trust	0.555	réconciliation
ambulance	trust	0.555	ambulance
defender	trust	0.555	défenseur
greatness	trust	0.555	grandeur
buddy	trust	0.555	copain
vote	trust	0.555	voter
physicist	trust	0.555	physicien
prophet	trust	0.555	prophète
prevalent	trust	0.547	fréquent
eyewitness	trust	0.547	témoin oculaire
durable	trust	0.547	durable
prudent	trust	0.547	prudent
securities	trust	0.547	titres
salvation	trust	0.547	salut
govern	trust	0.547	gouverne
law	trust	0.547	droit
proud	trust	0.547	fier
cheer	trust	0.547	bravo
reinforcement	trust	0.547	renforcement
promises	trust	0.547	gagné
invocation	trust	0.547	invocation
provide	trust	0.547	apporter
friendly	trust	0.547	amical
commanding	trust	0.547	commandant
temperate	trust	0.547	tempéré
conciliation	trust	0.547	conciliation
convent	trust	0.547	couvent
heritage	trust	0.547	patrimoine
independence	trust	0.547	indépendance
rejoice	trust	0.547	réjouir
engaging	trust	0.547	engageant
readiness	trust	0.547	préparation
registry	trust	0.547	enregistrement
statement	trust	0.547	déclaration
liberty	trust	0.547	liberté
forgive	trust	0.547	pardonner
ancestral	trust	0.547	ancestral
impenetrable	trust	0.547	impénétrable
choices	trust	0.539	promesses
psalms	trust	0.539	psaumes
majority	trust	0.539	majorité
antidote	trust	0.539	antidote
tantamount	trust	0.539	équivalent
perfect	trust	0.539	parfait
regularity	trust	0.539	régularité
chronicle	trust	0.539	la chronique
ensemble	trust	0.539	ensemble
applause	trust	0.539	applaudissements
obedience	trust	0.539	obéissance
aspiring	trust	0.539	en herbe
watchman	trust	0.539	gardien
inimitable	trust	0.539	inimitable
chastity	trust	0.539	chasteté
architecture	trust	0.539	architecture
stamina	trust	0.539	endurance
delightful	trust	0.539	délicieux
exalted	trust	0.539	exalté
relevant	trust	0.539	pertinent
reinforcements	trust	0.539	renforts
proctor	trust	0.539	procureur
immovable	trust	0.539	immeuble
instructions	trust	0.539	des instructions
define	trust	0.539	définir
uncensured	trust	0.539	non censuré
institute	trust	0.539	institut
responsive	trust	0.539	sensible
recovery	trust	0.539	récupération
obliging	trust	0.539	obligeant
obvious	trust	0.539	évident
forefathers	trust	0.539	aïeux
eager	trust	0.539	impatient
inoculation	trust	0.539	inoculation
admitting	trust	0.539	admettant
memorable	trust	0.539	mémorable
hospital	trust	0.531	hôpital
rescue	trust	0.531	sauvetage
deed	trust	0.531	acte
princely	trust	0.531	princier
retirement	trust	0.531	retraite
cradle	trust	0.531	berceau
immunization	trust	0.531	immunisation
bloom	trust	0.531	Floraison
candid	trust	0.531	Candide
evergreen	trust	0.531	à feuilles persistantes
ballot	trust	0.531	bulletin de vote
accompaniment	trust	0.531	accompagnement
verily	trust	0.531	en vérité
inseparable	trust	0.531	inséparable
analyst	trust	0.531	analyste
strive	trust	0.531	aspirer
dependent	trust	0.531	dépendant
heavens	trust	0.531	cieux
answerable	trust	0.531	responsable
school	trust	0.531	école
terms	trust	0.531	termes
center	trust	0.531	centre
firstborn	trust	0.531	premier-né
transcript	trust	0.531	transcription
fraternal	trust	0.531	fraternel
omniscient	trust	0.531	omniscient
seal	trust	0.531	sceller
edification	trust	0.531	édification
doubtless	trust	0.531	sans aucun doute
deliverance	trust	0.531	délivrance
sponsor	trust	0.531	parrainer
expedient	trust	0.531	opportun
bride	trust	0.531	la mariée
refuge	trust	0.531	refuge
approbation	trust	0.527	approbation
chaplain	trust	0.523	aumônier
laureate	trust	0.523	lauréat
liberate	trust	0.523	libérer
coronation	trust	0.523	couronnement
adoration	trust	0.523	adoration
countenance	trust	0.523	visage
honeymoon	trust	0.523	voyage de noces
connoisseur	trust	0.523	connaisseur
notable	trust	0.523	notable
benedictory	trust	0.523	benedictoire
celebration	trust	0.523	fête
neighbor	trust	0.523	voisine
unbroken	trust	0.523	ininterrompu
award	trust	0.523	décerner
improvement	trust	0.523	amélioration
hug	trust	0.523	étreinte
graduation	trust	0.523	l'obtention du diplôme
correctness	trust	0.523	exactitude
winning	trust	0.523	gagnant
paragon	trust	0.523	parangon
ratify	trust	0.523	ratifier
powerful	trust	0.523	puissant
elevation	trust	0.523	élévation
commonwealth	trust	0.523	Commonwealth
account	trust	0.523	Compte
unimpeached	trust	0.523	irréprochable
taught	trust	0.523	a enseigné
salutary	trust	0.523	salutaire
captivate	trust	0.523	captiver
dictionary	trust	0.523	dictionnaire
nobility	trust	0.523	la noblesse
ourselves	trust	0.523	les choix
feeling	trust	0.518	sentiment
amen	trust	0.516	amen
committee	trust	0.516	Comité
reverie	trust	0.516	rêverie
deserve	trust	0.516	mériter
fully	trust	0.516	pleinement
compliment	trust	0.516	compliment
obstetrician	trust	0.516	obstétricien
enchanted	trust	0.516	enchanté
inform	trust	0.516	informer
association	trust	0.516	association
credit	trust	0.516	le crédit
passwords	trust	0.516	nous-mêmes
freely	trust	0.516	librement
framework	trust	0.516	cadre
nobleman	trust	0.516	noble
formative	trust	0.516	formatif
tender	trust	0.516	offre
measure	trust	0.516	mesure
advent	trust	0.516	avènement
management	trust	0.516	la gestion
confession	trust	0.516	confession
remedy	trust	0.516	remède
sentinel	trust	0.516	sentinelle
pray	trust	0.516	prier
perpetuity	trust	0.516	perpétuité
tribunal	trust	0.516	tribunal
minded	trust	0.516	d'esprit
organization	trust	0.516	organisme
predominant	trust	0.516	prédominant
volunteer	trust	0.509	bénévole
accolade	trust	0.508	accolade
