Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20192009,1058405744532439040,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192010,1058403086203527170,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192011,1058400996345499648,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192012,1058392888210526209,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192013,1058357811640291328,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192014,1058341318223638528,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192015,1058071569946329089,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192016,1058052385208184836,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20192017,1058010931630878722,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192018,1058010364355506176,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192019,1058000141435715584,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,3
20192020,1057990305419591684,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192021,1057990279427432449,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192022,1057990254286790656,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192023,1057990220027756544,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192024,1057990192320180224,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192025,1057990162637045760,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192026,1057990131519492099,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192027,1057990078163771392,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192028,1057990052037431297,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192029,1057989621823533058,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192030,1057989593302290434,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192031,1057989558237827072,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192032,1057989528353468416,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192033,1057989494937399301,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192034,1057968699964039168,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192035,1057968196421066753,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192036,1057759520322215941,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192037,1057742289567735808,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,1
20192038,1057731724690575360,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192039,1057728124522299394,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192040,1057727315877249024,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192041,1057725849888276480,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192042,1057725508350369793,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192043,1057725179638489088,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192044,1057699812173402112,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192045,1057652217778450432,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192046,1057601469417951232,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192047,1057594532181827585,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192048,1057590921917796352,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192049,1057590896072581120,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192050,1057590883846111232,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192051,1057590868713107457,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192052,1057590853370298368,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192053,1057590839252262913,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192054,1057590826681974784,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192055,1057590813633470464,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192056,1057590792620072960,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192057,1057590730250694656,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192058,1057590715956506624,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192059,1057590693412159489,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192060,1057590671295557632,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192061,1057590637812506624,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192062,1057589745189036033,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192063,1057585789725487109,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192064,1057585780305072128,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192065,1057585772616970247,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192066,1057585743932149760,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192067,1057584804319899650,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192068,1057584200742772738,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192069,1057583473429491712,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192070,1057582618689056768,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192071,1057580654794289153,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192072,1057573774491574272,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192073,1057573615825289221,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192074,1057573470542970882,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192075,1057572960687583232,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192076,1057572376710397953,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192077,1057572317532958720,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192078,1057572157545480192,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192079,1057572004025565186,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192080,1057571788501196801,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192081,1057571283045662721,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192082,1057571138228928513,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192083,1057571033623003136,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192084,1057570906103529472,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192085,1057569628694540288,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192086,1057362401316749312,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192087,1057354224852525056,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192088,1057354159282888704,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192089,1057344509338640386,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192090,1057342141108756480,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192091,1056464226993213440,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192092,1056099907927449600,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192093,1055401903000113155,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192094,1055401493912866816,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192095,1055038451484184577,,SNS-1-2019,,1,positive,anticipation,0,0,1,0,1
20192096,1055038152476422144,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192097,1055038121270804480,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192098,1055038092309078018,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192099,1055019214438875137,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192100,1055018907260645377,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192101,1055018897685073920,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192102,1055018879146180608,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192103,1055018874633117696,,SNS-1-2019,,1,neutral,joy,0,0,0,0,2
20192104,1055018047751249921,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192105,1055017711330344961,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192106,1055017507491401734,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192107,1055016599630086144,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192108,1055016130291613696,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192109,1055015995679608835,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192110,1055015793887531008,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192111,1055015513582125056,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192112,1055015412381949952,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192113,1055015260648886272,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192114,1055015087629590528,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192115,1055014655490441216,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192116,1055014340603117568,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192117,1072854869285965824,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192118,1072815383223156736,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192119,1064041781350866945,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192120,1063730095117033473,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192121,1062998063030157312,,SNS-1-2019,,1,negative,disgust,0,0,1,1,0
20192122,1062310249485533184,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192123,1062309932895215616,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192124,1061196780614967296,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192125,1061195745183850496,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192126,1061166850371936256,,SNS-1-2019,,1,positive,sadness,0,0,0,0,2
20192127,1060634997814640642,,SNS-1-2019,,1,negative,disgust,0,0,1,1,0
20192128,1060546802800308224,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192129,1060489185910501376,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192130,1060440836838694912,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192131,1060177015968538625,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192132,1060117406272565249,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192133,1060071237785935873,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192134,1060060712054198272,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,1
20192135,1060060534886690816,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192136,1059869156223393794,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192137,1059869020336386048,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192138,1059842204745777153,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192139,1059842163490648065,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192140,1059806219412664325,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192141,1059805563310301184,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192142,1059734898779537410,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192143,1059480940928471040,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192144,1059456477889548289,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192145,1059455200958865408,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192146,1059440581280219136,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20192147,1059432271336345600,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192148,1059421154891448322,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192149,1059421139179630593,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,1
20192150,1059421124759576577,,SNS-1-2019,,0,positive,joy,0,0,0,0,1
20192151,1059421109798518785,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192152,1059421093642035200,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192153,1059421070757974016,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192154,1059421058888097792,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192155,1059421045160140801,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192156,1059421026302509056,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192157,1059420777395687424,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192158,1059420650274779141,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192159,1059420407198109696,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192160,1059420281155055616,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192161,1059419995321573377,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192162,1059419864329347073,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192163,1059419700952813568,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192164,1059419484862197761,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192165,1059418643686133761,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192166,1059408694100848640,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192167,1059405930192887809,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192168,1059405521004969984,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192169,1059400589057114113,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192170,1059131491056271360,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192171,1059131347984375809,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192172,1059089872999366656,,SNS-1-2019,,1,neutral,anticipation,0,0,0,0,0
20192173,1058011978663452673,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192174,1058011965640114178,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192175,1058011953824755712,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192176,1058011944546983936,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192177,1058011927346069504,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192178,1057973603239710721,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192179,1057973217011359746,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192180,1057972667066839040,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192181,1057970525711024129,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192182,1057970138912382976,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192183,1057887005961523200,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192184,1057886880853884933,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192185,1057774435648839681,,SNS-1-2019,,0,positive,joy,0,0,0,0,1
20192186,1057725488767135744,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192187,1057685752929308673,,SNS-1-2019,,1,positive,joy,0,0,1,0,0
20192188,1057672390828810240,,SNS-1-2019,,1,positive,trust,0,0,0,1,0
20192189,1057625022963929088,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192190,1057620972952604672,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192191,1057620899518693376,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192192,1057619220362653696,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192193,1057598548844306432,,SNS-1-2019,,1,positive,trust,0,0,0,0,1
20192194,1057591082547138561,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192195,1057580611823681537,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192196,1057580582341881856,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192197,1057578716052840448,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192198,1057576806008664064,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192199,1057544101153959936,,SNS-1-2019,,1,positive,trust,0,0,0,1,0
20192200,1057516509067730944,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192201,1057499292024430592,,SNS-1-2019,,1,positive,trust,0,0,0,1,0
20192202,1057391201274527744,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192203,1057384927342325760,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192204,1057384900691746817,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192205,1057384811667640320,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192206,1057378022603546626,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192207,1057371513115025408,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192208,1057371444361998339,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192209,1057370917062524930,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192210,1057369256055242752,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192211,1057369119429980160,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192212,1057369084260687873,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20192213,1057369070977327104,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192214,1057369060894216194,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192215,1057369047443087361,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192216,1057369019160911872,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192217,1057363905025073152,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192218,1057363859432976386,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192219,1057363835382833152,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192220,1057363789899694080,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192221,1057363164764008449,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192222,1057361588305489920,,SNS-1-2019,,1,negative,sadness,0,0,1,0,2
20192223,1057358017472147456,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192224,1057356434516647936,,SNS-1-2019,,0,positive,joy,0,0,0,0,1
20192225,1057356391533420549,,SNS-1-2019,,1,negative,surprise,0,0,0,0,2
20192226,1057356104693411840,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192227,1057355885549359104,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192228,1057355690505891840,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192229,1057355581697261568,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192230,1057355270035267584,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192231,1057354754718867456,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192232,1057354361410609154,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192233,1057354233719201793,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192234,1057352536687067138,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192235,1057351900079800326,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20192236,1057350858399277057,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192237,1057350834235826176,,SNS-1-2019,,1,positive,joy,0,0,0,1,0
20192238,1057350586419630080,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192239,1057350262388596736,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192240,1057350080661995521,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192241,1057348830046359552,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192242,1057348564840525825,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192243,1057348354747838465,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20192244,1057348030553305088,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192245,1057347535642214400,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192246,1057347388703154176,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192247,1057346467164233729,,SNS-1-2019,,1,negative,disgust,0,0,0,0,2
20192248,1057346397316542465,,SNS-1-2019,,1,positive,joy,0,0,0,1,0
20192249,1057346143154307075,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192250,1057345788156764163,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,2
20192251,1057345464469721088,,SNS-1-2019,,1,positive,joy,0,0,0,1,0
20192252,1057345306604507136,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192253,1057345013414313985,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192254,1057344257495912448,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192255,1057344074221420544,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20192256,1057343922383585281,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192257,1057343853378895873,,SNS-1-2019,,1,positive,trust,0,0,0,0,2
20192258,1057343539301023744,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192259,1057343072021962752,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192260,1057342725408915460,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192261,1057342052193787904,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192262,1057341640048828422,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192263,1057341435945644033,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192264,1057340822398689283,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192265,1057340696607252480,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192266,1057339407051735040,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,2
20192267,1057338617981554689,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192268,1057338378486734851,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192269,1057338195627642880,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192270,1057337343928082432,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192271,1057337181465919489,,SNS-1-2019,,1,positive,joy,0,0,1,0,0
20192272,1057336586315161602,,SNS-1-2019,,0,positive,joy,0,0,0,0,2
20192273,1057336210186780673,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192274,1057335945110917120,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192275,1057334699432071168,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20192276,1057334696722472961,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192277,1057334106999189504,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192278,1057333969484693505,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192279,1057333584921575424,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192280,1057333121543299080,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192281,1057332877048930304,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192282,1057332503126728704,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192283,1057332434528808960,,SNS-1-2019,,1,positive,joy,0,0,1,0,0
20192284,1057332416979836931,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192285,1057331860630585344,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20192286,1057331542689746945,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192287,1057331075347894273,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192288,1057330801468194816,,SNS-1-2019,,1,positive,joy,0,0,1,0,0
20192289,1057330004470759426,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192290,1057329603474284544,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192291,1057329006071164929,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192292,1057328410547118080,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192293,1057328117197557760,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20192294,1057328055675424768,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192295,1057327913652105218,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192296,1057327909046812673,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192297,1057327535313301504,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192298,1057327401036849152,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20192299,1057327310540562439,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192300,1057327266840133632,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
20192301,1057326969807929350,,SNS-1-2019,,1,positive,trust,0,0,0,0,0
